"Fecha","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
2013-11-01,46.975715637207,47.6428565979004,46.5571441650391,47.0385704040527,22020600,47.0385704040527
2013-11-04,47.2785720825195,48.2557144165039,46.4500007629395,48.228572845459,21919100,48.228572845459
2013-11-05,47.9342842102051,48.9142875671387,47.5785713195801,48.7857131958008,17289300,48.7857131958008
2013-11-06,48.4985694885254,49.1957130432129,47.5414276123047,47.9471435546875,20733300,47.9471435546875
2013-11-07,48.4285697937012,48.524284362793,46.4514274597168,46.6942863464355,20007400,46.6942863464355
2013-11-08,46.7028579711914,47.9428558349609,46.502857208252,47.8428573608398,19448800,47.8428573608398
2013-11-11,47.5357131958008,48.5,46.9457130432129,48.2728576660156,16815400,48.2728576660156
2013-11-12,48.0257148742676,48.5,47.3357124328613,47.6757125854492,12231800,47.6757125854492
2013-11-13,47.602855682373,47.9228553771973,47.0142860412598,47.897144317627,11967900,47.897144317627
2013-11-14,47.9700012207031,49.1428565979004,47.8742866516113,48.9385719299316,20104700,48.9385719299316
2013-11-15,49.228572845459,49.9842872619629,49.0114288330078,49.9657135009766,20152300,49.9657135009766
2013-11-18,50,50.0699996948242,48.5,48.8242874145508,20247500,48.8242874145508
2013-11-19,48.6814308166504,49.5457153320312,47.7485694885254,48.1842842102051,17057600,48.1842842102051
2013-11-20,49.0499992370605,49.478572845459,48.2357139587402,48.502857208252,19481700,48.502857208252
2013-11-21,48.891429901123,49.8114280700684,48.810001373291,49.7857131958008,15989400,49.7857131958008
2013-11-22,49.8328552246094,50.0857124328613,49.1428565979004,49.6928558349609,14202300,49.6928558349609
2013-11-25,49.5571441650391,50.418571472168,49.2871437072754,50.0342864990234,13984600,50.0342864990234
2013-11-26,50.0714302062988,50.9228553771973,49.6528587341309,50.7428588867188,14683200,50.7428588867188
2013-11-27,51.0157127380371,51.978572845459,50.5057144165039,51.7842864990234,16832900,51.7842864990234
2013-11-29,52.0071411132812,52.5428581237793,51.858570098877,52.2571411132812,8388100,52.2571411132812
2013-12-02,52.1257133483887,52.5657157897949,51.3728561401367,51.9885711669922,11675300,51.9885711669922
2013-12-03,51.6985702514648,51.939998626709,50.9285697937012,51.8485717773438,13400800,51.8485717773438
2013-12-04,51.5128555297852,52.6642875671387,50.8928565979004,50.8957138061523,19395600,50.8957138061523
2013-12-05,51.1142845153809,51.5900001525879,50.4842872619629,51.1514282226562,13793500,51.1514282226562
2013-12-06,51.5771446228027,51.6185722351074,50.2857131958008,50.6342849731445,12075700,50.6342849731445
2013-12-09,50.7385711669922,51.4099998474121,50.5157127380371,50.810001373291,11718700,50.810001373291
2013-12-10,50.7142868041992,52.062858581543,50.4742851257324,51.8714294433594,14089600,51.8714294433594
2013-12-11,52.0528564453125,53.0228576660156,51.7457122802734,51.997142791748,20066900,51.997142791748
2013-12-12,51.9528579711914,53.5485725402832,51.9357147216797,53.3328552246094,21318500,53.3328552246094
2013-12-13,53.7357139587402,53.8571434020996,52.687141418457,52.7099990844727,17854900,52.7099990844727
2013-12-16,52.8542861938477,53,52.0357131958008,52.3300018310547,13911100,52.3300018310547
2013-12-17,52.3928565979004,53.9571418762207,52.3242874145508,53.5528564453125,18448500,53.5528564453125
2013-12-18,53.4085693359375,53.8571434020996,52.358570098877,53.7485694885254,19881400,53.7485694885254
2013-12-19,53.4571418762207,54.2657127380371,53.3357124328613,53.8199996948242,13849500,53.8199996948242
2013-12-20,53.7857131958008,54.2414283752441,53.4771423339844,53.6671447753906,18817400,53.6671447753906
2013-12-23,54.0985717773438,54.7757148742676,53.8042869567871,54.3685722351074,12624500,54.3685722351074
2013-12-24,54.394287109375,54.8514289855957,53.9257125854492,54.0557136535645,5577600,54.0557136535645
2013-12-26,54.0157127380371,54.415714263916,53.689998626709,53.8471412658691,12268900,53.8471412658691
2013-12-27,53.8728561401367,54.1071434020996,52.2585716247559,52.5,16948400,52.5
2013-12-30,52.5171432495117,52.7914276123047,51.2914276123047,52.4271430969238,15075200,52.4271430969238
2013-12-31,52.2142868041992,52.7357139587402,51.9471435546875,52.5957145690918,10516800,52.5957145690918
2014-01-02,52.4014282226562,52.5114288330078,51.5428581237793,51.831428527832,12325600,51.831428527832
2014-01-03,52,52.4957122802734,51.8428573608398,51.8714294433594,10817100,51.8714294433594
2014-01-06,51.8899993896484,52.0442848205566,50.475715637207,51.3671417236328,15501500,51.3671417236328
2014-01-07,49.6842842102051,49.6985702514648,48.1528587341309,48.5,36167600,48.5
2014-01-08,48.1042861938477,49.4257125854492,48.0742874145508,48.7128562927246,20001100,48.7128562927246
2014-01-09,48.8242874145508,49.1399993896484,47.8571434020996,48.1500015258789,17007200,48.1500015258789
2014-01-10,48.2957153320312,48.3771438598633,47.2185707092285,47.4485702514648,16237900,47.4485702514648
2014-01-13,47.3042869567871,49.810001373291,47.3042869567871,48.1157150268555,27237000,48.1157150268555
2014-01-14,48.7771415710449,48.7999992370605,47.5099983215332,48.2799987792969,19740000,48.2799987792969
2014-01-15,47.8571434020996,48.3671417236328,45.581428527832,47.1971435546875,40432000,47.1971435546875
2014-01-16,46.915714263916,47.6957130432129,46.002857208252,47.3828582763672,21135800,47.3828582763672
2014-01-17,47.4385719299316,47.831428527832,46.891429901123,47.1485710144043,16417100,47.1485710144043
2014-01-21,47.4614295959473,47.4957122802734,45.75,46.9585723876953,25220300,46.9585723876953
2014-01-22,47.0714302062988,47.7771415710449,46.7642860412598,47.6757125854492,48342000,47.6757125854492
2014-01-23,55.3428573608398,56.5185699462891,53.9271430969238,55.5314292907715,91280000,55.5314292907715
2014-01-24,54.8114280700684,55.8142852783203,54.7685699462891,55.1542854309082,35466900,55.1542854309082
2014-01-27,55.3414306640625,55.9285697937012,52.937141418457,54.4614295959473,32526900,54.4614295959473
2014-01-28,54.4742851257324,58.2014274597168,54.394287109375,58.1100006103516,43590400,58.1100006103516
2014-01-29,57.5885696411133,58.1914291381836,56.8642845153809,57.2028579711914,28968100,57.2028579711914
2014-01-30,58.1571426391602,58.4557151794434,57.358570098877,57.810001373291,18379200,57.810001373291
2014-01-31,57.4728584289551,58.9142875671387,57.4714279174805,58.475715637207,23625000,58.475715637207
2014-02-03,58.8428573608398,58.8785705566406,57.2457122802734,57.7685699462891,20145300,57.7685699462891
2014-02-04,57.9214286804199,58.3614273071289,56.7157135009766,57.9871444702148,18066300,57.9871444702148
2014-02-05,57.5928573608398,58.25,56.8571434020996,57.774284362793,16762900,57.774284362793
2014-02-06,58.060001373291,58.7014274597168,57.2028579711914,58.2728576660156,12852000,58.2728576660156
2014-02-07,59.062858581543,61.5,58.6514282226562,61.4257125854492,32921000,61.4257125854492
2014-02-10,61.3471412658691,61.7671432495117,60.6114273071289,61.4914283752441,13812400,61.4914283752441
2014-02-11,61.4228553771973,62.2514305114746,60.7871437072754,61.9985694885254,13667500,61.9985694885254
2014-02-12,62.1114273071289,62.1285705566406,60.7914276123047,61.2757148742676,15673000,61.2757148742676
2014-02-13,60.812858581543,62.7842864990234,60.7142868041992,62.3642845153809,18700500,62.3642845153809
2014-02-14,62.437141418457,62.5285720825195,61.6699981689453,62.2157135009766,11985400,62.2157135009766
2014-02-18,62.4228553771973,63.0342864990234,61.1428565979004,62.4071426391602,15507800,62.4071426391602
2014-02-19,61.6671447753906,62.3214302062988,61.1385726928711,61.1757125854492,16031400,61.1757125854492
2014-02-20,61.478572845459,62.5385704040527,61.3085708618164,62.1357154846191,11965100,62.1357154846191
2014-02-21,62.6714286804199,62.6714286804199,61.3785705566406,61.747142791748,13483400,61.747142791748
2014-02-24,62.2099990844727,64.2414321899414,61.2142868041992,63.8571434020996,26043500,63.8571434020996
2014-02-25,64.2857131958008,65.398567199707,63.5714302062988,64.7185745239258,18700500,64.7185745239258
