"Fecha","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
2013-11-01,107.569999694824,109.410003662109,107.529998779297,108.120002746582,1947400,91.3484344482422
2013-11-04,108.449996948242,109.25,108.360000610352,108.650001525879,1126100,91.7961959838867
2013-11-05,108.48999786377,109.650001525879,108.209999084473,109.120002746582,788200,92.1933059692383
2013-11-06,109.330001831055,109.889999389648,108.610000610352,109.620002746582,773000,92.6157379150391
2013-11-07,109.680000305176,110.470001220703,108.580001831055,108.669998168945,1088800,91.813117980957
2013-11-08,108.730003356934,110.76000213623,108.610000610352,110.730003356934,829200,93.5535736083984
2013-11-11,110.230003356934,110.290000915527,109.610000610352,110.169998168945,895600,93.0804061889648
2013-11-12,110,110.01000213623,109,109.349998474121,919500,92.3876266479492
2013-11-13,109.01000213623,109.319999694824,106.669998168945,109.309997558594,1581000,92.3538284301758
2013-11-14,109.980003356934,110.169998168945,109.139999389648,110.099998474121,1028500,93.0212783813477
2013-11-15,109.629997253418,109.709999084473,108.339996337891,109.529998779297,1085400,92.5397109985352
2013-11-18,110.480003356934,111.339996337891,110.080001831055,110.580001831055,1334900,93.4268112182617
2013-11-19,110.76000213623,111.139999389648,109.860000610352,110.25,1078700,93.1480178833008
2013-11-20,110.160003662109,110.660003662109,109.480003356934,109.779998779297,890000,92.7509307861328
2013-11-21,110.349998474121,111.050003051758,110.209999084473,110.769996643066,1584500,93.5873565673828
2013-11-22,110.389999389648,112.25,110.339996337891,112.01000213623,1228100,94.6350173950195
2013-11-25,112.120002746582,112.529998779297,110.970001220703,111.650001525879,1998400,94.3308410644531
2013-11-26,111.650001525879,112.400001525879,111.650001525879,111.970001220703,2032900,94.6012420654297
2013-11-27,111.860000610352,114.330001831055,111.660003662109,113.949996948242,1634400,96.8014373779297
2013-11-29,113.980003356934,114.480003356934,112.5,112.680000305176,724900,95.7225723266602
2013-12-02,112.599998474121,113.150001525879,111.610000610352,111.819999694824,906700,94.9919586181641
2013-12-03,111.970001220703,113.23999786377,111.51000213623,112.519996643066,1697600,95.5866317749023
2013-12-04,111.98999786377,112.76000213623,109.660003662109,110.48999786377,1799800,93.8621215820312
2013-12-05,110.080001831055,111.169998168945,109.430000305176,109.540000915527,1239500,93.0551071166992
2013-12-06,110.069999694824,110.349998474121,109.23999786377,110.26000213623,1916900,93.6667327880859
2013-12-09,110.180000305176,110.349998474121,109.160003662109,109.940002441406,1312100,93.394905090332
2013-12-10,109.849998474121,110.540000915527,109.559997558594,110.129997253418,1074800,93.5563354492188
2013-12-11,110.290000915527,110.5,107.220001220703,107.519996643066,2031100,91.3390884399414
2013-12-12,107.650001525879,108.319999694824,107.209999084473,108.029998779297,1881600,91.7723541259766
2013-12-13,108.160003662109,109.23999786377,107.790000915527,108.919998168945,899400,92.5284118652344
2013-12-16,108.959999084473,110,108.419998168945,109.660003662109,1333000,93.1570587158203
2013-12-17,109.819999694824,110.139999389648,109.339996337891,109.569999694824,1194000,93.0805816650391
2013-12-18,109.930000305176,111.519996643066,108.470001220703,111.480003356934,2067500,94.7031707763672
2013-12-19,111.449996948242,111.849998474121,110.169998168945,110.550003051758,1374500,93.9131088256836
2013-12-20,110.660003662109,113.050003051758,110.309997558594,112.26000213623,3552100,95.3657760620117
2013-12-23,113,113.26000213623,112.040000915527,112.529998779297,1140500,95.5951232910156
2013-12-24,112.559997558594,114.300003051758,112.559997558594,114.220001220703,570600,97.0307922363281
2013-12-26,114.449996948242,115.879997253418,114.370002746582,115.319999694824,981100,97.9652709960938
2013-12-27,115.519996643066,116.190002441406,114.120002746582,114.699996948242,905300,97.4385604858398
2013-12-30,114.720001220703,115.069999694824,113.519996643066,113.930000305176,725900,96.7844390869141
2013-12-31,114.25,114.779998779297,113.849998474121,114.610000610352,965800,97.3620986938477
2014-01-02,114.180000305176,114.48999786377,112.76000213623,113.230003356934,1083600,96.1897888183594
2014-01-03,113.230003356934,114.459999084473,113.230003356934,113.580001831055,1278900,96.4871444702148
2014-01-06,114.01000213623,115.089996337891,113.430000305176,113.800003051758,1277200,96.6740112304688
2014-01-07,113.809997558594,114.919998168945,113.150001525879,114.51000213623,1666600,97.2771453857422
2014-01-08,114.230003356934,115.330001831055,113.650001525879,115.190002441406,1282400,97.8548278808594
2014-01-09,115.5,116.269996643066,115.25,115.629997253418,1931200,98.2286071777344
2014-01-10,115.98999786377,116.569999694824,115.019996643066,116.370002746582,1502400,98.8572540283203
2014-01-13,116.440002441406,117.529998779297,115.279998779297,115.629997253418,1201700,98.2286071777344
2014-01-14,116.309997558594,117.160003662109,115.180000305176,117.110000610352,1378700,99.4858779907227
2014-01-15,117.139999389648,118.459999084473,117.01000213623,117.879997253418,1094700,100.139991760254
2014-01-16,117.930000305176,118.550003051758,117.459999084473,118.290000915527,871600,100.488311767578
2014-01-17,118.269996643066,118.660003662109,117.819999694824,118.23999786377,889200,100.445808410645
2014-01-21,119.059997558594,120.440002441406,118.51000213623,119.190002441406,990900,101.252861022949
2014-01-22,119.800003051758,120.430000305176,118.860000610352,120.319999694824,1215800,102.21280670166
2014-01-23,119.400001525879,120.680000305176,117.449996948242,117.5,1427800,99.8171844482422
2014-01-24,116.680000305176,116.709999084473,113.430000305176,113.449996948242,2166900,96.3766937255859
2014-01-27,113.449996948242,113.919998168945,111.470001220703,112.699996948242,1687300,95.7395477294922
2014-01-28,113.440002441406,113.589996337891,111.660003662109,112.01000213623,2168900,95.1534118652344
2014-01-29,111.080001831055,112.779998779297,110.5,112.129997253418,1682000,95.2553253173828
2014-01-30,123.650001525879,123.650001525879,112.040000915527,113.25,2070100,96.2067718505859
2014-01-31,112.269996643066,116.550003051758,112.019996643066,115.550003051758,2079600,98.1606521606445
2014-02-03,116.089996337891,117.209999084473,112.169998168945,113.25,2657300,96.2067718505859
2014-02-04,111.01000213623,111.98999786377,109.169998168945,110.800003051758,2732400,94.1254806518555
2014-02-05,110.129997253418,112.050003051758,109.699996948242,111.400001525879,1657600,94.6352081298828
2014-02-06,111.720001220703,112.790000915527,111.459999084473,112.279998779297,1150000,95.3827514648438
2014-02-07,113.080001831055,115.98999786377,112.940002441406,114.970001220703,1674500,97.6679382324219
2014-02-10,114.720001220703,114.970001220703,113.120002746582,114.319999694824,1726200,97.1157379150391
2014-02-11,114.339996337891,117.400001525879,114.309997558594,116.900001525879,1682700,99.3074951171875
2014-02-12,117.059997558594,118.319999694824,116.819999694824,118.069999694824,1499500,100.301422119141
2014-02-13,117.040000915527,119.300003051758,117,118.860000610352,979500,100.972518920898
2014-02-14,118.680000305176,120.790000915527,117.980003356934,120.279998779297,1233600,102.178810119629
2014-02-18,120.540000915527,120.860000610352,119.620002746582,120.059997558594,1088100,101.991920471191
2014-02-19,119.98999786377,121.370002746582,118.910003662109,119.050003051758,1100300,101.133918762207
2014-02-20,120.959999084473,121.190002441406,118.970001220703,120.610000610352,992800,102.459167480469
2014-02-21,121.449996948242,121.449996948242,119.139999389648,120.470001220703,1027200,102.340225219727
2014-02-24,120.76000213623,123.300003051758,120.76000213623,122.120002746582,1343800,103.741920471191
2014-02-25,122,122.680000305176,119.449996948242,119.680000305176,1588800,101.669105529785
2014-02-26,120.050003051758,120.690002441406,118.669998168945,118.720001220703,1574200,100.85359954834
2014-02-27,118.51000213623,120.069999694824,118.099998474121,120.019996643066,1374400,102.484519958496
2014-02-28,119.680000305176,121.830001831055,119.51000213623,121.029998779297,1394700,103.346961975098
2014-03-03,119.73999786377,121.790000915527,119.690002441406,121.019996643066,1293800,103.338417053223
2014-03-04,123,124.529998779297,122.940002441406,124.25,1766500,106.096504211426
2014-03-05,124.550003051758,124.709999084473,123.069999694824,123.650001525879,1118100,105.584182739258
2014-03-06,123.660003662109,124.190002441406,123.139999389648,123.690002441406,1187100,105.618324279785
2014-03-07,124.220001220703,125.370002746582,123.849998474121,124.300003051758,1206700,106.139205932617
2014-03-10,123.580001831055,123.849998474121,122.069999694824,122.720001220703,1230500,104.790046691895
2014-03-11,122.940002441406,123.099998474121,121.550003051758,121.769996643066,915100,103.978843688965
2014-03-12,121.290000915527,122.629997253418,120.440002441406,122.419998168945,1051200,104.533882141113
2014-03-13,122.559997558594,124.150001525879,120.75,120.940002441406,1462800,103.270133972168
2014-03-14,120.900001525879,122.569999694824,120.699996948242,121.440002441406,1401600,103.697067260742
2014-03-17,121.779998779297,122.660003662109,121.110000610352,122.51000213623,1359800,104.610733032227
2014-03-18,122.970001220703,124.059997558594,122.900001525879,123.98999786377,928000,105.874496459961
2014-03-19,124.339996337891,125.360000610352,122.120002746582,122.879997253418,1674500,104.92667388916
2014-03-20,122.73999786377,123.599998474121,122.120002746582,122.339996337891,1162600,104.46556854248
2014-03-21,123.400001525879,123.550003051758,121.449996948242,121.879997253418,3311500,104.072776794434
2014-03-24,122.059997558594,122.370002746582,119.919998168945,121.019996643066,1173300,103.338417053223
2014-03-25,121.809997558594,122.410003662109,121.309997558594,122.129997253418,1053200,104.286247253418
2014-03-26,122.339996337891,123.480003356934,121.639999389648,121.660003662109,1089400,103.88493347168
2014-03-27,121.139999389648,121.269996643066,119.680000305176,119.940002441406,1456100,102.416221618652
2014-03-28,120.48999786377,122.589996337891,120.419998168945,121.809997558594,946300,104.012992858887
2014-03-31,122.610000610352,123.790000915527,122.599998474121,123.379997253418,1007100,105.353607177734
2014-04-01,123.160003662109,124,122.75,123.949996948242,1408700,105.840347290039
2014-04-02,123.860000610352,125.529998779297,123.550003051758,124.589996337891,1417100,106.386833190918
2014-04-03,124.910003662109,125.129997253418,124.199996948242,125.019996643066,712200,106.754020690918
2014-04-04,125.550003051758,126,120.470001220703,120.690002441406,2437000,103.056648254395
