"Fecha","LW.Open","LW.High","LW.Low","LW.Close","LW.Volume","LW.Adjusted"
2016-11-10,32.0400009155273,32.3499984741211,29.8199996948242,30.3299999237061,35019100,27.7538108825684
2016-11-11,29.7999992370605,30.0900001525879,28.8500003814697,29.8899993896484,6020100,27.3511829376221
2016-11-14,29.3400001525879,30.4300003051758,28.75,30.1900005340576,4481900,27.6257019042969
2016-11-15,29.6399993896484,30.7000007629395,29.6200008392334,30.4300003051758,3667200,27.8453197479248
2016-11-16,30.7700004577637,32.0400009155273,30.6100006103516,31.7000007629395,4342300,29.0074443817139
2016-11-17,31.3999996185303,33.064998626709,30.6350002288818,32.5099983215332,5252000,29.7486476898193
2016-11-18,32.1399993896484,33.0999984741211,31.7900009155273,32.6800003051758,4253400,29.9042091369629
2016-11-21,32.2599983215332,32.5,31.2900009155273,31.7399997711182,5036700,29.0440502166748
2016-11-22,31.5200004577637,33.1500015258789,30.4300003051758,32.7000007629395,5601700,29.9225101470947
2016-11-23,32.7000007629395,33.4700012207031,32.5,33.0200004577637,3619500,30.2153224945068
2016-11-25,32.7599983215332,32.7799987792969,32.2700004577637,32.5900001525879,827800,29.8218517303467
2016-11-28,32.2700004577637,33.5,32.1699981689453,32.7400016784668,1928500,29.9591102600098
2016-11-29,33.0499992370605,33.3600006103516,32.7200012207031,33.189998626709,2139500,30.3708839416504
2016-11-30,33.2599983215332,34.2999992370605,33,33.4799995422363,2764900,30.6362495422363
2016-12-01,33.0400009155273,33.2599983215332,32.185001373291,32.5099983215332,2914900,29.7486476898193
2016-12-02,32.1599998474121,33.2099990844727,32.0099983215332,32.9900016784668,1213100,30.1878757476807
2016-12-05,32.8699989318848,33.7599983215332,32.75,33.6500015258789,2004700,30.7918128967285
2016-12-06,33.4500007629395,33.8600006103516,33.2099990844727,33.8199996948242,1622900,30.9473819732666
2016-12-07,34.0699996948242,34.9799995422363,34,34.75,3809400,31.7983894348145
2016-12-08,34.9099998474121,36,34.6100006103516,35.9300003051758,2603000,32.8781509399414
2016-12-09,35.8199996948242,36.5099983215332,35.5999984741211,36.3800010681152,1993100,33.2899322509766
2016-12-12,36.3800010681152,37.2150001525879,36.310001373291,36.7299995422363,1258300,33.6102027893066
2016-12-13,36.9700012207031,37.0900001525879,35.6699981689453,36.5800018310547,1814000,33.4729537963867
2016-12-14,36.6199989318848,37,34.9700012207031,35.1500015258789,3886300,32.1644134521484
2016-12-15,35.060001373291,35.2639999389648,34.1500015258789,34.3800010681152,1555100,31.4598159790039
2016-12-16,34.3400001525879,35.4700012207031,34.2799987792969,35.2599983215332,3784000,32.2650566101074
2016-12-19,35.310001373291,35.8400001525879,34.2700004577637,34.4799995422363,1983200,31.5513076782227
2016-12-20,34.2200012207031,35.1100006103516,34.2000007629395,34.9500007629395,944900,31.9814033508301
2016-12-21,34.6399993896484,35.2200012207031,34.4599990844727,35.0200004577637,703600,32.0454521179199
2016-12-22,35,36.6199989318848,34.7999992370605,36.3300018310547,1438500,33.2441711425781
2016-12-23,36.4099998474121,37.0699996948242,35.9700012207031,36.8499984741211,888300,33.7200126647949
2016-12-27,36.6500015258789,37.4900016784668,36.6100006103516,37.3400001525879,822200,34.1683921813965
2016-12-28,37.25,37.6599998474121,37.0099983215332,37.2299995422363,533800,34.0677375793457
2016-12-29,37.3699989318848,37.9599990844727,37.1430015563965,37.7700004577637,658500,34.5618782043457
2016-12-30,37.7400016784668,38.5200004577637,37.6749992370605,37.8499984741211,773000,34.6350746154785
2017-01-03,37.7099990844727,38.5999984741211,37.3600006103516,37.4900016784668,2007000,34.3056602478027
2017-01-04,37.6699981689453,38.4099998474121,36.4249992370605,36.9799995422363,1712300,33.8389778137207
2017-01-05,36.9799995422363,37.7099990844727,36.4799995422363,36.6199989318848,1099600,33.5095443725586
2017-01-06,36.4199981689453,36.9599990844727,36.060001373291,36.8300018310547,1368000,33.7017097473145
2017-01-09,36.810001373291,37.0900001525879,36.0999984741211,36.8899993896484,1333800,33.7566146850586
2017-01-10,38.7900009155273,38.9599990844727,36.189998626709,36.8400001525879,3712600,33.7108612060547
2017-01-11,36.7000007629395,37.2000007629395,36.0200004577637,36.8899993896484,2185900,33.7566146850586
2017-01-12,36.689998626709,37.0099983215332,36.1199989318848,36.9599990844727,1235200,33.8206672668457
2017-01-13,36.8899993896484,37.2999992370605,36.5499992370605,37.2200012207031,1010200,34.0585861206055
2017-01-17,37.1399993896484,37.2200012207031,36.75,36.8899993896484,1907200,33.7566146850586
2017-01-18,36.75,36.8800010681152,36.4099998474121,36.6399993896484,1214200,33.5278511047363
2017-01-19,36.7900009155273,37,36.3300018310547,36.9599990844727,890400,33.8206672668457
2017-01-20,36.9500007629395,37.560001373291,36.7700004577637,37.1100006103516,1337000,33.9579238891602
2017-01-23,36.9799995422363,37.4199981689453,36.4659996032715,36.7700004577637,2035300,33.6468124389648
2017-01-24,36.6599998474121,37.6699981689453,36.5900001525879,37.4900016784668,1199600,34.3056602478027
2017-01-25,37.4500007629395,37.7999992370605,36.439998626709,36.6699981689453,1183300,33.5553092956543
2017-01-26,36.3899993896484,36.8699989318848,36.25,36.3300018310547,1015300,33.4155006408691
2017-01-27,36.4000015258789,36.5400009155273,35.810001373291,36.439998626709,1088400,33.5166702270508
2017-01-30,36.2000007629395,36.9300003051758,36.2000007629395,36.7799987792969,912300,33.8293838500977
