"Fecha","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
2013-11-01,60.0499992370605,60.6800003051758,59.5,59.939998626709,2066600,47.2332077026367
2013-11-04,60.6800003051758,61.939998626709,60.0699996948242,61.7299995422363,2904100,48.6437339782715
2013-11-05,61.3199996948242,61.75,60.75,60.9300003051758,2871800,48.0133247375488
2013-11-06,59,60.9700012207031,58.8800010681152,60.0999984741211,3286600,47.3592948913574
2013-11-07,60.3600006103516,60.3800010681152,59.439998626709,59.5999984741211,2042800,46.965274810791
2013-11-08,59.5,59.7599983215332,59.2799987792969,59.6599998474121,1440500,47.0125617980957
2013-11-11,59.5099983215332,59.9599990844727,58.9599990844727,59.310001373291,2224700,46.7367515563965
2013-11-12,59.1599998474121,59.3400001525879,58.9000015258789,58.9199981689453,2187100,46.4294204711914
2013-11-13,58.7200012207031,59.8800010681152,58.5400009155273,59.7000007629395,1881300,47.0440711975098
2013-11-14,59.9700012207031,60.1399993896484,59.7000007629395,59.9199981689453,1390100,47.2174339294434
2013-11-15,60.25,60.439998626709,59.689998626709,59.9799995422363,2131900,47.2647094726562
2013-11-18,60.0800018310547,60.6500015258789,59.9500007629395,60.0800018310547,1949400,47.3435249328613
2013-11-19,59.9599990844727,59.9599990844727,58.5299987792969,58.9500007629395,3040300,46.4530639648438
2013-11-20,57.8400001525879,58.4599990844727,57.4799995422363,57.6599998474121,3949800,45.4365386962891
2013-11-21,57.7200012207031,58.2900009155273,57.3899993896484,58.1100006103516,1417200,45.7911376953125
2013-11-22,58.2400016784668,58.8899993896484,58.1599998474121,58.6800003051758,1345800,46.240306854248
2013-11-25,58.939998626709,59.0099983215332,58.5200004577637,58.7900009155273,1072900,46.3269996643066
2013-11-26,58.7999992370605,59.0900001525879,58.4500007629395,58.5299987792969,1961400,46.1221008300781
2013-11-27,58.7099990844727,58.939998626709,58.4799995422363,58.7000007629395,1153700,46.2560615539551
2013-11-29,58.7799987792969,59.1699981689453,58.5900001525879,58.6500015258789,569500,46.2166748046875
2013-12-02,58.810001373291,59.1100006103516,58.2700004577637,58.4799995422363,1614000,46.0827026367188
2013-12-03,58.2200012207031,58.4700012207031,57.8600006103516,58.1399993896484,1639600,45.8147888183594
2013-12-04,57.8699989318848,58.3800010681152,57.4700012207031,58.25,2174700,45.9014625549316
2013-12-05,58.189998626709,58.4500007629395,58.0499992370605,58.2700004577637,1264400,45.9172248840332
2013-12-06,58.4799995422363,58.4799995422363,57.3400001525879,57.8899993896484,2457300,45.6177673339844
2013-12-09,58.0800018310547,58.3600006103516,57.75,57.9099998474121,1365200,45.6335525512695
2013-12-10,57.9700012207031,58.1199989318848,57.5200004577637,57.7200012207031,1464800,45.483829498291
2013-12-11,57.560001373291,57.8199996948242,57.1300010681152,57.3699989318848,1867500,45.2080230712891
2013-12-12,57.3400001525879,57.560001373291,57.0099983215332,57.1300010681152,2123100,45.0188941955566
2013-12-13,56.9300003051758,57.1399993896484,56.1100006103516,56.4000015258789,2896800,44.7175941467285
2013-12-16,56.6399993896484,56.7599983215332,55.9199981689453,56.2000007629395,1995900,44.5590362548828
2013-12-17,56.189998626709,56.4900016784668,55.9500007629395,56.3699989318848,1795400,44.6938247680664
2013-12-18,56.3899993896484,56.6100006103516,55.9300003051758,56.4900016784668,2085900,44.7889709472656
2013-12-19,56.4700012207031,56.7299995422363,56.2799987792969,56.4799995422363,1630000,44.7810363769531
2013-12-20,56.4000015258789,57.0999984741211,56.3499984741211,56.5400009155273,5227500,44.8286170959473
2013-12-23,56.8699989318848,57.1599998474121,56.5099983215332,57.0400009155273,2337800,45.2250366210938
2013-12-24,57.2200012207031,57.2700004577637,56.7999992370605,57.0400009155273,999500,45.2250366210938
2013-12-26,57.2599983215332,57.3199996948242,56.9099998474121,57.1300010681152,1938400,45.2963981628418
2013-12-27,57.0999984741211,57.7799987792969,56.9199981689453,57.7200012207031,1412800,45.7641868591309
2013-12-30,57.1800003051758,58.4300003051758,57.1800003051758,58.2200012207031,1267500,46.1606216430664
2013-12-31,58.2400016784668,58.5499992370605,58.0900001525879,58.3499984741211,953900,46.2636947631836
2014-01-02,58.2099990844727,58.4799995422363,57.6100006103516,57.8199996948242,1501000,45.8434715270996
2014-01-03,58.0099983215332,58.0499992370605,57.0699996948242,57.2799987792969,1319600,45.4153251647949
2014-01-06,57.6500015258789,57.7599983215332,56.5200004577637,56.6100006103516,2063900,44.8841133117676
2014-01-07,56.6399993896484,57,56.3899993896484,56.6800003051758,1309800,44.9396057128906
2014-01-08,56.689998626709,56.7400016784668,56.0999984741211,56.2700004577637,1516900,44.6145248413086
2014-01-09,56.4700012207031,56.7000007629395,56.1199989318848,56.5499992370605,1133300,44.8365364074707
2014-01-10,56.6199989318848,58.2700004577637,56.5999984741211,57.7000007629395,2561500,45.7483406066895
2014-01-13,57.4500007629395,58.1399993896484,57.3499984741211,57.4500007629395,1771000,45.5501174926758
2014-01-14,57.6699981689453,57.9900016784668,57.0299987792969,57.7400016784668,1013300,45.7800483703613
