"Fecha","STT.Open","STT.High","STT.Low","STT.Close","STT.Volume","STT.Adjusted"
2013-11-01,70.0800018310547,70.6800003051758,70.0400009155273,70.3499984741211,1851000,54.6962242126465
2013-11-04,70.629997253418,71.0699996948242,70.3300018310547,70.9199981689453,2047400,55.1393661499023
2013-11-05,70.7600021362305,71.0899963378906,70.3199996948242,70.8000030517578,1664400,55.0460739135742
2013-11-06,71.3300018310547,71.4700012207031,70.7900009155273,71.1800003051758,1551300,55.3415260314941
2013-11-07,71.2699966430664,71.4700012207031,69.8099975585938,69.8499984741211,2586900,54.3074722290039
2013-11-08,70.0500030517578,72.25,69.9499969482422,71.8600006103516,2644100,55.8702163696289
2013-11-11,71.8499984741211,72.5299987792969,71.629997253418,71.8099975585938,2033200,55.8313484191895
2013-11-12,71.5500030517578,71.7200012207031,69.8199996948242,69.9000015258789,4083700,54.3463592529297
2013-11-13,69.0199966430664,70.879997253418,69.0199966430664,70.879997253418,1926400,55.1082954406738
2013-11-14,67.5400009155273,71.1500015258789,67.5400009155273,70.620002746582,2035900,54.906135559082
2013-11-15,70.6699981689453,70.8499984741211,70.3199996948242,70.6399993896484,1859700,54.921688079834
2013-11-18,70.4700012207031,71.6699981689453,70.4000015258789,70.9899978637695,2476600,55.1938171386719
2013-11-19,70.9800033569336,71.4000015258789,70.6999969482422,70.9000015258789,2084300,55.1238250732422
2013-11-20,71.2799987792969,71.7300033569336,70.9400024414062,71.0800018310547,2451700,55.2637786865234
2013-11-21,71.4400024414062,72.1600036621094,71.3600006103516,72.0500030517578,1755600,56.0179481506348
2013-11-22,72.2600021362305,72.9000015258789,71.879997253418,72.6999969482422,1863000,56.5233001708984
2013-11-25,72.6999969482422,72.8399963378906,72.0199966430664,72.1100006103516,1590300,56.064582824707
2013-11-26,72.129997253418,73.2699966430664,72.0100021362305,72.5500030517578,2450700,56.4067001342773
2013-11-27,72.379997253418,72.7300033569336,71.9800033569336,72.3399963378906,1668400,56.2434234619141
2013-11-29,72.2099990844727,73.0500030517578,71.8899993896484,72.6100006103516,1357700,56.4533271789551
2013-12-02,72.8099975585938,73.629997253418,72.5500030517578,72.8899993896484,1927300,56.6710433959961
2013-12-03,72.4899978637695,72.7200012207031,71.2200012207031,71.5,1910900,55.5903167724609
2013-12-04,71.0500030517578,72.0800018310547,70.1999969482422,70.8300018310547,2975100,55.0694198608398
2013-12-05,70.5800018310547,70.8399963378906,69.9499969482422,70.1600036621094,2458800,54.548511505127
2013-12-06,71.2399978637695,71.4400024414062,70.629997253418,71.2300033569336,1850400,55.3804016113281
2013-12-09,71.6600036621094,72.2699966430664,71.5299987792969,71.8199996948242,1874300,55.8391265869141
2013-12-10,71.5500030517578,72.0100021362305,71.2600021362305,71.3499984741211,1725200,55.4736938476562
2013-12-11,71.4800033569336,71.5999984741211,70.2399978637695,70.370002746582,2164500,54.7117614746094
2013-12-12,70.4700012207031,70.7699966430664,70.1699981689453,70.2099990844727,1751000,54.5873680114746
2013-12-13,70.4300003051758,70.6699981689453,69.6399993896484,69.7300033569336,1716100,54.2141647338867
2013-12-16,70.1600036621094,70.6900024414062,69.8600006103516,70.0199966430664,2303500,54.4396553039551
2013-12-17,70.0299987792969,70.2699966430664,69.3300018310547,69.5899963378906,1393000,54.1053161621094
2013-12-18,69.7399978637695,71.4599990844727,69.0899963378906,71.4300003051758,2119300,55.5359039306641
2013-12-19,71.1999969482422,71.4300003051758,70.7600021362305,71.0299987792969,1667300,55.2249069213867
2013-12-20,69.8499984741211,71.9300003051758,69.8499984741211,71.5500030517578,3474300,55.6292152404785
2013-12-23,72.0199966430664,72.6900024414062,71.8300018310547,72.2099990844727,1369300,56.1423454284668
2013-12-24,72.1500015258789,72.3899993896484,71.9700012207031,72.2300033569336,453700,56.1578941345215
2013-12-26,72.5599975585938,72.8899993896484,72.2699966430664,72.7300033569336,942900,56.5466384887695
2013-12-27,72.6800003051758,73.0899963378906,72.5100021362305,72.9599990844727,968400,56.7254676818848
2013-12-30,72.6699981689453,72.9400024414062,72.4100036621094,72.6600036621094,1086700,56.6942405700684
