"Fecha","IFF.Open","IFF.High","IFF.Low","IFF.Close","IFF.Volume","IFF.Adjusted"
2013-11-01,83.0999984741211,83.1800003051758,82.1800003051758,82.870002746582,363500,65.6700592041016
2013-11-04,82.9300003051758,83.6399993896484,82.7900009155273,83.5199966430664,356400,66.1851196289062
2013-11-05,82.8899993896484,85.0500030517578,82.0699996948242,84.2200012207031,583600,66.7398681640625
2013-11-06,84.6900024414062,86.7200012207031,84.3000030517578,86.6999969482422,542400,68.7051086425781
2013-11-07,86.4400024414062,87.0500030517578,85.0199966430664,85.129997253418,365100,67.4609680175781
2013-11-08,85.25,86.9800033569336,84.9700012207031,86.9400024414062,417300,68.8953018188477
2013-11-11,86.75,87.4100036621094,86.6100006103516,87.2399978637695,248500,69.1330337524414
2013-11-12,87.0800018310547,87.6800003051758,86.9400024414062,87.5100021362305,321300,69.3469924926758
2013-11-13,87.3099975585938,88.8399963378906,87.3000030517578,88.8199996948242,349300,70.3851165771484
2013-11-14,89.1399993896484,90.0299987792969,88.8099975585938,89.8899993896484,548800,71.233024597168
2013-11-15,89.9100036621094,90.3000030517578,88.5800018310547,88.5800018310547,1315800,70.1949234008789
2013-11-18,88.9100036621094,89.1399993896484,88.2600021362305,88.5599975585938,371400,70.1790618896484
2013-11-19,88.5800018310547,89.0699996948242,88.2200012207031,88.5999984741211,263800,70.2107696533203
2013-11-20,88.629997253418,89.0500030517578,88.0500030517578,88.2099990844727,287600,69.9017105102539
2013-11-21,88.5899963378906,88.9000015258789,88.0599975585938,88.3300018310547,257800,69.9968032836914
2013-11-22,88.5599975585938,88.8099975585938,87.8600006103516,88.4199981689453,286100,70.068115234375
2013-11-25,88.8000030517578,88.9800033569336,87.7300033569336,88.0500030517578,261700,69.7749176025391
2013-11-26,88.9800033569336,88.9800033569336,88.0599975585938,88.25,327500,69.9334182739258
2013-11-27,88.2399978637695,88.6999969482422,88,88.4199981689453,219800,70.068115234375
2013-11-29,88.8199996948242,88.9800033569336,88.2600021362305,88.3499984741211,202500,70.0126495361328
2013-12-02,88.5400009155273,90.0899963378906,87.7699966430664,87.870002746582,286800,69.6322708129883
2013-12-03,87.4400024414062,87.7699966430664,85.4499969482422,86.5999984741211,574900,68.625862121582
2013-12-04,86.120002746582,86.4899978637695,84.5800018310547,85.25,380300,67.5560913085938
2013-12-05,84.6999969482422,85.7399978637695,84.4499969482422,84.75,484600,67.1598510742188
2013-12-06,85.75,86.3300018310547,85.3600006103516,86.3099975585938,320900,68.3960571289062
2013-12-09,86.4599990844727,86.870002746582,85.9899978637695,86.2900009155273,255600,68.3801879882812
2013-12-10,86.2200012207031,86.4300003051758,85.4599990844727,85.9599990844727,275900,68.1186981201172
2013-12-11,86.0100021362305,86.4899978637695,84.9199981689453,85.0699996948242,451200,67.4134292602539
2013-12-12,84.9499969482422,85.4100036621094,84.3199996948242,84.9400024414062,420800,67.3104095458984
2013-12-13,85.0299987792969,85.5899963378906,84.5599975585938,84.6999969482422,335300,67.120231628418
2013-12-16,84.7399978637695,85,83.6900024414062,84.1900024414062,616200,66.7160949707031
2013-12-17,84.1399993896484,84.6399993896484,83.5100021362305,84.0500030517578,475000,66.6051483154297
2013-12-18,84.0599975585938,85.5599975585938,83.0500030517578,85.5400009155273,603000,67.785888671875
2013-12-19,85.1900024414062,85.5899963378906,84.7799987792969,85.0999984741211,706000,67.4371719360352
2013-12-20,85.3399963378906,85.9499969482422,84.8499984741211,85.6399993896484,1996100,67.865119934082
2013-12-23,86.3099975585938,86.5899963378906,85.6800003051758,85.75,270400,67.9523086547852
2013-12-24,85.620002746582,86.3600006103516,85.129997253418,86.0699996948242,94300,68.5175018310547
2013-12-26,86.1699981689453,86.4000015258789,85.6999969482422,86.120002746582,235900,68.5573043823242
2013-12-27,86.4000015258789,86.4199981689453,85.8300018310547,85.9400024414062,180300,68.4140090942383
2013-12-30,86.0199966430664,86.4300003051758,85.9000015258789,85.9899978637695,368000,68.4538269042969
2013-12-31,85.9000015258789,86.2799987792969,85.6699981689453,85.9800033569336,292900,68.4458694458008
2014-01-02,85.9800033569336,86.5,85.4700012207031,85.6500015258789,346600,68.1831359863281
2014-01-03,85.7900009155273,86.1699981689453,85.5400009155273,85.9199981689453,390200,68.398078918457
2014-01-06,86.2099990844727,86.5,85.3300018310547,85.370002746582,449100,67.9602355957031
2014-01-07,85.5100021362305,85.9899978637695,85.129997253418,85.4499969482422,423900,68.0239410400391
2014-01-08,85.4199981689453,85.6800003051758,84.6699981689453,84.870002746582,489500,67.5622253417969
2014-01-09,85.2799987792969,85.3199996948242,84.5699996948242,85.0699996948242,432100,67.721435546875
2014-01-10,85.2699966430664,86.0400009155273,85.1699981689453,85.7099990844727,314800,68.2309188842773
2014-01-13,85.5500030517578,85.879997253418,84.6100006103516,84.7900009155273,294000,67.4985275268555
2014-01-14,85.0100021362305,86,84.5599975585938,85.8600006103516,269000,68.3503265380859
2014-01-15,85.8399963378906,86.3300018310547,85.7699966430664,86.2799987792969,297800,68.6846771240234
2014-01-16,86.1900024414062,87.1900024414062,85.5,86.870002746582,344000,69.1543502807617
2014-01-17,87.0899963378906,87.370002746582,86.3399963378906,87.0199966430664,408400,69.2737655639648
2014-01-21,87.4599990844727,88.0100021362305,86.7399978637695,87.4199981689453,367000,69.592170715332
2014-01-22,87.4599990844727,87.7699966430664,87.0500030517578,87.3099975585938,397900,69.5046157836914
2014-01-23,86.5599975585938,87.2200012207031,85.8899993896484,86.3499984741211,306800,68.7404022216797
2014-01-24,85.9000015258789,86.1399993896484,85,85,516500,67.6657180786133
2014-01-27,84.879997253418,85.4199981689453,84.5100021362305,85.0599975585938,720100,67.7134628295898
2014-01-28,85.6800003051758,87.4599990844727,85.6800003051758,87.1999969482422,512500,69.4170532226562
2014-01-29,86.5400009155273,86.7699966430664,85.5199966430664,85.8399963378906,551300,68.3344039916992
2014-01-30,86.2900009155273,87.8000030517578,86.1999969482422,87.3000030517578,442200,69.4966888427734
2014-01-31,86.1399993896484,87.1100006103516,85.8000030517578,86.6800003051758,443700,69.0030899047852
2014-02-03,86.4300003051758,87.1399993896484,83.9800033569336,84.0400009155273,402300,66.9014892578125
2014-02-04,84.3300018310547,84.5299987792969,83.5899963378906,83.8399963378906,448800,66.7422485351562
2014-02-05,83.5,85,82.9100036621094,84.6500015258789,375100,67.3871078491211
2014-02-06,84.7300033569336,86.0699996948242,84.5899963378906,85.9300003051758,317000,68.4060745239258
2014-02-07,86.3899993896484,87.0400009155273,86.2300033569336,86.9100036621094,259000,69.1861724853516
2014-02-10,86.8099975585938,87.7900009155273,86.5299987792969,87.7699966430664,301500,69.8708419799805
2014-02-11,88.0299987792969,88.8099975585938,87.7099990844727,88.5699996948242,294400,70.5076599121094
2014-02-12,88.5800018310547,88.9100036621094,87.620002746582,88.1100006103516,582700,70.141471862793
