"Fecha","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
2014-02-24,53.978874206543,54.2957763671875,53.8292236328125,53.9612693786621,1385920,46.0883865356445
2014-02-25,54.0316886901855,54.2341537475586,53.5387306213379,53.7059860229492,1127253,45.8703460693359
2014-02-26,53.7764091491699,54.1197166442871,53.3450698852539,53.5827445983887,1103624,45.7650985717773
2014-02-27,53.5123252868652,54.0845069885254,53.3362693786621,54.0404930114746,1147814,46.1560516357422
2014-02-28,54.0404930114746,54.4190139770508,53.5739440917969,54.0933113098145,1490773,46.2011566162109
2014-03-03,53.5123252868652,53.8468322753906,52.7904930114746,53.521125793457,1525307,45.7124557495117
2014-03-04,54.172534942627,54.7271118164062,53.8556327819824,54.5950698852539,1455443,46.6297149658203
2014-03-05,54.5246467590332,54.6654930114746,53.8908462524414,54.0933113098145,2009811,46.2011566162109
2014-03-06,54.3661956787109,54.6390838623047,54.1197166442871,54.4454231262207,904824,46.5019187927246
2014-03-07,54.5862693786621,54.6478881835938,53.7411956787109,53.9700698852539,1165082,46.0959053039551
2014-03-10,53.9260559082031,54.2253532409668,53.6003532409668,54.1901397705078,912549,46.2838745117188
2014-03-11,54.2253532409668,54.3661956787109,53.6179580688477,53.8292236328125,1323781,45.9755973815918
2014-03-12,53.521125793457,54.0492973327637,53.1426048278809,54.0316886901855,1290723,46.1485328674316
2014-03-13,54.2253532409668,54.3661956787109,53.1866188049316,53.4330978393555,1737171,45.6372871398926
2014-03-14,53.1866188049316,54.172534942627,53.0545768737793,53.8116188049316,1403074,45.960563659668
2014-03-17,54.0669021606445,54.8151397705078,53.5123252868652,54.0140838623047,1722858,46.1334915161133
2014-03-18,54.146125793457,54.771125793457,54.0316886901855,54.7271118164062,692960,46.7424850463867
2014-03-19,54.771125793457,54.8239440917969,53.7059860229492,54.0492973327637,1285384,46.1635704040527
2014-03-20,53.9348602294922,55.0176048278809,53.8644371032715,54.9471817016602,1125890,46.9304542541504
2014-03-21,55.4841537475586,55.4929580688477,54.3221817016602,54.3485908508301,1538826,46.4191970825195
2014-03-24,54.4806327819824,54.5598602294922,53.0457763671875,53.4595069885254,1470893,45.6598281860352
2014-03-25,53.6531677246094,53.9260559082031,52.4559860229492,52.7112693786621,1724562,45.0207557678223
2014-03-26,53.1338043212891,53.6795768737793,52.4735908508301,52.8609161376953,1546210,45.148567199707
2014-03-27,52.7816886901855,52.8609161376953,52.0510559082031,52.5,1272434,44.8403129577637
2014-03-28,52.7552833557129,53.2482376098633,52.5088043212891,52.8345069885254,1206773,45.1260223388672
2014-03-31,53.3010559082031,54.181339263916,53.2482376098633,54.1109161376953,1281635,46.2162017822266
2014-04-01,54.3926048278809,55.5633811950684,53.952465057373,55.5193672180176,1387283,47.4191589355469
2014-04-02,55.6426048278809,56.2411956787109,55.6426048278809,55.9859161376953,1383648,47.8176345825195
2014-04-03,56.021125793457,56.2323951721191,55.3433113098145,55.6338043212891,979118,47.5168876647949
2014-04-04,56.1179580688477,56.1795768737793,54.5070419311523,54.6654930114746,1322077,46.689868927002
2014-04-07,54.3838043212891,54.4982376098633,52.7992973327637,53.0457763671875,1906662,45.3064498901367
2014-04-08,52.9577445983887,53.521125793457,52.7728881835938,53.2570419311523,1489637,45.4869003295898
2014-04-09,53.5915489196777,54.7359161376953,53.5739440917969,54.6830978393555,1911888,46.7049026489258
2014-04-10,54.6742973327637,54.7887306213379,53.1690139770508,53.1690139770508,1033192,45.4117317199707
2014-04-11,52.9049301147461,53.353874206543,52.1214790344238,52.1742973327637,1196776,44.5621299743652
2014-04-14,52.7464790344238,53.1954231262207,52.1654930114746,53.1338043212891,1578699,45.3816413879395
2014-04-15,53.2394371032715,53.9260559082031,52.3943672180176,53.6443672180176,1324917,45.8177261352539
2014-04-16,54.3133811950684,54.8767623901367,54.0757026672363,54.6302833557129,1276069,46.6597862243652
2014-04-17,54.5246467590332,55.5281677246094,54.3926048278809,55.0968322753906,875856,47.0582580566406
2014-04-21,55.0088043212891,55.8890838623047,54.797534942627,55.5721817016602,1089310,47.4642715454102
2014-04-22,55.5369720458984,56.2411956787109,55.5017623901367,55.8010559082031,1457034,47.6597442626953
2014-04-23,55.7306327819824,56.0387306213379,55.3697166442871,55.8890838623047,1116234,47.734935760498
2014-04-24,56.2588043212891,56.5404930114746,55.6514091491699,56.1179580688477,1505541,47.9304084777832
2014-04-25,55.8714790344238,56.0827445983887,54.172534942627,54.2605628967285,1551435,46.3440170288086
2014-04-28,54.6214790344238,54.771125793457,52.7904930114746,53.978874206543,1818395,46.1034317016602
2014-04-29,54.3133811950684,54.4366188049316,53.4947166442871,53.8292236328125,1482026,45.9755973815918
2014-04-30,53.6619720458984,54.7535209655762,53.3362693786621,54.7007026672363,2909750,46.828685760498
2014-05-01,54.6478881835938,55.0528182983398,53.2922554016113,53.3978881835938,3290992,45.7133560180664
2014-05-02,53.5299301147461,53.8116188049316,52.8609161376953,53.3890838623047,2293243,45.7058219909668
2014-05-05,53.1073951721191,53.3890838623047,52.6848602294922,53.2570419311523,1503610,45.5927696228027
2014-05-06,53.2746467590332,53.521125793457,52.7816886901855,52.9577445983887,1604259,45.336555480957
2014-05-07,53.1161956787109,53.3450698852539,52.2535209655762,52.7552833557129,1140317,45.1632194519043
2014-05-08,52.6848602294922,53.7411956787109,52.4647903442383,52.6584510803223,922773,45.0803260803223
2014-05-09,52.6848602294922,52.7904930114746,51.8045768737793,52.0422554016113,1343661,44.552806854248
2014-05-12,52.4471817016602,53.8556327819824,52.3679580688477,53.7940139770508,1260960,46.0524787902832
2014-05-13,53.8820419311523,53.9964790344238,53.3450698852539,53.556339263916,866768,45.8490104675293
2014-05-14,53.5123252868652,53.7411956787109,53.0457763671875,53.125,743966,45.479736328125
2014-05-15,52.8433113098145,52.896125793457,51.2676048278809,51.9894371032715,1762277,44.5075836181641
2014-05-16,52.0158462524414,52.6320419311523,51.5316886901855,52.5704231262207,1371038,45.0049705505371
2014-05-19,52.5,53.0545768737793,52.306339263916,52.7904930114746,1096126,45.1933784484863
2014-05-20,52.8697166442871,52.8873252868652,51.9806327819824,52.2799301147461,1217906,44.756290435791
2014-05-21,52.3943672180176,53.3714790344238,52.2623252868652,53.2394371032715,1403869,45.5777053833008
2014-05-22,53.3714790344238,54.1021118164062,53.2482376098633,53.75,1698434,46.0147857666016
2014-05-23,53.7147903442383,54.9735908508301,53.6267623901367,54.7271118164062,1510766,46.8512840270996
2014-05-27,54.9295768737793,55.3169021606445,54.7447166442871,54.8943672180176,1040008,46.9944610595703
2014-05-28,54.9559860229492,55.4049301147461,54.5246467590332,55.1320419311523,1302538,47.1979484558105
2014-05-29,55.2552833557129,55.6426048278809,54.8503532409668,55.3169021606445,723746,47.3562049865723
2014-05-30,55.2200698852539,55.818660736084,55.1320419311523,55.3609161376953,1684802,47.3938827514648
2014-06-02,55.3609161376953,55.7746467590332,54.7359161376953,55.7306327819824,1095331,47.7103843688965
2014-06-03,55.6073951721191,56.3380279541016,55.5193672180176,56.1619720458984,1218587,48.0796546936035
2014-06-04,55.8714790344238,56.8309860229492,55.422534942627,56.681339263916,1379899,48.5242729187012
2014-06-05,57.0598602294922,57.5440139770508,56.8309860229492,57.3503532409668,1948922,49.0970230102539
2014-06-06,57.5704231262207,58.4330978393555,57.4031677246094,58.2394371032715,2395483,49.858154296875
2014-06-09,58.1866188049316,58.556339263916,57.8873252868652,58.0193672180176,919933,49.6697463989258
2014-06-10,57.7728881835938,58.3890838623047,57.6584510803223,58.1602096557617,1173602,49.7903213500977
2014-06-11,57.7816886901855,58.2658462524414,57.6584510803223,58.1690139770508,896758,49.7978782653809
2014-06-12,58.0105628967285,58.0105628967285,56.5492973327637,56.7517623901367,1733195,48.5845756530762
2014-06-13,56.7253532409668,57.4823951721191,56.5316886901855,57.3239440917969,957534,49.074405670166
2014-06-16,57.1742973327637,57.8080978393555,56.8573951721191,57.3415489196777,1052163,49.089469909668
2014-06-17,57.2271118164062,57.7904930114746,57.0070419311523,57.2799301147461,803266,49.0367317199707
2014-06-18,57.3503532409668,57.4031677246094,56.443660736084,57.1742973327637,1386488,48.9462966918945
2014-06-19,57.3591537475586,57.4295768737793,57.068660736084,57.297534942627,1048528,49.0518035888672
2014-06-20,57.271125793457,57.7200698852539,56.8221817016602,56.9190139770508,1897688,48.7277488708496
2014-06-23,56.9718322753906,57.1654930114746,56.7605628967285,56.8661956787109,1273342,48.6825370788574
2014-06-24,56.7781677246094,57.0862693786621,55.9859161376953,56.0651397705078,1132478,47.9967422485352
2014-06-25,55.818660736084,56.875,55.6426048278809,56.8045768737793,1313330,48.6297798156738
2014-06-26,56.8485908508301,57.3767623901367,55.9595069885254,57.271125793457,1806808,49.0291976928711
2014-06-27,57.1566886901855,57.8785209655762,56.8309860229492,57.5352096557617,923909,49.2552680969238
2014-06-30,57.5176048278809,57.6232376098633,57.0422554016113,57.3855628967285,1091355,49.1271667480469
2014-07-01,57.7376747131348,58.4066886901855,57.5528182983398,58.1690139770508,910618,49.7978782653809
2014-07-02,58.1602096557617,59.4102096557617,58.1338043212891,58.6443672180176,1547459,50.2048034667969
2014-07-03,58.6443672180176,59.0492973327637,58.5387306213379,58.9876747131348,585154,50.4987144470215
2014-07-07,58.7940139770508,59.0052833557129,58.5123252868652,58.7411956787109,853818,50.2876968383789
2014-07-08,58.4419021606445,58.7764091491699,57.8169021606445,58.5915489196777,1647086,50.1595840454102
2014-07-09,58.6355628967285,59.3309860229492,58.521125793457,59.3133811950684,1278227,50.7775382995605
2014-07-10,58.3714790344238,59.4102096557617,58.0545768737793,58.2306327819824,1921771,49.8506088256836
2014-07-11,58.1426048278809,58.327465057373,57.8345069885254,58.2658462524414,1430565,49.8807601928711
2014-07-14,58.7940139770508,58.7940139770508,57.6672554016113,58.0105628967285,1769774,49.6622161865234
2014-07-15,57.896125793457,58.2130279541016,57.4119720458984,57.5440139770508,1931882,49.2628059387207
2014-07-16,57.702465057373,58.0633811950684,57.297534942627,57.3767623901367,1898483,49.1196136474609
2014-07-17,57.0950698852539,57.8080978393555,56.3732376098633,56.478874206543,1908707,48.3509368896484
2014-07-18,56.7077445983887,57.4823951721191,56.4084510803223,57.3767623901367,1134296,49.1196136474609
2014-07-21,57.2183113098145,57.7728881835938,56.9542236328125,57.068660736084,791110,48.8558578491211
2014-07-22,57.5264091491699,58.0457763671875,57.4559860229492,57.8345069885254,1359338,49.5115013122559
2014-07-23,58.0633811950684,58.0985908508301,57.4383811950684,57.6320419311523,856090,49.3381652832031
2014-07-24,57.922534942627,58.0457763671875,57.5792236328125,57.7112693786621,1055571,49.4059867858887
2014-07-25,57.4119720458984,58.2306327819824,57.4119720458984,57.9577445983887,1085562,49.6169929504395
2014-07-28,57.8873252868652,57.896125793457,57.0070419311523,57.6496467590332,1000475,49.3532295227051
2014-07-29,57.5616188049316,58.0633811950684,56.7957763671875,56.8045768737793,1138613,48.6297798156738
2014-07-30,56.9454231262207,56.9894371032715,56.1091537475586,56.7781677246094,2586672,48.6071853637695
2014-07-31,55.818660736084,55.8450698852539,54.146125793457,54.797534942627,2866582,46.9115791320801
2014-08-01,54.5598602294922,54.7799301147461,53.2042236328125,53.6179580688477,2199750,45.9017448425293
2014-08-04,53.9260559082031,54.7183113098145,53.7059860229492,54.5950698852539,1390918,46.7382469177246
2014-08-05,54.1549301147461,54.7623252868652,53.9700698852539,54.0404930114746,1798515,46.263484954834
2014-08-06,53.6619720458984,54.0316886901855,53.4859161376953,53.5035209655762,1567907,45.8037910461426
2014-08-07,53.943660736084,54.3045768737793,53.2746467590332,53.4859161376953,1782838,45.788703918457
2014-08-08,53.5739440917969,54.577465057373,53.5299301147461,54.5070419311523,1389669,46.6628799438477
2014-08-11,54.5422554016113,54.7887306213379,54.3926048278809,54.4366188049316,929930,46.602596282959
2014-08-12,54.3045768737793,54.7183113098145,54.0316886901855,54.2781677246094,712954,46.4669532775879
2014-08-13,54.6478881835938,54.8855628967285,54.1285209655762,54.7799301147461,1029102,46.8965034484863
2014-08-14,54.6478881835938,55,54.3838043212891,54.9471817016602,790997,47.0396881103516
2014-08-15,55.2376747131348,55.431339263916,54.2869720458984,54.7183113098145,967304,46.8437538146973
2014-08-18,55.1496467590332,55.2816886901855,54.771125793457,54.9471817016602,954013,47.0396881103516
2014-08-19,55.1760559082031,55.422534942627,54.8239440917969,55.3609161376953,839731,47.3938827514648
2014-08-20,55.2816886901855,56.3380279541016,54.9823951721191,56.0915489196777,1075451,48.0193519592285
2014-08-21,56.2411956787109,56.25,55.1848602294922,55.202465057373,1051709,47.2582321166992
2014-08-22,55.0176048278809,55.0440139770508,54.4806327819824,54.7799301147461,1064432,46.8965034484863
2014-08-25,55.2112693786621,55.422534942627,54.806339263916,54.9383811950684,713522,47.0321502685547
2014-08-26,55.1144371032715,55.1496467590332,54.3838043212891,54.4190139770508,844389,46.5875282287598
2014-08-27,54.6214790344238,54.7535209655762,54.2341537475586,54.5510559082031,550392,46.7005729675293
2014-08-28,54.2253532409668,54.7535209655762,53.978874206543,54.5334510803223,982413,46.7970275878906
2014-08-29,54.8327445983887,54.8503532409668,54.4542236328125,54.7447166442871,899371,46.9783172607422
2014-09-02,54.7799301147461,55.422534942627,54.603874206543,55.1848602294922,1097035,47.3560218811035
2014-09-03,55.5281677246094,55.6338043212891,55.1848602294922,55.2552833557129,1257325,47.4164581298828
2014-09-04,55.2640838623047,56.0035209655762,55.2640838623047,55.5017623901367,1137250,47.6279487609863
2014-09-05,55.4049301147461,55.6690139770508,54.8151397705078,55.625,1170989,47.7337074279785
2014-09-08,55.2552833557129,55.7218322753906,54.6830978393555,55.0440139770508,1398075,47.2351570129395
2014-09-09,54.8327445983887,55.1320419311523,54.3221817016602,54.4190139770508,1319464,46.6988182067871
2014-09-10,54.4014091491699,54.6126747131348,53.9260559082031,53.9964790344238,1165877,46.3362159729004
2014-09-11,53.6355628967285,53.943660736084,53.353874206543,53.8644371032715,1054208,46.2229156494141
2014-09-12,53.75,53.9172554016113,52.7728881835938,52.9929580688477,1201093,45.4750823974609
2014-09-15,52.8785209655762,53.2042236328125,51.6373252868652,51.6637306213379,1971755,44.334415435791
2014-09-16,51.3820419311523,51.6989440917969,51.0299301147461,51.3644371032715,2637451,44.0775756835938
2014-09-17,51.5933113098145,51.9542236328125,50.7130279541016,50.8714790344238,2602576,43.6545486450195
2014-09-18,50.9507026672363,51.5316886901855,50.8890838623047,51.3556327819824,1973686,44.0700302124023
2014-09-19,51.6109161376953,51.6549301147461,50.818660736084,50.8802833557129,2030146,43.6621017456055
2014-09-22,50.7482376098633,50.8010559082031,49.9119720458984,50.0440139770508,1874286,42.9444770812988
2014-09-23,49.9207763671875,50.3433113098145,49.4982376098633,49.577465057373,1515992,42.5441131591797
2014-09-24,49.577465057373,50.1584510803223,49.0316886901855,50.0264091491699,2146699,42.9293632507324
2014-09-25,50.0176048278809,50.4049301147461,49.4366188049316,49.577465057373,2056046,42.5441131591797
2014-09-26,49.6390838623047,49.9559860229492,49.4014091491699,49.577465057373,1646291,42.5441131591797
2014-09-29,49.1109161376953,49.1109161376953,47.7816886901855,47.8080978393555,3363242,41.0257682800293
2014-09-30,47.8080978393555,47.8080978393555,45.422534942627,46.3116188049316,6115315,39.7415809631348
2014-10-01,46.2323951721191,47.3591537475586,45.9507026672363,46.9542236328125,3749141,40.293025970459
2014-10-02,47.0070419311523,47.8257026672363,46.9278182983398,47.5616188049316,3065950,40.8142433166504
2014-10-03,47.9577445983887,48.1954231262207,47.5176048278809,47.7640838623047,2792288,40.9879951477051
2014-10-06,48.1866188049316,48.2658462524414,47.5792236328125,47.5880279541016,2174758,40.8369216918945
2014-10-07,47.3415489196777,47.4911956787109,46.2323951721191,46.2323951721191,1758528,39.6735916137695
2014-10-08,46.1091537475586,47.1302833557129,45.8362693786621,47.077465057373,2783541,40.3987884521484
2014-10-09,46.9894371032715,47.0950698852539,45.0792236328125,45.2640838623047,2548048,38.8426513671875
2014-10-10,45.1496467590332,46.1707763671875,45.0088043212891,45.6514091491699,4235576,39.1750297546387
2014-10-13,45.7482376098633,46.1707763671875,44.2077445983887,44.2253532409668,3018920,37.9512901306152
2014-10-14,45.2376747131348,46.5933113098145,44.806339263916,46.1619720458984,4061995,39.6131629943848
2014-10-15,46.1091537475586,46.4172554016113,44.7887306213379,46.0827445983887,3945555,39.5451736450195
2014-10-16,45.1672554016113,48.6707763671875,45.1496467590332,47.9929580688477,4044501,41.1844024658203
2014-10-17,48.8996467590332,50,48.1426048278809,48.3978881835938,3495358,41.5318908691406
2014-10-20,48.1778182983398,48.7059860229492,47.7552833557129,48.0545768737793,1357747,41.2372741699219
2014-10-21,48.5827445983887,49.6830978393555,48.4066886901855,49.6830978393555,1667080,42.6347618103027
2014-10-22,49.7535209655762,49.8415489196777,48.9348602294922,49.0492973327637,1710021,42.090877532959
2014-10-23,49.4542236328125,50.3080978393555,49.2957763671875,49.7535209655762,2005494,42.6951942443848
2014-10-24,49.9383811950684,49.9383811950684,49.0580978393555,49.5598602294922,1912342,42.5290069580078
2014-10-27,49.1989440917969,49.1989440917969,48.2394371032715,48.6531677246094,1846568,41.7509460449219
2014-10-28,48.9612693786621,50.396125793457,48.7764091491699,50.2816886901855,1433973,43.1484336853027
2014-10-29,50.5017623901367,51.056339263916,49.6302833557129,50.0528182983398,2100010,42.9520416259766
2014-10-30,47.8697166442871,48.3098602294922,46.478874206543,47.8609161376953,7657322,41.0710906982422
2014-10-31,48.8732376098633,50.2464790344238,48.6091537475586,50.193660736084,3816278,43.0728874206543
2014-11-03,49.7271118164062,50.7394371032715,49.7271118164062,50.2376747131348,2528168,43.110668182373
2014-11-04,49.8943672180176,50.1760559082031,48.6531677246094,49.0404930114746,1727288,42.0833358764648
2014-11-05,49.5246467590332,50.4841537475586,49.3045768737793,50.4577445983887,1995952,43.2995147705078
2014-11-06,50.5193672180176,51.7517623901367,50.4753532409668,51.7165489196777,2200886,44.3797454833984
2014-11-07,51.6549301147461,51.8309860229492,50.4841537475586,50.7746467590332,1885533,43.5714683532715
2014-11-10,50.5369720458984,50.5369720458984,49.0845069885254,49.5158462524414,3860810,42.4912414550781
2014-11-11,49.4366188049316,49.8151397705078,48.7588043212891,48.8556327819824,3606232,41.9246978759766
2014-11-12,48.5827445983887,48.9260559082031,48.4771118164062,48.6355628967285,4029619,41.7358360290527
2014-11-13,48.8116188049316,49.0228881835938,48.5739440917969,48.6795768737793,3393914,41.7736167907715
2014-11-14,48.6267623901367,48.6883811950684,48.1602096557617,48.5739440917969,3492632,41.6829490661621
2014-11-17,48.547534942627,49.568660736084,48.4066886901855,49.2693672180176,2053093,42.2797317504883
2014-11-18,49.5334510803223,50.7130279541016,49.5334510803223,50.3873252868652,2704702,43.2390937805176
2014-11-19,50.3433113098145,50.3697166442871,49.6742973327637,50.2552833557129,2474662,43.1257781982422
2014-11-20,49.8503532409668,51.0651397705078,49.7183113098145,50.7746467590332,1784542,43.5714683532715
2014-11-21,51.2940139770508,51.7165489196777,51.1619720458984,51.25,2171464,43.979377746582
2014-11-24,51.443660736084,51.8397903442383,50.7306327819824,51.1707763671875,1247555,43.9113922119141
2014-11-25,51.2676048278809,51.5228881835938,50.3080978393555,50.3345069885254,1576882,43.1937599182129
2014-11-26,50.1584510803223,50.3433113098145,49.6919021606445,50.1320419311523,1631182,43.1314163208008
2014-11-28,50.3609161376953,50.3873252868652,49.7095069885254,49.7887306213379,1013880,42.8360290527344
2014-12-01,49.7095069885254,50.1584510803223,49.2869720458984,50.0176048278809,1801355,43.0329704284668
2014-12-02,50.0880279541016,50.5017623901367,49.8855628967285,50.396125793457,1521899,43.3586196899414
2014-12-03,50.625,51.7781677246094,50.5281677246094,51.7165489196777,1711952,44.4946632385254
2014-12-04,51.6989440917969,51.6989440917969,50.8890838623047,51.0827445983887,1360246,43.9493637084961
2014-12-05,51.1355628967285,51.2676048278809,50.4577445983887,50.5897903442383,1319918,43.525260925293
