"Fecha","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
2013-11-01,45.4401397705078,45.6073951721191,44.5818672180176,45.1760559082031,1267776,38.4833641052246
2013-11-04,45.2948951721191,45.4973602294922,45.0396118164062,45.3345069885254,1226653,38.6183395385742
2013-11-05,45.0528182983398,46.5008811950684,44.4366188049316,45.3036956787109,3796058,38.5920944213867
2013-11-06,45.7130279541016,46.2235908508301,45.3741188049316,45.8054580688477,1676054,39.0195198059082
2013-11-07,46.1487693786621,46.2367973327637,44.3529930114746,44.4894371032715,2027987,37.8984680175781
2013-11-08,44.3705978393555,44.8855628967285,44.1769371032715,44.5642623901367,2703453,37.9622116088867
2013-11-11,44.771125793457,44.9031677246094,44.3926048278809,44.485034942627,1542234,37.8947143554688
2013-11-12,44.4718322753906,44.6566886901855,43.8908462524414,44.1989440917969,2170214,37.6510009765625
2013-11-13,43.9876747131348,44.5510559082031,43.7588043212891,44.4014091491699,2542595,37.8234786987305
2013-11-14,44.8503532409668,45.1144371032715,44.3265838623047,44.9383811950684,1804650,38.2809066772461
2013-11-15,45.2244720458984,46.0607376098633,44.9647903442383,45.9154930114746,1822826,39.1132621765137
2013-11-18,46.0255279541016,46.4876747131348,45.6161956787109,45.6998252868652,1635613,38.9295387268066
2013-11-19,45.6646118164062,45.9154930114746,44.889965057373,44.9691886901855,2060477,38.3071479797363
2013-11-20,45.0132026672363,45.541374206543,44.881160736084,45.1276397705078,1820326,38.4421157836914
2013-11-21,45.4181327819824,47.0114440917969,45.4181327819824,46.7253532409668,2707770,39.8031349182129
2013-11-22,46.7957763671875,46.993839263916,46.4260559082031,46.7253532409668,1765344,39.8031349182129
2013-11-25,46.9542236328125,46.9542236328125,46.2103881835938,46.5448951721191,1016038,39.6494102478027
2013-11-26,46.5316886901855,46.8705978393555,46.1795768737793,46.4964790344238,1577904,39.6081809997559
2013-11-27,46.681339263916,47.0378532409668,46.4700698852539,46.9762306213379,626618,40.0168533325195
2013-11-29,46.9058113098145,47.5660209655762,46.9058113098145,47.1698951721191,695232,40.1818351745605
2013-12-02,47.3239440917969,47.4867973327637,46.5448951721191,46.6637306213379,1713542,39.7506484985352
2013-12-03,46.4964790344238,46.5492973327637,45.7746467590332,46.0255279541016,1627661,39.2069892883301
2013-12-04,45.8318672180176,46.333625793457,45.5193672180176,45.9066886901855,1251418,39.1057434082031
2013-12-05,45.7834510803223,46.478874206543,45.6117973327637,46.4480628967285,1723994,39.5669288635254
2013-12-06,47.1478881835938,47.2139091491699,46.7825698852539,47.1258811950684,1218701,40.1443290710449
2013-12-09,47.2403182983398,47.7552833557129,47.1126747131348,47.5,1359338,40.4630317687988
2013-12-10,47.2491188049316,48.006160736084,47.2491188049316,47.9577445983887,1835549,40.8529624938965
2013-12-11,48.041374206543,48.2130279541016,46.4656677246094,46.7429580688477,1701046,39.8181381225586
2013-12-12,46.6197166442871,47.1610908508301,46.2676048278809,46.985034942627,1339571,40.0243530273438
2013-12-13,47.077465057373,47.6980628967285,47.0158462524414,47.3459510803223,1145997,40.3317985534668
2013-12-16,47.5352096557617,48.1954231262207,47.3151397705078,48.1470069885254,1537235,41.0141830444336
2013-12-17,48.0985908508301,48.8116188049316,47.9753532409668,48.7588043212891,1522581,41.535327911377
2013-12-18,48.5739440917969,49.172534942627,47.3415489196777,49.172534942627,2600872,41.8877792358398
2013-12-19,49.1285209655762,49.1285209655762,47.6144371032715,48.0545768737793,2572018,40.9354476928711
2013-12-20,48.2218322753906,48.5123252868652,47.9577445983887,48.4330978393555,2317440,41.257884979248
2013-12-23,48.8556327819824,49.3838043212891,48.8556327819824,49.146125793457,1254939,41.8652801513672
2013-12-24,49.2517623901367,49.2957763671875,48.952465057373,49.1637306213379,344776,41.8802795410156
2013-12-26,49.4454231262207,49.5510559082031,48.7940139770508,49.0757026672363,1435109,41.8052940368652
2013-12-27,49.0580978393555,49.2869720458984,48.8468322753906,49.146125793457,791338,41.8652801513672
2013-12-30,49.0052833557129,49.4190139770508,48.6971817016602,49.2605628967285,877333,41.9627571105957
2013-12-31,49.2165489196777,49.6919021606445,49.0228881835938,49.2165489196777,1025126,41.9252662658691
2014-01-02,49.1989440917969,49.2605628967285,48.0545768737793,48.3626747131348,1478504,41.1978912353516
2014-01-03,48.3802833557129,48.5299301147461,47.9753532409668,48.318660736084,1312194,41.1603927612305
2014-01-06,48.4154930114746,48.952465057373,48.1338043212891,48.4154930114746,1468280,41.2428970336914
2014-01-07,48.8204231262207,49.6742973327637,48.7059860229492,49.6302833557129,1532805,42.277717590332
2014-01-08,49.7007026672363,50.1760559082031,49.2869720458984,49.5422554016113,1665830,42.2027320861816
2014-01-09,49.6919021606445,50.1672554016113,49.172534942627,49.5598602294922,1200525,42.2177085876465
2014-01-10,49.7887306213379,50.1232376098633,49.5246467590332,49.9559860229492,1003315,42.5551719665527
2014-01-13,50.0264091491699,50.431339263916,48.8468322753906,48.9172554016113,1530306,41.6703300476074
2014-01-14,49.2429580688477,50.0264091491699,49.1021118164062,49.9823951721191,1382966,42.5776596069336
2014-01-15,50.0528182983398,50.1056327819824,47.9929580688477,49.2605628967285,4063018,41.9627571105957
2014-01-16,49.3133811950684,50.1232376098633,49.2341537475586,50.1144371032715,1826120,42.6901435852051
2014-01-17,50.1144371032715,50.1144371032715,49.0228881835938,49.1285209655762,2192821,41.8502769470215
2014-01-21,49.5246467590332,49.7007026672363,48.6003532409668,49.3926048278809,1719450,42.0752449035645
2014-01-22,49.6302833557129,49.9911956787109,49.0140838623047,49.9559860229492,1267776,42.5551719665527
2014-01-23,49.5950698852539,49.7535209655762,48.5035209655762,48.978874206543,1604032,41.7228088378906
2014-01-24,48.3890838623047,48.4242973327637,47.077465057373,47.2799301147461,1867130,40.2755584716797
2014-01-27,47.702465057373,47.9137306213379,46.8838043212891,47.2535209655762,2021512,40.2530517578125
2014-01-28,47.4295768737793,47.8257026672363,47.2535209655762,47.5352096557617,1471120,40.4930152893066
2014-01-29,47.1566886901855,47.922534942627,46.7869720458984,47.4911956787109,2424451,40.4555244445801
2014-01-30,47.7640838623047,47.9665489196777,47.3415489196777,47.728874206543,1204274,40.7652893066406
2014-01-31,46.9806327819824,47.6848602294922,46.9542236328125,47.271125793457,1297766,40.3743286132812
2014-02-03,47.3415489196777,47.4031677246094,44.8767623901367,45.1760559082031,2923610,38.5849227905273
2014-02-04,45.4753532409668,45.9683113098145,44.7447166442871,45.9330978393555,1902800,39.231517791748
2014-02-05,45.6690139770508,46.2764091491699,45.2112693786621,46.1619720458984,1527238,39.4269905090332
2014-02-06,46.2059860229492,47.2183113098145,46.1355628967285,47.0422554016113,1241989,40.178840637207
2014-02-07,47.3327445983887,47.8345069885254,47.0950698852539,47.4559860229492,1957782,40.5322113037109
2014-02-10,47.5264091491699,47.5704231262207,47.0158462524414,47.4471817016602,1993339,40.5246925354004
2014-02-11,47.6320419311523,48.1338043212891,47.4471817016602,48.125,2094102,41.1036186218262
2014-02-12,48.2130279541016,48.8996467590332,48.1778182983398,48.8028182983398,2006176,41.6825561523438
2014-02-13,48.4947166442871,50.396125793457,48.2306327819824,50.1144371032715,1886214,42.8027992248535
2014-02-14,50.5985908508301,51.2852096557617,50.5369720458984,51.021125793457,2545776,43.5772018432617
2014-02-18,51.1531677246094,51.478874206543,50.8802833557129,51.1443672180176,2075018,43.6824607849121
2014-02-19,51.0387306213379,52.5968322753906,51.0035209655762,52.1742973327637,2330163,44.5621299743652
2014-02-20,52.1302833557129,53.327465057373,51.9542236328125,53.1866188049316,2335275,45.4267463684082
2014-02-21,53.1778182983398,54.172534942627,52.9577445983887,53.8380279541016,1904618,45.9831275939941
