"Fecha","DPZ.Open","DPZ.High","DPZ.Low","DPZ.Close","DPZ.Volume","DPZ.Adjusted"
2013-11-01,67.1900024414062,67.4000015258789,66.5800018310547,66.8899993896484,379300,60.1863059997559
2013-11-04,67.0800018310547,67.629997253418,66.9199981689453,67.0999984741211,299500,60.3752479553223
2013-11-05,66.9000015258789,68.4800033569336,66.5899963378906,68.0100021362305,424600,61.1940383911133
2013-11-06,68.370002746582,68.5500030517578,67.8300018310547,67.9300003051758,252000,61.1220588684082
2013-11-07,68.0400009155273,68.2699966430664,66.6600036621094,66.6999969482422,312400,60.0153274536133
2013-11-08,66.6699981689453,67.7699966430664,66.6699981689453,67.5999984741211,281800,60.8251495361328
2013-11-11,67.7600021362305,68.4599990844727,67.7600021362305,67.8099975585938,292100,61.0140724182129
2013-11-12,67.75,68.4700012207031,67.5899963378906,68.4400024414062,430300,61.5809669494629
2013-11-13,67.9300003051758,69.2200012207031,67.7799987792969,69.2099990844727,361400,62.273796081543
2013-11-14,69.1800003051758,69.25,68.6800003051758,69.2200012207031,295700,62.2827911376953
2013-11-15,69.2200012207031,69.4499969482422,68.3499984741211,68.8399963378906,319500,61.940860748291
2013-11-18,68.9199981689453,69.0199966430664,67.5400009155273,67.870002746582,327800,61.0680694580078
2013-11-19,67.6600036621094,67.9100036621094,67.1600036621094,67.6600036621094,639300,60.8791389465332
2013-11-20,67.9499969482422,68.3399963378906,67.620002746582,67.9899978637695,365800,61.1760406494141
2013-11-21,68.2900009155273,69.4199981689453,68.0699996948242,69.1500015258789,457300,62.2198066711426
2013-11-22,69.1399993896484,70.0999984741211,69.1100006103516,69.75,380200,62.7596588134766
2013-11-25,69.9000015258789,69.9400024414062,68.9800033569336,69.5199966430664,330900,62.5527267456055
2013-11-26,69.4800033569336,69.629997253418,69.2600021362305,69.4000015258789,343200,62.4447441101074
2013-11-27,69.5,69.7699966430664,69.0199966430664,69.3099975585938,303900,62.3637504577637
2013-11-29,69.4400024414062,69.6399993896484,69.0599975585938,69.129997253418,169700,62.2017974853516
2013-12-02,68.9400024414062,69.129997253418,68.3899993896484,68.5699996948242,347200,61.6979293823242
2013-12-03,68.0999984741211,68.5100021362305,67.7799987792969,68.2399978637695,600100,61.4009819030762
2013-12-04,67.9199981689453,69.0500030517578,67.9199981689453,68.7099990844727,347500,61.8239097595215
2013-12-05,68.879997253418,69.5899963378906,68.4499969482422,69.3099975585938,400800,62.3637504577637
2013-12-06,69.3499984741211,69.9400024414062,69.1699981689453,69.7799987792969,246900,62.7866821289062
2013-12-09,70.4100036621094,71.1699981689453,70.25,70.620002746582,627600,63.5424613952637
2013-12-10,70.5999984741211,70.7699966430664,69.7399978637695,69.7399978637695,427900,62.7506561279297
2013-12-11,69.5299987792969,69.8600006103516,68.7300033569336,69.0199966430664,339200,62.2814331054688
2013-12-12,68.75,69.2600021362305,68.2799987792969,69.0299987792969,397100,62.2904624938965
2013-12-13,69.0999984741211,69.3899993896484,68.9000015258789,69.1900024414062,368700,62.4348640441895
2013-12-16,69.370002746582,70.0599975585938,69.2799987792969,69.5100021362305,315800,62.7236099243164
2013-12-17,69.4700012207031,69.7300033569336,69.2799987792969,69.5199966430664,437200,62.7326278686523
2013-12-18,69.6600036621094,69.9599990844727,68.5299987792969,69.9599990844727,440500,63.1296730041504
2013-12-19,69.8300018310547,69.9899978637695,68.4599990844727,68.6800003051758,367900,61.9746360778809
2013-12-20,67.8499984741211,68.9800033569336,67.6900024414062,68.9499969482422,822600,62.2182464599609
2013-12-23,68.9899978637695,69.8000030517578,68.9100036621094,69.6800003051758,358800,62.8770141601562
2013-12-24,69.7799987792969,70.1500015258789,69.7200012207031,69.8600006103516,454700,63.0394172668457
2013-12-26,69.9300003051758,71.0599975585938,69.8499984741211,70.6800003051758,310200,63.7793731689453
2013-12-27,70.9300003051758,71.0500030517578,70.0699996948242,70.1999969482422,239700,63.3462371826172
2013-12-30,70.1600036621094,70.2200012207031,69.6100006103516,69.9199981689453,240100,63.093563079834
2013-12-31,70.1500015258789,70.379997253418,69.3300018310547,69.6500015258789,361300,62.8499336242676
2014-01-02,69.6500015258789,69.6500015258789,68.7399978637695,68.9400024414062,407300,62.2092437744141
2014-01-03,69.0100021362305,69.25,68.8099975585938,68.9800033569336,415500,62.2453422546387
2014-01-06,69.1100006103516,69.4000015258789,68.6800003051758,69.0999984741211,799600,62.353645324707
2014-01-07,69.5400009155273,69.9700012207031,69.3499984741211,69.6699981689453,487000,62.8679809570312
2014-01-08,69.620002746582,70.1800003051758,69.4100036621094,69.7799987792969,851400,62.9672660827637
2014-01-09,70.120002746582,70.5899963378906,69.5400009155273,70.2799987792969,576500,63.4183883666992
2014-01-10,70.4599990844727,71.3600006103516,70.2399978637695,71.2099990844727,623700,64.2576446533203
2014-01-13,71.2699966430664,71.9700012207031,70.6800003051758,70.9499969482422,624000,64.0230102539062
2014-01-14,71.0699996948242,71.2799987792969,70.6699981689453,71,360300,64.0681228637695
2014-01-15,71.120002746582,71.7200012207031,70.3899993896484,71.2099990844727,612700,64.2576446533203
2014-01-16,71.129997253418,71.620002746582,70.7900009155273,71.0800018310547,445500,64.1403274536133
2014-01-17,71.1900024414062,71.6800003051758,71.0400009155273,71.6500015258789,660300,64.654670715332
2014-01-21,72,72.2099990844727,71.6500015258789,72.0100021362305,579700,64.9795074462891
2014-01-22,72.0100021362305,73.4100036621094,72,73.3899993896484,615700,66.2247772216797
2014-01-23,73.3099975585938,73.4000015258789,72.6999969482422,72.8499984741211,693400,65.7374954223633
2014-01-24,72.5100021362305,72.6900024414062,71.1800003051758,71.1800003051758,645700,64.2305450439453
2014-01-27,71.3499984741211,71.4499969482422,69.620002746582,70.1100006103516,477300,63.265022277832
2014-01-28,70.2399978637695,70.7300033569336,69.6500015258789,69.8600006103516,480900,63.0394172668457
2014-01-29,69.370002746582,69.5299987792969,68.5199966430664,68.6999969482422,786500,61.9926910400391
2014-01-30,69.370002746582,69.9599990844727,68.7900009155273,69.5699996948242,978600,62.7777442932129
2014-01-31,68.8099975585938,71,68.5,70.6100006103516,645900,63.7161865234375
2014-02-03,70.6900024414062,71.0500030517578,67.1900024414062,67.5800018310547,1001900,60.9820327758789
2014-02-04,67.8000030517578,68.8000030517578,67.6600036621094,68.3000030517578,864000,61.6317443847656
2014-02-05,68.1399993896484,68.1800003051758,66.1800003051758,67.1699981689453,1333200,60.6120681762695
2014-02-06,67.2300033569336,68.25,67.0199966430664,67.6600036621094,527500,61.0542335510254
2014-02-07,67.9499969482422,69.5199966430664,67.7399978637695,69.5,520800,62.7145881652832
2014-02-10,69.3899993896484,69.9700012207031,69.0299987792969,69.879997253418,473700,63.0574722290039
2014-02-11,70.0500030517578,70.7799987792969,69.7200012207031,70.4599990844727,346600,63.5808486938477
2014-02-12,70.2600021362305,70.9100036621094,70,70.8099975585938,415400,63.8966903686523
2014-02-13,70.4400024414062,71.9899978637695,70.2200012207031,71.8000030517578,425300,64.7900238037109
2014-02-14,71.629997253418,72.4000015258789,71.4000015258789,72.1800003051758,348600,65.1329193115234
2014-02-18,72.2399978637695,72.5400009155273,71.8499984741211,72.0599975585938,574000,65.0246353149414
2014-02-19,71.75,72.8000030517578,71.5699996948242,71.8399963378906,467600,64.8261032104492
2014-02-20,71.9300003051758,72.5199966430664,71.7200012207031,72.2600021362305,357300,65.2051239013672
2014-02-21,72.4300003051758,73.3600006103516,72.0899963378906,73.25,538500,66.0984725952148
2014-02-24,73.25,74.8399963378906,73.2300033569336,74.6900024414062,936600,67.3978805541992
2014-02-25,76.9499969482422,77.7399978637695,74.1800003051758,75.0299987792969,1204200,67.7046661376953
2014-02-26,75.5,77.8899993896484,75.2600021362305,77.6500015258789,1360100,70.0688781738281
2014-02-27,77.5,78.3499984741211,77.129997253418,77.9899978637695,925500,70.3756713867188
2014-02-28,78.2699966430664,79.4000015258789,78.1100006103516,79.0599975585938,854300,71.341178894043
2014-03-03,78.2799987792969,79.0100021362305,77.6800003051758,78.7799987792969,749300,71.0885543823242
2014-03-04,79.4800033569336,79.9300003051758,79.1399993896484,79.4800033569336,652600,71.7202377319336
2014-03-05,79.629997253418,79.629997253418,78.8600006103516,79.1100006103516,349500,71.3863296508789
2014-03-06,79.0800018310547,79.6699981689453,78.9000015258789,79.1900024414062,344100,71.4585266113281
2014-03-07,79.4599990844727,79.6699981689453,78.9000015258789,79.3399963378906,324800,71.5938720703125
2014-03-10,79.379997253418,79.7799987792969,78.9199981689453,79.5599975585938,321100,71.7924118041992
2014-03-11,79.6800003051758,80.129997253418,78.7099990844727,79.0500030517578,387900,71.3321914672852
2014-03-12,78.5500030517578,79.9800033569336,78.4100036621094,79.9199981689453,544200,72.3460464477539
2014-03-13,80.3099975585938,80.4700012207031,78.6100006103516,78.9100036621094,647200,71.4317779541016
2014-03-14,79.6900024414062,80.1399993896484,79.25,79.5599975585938,429900,72.0201873779297
2014-03-17,80,80.5199966430664,79.75,80.0199966430664,377900,72.4365692138672
2014-03-18,80.1999969482422,80.6100006103516,79.6900024414062,79.9800033569336,379600,72.4003677368164
2014-03-19,79.7900009155273,80,78.1399993896484,78.2699966430664,425600,70.852409362793
2014-03-20,78.0899963378906,79.0199966430664,77.870002746582,78.8399963378906,520000,71.368408203125
2014-03-21,79.0899963378906,79.5699996948242,77.4899978637695,77.5299987792969,747700,70.1825408935547
2014-03-24,77.8099975585938,78.0999984741211,75.8099975585938,76.8399963378906,716800,69.5579452514648
2014-03-25,77.4700012207031,78.0800018310547,76.5100021362305,76.6399993896484,328100,69.3769149780273
2014-03-26,76.9599990844727,77.0899963378906,75.5,75.5400009155273,397300,68.3811340332031
2014-03-27,75.3499984741211,75.5599975585938,74.75,75.2600021362305,377500,68.1276550292969
2014-03-28,75.3000030517578,77.0500030517578,75.3000030517578,76.2300033569336,408900,69.005729675293
2014-03-31,76.6800003051758,77.2699966430664,76.6100006103516,76.9700012207031,312000,69.6756134033203
2014-04-01,77,78.6699981689453,77,78.620002746582,472000,71.1692199707031
2014-04-02,78.8000030517578,78.9100036621094,77.9000015258789,78.1999969482422,469400,70.7890472412109
2014-04-03,78.4300003051758,78.9400024414062,77.379997253418,77.620002746582,431100,70.2640228271484
2014-04-04,78.0699996948242,78.0699996948242,75.1900024414062,75.4300003051758,512500,68.2815399169922
2014-04-07,75.1500015258789,75.1999969482422,73.0100021362305,73.6800003051758,715700,66.697395324707
2014-04-08,73.9000015258789,75.7699966430664,73.6100006103516,75.75,629800,68.5712509155273
2014-04-09,75.8000030517578,76.6800003051758,75.2799987792969,76.6100006103516,391900,69.3497314453125
2014-04-10,76.5699996948242,76.7200012207031,74.0899963378906,74.2900009155273,356200,67.2496109008789
2014-04-11,73.629997253418,74.2699966430664,72.4199981689453,72.7099990844727,635100,65.8193359375
2014-04-14,73.6800003051758,74.5899963378906,73.1500015258789,73.75,370700,66.7607650756836
2014-04-15,73.7399978637695,74.4899978637695,73.3199996948242,74.1699981689453,537300,67.1409606933594
2014-04-16,74.9199981689453,75.0699996948242,74.4800033569336,74.9700012207031,223900,67.8651504516602
2014-04-17,74.9800033569336,75.4499969482422,74.25,74.2799987792969,250200,67.2405548095703
2014-04-21,74.1500015258789,74.8099975585938,74,74.3600006103516,196800,67.3129425048828
2014-04-22,74.4700012207031,75.620002746582,74.3099975585938,75.5100021362305,270700,68.3539733886719
2014-04-23,75.6699981689453,75.8600006103516,75.0400009155273,75.2600021362305,426200,68.1276550292969
2014-04-24,75.629997253418,75.6600036621094,74.4700012207031,75.0899963378906,372800,67.9737930297852
2014-04-25,74.620002746582,75.0400009155273,73.7300033569336,73.7600021362305,215200,66.7698516845703
2014-04-28,74.120002746582,74.370002746582,71.6699981689453,72.6900024414062,386200,65.8012237548828
2014-04-29,73.0199966430664,73.5,72.0599975585938,72.5800018310547,488600,65.7016296386719
2014-04-30,72.5,74.5400009155273,72.25,74.379997253418,685600,67.3310546875
2014-05-01,74.5800018310547,74.6399993896484,71.5199966430664,71.8000030517578,960100,64.9955825805664
2014-05-02,72.0100021362305,73.4700012207031,71.8499984741211,72.9899978637695,531000,66.0727996826172
2014-05-05,72.5800018310547,72.9899978637695,71.9100036621094,72.5100021362305,404000,65.6382751464844
2014-05-06,72.2200012207031,72.9000015258789,71.9199981689453,72.25,481600,65.4029235839844
2014-05-07,72.5500030517578,72.8300018310547,71.0699996948242,71.5500030517578,504800,64.7692794799805
2014-05-08,71.2900009155273,72.2600021362305,70.6900024414062,71.129997253418,518200,64.3890838623047
2014-05-09,71.0899963378906,71.4400024414062,70.5800018310547,71.1999969482422,491200,64.4524459838867
2014-05-12,71.5899963378906,72.5599975585938,71.3099975585938,72.4499969482422,412300,65.5839767456055
2014-05-13,72.3899993896484,72.5899963378906,71.5899963378906,71.7099990844727,287000,64.9141082763672
2014-05-14,71.5100021362305,71.6600036621094,71,71.25,317600,64.497688293457
2014-05-15,71.120002746582,71.3399963378906,70.3000030517578,71.2099990844727,371800,64.4615020751953
2014-05-16,71.129997253418,71.620002746582,70.8300018310547,71.5299987792969,172200,64.7511520385742
2014-05-19,71.3099975585938,72.5899963378906,71.3099975585938,72.0199966430664,281400,65.1947174072266
2014-05-20,71.9100036621094,71.9100036621094,70.7900009155273,71.2399978637695,438800,64.4886627197266
2014-05-21,71.2799987792969,71.9400024414062,70.9599990844727,71.7399978637695,223500,64.9412612915039
2014-05-22,71.7799987792969,73.2699966430664,71.7799987792969,73.1600036621094,378100,66.2266693115234
2014-05-23,73.3000030517578,73.3199996948242,72.620002746582,72.9000015258789,288100,65.9913330078125
2014-05-27,73.2300033569336,73.4000015258789,72.9199981689453,73.3399963378906,281300,66.3896331787109
2014-05-28,73.370002746582,73.4400024414062,72.4199981689453,72.4199981689453,316500,65.5568008422852
2014-05-29,72.6699981689453,72.9000015258789,72.0800018310547,72.4700012207031,206900,65.6020736694336
