"Fecha","TT.Open","TT.High","TT.Low","TT.Close","TT.Volume","TT.Adjusted"
2013-11-01,41.9065704345703,42.2721633911133,41.4356422424316,41.9747314453125,1987268,35.1976356506348
2013-11-04,42.1296463012695,42.1606254577637,41.7640533447266,41.9499473571777,1186648,35.1768646240234
2013-11-05,41.8631973266602,42.0243034362793,41.2807312011719,41.8384132385254,1733897,35.0833358764648
2013-11-06,41.9933242797852,42.3031463623047,41.8260192871094,41.9623413085938,1568964,35.1872596740723
2013-11-07,41.9065704345703,42.1854133605957,41.2001762390137,41.2621421813965,2044720,34.6001052856445
2013-11-08,41.2683372497559,41.9561424255371,41.2435531616211,41.9499473571777,1996305,35.1768646240234
2013-11-11,41.9995193481445,42.1048583984375,41.7392692565918,41.807430267334,2591001,35.0573501586914
2013-11-12,41.702091217041,42.0552864074707,41.3612861633301,41.9933242797852,4415433,35.2132225036621
2013-11-13,41.8384132385254,42.3775024414062,41.4356422424316,41.8508033752441,6127544,35.0937156677246
2013-11-14,41.9995193481445,42.2040023803711,41.689697265625,42.1358413696289,2744476,35.3327293395996
2013-11-15,42.3898963928223,42.52001953125,41.9499473571777,42.4642524719238,3985187,35.6081314086914
2013-11-18,42.532413482666,42.7988624572754,41.689697265625,41.8755912780762,4460298,35.1144981384277
2013-11-19,41.8322143554688,42.1172523498535,41.5223922729492,41.9003753662109,6871518,35.1352844238281
2013-11-20,41.912769317627,42.1234474182129,41.5967483520508,41.9685363769531,4448355,35.192440032959
2013-11-21,41.9747314453125,42.1978034973145,41.8198204040527,42.1172523498535,6111889,35.3171539306641
2013-11-22,42.1854133605957,42.6873245239258,41.912769317627,42.6563415527344,4501450,35.7691917419434
2013-11-25,42.9103965759277,43.6415786743164,42.7368965148926,43.3689346313477,6299416,36.3667411804199
2013-11-26,43.4432907104492,43.6911506652832,43.2140235900879,43.5796127319336,4989633,36.5434036254883
2013-11-27,43.5796127319336,44.1310958862305,43.4247016906738,44.0567398071289,4446096,36.9435005187988
2013-11-29,44.0257568359375,44.4595108032227,43.9452056884766,44.2550277709961,2062956,37.1097564697266
2013-12-02,44.1427459716797,44.468578338623,43.0488739013672,43.1031799316406,5919861,36.1438903808594
2013-12-03,42.9325065612793,43.6850280761719,42.5368499755859,43.4678039550781,5485726,36.449649810791
2013-12-04,43.1652450561523,43.5453834533691,42.9402656555176,43.3669509887695,4507762,36.3650779724121
2013-12-05,43.2583389282227,43.498836517334,43.1109390258789,43.2583389282227,4447050,36.2740173339844
2013-12-06,43.9487991333008,44.2901458740234,43.6695098876953,43.9798278808594,4027223,36.8790016174316
2013-12-09,43.2971305847168,44.2125663757324,43.2350654602051,44.072925567627,3187826,36.9570693969727
2013-12-10,43.8634605407715,44.2823905944824,43.7858810424805,43.9643135070801,2640517,36.8659782409668
2013-12-11,43.9565544128418,44.0496520996094,43.4057426452637,43.4522895812988,3551840,36.436637878418
2013-12-12,43.5919303894043,44.3366966247559,43.5531425476074,44.158260345459,3491514,37.0286102294922
2013-12-13,44.3754844665527,44.5539169311523,44.0186195373535,44.0806846618652,2700068,36.9635734558105
2013-12-16,44.3056640625,45.0581855773926,44.2435989379883,44.8332023620605,2333348,37.5945854187012
2013-12-17,44.965087890625,45.0814590454102,44.4375495910645,44.5616760253906,2399602,37.3669013977051
2013-12-18,44.809928894043,45.8107070922852,44.5461616516113,45.7408828735352,3274705,38.3557205200195
2013-12-19,45.4150505065918,46.0046539306641,45.3917770385742,45.8882865905762,2208959,38.4793319702148
2013-12-20,45.9813804626465,46.8502731323242,45.8107070922852,46.6408081054688,3703684,39.1103477478027
2013-12-23,46.920093536377,47.4398765563965,46.7106285095215,47.2924766540527,2476814,39.6567993164062
2013-12-24,47.15283203125,47.5252113342285,47.0985260009766,47.2148933410645,959145,39.5917434692383
2013-12-26,47.4010848999023,47.6338233947754,47.0519790649414,47.4476356506348,1184591,39.7869110107422
2013-12-27,47.4864234924316,47.6571006774902,47.3002319335938,47.4553909301758,1534426,39.7934036254883
2013-12-30,47.579517364502,48.0760269165039,47.4709091186523,47.9208679199219,1849071,40.1837348937988
2013-12-31,47.8588066101074,47.9829330444336,47.5252113342285,47.7889823913574,1864023,40.0731391906738
2014-01-02,47.5174560546875,47.8665618896484,47.4166030883789,47.5096969604492,2469982,39.8389434814453
2014-01-03,47.4553909301758,47.8200149536133,47.3545379638672,47.5717620849609,1937367,39.890983581543
2014-01-06,47.804500579834,48.044994354248,47.3157501220703,47.4243583679199,2135486,39.7673873901367
2014-01-07,47.4243583679199,48.0605125427246,47.4243583679199,47.8588066101074,2001946,40.1316795349121
2014-01-08,47.7657089233398,48.1613655090332,47.5872764587402,47.9829330444336,3132528,40.2357864379883
2014-01-09,48.0139656066895,48.5647773742676,47.8432884216309,48.1380920410156,2769159,40.3658905029297
2014-01-10,48.2311859130859,48.7897605895996,48.0527534484863,48.6035690307617,3173131,40.7562103271484
2014-01-13,48.3242835998535,49.2009315490723,47.8122596740723,47.889835357666,2927835,40.1577186584473
2014-01-14,48.0837860107422,48.4406509399414,47.959659576416,48.2932510375977,2206768,40.4959869384766
2014-01-15,48.4871978759766,48.8983726501465,48.2932510375977,48.7509689331055,2536494,40.8798141479492
2014-01-16,48.7354545593262,49.1698989868164,48.6733894348145,48.7820014953613,2555958,40.9058456420898
2014-01-17,48.8052749633789,49.0069808959961,48.2001533508301,48.3475570678711,2510456,40.5415267944336
2014-01-21,48.6346015930176,48.7975158691406,47.9131126403809,48.1536064147949,2333863,40.3788909912109
2014-01-22,48.4018630981445,48.4716835021973,47.9519004821777,47.9519004821777,3615516,40.2097587585449
2014-01-23,47.5872764587402,47.734676361084,46.6795959472656,47.0674934387207,2929897,39.468147277832
2014-01-24,46.6718406677246,46.6873550415039,45.0659446716309,45.0814590454102,3930548,37.8027534484863
2014-01-27,45.1435203552246,45.9425926208496,44.732349395752,45.5857238769531,3899612,38.2256202697754
2014-01-28,45.6089973449707,46.1830863952637,45.6089973449707,45.8339805603027,2063173,38.4337844848633
2014-01-29,45.4460830688477,45.9736213684082,45.2211036682129,45.3374710083008,2625306,38.0174407958984
2014-01-30,45.7796745300293,45.9581069946289,45.3995361328125,45.7951889038086,2111124,38.4012565612793
2014-01-31,45.0193939208984,45.9193153381348,44.8642349243164,45.6089973449707,3218375,38.2451248168945
2014-02-03,45.4460830688477,45.8339805603027,44.0186195373535,44.1039581298828,4393428,36.9830856323242
2014-02-04,44.0574073791504,44.7866554260254,43.5376243591309,44.4375495910645,3295586,37.262825012207
2014-02-05,45.8727684020996,45.8727684020996,44.4530639648438,44.7556266784668,5045017,37.5295524597168
2014-02-06,44.7944145202637,45.3219566345215,44.7788963317871,45.042667388916,3149543,37.7702407836914
2014-02-07,45.3297119140625,46.4546165466309,45.3064384460449,46.3615226745605,3275865,38.8761520385742
2014-02-10,46.3149719238281,46.4468574523926,45.6788215637207,45.8339805603027,3357072,38.4337844848633
2014-02-11,45.0581855773926,47.0442199707031,44.3056640625,44.4220314025879,9862912,37.2498054504395
2014-02-12,44.4065170288086,45.2366180419922,44.3754844665527,45.1512794494629,8025185,37.8613166809082
2014-02-13,44.8642349243164,45.3840179443359,44.6082229614258,45.0892143249512,3681384,37.8092765808105
2014-02-14,45.120246887207,45.6477890014648,45.0659446716309,45.3297119140625,3013811,38.010929107666
2014-02-18,45.4848709106445,46.190845489502,45.1745529174805,46.0667190551758,4144264,38.6289443969727
2014-02-19,45.9658660888672,46.6873550415039,45.5236625671387,45.5624504089355,3151218,38.2060890197754
2014-02-20,45.6089973449707,46.4856491088867,45.6089973449707,46.3304901123047,2383232,38.8501243591309
2014-02-21,46.4080696105957,46.5166816711426,46.0279273986816,46.0899925231934,2238091,38.6484642028809
2014-02-24,46.1132659912109,47.1916198730469,46.1132659912109,46.5244369506836,2627884,39.0127639770508
2014-02-25,46.5321960449219,46.6640815734863,46.1598129272461,46.2761840820312,1873175,38.8046035766602
2014-02-26,46.3537635803223,47.1605911254883,46.346004486084,46.7804489135742,3281407,39.2274436950684
2014-02-27,46.7804489135742,46.9743995666504,46.5089225769043,46.9588813781738,2432988,39.3770561218262
2014-02-28,47.0985260009766,47.7734680175781,46.9588813781738,47.4321174621582,3681513,39.7738990783691
2014-03-03,46.8580284118652,47.0054321289062,46.2994575500488,46.6485633850098,2380139,39.1168594360352
2014-03-04,47.2536849975586,47.6648559570312,47.1217994689941,47.5019378662109,2528502,39.8324394226074
2014-03-05,47.5019378662109,47.7657089233398,47.1838645935059,47.3002319335938,1728936,39.6632995605469
2014-03-06,47.3622970581055,47.6881294250488,47.3157501220703,47.5717620849609,2669132,39.890983581543
2014-03-07,47.9363861083984,48.5104713439941,47.882080078125,48.0527534484863,2947041,40.2943267822266
2014-03-10,47.889835357666,47.889835357666,46.9821586608887,47.2924766540527,1775211,39.6567993164062
2014-03-11,47.3312644958496,47.4398765563965,46.2916984558105,46.4158248901367,2224685,38.9216842651367
2014-03-12,45.9736213684082,45.996898651123,45.4771156311035,45.7331275939941,2813114,38.5101432800293
2014-03-13,45.8339805603027,45.9115600585938,44.5151290893555,44.6547698974609,3968058,37.6020812988281
2014-03-14,44.6004638671875,45.1512794494629,44.072925567627,44.1427459716797,5035994,37.1709327697754
2014-03-17,44.4996109008789,45.3917770385742,44.3211784362793,45.2443733215332,3762204,38.0985794067383
2014-03-18,45.2754058837891,45.6710624694824,45.2754058837891,45.3995361328125,2221205,38.2292289733887
2014-03-19,45.4072914123535,45.6089973449707,44.732349395752,45.0969734191895,2321489,37.9744529724121
2014-03-20,44.9495735168457,45.6400299072266,44.8176879882812,45.5159034729004,2650442,38.327220916748
2014-03-21,45.8960418701172,46.423583984375,45.5934829711914,45.6633033752441,5763892,38.451343536377
2014-03-24,45.7874336242676,45.9115600585938,44.7013206481934,44.9107856750488,2432601,37.8176727294922
2014-03-25,45.0116386413574,45.686580657959,44.6935615539551,44.9883613586426,3059442,37.8829956054688
2014-03-26,45.1745529174805,45.267650604248,43.8169136047363,43.8479423522949,4251122,36.9226989746094
2014-03-27,43.5143508911133,43.5686569213867,42.2110176086426,43.2117919921875,7387388,36.3870162963867
2014-03-28,43.4833183288574,44.2591171264648,43.343677520752,43.8634605407715,3953234,36.9357528686523
2014-03-31,44.2358436584473,44.6004638671875,44.150505065918,44.4065170288086,3637042,37.3930397033691
2014-04-01,45.5702095031738,45.5702095031738,44.228084564209,44.3444519042969,3621317,37.3407859802246
2014-04-02,44.1815376281738,45.042667388916,44.0806846618652,44.9030265808105,3079421,37.8111419677734
2014-04-03,45.112491607666,45.4771156311035,44.802173614502,44.9418144226074,2647348,37.8437957763672
2014-04-04,45.1590385437012,45.4228096008301,43.6074485778809,43.8246688842773,4216964,36.9031028747559
2014-04-07,43.731575012207,43.8867340087891,42.3739318847656,42.8161354064941,5732441,36.0538444519043
2014-04-08,42.7385559082031,43.0256004333496,42.4592704772949,42.7463150024414,4787862,35.9950523376465
2014-04-09,42.9635391235352,43.8324279785156,42.7540740966797,43.7858810424805,4653677,36.8704376220703
2014-04-10,43.7858810424805,43.9565544128418,42.8937149047852,42.9868125915527,3908764,36.197566986084
2014-04-11,42.8238945007324,43.2816123962402,42.1024055480957,42.195499420166,3438150,35.5312347412109
2014-04-14,42.7230415344238,42.9712944030762,42.5135765075684,42.8704414367676,3337479,36.0995635986328
2014-04-15,42.9325065612793,43.1807594299316,42.2187728881836,43.1109390258789,3317886,36.3020782470703
2014-04-16,45.3607444763184,45.3607444763184,43.6229629516602,44.9806060791016,6300632,37.8764572143555
2014-04-17,44.9806060791016,45.120246887207,44.7401084899902,44.8564796447754,3892393,37.7719345092773
2014-04-21,44.8409614562988,44.9418144226074,44.3444519042969,44.7401084899902,1643733,37.6739540100098
2014-04-22,44.7090759277344,45.4848709106445,44.460823059082,44.9883613586426,5204080,37.8829956054688
2014-04-23,46.0744743347168,47.0597343444824,45.7951889038086,46.4313430786133,7880173,39.0980644226074
2014-04-24,46.6873550415039,46.7649345397949,45.8107070922852,46.2373924255371,3756404,38.9347457885742
2014-04-25,46.0356864929199,46.1753311157227,45.3297119140625,45.5934829711914,2598108,38.3925437927246
2014-04-28,45.8650131225586,45.9115600585938,44.6082229614258,45.3917770385742,2939565,38.2226982116699
2014-04-29,45.6943359375,45.7486419677734,45.1435203552246,45.6943359375,2018832,38.4774703979492
2014-04-30,45.5546951293945,46.4080696105957,45.4305648803711,46.3925514221191,2653149,39.0654220581055
2014-05-01,46.3615226745605,46.7804489135742,46.1753311157227,46.5166816711426,2075161,39.1699295043945
2014-05-02,46.4468574523926,46.7183876037598,46.346004486084,46.4313430786133,1481963,39.0980644226074
2014-05-05,46.1598129272461,46.4080696105957,45.8339805603027,46.2373924255371,1285133,38.9347457885742
2014-05-06,46.0046539306641,46.1132659912109,45.4305648803711,45.4926300048828,2060982,38.3076210021973
2014-05-07,45.6788215637207,46.0744743347168,45.2754058837891,45.5624504089355,3617965,38.3664131164551
2014-05-08,45.4848709106445,46.1986045837402,45.4305648803711,45.6943359375,2933120,38.4774703979492
2014-05-09,45.6788215637207,45.6788215637207,44.8254470825195,45.1280059814453,3496026,38.0005798339844
2014-05-12,45.4538383483887,45.9891395568848,45.4150505065918,45.9581069946289,2729071,38.6995849609375
2014-05-13,46.0512008666992,46.501163482666,45.9813804626465,46.0667190551758,1992407,38.7910346984863
2014-05-14,46.0124130249023,46.0124130249023,45.3297119140625,45.3917770385742,1977584,38.2226982116699
2014-05-15,45.1512794494629,45.267650604248,43.9100074768066,44.3444519042969,3280376,37.3407859802246
2014-05-16,44.460823059082,44.6935615539551,44.072925567627,44.6858024597168,3117060,37.6282234191895
2014-05-19,44.5073699951172,45.1280059814453,44.4453048706055,45.0892143249512,1166674,37.9679222106934
2014-05-20,45.0038795471191,45.034912109375,43.9720726013184,44.2591171264648,2158044,37.2689208984375
2014-05-21,44.4453048706055,44.7788963317871,43.9798278808594,44.4375495910645,1874077,37.4191741943359
2014-05-22,44.4375495910645,44.7944145202637,44.2746315002441,44.3366966247559,887477,37.3342514038086
2014-05-23,44.3366966247559,45.2986793518066,44.3056640625,45.267650604248,1763739,38.1181716918945
2014-05-27,45.6245155334473,46.0822334289551,45.3374710083008,45.4228096008301,2084700,38.2488212585449
2014-05-28,45.539176940918,46.6097755432129,45.5003890991211,46.423583984375,3754599,39.0915451049805
2014-05-29,46.4856491088867,46.7339019775391,45.9736213684082,46.3770370483398,2433632,39.0523490905762
