"Fecha","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
2014-01-22,209.419998168945,209.5,206.029998779297,208.789993286133,1767000,177.534851074219
2014-01-23,206.5,206.899993896484,203.720001220703,205.259994506836,1758400,174.533264160156
2014-01-24,203.889999389648,204.339996337891,192.960006713867,193.139999389648,3080100,164.227569580078
2014-01-27,195.070007324219,195.789993286133,189.029998779297,191.830001831055,2996300,163.113677978516
2014-01-28,193,198.800003051758,193,197.149993896484,1595600,167.637329101562
2014-01-29,195.559997558594,196.539993286133,193.119995117188,193.869995117188,1716800,164.848297119141
2014-01-30,196.389999389648,202.729995727539,195.479995727539,201.509994506836,2480400,171.344589233398
2014-02-03,216.059997558594,216.619995117188,205.800003051758,209.470001220703,3341200,178.113052368164
2014-02-04,211.509994506836,214.160003662109,208.309997558594,213.550003051758,2158900,181.582260131836
2014-02-05,202.990005493164,211,202.199996948242,209.550003051758,3297900,178.181091308594
2014-03-27,211.509994506836,214.160003662109,207.059997558594,213.759994506836,2745700,182.788299560547
2014-04-04,223.179992675781,225.5,211.729995727539,213.639999389648,1785500,182.68571472168
2014-04-07,212.809997558594,212.979995727539,206.320007324219,210.710006713867,2497100,180.180282592773
2014-04-08,210.839996337891,215,207.449996948242,212.869995117188,2197400,182.027252197266
2014-04-10,222.020004272461,224.679992675781,209.300003051758,210.839996337891,2088900,180.291397094727
2014-04-11,208.039993286133,214.270004272461,206,211.330001831055,1707000,180.710388183594
2014-04-14,212.779998779297,218,208,210.399993896484,1999300,179.915161132812
2014-04-15,210.240005493164,211.619995117188,194.639999389648,202.820007324219,3892300,173.433395385742
2014-04-16,204.699996948242,209,202.899993896484,205,2440000,175.297592163086
2014-04-17,204.589996337891,209.080001831055,204.380004882812,208,1861700,177.862869262695
2014-04-21,207.5,209.899993896484,202.639999389648,204.440002441406,1337700,174.818725585938
2014-04-23,216.649993896484,217.539993286133,205.440002441406,206.820007324219,2116100,176.853897094727
2014-04-24,209.119995117188,213.399993896484,206.100006103516,213.130004882812,2514800,182.249649047852
2014-04-25,211.220001220703,211.940002441406,200.179992675781,201.490005493164,2456000,172.296142578125
2014-04-28,201.779998779297,204.360000610352,188.429992675781,193.639999389648,3760500,165.583557128906
2014-04-29,196.360000610352,204.869995117188,195.429992675781,203.610000610352,2517100,174.108947753906
2014-04-30,199.919998168945,204.860000610352,198.229995727539,203.889999389648,1731500,174.348434448242
2014-05-01,205.220001220703,207.5,200.919998168945,206.630004882812,2690900,176.69140625
2014-05-06,216.160003662109,217.850006103516,207.479995727539,207.550003051758,2411600,177.478118896484
2014-05-07,207.399993896484,209.580001831055,196.550003051758,204.940002441406,3471000,175.246322631836
2014-05-08,197.669998168945,207,195.100006103516,196.449996948242,3541900,167.986389160156
2014-05-09,198.940002441406,201.899993896484,196.399993896484,200.490005493164,1639700,171.441070556641
2014-05-12,200.800003051758,207.240005493164,200.800003051758,203.679992675781,1753200,174.168807983398
2014-05-13,203.75,207.389999389648,201.429992675781,206,1720400,177.24040222168
2014-05-14,205.309997558594,205.460006713867,200.070007324219,201.220001220703,2391200,173.127731323242
2014-05-15,200.970001220703,202.350006103516,195.089996337891,201.720001220703,2148000,173.557922363281
2014-05-16,201.839996337891,203.350006103516,197.520004272461,201.770004272461,2366000,173.600967407227
2014-05-19,200.479995727539,206.300003051758,198.520004272461,203.559997558594,6950200,175.141098022461
2014-05-20,202.089996337891,204.339996337891,199.080001831055,200.199996948242,2033400,172.250152587891
2014-05-21,201.130004882812,205,200.550003051758,204.850006103516,1555100,176.250961303711
2014-05-22,205.75,210.259994506836,204.660003662109,208.350006103516,1594500,179.262359619141
2014-05-23,208.770004272461,209.25,205.169998168945,207.860000610352,1304200,178.840789794922
2014-06-03,212.929992675781,212.929992675781,206.600006103516,208.229995727539,2202000,179.159072875977
2014-06-04,206.520004272461,211,206,210.210006713867,1032600,180.862670898438
2014-06-05,210.139999389648,211.990005493164,205.589996337891,205.850006103516,1344100,177.111373901367
2014-06-06,206.289993286133,207.169998168945,204.070007324219,204.979995727539,875300,176.362823486328
2014-06-09,200.240005493164,201.490005493164,195.800003051758,199.050003051758,2571500,171.260711669922
2014-06-10,197.160003662109,198.229995727539,193.5,197.869995117188,2564600,170.245422363281
2014-06-11,198.830001831055,202,198.240005493164,201.080001831055,1374500,173.007293701172
2014-06-12,201.080001831055,201.880004882812,196.770004272461,197.210006713867,1080100,169.67756652832
2014-06-13,198.020004272461,201.470001220703,197.039993286133,201.059997558594,1078300,172.990081787109
2014-06-16,198.5,199.910003662109,197,199.119995117188,1052800,171.320953369141
2014-06-17,197.5,198.729995727539,196.25,197.449996948242,1349800,169.884094238281
2014-06-18,196.089996337891,199.619995117188,194.729995727539,199.399993896484,1259600,171.561859130859
2014-06-19,200.789993286133,205,200.699996948242,202.610000610352,1462900,174.323699951172
2014-06-20,202.899993896484,203.660003662109,200.149993896484,200.789993286133,1695600,172.757751464844
2014-06-23,199.119995117188,201.449996948242,197.179992675781,201.160003662109,1393700,173.076141357422
2014-06-24,201.699996948242,204.910003662109,201.130004882812,201.639999389648,1547400,173.489120483398
2014-06-25,201.190002441406,204.979995727539,200.619995117188,203.600006103516,1165500,175.175506591797
2014-06-26,206.600006103516,210.149993896484,206.130004882812,208.039993286133,1745100,178.995651245117
2014-06-27,209.720001220703,211.009994506836,206.610000610352,206.889999389648,1111000,178.00617980957
2014-06-30,208.020004272461,208.509994506836,205.509994506836,207.559997558594,899000,178.582626342773
2014-07-01,207.929992675781,212.360000610352,207.639999389648,210.139999389648,1117900,180.802398681641
2014-07-02,210.139999389648,212.729995727539,209.410003662109,211.630004882812,1362200,182.084442138672
2014-07-03,212.050003051758,213.080001831055,211.009994506836,211.910003662109,672500,182.325332641602
2014-07-07,209.429992675781,210.929992675781,206.399993896484,208.580001831055,1302900,179.460235595703
2014-07-08,206.960006713867,207.940002441406,200.660003662109,202.179992675781,1644100,173.953735351562
2014-07-09,201.5,206.229995727539,199.369995117188,206.059997558594,1292500,177.292068481445
2014-07-10,201.979995727539,204.300003051758,200.25,203.190002441406,873800,174.822738647461
2014-07-11,202.619995117188,204.300003051758,201.300003051758,202.729995727539,659000,174.426956176758
2014-07-14,204.649993896484,207.389999389648,202.600006103516,202.919998168945,905100,174.590454101562
2014-07-15,204.639999389648,205.160003662109,200.25,202.509994506836,1158800,174.237655639648
2014-07-16,204.119995117188,204.800003051758,202.210006713867,203.860000610352,1229200,175.399154663086
2014-07-17,199.369995117188,203.100006103516,198.5,199.190002441406,2111500,171.381164550781
2014-07-18,200.619995117188,202,199.910003662109,201,1012700,172.9384765625
2014-07-21,200.100006103516,202.610000610352,199.600006103516,202.509994506836,1184200,174.237655639648
2014-07-22,203.869995117188,208.369995117188,203.380004882812,207.289993286133,1218300,178.350341796875
2014-07-23,207.369995117188,207.970001220703,205.330001831055,206.25,792200,177.455535888672
2014-07-24,207.220001220703,208.259994506836,204.490005493164,205.029998779297,819700,176.405838012695
2014-07-25,203.899993896484,206.149993896484,203.009994506836,204.470001220703,833400,175.924011230469
2014-07-28,205.660003662109,211.089996337891,205.660003662109,210.970001220703,2772500,181.516571044922
2014-07-31,216.190002441406,218.679992675781,212.720001220703,213.199996948242,1961500,183.435211181641
2014-08-01,212.570007324219,214.570007324219,208.360000610352,210.039993286133,1690400,180.716400146484
2014-08-04,210,214.320007324219,208.570007324219,213.5,1252700,183.693313598633
2014-08-05,212.419998168945,213.919998168945,207.529998779297,209.089996337891,1218400,179.899047851562
2014-08-06,204.970001220703,205.550003051758,198.949996948242,200.539993286133,3620400,172.542694091797
2014-08-07,199.710006713867,202.559997558594,194.270004272461,195.179992675781,3478500,167.931015014648
2014-08-08,195.660003662109,201.589996337891,194.449996948242,200.720001220703,2401900,173.810699462891
2014-08-11,201.020004272461,202.850006103516,197.800003051758,200.240005493164,1196200,173.395050048828
2014-08-12,200.429992675781,201.990005493164,197.539993286133,200.199996948242,1145000,173.360412597656
2014-08-13,201.330001831055,204.729995727539,201,201.339996337891,1204300,174.347564697266
2014-08-14,202.070007324219,203.5,200.600006103516,202.229995727539,833100,175.118270874023
2014-08-15,202.990005493164,203.679992675781,198.800003051758,201.330001831055,1015600,174.338943481445
2014-08-18,202.660003662109,203.5,200.350006103516,202.899993896484,840300,175.698455810547
2014-08-19,203.729995727539,205.479995727539,202.190002441406,203.360000610352,856200,176.096771240234
2014-08-20,204.649993896484,204.649993896484,201.729995727539,202.529998779297,683900,175.378036499023
2014-08-21,202.770004272461,202.880004882812,200.5,200.509994506836,720400,173.628875732422
2014-08-22,198.529998779297,200.339996337891,198.350006103516,200.119995117188,1057400,173.291107177734
2014-08-25,201.020004272461,201.309997558594,198.360000610352,200.460006713867,1259000,173.585571289062
2014-08-26,199.190002441406,200,197.130004882812,199.279998779297,1385200,172.563766479492
2014-08-27,199.149993896484,199.369995117188,195.279998779297,196.199996948242,1747700,169.89665222168
2014-08-28,195.449996948242,197.600006103516,193.070007324219,196.789993286133,1557400,170.40754699707
2014-08-29,197.320007324219,197.320007324219,191.889999389648,192.880004882812,2037200,167.021774291992
2014-09-02,189.100006103516,189.960006713867,180.630004882812,185.050003051758,4725600,160.241470336914
2014-09-03,185.119995117188,187.880004882812,183.919998168945,185.240005493164,1897900,160.405990600586
2014-09-04,185.5,186.850006103516,183.979995727539,184.770004272461,1870700,159.999038696289
2014-09-05,184.479995727539,185.960006713867,182.320007324219,185.660003662109,1969800,160.76969909668
2014-09-08,186.330001831055,186.330001831055,183.110000610352,184.710006713867,1516900,159.947082519531
2014-09-09,184.699996948242,186.570007324219,183.199996948242,184.259994506836,1231100,159.557403564453
2014-09-10,182.580001831055,183.119995117188,180.75,182.279998779297,2084000,157.842880249023
2014-09-11,181.110000610352,186.899993896484,181.089996337891,186.100006103516,1781800,161.150741577148
2014-09-12,186.199996948242,186.520004272461,182,182.529998779297,1522600,158.059310913086
2014-09-15,182.100006103516,182.660003662109,179.369995117188,180.720001220703,1623000,156.491989135742
2014-09-16,175.440002441406,181.029998779297,172.529998779297,179.869995117188,3835000,155.755905151367
2014-09-17,177.5,184.220001220703,177.169998168945,183.100006103516,2268800,158.552917480469
2014-09-18,184.649993896484,190.449996948242,184.559997558594,187.830001831055,3374900,162.648773193359
2014-09-19,189.520004272461,189.520004272461,183.729995727539,185.279998779297,1893100,160.440658569336
2014-09-22,181.869995117188,184.309997558594,179.070007324219,181.279998779297,2547200,156.976913452148
2014-09-23,180.279998779297,183.820007324219,180.009994506836,182.830001831055,2353700,158.319122314453
2014-09-24,182.699996948242,186.289993286133,181.869995117188,185.949996948242,1578400,161.020797729492
2014-09-25,184.029998779297,184.600006103516,180.520004272461,181.960006713867,1952300,157.565765380859
2014-09-26,184.190002441406,187.490005493164,184,184.5,1819100,159.765213012695
2014-09-29,182.479995727539,183.130004882812,178.25,178.990005493164,2570000,154.993911743164
2014-09-30,179.309997558594,189.110000610352,175.770004272461,187.080001831055,4828200,161.999313354492
2014-10-01,185,185.110000610352,180.380004882812,182.300003051758,2105500,157.860153198242
2014-10-02,183,185.369995117188,178,181.759994506836,1893500,157.392532348633
2014-10-03,182.919998168945,185.110000610352,180.559997558594,182.279998779297,1236000,157.842880249023
2014-10-06,187.589996337891,187.979995727539,183.589996337891,183.789993286133,1553500,159.150375366211
2014-10-07,179.940002441406,183.639999389648,179.190002441406,180.279998779297,1493100,156.110946655273
2014-10-08,180.729995727539,183.75,178.5,183.289993286133,1105000,158.717437744141
2014-10-09,183.610000610352,184.440002441406,177.770004272461,178.070007324219,1386500,154.197250366211
2014-10-10,177.770004272461,181.5,176.550003051758,176.710006713867,1542100,153.019592285156
2014-10-13,176.330001831055,177.729995727539,170.050003051758,173.440002441406,3037500,150.187957763672
2014-10-14,171.369995117188,177.720001220703,171.119995117188,173.839996337891,1936900,150.53434753418
2014-10-15,171.330001831055,175.619995117188,168.800003051758,174.309997558594,2326300,150.941345214844
2014-10-16,173.309997558594,184.580001831055,173.029998779297,182.070007324219,3044300,157.660980224609
2014-10-17,185.610000610352,187.600006103516,181.050003051758,182.449996948242,2219800,157.990051269531
2014-10-20,182.889999389648,183.520004272461,179.600006103516,181.660003662109,1878600,157.305999755859
2014-10-21,182.940002441406,185.619995117188,182.070007324219,184.589996337891,1774100,159.843124389648
2014-10-22,185.089996337891,186,181.699996948242,182.419998168945,1332600,157.964096069336
2014-10-23,183.979995727539,185.899993896484,183.100006103516,183.490005493164,1603900,158.890579223633
2014-10-24,183.880004882812,185.550003051758,182.169998168945,184.720001220703,1265400,159.955703735352
2014-10-27,183.679992675781,185.690002441406,182.889999389648,183.669998168945,2002400,159.046508789062
2014-10-28,182.929992675781,185.649993896484,181.5,185.25,1661400,160.414627075195
2014-10-29,190.949996948242,192.449996948242,184.520004272461,185.929992675781,2563700,161.003479003906
2014-10-30,184.169998168945,188.800003051758,184.059997558594,187.649993896484,1176100,162.492889404297
2014-10-31,190.979995727539,190.979995727539,188.520004272461,190.009994506836,1527800,164.536499023438
2014-11-03,189.960006713867,191.729995727539,188.449996948242,189.509994506836,1222900,164.103591918945
2014-11-04,186.899993896484,187,182.210006713867,185.259994506836,2088000,160.423324584961
2014-11-05,182,182.990005493164,177.100006103516,179.740005493164,2938200,155.643356323242
2014-11-06,179.979995727539,179.990005493164,176.520004272461,178.710006713867,3081700,154.751434326172
2014-11-07,177.589996337891,178.779998779297,176.279998779297,177.179992675781,1489600,155.603302001953
2014-11-10,177.690002441406,180.110000610352,176.419998168945,177.889999389648,1034000,156.22688293457
2014-11-11,178.669998168945,180.809997558594,177.029998779297,180.350006103516,1296400,158.387298583984
2014-11-12,179.470001220703,180.679992675781,179.149993896484,180.289993286133,2121700,158.334609985352
2014-11-13,181,183.589996337891,180.75,182.630004882812,1294400,160.389633178711
2014-11-14,182.889999389648,184.830001831055,181.880004882812,183.990005493164,1279700,161.584014892578
2014-11-17,182.830001831055,182.990005493164,180.970001220703,182.630004882812,815600,160.389633178711
2014-11-18,181.100006103516,183.119995117188,179.330001831055,182.080001831055,1445200,159.906585693359
2014-11-19,182.070007324219,182.509994506836,179.539993286133,180.020004272461,876800,158.09748840332
2014-11-20,179.710006713867,181.690002441406,174.899993896484,177.850006103516,2655700,156.19172668457
2014-11-21,182,182.449996948242,179.070007324219,179.639999389648,2017300,157.763763427734
2014-11-24,180.419998168945,180.830001831055,178.220001220703,180.220001220703,1155500,158.273101806641
2014-11-25,181.130004882812,182.149993896484,177.110000610352,178.009994506836,1670500,156.332260131836
2014-11-26,178.320007324219,178.619995117188,176.5,177.059997558594,833300,155.497924804688
2014-11-28,178.059997558594,179.009994506836,175.889999389648,178.610000610352,578700,156.859191894531
2014-12-01,177.029998779297,177.119995117188,174.050003051758,174.5,1498700,153.249664306641
2014-12-02,174.320007324219,175.600006103516,173.399993896484,174.25,1167100,153.030136108398
2014-12-03,170.570007324219,172.210006713867,168.809997558594,169.570007324219,2201300,148.920059204102
2014-12-04,168.850006103516,168.860000610352,161.350006103516,162.919998168945,3638400,143.079864501953
2014-12-05,163.149993896484,165.020004272461,162.009994506836,163.899993896484,1531500,143.940551757812
2014-12-08,161,162.970001220703,157.320007324219,157.589996337891,2400900,138.398956298828
2014-12-09,155.539993286133,156.970001220703,155.110000610352,156.630004882812,1605800,137.555847167969
2014-12-10,156.830001831055,156.830001831055,145.100006103516,146.75,4661600,128.879013061523
2014-12-11,147.899993896484,151.429992675781,146.649993896484,148.880004882812,2676700,130.749649047852
2014-12-12,147.100006103516,149.889999389648,146.419998168945,147.479995727539,1488400,129.520126342773
2014-12-15,148.770004272461,149.869995117188,144.850006103516,145.160003662109,1437200,127.48267364502
2014-12-16,143.75,144.490005493164,140.309997558594,140.520004272461,2118900,123.407691955566
2014-12-17,137.820007324219,139.240005493164,133.580001831055,138.970001220703,4298600,122.046478271484
2014-12-18,142.050003051758,145.229995727539,142.050003051758,145.100006103516,2870100,127.429985046387
2014-12-19,144.899993896484,151.949996948242,144.899993896484,150.110000610352,3293500,131.829879760742
2014-12-22,150.389999389648,151.470001220703,146.270004272461,147.479995727539,1768400,129.520126342773
2014-12-23,148.070007324219,153.350006103516,147.960006713867,151.690002441406,1669000,133.217468261719
2014-12-24,152.089996337891,153.300003051758,150.029998779297,150.899993896484,494100,132.523651123047
2014-12-26,151.110000610352,152.380004882812,149.699996948242,150.369995117188,998900,132.058212280273
2014-12-29,150,154.759994506836,149.410003662109,153,1510400,134.367935180664
2014-12-30,152.779998779297,153.779998779297,150.100006103516,151.199996948242,1262600,132.787139892578
2014-12-31,151.369995117188,152.300003051758,148.199996948242,148.759994506836,1633000,130.644271850586
2015-01-02,148.589996337891,149.229995727539,142.149993896484,146.889999389648,2228900,129.001983642578
2015-01-05,145.720001220703,146.169998168945,141.839996337891,144.389999389648,1695100,126.806381225586
2015-01-06,143.5,144.339996337891,139.259994506836,141.309997558594,1975800,124.101493835449
2015-01-07,144.220001220703,147.210006713867,143.25,145.460006713867,1472000,127.746131896973
2015-01-08,147.059997558594,149.029998779297,146.389999389648,147.210006713867,1676600,129.283020019531
2015-01-09,150.050003051758,151.619995117188,148.699996948242,149.050003051758,2210100,130.899002075195
2015-01-12,149.029998779297,149.5,146.759994506836,148.460006713867,1250400,130.380798339844
2015-01-13,150.220001220703,153.529998779297,148.110000610352,149.809997558594,1627700,131.56640625
2015-01-14,147.75,149.330001831055,145.410003662109,148.600006103516,1378800,130.503753662109
2015-01-15,149.399993896484,151,147.240005493164,147.649993896484,1061600,129.669464111328
2015-01-16,145.309997558594,147.869995117188,144.380004882812,146.990005493164,957800,129.08984375
2015-01-20,146.970001220703,146.990005493164,138.110000610352,142.029998779297,2520700,124.733848571777
2015-01-21,138.929992675781,143.919998168945,138.929992675781,142.889999389648,1605000,125.489082336426
2015-01-22,144.130004882812,147.649993896484,143.740005493164,147.229995727539,1409400,129.30061340332
2015-01-23,146.539993286133,147.470001220703,144.820007324219,146.009994506836,964700,128.229110717773
2015-01-26,146.839996337891,156.710006713867,146.839996337891,155.830001831055,2587100,136.853286743164
2015-01-27,155.800003051758,157.75,153.100006103516,155.039993286133,1739600,136.159469604492
2015-01-28,156.449996948242,156.75,152.779998779297,153.479995727539,1740300,134.789459228516
2015-01-29,154.190002441406,157.229995727539,149.589996337891,152.970001220703,1418500,134.341552734375
2015-01-30,150.889999389648,151.330001831055,147.660003662109,147.949996948242,1738100,129.932876586914
2015-02-02,148.220001220703,149.789993286133,145.440002441406,149.740005493164,1211300,131.504898071289
2015-02-03,149.639999389648,156.940002441406,148.100006103516,155.800003051758,2386800,136.826934814453
2015-02-04,151.509994506836,154.899993896484,144.190002441406,146.110000610352,4808700,128.316986083984
2015-02-05,146.509994506836,148.199996948242,144.449996948242,146.639999389648,1760000,128.782470703125
2015-02-06,148.789993286133,148.889999389648,145.589996337891,146.240005493164,1464500,128.43115234375
2015-02-09,145.729995727539,149.580001831055,145.509994506836,148.449996948242,1295700,130.371978759766
2015-02-10,151.229995727539,156.380004882812,150.779998779297,154.649993896484,2354800,135.816970825195
2015-02-11,153.309997558594,153.509994506836,150.5,151.240005493164,1126600,134.123168945312
2015-02-12,151.869995117188,154.990005493164,150.639999389648,154.720001220703,2591600,137.20930480957
2015-02-13,155.479995727539,160.410003662109,154.729995727539,159.339996337891,2153900,141.30647277832
2015-02-17,158.710006713867,159.210006713867,154.820007324219,157,1810900,139.231307983398
2015-02-18,157.889999389648,160.050003051758,156.919998168945,158.520004272461,1282800,140.57926940918
2015-02-19,158.729995727539,159.729995727539,157.399993896484,158.570007324219,883800,140.623580932617
2015-02-20,158.259994506836,158.490005493164,156.25,158.470001220703,920900,140.534896850586
2015-02-23,155.190002441406,156.419998168945,152.899993896484,154.330001831055,2322200,136.86344909668
2015-02-24,150.229995727539,150.270004272461,146.850006103516,147,2772000,130.363037109375
2015-02-25,145.479995727539,145.479995727539,140.960006713867,143.050003051758,3620600,126.86011505127
2015-02-26,143.039993286133,145.770004272461,142.270004272461,142.770004272461,1856000,126.611801147461
2015-02-27,143.339996337891,144.130004882812,141.589996337891,142.5,1120500,126.372367858887
2015-03-02,142.5,145.399993896484,142.309997558594,142.429992675781,1430800,126.31022644043
2015-03-03,142.089996337891,144.759994506836,139.610000610352,140.070007324219,2146500,124.217346191406
2015-03-04,138.690002441406,139,135.449996948242,138.820007324219,2854000,123.108818054199
2015-03-05,138.259994506836,139.25,136.759994506836,139,2106100,123.268440246582
2015-03-06,137.630004882812,138.070007324219,136.029998779297,137,2851600,121.494804382324
2015-03-09,135.5,136.179992675781,131.630004882812,132.839996337891,5406900,117.805595397949
2015-03-10,130.960006713867,132.460006713867,129.479995727539,129.509994506836,3689600,114.852493286133
2015-03-11,129.479995727539,129.809997558594,126.169998168945,126.629997253418,3130700,112.298431396484
2015-03-12,127.919998168945,129.630004882812,125.120002746582,126.319999694824,2443600,112.02352142334
2015-03-13,125.389999389648,128.139999389648,124.410003662109,127.069999694824,2613200,112.688636779785
2015-03-16,125.089996337891,127.459999084473,122.5,125.650001525879,4333200,111.429359436035
2015-03-17,126,127.949996948242,124.410003662109,124.580001831055,2490200,110.480445861816
2015-03-18,123.639999389648,124.139999389648,121.529998779297,122.919998168945,4751600,109.008323669434
2015-03-19,125.01000213623,130.399993896484,124.480003356934,130.110000610352,3584000,115.384574890137
2015-03-20,131.779998779297,133.25,129.729995727539,129.979995727539,2420900,115.26929473877
2015-03-23,129.669998168945,136.360000610352,127.610000610352,132.039993286133,3274800,117.096176147461
2015-03-24,132.119995117188,132.259994506836,128.940002441406,129.5,2202700,114.843605041504
2015-03-25,130.009994506836,130.039993286133,127.559997558594,129.220001220703,1573800,114.59529876709
2015-03-26,127.889999389648,128.529998779297,126.25,126.860000610352,1909000,112.502418518066
2015-03-27,127,127.040000915527,125.830001831055,126.25,976500,111.961463928223
2015-03-30,126.709999084473,128.160003662109,125.669998168945,127.459999084473,1160400,113.034507751465
2015-03-31,126.620002746582,129.839996337891,125.800003051758,125.879997253418,1362100,111.633316040039
2015-04-01,126.110000610352,127.050003051758,123.690002441406,125.529998779297,1709400,111.322937011719
2015-04-02,125.720001220703,129.559997558594,125,129.399993896484,1346200,114.754943847656
2015-04-06,127.940002441406,132.039993286133,127.419998168945,130.720001220703,2053700,115.92554473877
2015-04-07,130.729995727539,131.589996337891,127.879997253418,127.879997253418,1612200,113.406959533691
2015-04-08,129.850006103516,131.559997558594,127.839996337891,129.279998779297,1666600,114.64852142334
2015-04-09,132.369995117188,136.929992675781,132.050003051758,136.630004882812,2568900,121.16667175293
2015-04-10,136.199996948242,136.350006103516,133.339996337891,136.020004272461,1774400,120.625709533691
2015-04-13,135,135.490005493164,133.339996337891,133.600006103516,1983700,118.479591369629
2015-04-14,130.589996337891,131.279998779297,126.690002441406,127.529998779297,3139600,113.096580505371
2015-04-15,126.98999786377,130.259994506836,125.599998474121,130.020004272461,2204400,115.304763793945
