"Fecha","HAS.Open","HAS.High","HAS.Low","HAS.Close","HAS.Volume","HAS.Adjusted"
2013-11-01,51.6800003051758,52.3899993896484,51.3600006103516,51.8400001525879,954700,38.2120246887207
2013-11-04,52.0299987792969,52.5099983215332,51.7000007629395,52.2400016784668,1604500,38.5068511962891
2013-11-05,51.7900009155273,52.2599983215332,51.5099983215332,52.0900001525879,865000,38.3962898254395
2013-11-06,52.3699989318848,52.3699989318848,51.9099998474121,52.2900009155273,1162300,38.543701171875
2013-11-07,51.7000007629395,52.1599998474121,50.4199981689453,50.5999984741211,1840400,37.2979965209961
2013-11-08,50.5900001525879,50.9799995422363,50.1699981689453,50.4799995422363,2721200,37.2095413208008
2013-11-11,50.5099983215332,51.5999984741211,50.5099983215332,51.25,1463600,37.7771186828613
2013-11-12,51.1500015258789,51.3800010681152,50.7200012207031,51.25,899500,37.7771186828613
2013-11-13,51.1199989318848,52.9500007629395,50.9900016784668,52.9500007629395,2594500,39.0302124023438
2013-11-14,52.75,53,52.4199981689453,52.7400016784668,915100,38.8754234313965
2013-11-15,52.6199989318848,52.9700012207031,52.2299995422363,52.7299995422363,950400,38.8680419921875
2013-11-18,52.8499984741211,52.9300003051758,52.0200004577637,52.0800018310547,820000,38.3889236450195
2013-11-19,52.1399993896484,52.2299995422363,51.6199989318848,51.7799987792969,853500,38.167781829834
2013-11-20,51.8800010681152,52.1399993896484,51.7299995422363,51.9000015258789,969200,38.2562408447266
2013-11-21,52.1500015258789,52.25,51.5900001525879,52.0999984741211,888500,38.4036636352539
2013-11-22,51.7799987792969,52.9300003051758,51.5,52.8800010681152,1330000,38.9786109924316
2013-11-25,53,53.8600006103516,52.4099998474121,53.5900001525879,1812200,39.5019607543945
2013-11-26,53.7200012207031,53.9099998474121,53.3699989318848,53.75,1316700,39.6198959350586
2013-11-27,53.689998626709,54.0699996948242,53.2900009155273,53.8499984741211,1015800,39.6936111450195
2013-11-29,53.7299995422363,54.1100006103516,53.7099990844727,53.8199996948242,340600,39.671501159668
2013-12-02,53.9799995422363,54.1399993896484,53.5400009155273,53.6599998474121,1163300,39.5535583496094
2013-12-03,53.4000015258789,53.8400001525879,52.4500007629395,52.9700012207031,1427000,39.0449523925781
2013-12-04,52.6699981689453,52.8800010681152,51.0099983215332,52.0699996948242,4121300,38.3815460205078
2013-12-05,52.1100006103516,52.5800018310547,51.4099998474121,52.3699989318848,2764600,38.6026878356934
2013-12-06,52.7700004577637,52.9199981689453,51.7000007629395,51.7599983215332,1898500,38.1530418395996
2013-12-09,51.7599983215332,52.439998626709,51.5200004577637,52.4099998474121,1489400,38.6321640014648
2013-12-10,52.2900009155273,52.689998626709,52.0699996948242,52.25,974100,38.5142288208008
2013-12-11,52.2900009155273,52.4199981689453,51.560001373291,51.6100006103516,898700,38.0424766540527
2013-12-12,51.4199981689453,51.8499984741211,51.3699989318848,51.4799995422363,938100,37.9466438293457
2013-12-13,51.4500007629395,52.1100006103516,51.3699989318848,51.7599983215332,598300,38.1530418395996
2013-12-16,51.7599983215332,52.0200004577637,51.1100006103516,51.310001373291,791000,37.8213424682617
2013-12-17,51.0800018310547,51.6100006103516,51,51.5299987792969,850800,37.9835052490234
2013-12-18,51.7000007629395,52.4799995422363,51.1300010681152,52.4500007629395,1275400,38.6616401672363
2013-12-19,52.0999984741211,52.9700012207031,52.0999984741211,52.2700004577637,1662500,38.5289726257324
2013-12-20,50.2200012207031,52.7200012207031,50.2200012207031,52.4900016784668,1510700,38.6911430358887
2013-12-23,52.9000015258789,53.2200012207031,52.5900001525879,53.1599998474121,1585900,39.1850090026855
2013-12-24,53.3300018310547,53.75,53.2000007629395,53.4500007629395,449300,39.3987655639648
2013-12-26,53.4599990844727,54.25,53.189998626709,54.1599998474121,1066500,39.922119140625
2013-12-27,54.0099983215332,54.5499992370605,54,54.4000015258789,1178000,40.0990295410156
2013-12-30,54.4300003051758,55.0499992370605,54.3899993896484,54.9700012207031,892700,40.5191688537598
2013-12-31,55.1599998474121,55.1599998474121,54.689998626709,55.0099983215332,776800,40.548656463623
2014-01-02,54.8899993896484,55.1800003051758,54.560001373291,54.5800018310547,2326100,40.2317085266113
2014-01-03,51.5999984741211,54.5,51.5999984741211,54.1100006103516,848600,39.8852729797363
2014-01-06,54.2200012207031,54.3699989318848,53.6500015258789,53.7299995422363,9e+05,39.6051597595215
2014-01-07,54.2999992370605,54.310001373291,53.5,53.7799987792969,1461800,39.6420059204102
2014-01-08,53.7799987792969,53.8899993896484,53.310001373291,53.7200012207031,1045700,39.5977897644043
2014-01-09,53.8300018310547,53.8899993896484,52.6599998474121,52.9799995422363,1750200,39.0523147583008
2014-01-10,52.9700012207031,53.4300003051758,52.6800003051758,53.0400009155273,1615900,39.0965538024902
2014-01-13,52.7999992370605,53.1800003051758,52.0999984741211,52.25,1249400,38.5142288208008
2014-01-14,52.439998626709,52.5400009155273,51.9099998474121,52.310001373291,1231500,38.5584526062012
2014-01-15,52.2599983215332,52.4000015258789,51.9700012207031,52.2700004577637,733400,38.5289726257324
2014-01-16,51.9799995422363,52.5,51.8600006103516,52.3499984741211,927300,38.5879364013672
2014-01-17,52.2400016784668,52.6399993896484,51.7999992370605,52,868000,38.329948425293
2014-01-21,52.4099998474121,52.4799995422363,51.4799995422363,51.810001373291,915800,38.1898956298828
2014-01-22,51.7299995422363,52.4599990844727,51.5400009155273,52.3699989318848,844300,38.6026878356934
2014-01-23,52.3499984741211,52.3499984741211,51.4599990844727,51.8600006103516,913300,38.226749420166
2014-01-24,51.1199989318848,51.5200004577637,50.9700012207031,51.2700004577637,1512500,37.7918548583984
2014-01-27,51.2799987792969,51.7099990844727,50.8699989318848,51.0999984741211,1197700,37.6665382385254
2014-01-28,51.1500015258789,52.1100006103516,50.9199981689453,51.9700012207031,1905400,38.3078346252441
2014-01-29,51.4099998474121,51.6399993896484,50.5099983215332,50.8199996948242,1340300,37.4601554870605
2014-01-30,51,51.3499984741211,50.8300018310547,51.2400016784668,1074600,37.7697486877441
2014-01-31,48.75,49.2999992370605,47.7200012207031,49.1199989318848,4776500,36.4919357299805
2014-02-03,47.4799995422363,49.3199996948242,47.4799995422363,48.0800018310547,2313900,35.719310760498
2014-02-04,48.2999992370605,49.1699981689453,48.0099983215332,48.6800003051758,1641800,36.1650428771973
2014-02-05,48.5,49.1199989318848,48.2799987792969,48.7599983215332,1716500,36.224479675293
2014-02-06,49.0400009155273,49.939998626709,48.9799995422363,49.6599998474121,2096200,36.893123626709
2014-02-07,49.9199981689453,50.2900009155273,49.4199981689453,50.0900001525879,1775200,37.2125587463379
2014-02-10,50.939998626709,53.6800003051758,50.0900001525879,52.3600006103516,6195600,38.8989753723145
2014-02-11,52.4599990844727,52.5800018310547,51.7400016784668,52.3699989318848,1855000,38.9063949584961
2014-02-12,52.0699996948242,52.3499984741211,51.8600006103516,51.9500007629395,2264400,38.5943794250488
2014-02-13,51.8600006103516,53.0299987792969,51.6500015258789,52.9199981689453,1148800,39.3150062561035
2014-02-14,52.939998626709,53.0299987792969,52.4599990844727,52.8199996948242,841100,39.2407150268555
2014-02-18,52.810001373291,52.9900016784668,52.3199996948242,52.9599990844727,1896100,39.3447227478027
2014-02-19,52.7000007629395,53.8899993896484,52.4900016784668,53.8699989318848,2261800,40.0207710266113
2014-02-20,54.0400009155273,54.4599990844727,53.810001373291,54.2700004577637,1646700,40.3179359436035
2014-02-21,54.2900009155273,54.6300010681152,54.2000007629395,54.2999992370605,1257900,40.3402290344238
2014-02-24,54.6500015258789,55.0200004577637,54.4099998474121,54.4799995422363,2047800,40.4739456176758
2014-02-25,54.560001373291,54.8600006103516,54.4099998474121,54.6800003051758,979900,40.6225357055664
2014-02-26,54.5,55.25,54.3899993896484,55.0400009155273,1257600,40.8899803161621
2014-02-27,54.9599990844727,55.1800003051758,54.7299995422363,55.0299987792969,1282500,40.8825607299805
2014-02-28,54.7900009155273,55.5800018310547,54.4799995422363,55.1599998474121,1367600,40.9791297912598
2014-03-03,54.8400001525879,55.0800018310547,54.4599990844727,54.6500015258789,769400,40.6002464294434
2014-03-04,55.0400009155273,55.5800018310547,54.7900009155273,54.9599990844727,1246400,40.8305587768555
2014-03-05,54.8199996948242,54.9799995422363,54.4700012207031,54.8300018310547,1067600,40.7339820861816
2014-03-06,54.9799995422363,55.3199996948242,54.810001373291,55.0800018310547,866400,40.9196968078613
2014-03-07,55.3199996948242,55.5999984741211,54.7299995422363,54.7700004577637,967700,40.6893997192383
2014-03-10,54.7999992370605,54.9000015258789,54.4900016784668,54.8400001525879,631300,40.7414054870605
2014-03-11,54.6699981689453,54.7799987792969,54.4099998474121,54.5,1226200,40.4888038635254
2014-03-12,54.1599998474121,54.6800003051758,53.8400001525879,54.5800018310547,1283500,40.5482597351074
2014-03-13,54.810001373291,55.189998626709,54.2799987792969,54.6399993896484,1457000,40.5928115844727
2014-03-14,54.6199989318848,55.1399993896484,54.5,54.6599998474121,996100,40.6076850891113
2014-03-17,54.8400001525879,55.5,54.810001373291,54.9599990844727,1175700,40.8305587768555
2014-03-18,54.9300003051758,55.4900016784668,54.7999992370605,55.060001373291,843500,40.9048385620117
