"Fecha","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
2013-11-01,103.959999084473,104.599998474121,102.98999786377,104.419998168945,800800,70.2496109008789
2013-11-04,104.459999084473,104.98999786377,103.419998168945,103.779998779297,935100,69.8190231323242
2013-11-05,103.400001525879,103.599998474121,102,102.150001525879,858600,68.7224426269531
2013-11-06,102.290000915527,102.790000915527,101.930000305176,102.150001525879,694400,68.7224426269531
2013-11-07,102.449996948242,102.690002441406,101.120002746582,101.230003356934,793900,68.1034851074219
2013-11-08,100.860000610352,100.870002746582,98.7099990844727,100.330001831055,1060900,67.4980163574219
2013-11-11,100.660003662109,101.730003356934,100.660003662109,100.959999084473,495300,67.9218521118164
2013-11-12,100.730003356934,101.099998474121,99.9400024414062,100.650001525879,852700,67.7132949829102
2013-11-13,100.389999389648,101.370002746582,100.059997558594,101.319999694824,626400,68.1640472412109
2013-11-14,101.610000610352,102.400001525879,101.199996948242,101.580001831055,700600,68.338981628418
2013-11-15,101.470001220703,103.120002746582,101.470001220703,103.029998779297,1185300,69.3144683837891
2013-11-18,103.699996948242,103.970001220703,102.129997253418,102.48999786377,703600,68.9511566162109
2013-11-19,102.569999694824,103.720001220703,101.620002746582,103.410003662109,767900,69.5701065063477
2013-11-20,103.309997558594,104.26000213623,101.25,101.879997253418,881000,68.5407638549805
2013-11-21,101.76000213623,102.680000305176,101.25,102.360000610352,722500,68.8637084960938
2013-11-22,102.360000610352,102.76000213623,101.040000915527,101.690002441406,689700,68.4129638671875
2013-11-25,101.709999084473,102.279998779297,101.199996948242,101.620002746582,581300,68.3658676147461
2013-11-26,101.620002746582,101.800003051758,100.639999389648,100.660003662109,592700,67.7200393676758
2013-11-27,100.73999786377,101.76000213623,100.089996337891,101.620002746582,603300,68.3658676147461
2013-11-29,101.949996948242,102.050003051758,99.3600006103516,99.4899978637695,493900,66.9328765869141
2013-12-02,99.8499984741211,101.160003662109,99.5100021362305,99.8399963378906,1161100,67.1683578491211
2013-12-03,99.2399978637695,100.01000213623,98.9000015258789,99.4899978637695,1108600,66.9328765869141
2013-12-04,98.6100006103516,100.720001220703,98.5199966430664,99.7799987792969,810800,67.1279830932617
2013-12-05,99.3899993896484,100.400001525879,98.4199981689453,100.040000915527,1091000,67.3029251098633
2013-12-06,100.930000305176,101.419998168945,99.9400024414062,100.730003356934,912000,67.7671279907227
2013-12-09,100.959999084473,102,100.480003356934,102,876300,68.6215209960938
2013-12-10,101.699996948242,102.959999084473,101.379997253418,102.230003356934,987800,68.7762756347656
2013-12-11,102.089996337891,102.089996337891,99.5999984741211,99.6600036621094,1243800,67.0472717285156
2013-12-12,99.7699966430664,99.8300018310547,98.8300018310547,99.129997253418,947100,66.6906967163086
2013-12-13,99.620002746582,100.370002746582,98.1800003051758,98.4599990844727,883800,66.2399291992188
2013-12-16,98.5899963378906,99.2399978637695,98.0400009155273,98.9700012207031,733000,66.5830612182617
2013-12-17,99.2600021362305,101.160003662109,98.879997253418,101.110000610352,994400,68.0227661132812
2013-12-18,101.370002746582,103.209999084473,99.7399978637695,103,1012400,69.2942810058594
2013-12-19,103.099998474121,103.099998474121,101.569999694824,102.150001525879,1167800,68.7224426269531
2013-12-20,101.959999084473,103.620002746582,101.809997558594,103.5,1475400,69.6306533813477
2013-12-23,103.959999084473,105.220001220703,103.370002746582,103.709999084473,789800,69.7719573974609
2013-12-24,103.51000213623,104.029998779297,102.569999694824,103.419998168945,373900,69.5768356323242
2013-12-26,103.889999389648,104.23999786377,102.830001831055,104,608100,69.9670181274414
2013-12-27,101.069999694824,101.5,99.8000030517578,100.400001525879,653300,69.4826126098633
2013-12-30,100.540000915527,101.300003051758,100.25,101.110000610352,502100,69.9739685058594
2013-12-31,101.150001525879,101.620002746582,99.8899993896484,100.370002746582,896800,69.4618377685547
2014-01-02,100.220001220703,101.360000610352,99.5500030517578,100.389999389648,894800,69.4756622314453
2014-01-03,100.730003356934,102.699996948242,100.069999694824,101.589996337891,686800,70.30615234375
2014-01-06,101.839996337891,103.209999084473,101.699996948242,102.720001220703,981000,71.0881729125977
2014-01-07,102.709999084473,103.830001831055,102.129997253418,103.379997253418,1127800,71.544921875
2014-01-08,103.51000213623,104.01000213623,102.339996337891,102.690002441406,908900,71.0674057006836
2014-01-09,102.930000305176,102.930000305176,101.73999786377,102.73999786377,934100,71.1020050048828
2014-01-10,103.150001525879,104.980003356934,102.75,104.440002441406,929000,72.2784957885742
2014-01-13,104.059997558594,104.940002441406,103.160003662109,103.599998474121,769000,71.6971969604492
2014-01-14,104.050003051758,104.98999786377,103.599998474121,104.559997558594,970400,72.3615493774414
2014-01-15,104.25,105.349998474121,104.25,105.190002441406,913800,72.7975692749023
2014-01-16,104.879997253418,105.660003662109,104.680000305176,104.870002746582,553800,72.5760879516602
2014-01-17,105.120002746582,105.23999786377,104.139999389648,104.73999786377,991800,72.4861373901367
2014-01-21,105.099998474121,106.930000305176,105.099998474121,106.209999084473,976700,73.5034408569336
2014-01-22,106.569999694824,107.809997558594,106.410003662109,107.290000915527,705800,74.2509078979492
2014-01-23,106.26000213623,107.120002746582,105.940002441406,106.900001525879,662800,73.9809646606445
