"Fecha","O.Open","O.High","O.Low","O.Close","O.Volume","O.Adjusted"
2013-11-01,40.4166679382324,40.7364349365234,40.2131767272949,40.6492233276367,1887425,25.889009475708
2013-11-04,40.6492233276367,40.8333320617676,40.1550407409668,40.5523262023926,1631179,25.8273010253906
2013-11-05,40.4554252624512,40.7170524597168,40.1550407409668,40.1647300720215,1865650,25.5804309844971
2013-11-06,40.2519378662109,40.8139533996582,40.2131767272949,40.5910835266113,1540466,25.8519878387451
2013-11-07,40.7170524597168,40.7848854064941,40.0775184631348,40.0872077941895,1593924,25.5310573577881
2013-11-08,39.8740310668945,39.8740310668945,38.6724815368652,38.8178291320801,2413229,24.722599029541
2013-11-11,38.9244194030762,39.1860466003418,38.7209281921387,38.8178291320801,1511674,24.722599029541
2013-11-12,38.9437980651855,38.9437980651855,38.1492233276367,38.6627922058105,2788361,24.6238594055176
2013-11-13,38.5658912658691,39.0019378662109,38.4786834716797,38.8565902709961,1466575,24.7473030090332
2013-11-14,39.0310096740723,39.6124038696289,39.0019378662109,39.3120155334473,1141908,25.0373573303223
2013-11-15,39.389533996582,39.6608543395996,39.2441864013672,39.5542640686035,1286285,25.1916522979736
2013-11-18,39.6220932006836,39.6608543395996,38.8468971252441,38.9050407409668,1314252,24.7781620025635
2013-11-19,38.9147300720215,39.1279067993164,38.5077514648438,38.5077514648438,1649033,24.5251331329346
2013-11-20,38.5465126037598,38.6337203979492,37.5484504699707,37.6937980651855,2854615,24.0067234039307
2013-11-21,37.8003883361816,37.9554252624512,37.4515495300293,37.7034873962402,2037994,24.0128936767578
2013-11-22,37.7810096740723,37.8682174682617,37.4321708679199,37.5775184631348,1714668,23.9326705932617
2013-11-25,37.7422485351562,37.7519378662109,37.0639533996582,37.0930213928223,2503632,23.6241130828857
2013-11-26,36.9864349365234,37.3158912658691,36.6957359313965,36.7054252624512,8468179,23.3772525787354
2013-11-27,36.7054252624512,37.3158912658691,36.7054252624512,37.141471862793,2290524,23.7691745758057
2013-11-29,37.2286834716797,37.2965126037598,36.8410835266113,36.928295135498,875342,23.6327495574951
2013-12-02,36.9186058044434,37.0542640686035,36.6279067993164,36.6860466003418,2227985,23.4777164459229
2013-12-03,36.5794563293457,36.6957359313965,36.3856582641602,36.4341087341309,1523335,23.3164806365967
2013-12-04,36.2984504699707,36.3468971252441,35.610466003418,35.7267456054688,2742024,22.8637809753418
2013-12-05,35.6589164733887,35.8817825317383,35.4457359313965,35.5426368713379,2459772,22.7459774017334
2013-12-06,35.7073631286621,36.0949592590332,35.6007766723633,35.930233001709,2157086,22.9940166473389
2013-12-09,35.9496116638184,36.211238861084,35.7945747375488,36.1724815368652,2000635,23.149055480957
2013-12-10,36.1918601989746,36.4244194030762,36.1724815368652,36.2984504699707,2092999,23.2296695709229
2013-12-11,36.4534873962402,36.4825592041016,35.7751922607422,35.8042640686035,2644397,22.9134006500244
2013-12-12,35.8430213928223,36.0271301269531,35.5329475402832,36.0271301269531,3180727,23.0560264587402
2013-12-13,36.0949592590332,37.1124038696289,36.0755805969238,37.0639533996582,3430884,23.7195472717285
2013-12-16,37.3546524047852,37.4903106689453,37.0058135986328,37.0251922607422,2693520,23.6947479248047
2013-12-17,37.0348854064941,37.8294563293457,36.9670524597168,37.8003883361816,3128611,24.1908378601074
2013-12-18,37.9457359313965,38.6434097290039,37.3352699279785,38.4980621337891,3201470,24.6373348236084
2013-12-19,38.4399223327637,38.4689903259277,36.5988388061523,36.860466003418,3738626,23.5893421173096
2013-12-20,36.8313941955566,36.9573631286621,36.4341087341309,36.4728698730469,4010146,23.341287612915
2013-12-23,36.7151145935059,36.9670524597168,36.5794563293457,36.6666679382324,1819726,23.465311050415
2013-12-24,36.7054252624512,37.0930213928223,36.6279067993164,36.9476737976074,902174,23.645133972168
2013-12-26,37.1317825317383,37.3062019348145,36.8023262023926,36.9476737976074,1476173,23.645133972168
2013-12-27,36.9089164733887,36.9476737976074,36.4825592041016,36.6860466003418,1225397,23.4777164459229
2013-12-30,36.6569786071777,36.6860466003418,36.2693786621094,36.3372077941895,1866785,23.3667945861816
2013-12-31,36.2984504699707,36.5794563293457,36.1240310668945,36.1724815368652,1898261,23.2608680725098
2014-01-02,36.2209281921387,36.25,35.8624038696289,36.1918601989746,1684327,23.2733268737793
2014-01-03,36.2693786621094,36.6375961303711,36.2596893310547,36.5600776672363,1269876,23.5101051330566
2014-01-06,36.7926368713379,36.8701553344727,36.4437980651855,36.7538757324219,1957291,23.6347408294678
2014-01-07,37.0930213928223,37.1608543395996,36.7538757324219,36.9379844665527,2088768,23.7531299591064
2014-01-08,36.9379844665527,36.9573631286621,36.3468971252441,36.5116271972656,1867610,23.4789505004883
2014-01-09,36.5213165283203,36.6472854614258,36.1434097290039,36.608528137207,1553986,23.5412502288818
2014-01-10,36.7054252624512,37.461238861084,36.540699005127,37.3643417358398,2511578,24.0273017883301
2014-01-13,37.3352699279785,37.4515495300293,36.9670524597168,37.1027145385742,1555327,23.8590602874756
2014-01-14,37.180233001709,37.6259689331055,37.1027145385742,37.4903106689453,1346141,24.1083011627197
2014-01-15,37.6356582641602,37.790699005127,37.4903106689453,37.5678291320801,1411054,24.1581382751465
2014-01-16,37.4127922058105,37.5484504699707,37.2383728027344,37.3643417358398,2201462,24.0273017883301
2014-01-17,37.3643417358398,37.4418601989746,37.1511611938477,37.2189903259277,1332622,23.9338245391846
2014-01-21,37.2771301269531,38.0813941955566,37.2771301269531,38.0813941955566,1665132,24.488395690918
2014-01-22,38.2364349365234,38.5465126037598,37.9166679382324,38.3139533996582,2411578,24.63796043396
2014-01-23,38.3139533996582,38.3527145385742,38.0523262023926,38.3139533996582,1937064,24.63796043396
2014-01-24,38.2655029296875,38.4399223327637,38.0329475402832,38.3139533996582,1944598,24.63796043396
2014-01-27,38.4108543395996,38.6821708679199,38.1879844665527,38.4399223327637,2569370,24.7189521789551
2014-01-28,38.4980621337891,39.3410835266113,38.4980621337891,39.2926368713379,3227167,25.2672863006592
2014-01-29,39.0503883361816,39.3410835266113,38.9631767272949,39.2829475402832,2082473,25.2610645294189
2014-01-30,39.2441864013672,39.680233001709,39.0794563293457,39.5058135986328,1875660,25.5189399719238
2014-01-31,39.2151145935059,39.7286834716797,38.9825592041016,39.5155029296875,1956672,25.5252056121826
2014-02-03,39.5348854064941,39.5542640686035,38.3720932006836,38.4883728027344,3438727,24.8617305755615
2014-02-04,38.4689903259277,38.75,38.0426368713379,38.6821708679199,2670816,24.986909866333
2014-02-05,38.6531028747559,38.9922485351562,38.5174407958984,38.9244194030762,1557804,25.1433887481689
2014-02-06,38.9341087341309,39.2344970703125,38.7403106689453,39.0019378662109,1561519,25.1934566497803
2014-02-07,39.069766998291,39.3313941955566,38.8953475952148,39.3023262023926,1454088,25.3874950408936
2014-02-10,39.3507766723633,39.8158912658691,38.9631767272949,39.7189903259277,1498361,25.6566429138184
2014-02-11,39.709300994873,39.9515495300293,39.4864349365234,39.7480621337891,1316522,25.6754245758057
2014-02-12,39.8352699279785,40,39.5736427307129,39.9127922058105,1726020,25.7818355560303
2014-02-13,39.9127922058105,40.3972854614258,39.7286834716797,40.1937980651855,1515905,25.9633541107178
2014-02-14,40.1841087341309,40.6201553344727,40.1356582641602,40.4263572692871,1766784,26.113561630249
2014-02-18,40.7364349365234,41.1724815368652,40.0775184631348,41.1143417358398,2726544,26.5579795837402
2014-02-19,41.0368232727051,41.8023262023926,40.9496116638184,41.2693786621094,2817360,26.6581211090088
2014-02-20,41.4147300720215,41.9670524597168,41.2984504699707,41.5794563293457,2442847,26.8584423065186
2014-02-21,41.6763572692871,42.1705436706543,41.569766998291,42.0639533996582,2200534,27.1713924407959
2014-02-24,42.0639533996582,42.8875961303711,42.0542640686035,42.5581398010254,3294660,27.4906215667725
2014-02-25,42.7131767272949,43.711238861084,42.6550407409668,43.0232543945312,3810350,27.7910461425781
2014-02-26,43.0232543945312,43.1298446655273,42.6744194030762,43.1201553344727,2373910,27.853645324707
2014-02-27,42.4515495300293,43.1492233276367,42.4031028747559,43.0426368713379,2245426,27.9177436828613
2014-02-28,43.0426368713379,43.4883728027344,42.9554252624512,43.0426368713379,3126960,27.9177436828613
