"Fecha","HLT.Open","HLT.High","HLT.Low","HLT.Close","HLT.Volume","HLT.Adjusted"
2013-12-12,43.7075996398926,44.9798393249512,43.6049995422363,44.1180000305176,12935478,41.9708290100098
2013-12-13,45.1234817504883,45.9237594604492,44.2206001281738,45.3492012023926,1224854,43.1420974731445
2013-12-16,47.3601608276367,52.8390007019043,44.1590385437012,44.1590385437012,4717690,42.0098648071289
2013-12-17,44.3437194824219,45.1234817504883,44.2821617126465,44.7541198730469,2313840,42.575984954834
2013-12-18,44.7951583862305,45.5133590698242,44.4463195800781,44.7951583862305,2857846,42.6150245666504
2013-12-19,44.6310005187988,45.9853210449219,44.2206001281738,45.7185592651367,1469103,43.4934883117676
2013-12-20,46.1699981689453,46.2725982666016,44.8567199707031,45.000358581543,994834,42.8102340698242
2013-12-23,45.1645202636719,45.533878326416,44.2411193847656,44.2411193847656,1220712,42.0879554748535
2013-12-24,44.3232002258301,44.4668388366699,43.3997993469238,44.1385192871094,1234064,41.990348815918
2013-12-26,44.2411193847656,45.0619201660156,44.2206001281738,44.5284004211426,1309211,42.3612480163574
2013-12-27,44.3232002258301,44.8156814575195,44.2206001281738,44.3232002258301,1090302,42.1660308837891
2013-12-30,44.5694389343262,45.0824394226074,44.3232002258301,44.9182815551758,871832,42.7321662902832
2013-12-31,45.1440010070801,46.1084403991699,45.0414009094238,45.6570014953613,1134308,43.434928894043
2014-01-02,45.6570014953613,45.8622016906738,44.6720390319824,44.8567199707031,1763791,42.6735992431641
2014-01-03,44.7336006164551,45.3286781311035,44.6310005187988,45.1645202636719,461257,42.9664115905762
2014-01-06,45.1234817504883,45.3902397155762,44.6515197753906,45.1440010070801,1172320,42.946891784668
2014-01-07,45.1440010070801,45.3492012023926,44.9388008117676,45.1440010070801,1992593,42.946891784668
2014-01-08,45.2055587768555,45.2055587768555,44.7336006164551,45.2055587768555,1154240,43.0054512023926
2014-01-09,45.1440010070801,45.1850395202637,44.5489196777344,44.8772392272949,459600,42.693115234375
2014-01-10,44.6515197753906,44.8567199707031,44.2616386413574,44.5078811645508,812329,42.3417282104492
2014-01-13,44.2411193847656,44.7951583862305,44.2411193847656,44.5694389343262,728216,42.4003067016602
2014-01-14,44.5489196777344,45.3697204589844,44.4052810668945,45.3492012023926,1251608,43.1420974731445
2014-01-15,45.2466011047363,45.4928398132324,44.7951583862305,44.9593200683594,915253,42.7712020874023
2014-01-16,44.9388008117676,45.2055587768555,44.5078811645508,45.0619201660156,1130019,42.8688011169434
2014-01-17,45.0619201660156,46.2931213378906,44.7336006164551,45.6570014953613,2702290,43.434928894043
2014-01-21,46.1905212402344,46.354679107666,44.8156814575195,44.9798393249512,1280214,42.790714263916
2014-01-22,45.1234817504883,46.1494789123535,44.9388008117676,46.0879211425781,1428655,43.8448715209961
2014-01-23,46.0263595581055,46.4983215332031,45.3492012023926,46.4983215332031,936062,44.2353019714355
2014-01-24,45.8622016906738,46.1289596557617,45.3286781311035,46.0674018859863,891033,43.8253479003906
2014-01-27,46.0674018859863,46.0674018859863,44.9182815551758,45.1234817504883,1099610,42.927375793457
2014-01-28,44.8156814575195,45.1440010070801,44.6310005187988,44.9388008117676,686209,42.7516746520996
2014-01-29,44.7541198730469,44.8977584838867,44.2411193847656,44.4463195800781,437865,42.2831687927246
2014-01-30,44.6515197753906,44.7746391296387,44.3232002258301,44.4463195800781,520273,42.2831687927246
2014-01-31,44.1385192871094,44.5078811645508,43.789680480957,44.4258003234863,428606,42.2636413574219
2014-02-03,44.4258003234863,44.5284004211426,42.7636795043945,42.9893989562988,1115010,40.8971557617188
2014-02-04,43.0919990539551,43.256160736084,42.7636795043945,43.1535606384277,835770,41.0533332824707
2014-02-05,42.7841987609863,43.0099182128906,42.1685981750488,42.6815986633301,694786,40.6043319702148
2014-02-06,42.7636795043945,43.5023994445801,42.7226409912109,43.5023994445801,294103,41.3851776123047
2014-02-07,43.6255187988281,44.8772392272949,43.5434417724609,44.4258003234863,513012,42.2636413574219
2014-02-10,44.4668388366699,44.5078811645508,43.7075996398926,43.9333190917969,562427,41.7951278686523
2014-02-11,44.589958190918,44.6720390319824,44.0359191894531,44.5078811645508,642446,42.3417282104492
2014-02-12,44.610481262207,45.0414009094238,44.3642387390137,44.9182815551758,436647,42.7321662902832
2014-02-13,44.6925582885742,45.1850395202637,44.4258003234863,45.0414009094238,551608,42.8492889404297
2014-02-14,45.1440010070801,45.2466011047363,44.8567199707031,45.1440010070801,647856,42.946891784668
2014-02-18,45.1440010070801,45.1440010070801,44.589958190918,44.6515197753906,616179,42.4783782958984
2014-02-19,44.6515197753906,45.0414009094238,44.1180000305176,44.1795616149902,441033,42.0293884277344
2014-02-20,44.1180000305176,44.4668388366699,43.7281188964844,44.0974807739258,602096,41.951301574707
2014-02-21,44.1180000305176,45.533878326416,44.0564384460449,45.4518013000488,1166082,43.2397079467773
2014-02-24,45.5749206542969,46.1699981689453,45.2260818481445,45.6775207519531,743177,43.4544448852539
2014-02-25,45.6570014953613,46.3341598510742,45.5749206542969,45.9032402038574,823197,43.6691818237305
2014-02-26,45.9853210449219,46.5393600463867,45.7596015930176,46.2520790100098,1072027,44.001033782959
2014-02-27,45.9853210449219,46.9087181091309,44.7336006164551,46.1494789123535,2187817,43.9034385681152
2014-02-28,46.1699981689453,46.3341598510742,45.3081588745117,45.8827209472656,970565,43.6496505737305
2014-03-03,45.5954399108887,46.1699981689453,45.3697204589844,46.1494789123535,676754,43.9034385681152
2014-03-04,47.0113182067871,47.4011993408203,46.0879211425781,46.2931213378906,2307018,44.0400886535645
2014-03-05,46.1084403991699,46.9702796936035,46.0674018859863,46.7240409851074,668713,44.4500274658203
2014-03-06,46.7240409851074,46.9087181091309,45.9648017883301,46.1289596557617,682407,43.8839111328125
2014-03-07,46.0674018859863,46.8471603393555,45.9648017883301,46.6009216308594,642349,44.3329048156738
2014-03-10,46.7035217285156,46.8881988525391,45.6159591674805,45.9237594604492,922027,43.6886978149414
2014-03-11,45.944278717041,46.0879211425781,45.1440010070801,45.3697204589844,835429,43.1616325378418
2014-03-12,45.2260818481445,45.9648017883301,44.6720390319824,45.8622016906738,788645,43.6301345825195
2014-03-13,45.6159591674805,46.0263595581055,45.0619201660156,45.2466011047363,992690,43.044506072998
2014-03-14,45.0619201660156,45.6775207519531,44.8772392272949,45.2055587768555,609064,43.0054512023926
2014-03-17,45.3697204589844,45.944278717041,45.3286781311035,45.3902397155762,369250,43.18115234375
2014-03-18,45.3492012023926,46.354679107666,45.2671203613281,46.3136405944824,677778,44.0596046447754
2014-03-19,46.2110404968262,46.231559753418,45.4723205566406,45.6775207519531,733382,43.4544448852539
2014-03-20,45.6570014953613,46.0058403015137,45.3697204589844,45.4928398132324,652729,43.2787590026855
2014-03-21,45.6980400085449,47.175479888916,45.4518013000488,47.175479888916,3026754,44.879508972168
2014-03-24,47.0728797912598,47.3806800842285,46.0879211425781,46.7035217285156,966033,44.4305114746094
2014-03-25,46.7445602416992,46.9907989501953,46.1289596557617,46.1289596557617,781774,43.8839111328125
2014-03-26,46.1699981689453,46.3136405944824,45.7390785217285,45.8416786193848,781969,43.6106109619141
2014-03-27,45.7801208496094,46.2110404968262,45.4928398132324,45.6159591674805,670517,43.3958778381348
2014-03-28,45.4928398132324,45.9237594604492,45.0414009094238,45.6570014953613,2073051,43.434928894043
2014-03-31,45.8416786193848,46.0263595581055,45.1440010070801,45.6364784240723,4896930,43.4154052734375
2014-04-01,45.5954399108887,46.5803985595703,45.5749206542969,46.2725982666016,1052534,44.0205574035645
2014-04-02,46.1699981689453,46.5598793029785,46.0674018859863,46.1084403991699,1061550,43.8643989562988
2014-04-03,46.1699981689453,46.3341598510742,45.1850395202637,45.1850395202637,959357,42.9859275817871
2014-04-04,45.2055587768555,45.2466011047363,44.2411193847656,44.3026809692383,2767300,42.1465225219727
2014-04-07,44.3232002258301,44.3847618103027,43.6255187988281,43.8512382507324,694298,41.7170524597168
2014-04-08,43.8101997375488,43.9127998352051,43.379280090332,43.8307189941406,686160,41.6975212097168
2014-04-09,43.9743614196777,44.4258003234863,43.8717613220215,44.1385192871094,864815,41.990348815918
2014-04-10,44.0564384460449,44.2616386413574,43.1740798950195,43.4613609313965,527973,41.346134185791
2014-04-11,43.2971992492676,43.8717613220215,43.0099182128906,43.6049995422363,760136,41.4827842712402
2014-04-14,43.6870803833008,44.3437194824219,43.3177185058594,43.8101997375488,515400,41.6780052185059
2014-04-15,44.1385192871094,44.1385192871094,43.0919990539551,43.8717613220215,484990,41.7365684509277
2014-04-16,43.6460418701172,44.3642387390137,43.5639610290527,44.3232002258301,523977,42.1660308837891
2014-04-17,44.200080871582,44.8567199707031,43.7075996398926,44.6720390319824,805166,42.4978942871094
2014-04-21,44.5694389343262,44.5694389343262,43.8512382507324,44.0359191894531,498148,41.8927421569824
2014-04-22,44.0153999328613,44.5694389343262,43.9743614196777,44.1385192871094,511745,41.990348815918
2014-04-23,44.076961517334,44.4258003234863,43.8307189941406,44.0974807739258,469883,41.951301574707
2014-04-24,44.2411193847656,44.4668388366699,44.0359191894531,44.1180000305176,302339,41.9708290100098
2014-04-25,44.1180000305176,44.1590385437012,43.5844802856445,43.7691612243652,204922,41.6389656066895
2014-04-28,43.789680480957,43.9743614196777,43.1945991516113,43.8512382507324,625682,41.7170524597168
2014-04-29,44.3642387390137,44.4873580932617,43.0304412841797,43.2766799926758,1292836,41.1704559326172
2014-04-30,43.5229187011719,44.8362007141113,43.3997993469238,44.7951583862305,920906,42.6150245666504
2014-05-01,44.7130813598633,45.410758972168,44.0153999328613,45.3081588745117,700536,43.1030616760254
2014-05-02,45.3081588745117,46.5188407897949,45.2260818481445,45.2466011047363,991033,43.044506072998
2014-05-05,45.020881652832,45.533878326416,44.7746391296387,45.4723205566406,410867,43.2592315673828
2014-05-06,45.3492012023926,45.7185592651367,44.9388008117676,45.4723205566406,683187,43.2592315673828
2014-05-07,46.7855987548828,47.1549606323242,45.3697204589844,46.4983215332031,1038060,44.2353019714355
2014-05-08,46.7035217285156,46.9087181091309,46.2931213378906,46.4572792053223,1212865,44.1962547302246
2014-05-09,48.6939582824707,48.8376007080078,46.7445602416992,47.3396415710449,3461111,45.0356712341309
2014-05-12,48.1194000244141,48.3246002197266,46.5188407897949,47.1549606323242,1586745,44.859977722168
2014-05-13,47.4011993408203,47.6474418640137,46.9702796936035,47.1959991455078,1098538,44.8990135192871
2014-05-14,47.1959991455078,47.3191184997559,45.7390785217285,46.2725982666016,1191764,44.0205574035645
2014-05-15,46.3751983642578,46.3751983642578,44.4463195800781,44.9388008117676,1821394,42.7516746520996
2014-05-16,45.1440010070801,45.2671203613281,43.9948806762695,44.8772392272949,1228850,42.693115234375
2014-05-19,44.9388008117676,45.1645202636719,44.5694389343262,44.9593200683594,970419,42.7712020874023
2014-05-20,45.000358581543,45.1234817504883,43.8512382507324,43.9333190917969,1359211,41.7951278686523
2014-05-21,44.1180000305176,45.1440010070801,44.0153999328613,44.8362007141113,1872807,42.6540832519531
2014-05-22,44.8156814575195,45.2466011047363,44.8156814575195,45.1234817504883,1002388,42.927375793457
2014-05-23,45.6980400085449,45.8416786193848,45.1645202636719,45.2466011047363,527778,43.044506072998
2014-05-27,45.5133590698242,45.821159362793,45.0414009094238,45.6364784240723,1164815,43.4154052734375
2014-05-28,45.8006401062012,46.231559753418,45.1440010070801,45.1645202636719,1054191,42.9664115905762
2014-05-29,45.2671203613281,45.5544013977051,44.8977584838867,45.5133590698242,732943,43.298267364502
2014-05-30,45.410758972168,46.4777984619141,45.410758972168,46.4162406921387,1272563,44.1572151184082
2014-06-02,46.4162406921387,46.8676795959473,45.9648017883301,46.7445602416992,1202437,44.4695625305176
2014-06-03,46.5393600463867,47.0113182067871,46.0468788146973,46.6009216308594,1484600,44.3329048156738
2014-06-04,46.4367599487305,47.0933990478516,46.354679107666,46.7240409851074,665692,44.4500274658203
2014-06-05,46.7240409851074,47.2985992431641,46.3751983642578,47.2370414733887,878947,44.9380645751953
2014-06-06,47.2370414733887,47.9347190856934,46.6214408874512,47.7705612182617,1235331,45.4456214904785
2014-06-09,47.7705612182617,48.1194000244141,47.0728797912598,47.7910804748535,1235283,45.4651374816895
2014-06-10,47.5243186950684,48.5708389282227,47.5243186950684,48.0783615112305,1351852,45.7384338378906
2014-06-11,47.175479888916,47.3396415710449,46.4777984619141,46.8061218261719,3671150,44.5281219482422
2014-06-12,46.354679107666,46.8471603393555,46.0058403015137,46.1289596557617,1815838,43.8839111328125
2014-06-13,46.0674018859863,46.2725982666016,45.4928398132324,45.7390785217285,2073733,43.5130043029785
2014-06-16,45.7596015930176,46.6829986572266,45.1645202636719,45.5749206542969,2613743,43.3568382263184
2014-06-17,45.5544013977051,46.2520790100098,45.5544013977051,45.8416786193848,1243762,43.6106109619141
2014-06-18,45.7596015930176,46.0879211425781,45.6159591674805,45.8622016906738,1400341,43.6301345825195
2014-06-19,45.9237594604492,46.3341598510742,45.7596015930176,45.821159362793,1299220,43.5910949707031
2014-06-20,46.0879211425781,46.0879211425781,45.6775207519531,45.6775207519531,1644786,43.4544448852539
2014-06-23,45.9032402038574,46.1699981689453,45.5749206542969,45.8416786193848,1575341,43.6106109619141
2014-06-24,45.8416786193848,46.9907989501953,45.7801208496094,46.1699981689453,5474172,43.9229545593262
2014-06-25,46.9907989501953,47.7705612182617,46.7445602416992,47.1139183044434,27335234,44.8209342956543
2014-06-26,47.052360534668,47.2370414733887,46.765079498291,46.9087181091309,7572904,44.6257247924805
2014-06-27,46.9907989501953,47.4011993408203,46.5803985595703,46.8061218261719,6862768,44.5281219482422
2014-06-30,46.7855987548828,47.873161315918,46.641960144043,47.8115997314453,3204776,45.4846687316895
2014-07-01,47.7910804748535,48.6734390258789,47.6884803771973,48.4887619018555,5010185,46.1288528442383
2014-07-02,48.2220001220703,49.0633201599121,48.0578384399414,48.9607200622559,3300682,46.5778541564941
