"Fecha","HCA.Open","HCA.High","HCA.Low","HCA.Close","HCA.Volume","HCA.Adjusted"
2013-11-01,47.3600006103516,47.6800003051758,46.6699981689453,47.310001373291,3511000,44.7553405761719
2013-11-04,47.310001373291,47.7400016784668,47.1800003051758,47.7400016784668,2842100,45.1621284484863
2013-11-05,47.1599998474121,47.7400016784668,45.8600006103516,46.4500007629395,4675800,43.9417877197266
2013-11-06,46.8300018310547,47.0999984741211,45.0499992370605,45.2999992370605,5169300,42.8538780212402
2013-11-07,45.4799995422363,45.5,43.8699989318848,44.2400016784668,6181700,41.8511276245117
2013-11-08,44.4500007629395,45.1500015258789,44.1699981689453,45.1300010681152,4251400,42.6930618286133
2013-11-11,45.1500015258789,45.689998626709,44.9000015258789,45.5,2282800,43.043083190918
2013-11-12,45.1399993896484,45.5499992370605,44.6300010681152,45.439998626709,3670800,42.9863166809082
2013-11-13,45.2799987792969,45.8499984741211,45.0999984741211,45.6300010681152,3606900,43.1660614013672
2013-11-14,45.5800018310547,45.9900016784668,45.3400001525879,45.8499984741211,2216200,43.3741874694824
2013-11-15,45.8499984741211,45.9900016784668,44.25,45.0699996948242,6522900,42.636302947998
2013-11-18,44.5999984741211,45.0200004577637,44.1300010681152,44.310001373291,3462000,41.9173316955566
2013-11-19,44.3600006103516,44.5,43.2000007629395,43.7799987792969,4480700,41.4159545898438
2013-11-20,44,44.7999992370605,43.9000015258789,44.2000007629395,2994700,41.8132820129395
2013-11-21,44.1100006103516,44.560001373291,43.9599990844727,44.439998626709,2013300,42.0403137207031
2013-11-22,44.4199981689453,44.9099998474121,43.9700012207031,44.7599983215332,2087000,42.3430480957031
2013-11-25,44.8699989318848,45.0299987792969,44.2700004577637,44.3499984741211,1401600,41.9551811218262
2013-11-26,44.4000015258789,45.9099998474121,44.1599998474121,45.4799995422363,4109000,43.0241584777832
2013-11-27,45.7200012207031,46.689998626709,45.3600006103516,46.5200004577637,3305500,44.0080070495605
2013-11-29,46.8300018310547,47.189998626709,46.3300018310547,46.4199981689453,1462800,43.9134063720703
2013-12-02,46.2799987792969,47.060001373291,46.2400016784668,46.7200012207031,1867100,44.1971969604492
2013-12-03,46.5400009155273,47.0999984741211,46.4799995422363,47.060001373291,2149100,44.5188446044922
2013-12-04,47.0299987792969,47.2000007629395,46.6199989318848,47,2010900,44.4620819091797
2013-12-05,46.9000015258789,46.9000015258789,46.4300003051758,46.5699996948242,1218500,44.0552978515625
2013-12-06,46.8499984741211,47.4599990844727,46.6699981689453,47.2400016784668,2522200,44.689136505127
2013-12-09,47.3199996948242,47.4799995422363,46.9300003051758,46.9799995422363,1312700,44.4431533813477
2013-12-10,46.9000015258789,47.7099990844727,46.7900009155273,47.2999992370605,2416800,44.7458915710449
2013-12-11,47.2200012207031,47.3899993896484,46.1500015258789,46.7299995422363,3141800,44.2066612243652
2013-12-12,46.8199996948242,46.8600006103516,45.189998626709,46.3199996948242,2921800,43.8188018798828
2013-12-13,46.6300010681152,47.0699996948242,46.310001373291,46.8300018310547,1649800,44.30126953125
2013-12-16,46.939998626709,47.2599983215332,46.7700004577637,47.1800003051758,2639000,44.6323623657227
2013-12-17,47.0499992370605,47.0499992370605,45.0699996948242,45.5400009155273,4833200,43.0809211730957
2013-12-18,46.189998626709,46.6599998474121,46.0099983215332,46.5499992370605,3471500,44.0363845825195
2013-12-19,46.4900016784668,46.5,45.6199989318848,45.6599998474121,2181400,43.1944389343262
2013-12-20,45.4799995422363,46.9500007629395,45.0900001525879,46.8899993896484,5315000,44.3580284118652
2013-12-23,46.9099998474121,47.0699996948242,45.5800018310547,46.0400009155273,2398700,43.5539207458496
2013-12-24,45.9599990844727,46.9900016784668,45.9599990844727,46.5299987792969,609800,44.017463684082
2013-12-26,46.7000007629395,46.7999992370605,46.5,46.6199989318848,803500,44.1026000976562
2013-12-27,46.9000015258789,46.9000015258789,46.3199996948242,46.4700012207031,761000,43.9607009887695
2013-12-30,46.4300003051758,47.2900009155273,46.1100006103516,47.189998626709,1048300,44.6418151855469
2013-12-31,47.25,47.9799995422363,47.1800003051758,47.7099990844727,1499800,45.1337394714355
2014-01-02,47.3899993896484,48.4000015258789,47.2599983215332,47.7700004577637,2221100,45.190502166748
2014-01-03,47.8300018310547,48.9300003051758,47.8300018310547,48.7700004577637,2434500,46.1365013122559
2014-01-06,48.7700004577637,49.6699981689453,48.2299995422363,48.5299987792969,4756700,45.9094619750977
2014-01-07,48.5299987792969,49.9700012207031,48.5099983215332,49.8499984741211,5691100,47.1581916809082
2014-01-08,49.8699989318848,50.939998626709,49.7000007629395,50.5499992370605,4096900,47.8203926086426
2014-01-09,50.5499992370605,51.0200004577637,50.25,50.9000015258789,2848300,48.1514930725098
2014-01-10,50.7000007629395,51.7099990844727,50.5800018310547,51.3199996948242,2913500,48.5488128662109
2014-01-13,51.2099990844727,51.7599983215332,50.7799987792969,50.9599990844727,2868300,48.208251953125
2014-01-14,51.4300003051758,51.75,50.9300003051758,51.4099998474121,3543800,48.6339416503906
2014-01-15,51.3699989318848,51.5900001525879,50.7000007629395,51.0699996948242,3239600,48.3123016357422
2014-01-16,51.0999984741211,51.560001373291,50.9199981689453,51.2200012207031,3380100,48.4542121887207
2014-01-17,51.2999992370605,51.75,50.8400001525879,51.4099998474121,2142600,48.6339416503906
2014-01-21,51.7200012207031,51.7200012207031,49.5499992370605,50,3351100,47.3000946044922
2014-01-22,49.9700012207031,50.1699981689453,49.8199996948242,49.8199996948242,2477700,47.129810333252
2014-01-23,49.689998626709,50,49.25,49.7900009155273,1830300,47.101432800293
2014-01-24,49.6100006103516,49.6100006103516,47.5099983215332,48.4000015258789,4336800,45.7864837646484
2014-01-27,48.5400009155273,50.0200004577637,48.2400016784668,49.0999984741211,2782900,46.4486885070801
2014-01-28,49.0499992370605,50.0400009155273,48.9900016784668,49.5200004577637,1528500,46.846004486084
2014-01-29,49.3600006103516,49.9799995422363,48.8300018310547,49.2999992370605,1816400,46.6378898620605
2014-01-30,49.4799995422363,50.1699981689453,49.3899993896484,49.4900016784668,1815000,46.8176231384277
2014-01-31,48.8499984741211,50.75,48.810001373291,50.2700004577637,2629200,47.5555152893066
2014-02-03,50.4500007629395,50.4500007629395,48.439998626709,48.4599990844727,3475800,45.8432464599609
2014-02-04,49.5,50.5699996948242,46.0200004577637,48.5200004577637,5615600,45.9000091552734
2014-02-05,48.0299987792969,48.25,46.6100006103516,47.9700012207031,3741200,45.3797035217285
2014-02-06,48.060001373291,48.4500007629395,47.6300010681152,48.3699989318848,1878300,45.7581062316895
2014-02-07,48,48.7799987792969,47.8699989318848,48.3300018310547,1560800,45.7202682495117
2014-02-10,48.2099990844727,49,47.7299995422363,48.9700012207031,2442000,46.3257064819336
2014-02-11,48.8899993896484,49.1100006103516,48.310001373291,48.9599990844727,2278500,46.3162422180176
2014-02-12,48.5099983215332,49.5400009155273,48.5,49.0699996948242,1937500,46.4203071594238
2014-02-13,48.7599983215332,50.6500015258789,48.6699981689453,50,4917000,47.3000946044922
2014-02-14,49.9900016784668,50.5499992370605,49.7099990844727,49.7599983215332,2244500,47.0730438232422
2014-02-18,50,50.4799995422363,49.6300010681152,49.8400001525879,2460100,47.1487274169922
2014-02-19,49.6500015258789,49.9900016784668,49.310001373291,49.560001373291,2116900,46.883846282959
2014-02-20,49.5999984741211,50.4199981689453,49.2999992370605,50.2299995422363,1279100,47.5176734924316
2014-02-21,50.2700004577637,50.6199989318848,49.689998626709,50.0099983215332,1451000,47.3095474243164
2014-02-24,50.25,50.939998626709,50,50.3699989318848,1301600,47.6501083374023
2014-02-25,50.2200012207031,50.560001373291,49.3300018310547,49.560001373291,2236500,46.883846282959
2014-02-26,49.6199989318848,50.7999992370605,49.4099998474121,50.4799995422363,1327400,47.7541656494141
2014-02-27,50.3199996948242,51.6500015258789,50.2299995422363,51.5200004577637,2504200,48.7380027770996
2014-02-28,51.6100006103516,52.2299995422363,50.8199996948242,51.2000007629395,3005400,48.4352951049805
2014-03-03,50.7099990844727,52.0900001525879,50.7099990844727,51.689998626709,2670400,48.8988265991211
2014-03-04,52,52.4900016784668,51.0299987792969,51.060001373291,3520900,48.3028526306152
2014-03-05,51.189998626709,51.2900009155273,50.1100006103516,50.2900009155273,3713600,47.5744247436523
2014-03-06,50.6300010681152,50.7200012207031,49.5800018310547,49.6199989318848,4358400,46.940601348877
2014-03-07,49.9900016784668,50.5200004577637,49.4500007629395,49.6300010681152,2575500,46.950065612793
2014-03-10,49.6599998474121,49.9599990844727,49.3899993896484,49.5499992370605,1775000,46.874382019043
2014-03-11,49.5999984741211,50.4500007629395,49.2099990844727,49.2400016784668,1365200,46.581127166748
2014-03-12,48.7999992370605,49.2700004577637,48.6599998474121,49.2099990844727,1436300,46.5527496337891
2014-03-13,49.3300018310547,49.4300003051758,47.1699981689453,48,4641900,45.4080924987793
2014-03-14,47.8400001525879,48.2799987792969,47.2099990844727,47.6500015258789,3179300,45.0769844055176
2014-03-17,47.8199996948242,48.439998626709,47.7400016784668,48.2700004577637,1480200,45.663501739502
2014-03-18,48.5499992370605,49.8199996948242,48.5200004577637,49.2299995422363,1607900,46.571662902832
2014-03-19,49.3199996948242,50.3699989318848,49.2200012207031,49.9500007629395,1572300,47.2527885437012
2014-03-20,49.9500007629395,50.2299995422363,49.3199996948242,49.4300003051758,1564900,46.760871887207
2014-03-21,49.7200012207031,50.4099998474121,49.5099983215332,50.1399993896484,3276600,47.4325370788574
2014-03-24,50,50.25,48.6399993896484,48.7900009155273,1827300,46.1554260253906
2014-03-25,48.8499984741211,49.2900009155273,48.2999992370605,48.8400001525879,2063600,46.2027168273926
2014-03-26,49.1300010681152,50.8400001525879,49.0299987792969,50.3499984741211,3605700,47.6311874389648
2014-03-27,50.439998626709,50.6599998474121,50.0200004577637,50.3600006103516,2163400,47.6406593322754
2014-03-28,50.5900001525879,51.75,50.5900001525879,51.1399993896484,3270000,48.378532409668
2014-03-31,51.75,52.6800003051758,51.75,52.5,3919100,49.6650924682617
