"Fecha","HCA.Open","HCA.High","HCA.Low","HCA.Close","HCA.Volume","HCA.Adjusted"
2014-04-01,52.5400009155273,52.8300018310547,51.5400009155273,51.9000015258789,2814300,49.0974922180176
2014-04-02,52.0099983215332,52.3899993896484,51.6399993896484,52.2400016784668,2364000,49.4191398620605
2014-04-03,52.0699996948242,52.0699996948242,50.9599990844727,51.1500015258789,3101100,48.387996673584
2014-04-04,51.560001373291,52.3400001525879,50.1300010681152,50.1699981689453,2340100,47.4609107971191
2014-04-07,50.1300010681152,50.1800003051758,48.5299987792969,48.7599983215332,3103800,46.1270523071289
2014-04-08,48.75,50.4500007629395,48.0299987792969,49.9799995422363,3921100,47.2811660766602
2014-04-09,50,50.8199996948242,49.6199989318848,50.75,3443700,48.009593963623
2014-04-10,50.6699981689453,50.75,48.7700004577637,49.2099990844727,1736600,46.5527496337891
2014-04-11,49.0699996948242,49.9099998474121,48.1399993896484,48.2099990844727,2511600,45.6067428588867
2014-04-14,48.5200004577637,48.9900016784668,48.0200004577637,48.5,2228200,45.8810882568359
2014-04-15,48.7299995422363,49.2200012207031,47.7900009155273,48.7400016784668,3670600,46.1081199645996
2014-04-16,49.1599998474121,49.2000007629395,48.310001373291,48.5699996948242,2247000,45.9473190307617
2014-04-17,48.6500015258789,49.2200012207031,48.0999984741211,49.0099983215332,1576400,46.3635406494141
2014-04-21,48.7999992370605,49.5099983215332,48.7400016784668,49.4599990844727,1008000,46.789249420166
2014-04-22,49.4000015258789,50.3499984741211,49.1199989318848,49.4199981689453,2193200,46.7513999938965
2014-04-23,49.7000007629395,50.5999984741211,49.4799995422363,50.4000015258789,2836200,47.6784934997559
2014-04-24,50.7599983215332,51.2299995422363,50.4599990844727,50.5299987792969,2579500,47.8014640808105
2014-04-25,51.2400016784668,53.7299995422363,50.7299995422363,53.439998626709,7662400,50.5543251037598
2014-04-28,53.4900016784668,53.810001373291,52.5,52.6100006103516,5976800,49.7691535949707
2014-04-29,51,51.9700012207031,49.9099998474121,51.4000015258789,5525200,48.6244888305664
2014-04-30,51.6199989318848,52.4000015258789,51.4000015258789,52,4750100,49.1920852661133
2014-05-01,52,52.8400001525879,51.4799995422363,52.4000015258789,3084800,49.5704879760742
2014-05-02,52.3600006103516,52.5299987792969,51.7200012207031,51.8800010681152,2899000,49.0785713195801
2014-05-05,51.9500007629395,52.5699996948242,51.6199989318848,52.3499984741211,2452900,49.5231895446777
2014-05-06,52.25,52.8400001525879,51.9099998474121,51.9599990844727,2346600,49.1542510986328
2014-05-07,52.0099983215332,52.0699996948242,50.689998626709,51.5400009155273,2652900,48.7569274902344
2014-05-08,51.4300003051758,52.3199996948242,51.0099983215332,51.1800003051758,1678000,48.4163703918457
2014-05-09,51.1399993896484,51.8300018310547,50.7900009155273,51.5099983215332,1524500,48.7285499572754
2014-05-12,51.7000007629395,52.3899993896484,51.7000007629395,52.2999992370605,1094800,49.4758949279785
2014-05-13,52.0699996948242,52.7299995422363,52.0299987792969,52.3600006103516,1819000,49.5326499938965
2014-05-14,52.3600006103516,52.8699989318848,52.1300010681152,52.6800003051758,1664200,49.835376739502
2014-05-15,52.5200004577637,52.6399993896484,51.7999992370605,52.0999984741211,1538900,49.2866821289062
2014-05-16,51.9700012207031,51.9700012207031,51.1100006103516,51.25,2273100,48.4825859069824
2014-05-19,51.1599998474121,51.75,51,51.5099983215332,1794400,48.7285499572754
2014-05-20,51.439998626709,51.9799995422363,51.439998626709,51.7200012207031,6609300,48.9272193908691
2014-05-21,51.9199981689453,52.6800003051758,51.9199981689453,52.2700004577637,4455200,49.4475173950195
2014-05-22,52.4500007629395,53.4700012207031,52.0800018310547,52.3300018310547,5786000,49.5042686462402
2014-05-23,52.7000007629395,53.6599998474121,52.3699989318848,53.439998626709,2945700,50.5543251037598
2014-05-27,53.7999992370605,54,53.0299987792969,53.1199989318848,1931000,50.2516021728516
2014-05-28,53.3800010681152,53.9700012207031,53.1800003051758,53.3699989318848,2217600,50.4881172180176
2014-05-29,53.3699989318848,53.6599998474121,53.2900009155273,53.3899993896484,1737000,50.5070343017578
2014-05-30,53.2999992370605,53.5200004577637,52.8699989318848,52.9900016784668,2607800,50.1286392211914
2014-06-02,53.0999984741211,53.2799987792969,52.3699989318848,52.9900016784668,4012900,50.1286392211914
2014-06-03,53.0400009155273,54.8199996948242,53.0299987792969,54.5,3663200,51.5570983886719
2014-06-04,54.2999992370605,54.9500007629395,54.1199989318848,54.7700004577637,2147500,51.8125152587891
2014-06-05,54.7099990844727,56.3899993896484,54.6800003051758,56.2599983215332,3971400,53.222053527832
2014-06-06,56.310001373291,56.7099990844727,55.5200004577637,55.5900001525879,1948700,52.5882263183594
2014-06-09,55.5800018310547,55.9599990844727,55.1300010681152,55.3800010681152,1143800,52.3895797729492
2014-06-10,55.3499984741211,55.3499984741211,54.4199981689453,55.2599983215332,1945800,52.2760543823242
2014-06-11,55.0499992370605,55.5299987792969,54,55.0099983215332,3383100,52.0395545959473
2014-06-12,55,55,54.2900009155273,54.5200004577637,1557500,51.5760192871094
2014-06-13,54.4900016784668,55.3400001525879,54.1300010681152,54.9799995422363,1846700,52.0111808776855
2014-06-16,55,56.6300010681152,54.9900016784668,55.9900016784668,3236500,52.9666442871094
2014-06-17,56.0200004577637,56.4799995422363,55.4900016784668,55.560001373291,2137400,52.5598487854004
2014-06-18,55.5200004577637,55.8899993896484,54.7700004577637,55.810001373291,2082800,52.7963562011719
2014-06-19,55.7299995422363,56.5400009155273,55.4700012207031,56.4900016784668,1604300,53.4396362304688
2014-06-20,56.5400009155273,57.7700004577637,56.5400009155273,57.6100006103516,4023700,54.499153137207
2014-06-23,57.689998626709,58.5499992370605,57.5,58.0099983215332,2653400,54.877555847168
2014-06-24,57.9799995422363,57.9799995422363,56.4900016784668,56.5400009155273,2199100,53.4869422912598
2014-06-25,56.4799995422363,57.439998626709,55.810001373291,56.8499984741211,3186600,53.7801895141602
2014-06-26,56.5999984741211,56.7200012207031,54.5800018310547,55.7599983215332,5599100,52.7490539550781
2014-06-27,55.6599998474121,56.2700004577637,54.7000007629395,55.4300003051758,5525700,52.4368782043457
2014-06-30,55.6199989318848,56.8300018310547,55.5200004577637,56.3800010681152,3023600,53.335578918457
2014-07-01,56.7299995422363,57.2200012207031,55.7700004577637,56.0900001525879,3611700,53.0612373352051
2014-07-02,55.8899993896484,57.3899993896484,55.7299995422363,57.2700004577637,1666000,54.1775169372559
2014-07-03,57.2900009155273,57.75,56.689998626709,57.1100006103516,1044500,54.0261688232422
2014-07-07,56.9300003051758,57.0299987792969,55.3699989318848,55.4799995422363,1903800,52.4841804504395
2014-07-08,55.2400016784668,55.3800010681152,53.6100006103516,54.5200004577637,4583200,51.5760192871094
2014-07-09,54.75,55.6100006103516,54.2599983215332,54.9500007629395,1909400,51.9827919006348
2014-07-10,54.3600006103516,56.1100006103516,54.3600006103516,55.7000007629395,2656300,52.6922874450684
2014-07-11,55.5200004577637,56.1599998474121,55.0499992370605,55.939998626709,2469100,52.9193420410156
2014-07-14,56,56.3199996948242,55.3899993896484,55.7799987792969,1977600,52.7679786682129
2014-07-15,55.3699989318848,56.3899993896484,55.1199989318848,55.2099990844727,1917000,52.2287445068359
2014-07-16,58.5200004577637,61.439998626709,58.1800003051758,60.9900016784668,14306600,57.6966552734375
2014-07-17,61.2200012207031,62.9900016784668,60.3699989318848,60.6100006103516,7161600,57.3371696472168
2014-07-18,60.4599990844727,62.5499992370605,60.310001373291,62.439998626709,3319200,59.0683479309082
2014-07-21,62.0499992370605,62.0499992370605,60.9000015258789,61.5499992370605,3316900,58.2264137268066
2014-07-22,61.4700012207031,63.5999984741211,59.3899993896484,61.7700004577637,7262300,58.4345359802246
2014-07-23,62,62.6800003051758,61.0699996948242,62.0499992370605,2486300,58.6994094848633
2014-07-24,61.8899993896484,62.4099998474121,61.3899993896484,61.5,3002200,58.1791152954102
2014-07-25,62.7999992370605,64,62.5699996948242,62.9000015258789,4286400,59.5035095214844
2014-07-28,62.9500007629395,63.9000015258789,62.5999984741211,63.6500015258789,4053800,60.2130165100098
2014-07-29,63.7799987792969,65.2699966430664,62.7200012207031,65.0699996948242,4907000,61.5563430786133
2014-07-30,64.5800018310547,66.7099990844727,64.5800018310547,66.2600021362305,5152700,62.6820831298828
2014-07-31,65.5299987792969,65.5699996948242,64.5100021362305,65.3099975585938,4663300,61.7833633422852
2014-08-01,65.0899963378906,66.5,64.7699966430664,65.4899978637695,3627200,61.9536476135254
2014-08-04,65.9300003051758,66.2799987792969,65.0199966430664,65.8300018310547,3952900,62.2753105163574
2014-08-05,66.3600006103516,67.3899993896484,66.0999984741211,66.8000030517578,5630600,63.192928314209
2014-08-06,66.5599975585938,68.0899963378906,65.7399978637695,67.0299987792969,5097700,63.4105110168457
2014-08-07,67.4300003051758,68,66.9300003051758,67.2200012207031,2495500,63.5902481079102
2014-08-08,67.2099990844727,67.7200012207031,65.8499984741211,67.129997253418,3346200,63.5051002502441
2014-08-11,67.4000015258789,67.4000015258789,65.75,65.9300003051758,2750200,62.3699035644531
2014-08-12,65.8199996948242,66.0699996948242,65.0599975585938,65.4100036621094,3368500,61.8779830932617
2014-08-13,65.8099975585938,66.5699996948242,65.5599975585938,66.3899993896484,2739100,62.8050689697266
2014-08-14,66.7200012207031,67.3399963378906,66.6800003051758,67.1999969482422,1682600,63.5713157653809
2014-08-15,67.3499984741211,67.9899978637695,67.2600021362305,67.7399978637695,2330100,64.0821685791016
2014-08-18,68.1800003051758,69.1900024414062,68.0100021362305,68.870002746582,2826200,65.1511383056641
2014-08-19,69.1500015258789,69.1900024414062,67.879997253418,68.6900024414062,3738800,64.9808578491211
2014-08-20,68.3499984741211,68.7600021362305,67.7799987792969,68.5299987792969,2782000,64.8295059204102
2014-08-21,68.7699966430664,68.8300018310547,68.1999969482422,68.4499969482422,1956900,64.7538146972656
2014-08-22,68.5400009155273,69.4899978637695,68.5400009155273,69.2600021362305,1539200,65.5200805664062
2014-08-25,69.3600006103516,69.7200012207031,68.5299987792969,68.7699966430664,2152000,65.0565567016602
2014-08-26,68.9899978637695,69.5100021362305,68.8399963378906,69.2699966430664,2078500,65.5295486450195
2014-08-27,69.25,69.5800018310547,69.0400009155273,69.25,1240100,65.5106430053711
2014-08-28,69.1999969482422,69.4599990844727,68.9400024414062,68.9800033569336,1153100,65.2552032470703
2014-08-29,68.9800033569336,70.0699996948242,68.9800033569336,69.8199996948242,1779800,66.0498352050781
2014-09-02,70,70.2900009155273,69.0599975585938,70.1500015258789,1944400,66.3620223999023
2014-09-03,70.0999984741211,70.1500015258789,69.1399993896484,69.1500015258789,2258100,65.416015625
2014-09-04,69.1500015258789,69.25,67.4199981689453,68.0800018310547,5281400,64.4038009643555
2014-09-05,68.1800003051758,69.8600006103516,68.0599975585938,69.2399978637695,4968200,65.5011596679688
2014-09-08,69.5,70.4499969482422,69.3499984741211,70.2300033569336,2219400,66.4377136230469
2014-09-09,70.879997253418,72.4800033569336,70.6399993896484,70.6999969482422,3690800,66.88232421875
2014-09-10,70.620002746582,71.0899963378906,70.0199966430664,70.8300018310547,2374400,67.0053100585938
2014-09-11,70.7099990844727,72.4300003051758,70.7099990844727,72.3499984741211,2443100,68.443229675293
2014-09-12,72.5500030517578,73.1900024414062,71.0100021362305,71.5599975585938,2636400,67.6958847045898
2014-09-15,71.5699996948242,71.8899993896484,70.9000015258789,71.3399963378906,1597900,67.4877700805664
2014-09-16,71.1999969482422,72.1999969482422,70.9000015258789,71.6999969482422,3077800,67.8283233642578
2014-09-17,72.1600036621094,72.4400024414062,71.2799987792969,71.4800033569336,2049400,67.6202011108398
2014-09-18,71.7699966430664,72.7600021362305,71.370002746582,72.3600006103516,1807800,68.4526977539062
2014-09-19,72.8000030517578,73.629997253418,71.9400024414062,73.4800033569336,3008100,69.51220703125
2014-09-22,73.5599975585938,73.9400024414062,72.1399993896484,72.629997253418,2004700,68.7081146240234
2014-09-23,72.4300003051758,72.9899978637695,72,72.0800018310547,1962900,68.1878128051758
2014-09-24,72.379997253418,73.3499984741211,71.6100006103516,73.120002746582,1458700,69.1716461181641
2014-09-25,73.0100021362305,73.1800003051758,71.4000015258789,71.5400009155273,1929400,67.6769638061523
2014-09-26,71.7799987792969,72.2699966430664,70.3099975585938,71.1999969482422,1987600,67.3553161621094
2014-09-29,70.8199996948242,72.0999984741211,70.5899963378906,71.7699966430664,1872300,67.8945465087891
2014-09-30,72,72.1900024414062,70.4300003051758,70.5199966430664,3417100,66.7120361328125
2014-10-01,70.5199966430664,70.5199966430664,68.2600021362305,68.4499969482422,4445500,64.7538146972656
2014-10-02,68.75,69.5400009155273,67.1900024414062,69.370002746582,3472000,65.6241302490234
2014-10-03,69.7099990844727,71.629997253418,69.5,71.25,2992600,67.4026184082031
2014-10-06,71.5400009155273,71.7699966430664,70.0800018310547,70.9100036621094,2351400,67.0809783935547
2014-10-07,70.5100021362305,71.9400024414062,69.9100036621094,70.9899978637695,3457600,67.1566619873047
2014-10-08,71.2799987792969,72.3600006103516,70.3399963378906,72.0899963378906,3524900,68.197265625
2014-10-09,72,72.1100006103516,69.1399993896484,69.4800033569336,3260300,65.7282104492188
2014-10-10,69.2900009155273,71.0699996948242,68.8099975585938,69.0599975585938,3489900,65.3308868408203
2014-10-13,69.0400009155273,70.6699981689453,66.9599990844727,67.0500030517578,3896500,63.4294166564941
2014-10-14,67.5999984741211,68.0999984741211,64.9599990844727,66.9800033569336,3225500,63.3632202148438
2014-10-15,65.7300033569336,66.5100021362305,62.5,64.8399963378906,9486700,61.3387413024902
2014-10-16,66.5599975585938,68.9899978637695,65.0599975585938,68.2300033569336,11510000,64.5456924438477
2014-10-17,69.1999969482422,70.8899993896484,68.6500015258789,69.4400024414062,5445300,65.6903457641602
2014-10-20,69.379997253418,70.5800018310547,67.6900024414062,70.4599990844727,3966600,66.6552734375
2014-10-21,70.629997253418,71.7300033569336,70.4400024414062,71.6100006103516,4654700,67.7431869506836
2014-10-22,71.9000015258789,72.1999969482422,70.0199966430664,70.2399978637695,2948800,66.4471588134766
2014-10-23,71.0800018310547,71.9899978637695,70.3000030517578,71.3600006103516,2218600,67.5066986083984
2014-10-24,71.75,72.0899963378906,70.5899963378906,72.0699996948242,2228200,68.1783294677734
2014-10-27,71.8899993896484,72.1999969482422,70.9899978637695,71.4000015258789,2563100,67.5445327758789
2014-10-28,72.25,72.8499984741211,69.0400009155273,71.2799987792969,6686300,67.4310150146484
2014-10-29,70.6600036621094,71.9899978637695,69.5800018310547,69.9199981689453,3858600,66.1444396972656
2014-10-30,69.6600036621094,69.8199996948242,68.4499969482422,69.4000015258789,3984500,65.6525268554688
2014-10-31,70.5800018310547,70.9000015258789,68.9100036621094,70.0500030517578,3329200,66.2674179077148
2014-11-03,70.3399963378906,72.5400009155273,69.8399963378906,70.2300033569336,4263600,66.4377136230469
2014-11-04,70.3600006103516,70.5199966430664,68.8600006103516,69.3399963378906,5719200,65.5957489013672
2014-11-05,69.7300033569336,70.1800003051758,67.2699966430664,67.8499984741211,7309000,64.1862030029297
2014-11-06,67.9100036621094,69.120002746582,67.8600006103516,68.9700012207031,3543300,65.2457427978516
2014-11-07,68.75,69.1100006103516,64.3000030517578,65.75,13825000,62.1996116638184
2014-11-10,66.1500015258789,67.6100006103516,65.4400024414062,65.75,7421700,62.1996116638184
2014-11-11,65.9199981689453,66.9199981689453,65.4700012207031,66.0100021362305,4765200,62.4455795288086
2014-11-12,64.75,65.4100036621094,63.7599983215332,64.8399963378906,6893700,61.3387413024902
2014-11-13,65,65.6999969482422,63.810001373291,64.7699966430664,4640400,61.2725296020508
2014-11-14,64.7799987792969,64.8899993896484,62.75,62.939998626709,9777400,59.5413475036621
2014-11-17,63.3199996948242,65.75,63.310001373291,65.7300033569336,4898300,62.1806945800781
2014-11-18,65.8099975585938,67.9599990844727,65.8099975585938,67.2300033569336,5835700,63.5997009277344
2014-11-19,67.379997253418,67.629997253418,66.8000030517578,67.0400009155273,2892600,63.4199523925781
2014-11-20,66.6999969482422,67.9100036621094,66.3399963378906,67.870002746582,3553400,64.2051467895508
2014-11-21,68.2300033569336,68.7399978637695,67.6800003051758,68.4700012207031,3268300,64.7727584838867
2014-11-24,68.5,70.2200012207031,68.1999969482422,69.4300003051758,4630700,65.6808929443359
2014-11-25,69.4700012207031,70.0199966430664,69.1100006103516,69.5999984741211,1863900,65.8417129516602
2014-11-26,69.5699996948242,69.879997253418,69.2399978637695,69.4800033569336,1842200,65.7282104492188
2014-11-28,69.0500030517578,70.0100021362305,68.8000030517578,69.6900024414062,1031300,65.926872253418
2014-12-01,69.9100036621094,69.9100036621094,68.0100021362305,68.6900024414062,3725900,64.9808578491211
2014-12-02,68.4899978637695,69.2900009155273,68.2300033569336,68.9499969482422,2810800,65.2268295288086
2014-12-03,69.3899993896484,70.7099990844727,69.2399978637695,70.5999984741211,3528000,66.787727355957
2014-12-04,71.2399978637695,72.9800033569336,70.9599990844727,72.5299987792969,5132900,68.6135177612305
2014-12-05,72.9300003051758,74.7399978637695,72.5699996948242,74,10148900,70.0041351318359
2014-12-08,74.3499984741211,74.8000030517578,73.6699981689453,74.3499984741211,3797500,70.3352279663086
2014-12-09,73.3499984741211,74.0899963378906,72.7600021362305,73.879997253418,3449600,69.8905868530273
2014-12-10,73.5199966430664,73.6500015258789,72.3099975585938,72.5999984741211,2991300,68.6797332763672
2014-12-11,73.0500030517578,74.3300018310547,72.5899963378906,73.5599975585938,3021900,69.5878677368164
2014-12-12,73.4700012207031,74.6600036621094,72.9100036621094,72.9400024414062,3048400,69.0013809204102
2014-12-15,73.2399978637695,73.9800033569336,72.1800003051758,73.4899978637695,3498800,69.5216598510742
