"Fecha","LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted"
2014-01-03,129.5,130,129.360000610352,129.679992675781,737600,107.034797668457
2014-01-06,130,130.149993896484,129.220001220703,129.490005493164,1160100,106.877990722656
2014-01-07,129.570007324219,130.570007324219,129.220001220703,130.240005493164,1183600,107.497024536133
2014-01-08,130.039993286133,131,129.380004882812,130.929992675781,1262500,108.066520690918
2014-01-09,131,131.220001220703,130.529998779297,131,1665000,108.124298095703
2014-01-10,131,132.550003051758,130.970001220703,132.490005493164,1311500,109.354118347168
2014-01-13,131.619995117188,132.850006103516,130.660003662109,130.800003051758,1246000,107.959251403809
2014-01-14,131.009994506836,132.100006103516,130.449996948242,131.860000610352,709600,108.834136962891
2014-01-15,131.970001220703,133.320007324219,131.619995117188,132.919998168945,924700,109.709022521973
2014-01-16,132.320007324219,132.910003662109,132.130004882812,132.570007324219,865600,109.420150756836
2014-01-17,132.25,133.360000610352,132.25,132.440002441406,1230000,109.312866210938
2014-01-21,133.410003662109,134.229995727539,132.220001220703,133.210006713867,771600,109.948387145996
2014-01-22,133.509994506836,133.589996337891,132.720001220703,133.210006713867,717800,109.948387145996
2014-01-23,131.889999389648,133.190002441406,131.039993286133,131.279998779297,1602000,108.355430603027
2014-01-24,130.479995727539,130.479995727539,126.949996948242,126.970001220703,2067100,104.798057556152
2014-01-27,127.180000305176,127.51000213623,125.639999389648,125.73999786377,2671600,103.782844543457
2014-01-28,125.949996948242,126.589996337891,125.449996948242,125.699996948242,1915200,103.749816894531
2014-01-29,126.5,129.479995727539,125,127.330001831055,2654800,105.095169067383
2014-01-30,126.889999389648,127.26000213623,125.25,125.48999786377,1806800,103.576454162598
2014-01-31,123.930000305176,125.660003662109,123.610000610352,124.720001220703,1794200,102.940940856934
2014-02-03,124.870002746582,125.779998779297,121.269996643066,121.51000213623,2278400,100.291481018066
2014-02-04,122.819999694824,123.360000610352,121.959999084473,122.379997253418,1354100,101.009552001953
2014-02-05,121.430000305176,122.970001220703,121.220001220703,122.709999084473,1384600,101.281967163086
2014-02-06,122.709999084473,124.319999694824,122.279998779297,124.279998779297,1342400,102.577735900879
2014-02-07,125.089996337891,127.169998168945,124.51000213623,127.059997558594,1688800,104.87232208252
2014-02-10,127.050003051758,128.080001831055,126.319999694824,127.680000305176,1097700,105.384048461914
2014-02-11,127.690002441406,128.690002441406,127.199996948242,128.429992675781,1225100,106.003082275391
2014-02-12,128.660003662109,129.199996948242,127.889999389648,128.080001831055,1013500,105.714202880859
2014-02-13,127.5,129.789993286133,127.330001831055,129.410003662109,994300,106.811973571777
2014-02-14,129.350006103516,130.5,129.050003051758,129.809997558594,1241100,107.142112731934
2014-02-18,130.199996948242,130.360000610352,129.449996948242,129.720001220703,1356300,107.067817687988
2014-02-19,129.729995727539,130.070007324219,127.980003356934,128.149993896484,1244900,105.771965026855
2014-02-20,128.300003051758,128.570007324219,127.269996643066,128.070007324219,1101900,105.705955505371
2014-02-21,128.259994506836,128.869995117188,127.76000213623,128.070007324219,1415300,105.705955505371
2014-02-24,127.809997558594,128.320007324219,127.129997253418,127.150001525879,1602500,104.946586608887
2014-02-25,127.650001525879,129.259994506836,127.199996948242,128.800003051758,1007000,106.308479309082
2014-02-26,128.800003051758,130,128.589996337891,128.830001831055,1222800,106.333251953125
2014-02-27,128.339996337891,130,128.220001220703,129.850006103516,965500,107.175140380859
2014-02-28,129.960006713867,131.149993896484,129.800003051758,130.369995117188,1292200,107.60432434082
2014-03-03,129.710006713867,130.710006713867,129.110000610352,130.289993286133,936700,107.538269042969
2014-03-04,132.050003051758,132.050003051758,130.610000610352,131,1462700,108.124298095703
2014-03-05,130.850006103516,130.869995117188,129.539993286133,129.550003051758,1045700,107.460708618164
2014-03-06,130,130.979995727539,129.460006713867,130.830001831055,901200,108.522476196289
2014-03-07,131.080001831055,131.279998779297,130.619995117188,131.070007324219,761200,108.721557617188
2014-03-10,130.889999389648,131.649993896484,130.589996337891,131.580001831055,790600,109.144569396973
2014-03-11,131.529998779297,132.160003662109,131.279998779297,131.589996337891,1297900,109.152870178223
2014-03-12,131.289993286133,135.240005493164,130.660003662109,132.080001831055,1652200,109.55933380127
2014-03-13,132.279998779297,132.679992675781,131.699996948242,132.050003051758,1657600,109.53443145752
2014-03-14,131.479995727539,132.75,131.429992675781,131.75,1426100,109.285614013672
2014-03-17,132.139999389648,133.600006103516,131.830001831055,132.419998168945,983900,109.841361999512
2014-03-18,132.669998168945,132.960006713867,131.809997558594,132.839996337891,1162100,110.189735412598
2014-03-19,133.199996948242,134.809997558594,132.039993286133,132.660003662109,1629800,110.040458679199
2014-03-20,132.190002441406,132.699996948242,132.020004272461,132.509994506836,952300,109.916000366211
2014-03-21,133.559997558594,134.009994506836,132.229995727539,132.919998168945,2424800,110.256103515625
2014-03-24,133.449996948242,133.779998779297,131.490005493164,131.75,872100,109.285614013672
2014-03-25,132.380004882812,132.559997558594,130.639999389648,131.350006103516,1110700,108.953819274902
2014-03-26,131.539993286133,131.779998779297,129.630004882812,129.660003662109,1269100,107.551956176758
2014-03-27,129.679992675781,129.889999389648,128.649993896484,128.800003051758,1225700,106.838584899902
2014-03-28,129.320007324219,129.75,128.550003051758,129.339996337891,1243600,107.286506652832
2014-03-31,130.169998168945,131.130004882812,129.820007324219,130.970001220703,1208000,108.638580322266
2014-04-01,132.559997558594,132.699996948242,130.399993896484,131.059997558594,905000,108.713256835938
2014-04-02,130.979995727539,132.050003051758,130.669998168945,131.610000610352,974200,109.169486999512
2014-04-03,132.070007324219,132.690002441406,131.229995727539,131.229995727539,959900,108.854232788086
2014-04-04,132.050003051758,132.25,129.389999389648,129.460006713867,851800,107.38606262207
2014-04-07,129.479995727539,129.820007324219,127.51000213623,127.569999694824,1107600,105.818321228027
2014-04-08,127.5,128.979995727539,127.269996643066,128.210006713867,1648800,106.349197387695
2014-04-09,127.76000213623,130.5,127.76000213623,130.309997558594,1259100,108.09114074707
2014-04-10,130.369995117188,131.020004272461,128.100006103516,128.139999389648,1250800,106.291122436523
2014-04-11,127.690002441406,128.940002441406,126.949996948242,127,1474500,105.345542907715
2014-04-14,128.190002441406,128.229995727539,126.470001220703,127.26000213623,1222200,105.561172485352
2014-04-15,127.51000213623,129.279998779297,127.290000915527,129.190002441406,1610400,107.162094116211
2014-04-16,130.160003662109,131.679992675781,129.770004272461,131.550003051758,941200,109.119735717773
2014-04-17,131.559997558594,132.300003051758,131.089996337891,131.860000610352,876500,109.376846313477
2014-04-21,132.160003662109,133.070007324219,131.690002441406,132.889999389648,1208200,110.231224060059
2014-04-22,133.100006103516,133.240005493164,131.800003051758,131.970001220703,1532100,109.46809387207
2014-04-23,127.589996337891,131.970001220703,127.589996337891,131.699996948242,1286200,109.244132995605
2014-04-24,132.100006103516,132.110000610352,130.490005493164,130.649993896484,1227800,108.373168945312
2014-04-25,130.289993286133,130.630004882812,129.050003051758,129.360000610352,888500,107.303115844727
2014-04-28,129.759994506836,130.339996337891,128.770004272461,129.399993896484,1217400,107.336288452148
2014-04-29,129.410003662109,130.110000610352,128.429992675781,128.460006713867,1014100,106.556564331055
2014-04-30,128.990005493164,130.710006713867,128.389999389648,130.550003051758,1860000,108.29020690918
2014-05-01,130.830001831055,130.919998168945,129.559997558594,130.289993286133,902500,108.074516296387
2014-05-02,130.070007324219,131.119995117188,130.020004272461,131,787600,108.663482666016
2014-05-05,130.529998779297,130.869995117188,129.960006713867,130.649993896484,806100,108.373168945312
2014-05-06,130.25,131.309997558594,130.100006103516,130.429992675781,847100,108.19066619873
2014-05-07,130.789993286133,131.080001831055,129.929992675781,130,1590300,107.833992004395
2014-05-08,130.589996337891,130.970001220703,129.550003051758,130.169998168945,989500,107.974998474121
2014-05-09,130.179992675781,130.490005493164,129.380004882812,130.100006103516,652900,107.916954040527
2014-05-12,130.690002441406,131.289993286133,130.100006103516,131.070007324219,587500,108.721557617188
2014-05-13,131.050003051758,131.419998168945,130.539993286133,131,630700,108.663482666016
2014-05-14,131.009994506836,131.729995727539,130.339996337891,131.429992675781,561300,109.020156860352
2014-05-15,131.020004272461,131.289993286133,129.649993896484,130.360000610352,788100,108.132621765137
2014-05-16,130.289993286133,131.160003662109,129.970001220703,131,775700,108.663482666016
2014-05-19,130.660003662109,131.600006103516,130.570007324219,131.539993286133,609200,109.111389160156
2014-05-20,131.479995727539,131.690002441406,130.039993286133,130.190002441406,717900,107.991600036621
2014-05-21,130.240005493164,130.789993286133,130.029998779297,130.509994506836,684200,108.257026672363
2014-05-22,130.399993896484,131.059997558594,129.960006713867,130.289993286133,522800,108.074516296387
2014-05-23,130.039993286133,131.039993286133,130.039993286133,130.929992675781,501600,108.605422973633
2014-05-27,131.270004272461,131.660003662109,130.740005493164,130.830001831055,674100,108.522476196289
2014-05-28,130.949996948242,131.199996948242,130.149993896484,130.169998168945,684900,107.974998474121
2014-05-29,130.600006103516,132.619995117188,130.100006103516,132.5,752900,109.907707214355
2014-05-30,132.059997558594,132.429992675781,131.729995727539,132.240005493164,1097500,109.69206237793
2014-06-02,132,134.190002441406,131.779998779297,134.029998779297,1066100,111.176834106445
2014-06-03,133.800003051758,134.110000610352,133.25,133.679992675781,962400,110.886535644531
2014-06-04,133.139999389648,133.580001831055,132.580001831055,132.729995727539,506300,110.636444091797
2014-06-05,132.669998168945,133.75,131.919998168945,133.690002441406,670700,111.436660766602
2014-06-06,134,134.759994506836,133.630004882812,134.669998168945,659100,112.253509521484
2014-06-09,134.669998168945,134.839996337891,133.479995727539,133.779998779297,698500,111.511650085449
2014-06-10,133.770004272461,134.240005493164,133.039993286133,133.589996337891,671800,111.353286743164
2014-06-11,133.350006103516,133.570007324219,132.350006103516,132.479995727539,614700,110.428062438965
2014-06-12,132.229995727539,132.630004882812,130.720001220703,130.990005493164,680000,109.186080932617
2014-06-13,131.119995117188,131.940002441406,130.649993896484,131.529998779297,674200,109.636169433594
2014-06-16,131.440002441406,131.559997558594,130.350006103516,130.610000610352,872900,108.869346618652
2014-06-17,130.389999389648,130.990005493164,130.199996948242,130.839996337891,947700,109.061050415039
2014-06-18,130.449996948242,132.850006103516,130.449996948242,132.350006103516,1547400,110.319717407227
2014-06-19,132.199996948242,132.630004882812,131.169998168945,131.5,992100,109.611190795898
2014-06-20,131.970001220703,132.240005493164,131.449996948242,132.110000610352,1029000,110.119659423828
2014-06-23,131.899993896484,132.5,131.729995727539,131.860000610352,514100,109.911277770996
2014-06-24,131.899993896484,132.270004272461,131.160003662109,131.210006713867,556300,109.36946105957
2014-06-25,131.410003662109,132.179992675781,131.149993896484,131.389999389648,589300,109.51953125
2014-06-26,131.429992675781,131.529998779297,130.279998779297,131.029998779297,1152800,109.219429016113
2014-06-27,130.899993896484,131.940002441406,130.449996948242,131.899993896484,1005500,109.944618225098
2014-06-30,132.429992675781,133.740005493164,131.75,132.839996337891,1521200,110.728164672852
2014-07-01,133.279998779297,133.410003662109,132.259994506836,132.839996337891,654700,110.728164672852
2014-07-02,132.520004272461,133.229995727539,132.100006103516,132.729995727539,670400,110.636444091797
2014-07-03,132.75,133.330001831055,132.160003662109,133.300003051758,531200,111.111557006836
2014-07-07,133.029998779297,133.210006713867,132.339996337891,133,936400,110.861526489258
2014-07-08,132.770004272461,133.070007324219,132.259994506836,132.779998779297,729600,110.678131103516
2014-07-09,133.119995117188,133.119995117188,131.800003051758,132.410003662109,694900,110.369720458984
2014-07-10,131.509994506836,132.350006103516,131.490005493164,131.869995117188,583500,109.91960144043
2014-07-11,131.699996948242,131.800003051758,131.369995117188,131.589996337891,508900,109.686210632324
2014-07-14,132.330001831055,132.580001831055,131.600006103516,132.410003662109,706000,110.369720458984
2014-07-15,133.089996337891,133.580001831055,132.479995727539,132.660003662109,941500,110.578125
2014-07-16,133.100006103516,133.649993896484,132.710006713867,133.550003051758,845200,111.319969177246
2014-07-17,132.699996948242,133.210006713867,131.539993286133,131.669998168945,812900,109.752891540527
2014-07-18,132.199996948242,133.149993896484,131.410003662109,132.770004272461,1074000,110.669815063477
2014-07-21,132.330001831055,132.429992675781,131.419998168945,131.479995727539,688300,109.594520568848
2014-07-22,131.779998779297,132.410003662109,131.509994506836,131.690002441406,1007200,109.769546508789
2014-07-23,130.460006713867,131.630004882812,128.669998168945,131.149993896484,1963500,109.319435119629
2014-07-24,130.449996948242,130.949996948242,129.100006103516,129.229995727539,1695200,107.719047546387
2014-07-25,129.100006103516,130.639999389648,128.830001831055,130.539993286133,1060900,108.810997009277
2014-07-28,130.630004882812,131.259994506836,130.169998168945,130.300003051758,850700,108.610961914062
2014-07-29,130.179992675781,130.429992675781,128.649993896484,128.679992675781,1090200,107.260597229004
2014-07-30,129.350006103516,129.759994506836,128.5,129.220001220703,869300,107.710723876953
2014-07-31,129.130004882812,129.570007324219,128.029998779297,128.139999389648,1280200,106.810485839844
2014-08-01,127.699996948242,128.820007324219,127.389999389648,128.229995727539,1322700,106.885498046875
2014-08-04,128.990005493164,129.179992675781,127.620002746582,128.910003662109,801100,107.452301025391
2014-08-05,128.740005493164,128.899993896484,126.580001831055,127.050003051758,1243700,105.901931762695
2014-08-06,127.050003051758,128.259994506836,126.980003356934,127.879997253418,1094200,106.59375
2014-08-07,128.050003051758,128.449996948242,126.970001220703,127.040000915527,692900,105.893562316895
2014-08-08,127.099998474121,128.990005493164,126.620002746582,128.899993896484,653600,107.443946838379
2014-08-11,128.970001220703,129.789993286133,128.389999389648,128.559997558594,791700,107.160568237305
2014-08-12,128.559997558594,129.220001220703,128.089996337891,128.869995117188,779800,107.418968200684
2014-08-13,129.429992675781,130.070007324219,129.139999389648,129.419998168945,533700,107.877418518066
2014-08-14,129.5,130.009994506836,129.259994506836,129.690002441406,509100,108.102470397949
2014-08-15,130.160003662109,130.460006713867,128.720001220703,129.580001831055,858200,108.010780334473
2014-08-18,130.210006713867,130.740005493164,130.009994506836,130.699996948242,788500,108.944381713867
2014-08-19,130.600006103516,130.839996337891,130.100006103516,130.589996337891,842100,108.852691650391
2014-08-20,130.559997558594,130.559997558594,129.429992675781,130.429992675781,1305600,108.719314575195
2014-08-21,130.580001831055,131.830001831055,130.179992675781,131.460006713867,772800,109.57787322998
2014-08-22,131,131.350006103516,130.509994506836,130.759994506836,730800,108.99437713623
2014-08-25,131.259994506836,131.770004272461,131.029998779297,131.649993896484,784800,109.736213684082
2014-08-26,131.910003662109,131.979995727539,131.300003051758,131.360000610352,719800,109.494506835938
2014-08-27,131.399993896484,131.740005493164,130.860000610352,131.139999389648,503900,109.311126708984
2014-08-28,130.539993286133,131.720001220703,130.110000610352,131.440002441406,553300,109.561180114746
2014-08-29,131.919998168945,131.919998168945,131.050003051758,131.550003051758,570000,109.652893066406
2014-09-02,131.820007324219,131.979995727539,131.139999389648,131.660003662109,768800,109.744552612305
2014-09-03,131.559997558594,132.610000610352,131.419998168945,132.229995727539,874700,110.219680786133
2014-09-04,130.899993896484,131.949996948242,130.899993896484,131.880004882812,1160800,110.470977783203
2014-09-05,131.699996948242,132.559997558594,131.470001220703,132.559997558594,748900,111.040580749512
2014-09-08,132.240005493164,133.119995117188,132.009994506836,132.529998779297,900400,111.015472412109
2014-09-09,132.25,132.369995117188,131.820007324219,132.110000610352,1213700,110.663642883301
2014-09-10,131.880004882812,132.820007324219,131.5,132.800003051758,1139400,111.241638183594
2014-09-11,132.110000610352,132.949996948242,130.919998168945,131.160003662109,1782600,109.867866516113
2014-09-12,131.289993286133,132.210006713867,131.089996337891,131.630004882812,1014200,110.261566162109
2014-09-15,131.520004272461,131.899993896484,130.919998168945,131.550003051758,810000,110.19457244873
2014-09-16,131.610000610352,132.690002441406,130.910003662109,132.190002441406,866900,110.730651855469
2014-09-17,132.669998168945,133.089996337891,131.850006103516,132.490005493164,1069200,110.981964111328
2014-09-18,132.830001831055,134,132.570007324219,133.460006713867,1250800,111.794502258301
2014-09-19,134.059997558594,134.059997558594,133.110000610352,133.520004272461,1756900,111.844749450684
2014-09-22,133.479995727539,133.860000610352,132.949996948242,133.169998168945,1402100,111.551567077637
2014-09-23,133.029998779297,133.059997558594,132.009994506836,132.039993286133,1094700,110.604965209961
2014-09-24,132.399993896484,133.770004272461,132.020004272461,133.75,1233300,112.037391662598
2014-09-25,133.490005493164,133.509994506836,131.75,131.759994506836,1403500,110.370460510254
2014-09-26,131.740005493164,132.619995117188,131.710006713867,132.559997558594,1160800,111.040580749512
2014-09-29,131.149993896484,132.160003662109,130.339996337891,130.880004882812,1587300,109.633323669434
2014-09-30,130.479995727539,131.089996337891,128.990005493164,129,1603800,108.058517456055
2014-10-01,128.809997558594,129.289993286133,125.589996337891,125.830001831055,2243100,105.403129577637
2014-10-02,125.449996948242,125.76000213623,124.410003662109,125.300003051758,1887900,104.959167480469
2014-10-03,125.650001525879,126.089996337891,125.01000213623,125.519996643066,1179200,105.143463134766
2014-10-06,126,126.540000915527,125.220001220703,125.620002746582,1973800,105.227210998535
2014-10-07,125.190002441406,125.360000610352,123.449996948242,123.470001220703,1083800,103.426254272461
2014-10-08,123.849998474121,125.069999694824,122.199996948242,124.940002441406,1348800,104.657608032227
2014-10-09,124.860000610352,125.099998474121,121.669998168945,121.980003356934,1413700,102.178108215332
2014-10-10,121.75,122.26000213623,120.400001525879,120.769996643066,2291200,101.164535522461
2014-10-13,121,121.559997558594,118.709999084473,118.809997558594,1448200,99.5227355957031
2014-10-14,119.300003051758,121.279998779297,118.959999084473,120.190002441406,1360200,100.6787109375
2014-10-15,118.819999694824,121.559997558594,117.319999694824,121.389999389648,2352800,101.683876037598
2014-10-16,120.139999389648,123.160003662109,120.099998474121,122.360000610352,1444000,102.496429443359
2014-10-17,122.870002746582,124.660003662109,122.830001831055,124.110000610352,1438400,103.962348937988
2014-10-20,123.360000610352,125.629997253418,123.319999694824,125.51000213623,1003000,105.135063171387
2014-10-21,126.430000305176,128.149993896484,125.529998779297,127.569999694824,1623500,106.860641479492
2014-10-22,128.330001831055,128.669998168945,126.980003356934,127.01000213623,1366700,106.391563415527
2014-10-23,128.169998168945,128.339996337891,126.339996337891,126.580001831055,1606800,106.031364440918
2014-10-24,126.51000213623,128,126.419998168945,127.720001220703,868100,106.986335754395
2014-10-27,126.23999786377,126.879997253418,124.949996948242,125.51000213623,1802700,105.135063171387
2014-10-28,126.339996337891,126.980003356934,125.23999786377,125.699996948242,2932700,105.294219970703
2014-10-29,122.339996337891,124.98999786377,121.980003356934,122.610000610352,5268800,102.705841064453
2014-10-30,122.349998474121,123.669998168945,121.650001525879,122.669998168945,1881700,102.756080627441
2014-10-31,124.220001220703,126.01000213623,123.290000915527,125.98999786377,2752200,105.537124633789
2014-11-03,126.199996948242,126.300003051758,123.800003051758,124.419998168945,1870400,104.222007751465
2014-11-04,124.419998168945,124.949996948242,123.599998474121,124.269996643066,1076100,104.09635925293
2014-11-05,124.980003356934,125.870002746582,124.410003662109,125.769996643066,1240600,105.352821350098
2014-11-06,125.559997558594,126.660003662109,125.23999786377,126.569999694824,894400,106.022979736328
2014-11-07,126.910003662109,126.970001220703,125.959999084473,126.669998168945,868500,106.106750488281
2014-11-10,126.690002441406,126.720001220703,125.459999084473,126.370002746582,1222700,105.855461120605
2014-11-11,126.440002441406,127,126.25,126.699996948242,721600,106.131874084473
2014-11-12,126.029998779297,126.98999786377,125.709999084473,126.230003356934,979200,105.738189697266
2014-11-13,126.639999389648,126.910003662109,125.940002441406,126.730003356934,816200,106.157028198242
2014-11-14,127.019996643066,127.019996643066,125.610000610352,125.860000610352,886100,105.428253173828
2014-11-17,126.019996643066,126.769996643066,125.779998779297,126.26000213623,757400,105.763320922852
2014-11-18,126.559997558594,128.229995727539,126.069999694824,127.830001831055,1291600,107.07844543457
2014-11-19,127.970001220703,128.470001220703,127.5,128.259994506836,1007600,107.438629150391
2014-11-20,127.690002441406,129.119995117188,127.529998779297,128.820007324219,991800,107.907745361328
2014-11-21,129.850006103516,131.179992675781,129.839996337891,130.550003051758,1342300,109.356895446777
2014-11-24,130.720001220703,130.779998779297,129.350006103516,129.479995727539,974800,108.460571289062
2014-11-25,129.490005493164,129.929992675781,128.570007324219,128.649993896484,1230600,107.765289306641
2014-11-26,128.580001831055,129.910003662109,128.300003051758,129.880004882812,965500,108.79566192627
2014-11-28,130.449996948242,130.740005493164,128.139999389648,128.380004882812,633100,107.539154052734
2014-12-01,127.910003662109,128.309997558594,126.940002441406,127.559997558594,1093300,106.852294921875
2014-12-02,127.819999694824,128.490005493164,127.48999786377,128.449996948242,889600,107.597778320312
2014-12-03,127.769996643066,129.910003662109,127.25,129.699996948242,1240800,109.197441101074
2014-12-04,129.649993896484,129.860000610352,128.800003051758,129.509994506836,729900,109.037483215332
2014-12-05,129.339996337891,129.839996337891,129.149993896484,129.529998779297,749500,109.054344177246
2014-12-08,129.289993286133,129.320007324219,127.860000610352,128.070007324219,1045100,107.825119018555
2014-12-09,127.849998474121,128.080001831055,126.919998168945,127.699996948242,1137900,107.513595581055
2014-12-10,127.690002441406,127.709999084473,125.319999694824,125.599998474121,1234000,105.745552062988
2014-12-11,125.790000915527,127.26000213623,125.769996643066,126.26000213623,1169000,106.301231384277
2014-12-12,124.970001220703,125.569999694824,123.720001220703,123.720001220703,1257500,104.162742614746
2014-12-15,124.440002441406,124.779998779297,123.339996337891,123.910003662109,1540400,104.322738647461
2014-12-16,122.400001525879,126.199996948242,121.959999084473,123.269996643066,1284300,103.78385925293
2014-12-17,124.150001525879,126.76000213623,123.860000610352,126.480003356934,1119500,106.486450195312
2014-12-18,127.25,130.470001220703,127.050003051758,130.449996948242,1656900,109.828887939453
2014-12-19,130.570007324219,130.800003051758,129.460006713867,130.050003051758,2038700,109.492134094238
2014-12-22,129.910003662109,131.350006103516,129.600006103516,131.339996337891,932400,110.578193664551
2014-12-23,131.699996948242,132.5,131.429992675781,132.089996337891,1026300,111.20964050293
2014-12-24,132.25,132.350006103516,131.669998168945,131.740005493164,422900,110.914993286133
2014-12-26,132.199996948242,132.949996948242,131.669998168945,132.229995727539,444000,111.327499389648
2014-12-29,131.869995117188,132.649993896484,131.699996948242,132.320007324219,520500,111.4033203125
2014-12-30,131.899993896484,132.259994506836,131.210006713867,131.339996337891,640700,110.578193664551
2014-12-31,131.529998779297,131.699996948242,129.559997558594,129.559997558594,764900,109.079582214355
2015-01-02,129.639999389648,130.220001220703,128.850006103516,129.949996948242,683700,109.407897949219
2015-01-05,128.820007324219,129.059997558594,126.110000610352,126.519996643066,1165700,106.520126342773
2015-01-06,126.199996948242,127.019996643066,124.819999694824,124.900001525879,1349800,105.156227111816
2015-01-07,125.870002746582,126.650001525879,125.25,126.300003051758,861300,106.334899902344
2015-01-08,127.889999389648,128.860000610352,127.230003356934,128.380004882812,1089700,108.08610534668
2015-01-09,128.850006103516,128.850006103516,126.5,126.650001525879,989200,106.629577636719
2015-01-12,126.769996643066,127.309997558594,125.360000610352,126.370002746582,1026600,106.393844604492
2015-01-13,126.900001525879,127.48999786377,124.599998474121,125.5,1235000,105.661361694336
2015-01-14,123.279998779297,125,123.199996948242,124.589996337891,1231700,104.895202636719
2015-01-15,125,126.220001220703,124.400001525879,124.470001220703,787600,104.794174194336
2015-01-16,124.470001220703,124.680000305176,122.519996643066,123.529998779297,1990600,104.002784729004
2015-01-20,123.870002746582,125.339996337891,123.660003662109,124.910003662109,1563400,105.16463470459
2015-01-21,124.569999694824,125.949996948242,124.080001831055,125.669998168945,1030200,105.80451965332
2015-01-22,126.650001525879,127.690002441406,125.669998168945,127.459999084473,1170600,107.311538696289
2015-01-23,127.430000305176,127.540000915527,126.290000915527,126.339996337891,1066700,106.368598937988
2015-01-26,123.550003051758,125.569999694824,123.550003051758,124.519996643066,1408300,104.836288452148
2015-01-27,122.900001525879,124.629997253418,122.5,123.199996948242,1831900,103.724945068359
2015-01-28,124.190002441406,127.330001831055,122.599998474121,122.629997253418,2334800,103.245063781738
