"Fecha","BBWI.Open","BBWI.High","BBWI.Low","BBWI.Close","BBWI.Volume","BBWI.Adjusted"
2013-11-01,50.7437362670898,50.9700889587402,50.1859321594238,50.5739707946777,1772003,34.6254768371582
2013-11-04,50.6628952026367,51.1479377746582,50.6467247009277,50.9539222717285,1763591,34.8856010437012
2013-11-05,50.8892478942871,51.350040435791,50.5658836364746,50.8407440185547,2278554,34.8081207275391
2013-11-06,50.8811645507812,51.0428466796875,50.266773223877,50.9539222717285,2103642,34.8856010437012
2013-11-07,51.5521430969238,51.9320945739746,49.8625717163086,49.9676628112793,2859078,34.2103691101074
2013-11-08,50.1212615966797,50.9943428039551,50.1212615966797,50.8730812072754,1807876,34.8302574157715
2013-11-11,50.8407440185547,51.7542457580566,50.5497169494629,51.4632186889648,1703349,35.234302520752
2013-11-12,51.4227981567383,51.5117225646973,50.525463104248,50.9700889587402,2022371,34.8966674804688
2013-11-13,50.897331237793,52.0776062011719,50.897331237793,51.9401779174805,1646942,35.5608444213867
2013-11-14,51.9401779174805,52.8455924987793,51.7380752563477,52.4090538024902,2168585,35.8818664550781
2013-11-15,52.2554588317871,52.6192398071289,51.9644317626953,52.2716255187988,1674156,35.7877769470215
2013-11-18,52.5222320556641,52.8375091552734,51.7299919128418,51.980598449707,1749984,35.5885238647461
2013-11-19,51.7380752563477,51.9320945739746,51.544059753418,51.7542457580566,2309479,35.433536529541
2013-11-20,51.7704124450684,52.5303153991699,51.3581237792969,52.069522857666,2987355,35.6494140625
2013-11-21,51.4066276550293,52.5545692443848,50.8569107055664,52.3686332702637,2381596,36.0219650268555
2013-11-22,52.2150344848633,52.3282127380371,51.1479377746582,51.6895713806152,1991323,35.5548667907715
2013-11-25,51.9563446044922,52.3443832397461,51.7704124450684,51.9644317626953,1239350,35.7439346313477
2013-11-26,52.1422805786133,52.9426040649414,52.1018600463867,52.5303153991699,1538952,36.1331748962402
2013-11-27,52.4656448364258,52.8698463439941,52.1988677978516,52.7566680908203,1114661,36.2888717651367
2013-11-29,53.0315284729004,53.4842376708984,52.3767166137695,52.5383987426758,857241,36.138729095459
2013-12-02,52.4009704589844,54.2603073120117,52.4009704589844,52.9183502197266,1153008,36.4001007080078
2013-12-03,52.8294258117676,53.1204528808594,51.0428466796875,53.0315284729004,1189747,36.4779434204102
2013-12-04,51.7623291015625,52.0452728271484,50.6952285766602,51.1317710876465,2578032,35.1711845397949
2013-12-05,49.9514961242676,50.9377517700195,49.7089729309082,50.266773223877,3063183,34.5762062072754
2013-12-06,51.4551315307617,51.4551315307617,50.5012130737305,51.2045288085938,1132350,35.2212371826172
2013-12-09,51.2530326843262,51.4713020324707,50.1050910949707,50.194019317627,1917474,34.5261459350586
2013-12-10,50.3071937561035,50.5012130737305,49.7413101196289,49.9434127807617,1845728,34.3537712097168
2013-12-11,49.8140678405762,50.2829437255859,49.191593170166,49.3047714233398,1718317,33.9144744873047
2013-12-12,49.4260292053223,49.474536895752,48.6257057189941,49.1511726379395,1900403,33.8088226318359
2013-12-13,49.369441986084,49.7413101196289,49.013744354248,49.4502830505371,1596843,34.0145683288574
2013-12-16,45.0121269226074,50.1535987854004,45.0121269226074,48.9167327880859,1587442,33.6475639343262
2013-12-17,49.3290214538574,49.5634613037109,48.9733238220215,49.1188354492188,1296376,33.7865753173828
2013-12-18,49.1592559814453,49.8302345275879,48.9167327880859,49.7736473083496,1660796,34.2369956970215
2013-12-19,49.7898139953613,49.8383178710938,49.2481803894043,49.2481803894043,1242195,33.875560760498
2013-12-20,49.3128547668457,49.733226776123,49.2400970458984,49.3451881408691,2308737,33.9422836303711
2013-12-23,49.7170562744141,49.7170562744141,49.1350021362305,49.2966842651367,1546869,33.9089164733887
2013-12-24,50.2263526916504,51.4793853759766,49.3451881408691,49.5149574279785,818399,34.0590515136719
2013-12-26,50.5982208251953,50.7922401428223,49.5230407714844,50.0242538452148,992940,34.409366607666
2013-12-27,49.9434127807617,50,49.0541648864746,49.2077598571777,964365,33.8477478027344
2013-12-30,49.369441986084,49.5553741455078,49.1188354492188,49.3936958312988,939130,33.975643157959
2013-12-31,49.5715446472168,50.0970077514648,49.547290802002,50,989476,34.3926811218262
2014-01-02,49.8625717163086,50.541633605957,49.6443023681641,49.7898139953613,921936,34.2481079101562
2014-01-03,49.822151184082,50.3233642578125,49.5957946777344,49.7008895874023,987868,34.1869430541992
2014-01-06,49.9919166564941,50.1212615966797,49.3613586425781,49.3613586425781,1533262,33.9534034729004
2014-01-07,49.6685523986816,50.2344398498535,49.6685523986816,49.9595794677734,1264338,34.3648872375488
2014-01-08,49.1511726379395,49.5553741455078,48.5044441223145,48.6580429077148,2800939,33.4696235656738
2014-01-09,46.8876304626465,47.2918357849121,45.8852043151855,46.6855316162109,6539029,32.1128196716309
2014-01-10,46.6046905517578,47.0654792785645,46.1196441650391,46.7744522094727,2741316,32.1739883422852
2014-01-13,46.6855316162109,46.8391265869141,45.6507682800293,45.7639465332031,2457672,31.4789085388184
2014-01-14,45.7639465332031,46.1034774780273,45.4971694946289,45.6103477478027,4110304,31.373254776001
2014-01-15,45.7235260009766,46.7016983032227,45.1495552062988,45.9094581604004,3304398,31.5790061950684
2014-01-16,46.1843185424805,46.4510917663574,45.1091346740723,45.141471862793,3712113,31.0507354736328
2014-01-17,45.4810028076172,45.4810028076172,44.5189971923828,44.5998382568359,2693568,30.6781730651855
2014-01-21,44.7534370422363,44.874698638916,43.8480186462402,44.0824584960938,3931062,30.322286605835
2014-01-22,44.2037200927734,44.3815689086914,43.7429275512695,43.9046096801758,2720782,30.1999492645264
2014-01-23,43.6054954528809,43.9611968994141,43.2902183532715,43.3872261047363,3402863,29.8440704345703
2014-01-24,43.2578811645508,43.508487701416,42.4898948669434,42.5545692443848,3661520,29.2713298797607
2014-01-27,42.789005279541,43.3468055725098,42.5141487121582,42.6030731201172,3759243,29.3046855926514
2014-01-28,42.7566680908203,43.2497978210449,42.6919975280762,42.9021835327148,2889508,29.5104331970215
2014-01-29,42.7243347167969,42.9183502197266,41.8674201965332,42.1341972351074,5529637,28.9821701049805
2014-01-30,42.700080871582,42.8213424682617,42.3686332702637,42.5707359313965,2215343,29.28244972229
2014-01-31,42.0129356384277,42.5869026184082,41.8108329772949,42.3282127380371,2135062,29.115629196167
2014-02-03,42.4818115234375,42.6273231506348,41.0509300231934,41.1236877441406,3506648,28.2870960235596
2014-02-04,42.1341972351074,42.3120460510254,41.3904609680176,41.4793853759766,4079131,28.5317611694336
2014-02-05,42.1665306091309,44.4624099731445,41.4551315307617,41.8674201965332,4334077,28.7986698150635
2014-02-06,42.700080871582,44.0662879943848,42.5869026184082,43.6378326416016,6780244,30.0164470672607
2014-02-07,43.8641891479492,44.2037200927734,43.4842376708984,44.1228790283203,3232900,30.35009765625
2014-02-10,44.0582046508789,44.6806793212891,43.7671775817871,44.5189971923828,3936753,30.622579574585
2014-02-11,44.4624099731445,45.141471862793,44.4300727844238,45.036376953125,3324685,30.9784450531006
2014-02-12,45.1818923950195,45.2223129272461,43.7671775817871,44.0339546203613,3343116,30.2889156341553
2014-02-13,43.8399353027344,44.4704933166504,43.6620864868164,44.2764739990234,1995405,30.4557418823242
2014-02-14,44.139045715332,44.7291831970215,43.8884391784668,44.4866600036621,1935410,30.6003227233887
2014-02-18,44.6725959777832,45.2142295837402,44.4381561279297,44.7776870727539,2625904,30.8005065917969
2014-02-19,43.7671775817871,43.8965225219727,43.3548927307129,43.3791427612305,1973757,30.5782642364502
2014-02-20,43.3872261047363,43.597412109375,42.9021835327148,43.0961990356445,2082613,30.3788223266602
2014-02-21,43.1285362243652,43.6216659545898,43.055778503418,43.2740516662598,1874797,30.5041790008545
2014-02-24,43.4680671691895,44.0824584960938,43.3225555419922,43.4761505126953,2255670,30.6466445922852
2014-02-25,43.4680671691895,44.0258674621582,43.0881156921387,43.9692802429199,2610194,30.9942493438721
2014-02-26,44.2360534667969,46.0388031005859,44.0662879943848,45.7316093444824,4720145,32.2365341186523
2014-02-27,44.874698638916,46.297492980957,44.874698638916,45.3112373352051,3014940,31.9402103424072
2014-02-28,46.1438980102539,46.4349212646484,45.1657257080078,45.5375900268555,2391740,32.0997734069824
2014-03-03,45.0282936096191,45.3435745239258,44.874698638916,44.9878730773926,1525592,31.7122688293457
2014-03-04,45.2950706481934,45.8771209716797,45.230396270752,45.7962799072266,1963738,32.2821273803711
2014-03-05,45.7962799072266,46.5076789855957,45.7962799072266,46.491512298584,2902868,32.7721862792969
2014-03-06,47.0088920593262,47.033145904541,45.5537605285645,46.1438980102539,3213850,32.527156829834
2014-03-07,46.3702507019043,46.6936149597168,46.0630569458008,46.3783340454102,2849553,32.6924171447754
2014-03-10,46.2409057617188,46.8391265869141,45.9660453796387,46.7906227111816,2662395,32.9830322265625
2014-03-11,46.9846382141113,47.033145904541,45.7154426574707,46.2328224182129,2475856,32.5898361206055
2014-03-12,45.9175415039062,46.1600646972656,45.4001617431641,46.1358108520508,3765057,32.5214614868164
2014-03-13,46.386417388916,46.402587890625,45.6992721557617,45.860954284668,1504811,32.327709197998
2014-03-14,45.6750183105469,46.3621673583984,45.5699272155762,46.0226364135742,1484276,32.4416961669922
2014-03-17,46.1358108520508,46.4753456115723,45.9094581604004,46.3783340454102,1152884,32.6924171447754
2014-03-18,46.3621673583984,46.6289405822754,46.1600646972656,46.313663482666,1004939,32.6468276977539
2014-03-19,46.297492980957,46.7825393676758,46.0711402893066,46.3298301696777,1273492,32.6582221984863
2014-03-20,46.1196441650391,46.5319328308105,46.0064659118652,46.2732429504395,3665850,32.6183433532715
2014-03-21,46.8552932739258,47.7849655151367,46.669361114502,47.3969268798828,3359321,33.4104309082031
2014-03-24,47.5828628540039,47.8334693908691,46.4510917663574,46.8148765563965,2005919,33.0001335144043
2014-03-25,46.9927253723145,47.0412292480469,45.9983825683594,46.402587890625,1738232,32.7095108032227
2014-03-26,46.5723533630371,46.5723533630371,45.3678245544434,45.4001617431641,2714473,32.0028991699219
2014-03-27,45.4324989318848,45.68310546875,44.9878730773926,45.2708168029785,1897434,31.9117126464844
2014-03-28,45.3678245544434,45.8043632507324,45.1576385498047,45.7154426574707,1171934,32.2251358032227
2014-03-31,46.1196441650391,46.1196441650391,45.6588516235352,45.8932914733887,1348454,32.350513458252
2014-04-01,45.9417953491211,46.5319328308105,45.68310546875,46.4349212646484,1401521,32.732307434082
2014-04-02,46.5076789855957,47.5424423217773,46.5076789855957,47.5181884765625,1921061,33.4959030151367
2014-04-03,47.6313667297363,47.9062232971191,47.2756652832031,47.6394500732422,1503945,33.5813903808594
2014-04-04,48.1730003356934,48.4640274047852,46.8633804321289,47.0573959350586,1807504,33.171085357666
2014-04-07,46.7744522094727,46.8472099304199,45.8447875976562,46.0630569458008,3938979,32.4701728820801
2014-04-08,45.949878692627,46.944221496582,45.4244155883789,46.7987060546875,2910908,32.9887313842773
