"Fecha","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
2013-11-01,82.723876953125,83.67724609375,82.5046005249023,82.8573455810547,3243758,67.523567199707
2013-11-04,82.9431457519531,82.9431457519531,81.8944396972656,82.2853240966797,3398892,67.0573806762695
2013-11-05,82.0374450683594,82.6476058959961,81.4368286132812,82.3139266967773,2071914,67.0807189941406
2013-11-06,82.7715454101562,83.1242904663086,82.3615951538086,82.6762084960938,1881642,67.3759460449219
2013-11-07,82.6857376098633,82.9336166381836,81.3510208129883,81.4749603271484,2509101,66.3970184326172
2013-11-08,81.5321655273438,83.3816986083984,81.3891525268555,83.3626327514648,2875590,67.9353561401367
2013-11-11,83.2958984375,83.5819091796875,83.019416809082,83.3435668945312,2142611,67.9197998046875
2013-11-12,83.1624221801758,83.3244934082031,82.4283294677734,82.5522689819336,2557350,67.2749633789062
2013-11-13,82.3329925537109,83.4293670654297,82.1137161254883,83.4293670654297,2789265,67.9897232055664
2013-11-14,83.6581726074219,84.6782836914062,83.3244934082031,84.5352783203125,2936112,68.8909759521484
2013-11-15,84.163459777832,84.630615234375,84.0967254638672,84.4876098632812,2698114,68.8521347045898
2013-11-18,84.735481262207,85.3456420898438,84.4113388061523,84.544807434082,2534799,68.8987579345703
2013-11-19,83.9155883789062,84.3350677490234,83.6105041503906,83.7630462646484,1864649,68.6097793579102
2013-11-20,84.0395202636719,84.0395202636719,83.0384826660156,83.1528930664062,1884474,68.1100082397461
2013-11-21,83.3340301513672,83.9441833496094,83.2863616943359,83.8393173217773,1697348,68.6722717285156
2013-11-22,83.7725830078125,84.7259521484375,83.591438293457,84.6592102050781,2008245,69.3438339233398
2013-11-25,84.8498916625977,85.1072998046875,84.354133605957,84.4590072631836,1746332,69.1798553466797
2013-11-26,84.5162048339844,84.9452285766602,84.2969360351562,84.4018020629883,1923703,69.1330032348633
2013-11-27,84.8403549194336,85.2407684326172,84.5543441772461,84.7259521484375,1228275,69.3985443115234
2013-11-29,84.6878128051758,85.0024261474609,84.2683334350586,84.3827362060547,1212751,69.1173858642578
2013-12-02,84.354133605957,84.8403549194336,83.8965148925781,84.0299911499023,2152890,68.8284683227539
2013-12-03,83.8488464355469,83.8488464355469,82.638069152832,83.0098876953125,2430852,67.9929046630859
2013-12-04,82.7906112670898,83.2196273803711,82.1709213256836,82.7810745239258,2542141,67.8054428100586
2013-12-05,82.6571350097656,83.2291564941406,82.4664611816406,82.8096771240234,1881117,67.8289184570312
2013-12-06,83.972785949707,84.354133605957,83.6295776367188,84.2015991210938,1734794,68.9690093994141
2013-12-09,84.2587966918945,84.3922729492188,83.6391067504883,83.7725830078125,1893285,68.6176376342773
2013-12-10,83.5723724365234,84.163459777832,83.3435668945312,83.7439804077148,1856992,68.5941772460938
2013-12-11,83.6867752075195,83.7058410644531,82.2471923828125,82.4187927246094,3029046,67.5087203979492
2013-12-12,82.1995162963867,82.6571350097656,81.9135131835938,82.2662582397461,3069848,67.3837966918945
2013-12-13,82.5236663818359,83.3054275512695,81.7705078125,82.5713348388672,4396721,67.6336898803711
2013-12-16,82.8859481811523,83.6391067504883,82.4283294677734,83.2958984375,3284561,68.2271728515625
2013-12-17,83.4961013793945,83.8774490356445,82.4092636108398,82.447395324707,3835344,67.5321655273438
2013-12-18,82.7334060668945,84.354133605957,81.8944396972656,84.3255310058594,3758773,69.0705261230469
2013-12-19,83.9632568359375,84.5829467773438,83.867919921875,84.5066757202148,2683115,69.2189025878906
2013-12-20,84.6782836914062,85.8032608032227,84.4780731201172,85.3742446899414,4027504,69.9295272827148
2013-12-23,85.8032608032227,86.0034637451172,85.1930999755859,85.5363159179688,2410922,70.0622711181641
2013-12-24,85.7651214599609,86.3848114013672,85.5267791748047,86.2322692871094,896085,70.63232421875
2013-12-26,86.3562088012695,86.9663696289062,86.3276062011719,86.8519668579102,2279599,71.1399154663086
2013-12-27,87.0712356567383,87.1665725708008,86.8233642578125,86.8900985717773,1118034,71.1711807250977
2013-12-30,87.0617065429688,87.1761093139648,86.5564193725586,86.7566299438477,1521236,71.0618515014648
2013-12-31,86.6326904296875,87.2905120849609,86.4992141723633,87.109375,1527739,71.3507690429688
2014-01-02,86.7184906005859,86.8900985717773,85.8509292602539,86.1083374023438,1829511,70.5308227539062
2014-01-03,86.2704086303711,86.7184906005859,86.1178665161133,86.2990112304688,1544522,70.6869964599609
2014-01-06,86.7089614868164,87.0045013427734,86.1846084594727,86.2132034301758,2051461,70.6167373657227
2014-01-07,86.3466796875,86.8900985717773,86.2513427734375,86.5659561157227,1650672,70.9056549072266
2014-01-08,85.8699951171875,86.5659561157227,85.7269897460938,86.2227401733398,2774685,70.6245422363281
2014-01-09,86.6517562866211,87.1761093139648,86.0416030883789,86.2513427734375,1901256,70.64794921875
2014-01-10,86.4420166015625,86.5754852294922,85.5744476318359,85.9557952880859,3145475,70.405876159668
2014-01-13,85.6793212890625,86.2322692871094,84.6020126342773,84.7259521484375,2598782,69.3985443115234
2014-01-14,85.1072998046875,85.3170394897461,84.0109252929688,85.2217025756836,3043311,69.8045883178711
2014-01-15,85.6411819458008,85.9557952880859,85.4219055175781,85.7174530029297,2591965,70.2106475830078
2014-01-16,85.6697845458984,86.0511322021484,85.5553817749023,85.8509292602539,1718851,70.3199844360352
2014-01-17,86.0130004882812,86.2322692871094,85.4791107177734,85.7555923461914,2727799,70.2418975830078
2014-01-21,86.3848114013672,86.7852249145508,85.6602554321289,86.3657455444336,2625215,70.7416610717773
2014-01-22,86.6708221435547,86.9949722290039,86.0130004882812,86.8424301147461,2869821,71.1321411132812
2014-01-23,86.1464691162109,86.4801483154297,85.0691604614258,85.6125793457031,4382980,70.1247634887695
2014-01-24,85.3742446899414,86.6708221435547,84.3064651489258,84.3446044921875,5268157,69.0861511230469
2014-01-27,85.0691604614258,86.72802734375,85.0691604614258,86.0797348022461,6909388,70.5073928833008
2014-01-28,86.0511322021484,86.9377670288086,85.9367294311523,86.2322692871094,3071212,70.63232421875
2014-01-29,85.4123764038086,86.3180770874023,85.0977630615234,85.5553817749023,4158513,70.0778884887695
2014-01-30,86.4610824584961,87.5860595703125,86.2322692871094,87.4239883422852,3304490,71.6084518432617
2014-01-31,86.3752822875977,87.8530044555664,86.0511322021484,86.9758987426758,3887685,71.2414474487305
2014-02-03,86.9758987426758,87.6718597412109,84.5257415771484,84.6115417480469,4443608,69.3047866821289
2014-02-04,84.8117523193359,85.7937240600586,84.1539306640625,85.5744476318359,4127675,70.0934906005859
2014-02-05,85.0405654907227,85.7555923461914,84.3827362060547,85.4123764038086,4482207,69.9607696533203
2014-02-06,85.7174530029297,86.9377670288086,85.583984375,86.8900985717773,2291976,71.1711807250977
2014-02-07,87.4144515991211,88.9398422241211,87.2047119140625,88.8159027099609,4400917,72.7485656738281
2014-02-10,88.7587051391602,89.4260635375977,88.1866836547852,88.5203628540039,3441897,72.5065155029297
2014-02-11,88.7587051391602,90.1410903930664,88.6061630249023,89.7692718505859,3124182,73.5294723510742
2014-02-12,90.1506195068359,90.4461669921875,89.5309295654297,89.8932113647461,2598992,73.6309967041016
2014-02-13,89.120979309082,90.1887588500977,88.9112396240234,90.1220245361328,2453823,73.8184204101562
2014-02-14,90.0838851928711,90.3984985351562,89.5118637084961,90.1982879638672,2682695,73.8808670043945
2014-02-18,90.0076141357422,90.3031616210938,89.4927978515625,89.9504165649414,2455082,73.677848815918
2014-02-19,89.5976715087891,90.6368408203125,88.5012893676758,88.6156997680664,4474131,72.5845794677734
2014-02-20,88.8826446533203,89.6453323364258,88.3964233398438,89.1972503662109,2410083,73.060920715332
2014-02-21,89.4641952514648,90.0362167358398,89.3402557373047,89.5499954223633,3376026,73.3498611450195
2014-02-24,89.9599456787109,90.7703094482422,89.3783950805664,89.3879241943359,3104043,73.2171096801758
2014-02-25,89.2639923095703,89.8932113647461,88.8826446533203,89.4927978515625,3404976,73.6565399169922
2014-02-26,89.1877212524414,90.1315536499023,89.1400527954102,89.4832611083984,2748882,73.648681640625
2014-02-27,89.2544555664062,90.0934219360352,89.0828475952148,89.969482421875,2164848,74.0488662719727
2014-02-28,89.9027481079102,90.7703094482422,89.4546585083008,90.0362167358398,3368788,74.1037826538086
2014-03-03,88.3868865966797,89.6834716796875,88.25341796875,89.2258529663086,2829123,73.4368209838867
2014-03-04,90.2459564208984,91.1230621337891,90.1124877929688,90.1887588500977,4094215,74.2293319702148
2014-03-05,90.9323883056641,91.3804702758789,90.1506195068359,90.2459564208984,4425461,74.2764205932617
