"Fecha","CCI.Open","CCI.High","CCI.Low","CCI.Close","CCI.Volume","CCI.Adjusted"
2013-11-01,75.9400024414062,76.2799987792969,74.0100021362305,75.1800003051758,3965700,52.5966339111328
2013-11-04,75.4300003051758,75.6900024414062,74.8000030517578,75.2300033569336,1891600,52.6316375732422
2013-11-05,75.0100021362305,76.2300033569336,75.0100021362305,76.1399993896484,2756900,53.2682571411133
2013-11-06,76.2300033569336,76.6399993896484,76.0100021362305,76.3000030517578,2210800,53.3802070617676
2013-11-07,76.5,76.8499984741211,75.2200012207031,75.379997253418,2420200,52.7365531921387
2013-11-08,75.620002746582,75.620002746582,72.5899963378906,74.5400009155273,3416600,52.1488800048828
2013-11-11,74.75,75,74.2900009155273,74.629997253418,1282100,52.2118453979492
2013-11-12,74.4899978637695,74.9199981689453,74.0100021362305,74.3099975585938,1582600,51.987979888916
2013-11-13,74.370002746582,74.6399993896484,73.6100006103516,74.629997253418,1470200,52.2118453979492
2013-11-14,74.7200012207031,76.0199966430664,74.6500015258789,75.5,2052700,52.8205070495605
2013-11-15,75.2600021362305,76.3600006103516,75.1399993896484,76.0899963378906,1701200,53.2332916259766
2013-11-18,76.0800018310547,76.9000015258789,75.6500015258789,76.3199996948242,1830700,53.3941993713379
2013-11-19,76.1399993896484,76.7600021362305,75.2600021362305,75.5199966430664,1564200,52.8345031738281
2013-11-20,75.4100036621094,76.370002746582,74.3099975585938,74.8099975585938,2274700,52.3377799987793
2013-11-21,74.9300003051758,75.0800018310547,74.0100021362305,74.4300003051758,1414500,52.0719261169434
2013-11-22,74.4199981689453,74.6600036621094,73.2200012207031,74.1900024414062,1855900,51.9040336608887
2013-11-25,74.1999969482422,74.4700012207031,73.7300033569336,73.870002746582,1828100,51.6801528930664
2013-11-26,73.5999984741211,75,73.0999984741211,74.5899963378906,3782100,52.1838645935059
2013-11-27,74.4700012207031,74.9100036621094,73.9599990844727,74.5500030517578,1065200,52.155876159668
2013-11-29,74.4499969482422,74.7900009155273,74.0400009155273,74.2300033569336,906900,51.932014465332
2013-12-02,74.0999984741211,75.3499984741211,73.7900009155273,75,2239900,52.470703125
2013-12-03,74.7699966430664,75.3000030517578,74.4300003051758,75.1600036621094,2244800,52.5826416015625
2013-12-04,74.7399978637695,74.7399978637695,73.8099975585938,74.5100021362305,2664300,52.1279029846191
2013-12-05,74.4800033569336,74.8600006103516,73.9499969482422,74.5500030517578,1888800,52.155876159668
2013-12-06,74.6900024414062,75.4300003051758,74.6100006103516,75.4000015258789,1366500,52.750545501709
2013-12-09,75.379997253418,75.7099990844727,74.879997253418,75.3399963378906,1900200,52.7085571289062
2013-12-10,75.3300018310547,76.0800018310547,75.0400009155273,75.2099990844727,1576800,52.6176147460938
2013-12-11,74.7900009155273,75.1399993896484,74,74.1399993896484,1554100,51.8690376281738
2013-12-12,74,74.4100036621094,73.8499984741211,74.0500030517578,1488900,51.8060722351074
2013-12-13,74,74.4800033569336,73.5899963378906,73.9100036621094,1726800,51.7081260681152
2013-12-16,73.7699966430664,73.7699966430664,70.9700012207031,72.1699981689453,7999400,50.4908142089844
2013-12-17,72.2099990844727,72.4100036621094,71.2699966430664,71.6100006103516,2534100,50.0990447998047
2013-12-18,71.4800033569336,72.2200012207031,70.4300003051758,72.1999969482422,3814200,50.5118141174316
2013-12-19,72.2099990844727,73.0699996948242,71.9199981689453,73,2743400,51.0714912414551
2013-12-20,72.9199981689453,73.0299987792969,71.8000030517578,71.9800033569336,3787800,50.3578872680664
2013-12-23,72.3199996948242,72.5400009155273,71.870002746582,72.1500015258789,1510000,50.4768142700195
2013-12-24,71.9899978637695,72.75,71.879997253418,72.4400024414062,685100,50.6797065734863
2013-12-26,72.6999969482422,72.9300003051758,72.4199981689453,72.5599975585938,1241200,50.7636680603027
2013-12-27,72.6699981689453,72.8199996948242,72.3199996948242,72.5699996948242,1292900,50.7706451416016
2013-12-30,72.6399993896484,73.5999984741211,72.5999984741211,73.2200012207031,1312600,51.2253875732422
2013-12-31,73.4300003051758,73.6900024414062,73.0899963378906,73.4300003051758,1339700,51.3723220825195
2014-01-02,73.1399993896484,73.1999969482422,71.2300033569336,71.629997253418,3659600,50.1130256652832
2014-01-03,71.7099990844727,72.2099990844727,70.9100036621094,71.2399978637695,3206100,49.8401756286621
2014-01-06,71.5599975585938,71.9599990844727,71.2099990844727,71.2699966430664,2993500,49.8611640930176
2014-01-07,71.4599990844727,72.7799987792969,71.3399963378906,72.7699966430664,3655200,50.9105834960938
2014-01-08,72.5800018310547,72.8499984741211,71.9300003051758,72.0199966430664,5108000,50.385871887207
2014-01-09,72.3600006103516,72.5599975585938,71.3300018310547,71.7699966430664,2570900,50.2109756469727
2014-01-10,71.5599975585938,72.0899963378906,71.5599975585938,71.8499984741211,1739400,50.2669448852539
2014-01-13,71.8199996948242,72.1900024414062,71.5100021362305,71.5999984741211,2503200,50.0920295715332
2014-01-14,71.8600006103516,73.2399978637695,71.7600021362305,72.9100036621094,2609800,51.0085296630859
