"Fecha","TGT.Open","TGT.High","TGT.Low","TGT.Close","TGT.Volume","TGT.Adjusted"
2013-11-01,64.8899993896484,64.9300003051758,64.2399978637695,64.620002746582,3768800,48.8153038024902
2013-11-04,64.9700012207031,65.3600006103516,64.8199996948242,65.2200012207031,4358700,49.2685470581055
2013-11-05,65.0999984741211,65.25,64.5999984741211,64.629997253418,5107100,48.8228569030762
2013-11-06,65.0500030517578,66.0800018310547,64.7799987792969,65.6999969482422,4490300,49.6311531066895
2013-11-07,65.8899993896484,65.9899978637695,64.8099975585938,64.8199996948242,5154200,48.9663848876953
2013-11-08,64.75,65.129997253418,64.5299987792969,65.1100006103516,3717000,49.1854515075684
2013-11-11,65.1100006103516,65.8499984741211,65.0999984741211,65.6900024414062,2610300,49.623607635498
2013-11-12,65.6699981689453,66.0899963378906,65.3199996948242,65.4400024414062,3181700,49.4347343444824
2013-11-13,65.4199981689453,66.9499969482422,65.379997253418,66.870002746582,5694600,50.5149993896484
2013-11-14,66.5,66.7900009155273,66.2300033569336,66.6699981689453,4629500,50.3639030456543
2013-11-15,66.6900024414062,67.0599975585938,66.4199981689453,66.8899993896484,3542300,50.530086517334
2013-11-18,66.7099990844727,66.7900009155273,66.2099990844727,66.4499969482422,3489000,50.5224990844727
2013-11-19,66.4199981689453,66.9300003051758,66.3300018310547,66.629997253418,3357800,50.6593475341797
2013-11-20,66.8399963378906,67.25,66.2200012207031,66.4899978637695,4762500,50.5529098510742
2013-11-21,64.3399963378906,64.9199981689453,63.4900016784668,64.1900024414062,16380600,48.8042030334473
2013-11-22,63.6100006103516,64.0899963378906,63.3199996948242,63.7000007629395,8144500,48.4316558837891
2013-11-25,63.7000007629395,63.9500007629395,63.5900001525879,63.7599983215332,5013700,48.4772605895996
2013-11-26,63.8300018310547,64.4199981689453,63.7999992370605,63.8699989318848,5885400,48.5609016418457
2013-11-27,63.9900016784668,64.7900009155273,63.8699989318848,64.4100036621094,4767200,48.9714851379395
2013-11-29,64.9599990844727,64.9899978637695,63.7200012207031,63.9300003051758,3350000,48.6065254211426
2013-12-02,63.9799995422363,63.9900016784668,62.5999984741211,62.7299995422363,7169100,47.694149017334
2013-12-03,62.3400001525879,63.1800003051758,62.3300018310547,62.8199996948242,10395800,47.7625770568848
2013-12-04,62.4500007629395,63.5800018310547,62.2000007629395,63.310001373291,9442300,48.1351318359375
2013-12-05,63.0499992370605,63.75,62.5999984741211,62.6300010681152,8368500,47.6181259155273
2013-12-06,62.9799995422363,63.5699996948242,62.9099998474121,63.3800010681152,6381600,48.1883544921875
2013-12-09,63.3400001525879,63.810001373291,63.1699981689453,63.2400016784668,5853800,48.081916809082
2013-12-10,63.2599983215332,63.4599990844727,62.9599990844727,63.1599998474121,4028900,48.0210800170898
2013-12-11,63.3199996948242,63.4799995422363,62.8499984741211,62.9300003051758,3035200,47.8462104797363
2013-12-12,62.939998626709,63.2400016784668,62.75,62.8899993896484,4029200,47.8157997131348
2013-12-13,63.2299995422363,63.2400016784668,62.2900009155273,62.3600006103516,4751000,47.4128379821777
2013-12-16,62.439998626709,62.5099983215332,61.7299995422363,62.1699981689453,4768700,47.268383026123
2013-12-17,62.1199989318848,62.1500015258789,61.439998626709,61.6500015258789,5310800,46.8730163574219
2013-12-18,62.5200004577637,63.5900001525879,62.4300003051758,63.5499992370605,8304600,48.3176040649414
2013-12-19,62.2200012207031,62.8899993896484,61.9799995422363,62.1500015258789,7901900,47.253173828125
2013-12-20,62.1199989318848,62.6599998474121,62.0200004577637,62.4900016784668,6869100,47.5116767883301
2013-12-23,62,62.1500015258789,61.5299987792969,61.8800010681152,5720200,47.0478858947754
2013-12-24,61.5999984741211,61.75,61.2599983215332,61.7099990844727,3356300,46.9186363220215
2013-12-26,61.7400016784668,62.5900001525879,61.7400016784668,62.4799995422363,3971800,47.5040702819824
2013-12-27,62.7900009155273,62.7900009155273,61.9900016784668,62.1500015258789,3260100,47.253173828125
2013-12-30,62.4500007629395,62.5,61.9099998474121,62.4700012207031,3683000,47.4964714050293
2013-12-31,62.5699996948242,63.7999992370605,62.5,63.2700004577637,6783400,48.1047172546387
2014-01-02,63.5299987792969,64.1699981689453,63.1399993896484,63.1800003051758,7400100,48.0362892150879
2014-01-03,63.6199989318848,63.8899993896484,63.4000015258789,63.4900016784668,4589400,48.2719917297363
2014-01-06,63.6800003051758,63.689998626709,62.6699981689453,63.060001373291,4609600,47.9450607299805
2014-01-07,63.0299987792969,63.2900009155273,62.5999984741211,62.9099998474121,5398300,47.8310050964355
2014-01-08,62.810001373291,62.8199996948242,62.4300003051758,62.689998626709,5529900,47.6637344360352
2014-01-09,62.8899993896484,63.5900001525879,62.7700004577637,63.3400001525879,7264600,48.1579399108887
2014-01-10,62.8899993896484,63.6300010681152,62.1599998474121,62.6199989318848,12949700,47.6105155944824
2014-01-13,62.1199989318848,62.2299995422363,61.4900016784668,61.5,8031200,46.7589683532715
2014-01-14,61.5099983215332,61.7599983215332,61.2700004577637,61.7099990844727,5519900,46.9186363220215
2014-01-15,61.8600006103516,61.8699989318848,61.5,61.560001373291,4233700,46.8045997619629
2014-01-16,61.439998626709,61.5499992370605,60.5999984741211,60.810001373291,5288400,46.2343521118164
2014-01-17,60.9300003051758,60.9300003051758,59.8699989318848,60.2400016784668,8132100,45.8009872436523
2014-01-21,59.7999992370605,59.810001373291,58.7999992370605,59.2000007629395,10595500,45.0102615356445
2014-01-22,59.7799987792969,59.8199996948242,58.75,58.9799995422363,7185100,44.8429946899414
2014-01-23,58.5,58.7200012207031,58.2599983215332,58.6500015258789,7029900,44.5920944213867
2014-01-24,58.560001373291,58.5999984741211,57.689998626709,57.7200012207031,7467500,43.8850059509277
2014-01-27,57.7299995422363,57.9599990844727,57.3800010681152,57.7099990844727,6013100,43.8774070739746
2014-01-28,57.8499984741211,58.2900009155273,57.7599983215332,57.8899993896484,4907300,44.0142593383789
2014-01-29,57.6699981689453,57.8600006103516,56.8300018310547,56.8899993896484,5928000,43.2539443969727
2014-01-30,57.1100006103516,57.2000007629395,56.6500015258789,56.6699981689453,6207900,43.0866775512695
2014-01-31,56.4099998474121,56.9799995422363,55.9599990844727,56.6399993896484,6326300,43.0638580322266
2014-02-03,56.8600006103516,56.8699989318848,55.2799987792969,55.4099998474121,6733600,42.1286926269531
2014-02-04,55.8699989318848,55.8699989318848,55.0999984741211,55.1199989318848,5969600,41.9082069396973
2014-02-05,55.060001373291,55.189998626709,54.6599998474121,55.0699996948242,8176000,41.870189666748
2014-02-06,55.1300010681152,56,55.0900001525879,55.8600006103516,8886800,42.4708366394043
2014-02-07,56.1100006103516,56.4099998474121,55.5400009155273,56.3300018310547,6344700,42.8281745910645
2014-02-10,56.3400001525879,56.689998626709,56.1699981689453,56.5099983215332,6017900,42.965030670166
2014-02-11,56.6599998474121,57.3800010681152,56.5499992370605,57.1399993896484,8170900,43.4440231323242
2014-02-12,57.1699981689453,57.1699981689453,56.6199989318848,56.9500007629395,7010800,43.2995567321777
2014-02-13,56.9700012207031,57.3600006103516,56.4500007629395,56.8600006103516,7564500,43.2311363220215
2014-02-14,56.6599998474121,56.689998626709,55.7599983215332,56.060001373291,8586200,42.9476776123047
2014-02-18,56.4199981689453,56.6399993896484,56.1699981689453,56.3899993896484,6094900,43.2005004882812
2014-02-19,56.3600006103516,57.8199996948242,56.3199996948242,57.310001373291,8838300,43.9053153991699
2014-02-20,57.4000015258789,57.4000015258789,56.4099998474121,56.6199989318848,8790200,43.3767166137695
2014-02-21,56.7200012207031,56.7999992370605,56.1500015258789,56.2400016784668,6596600,43.085578918457
2014-02-24,56.189998626709,56.6399993896484,55.439998626709,56.1399993896484,9151600,43.0089721679688
2014-02-25,55.9599990844727,56.6100006103516,55.810001373291,56.5099983215332,8030600,43.2924346923828
2014-02-26,58.5800018310547,61.1800003051758,58.0999984741211,60.4900016784668,24180800,46.3415184020996
2014-02-27,60.4199981689453,60.7799987792969,59.75,60.6599998474121,9453700,46.4717445373535
2014-02-28,60.6100006103516,62.8800010681152,60.4000015258789,62.5400009155273,14246300,47.9120330810547
2014-03-03,61.939998626709,62.4099998474121,61.7000007629395,61.9599990844727,6813300,47.4676856994629
2014-03-04,62.5099983215332,62.5499992370605,61.25,61.3300018310547,6400100,46.9850425720215
2014-03-05,61.6500015258789,61.6599998474121,60.3600006103516,60.5999984741211,7421100,46.4257926940918
2014-03-06,60.6100006103516,61.0900001525879,60.5200004577637,60.7400016784668,4835100,46.5330352783203
2014-03-07,60.8400001525879,60.9799995422363,60.5699996948242,60.75,3817500,46.540714263916
2014-03-10,60.8199996948242,61.2400016784668,60.7000007629395,61.1599998474121,3663700,46.8547973632812
2014-03-11,61.25,61.5200004577637,60.8699989318848,60.939998626709,4485100,46.6862602233887
2014-03-12,60.5400009155273,61.2200012207031,60.5200004577637,61.0999984741211,3851500,46.8088417053223
2014-03-13,61.0800018310547,61.6199989318848,59.7099990844727,59.7299995422363,6142600,45.75927734375
2014-03-14,59.5999984741211,59.9900016784668,59.2700004577637,59.3600006103516,5631200,45.4758224487305
2014-03-17,59.5900001525879,59.9599990844727,59.2999992370605,59.6699981689453,3424500,45.7133102416992
2014-03-18,59.7999992370605,59.939998626709,59.560001373291,59.7200012207031,3129000,45.7516212463379
2014-03-19,59.7599983215332,60.2099990844727,59.060001373291,59.4799995422363,4280700,45.5677490234375
2014-03-20,59.5299987792969,59.9000015258789,59.2599983215332,59.7000007629395,3332100,45.7362899780273
2014-03-21,60.1199989318848,60.1800003051758,59.3600006103516,59.4500007629395,5995400,45.5447845458984
2014-03-24,59.8800010681152,60.0400009155273,59.1599998474121,59.4599990844727,4543700,45.5524291992188
2014-03-25,59.5900001525879,59.5999984741211,58.5999984741211,59.060001373291,5216800,45.2459869384766
2014-03-26,59.2200012207031,59.9900016784668,59.060001373291,59.2000007629395,4438900,45.3532447814941
2014-03-27,59.5699996948242,60.1399993896484,59.0200004577637,59.7400016784668,4416400,45.7669372558594
2014-03-28,59.7400016784668,60.1199989318848,59.7000007629395,59.9799995422363,3063900,45.9508094787598
2014-03-31,60.2400016784668,60.7799987792969,59.9500007629395,60.5099983215332,4255900,46.3568267822266
2014-04-01,60.7400016784668,60.810001373291,60.2999992370605,60.5699996948242,4246000,46.4028053283691
2014-04-02,60.5,61.1399993896484,60.4500007629395,60.8899993896484,3970400,46.64794921875
2014-04-03,61.2999992370605,61.8800010681152,60.6800003051758,61.7200012207031,4565300,47.2838287353516
2014-04-04,61.9300003051758,62.2599983215332,61.0999984741211,61.1399993896484,3823500,46.8395004272461
2014-04-07,61.060001373291,61.060001373291,60.5,60.5,4199100,46.3491706848145
2014-04-08,60.3300018310547,61.5999984741211,60.0999984741211,61.5,4527800,47.1152763366699
2014-04-09,61.7700004577637,61.7700004577637,61,61.2099990844727,4689100,46.8931083679199
2014-04-10,61.8300018310547,61.8300018310547,59.6699981689453,59.6699981689453,5904100,45.7133102416992
2014-04-11,59.5999984741211,59.7099990844727,58.5800018310547,58.9000015258789,5330700,45.1234169006348
2014-04-14,59.25,59.4900016784668,58.939998626709,59.4199981689453,4065900,45.5217933654785
2014-04-15,59.6500015258789,59.7799987792969,59.1399993896484,59.4799995422363,3717000,45.5677490234375
2014-04-16,59.8699989318848,60,59.5200004577637,59.9099998474121,3539600,45.8971710205078
2014-04-17,59.7099990844727,60.0400009155273,59.6500015258789,60,3634700,45.9661331176758
2014-04-21,59.8699989318848,59.9500007629395,59.5200004577637,59.7599983215332,3704100,45.7822647094727
2014-04-22,59.8199996948242,60.6699981689453,59.7700004577637,60.3199996948242,4834600,46.2112846374512
2014-04-23,60.3199996948242,60.8199996948242,60.3199996948242,60.7400016784668,2969900,46.5330352783203
2014-04-24,60.8499984741211,61.4599990844727,60.75,61.4500007629395,3671000,47.0769691467285
2014-04-25,60.9900016784668,61.310001373291,60.4500007629395,61.2599983215332,5164600,46.9314079284668
2014-04-28,60.9799995422363,62.4799995422363,60.9799995422363,62.1800003051758,4895200,47.6362266540527
2014-04-29,62.2999992370605,62.3400001525879,61.8199996948242,61.9700012207031,4176400,47.4753456115723
2014-04-30,61.8300018310547,61.9099998474121,61.4000015258789,61.75,4526900,47.3067970275879
2014-05-01,61.8499984741211,61.8699989318848,61.3300018310547,61.7400016784668,3611600,47.299144744873
2014-05-02,61.8600006103516,62.6399993896484,61.7299995422363,62.0099983215332,3423800,47.5059852600098
2014-05-05,61.0200004577637,61.5999984741211,59.6199989318848,59.8699989318848,16189500,45.866527557373
2014-05-06,59.2299995422363,59.2900009155273,57.5999984741211,57.6399993896484,13323400,44.1581382751465
2014-05-07,57.8600006103516,58.25,57.6599998474121,58.1300010681152,6424400,44.5335121154785
2014-05-08,58.2900009155273,58.7599983215332,57.9799995422363,58.3199996948242,6808800,44.679069519043
2014-05-09,58.2900009155273,59.25,58.2900009155273,59.1300010681152,6254800,45.2996215820312
2014-05-12,59.2900009155273,59.7099990844727,59.2700004577637,59.6399993896484,3719600,45.6903343200684
2014-05-13,59.6199989318848,59.8600006103516,59.1599998474121,59.560001373291,4900300,45.6290512084961
2014-05-14,59.560001373291,59.7999992370605,59.0800018310547,59.2700004577637,4275200,45.406867980957
2014-05-15,58.5900001525879,58.6699981689453,57.7999992370605,58.1800003051758,8249000,44.5718269348145
2014-05-16,58.2900009155273,58.8300018310547,58.1199989318848,58.6399993896484,6409200,44.9242210388184
2014-05-19,58.1699981689453,58.4900016784668,58.0400009155273,58.2900009155273,3674200,44.9859733581543
2014-05-20,57.9199981689453,57.939998626709,56.5299987792969,56.6100006103516,9392600,43.6894073486328
2014-05-21,56.9900016784668,57.4500007629395,56.1300010681152,57.2000007629395,14802300,44.1447410583496
2014-05-22,57.0699996948242,57.0999984741211,55.6199989318848,55.9900016784668,12411400,43.2109222412109
2014-05-23,56.1500015258789,56.2200012207031,55.6599998474121,55.689998626709,7575800,42.9793815612793
2014-05-27,55.8899993896484,55.9500007629395,55.4099998474121,55.7700004577637,5639700,43.0411338806152
2014-05-28,56,56,55.25,55.3400001525879,5822700,42.7092628479004
2014-05-29,55.4000015258789,55.9599990844727,55.2999992370605,55.8800010681152,4829700,43.1260185241699
2014-05-30,55.9199981689453,56.9199981689453,55.8899993896484,56.7599983215332,6305300,43.8051719665527
2014-06-02,56.9000015258789,57.0400009155273,56.4500007629395,56.4900016784668,3747500,43.5968055725098
2014-06-03,56.5299987792969,56.9599990844727,56.2900009155273,56.7900009155273,4517600,43.8283233642578
2014-06-04,56.6300010681152,57.2000007629395,56.5,57.1800003051758,3633000,44.1293144226074
2014-06-05,57.2599983215332,57.7900009155273,57.0900001525879,57.4900016784668,4506100,44.3685493469238
2014-06-06,57.5,57.7999992370605,57.4900016784668,57.6800003051758,3571500,44.5151824951172
2014-06-09,57.7799987792969,58.2200012207031,57.4700012207031,57.5999984741211,4424800,44.4534454345703
2014-06-10,57.5800018310547,57.5800018310547,56.6699981689453,56.8600006103516,6609800,43.8823471069336
2014-06-11,56.7099990844727,57.3199996948242,56.6100006103516,57.0800018310547,5344900,44.0521354675293
2014-06-12,57.1399993896484,57.3600006103516,57.1100006103516,57.2400016784668,5457900,44.1756172180176
2014-06-13,57.3499984741211,57.4700012207031,57.0499992370605,57.2299995422363,3718800,44.1678886413574
2014-06-16,57.2299995422363,57.7900009155273,57.060001373291,57.7400016784668,5342600,44.5615005493164
2014-06-17,57.5999984741211,58.6199989318848,57.5099983215332,58.1699981689453,6618700,44.8933601379395
2014-06-18,58.2999992370605,58.7400016784668,58.1199989318848,58.7000007629395,3748900,45.3023872375488
2014-06-19,58.7200012207031,59.3199996948242,58.7000007629395,58.7400016784668,3900500,45.3332672119141
2014-06-20,58.7099990844727,58.810001373291,58.0999984741211,58.2900009155273,5189000,44.9859733581543
2014-06-23,58.1199989318848,58.4500007629395,58.060001373291,58.4199981689453,3749100,45.0862998962402
2014-06-24,58.1800003051758,58.8600006103516,58.0200004577637,58.7000007629395,4374500,45.3023872375488
2014-06-25,58.5099983215332,58.5099983215332,57.9199981689453,58.060001373291,5998500,44.8084678649902
2014-06-26,58.0699996948242,58.0999984741211,57.6300010681152,57.8699989318848,3548000,44.6618232727051
2014-06-27,57.7700004577637,58.3199996948242,57.75,58.1199989318848,8466000,44.8547782897949
2014-06-30,58.0900001525879,58.5,57.8400001525879,57.9500007629395,4864300,44.7235679626465
2014-07-01,58.3899993896484,58.4500007629395,57.9500007629395,58.3699989318848,3768500,45.0477066040039
2014-07-02,58.5,59.0999984741211,58.4000015258789,58.7700004577637,3061400,45.3564262390137
2014-07-03,59.1199989318848,59.5299987792969,58.939998626709,59.5099983215332,3014400,45.9275169372559
2014-07-07,59.3600006103516,60.0499992370605,59.2299995422363,59.9900016784668,4917300,46.2979583740234
2014-07-08,59.75,59.939998626709,59.3800010681152,59.7999992370605,4582200,46.1513252258301
