"Fecha","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
2013-12-05,131.259994506836,133.100006103516,131.25,132.729995727539,3665100,113.440544128418
2013-12-06,134.580001831055,135.75,134,135.179992675781,5341800,115.534469604492
2013-12-09,135.490005493164,135.949996948242,134.570007324219,134.679992675781,3799000,115.107139587402
2013-12-10,133.649993896484,135.039993286133,132.179992675781,133.699996948242,4061300,114.269554138184
2013-12-11,133.699996948242,133.809997558594,132.440002441406,132.559997558594,3358300,113.295219421387
2013-12-12,132.110000610352,133.649993896484,131.899993896484,132.960006713867,3617700,113.637138366699
2013-12-13,133.449996948242,134.25,133.139999389648,133.830001831055,3139400,114.380683898926
2013-12-16,134.270004272461,135.199996948242,133.940002441406,134.720001220703,3979500,115.141326904297
2013-12-17,137.919998168945,138.100006103516,135.360000610352,135.880004882812,6753000,116.132736206055
2013-12-18,135.860000610352,136.440002441406,132.839996337891,135.490005493164,5632400,115.799430847168
2013-12-19,135,136.229995727539,133.940002441406,135.169998168945,3177100,115.525939941406
2013-12-20,135.490005493164,137.850006103516,135.490005493164,136.669998168945,5454600,116.80793762207
2013-12-23,137.690002441406,138.089996337891,136.320007324219,136.399993896484,2945100,116.577178955078
2013-12-24,136.399993896484,136.979995727539,136.139999389648,136.830001831055,1203200,116.944709777832
2013-12-26,137.179992675781,138.589996337891,137.169998168945,138.270004272461,2161300,118.175415039062
2013-12-27,138.690002441406,138.880004882812,136.789993286133,136.899993896484,2204600,117.004516601562
2013-12-30,137.160003662109,137.369995117188,135.539993286133,135.919998168945,2403500,116.166954040527
2013-12-31,136.160003662109,137.050003051758,135.740005493164,136.490005493164,2096000,116.654121398926
2014-01-02,136.009994506836,137.25,135.509994506836,136.669998168945,3366700,116.80793762207
2014-01-03,137.059997558594,138.5,137.050003051758,137.619995117188,3177400,117.619873046875
2014-01-06,139.399993896484,139.759994506836,137.800003051758,138.410003662109,4196500,118.295082092285
2014-01-07,138.580001831055,141.100006103516,138.5,140.509994506836,4238500,120.089859008789
2014-01-08,140.690002441406,141.399993896484,139.360000610352,140.820007324219,4236100,120.354858398438
2014-01-09,141.509994506836,142.520004272461,140.539993286133,142.130004882812,4052500,121.474472045898
2014-01-10,142.789993286133,142.800003051758,140.899993896484,141.899993896484,4549500,121.277877807617
2014-01-13,141.550003051758,142.139999389648,140.380004882812,140.699996948242,4462400,120.252265930176
2014-01-14,140.850006103516,141.699996948242,137.800003051758,140.009994506836,8441600,119.662551879883
2014-01-15,140.300003051758,141.080001831055,140.139999389648,140.619995117188,3030800,120.183891296387
2014-01-16,140.330001831055,141.449996948242,140.070007324219,140.210006713867,3062900,119.833503723145
2014-01-17,140.080001831055,141,139.75,140.460006713867,3382700,120.047180175781
2014-01-21,141.460006713867,142.460006713867,140.809997558594,141.669998168945,3240600,121.08129119873
2014-01-22,142.309997558594,144.570007324219,141.869995117188,144.369995117188,4388700,123.38892364502
2014-01-23,143.100006103516,143.889999389648,141.100006103516,141.309997558594,4491400,120.773612976074
2014-01-24,140.399993896484,140.470001220703,136.320007324219,136.649993896484,5856800,116.790855407715
2014-01-27,136.699996948242,138.460006713867,135.649993896484,137.360000610352,5057800,117.397666931152
2014-01-28,137.610000610352,138.089996337891,136.440002441406,137.089996337891,4606200,117.166923522949
2014-01-29,131.699996948242,131.759994506836,128.070007324219,129.779998779297,15993400,110.919250488281
2014-01-30,131.699996948242,131.699996948242,125.199996948242,126.529998779297,10406200,108.141586303711
2014-01-31,124.459999084473,126.870002746582,123.080001831055,125.26000213623,9732700,107.056129455566
2014-02-03,124.23999786377,126.519996643066,122.75,123.080001831055,9309600,105.192985534668
2014-02-04,123.069999694824,123.800003051758,120.529998779297,122.040000915527,9304100,104.304092407227
2014-02-05,121,121.940002441406,118.769996643066,121.400001525879,9689100,103.757110595703
2014-02-06,121.790000915527,122.720001220703,121.51000213623,122.669998168945,6738800,104.84253692627
2014-02-07,123.75,127.209999084473,123.650001525879,127.019996643066,8906300,108.56037902832
2014-02-10,128.960006713867,128.970001220703,126.349998474121,127.160003662109,8173500,108.680038452148
2014-02-11,127.650001525879,130.690002441406,127.459999084473,130.160003662109,7874000,111.244033813477
2014-02-12,130.289993286133,130.550003051758,128,128.130004882812,5798800,110.126708984375
2014-02-13,127.059997558594,129.940002441406,127.059997558594,129.5,4203400,111.304191589355
2014-02-14,129.089996337891,130.410003662109,128.020004272461,130.160003662109,4807700,111.871444702148
2014-02-18,130.130004882812,130.940002441406,129.600006103516,130.630004882812,4645300,112.275436401367
2014-02-19,130.110000610352,130.5,128.369995117188,128.389999389648,5146600,110.350173950195
2014-02-20,128.479995727539,129.990005493164,127.51000213623,129.559997558594,4466400,111.355751037598
2014-02-21,129.800003051758,129.800003051758,128.110000610352,128.279998779297,5164000,110.25562286377
2014-02-24,128.380004882812,130.800003051758,128.360000610352,129.589996337891,4635700,111.381568908691
2014-02-25,129.300003051758,129.75,126.209999084473,126.779998779297,7308800,108.966377258301
2014-02-26,127.23999786377,127.940002441406,126.360000610352,126.610000610352,4803600,108.820274353027
2014-02-27,126.470001220703,128.559997558594,126.26000213623,128.559997558594,4649700,110.496269226074
2014-02-28,128.75,129.949996948242,128.059997558594,128.919998168945,4361400,110.8056640625
2014-03-03,127.180000305176,128.440002441406,126.519996643066,128.220001220703,4847100,110.204055786133
2014-03-04,129.380004882812,131,129.330001831055,130.229995727539,5422800,111.931648254395
2014-03-05,130.399993896484,130.800003051758,128.690002441406,128.789993286133,4095200,110.693962097168
2014-03-06,129.009994506836,129.369995117188,128.029998779297,128.860000610352,3595900,110.754127502441
2014-03-07,129.75,130.160003662109,128.070007324219,128.539993286133,4297800,110.479080200195
2014-03-10,126.51000213623,127.279998779297,124.76000213623,126.889999389648,7039200,109.060920715332
2014-03-11,127.029998779297,127.269996643066,125.620002746582,125.669998168945,4190000,108.012336730957
2014-03-12,125,125.199996948242,123.809997558594,124.430000305176,5040100,106.946578979492
2014-03-13,124.650001525879,125.610000610352,121.629997253418,121.889999389648,6071200,104.763473510742
2014-03-14,122.120002746582,124.279998779297,121.949996948242,123.110000610352,5698400,105.812042236328
2014-03-17,123.970001220703,125.819999694824,123.919998168945,125.419998168945,4380500,107.797470092773
2014-03-18,125.589996337891,125.819999694824,123.660003662109,124.040000915527,4151600,106.611366271973
2014-03-19,124.319999694824,125.199996948242,121.370002746582,122.23999786377,6673000,105.064277648926
2014-03-20,122.589996337891,123.900001525879,121.379997253418,123.730003356934,4601700,106.344947814941
2014-03-21,124.059997558594,124.449996948242,122.5,122.580001831055,7973600,105.35652923584
2014-03-24,123.529998779297,123.949996948242,122.080001831055,123.419998168945,4472500,106.078483581543
2014-03-25,124.459999084473,125,123.559997558594,124.019996643066,3225100,106.594184875488
2014-03-26,124.610000610352,125.319999694824,123.319999694824,123.529998779297,3091200,106.173034667969
2014-03-27,123.01000213623,124.300003051758,121.800003051758,123.209999084473,3106000,105.898010253906
2014-03-28,123.779998779297,125.190002441406,123.519996643066,124.459999084473,2863500,106.972358703613
2014-03-31,125.360000610352,126.040000915527,124.800003051758,125.48999786377,2962000,107.857627868652
2014-04-01,126.23999786377,128.399993896484,126.169998168945,128.210006713867,3952800,110.195472717285
2014-04-02,128.630004882812,128.770004272461,127.400001525879,128.309997558594,2935200,110.281410217285
2014-04-03,129.169998168945,129.169998168945,128.279998779297,128.779998779297,3303500,110.685371398926
2014-04-04,129.330001831055,129.919998168945,127.230003356934,127.379997253418,4156600,109.482078552246
2014-04-07,127.190002441406,128.179992675781,124.949996948242,125.589996337891,3753600,107.943603515625
2014-04-08,125.279998779297,125.730003356934,124.059997558594,124.150001525879,4122200,106.705924987793
2014-04-09,124.98999786377,127.019996643066,124.050003051758,126.879997253418,3689900,109.052337646484
2014-04-10,126.819999694824,126.860000610352,123.639999389648,123.639999389648,3956900,106.267570495605
2014-04-11,123.050003051758,123.449996948242,121.919998168945,122.069999694824,3854600,104.918190002441
2014-04-14,123.080001831055,123.769996643066,122.180000305176,123.25,3086300,105.93238067627
2014-04-15,123.349998474121,124.550003051758,122.129997253418,124.269996643066,2746900,106.809051513672
2014-04-16,125,126.040000915527,124.730003356934,126.040000915527,2826100,108.330360412598
2014-04-17,126.440002441406,128.369995117188,125.830001831055,127.919998168945,3449400,109.946189880371
2014-04-21,128.050003051758,128.440002441406,127.370002746582,127.819999694824,2368500,109.860252380371
2014-04-22,128.25,129.130004882812,127.480003356934,127.550003051758,5015600,109.628196716309
2014-04-23,130.669998168945,131.5,129.330001831055,130.630004882812,7121600,112.275436401367
2014-04-24,130.410003662109,130.619995117188,128.429992675781,129.860000610352,4177000,111.613632202148
2014-04-25,129.839996337891,130,128.369995117188,128.660003662109,2978500,110.582221984863
2014-04-28,128.199996948242,128.869995117188,125.800003051758,127.040000915527,4354600,109.189842224121
2014-04-29,127.199996948242,128.570007324219,126.529998779297,128.369995117188,3344100,110.332984924316
2014-04-30,128.050003051758,129.5,127.800003051758,129.020004272461,2773000,110.891647338867
2014-05-01,128.740005493164,129.600006103516,128.270004272461,128.460006713867,2804100,110.410316467285
2014-05-02,128.699996948242,130.399993896484,128.610000610352,129.940002441406,3762900,111.682373046875
2014-05-05,129,132.380004882812,128.949996948242,131.960006713867,4026500,113.41854095459
2014-05-06,131.75,131.919998168945,130.699996948242,130.830001831055,4032000,112.447341918945
2014-05-07,130.770004272461,131.100006103516,129.199996948242,130.350006103516,2900600,112.663414001465
2014-05-08,130.169998168945,131.270004272461,130.169998168945,130.570007324219,2988700,112.853561401367
2014-05-09,130.259994506836,131.330001831055,129.880004882812,131.100006103516,2543800,113.311645507812
2014-05-12,131.820007324219,132.990005493164,131.639999389648,132.600006103516,3288500,114.608108520508
2014-05-13,133.009994506836,133.830001831055,132.860000610352,133.449996948242,3132200,115.342796325684
2014-05-14,133.800003051758,133.970001220703,132.690002441406,132.990005493164,2883900,114.945190429688
2014-05-15,132.699996948242,132.860000610352,130.559997558594,131.210006713867,3596800,113.40673828125
2014-05-16,131.309997558594,131.710006713867,130.029998779297,130.809997558594,2963300,113.060974121094
2014-05-19,130.419998168945,132.070007324219,130.350006103516,131.350006103516,2103100,113.527732849121
2014-05-20,130.940002441406,131.600006103516,129.070007324219,129.580001831055,2995800,111.997886657715
2014-05-21,130.429992675781,131.429992675781,130.039993286133,130.960006713867,2476100,113.190643310547
2014-05-22,131.660003662109,132.479995727539,131.270004272461,131.839996337891,2370700,113.951232910156
2014-05-23,132,132.580001831055,131.929992675781,132.410003662109,1956200,114.443901062012
2014-05-27,133.089996337891,134.210006713867,132.869995117188,134.169998168945,3085500,115.96508026123
2014-05-28,134.169998168945,135.149993896484,134.169998168945,134.330001831055,2609400,116.103370666504
2014-05-29,134.710006713867,135.199996948242,134.429992675781,135.139999389648,2234100,116.803466796875
2014-05-30,134.669998168945,135.440002441406,134.039993286133,135.25,2760300,116.898544311523
2014-06-02,135.5,136.029998779297,134.770004272461,135.899993896484,2629900,117.460334777832
2014-06-03,135.800003051758,136.529998779297,135.619995117188,135.880004882812,2468800,117.443061828613
2014-06-04,135.539993286133,135.550003051758,134.589996337891,135.330001831055,2601900,116.96768951416
2014-06-05,135.649993896484,137.380004882812,135.649993896484,136.820007324219,3489900,118.255531311035
2014-06-06,137.389999389648,138.25,137.119995117188,138.25,2710900,119.491485595703
2014-06-09,138.25,138.389999389648,137.5,137.960006713867,2585000,119.240852355957
2014-06-10,137.589996337891,137.75,136.289993286133,137.25,2370200,118.627182006836
2014-06-11,135.25,135.529998779297,133.820007324219,134.100006103516,5558000,115.904594421387
2014-06-12,133.860000610352,134.169998168945,131.639999389648,132.190002441406,3826100,114.253746032715
2014-06-13,132.529998779297,132.949996948242,131.550003051758,132.289993286133,2376600,114.340179443359
2014-06-16,132.199996948242,133.130004882812,131.649993896484,132.539993286133,2163800,114.556243896484
2014-06-17,132.100006103516,133.050003051758,131.720001220703,132.449996948242,2223200,114.478492736816
2014-06-18,132.610000610352,132.669998168945,131.029998779297,132.479995727539,2859000,114.50439453125
2014-06-19,132.479995727539,132.929992675781,131.800003051758,132.820007324219,2794900,114.798263549805
2014-06-20,133.479995727539,134.080001831055,132.089996337891,132.100006103516,8083500,114.175979614258
2014-06-23,132.320007324219,132.529998779297,130.649993896484,130.850006103516,4433000,113.095550537109
2014-06-24,130.5,131.240005493164,129,129.149993896484,4319800,111.626220703125
2014-06-25,129.039993286133,129.139999389648,126.279998779297,127.059997558594,7929700,109.819808959961
2014-06-26,127.410003662109,128.440002441406,126.360000610352,128.020004272461,3929100,110.649566650391
2014-06-27,128.070007324219,128.779998779297,127.559997558594,128.539993286133,3687900,111.099006652832
2014-06-30,127.910003662109,127.910003662109,126.199996948242,127.230003356934,5712900,109.966758728027
2014-07-01,127.660003662109,128.330001831055,127.360000610352,128.149993896484,3772500,110.761917114258
2014-07-02,128.149993896484,128.5,127.339996337891,127.620002746582,2859000,110.303840637207
2014-07-03,127.98999786377,128.619995117188,127.699996948242,128.509994506836,1997500,111.073059082031
2014-07-07,128.100006103516,129.5,127.769996643066,129.089996337891,3157000,111.574371337891
2014-07-08,128.889999389648,128.970001220703,125.919998168945,126.790000915527,5724300,109.586441040039
2014-07-09,128.309997558594,128.320007324219,125.910003662109,126.790000915527,8023900,109.586441040039
2014-07-10,125.540000915527,127.629997253418,125.120002746582,126.790000915527,3936900,109.586441040039
2014-07-11,127.180000305176,128.240005493164,126.360000610352,128.089996337891,3193100,110.710060119629
2014-07-14,128.910003662109,130.580001831055,128.759994506836,129.520004272461,5267500,111.946029663086
2014-07-15,130.309997558594,130.309997558594,128.339996337891,129.100006103516,4916100,111.583030700684
2014-07-16,129.559997558594,129.559997558594,127.139999389648,127.419998168945,5260800,110.130958557129
2014-07-17,127.209999084473,128.179992675781,125.790000915527,125.879997253418,5292900,108.799919128418
2014-07-18,126.379997253418,127.819999694824,126.25,127.639999389648,3103300,110.321128845215
2014-07-21,127.300003051758,128.419998168945,126.769996643066,128.300003051758,2738700,110.891540527344
2014-07-22,128.990005493164,130.009994506836,128.580001831055,129.740005493164,5102200,112.136184692383
2014-07-23,127.790000915527,128.399993896484,126.019996643066,126.709999084473,12326300,109.517311096191
2014-07-24,125.919998168945,126.050003051758,124,124.400001525879,10307200,107.520721435547
2014-07-25,124.480003356934,124.529998779297,122.410003662109,123.199996948242,6121400,106.48356628418
2014-07-28,123.440002441406,124.559997558594,122.160003662109,123.059997558594,4982400,106.362533569336
2014-07-29,123.309997558594,123.629997253418,122.199996948242,122.319999694824,4101900,105.722961425781
2014-07-30,123.199996948242,123.800003051758,121.76000213623,122.290000915527,4042900,105.697036743164
2014-07-31,121.470001220703,122.050003051758,120.410003662109,120.480003356934,5588800,104.132621765137
2014-08-01,120.449996948242,121.709999084473,119.639999389648,120.379997253418,5852700,104.046195983887
2014-08-04,120.800003051758,121.190002441406,119.769996643066,119.930000305176,4671100,103.657249450684
2014-08-05,119.669998168945,121.980003356934,119.660003662109,121.269996643066,6097900,104.815422058105
2014-08-06,119.319999694824,119.360000610352,117.870002746582,118.339996337891,6239700,102.902412414551
2014-08-07,119,120.220001220703,118.870002746582,119.839996337891,4641800,104.206741333008
2014-08-08,119.800003051758,120.650001525879,119.279998779297,120.629997253418,4348900,104.893676757812
2014-08-11,121.150001525879,121.76000213623,120.75,120.800003051758,2807900,105.041534423828
2014-08-12,120.51000213623,120.940002441406,120.01000213623,120.470001220703,2303500,104.75456237793
2014-08-13,120.669998168945,122.230003356934,120.629997253418,121.980003356934,2641100,106.067581176758
2014-08-14,122.199996948242,124.690002441406,122.160003662109,124.110000610352,4825100,107.919715881348
2014-08-15,124.5,124.5,122.150001525879,123.160003662109,4570000,107.093658447266
2014-08-18,123.580001831055,125.23999786377,123.569999694824,124.980003356934,4196900,108.676261901855
2014-08-19,125.220001220703,125.790000915527,125.110000610352,125.580001831055,2988300,109.197952270508
2014-08-20,125.889999389648,127.709999084473,125.580001831055,127.349998474121,4331300,110.737060546875
2014-08-21,127.540000915527,127.779998779297,126.73999786377,127.5,2522300,110.867492675781
2014-08-22,127.330001831055,127.800003051758,126.959999084473,127.459999084473,2394700,110.832710266113
2014-08-25,128.080001831055,128.490005493164,127.779998779297,128.330001831055,2307100,111.589218139648
2014-08-26,128.690002441406,129.130004882812,128.309997558594,128.600006103516,2329000,111.824020385742
2014-08-27,128.770004272461,128.990005493164,127.949996948242,128.199996948242,3075200,111.476188659668
2014-08-28,127.339996337891,127.75,126.720001220703,127.110000610352,3070300,110.528373718262
2014-08-29,127.349998474121,127.349998474121,126.050003051758,126.800003051758,3032700,110.258819580078
2014-09-02,125.620002746582,126.26000213623,124.569999694824,125.480003356934,4576000,109.111000061035
2014-09-03,125.459999084473,126.23999786377,125.199996948242,125.940002441406,3966500,109.51099395752
2014-09-04,126.379997253418,126.75,125.26000213623,125.459999084473,2975300,109.093620300293
2014-09-05,125.430000305176,125.550003051758,124.099998474121,124.690002441406,4913800,108.42406463623
2014-09-08,125.900001525879,128.25,125.900001525879,127.980003356934,6103500,111.284881591797
2014-09-09,127.809997558594,128.679992675781,127.620002746582,128.210006713867,4866400,111.484886169434
2014-09-10,128.470001220703,128.470001220703,127.480003356934,128.220001220703,3068200,111.493583679199
2014-09-11,127.819999694824,127.98999786377,127.199996948242,127.639999389648,1988200,110.989250183105
2014-09-12,127.48999786377,127.559997558594,126.610000610352,126.949996948242,3107300,110.389221191406
2014-09-15,126.919998168945,126.949996948242,125.690002441406,126.309997558594,3261700,109.832748413086
2014-09-16,126.199996948242,127.699996948242,125.720001220703,127.319999694824,3377500,110.710968017578
2014-09-17,128.25,128.380004882812,127.199996948242,127.76000213623,3135300,111.093574523926
2014-09-18,128,128.899993896484,128,128.580001831055,2721800,111.806602478027
2014-09-19,129.270004272461,129.699996948242,128.919998168945,129.350006103516,5635700,112.476142883301
2014-09-22,129.369995117188,129.869995117188,128.460006713867,128.610000610352,2890300,111.832702636719
2014-09-23,128.279998779297,128.539993286133,127.029998779297,127.379997253418,2963100,110.763137817383
2014-09-24,127.459999084473,128.800003051758,127.230003356934,128.580001831055,2891400,111.806602478027
2014-09-25,128.309997558594,128.490005493164,127.01000213623,127.139999389648,2913100,110.554458618164
2014-09-26,127.190002441406,129,126.959999084473,128.690002441406,2524100,111.902267456055
2014-09-29,127.209999084473,129.529998779297,127,128.770004272461,3484900,111.971824645996
2014-09-30,128.570007324219,129.389999389648,127.309997558594,127.379997253418,4000200,110.763137817383
2014-10-01,127.370002746582,127.370002746582,124.309997558594,124.669998168945,5265200,108.406661987305
2014-10-02,124.400001525879,125.550003051758,123.839996337891,124.169998168945,3204500,107.971885681152
2014-10-03,124.660003662109,126.870002746582,124.660003662109,126.360000610352,3075900,109.87621307373
2014-10-06,127.089996337891,127.190002441406,125.379997253418,126.26000213623,2681000,109.789268493652
2014-10-07,125.519996643066,125.519996643066,123.290000915527,123.319999694824,3554900,107.232772827148
2014-10-08,123.470001220703,125.089996337891,122.150001525879,124.980003356934,3610300,108.676261901855
2014-10-09,124.720001220703,124.75,122.309997558594,122.76000213623,4874700,106.745834350586
2014-10-10,122.870002746582,123.360000610352,121.5,121.5,4214200,105.65022277832
2014-10-13,122.050003051758,123.190002441406,120.26000213623,120.449996948242,3878600,104.737174987793
2014-10-14,121.839996337891,123.370002746582,120.720001220703,122.290000915527,3768200,106.337142944336
2014-10-15,121.059997558594,121.120002746582,116.319999694824,120.190002441406,7819000,104.511085510254
2014-10-16,118.910003662109,121.300003051758,118.389999389648,120.290000915527,4492500,104.598045349121
2014-10-17,122.050003051758,123.870002746582,121.779998779297,123.23999786377,4872400,107.163200378418
2014-10-20,123.389999389648,124.720001220703,123,124.309997558594,3676300,108.093627929688
2014-10-21,125.209999084473,127.23999786377,124.930000305176,127.120002746582,5204500,110.537071228027
2014-10-22,127.98999786377,128,121.339996337891,121.449996948242,13844400,105.606719970703
2014-10-23,121.269996643066,122.879997253418,121.059997558594,122.029998779297,7799700,106.111061096191
2014-10-24,122.199996948242,122.839996337891,121.26000213623,122.23999786377,4013300,106.293655395508
2014-10-27,122.129997253418,122.230003356934,121.26000213623,122.120002746582,2940300,106.189323425293
2014-10-28,122.5,123.790000915527,121.959999084473,123.610000610352,4159000,107.48494720459
2014-10-29,124.480003356934,124.480003356934,122.559997558594,123.080001831055,3241700,107.02409362793
2014-10-30,122.519996643066,124.120002746582,122.01000213623,123.819999694824,2569900,107.667549133301
2014-10-31,125.029998779297,125.889999389648,124.730003356934,124.910003662109,4665300,108.615364074707
2014-11-03,125.349998474121,126.25,124.889999389648,126.029998779297,3902700,109.589256286621
2014-11-04,125.940002441406,126.709999084473,125.26000213623,125.839996337891,3684600,109.42406463623
2014-11-05,126.01000213623,126.25,124.199996948242,124.220001220703,3334000,108.645645141602
2014-11-06,124.480003356934,124.800003051758,123.370002746582,124.580001831055,2341900,108.960487365723
2014-11-07,124.930000305176,124.940002441406,124.169998168945,124.449996948242,2366700,108.846771240234
2014-11-10,124.870002746582,124.98999786377,123.800003051758,124.639999389648,2622700,109.012954711914
2014-11-11,124.580001831055,125.730003356934,124.449996948242,125.360000610352,3053500,109.642700195312
2014-11-12,124.51000213623,126.190002441406,124.470001220703,125.870002746582,3075000,110.088760375977
2014-11-13,125.73999786377,128.960006713867,125.73999786377,128.529998779297,5813900,112.415245056152
2014-11-14,128.529998779297,129.779998779297,127.849998474121,128.860000610352,6235600,112.703887939453
2014-11-17,128.699996948242,129.169998168945,127.550003051758,128.419998168945,3752900,112.319053649902
2014-11-18,128.550003051758,131.330001831055,128.039993286133,130.660003662109,5701200,114.278190612793
2014-11-19,130.589996337891,132.740005493164,130.25,131.610000610352,5037600,115.109069824219
2014-11-20,130.940002441406,132.399993896484,130.710006713867,131.699996948242,4052800,115.187812805176
2014-11-21,132.720001220703,133.360000610352,132.509994506836,132.779998779297,4227100,116.132400512695
2014-11-24,133.449996948242,134.740005493164,133.440002441406,134.610000610352,4161500,117.732986450195
2014-11-25,134.740005493164,135.600006103516,134.740005493164,134.809997558594,4301600,117.907852172852
2014-11-26,134.949996948242,135.300003051758,134.389999389648,134.779998779297,2660100,117.881629943848
2014-11-28,135.509994506836,135.779998779297,134.039993286133,134.360000610352,2090000,117.514305114746
2014-12-01,134.309997558594,134.399993896484,132.199996948242,132.389999389648,3473700,115.791320800781
2014-12-02,132.5,132.960006713867,131.75,132.279998779297,2904900,115.695083618164
2014-12-03,132.649993896484,133.279998779297,131.429992675781,131.970001220703,4627500,115.423965454102
2014-12-04,131.970001220703,132.520004272461,130.919998168945,131.320007324219,2785500,114.855476379395
2014-12-05,131.720001220703,132.619995117188,131.529998779297,132.210006713867,2580200,115.63387298584
2014-12-08,132.020004272461,132.070007324219,129.869995117188,130.279998779297,2862400,113.945831298828
2014-12-09,128.559997558594,129.720001220703,127.73999786377,129.660003662109,3084600,113.403579711914
2014-12-10,128.809997558594,128.979995727539,124.540000915527,124.639999389648,6651700,109.012954711914
2014-12-11,125.220001220703,125.650001525879,123,123.370002746582,6702100,107.902206420898
2014-12-12,122.23999786377,122.269996643066,120.580001831055,120.769996643066,6661100,105.628173828125
2014-12-15,121.400001525879,122.879997253418,120.599998474121,122.080001831055,6238800,106.77392578125
2014-12-16,125.040000915527,125.540000915527,123.910003662109,124.25,7919900,108.671867370605
2014-12-17,124.279998779297,125.379997253418,123.419998168945,125.059997558594,6726500,109.380310058594
2014-12-18,127.129997253418,127.349998474121,124.769996643066,125.669998168945,6485900,109.913841247559
2014-12-19,125.629997253418,127.419998168945,125.5,126.230003356934,7680800,110.403617858887
2014-12-22,126.730003356934,128.539993286133,126.730003356934,128.220001220703,3189300,112.144134521484
2014-12-23,129.039993286133,130.649993896484,128.649993896484,130.029998779297,4028900,113.727188110352
2014-12-24,130.300003051758,132.330001831055,130.169998168945,131.240005493164,2116900,114.785507202148
2014-12-26,131.289993286133,131.929992675781,130.229995727539,131.630004882812,2242900,115.126579284668
2014-12-29,131.720001220703,132.729995727539,131.169998168945,132.289993286133,2718400,115.703842163086
2014-12-30,132,132.279998779297,131.520004272461,131.830001831055,2447700,115.301528930664
2014-12-31,132.25,132.300003051758,129.860000610352,129.979995727539,2712400,113.683456420898
2015-01-02,131.070007324219,131.839996337891,129.089996337891,129.949996948242,4294200,113.657211303711
2015-01-05,129.660003662109,129.919998168945,128.610000610352,129.050003051758,5024800,112.870056152344
2015-01-06,129.050003051758,129.619995117188,126.180000305176,127.529998779297,4992800,111.540641784668
2015-01-07,128.740005493164,129.970001220703,128.720001220703,129.509994506836,3573200,113.27237701416
2015-01-08,130.600006103516,131.990005493164,130.399993896484,131.800003051758,4503400,115.275276184082
2015-01-09,131.589996337891,132.259994506836,130.929992675781,131.539993286133,3056400,115.047866821289
2015-01-12,132.240005493164,132.259994506836,129.949996948242,130.869995117188,3552700,114.461875915527
2015-01-13,132,133.910003662109,130.169998168945,131.169998168945,3441700,114.724266052246
2015-01-14,129.029998779297,131.289993286133,128.949996948242,130.380004882812,3559500,114.033309936523
2015-01-15,130.25,131.830001831055,129.699996948242,130.139999389648,3902000,113.823402404785
2015-01-16,129.75,131.020004272461,129.110000610352,130.779998779297,4425600,114.383148193359
2015-01-20,131.449996948242,132,129.449996948242,131.220001220703,3143700,114.767990112305
2015-01-21,130.869995117188,132.869995117188,130.570007324219,132.410003662109,2898000,115.808807373047
2015-01-22,133.380004882812,136.210006713867,133.050003051758,135.639999389648,4971300,118.633819580078
2015-01-23,135.570007324219,135.779998779297,134.600006103516,134.619995117188,3828300,117.741714477539
2015-01-26,135,135.25,133.529998779297,134.070007324219,3900500,117.260665893555
