"Fecha","IDXX.Open","IDXX.High","IDXX.Low","IDXX.Close","IDXX.Volume","IDXX.Adjusted"
2013-11-01,54,54.2999992370605,53.4650001525879,54.0999984741211,457800,54.0999984741211
2013-11-04,56.5550003051758,56.5550003051758,53.7249984741211,54.4150009155273,471800,54.4150009155273
2013-11-05,54.060001373291,54.5099983215332,53.5999984741211,54.3400001525879,499800,54.3400001525879
2013-11-06,54.685001373291,54.685001373291,53.814998626709,54.3199996948242,230600,54.3199996948242
2013-11-07,54.6349983215332,54.9099998474121,54.2050018310547,54.2799987792969,557600,54.2799987792969
2013-11-08,54.4000015258789,54.8600006103516,54.0250015258789,54.8050003051758,311600,54.8050003051758
2013-11-11,54.5200004577637,54.5200004577637,54.1049995422363,54.2400016784668,315800,54.2400016784668
2013-11-12,54,54.0550003051758,53.2849998474121,53.3499984741211,843200,53.3499984741211
2013-11-13,53.314998626709,53.314998626709,52.5800018310547,52.9599990844727,1670600,52.9599990844727
2013-11-14,53.1300010681152,53.814998626709,53,53.2249984741211,881200,53.2249984741211
2013-11-15,53.4650001525879,54.2649993896484,53.3050003051758,53.5,1209600,53.5
2013-11-18,53.7000007629395,53.8549995422363,52.8849983215332,53.0449981689453,497600,53.0449981689453
2013-11-19,53.0149993896484,53.7550010681152,52.7849998474121,53.5349998474121,282000,53.5349998474121
2013-11-20,53.4749984741211,54.0900001525879,53.3199996948242,53.6749992370605,504000,53.6749992370605
2013-11-21,53.8950004577637,54.4150009155273,53.5,53.7550010681152,450600,53.7550010681152
2013-11-22,53.9199981689453,54.2150001525879,52.7350006103516,52.7449989318848,902600,52.7449989318848
2013-11-25,53.0099983215332,53.2949981689453,52.4500007629395,52.6949996948242,589800,52.6949996948242
2013-11-26,52.6650009155273,52.8050003051758,52.1049995422363,52.2649993896484,747800,52.2649993896484
2013-11-27,52.4900016784668,52.5400009155273,52.0250015258789,52.2400016784668,557600,52.2400016784668
2013-11-29,52.4199981689453,52.6100006103516,51.8899993896484,52.0800018310547,416200,52.0800018310547
2013-12-02,51.9799995422363,52.7400016784668,51.5550003051758,52.5099983215332,1466600,52.5099983215332
2013-12-03,52.2849998474121,52.6599998474121,52.2050018310547,52.4799995422363,334200,52.4799995422363
2013-12-04,52.1599998474121,52.6100006103516,51.7249984741211,52.189998626709,324600,52.189998626709
2013-12-05,52.1349983215332,52.439998626709,51.6300010681152,52,306400,52
2013-12-06,52.3349990844727,52.7099990844727,51.875,52,478400,52
2013-12-09,52,52.8199996948242,51.5099983215332,52.060001373291,562600,52.060001373291
2013-12-10,51.9449996948242,52.25,51.5099983215332,51.75,709600,51.75
2013-12-11,51.875,51.9700012207031,50.9799995422363,51.0750007629395,760600,51.0750007629395
2013-12-12,51.1549987792969,51.6150016784668,50.6650009155273,50.7949981689453,938200,50.7949981689453
2013-12-13,50.7050018310547,51.3849983215332,50.7050018310547,51.1349983215332,752000,51.1349983215332
2013-12-16,51.4599990844727,52.3950004577637,51.3450012207031,51.7150001525879,2050800,51.7150001525879
2013-12-17,51.8300018310547,52.3450012207031,51.5299987792969,52.1699981689453,2697400,52.1699981689453
2013-12-18,52.3699989318848,52.6549987792969,51.7700004577637,52,1183800,52
2013-12-19,51.7150001525879,52.3849983215332,51.3499984741211,51.9049987792969,1546400,51.9049987792969
2013-12-20,51.9099998474121,53.0699996948242,51.9099998474121,52.6049995422363,2206800,52.6049995422363
2013-12-23,52.875,52.875,52.1349983215332,52.6699981689453,423200,52.6699981689453
2013-12-24,52.5950012207031,53.2200012207031,52.0999984741211,53,174800,53
2013-12-26,53.0800018310547,53.2550010681152,52.8300018310547,52.8600006103516,411600,52.8600006103516
2013-12-27,53.0099983215332,53.5299987792969,52.8549995422363,53.3849983215332,411000,53.3849983215332
2013-12-30,53.2799987792969,53.4749984741211,52.7999992370605,53.3450012207031,378400,53.3450012207031
2013-12-31,53.5900001525879,53.5900001525879,52.7799987792969,53.185001373291,739800,53.185001373291
2014-01-02,52.9949989318848,53.7350006103516,52.3199996948242,52.5149993896484,855200,52.5149993896484
2014-01-03,52.7949981689453,53.2799987792969,52.5299987792969,53.1450004577637,583800,53.1450004577637
2014-01-06,53.2999992370605,53.4650001525879,52.5050010681152,52.6599998474121,695600,52.6599998474121
2014-01-07,52.8349990844727,53.9500007629395,52.5250015258789,53.9300003051758,504400,53.9300003051758
2014-01-08,53.9799995422363,54.4500007629395,53.5750007629395,54.1549987792969,500800,54.1549987792969
2014-01-09,54.1749992370605,54.5449981689453,53.7350006103516,54.4900016784668,329400,54.4900016784668
2014-01-10,54.5,54.9949989318848,54.1150016784668,54.5250015258789,464800,54.5250015258789
2014-01-13,54.2599983215332,54.75,53.875,54.189998626709,408600,54.189998626709
2014-01-14,54.439998626709,55.2900009155273,54.0050010681152,55.0050010681152,468000,55.0050010681152
2014-01-15,54.9949989318848,56.2799987792969,54.9949989318848,56.0550003051758,819600,56.0550003051758
2014-01-16,56.0050010681152,56.375,55.685001373291,56.2550010681152,577800,56.2550010681152
2014-01-17,56.1100006103516,56.8600006103516,55.9700012207031,56.7900009155273,649800,56.7900009155273
2014-01-21,56.9150009155273,57.5,56.6749992370605,57.0900001525879,842400,57.0900001525879
2014-01-22,57.1699981689453,57.4900016784668,56.810001373291,57.2900009155273,544200,57.2900009155273
2014-01-23,56.9799995422363,57.4650001525879,56.8050003051758,57.2999992370605,528400,57.2999992370605
2014-01-24,57.1800003051758,57.1800003051758,55.8499984741211,56.6399993896484,607000,56.6399993896484
2014-01-27,56.7150001525879,57.3450012207031,56.2150001525879,56.4550018310547,551800,56.4550018310547
2014-01-28,56.6150016784668,56.8050003051758,56.3849983215332,56.5550003051758,684800,56.5550003051758
2014-01-29,56.0349998474121,56.939998626709,56.0349998474121,56.7249984741211,428800,56.7249984741211
2014-01-30,56.1549987792969,57.0750007629395,55.6599998474121,56.8800010681152,877200,56.8800010681152
2014-01-31,56.1349983215332,57.1949996948242,55.4749984741211,57.1300010681152,1340200,57.1300010681152
2014-02-03,56.8450012207031,56.8450012207031,54.2900009155273,54.5449981689453,1568600,54.5449981689453
2014-02-04,57.5,58.439998626709,55.4249992370605,57.5499992370605,1704600,57.5499992370605
2014-02-05,57.25,58.2350006103516,56.5149993896484,58.1150016784668,1014600,58.1150016784668
2014-02-06,58.4000015258789,58.9000015258789,57.6949996948242,58.5250015258789,860800,58.5250015258789
2014-02-07,58.9000015258789,59.564998626709,58.4249992370605,59.4449996948242,664400,59.4449996948242
2014-02-10,59.5550003051758,60.4900016784668,59.375,60.439998626709,968400,60.439998626709
