"Fecha","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
2013-12-23,126.919998168945,126.959999084473,125.790000915527,126.199996948242,1016500,105.870529174805
2013-12-24,126.199996948242,127.389999389648,125.970001220703,127.209999084473,279800,106.717826843262
2013-12-26,127.339996337891,128.330001831055,127.23999786377,127.879997253418,521300,107.279876708984
2013-12-27,128.320007324219,128.490005493164,127.669998168945,128.110000610352,493800,107.472854614258
2013-12-30,127.970001220703,128.889999389648,127.970001220703,128.880004882812,575600,108.118827819824
2013-12-31,129.610000610352,129.770004272461,128.289993286133,128.639999389648,455900,107.917457580566
2014-01-02,128.100006103516,128.779998779297,126.98999786377,127.23999786377,806800,106.742973327637
2014-01-03,127.550003051758,128.460006713867,126.940002441406,127.25,683300,106.75138092041
2014-01-06,127.769996643066,128.160003662109,125.839996337891,125.849998474121,945300,105.576904296875
2014-01-07,126.860000610352,128.039993286133,126.610000610352,127.629997253418,765000,107.070152282715
2014-01-08,127.279998779297,128.059997558594,126.360000610352,127.680000305176,895100,107.112098693848
2014-01-09,127.680000305176,128.490005493164,126.319999694824,126.930000305176,749700,106.482940673828
2014-01-10,128.169998168945,128.169998168945,126.23999786377,127.199996948242,1036300,106.709442138672
2014-01-13,126.419998168945,127.779998779297,125.26000213623,125.620002746582,1189500,105.383979797363
2014-01-14,126.470001220703,128.050003051758,125.980003356934,127.76000213623,947800,107.179237365723
2014-01-15,128.139999389648,129.039993286133,128,128.960006713867,758300,108.185913085938
2014-01-16,128.220001220703,129.25,128.110000610352,129.169998168945,861600,108.362098693848
2014-01-17,129.25,129.399993896484,127.319999694824,127.430000305176,1531200,106.902389526367
2014-01-21,128.380004882812,128.970001220703,126.050003051758,126.819999694824,1790100,106.390655517578
2014-01-22,123.519996643066,124.5,121.529998779297,122.419998168945,2854700,102.699432373047
2014-01-23,120.919998168945,121.410003662109,118.51000213623,118.75,2042600,99.6206130981445
2014-01-24,118.410003662109,118.569999694824,114.629997253418,114.629997253418,1642900,96.1643218994141
2014-01-27,115.540000915527,115.980003356934,112.980003356934,114.379997253418,1861700,95.95458984375
2014-01-28,114.819999694824,116.400001525879,114.620002746582,115.230003356934,2823200,96.6676788330078
2014-01-29,114.410003662109,115.980003356934,113.900001525879,114,1085700,95.6358108520508
2014-01-30,114.580001831055,115.040000915527,114.180000305176,114.550003051758,1320900,96.0972061157227
2014-01-31,114.26000213623,114.26000213623,111.940002441406,113.370002746582,1122400,95.107307434082
2014-02-03,113.209999084473,113.709999084473,109.120002746582,109.389999389648,2473700,91.768424987793
2014-02-04,109.870002746582,111.680000305176,108.660003662109,110.889999389648,1795500,93.0268020629883
2014-02-05,111.110000610352,112.879997253418,110.209999084473,112.620002746582,1705900,94.4781341552734
2014-02-06,111.930000305176,114.370002746582,111.930000305176,114.279998779297,1637200,96.2810668945312
2014-02-07,114.930000305176,119.029998779297,114.73999786377,118.669998168945,3005200,99.9796524047852
2014-02-10,118.290000915527,118.319999694824,115.330001831055,115.580001831055,1727700,97.3763046264648
2014-02-11,115.910003662109,116.73999786377,114.980003356934,116.51000213623,1575900,98.1598587036133
2014-02-12,116.639999389648,117.660003662109,116.319999694824,117.209999084473,760400,98.7495727539062
2014-02-13,114.970001220703,117.830001831055,114.970001220703,116.76000213623,1131600,98.370475769043
2014-02-14,117.029998779297,118.269996643066,116.449996948242,117.849998474121,890500,99.2888031005859
2014-02-18,118.26000213623,118.860000610352,117.470001220703,117.879997253418,946100,99.314079284668
2014-02-19,117.589996337891,118.910003662109,116.690002441406,116.75,1207300,98.3620452880859
2014-02-20,116.819999694824,118.480003356934,116.769996643066,117.790000915527,1304500,99.2382507324219
2014-02-21,118.150001525879,118.75,117.709999084473,117.769996643066,871400,99.2214126586914
2014-02-24,117.949996948242,119.440002441406,117.949996948242,118.639999389648,1291300,99.9543609619141
2014-02-25,118.599998474121,118.769996643066,117.400001525879,117.800003051758,1175300,99.2466888427734
2014-02-26,118.059997558594,119.440002441406,117.379997253418,118.970001220703,1237000,100.232391357422
2014-02-27,118.949996948242,120.480003356934,118.690002441406,120.169998168945,872000,101.243385314941
2014-02-28,119.940002441406,121.569999694824,119.779998779297,120.550003051758,945500,101.56356048584
2014-03-03,119,120.440002441406,118.76000213623,119.389999389648,975100,100.586242675781
2014-03-04,121.169998168945,122.069999694824,120.699996948242,121.129997253418,895900,102.052207946777
2014-03-05,121.440002441406,121.970001220703,120.709999084473,121.910003662109,626400,102.709350585938
2014-03-06,122.360000610352,122.849998474121,121.940002441406,122.449996948242,873700,103.164306640625
2014-03-07,123.190002441406,125.349998474121,123.050003051758,124.379997253418,1653200,104.790344238281
2014-03-10,124.190002441406,124.48999786377,122.470001220703,123.220001220703,695600,103.813049316406
2014-03-11,123.300003051758,123.51000213623,120.269996643066,120.75,1162000,101.732048034668
2014-03-12,120.150001525879,120.349998474121,118.430000305176,119.300003051758,1130400,100.51042175293
2014-03-13,119.790000915527,120.019996643066,116.110000610352,116.809997558594,1056100,98.4126129150391
2014-03-14,116.669998168945,117.629997253418,116.129997253418,116.190002441406,1024900,97.890266418457
2014-03-17,117.430000305176,120.180000305176,117.389999389648,119.830001831055,1366400,100.956962585449
2014-03-18,119.819999694824,120.540000915527,119.040000915527,119.879997253418,921300,100.999076843262
2014-03-19,119.919998168945,120.919998168945,118.690002441406,119.660003662109,770700,100.81372833252
2014-03-20,119.300003051758,120.639999389648,118.879997253418,119.230003356934,620300,100.451454162598
2014-03-21,121.26000213623,121.650001525879,119.169998168945,119.379997253418,1459300,100.577819824219
2014-03-24,119.610000610352,120.150001525879,118.480003356934,118.919998168945,852200,100.190254211426
2014-03-25,120,122.099998474121,119.839996337891,121.129997253418,1301300,102.052207946777
2014-03-26,121.790000915527,121.970001220703,118.629997253418,118.730003356934,1039600,100.030212402344
2014-03-27,118.580001831055,118.879997253418,117.5,118.01000213623,893100,99.4235992431641
2014-03-28,118.480003356934,120.199996948242,118.269996643066,119.23999786377,649300,100.45987701416
2014-03-31,120.440002441406,121.080001831055,119.599998474121,119.709999084473,1242000,100.855857849121
2014-04-01,120.589996337891,122.25,120.050003051758,121.98999786377,1283700,102.776756286621
2014-04-02,122.01000213623,124.180000305176,122.01000213623,123.75,1126600,104.259559631348
2014-04-03,123.819999694824,124.029998779297,122.48999786377,123.26000213623,727900,103.846740722656
2014-04-04,125.089996337891,125.089996337891,121.589996337891,121.800003051758,1099800,102.616691589355
2014-04-07,121.339996337891,121.720001220703,118.459999084473,119.300003051758,1165700,100.51042175293
2014-04-08,118.98999786377,120.889999389648,118.790000915527,119.669998168945,1299700,100.822143554688
2014-04-09,120.650001525879,122.819999694824,120.23999786377,122.529998779297,1059500,103.23169708252
2014-04-10,122.050003051758,123.169998168945,119.690002441406,119.819999694824,957100,100.948516845703
2014-04-11,119.089996337891,120.080001831055,118.620002746582,119.139999389648,1146700,100.375633239746
2014-04-14,120.180000305176,121.050003051758,119.040000915527,120.330001831055,984200,101.378204345703
2014-04-15,121.150001525879,122.370002746582,119.480003356934,121.269996643066,1497000,102.170166015625
2014-04-16,122.519996643066,124.220001220703,122.480003356934,124.220001220703,1262900,104.655548095703
2014-04-17,124.220001220703,126,124.099998474121,125.349998474121,1343200,105.607559204102
2014-04-21,125.099998474121,125.720001220703,124.309997558594,125.190002441406,623100,105.472755432129
2014-04-22,125.129997253418,126.099998474121,124.800003051758,124.940002441406,751700,105.262130737305
2014-04-23,125.169998168945,126.160003662109,124.599998474121,124.769996643066,649400,105.11888885498
2014-04-24,125.51000213623,125.720001220703,123.839996337891,124.459999084473,688200,104.857727050781
2014-04-25,124.309997558594,124.870002746582,121.809997558594,122.400001525879,977900,103.122207641602
2014-04-28,123.040000915527,124.269996643066,121.449996948242,122.730003356934,1662900,103.40022277832
2014-04-29,125,126.48999786377,123.519996643066,125.860000610352,1600300,106.037239074707
2014-04-30,127.050003051758,127.099998474121,125.230003356934,126.879997253418,1104400,106.896591186523
2014-05-01,126.419998168945,127.279998779297,125.709999084473,126.089996337891,768000,106.231002807617
2014-05-02,126,126.330001831055,124.860000610352,125.080001831055,952600,105.380096435547
2014-05-05,124.419998168945,125.279998779297,123.449996948242,124.269996643066,1057800,104.697662353516
2014-05-06,123.930000305176,124.660003662109,123.209999084473,123.400001525879,927400,103.964698791504
2014-05-07,123.069999694824,123.949996948242,121.860000610352,123.889999389648,1091400,104.785102844238
2014-05-08,123.73999786377,126,123.349998474121,124.230003356934,815400,105.072677612305
2014-05-09,124.110000610352,124.389999389648,123.029998779297,124.199996948242,468000,105.047286987305
2014-05-12,125.040000915527,126.870002746582,125.040000915527,126.480003356934,541300,106.975715637207
2014-05-13,126.73999786377,126.75,125.940002441406,126.040000915527,588600,106.603561401367
2014-05-14,126.150001525879,126.370002746582,124.75,124.940002441406,637000,105.673164367676
2014-05-15,124.419998168945,124.800003051758,121.589996337891,122.559997558594,1191000,103.660186767578
2014-05-16,122.650001525879,123.430000305176,121.959999084473,123.029998779297,821900,104.057723999023
2014-05-19,122.620002746582,123.949996948242,122.319999694824,123.809997558594,407200,104.717437744141
2014-05-20,123.470001220703,123.650001525879,121.01000213623,121.26000213623,928900,102.560684204102
2014-05-21,121.790000915527,122.779998779297,121.419998168945,122.470001220703,715000,103.584083557129
2014-05-22,122.76000213623,123.98999786377,121.819999694824,121.879997253418,793600,103.085060119629
2014-05-23,121.559997558594,123.330001831055,121.559997558594,123.099998474121,430400,104.11693572998
2014-05-27,123.569999694824,125.809997558594,123.389999389648,124.790000915527,918600,105.546310424805
2014-05-28,125.029998779297,125.389999389648,124.25,124.389999389648,475300,105.207984924316
2014-05-29,124.75,124.959999084473,123.360000610352,124.669998168945,505700,105.444793701172
2014-05-30,124.410003662109,125.470001220703,123.910003662109,125.230003356934,943200,105.918464660645
2014-06-02,125.580001831055,126.019996643066,123.900001525879,125.76000213623,758800,106.366760253906
2014-06-03,125.290000915527,126.029998779297,125,125.720001220703,727900,106.332885742188
2014-06-04,125.569999694824,126.699996948242,125.319999694824,125.839996337891,836500,106.43440246582
2014-06-05,126.300003051758,127.540000915527,125.900001525879,127.389999389648,1047200,107.745376586914
2014-06-06,127.669998168945,128.330001831055,127.51000213623,128.199996948242,686300,108.430458068848
2014-06-09,128.130004882812,130.440002441406,127.910003662109,129.410003662109,686500,109.45386505127
2014-06-10,128.910003662109,129.630004882812,128.190002441406,129.520004272461,477400,109.546943664551
2014-06-11,128.300003051758,129,127.76000213623,128.899993896484,567800,109.022537231445
2014-06-12,128.460006713867,128.630004882812,126.51000213623,126.819999694824,727600,107.263290405273
2014-06-13,127.080001831055,127.680000305176,126.690002441406,127.169998168945,380800,107.559288024902
2014-06-16,126.550003051758,127.51000213623,126.309997558594,127.180000305176,407100,107.567764282227
2014-06-17,127.150001525879,128.570007324219,126.410003662109,127.23999786377,713200,107.618499755859
2014-06-18,127.029998779297,128.070007324219,126.129997253418,127.98999786377,580200,108.25284576416
2014-06-19,127.98999786377,128.009994506836,125.26000213623,127.480003356934,1321500,107.821502685547
2014-06-20,127.400001525879,128.279998779297,127.279998779297,127.720001220703,944700,108.024490356445
2014-06-23,127.779998779297,127.949996948242,126.559997558594,126.98999786377,837300,107.407066345215
2014-06-24,126.26000213623,127.839996337891,125.440002441406,125.709999084473,820600,106.324432373047
2014-06-25,125.139999389648,126.309997558594,124.839996337891,125.919998168945,730300,106.502044677734
2014-06-26,126.180000305176,126.180000305176,124.650001525879,125.650001525879,956700,106.273704528809
2014-06-27,125.160003662109,126.059997558594,124.180000305176,125.629997253418,1473100,106.256782531738
2014-06-30,125.98999786377,126.230003356934,124.699996948242,125.730003356934,870800,106.341369628906
2014-07-01,126.089996337891,127.180000305176,125.610000610352,126.870002746582,840300,107.305564880371
2014-07-02,126.709999084473,127.019996643066,125.76000213623,126.25,597400,106.781196594238
2014-07-03,126.819999694824,127.599998474121,126.629997253418,127.370002746582,754900,107.728477478027
2014-07-07,126.870002746582,126.940002441406,125.550003051758,125.940002441406,998800,106.518989562988
2014-07-08,125.669998168945,125.870002746582,124.540000915527,124.73999786377,715600,105.504013061523
2014-07-09,125.059997558594,125.519996643066,123.980003356934,124.480003356934,491300,105.284103393555
2014-07-10,122.919998168945,123.25,122.339996337891,122.779998779297,852200,103.84627532959
2014-07-11,122.889999389648,123.379997253418,122.050003051758,123.019996643066,871700,104.049270629883
2014-07-14,124.180000305176,124.180000305176,122.860000610352,123.019996643066,718500,104.049270629883
2014-07-15,123.120002746582,123.819999694824,122.629997253418,123.48999786377,1081300,104.446792602539
2014-07-16,124.080001831055,124.639999389648,123.26000213623,124.620002746582,806500,105.402549743652
2014-07-17,123.379997253418,124,121.730003356934,121.919998168945,766800,103.11888885498
2014-07-18,122.459999084473,123.779998779297,122.110000610352,123.430000305176,874900,104.396041870117
2014-07-21,123.069999694824,123.580001831055,122.410003662109,123.01000213623,548600,104.040809631348
2014-07-22,123.879997253418,124.73999786377,123.51000213623,123.620002746582,529600,104.55672454834
2014-07-23,123.669998168945,123.690002441406,122.769996643066,123.290000915527,474600,104.277626037598
2014-07-24,123.330001831055,124.029998779297,123.01000213623,123.330001831055,804000,104.311431884766
2014-07-25,122.949996948242,123.699996948242,122.699996948242,122.930000305176,616100,103.973136901855
2014-07-28,122.680000305176,122.680000305176,120.569999694824,121.699996948242,702700,102.932800292969
2014-07-29,121.220001220703,121.589996337891,117.690002441406,117.73999786377,1915800,99.5834884643555
2014-07-30,118.099998474121,118.809997558594,116.930000305176,117.610000610352,1449800,99.4735412597656
2014-07-31,116.470001220703,116.910003662109,114.889999389648,114.949996948242,1357900,97.2237319946289
2014-08-01,114.51000213623,114.690002441406,112.769996643066,114.150001525879,1712700,96.5470886230469
2014-08-04,114.639999389648,115.919998168945,114.309997558594,115.569999694824,961600,97.7481155395508
2014-08-05,114.730003356934,116.980003356934,114.370002746582,115.019996643066,1621600,97.2829208374023
2014-08-06,111.639999389648,111.639999389648,105.910003662109,109.550003051758,5933300,92.6564559936523
2014-08-07,110.349998474121,111.910003662109,109.360000610352,109.849998474121,2954200,92.9101943969727
2014-08-08,110.300003051758,111.610000610352,109.360000610352,111.559997558594,1620300,94.3564910888672
2014-08-11,112.559997558594,112.650001525879,111.650001525879,111.76000213623,892900,94.5256423950195
2014-08-12,111.779998779297,113.040000915527,111.5,112.480003356934,1159900,95.1346206665039
2014-08-13,112.879997253418,113.480003356934,112.269996643066,113.190002441406,886900,95.7351531982422
2014-08-14,113.410003662109,113.620002746582,112.930000305176,113.519996643066,926100,96.0142440795898
2014-08-15,113.830001831055,114.019996643066,112.110000610352,112.779998779297,996200,95.3883361816406
2014-08-18,113.349998474121,114.730003356934,113.349998474121,114.569999694824,1053500,96.9023284912109
2014-08-19,114.910003662109,115.650001525879,114.790000915527,115.319999694824,760300,97.5366668701172
2014-08-20,115.459999084473,118.769996643066,115.120002746582,117.800003051758,1890500,99.6342544555664
2014-08-21,117.73999786377,117.889999389648,116.269996643066,117.050003051758,1191300,98.9998931884766
2014-08-22,116.76000213623,117.309997558594,115.660003662109,116.150001525879,810800,98.2386856079102
2014-08-25,116.819999694824,117.190002441406,116.23999786377,117.019996643066,900500,98.9745254516602
2014-08-26,116.470001220703,117.190002441406,115.970001220703,116.040000915527,859100,98.5498886108398
2014-08-27,116.360000610352,116.519996643066,115.419998168945,115.900001525879,697500,98.4309844970703
2014-08-28,115.01000213623,115.190002441406,114.379997253418,114.75,1251400,97.4543151855469
2014-08-29,115.190002441406,115.559997558594,114.449996948242,115.5,1398400,98.0912551879883
2014-09-02,115.650001525879,116.440002441406,115.330001831055,116,952500,98.5158996582031
2014-09-03,116.690002441406,116.730003356934,115.080001831055,115.410003662109,1195800,98.0148315429688
2014-09-04,115.599998474121,117.209999084473,115.26000213623,117.040000915527,3111900,99.3991394042969
2014-09-05,117.040000915527,118.129997253418,116.110000610352,118.050003051758,1528300,100.25691986084
2014-09-08,117.75,117.98999786377,117.360000610352,117.580001831055,1674500,99.8577651977539
2014-09-09,117.589996337891,119.330001831055,117.23999786377,118.389999389648,1894600,100.545684814453
2014-09-10,118.25,118.550003051758,116.910003662109,118.440002441406,1308600,100.58812713623
2014-09-11,117.919998168945,118.699996948242,117.709999084473,118.349998474121,848500,100.511703491211
2014-09-12,118.150001525879,118.709999084473,117.400001525879,117.779998779297,918100,100.027610778809
2014-09-15,117.470001220703,117.470001220703,116.080001831055,117.099998474121,832900,99.4501037597656
2014-09-16,116.400001525879,117.25,115.629997253418,116.98999786377,903400,99.3567047119141
2014-09-17,117.480003356934,118.040000915527,116.110000610352,116.610000610352,763000,99.0339889526367
2014-09-18,116.730003356934,117.389999389648,116.459999084473,117.26000213623,675000,99.5860214233398
2014-09-19,117.860000610352,118.220001220703,116.190002441406,116.629997253418,1402500,99.0509567260742
2014-09-22,116.169998168945,116.370002746582,114.160003662109,114.73999786377,960500,97.4458312988281
2014-09-23,114.169998168945,114.379997253418,113.199996948242,113.690002441406,1089400,96.554084777832
2014-09-24,113.470001220703,114.830001831055,112.559997558594,114.639999389648,979800,97.3608932495117
2014-09-25,113.910003662109,114.300003051758,112.839996337891,112.839996337891,969000,95.8322067260742
2014-09-26,112.930000305176,114.25,112.330001831055,113.870002746582,571100,96.7069702148438
2014-09-29,112.620002746582,114.089996337891,112.349998474121,114.029998779297,895900,96.8428497314453
2014-09-30,114.26000213623,114.980003356934,113.519996643066,114.150001525879,1765300,96.9447402954102
2014-10-01,113.680000305176,113.970001220703,111.370002746582,111.669998168945,1379600,94.8385314941406
2014-10-02,111.75,112.269996643066,110.269996643066,111.129997253418,1013700,94.3799514770508
2014-10-03,111.73999786377,112.559997558594,111.599998474121,112.230003356934,958000,95.3141479492188
2014-10-06,112.75,113.26000213623,111.410003662109,112.269996643066,531900,95.3481216430664
2014-10-07,111.300003051758,111.529998779297,109.669998168945,109.709999084473,915300,93.173957824707
2014-10-08,109.930000305176,112.589996337891,108.98999786377,112.410003662109,1198700,95.4670181274414
2014-10-09,112.040000915527,112.26000213623,109.410003662109,109.529998779297,826600,93.021110534668
2014-10-10,109.269996643066,110.089996337891,107.540000915527,108.980003356934,1434300,92.5540008544922
2014-10-13,108.150001525879,108.550003051758,102.970001220703,103.089996337891,2614200,87.5517501831055
2014-10-14,104.029998779297,106.970001220703,103.73999786377,104.190002441406,2434500,88.4859619140625
2014-10-15,103.160003662109,103.330001831055,99.8199996948242,102.959999084473,3049500,87.4413604736328
2014-10-16,101.709999084473,105.379997253418,101.190002441406,105.099998474121,2460700,89.2588195800781
2014-10-17,106.300003051758,108.48999786377,104.419998168945,104.419998168945,1815500,88.6813354492188
2014-10-20,104.519996643066,107.01000213623,104.26000213623,106.830001831055,1512000,90.7280578613281
2014-10-21,108.26000213623,111.5,107.889999389648,111.290000915527,1233200,94.5158233642578
2014-10-22,111.069999694824,111.610000610352,108.980003356934,109.139999389648,1504700,92.6898727416992
2014-10-23,118.519996643066,119.849998474121,115.75,116.389999389648,2709400,98.8471145629883
2014-10-24,116.26000213623,116.839996337891,115.199996948242,116.569999694824,1283200,98.9999847412109
2014-10-27,116.430000305176,117.629997253418,115.349998474121,117.23999786377,1806500,99.5690231323242
2014-10-28,122.849998474121,126.040000915527,121.360000610352,122.949996948242,2306500,104.418357849121
2014-10-29,122.919998168945,124.180000305176,121.650001525879,123.970001220703,1477200,105.284660339355
2014-10-30,122.930000305176,125.209999084473,122.860000610352,124.669998168945,1190400,105.879119873047
2014-10-31,126.389999389648,127.589996337891,125.910003662109,127.029998779297,1922200,107.883399963379
2014-11-03,127.419998168945,127.690002441406,125.769996643066,126.769996643066,1239100,107.66259765625
2014-11-04,126.76000213623,126.98999786377,125.339996337891,126.379997253418,1067000,107.331390380859
2014-11-05,126.779998779297,127.860000610352,126.089996337891,127.779998779297,899300,108.520355224609
2014-11-06,127.819999694824,128.690002441406,127.5,127.959999084473,1441400,109.211700439453
2014-11-07,127.940002441406,128.699996948242,127.51000213623,128.5,1426300,109.672569274902
2014-11-10,128.470001220703,129.050003051758,127.940002441406,128.429992675781,723600,109.612815856934
2014-11-11,128.289993286133,129,127.589996337891,128.080001831055,753800,109.314102172852
2014-11-12,127.639999389648,129.259994506836,127.470001220703,128.570007324219,873900,109.732330322266
2014-11-13,128.589996337891,129.070007324219,126.720001220703,126.970001220703,1269800,108.366744995117
2014-11-14,126.75,128.520004272461,126.75,128.440002441406,867000,109.621360778809
2014-11-17,127.790000915527,129,127.790000915527,128.619995117188,1170500,109.774978637695
2014-11-18,128.850006103516,130.860000610352,128.429992675781,130.470001220703,1497200,111.35391998291
2014-11-19,130.110000610352,130.110000610352,128.5,129.240005493164,1929300,110.304168701172
2014-11-20,128.240005493164,130.619995117188,128.130004882812,130.429992675781,1097800,111.319801330566
2014-11-21,131.210006713867,133.240005493164,130.660003662109,131.839996337891,1742800,112.523193359375
2014-11-24,132.429992675781,132.869995117188,131.639999389648,132.630004882812,860500,113.197456359863
2014-11-25,132.860000610352,133.410003662109,131.509994506836,132.779998779297,1329900,113.325469970703
2014-11-26,132.25,132.619995117188,131.399993896484,131.690002441406,804000,112.395179748535
2014-11-28,131.320007324219,131.339996337891,128.270004272461,129.029998779297,941600,110.12491607666
2014-12-01,129.190002441406,129.619995117188,127.160003662109,127.660003662109,1397000,108.95565032959
2014-12-02,126.440002441406,129.070007324219,126.440002441406,128.649993896484,1070100,109.800621032715
2014-12-03,129.190002441406,131.779998779297,129.169998168945,131.490005493164,967300,112.224494934082
2014-12-04,130.550003051758,131,129.75,129.770004272461,1194500,110.756492614746
2014-12-05,129.899993896484,130.910003662109,129.479995727539,129.949996948242,971800,110.910125732422
2014-12-08,129.899993896484,130.570007324219,127.129997253418,127.709999084473,1118600,108.998321533203
2014-12-09,126.360000610352,128.660003662109,126.01000213623,128.539993286133,924300,109.70671081543
2014-12-10,127.75,127.919998168945,124.970001220703,125.230003356934,1061200,106.881660461426
2014-12-11,125.51000213623,127.769996643066,125.349998474121,126.080001831055,1006100,107.607139587402
2014-12-12,124.620002746582,125.860000610352,123.059997558594,123.080001831055,1060300,105.04670715332
2014-12-15,123.830001831055,124.370002746582,121.389999389648,121.919998168945,1278900,104.056648254395
2014-12-16,121.470001220703,123.819999694824,121.330001831055,121.330001831055,1573500,103.553092956543
2014-12-17,121.190002441406,123.849998474121,120.540000915527,123.51000213623,2178000,105.413688659668
2014-12-18,125.779998779297,126.680000305176,123.639999389648,126.669998168945,2057200,108.110694885254
2014-12-19,127.029998779297,128.899993896484,126.51000213623,128.270004272461,1860300,109.476280212402
2014-12-22,128.759994506836,129.850006103516,128.110000610352,129.660003662109,820100,110.662635803223
2014-12-23,130.059997558594,131.949996948242,129.929992675781,131.059997558594,711000,111.85750579834
2014-12-24,131.220001220703,131.779998779297,129.990005493164,130.850006103516,499600,111.678237915039
2014-12-26,131.160003662109,132.080001831055,130.740005493164,130.789993286133,361600,111.627029418945
2014-12-29,130.320007324219,131.449996948242,130.009994506836,130.820007324219,634600,111.652648925781
2014-12-30,130.380004882812,131.089996337891,129.869995117188,130.320007324219,874600,111.225898742676
2014-12-31,130.850006103516,131.039993286133,128.820007324219,128.949996948242,1069000,110.056640625
2015-01-02,129.240005493164,129.539993286133,127.449996948242,129.160003662109,791300,110.235870361328
2015-01-05,124.970001220703,126.220001220703,123.199996948242,123.620002746582,1631500,105.50756072998
2015-01-06,123.589996337891,124.540000915527,121.190002441406,121.809997558594,1757300,103.962768554688
2015-01-07,123,123.980003356934,122.190002441406,122.76000213623,1309100,104.773582458496
2015-01-08,124.819999694824,126.660003662109,123.980003356934,126.639999389648,1171100,108.085083007812
2015-01-09,127.050003051758,127.050003051758,124.919998168945,125.849998474121,2069500,107.410842895508
2015-01-12,125.860000610352,126.800003051758,124.879997253418,125.790000915527,2788300,107.359649658203
2015-01-13,126.889999389648,128.289993286133,122.459999084473,124.169998168945,1580600,105.977005004883
2015-01-14,122.160003662109,122.98999786377,121.059997558594,122.370002746582,1452800,104.440711975098
2015-01-15,123.220001220703,123.339996337891,119.870002746582,119.930000305176,1375800,102.358207702637
2015-01-16,119.75,120.150001525879,117.879997253418,120,2216700,102.417976379395
2015-01-20,120.220001220703,121.650001525879,119.190002441406,121.120002746582,1220600,103.373870849609
2015-01-21,120.680000305176,122.400001525879,120.169998168945,122.110000610352,1129400,104.218841552734
2015-01-22,122.699996948242,123.330001831055,121.230003356934,122.98999786377,1845400,104.96989440918
2015-01-23,122.650001525879,123.430000305176,121.849998474121,121.970001220703,1284900,104.099334716797
2015-01-26,122.230003356934,122.889999389648,120.949996948242,122.76000213623,2211400,104.773582458496
