"Fecha","RCL.Open","RCL.High","RCL.Low","RCL.Close","RCL.Volume","RCL.Adjusted"
2013-11-01,42.0999984741211,42.560001373291,42.0999984741211,42.4599990844727,1012500,36.9766006469727
2013-11-04,42.5900001525879,42.8899993896484,42.2099990844727,42.8600006103516,1236500,37.3249435424805
2013-11-05,42.5,43.0999984741211,42.3400001525879,42.8400001525879,1733800,37.3075180053711
2013-11-06,43.0999984741211,43.689998626709,42.8699989318848,43.6599998474121,1979000,38.0216293334961
2013-11-07,43.2700004577637,43.4000015258789,42.0999984741211,42.1599998474121,2057400,36.7153434753418
2013-11-08,42.0800018310547,43.0200004577637,42.0800018310547,43.0200004577637,947500,37.464282989502
2013-11-11,42.7999992370605,43.2999992370605,42.7999992370605,43.2799987792969,752900,37.6907043457031
2013-11-12,42.7599983215332,43.0699996948242,42.7400016784668,42.8699989318848,1405200,37.3336486816406
2013-11-13,42.0699996948242,43.2200012207031,42,43.2000007629395,2460700,37.621036529541
2013-11-14,43.3499984741211,43.9300003051758,43,43.7599983215332,1458800,38.1087188720703
2013-11-15,43.6699981689453,44.0900001525879,43.560001373291,43.7599983215332,1527300,38.1087188720703
2013-11-18,43.7599983215332,43.9599990844727,43.2700004577637,43.3499984741211,799200,37.7516632080078
2013-11-19,43.2200012207031,43.4099998474121,42.9300003051758,42.9799995422363,818100,37.4294509887695
2013-11-20,43.1500015258789,43.2999992370605,42.4900016784668,42.5900001525879,1189600,37.0898170471191
2013-11-21,42.9199981689453,43.7999992370605,42.7999992370605,43.6300010681152,1263300,37.9955139160156
2013-11-22,43.7000007629395,44.5900001525879,43.5099983215332,44.2599983215332,2207700,38.5441474914551
2013-11-25,44.0999984741211,44.2400016784668,43.7000007629395,43.7299995422363,766300,38.082592010498
2013-11-26,43.5800018310547,44.4099998474121,43.5699996948242,44.25,1311000,38.5354385375977
2013-11-27,44.3300018310547,44.689998626709,44.1399993896484,44.2599983215332,884100,38.5441474914551
2013-11-29,44.2200012207031,44.5699996948242,44,44.0499992370605,563600,38.361270904541
2013-12-02,43.9599990844727,44.1800003051758,43.7299995422363,43.7900009155273,720300,38.1348419189453
2013-12-03,43.6800003051758,43.7599983215332,43.1500015258789,43.310001373291,1700900,37.7168235778809
2013-12-04,42.939998626709,43.5699996948242,42.7900009155273,43.2599983215332,1277100,37.6732940673828
2013-12-05,43.0800018310547,43.1399993896484,42.5999984741211,42.75,1061400,37.2291526794434
2013-12-06,43.3300018310547,43.4599990844727,43.0699996948242,43.3600006103516,816900,37.7603721618652
2013-12-09,43.5200004577637,44.0299987792969,43.5,44.0099983215332,757900,38.3264350891113
2013-12-10,43.8400001525879,44.4099998474121,43.7700004577637,44,1113100,38.3177261352539
2013-12-11,43.8699989318848,44.060001373291,43.4099998474121,43.4599990844727,910800,37.8474655151367
2013-12-12,42.9500007629395,43.310001373291,42.810001373291,43,1149100,37.6635208129883
2013-12-13,43.2799987792969,43.8400001525879,43,43.7099990844727,1235500,38.2854118347168
2013-12-16,43.8499984741211,44.4000015258789,43.810001373291,44.1300010681152,979700,38.6532783508301
2013-12-17,44.060001373291,44.4799995422363,43.9000015258789,44.2000007629395,1528800,38.7145957946777
2013-12-18,44.060001373291,44.9099998474121,43.7400016784668,44.7400016784668,1352400,39.1875801086426
2013-12-19,45.8699989318848,46.1599998474121,45.2299995422363,45.9099998474121,3838100,40.2123832702637
2013-12-20,45.810001373291,47.0499992370605,45.810001373291,46.9599990844727,2173000,41.1320724487305
2013-12-23,47.3899993896484,47.5999984741211,46.8800010681152,47.0499992370605,1279000,41.2109031677246
2013-12-24,47.0499992370605,47.5800018310547,46.9500007629395,47.439998626709,279700,41.5524978637695
2013-12-26,47.560001373291,47.6599998474121,47.1199989318848,47.1399993896484,525500,41.2897338867188
2013-12-27,47.25,47.5900001525879,47.0999984741211,47.1399993896484,617500,41.2897338867188
2013-12-30,46.9000015258789,47.4599990844727,46.9000015258789,47.310001373291,420800,41.4386291503906
2013-12-31,47.3400001525879,47.6500015258789,47.1800003051758,47.4199981689453,567000,41.5349807739258
2014-01-02,47.1699981689453,47.3800010681152,46.9000015258789,47.1699981689453,813600,41.3160057067871
2014-01-03,47.2700004577637,47.4700012207031,46.939998626709,47.1699981689453,698400,41.3160057067871
2014-01-06,47.0400009155273,47.1399993896484,46.1100006103516,46.1599998474121,1519900,40.4313545227051
2014-01-07,46.3300018310547,46.6800003051758,46.0200004577637,46.060001373291,1333900,40.3437614440918
2014-01-08,46.2200012207031,46.6599998474121,45.9500007629395,46.560001373291,1720700,40.7817077636719
2014-01-09,46.8699989318848,47.810001373291,46.6500015258789,47.6399993896484,2400400,41.7276763916016
2014-01-10,47.4599990844727,49.1100006103516,47.4199981689453,49.0900001525879,3482300,42.997730255127
2014-01-13,48.4700012207031,49.3300018310547,48.3199996948242,48.7599983215332,2541300,42.7086715698242
2014-01-14,48.7099990844727,49.189998626709,48.4500007629395,49.1500015258789,1080500,43.0502815246582
2014-01-15,49.4000015258789,50.2400016784668,49.4000015258789,49.75,1895400,43.5758094787598
2014-01-16,49.3699989318848,50,49.2299995422363,49.8899993896484,1580000,43.6984367370605
2014-01-17,49.6699981689453,49.9799995422363,49.4500007629395,49.560001373291,840100,43.4094009399414
2014-01-21,49.5800018310547,49.6500015258789,48.3400001525879,48.8699989318848,1805800,42.8050308227539
2014-01-22,49.2099990844727,49.7200012207031,48.9300003051758,49.5299987792969,1755000,43.3831214904785
2014-01-23,49.0499992370605,49.060001373291,48.5,48.8600006103516,2595200,42.796272277832
2014-01-24,48.3899993896484,48.4000015258789,47.060001373291,47.1300010681152,2880900,41.2809715270996
2014-01-27,48.6399993896484,49.2999992370605,47.0400009155273,48.0400009155273,6706300,42.0780410766602
2014-01-28,48.4000015258789,49.7999992370605,48.3699989318848,49.6599998474121,4002700,43.4969825744629
2014-01-29,49.1800003051758,49.7599983215332,48.7200012207031,48.9900016784668,2750100,42.9101333618164
2014-01-30,49.2900009155273,51,49.2900009155273,50.8300018310547,3445000,44.5217895507812
2014-01-31,49.9799995422363,50.5,49.560001373291,49.5999984741211,1813600,43.4444389343262
2014-02-03,49.7000007629395,49.8400001525879,47.6599998474121,48,3664600,42.0430030822754
2014-02-04,48.4300003051758,48.75,48.0099983215332,48.5499992370605,1735200,42.5247421264648
2014-02-05,48.689998626709,48.9099998474121,48.2599983215332,48.689998626709,2404600,42.6473693847656
2014-02-06,49.0999984741211,50.6800003051758,49.0999984741211,50.6199989318848,2358400,44.3378448486328
2014-02-07,50.7799987792969,51.1800003051758,50.0200004577637,50.6100006103516,1747300,44.3291015625
2014-02-10,50.2999992370605,51.2400016784668,50.2200012207031,50.8400001525879,1724200,44.5305480957031
2014-02-11,51.0099983215332,52.6100006103516,50.75,52.310001373291,2775900,45.8181190490723
2014-02-12,52.1399993896484,52.9000015258789,51.6199989318848,51.7200012207031,1811800,45.3013343811035
2014-02-13,50.9700012207031,52.2999992370605,50.8899993896484,52.2200012207031,1329000,45.9614562988281
2014-02-14,51.8499984741211,52.3499984741211,51.810001373291,52.2599983215332,1130900,45.9966430664062
2014-02-18,52.0900001525879,52.3499984741211,51.1599998474121,51.6199989318848,1861300,45.4333457946777
2014-02-19,51.2799987792969,51.8499984741211,51.0499992370605,51.1300010681152,986300,45.0020866394043
2014-02-20,51.0099983215332,51.4300003051758,50.7999992370605,51.3699989318848,918600,45.2133178710938
2014-02-21,51.5900001525879,52.060001373291,51.439998626709,51.8699989318848,1263200,45.6534004211426
2014-02-24,51.8600006103516,52.6399993896484,51.6100006103516,52.5299987792969,1261300,46.2342948913574
2014-02-25,53,53.4199981689453,52.7200012207031,53.060001373291,1941100,46.7007827758789
2014-02-26,52.9599990844727,53.4000015258789,52.7999992370605,53.0099983215332,1075600,46.6567687988281
2014-02-27,52.8699989318848,53.3499984741211,52.4500007629395,53.3199996948242,1228200,46.9296035766602
2014-02-28,52.939998626709,53.1300010681152,52.439998626709,52.9300003051758,1636900,46.5863571166992
2014-03-03,51.2000007629395,51.5,50.5499992370605,51.2200012207031,3262600,45.0812950134277
2014-03-04,51.5200004577637,51.8899993896484,51.3499984741211,51.6599998474121,2646100,45.4685668945312
2014-03-05,51.4599990844727,51.5900001525879,50.8800010681152,50.9700012207031,2103500,44.8612632751465
2014-03-06,51,51.5400009155273,50.8499984741211,51.4199981689453,1878300,45.2573280334473
2014-03-07,51.6199989318848,52.4599990844727,51.6100006103516,51.8899993896484,2308400,45.671012878418
2014-03-10,51.6800003051758,51.8300018310547,51.0099983215332,51.2900009155273,1178900,45.1429100036621
2014-03-11,51.2900009155273,51.7299995422363,50.5499992370605,50.7900009155273,1693500,44.7028388977051
2014-03-12,50.4500007629395,51.189998626709,49.9799995422363,51.1100006103516,1712000,44.9844856262207
2014-03-13,51.2799987792969,51.3199996948242,50,50.5299987792969,1662300,44.473991394043
2014-03-14,50.0999984741211,50.6599998474121,50.060001373291,50.3499984741211,855800,44.3155670166016
2014-03-17,50.6199989318848,51.2200012207031,50.6199989318848,51.0900001525879,891900,44.9668769836426
2014-03-18,51.2200012207031,53.2099990844727,51.2200012207031,53.1199989318848,2693900,46.7535820007324
2014-03-19,52.939998626709,53.5,52.7200012207031,53.0800018310547,1796400,46.7183799743652
2014-03-20,52.6800003051758,54.4900016784668,52.6800003051758,54.439998626709,2065900,47.9153900146484
2014-03-21,54.4099998474121,54.9300003051758,54.0900001525879,54.3699989318848,1857600,47.8537712097168
2014-03-24,54.2999992370605,54.5200004577637,52.9599990844727,53.0800018310547,1444000,46.7183799743652
2014-03-25,52.7200012207031,53.7900009155273,52.25,52.8800010681152,2371400,46.5423469543457
2014-03-26,52.9099998474121,52.9700012207031,51.9300003051758,51.939998626709,1324800,45.7149963378906
2014-03-27,52.1599998474121,52.689998626709,51.8699989318848,52.6100006103516,1754000,46.3047027587891
2014-03-28,52.6399993896484,53.560001373291,52.6399993896484,53.5400009155273,1312900,47.1232452392578
2014-03-31,53.5999984741211,54.7400016784668,53.5499992370605,54.560001373291,2146500,48.02099609375
2014-04-01,54.9700012207031,56.1300010681152,54.939998626709,56.1199989318848,1967700,49.39404296875
2014-04-02,55.810001373291,56.6599998474121,55.4199981689453,56.5699996948242,1399800,49.7901000976562
2014-04-03,56.1699981689453,56.3800010681152,55.2099990844727,55.6800003051758,2074500,49.006763458252
2014-04-04,55.7299995422363,56.2799987792969,54.2999992370605,54.5299987792969,1349100,47.9945945739746
2014-04-07,54.4300003051758,54.7200012207031,52.5999984741211,52.7599983215332,1995800,46.4367256164551
2014-04-08,52.7599983215332,52.9000015258789,52.0999984741211,52.7700004577637,2211300,46.4455223083496
2014-04-09,53.0900001525879,53.9900016784668,52.75,53.8800010681152,1425600,47.4225006103516
2014-04-10,53.8899993896484,54.9500007629395,53.1100006103516,53.1699981689453,1983000,46.7975921630859
2014-04-11,52.3400001525879,52.9099998474121,51.5999984741211,51.7999992370605,1600200,45.5917816162109
2014-04-14,51.7400016784668,52.1300010681152,50.560001373291,51.0400009155273,1539100,44.9228744506836
2014-04-15,51.1399993896484,51.4500007629395,49.6500015258789,50.75,1590800,44.6676292419434
2014-04-16,51.189998626709,51.2099990844727,50.6300010681152,51.1100006103516,1431100,44.9844856262207
2014-04-17,50.9300003051758,51.5900001525879,50.9300003051758,51.3400001525879,1180100,45.1869163513184
2014-04-21,51.2700004577637,51.3600006103516,50.7099990844727,51.0299987792969,1223100,44.9140625
2014-04-22,51.3400001525879,52.4000015258789,51.3400001525879,52.0800018310547,1958100,45.8382263183594
2014-04-23,52.1699981689453,53.3499984741211,52.1699981689453,52.6300010681152,3044700,46.3223152160645
2014-04-24,52.439998626709,53,50.9599990844727,52.4300003051758,4092500,46.1462860107422
2014-04-25,51.9599990844727,52.2599983215332,51.1599998474121,51.3600006103516,1064900,45.2045135498047
2014-04-28,51.8199996948242,51.8600006103516,50.2099990844727,51.310001373291,2765800,45.160514831543
2014-04-29,51.7200012207031,52.6399993896484,51.6399993896484,52.6300010681152,1813500,46.3223152160645
2014-04-30,52.4199981689453,53.1699981689453,52.3499984741211,53.1300010681152,1858100,46.7623863220215
2014-05-01,53.0999984741211,53.5200004577637,52.4599990844727,52.5999984741211,1015700,46.2959098815918
2014-05-02,52.8899993896484,53.2000007629395,52.6300010681152,53,1483100,46.6479721069336
2014-05-05,52.6699981689453,52.939998626709,52.1699981689453,52.8699989318848,1171600,46.5335464477539
2014-05-06,52.7400016784668,52.9599990844727,51.9700012207031,52.0999984741211,1161800,45.855827331543
2014-05-07,52.0999984741211,52.6599998474121,51.5400009155273,52.0400009155273,1162100,45.8030242919922
2014-05-08,51.7999992370605,52.3499984741211,51.0699996948242,51.5800018310547,1310600,45.3981513977051
2014-05-09,51.9199981689453,51.9799995422363,51.1800003051758,51.3699989318848,886200,45.2133178710938
2014-05-12,51.6800003051758,52.7999992370605,51.5999984741211,52.5999984741211,1236400,46.2959098815918
2014-05-13,52.7999992370605,52.8199996948242,51.7900009155273,51.9300003051758,835100,45.7061996459961
2014-05-14,52.4700012207031,53.7099990844727,52.4000015258789,52.8499984741211,2803100,46.5159301757812
2014-05-15,52.4700012207031,52.4700012207031,50.9599990844727,51.9500007629395,2020500,45.7238121032715
2014-05-16,51.1100006103516,52.2200012207031,50.6500015258789,51.9000015258789,1687200,45.9006767272949
2014-05-19,51.5800018310547,52.7099990844727,51.3699989318848,52.6100006103516,1062400,46.5286102294922
2014-05-20,52.4500007629395,53.8499984741211,52.4000015258789,53,2754800,46.8735389709473
2014-05-21,53.1500015258789,54.0699996948242,53.0900001525879,54.0200004577637,1720600,47.7756423950195
2014-05-22,53.7400016784668,54.3400001525879,53.689998626709,53.8600006103516,1184900,47.6341247558594
2014-05-23,53.7400016784668,54.2900009155273,53.1100006103516,54.2099990844727,934500,47.9436683654785
2014-05-27,54.5299987792969,54.9300003051758,53.9300003051758,54.1500015258789,1679600,47.8906059265137
2014-05-28,54.0499992370605,54.3800010681152,53.5499992370605,54.2299995422363,1396400,47.9613571166992
2014-05-29,54.4700012207031,54.9199981689453,54.2900009155273,54.75,861700,48.4212493896484
2014-05-30,54.2999992370605,55.439998626709,54.1300010681152,55.2900009155273,1647100,48.8988265991211
2014-06-02,55.1199989318848,55.3699989318848,54.7999992370605,55.2200012207031,716600,48.8369178771973
2014-06-03,54.7000007629395,55.7400016784668,54.560001373291,55.560001373291,1228100,49.1376190185547
2014-06-04,55.25,56.2299995422363,55.1800003051758,55.7700004577637,1126500,49.3233413696289
2014-06-05,56.0900001525879,56.4300003051758,55.75,56.3199996948242,795300,49.8097648620605
2014-06-06,56.3199996948242,56.8800010681152,56.2599983215332,56.7999992370605,827400,50.2342720031738
2014-06-09,56.7200012207031,57.3300018310547,56.5400009155273,57.1199989318848,1237100,50.5172805786133
2014-06-10,56.8699989318848,57.1800003051758,56.4799995422363,57.1199989318848,676200,50.5172805786133
2014-06-11,56.4599990844727,57.1300010681152,56.4000015258789,56.9500007629395,648100,50.366943359375
2014-06-12,56.4900016784668,56.5499992370605,54.2000007629395,54.3699989318848,2111300,48.0851669311523
2014-06-13,54.0099983215332,54.4599990844727,53.25,54,2825200,47.757942199707
2014-06-16,53.6300010681152,53.7799987792969,53.25,53.6800003051758,998100,47.4749183654785
2014-06-17,53.2200012207031,54.2799987792969,53.1300010681152,54.2599983215332,913800,47.9878807067871
2014-06-18,53.6800003051758,55.5900001525879,53.6100006103516,55.3899993896484,1799000,48.9872627258301
2014-06-19,55.1300010681152,55.8400001525879,55.1100006103516,55.7000007629395,1979000,49.2614288330078
2014-06-20,55.5999984741211,56.3600006103516,55.5800018310547,56.3499984741211,1348100,49.8362846374512
2014-06-23,56.0900001525879,57.2000007629395,56.0699996948242,56.8899993896484,1761800,50.3138771057129
2014-06-24,55.9099998474121,57.3800010681152,55.8699989318848,56.1599998474121,2261000,49.6682472229004
2014-06-25,55.7700004577637,56.5800018310547,55.7599983215332,56.0900001525879,1197900,49.6063461303711
2014-06-26,56.2200012207031,56.6300010681152,55.8800010681152,56.0400009155273,1241900,49.562126159668
2014-06-27,55.9500007629395,56.3300018310547,55.6300010681152,55.7999992370605,894700,49.3498764038086
2014-06-30,55.5,55.9799995422363,55.2299995422363,55.5999984741211,1292100,49.1729850769043
2014-07-01,55.5900001525879,56.1800003051758,55.4500007629395,55.8899993896484,938100,49.4294738769531
2014-07-02,55.7900009155273,56.7799987792969,55.7900009155273,56.3199996948242,645200,49.8097648620605
2014-07-03,56.5499992370605,57.310001373291,56.5299987792969,57.1300010681152,459100,50.5261344909668
2014-07-07,56.7900009155273,56.9700012207031,56.5200004577637,56.9099998474121,774100,50.3315620422363
2014-07-08,56.4300003051758,56.4500007629395,55.1300010681152,55.1599998474121,1290100,48.7838516235352
2014-07-09,55.2099990844727,55.4599990844727,54.439998626709,54.810001373291,1641500,48.474308013916
2014-07-10,54.0099983215332,55.3800010681152,53.8600006103516,54.6599998474121,1464200,48.3416481018066
2014-07-11,54.7099990844727,55.0800018310547,54.3899993896484,54.9700012207031,670400,48.6158142089844
2014-07-14,55.3899993896484,55.6800003051758,55.0299987792969,55.0800018310547,847300,48.7131042480469
2014-07-15,54.9700012207031,55.1699981689453,54.6300010681152,54.9599990844727,1208800,48.6069679260254
2014-07-16,55.5800018310547,56.1500015258789,55.2299995422363,55.310001373291,1134300,48.9165229797363
2014-07-17,54.8400001525879,55.1599998474121,53.6599998474121,53.9199981689453,1787800,47.687183380127
2014-07-18,54.1500015258789,55.5099983215332,54.0299987792969,55.5,1125300,49.084545135498
2014-07-21,55.4300003051758,55.439998626709,54.5900001525879,55.3899993896484,946300,48.9872627258301
2014-07-22,55.4799995422363,56.6800003051758,55.4700012207031,56.5900001525879,1302800,50.0485534667969
2014-07-23,56.5999984741211,56.9599990844727,56.0699996948242,56.2299995422363,1844900,49.730167388916
2014-07-24,60,61.3600006103516,59.9799995422363,60.560001373291,5927000,53.5596466064453
2014-07-25,60.7200012207031,63.25,60.6599998474121,63.060001373291,3442900,55.7706642150879
2014-07-28,62.8800010681152,63.4700012207031,62.4099998474121,62.5800018310547,1906100,55.3461456298828
2014-07-29,62.4199981689453,63.0400009155273,61.9700012207031,62.0099983215332,1616100,54.842041015625
2014-07-30,62.060001373291,62.3300018310547,61.25,61.7999992370605,1777100,54.656307220459
2014-07-31,61.2099990844727,61.75,59.6100006103516,59.6500015258789,2442800,52.7548332214355
2014-08-01,59.4199981689453,60.4500007629395,58.8899993896484,59.4700012207031,2066800,52.5956420898438
2014-08-04,59.5200004577637,61.5400009155273,59.4500007629395,61.3800010681152,2076700,54.284854888916
2014-08-05,61.060001373291,61.6300010681152,60.5200004577637,60.9000015258789,1968100,53.8603439331055
2014-08-06,60.439998626709,61.7999992370605,60.1599998474121,61.0299987792969,1894900,53.9753189086914
2014-08-07,61,61.939998626709,58.9099998474121,59.5699996948242,2761800,52.6840896606445
2014-08-08,59.7099990844727,60.1100006103516,59.3899993896484,59.5299987792969,1752600,52.6487007141113
2014-08-11,60.0900001525879,60.939998626709,59.8300018310547,60.7900009155273,1264400,53.763053894043
2014-08-12,61.0400009155273,61.5099983215332,60.4099998474121,61.0200004577637,1170400,53.9664611816406
2014-08-13,61.5,61.8400001525879,61.2200012207031,61.7000007629395,1009300,54.5678672790527
2014-08-14,61.8600006103516,62.810001373291,61.7599983215332,62.7200012207031,1470900,55.4699630737305
2014-08-15,62.8699989318848,63.2200012207031,61.8300018310547,62.4700012207031,1029400,55.2488670349121
2014-08-18,63.2200012207031,63.7200012207031,63.0999984741211,63.7099990844727,986900,56.3455276489258
2014-08-19,63.8499984741211,63.9300003051758,63.3199996948242,63.6599998474121,991200,56.3013000488281
2014-08-20,63.4199981689453,63.9500007629395,63.0499992370605,63.5299987792969,745100,56.1863327026367
2014-08-21,63.7299995422363,63.9000015258789,63.3800010681152,63.7599983215332,1299000,56.3897399902344
2014-08-22,63.5099983215332,63.9500007629395,63.1100006103516,63.5800018310547,1070000,56.2305488586426
2014-08-25,64,64,63.4000015258789,63.6599998474121,692300,56.3013000488281
2014-08-26,63.8899993896484,64.0800018310547,63.5099983215332,64.0100021362305,833200,56.6108512878418
2014-08-27,64,64.2799987792969,63.6100006103516,63.9300003051758,723800,56.5400886535645
2014-08-28,63.6800003051758,63.689998626709,62.7200012207031,63.3199996948242,736700,56.000602722168
2014-08-29,63.4500007629395,64.0500030517578,63.0800018310547,63.7599983215332,1117300,56.3897399902344
2014-09-02,63.8600006103516,64.3899993896484,63.5999984741211,64.370002746582,988000,56.9292488098145
2014-09-03,65.0299987792969,66.0699996948242,64.6800003051758,65,1896100,57.486400604248
2014-09-04,65.3499984741211,66.3600006103516,65.129997253418,65.7699966430664,1170900,58.1673965454102
2014-09-05,65.6999969482422,66.9800033569336,65.370002746582,66.9800033569336,1600500,59.2375335693359
2014-09-08,66.5199966430664,66.5599975585938,66,66.4100036621094,1261600,58.7334175109863
2014-09-09,66.2799987792969,66.8600006103516,65.9100036621094,66.0699996948242,872500,58.4327201843262
2014-09-10,66.0999984741211,66.8000030517578,65.8300018310547,66.370002746582,939000,58.6980438232422
2014-09-11,66.6100006103516,67.75,66.6100006103516,67.5999984741211,1300300,59.7858581542969
2014-09-12,67.6500015258789,67.8300018310547,66.9800033569336,67.2099990844727,833400,59.4409484863281
2014-09-15,67.3499984741211,67.4100036621094,66.2099990844727,66.4300003051758,854300,58.751106262207
2014-09-16,66.3099975585938,67.1100006103516,65.8300018310547,67.0199966430664,1299000,59.2728996276855
2014-09-17,67.1399993896484,68.370002746582,67.1399993896484,67.9300003051758,1249500,60.0777206420898
2014-09-18,68.0299987792969,68.379997253418,67.6699981689453,68.3600006103516,718300,60.726203918457
2014-09-19,68.6800003051758,69.3099975585938,67.879997253418,68.2399978637695,1788400,60.6195869445801
2014-09-22,68.1999969482422,68.2200012207031,67.2600021362305,67.6999969482422,1998700,60.1398887634277
2014-09-23,68.4899978637695,68.620002746582,66.75,66.8600006103516,1847000,59.3937072753906
2014-09-24,66.9499969482422,67.7699966430664,66.6600036621094,67.6500015258789,1335800,60.0954856872559
2014-09-25,67.5199966430664,67.6999969482422,66.4199981689453,66.4300003051758,945200,59.0117263793945
2014-09-26,66.620002746582,67.8300018310547,66.620002746582,67.5,814500,59.962230682373
2014-09-29,66.9199981689453,67.1699981689453,66.3099975585938,66.9300003051758,1110800,59.4558868408203
2014-09-30,67.3399963378906,67.7699966430664,67.0599975585938,67.2900009155273,1624300,59.7756767272949
2014-10-01,67.0599975585938,67.1500015258789,63.8699989318848,63.9900016784668,3278000,56.8442001342773
2014-10-02,64.0299987792969,64.5500030517578,61.7999992370605,64,2386100,56.853084564209
2014-10-03,64.620002746582,66.8000030517578,64.5899963378906,66.379997253418,2365300,58.9673118591309
2014-10-06,66.4800033569336,67.1100006103516,65.4000015258789,65.9599990844727,2208600,58.5941963195801
2014-10-07,64.9700012207031,65.0199966430664,61.4900016784668,62.0900001525879,4709700,55.1563758850098
2014-10-08,62.689998626709,62.75,59.8300018310547,62.0400009155273,5380000,55.1119651794434
2014-10-09,61.3199996948242,62.0499992370605,58.0099983215332,58.1800003051758,6073400,51.6829986572266
2014-10-10,57.6500015258789,59.2200012207031,56.7999992370605,57.8199996948242,4361500,51.3632164001465
2014-10-13,57.8300018310547,57.9000015258789,54.4900016784668,55.3499984741211,6377000,49.1690330505371
2014-10-14,56.439998626709,57.6399993896484,54.9099998474121,56.6100006103516,4668300,50.2883338928223
2014-10-15,55.4599990844727,56.5099983215332,52.3199996948242,54.939998626709,7322600,48.8048133850098
2014-10-16,54.0699996948242,57,53.75,56.3600006103516,4609900,50.0662384033203
2014-10-17,55.939998626709,58.7900009155273,55.310001373291,57.7099990844727,5213600,51.2654876708984
2014-10-20,58.7000007629395,61.310001373291,58.3699989318848,61.2299995422363,5565800,54.3924179077148
2014-10-21,62.6300010681152,65.3300018310547,62.6300010681152,63.4599990844727,6505400,56.3733787536621
2014-10-22,63.8300018310547,64.6800003051758,62.8699989318848,63.4199981689453,4931600,56.3378448486328
2014-10-23,61.7999992370605,62.4700012207031,60.2000007629395,62.2900009155273,7616100,55.3340454101562
2014-10-24,61.6800003051758,64.9899978637695,61.3499984741211,64.5500030517578,3094200,57.3416633605957
2014-10-27,63.9000015258789,64.370002746582,63.3899993896484,63.8300018310547,1967200,56.7020645141602
2014-10-28,64.2699966430664,65.9000015258789,63.9799995422363,65.8899993896484,1999900,58.5320281982422
2014-10-29,66.0999984741211,67.370002746582,65.9400024414062,66.4400024414062,3034000,59.0206031799316
2014-10-30,66.2799987792969,67.8899993896484,65.8000030517578,67.8199996948242,2537300,60.2464981079102
2014-10-31,68.3300018310547,68.7300033569336,67.5800018310547,67.9700012207031,2035000,60.3797378540039
2014-11-03,68.4000015258789,69.3000030517578,67.6600036621094,68.4000015258789,1735500,60.7617378234863
2014-11-04,67.5299987792969,67.6600036621094,66.0800018310547,66.2900009155273,3962900,58.8873558044434
2014-11-05,67.25,67.5,66.75,67.3300018310547,2035800,59.8112144470215
2014-11-06,67.4800033569336,68.0699996948242,66.9499969482422,67.7799987792969,1825500,60.2109680175781
2014-11-07,67.129997253418,67.6100006103516,66.5599975585938,67.1999969482422,1627100,59.6957397460938
2014-11-10,67.1100006103516,68.2099990844727,66.879997253418,67.9800033569336,1493200,60.3886299133301
2014-11-11,67.8300018310547,67.8899993896484,67.2699966430664,67.7799987792969,1230500,60.2109680175781
2014-11-12,67.2900009155273,67.8600006103516,66.7699966430664,67.5599975585938,1341900,60.0155372619629
2014-11-13,67.7799987792969,69.1800003051758,67.7799987792969,68.9899978637695,2174700,61.2858467102051
2014-11-14,69.0599975585938,70.0699996948242,69.0400009155273,69.5699996948242,2116500,61.8010673522949
2014-11-17,69.2399978637695,69.3099975585938,67.8300018310547,68.5400009155273,1369000,60.8860931396484
2014-11-18,68.8899993896484,70.3300018310547,68.7900009155273,69.8199996948242,1615900,62.0231628417969
2014-11-19,69.9400024414062,70.620002746582,69.6699981689453,70.0599975585938,1738600,62.2363471984863
2014-11-20,70.379997253418,70.4599990844727,69.6900024414062,70.0800018310547,945100,62.2541351318359
2014-11-21,70.75,70.8499984741211,70.2300033569336,70.4199981689453,1274600,62.5561561584473
2014-11-24,70.9000015258789,71.3600006103516,70.75,71.2799987792969,1085000,63.3201103210449
2014-11-25,71.0299987792969,71.2200012207031,70.5899963378906,70.8300018310547,1161800,62.9203567504883
2014-11-26,70.629997253418,70.6800003051758,69.870002746582,70.2399978637695,1061900,62.3962631225586
