"Fecha","MSI.Open","MSI.High","MSI.Low","MSI.Close","MSI.Volume","MSI.Adjusted"
2014-01-08,66.2399978637695,66.3399963378906,65.8000030517578,65.9899978637695,900700,55.4400787353516
2014-01-09,66.1600036621094,66.6600036621094,66.0800018310547,66.5,954600,55.8685264587402
2014-01-10,66.6800003051758,66.6900024414062,65.8899993896484,66.1500015258789,2491200,55.5745010375977
2014-01-13,66.1600036621094,66.7399978637695,65.3199996948242,65.4899978637695,1224100,55.0200042724609
2014-01-14,65.8199996948242,66.4400024414062,65.7600021362305,66.3499984741211,836400,55.7425117492676
2014-01-15,66.3899993896484,66.4800033569336,65.5400009155273,65.620002746582,1992000,55.1292152404785
2014-01-16,65.6999969482422,65.9800033569336,65.5299987792969,65.8099975585938,1012100,55.2888488769531
2014-01-17,66.1699981689453,66.6699981689453,65.9100036621094,66.0999984741211,1907000,55.5324897766113
2014-01-21,66.8899993896484,67.6900024414062,66.7699966430664,67.1100006103516,2300600,56.3810157775879
2014-01-22,63.8400001525879,65.6699981689453,62.6800003051758,64.5100021362305,4388000,54.1966934204102
2014-01-23,64.6800003051758,65.4199981689453,64.5599975585938,65.3399963378906,2821300,54.8939781188965
2014-01-24,65.1600036621094,65.1600036621094,64.4199981689453,64.4199981689453,1698800,54.1210594177246
2014-01-27,64.5400009155273,64.879997253418,64.129997253418,64.4300003051758,987800,54.1294784545898
2014-01-28,64.4400024414062,64.7300033569336,64.1100006103516,64.3399963378906,1431500,54.0538520812988
2014-01-29,63.9900016784668,64.6399993896484,63.7700004577637,63.9799995422363,1474300,53.7514038085938
2014-01-30,64.7300033569336,65.1999969482422,64.5500030517578,64.9100036621094,1178200,54.5327301025391
2014-01-31,64.120002746582,64.3300018310547,63.7400016784668,63.7999992370605,2110700,53.6001815795898
2014-02-03,63.9000015258789,63.9799995422363,62.6699981689453,62.7200012207031,1394300,52.6928405761719
2014-02-04,63,63.310001373291,62.6199989318848,62.9900016784668,916500,52.9196815490723
2014-02-05,62.9099998474121,63.1100006103516,62.5,62.8899993896484,1118000,52.8356857299805
2014-02-06,63.0999984741211,63.4700012207031,63.0099983215332,63.4000015258789,862700,53.2641334533691
2014-02-07,63.5999984741211,64.620002746582,63.4300003051758,64.5999984741211,1290100,54.2722816467285
2014-02-10,64.5899963378906,65.129997253418,64.3199996948242,65.0800018310547,1096100,54.6755523681641
2014-02-11,65.1900024414062,65.4000015258789,64.7799987792969,65.0299987792969,1200700,54.633544921875
2014-02-12,65.0699996948242,65.8499984741211,65.0699996948242,65.7799987792969,1086600,55.2636489868164
2014-02-13,65.3099975585938,65.8099975585938,65.3099975585938,65.6699981689453,639200,55.1712455749512
2014-02-14,65.6800003051758,65.8099975585938,65.5299987792969,65.6100006103516,592200,55.1208114624023
2014-02-18,65.7900009155273,65.9899978637695,65.5599975585938,65.7799987792969,690000,55.2636489868164
2014-02-19,65.5899963378906,65.7600021362305,64.9199981689453,64.9300003051758,826100,54.5495262145996
2014-02-20,64.9899978637695,65.2799987792969,64.5899963378906,65.2200012207031,994900,54.7931671142578
2014-02-21,65.5500030517578,65.8199996948242,65,65.0199966430664,797900,54.6251449584961
2014-02-24,64.9499969482422,65.5500030517578,64.8399963378906,64.9599990844727,766000,54.5747375488281
2014-02-25,65.0100021362305,65.5299987792969,64.8899993896484,65.0999984741211,795700,54.6923446655273
2014-02-26,65.1399993896484,65.5400009155273,64.6699981689453,65.4499969482422,957000,54.9863815307617
2014-02-27,65.1900024414062,65.9100036621094,65.0199966430664,65.9000015258789,853400,55.3644638061523
2014-02-28,65.9300003051758,66.3399963378906,65.7699966430664,66.1999969482422,2038200,55.616512298584
2014-03-03,65.8000030517578,66.120002746582,65.3899993896484,65.9800033569336,896700,55.4316673278809
2014-03-04,66.3199996948242,67.5,66.2900009155273,66.7600021362305,1632000,56.0869636535645
2014-03-05,66.5899963378906,66.7399978637695,66.1800003051758,66.3300018310547,821800,55.7257270812988
2014-03-06,66.4000015258789,66.7900009155273,66.3199996948242,66.5699996948242,687200,55.9273414611816
2014-03-07,66.6999969482422,66.9499969482422,66.4400024414062,66.6399993896484,628800,55.986156463623
2014-03-10,66.5400009155273,66.6600036621094,66.129997253418,66.4300003051758,724600,55.8097343444824
2014-03-11,66.5,66.5699996948242,65.9700012207031,66.0800018310547,843200,55.5156745910645
2014-03-12,62.7900009155273,65.3899993896484,62.4700012207031,65.0199966430664,1469000,54.8826179504395
2014-03-13,65.0599975585938,65.1699981689453,64.1100006103516,64.2099990844727,1242900,54.1988906860352
2014-03-14,63.8400001525879,64.1399993896484,63.4900016784668,63.6699981689453,1142300,53.7430839538574
2014-03-17,64.0599975585938,65.1399993896484,63.8899993896484,65.0800018310547,1278600,54.9332656860352
2014-03-18,65.120002746582,66.0899963378906,65.0999984741211,65.7200012207031,1053200,55.4734840393066
2014-03-19,65.7399978637695,66.370002746582,65.3099975585938,65.6999969482422,912900,55.4565925598145
2014-03-20,65.4599990844727,66.9499969482422,65.2600021362305,66.6600036621094,1051800,56.2669372558594
2014-03-21,67.2099990844727,67.3399963378906,66.4700012207031,66.8099975585938,2518200,56.3935279846191
2014-03-24,66.8000030517578,66.870002746582,65.8300018310547,66.0500030517578,1021700,55.752025604248
2014-03-25,66.2699966430664,66.6800003051758,65.7699966430664,66.1800003051758,834900,55.8617668151855
2014-03-26,66.4499969482422,66.7699966430664,65.1399993896484,65.1600036621094,1121700,55.000804901123
2014-03-27,64.7900009155273,65.1399993896484,63.9799995422363,64.3600006103516,1151600,54.3255233764648
2014-03-28,64.5400009155273,64.8199996948242,64.1500015258789,64.3000030517578,752800,54.2748680114746
2014-03-31,64.5199966430664,64.9700012207031,64.2099990844727,64.2900009155273,1063400,54.2664337158203
2014-04-01,64.4000015258789,64.9800033569336,64.1699981689453,64.9100036621094,1067900,54.7897682189941
2014-04-02,64.9599990844727,65.5199966430664,64.7799987792969,65.0999984741211,844500,54.9501304626465
2014-04-03,64.8300018310547,65.5999984741211,64.75,65.0899963378906,1072500,54.9417037963867
2014-04-04,65.2799987792969,65.5999984741211,64.2200012207031,64.2600021362305,1281600,54.2411079406738
2014-04-07,64.0800018310547,64.6900024414062,64.0800018310547,64.4300003051758,1215900,54.3846206665039
2014-04-08,64.3199996948242,65.2900009155273,64.2099990844727,64.9499969482422,1511400,54.8235282897949
2014-04-09,65,65.4499969482422,64.8499984741211,65.2600021362305,1019500,55.0851974487305
2014-04-10,65.2600021362305,65.3600006103516,63.9000015258789,63.9900016784668,920500,54.0131988525391
2014-04-11,63.7000007629395,64.4300003051758,63.3199996948242,63.3899993896484,905300,53.5067596435547
2014-04-14,63.7299995422363,63.9700012207031,63.2599983215332,63.7799987792969,843400,53.8359565734863
2014-04-15,65.0999984741211,65.0999984741211,62.8400001525879,63.3699989318848,6307100,53.489875793457
2014-04-16,63.5200004577637,63.5200004577637,62.2000007629395,63.2299995422363,2453100,53.3717002868652
2014-04-17,63.0699996948242,63.2700004577637,62.0699996948242,63.1500015258789,2666500,53.3041763305664
2014-04-21,62.9099998474121,62.9099998474121,62.0800018310547,62.5099983215332,1428300,52.7639503479004
2014-04-22,62.5,63.5200004577637,62.25,63.2700004577637,2119800,53.405460357666
2014-04-23,63.3800010681152,63.6300010681152,62.6399993896484,63.2900009155273,1530400,53.4223480224609
2014-04-24,63.6100006103516,63.7700004577637,62.9199981689453,63,1280800,53.1775550842285
2014-04-25,62.8699989318848,62.9500007629395,62.2000007629395,62.5,1083800,52.7555198669434
2014-04-28,63.0699996948242,63.4799995422363,62.2299995422363,62.6399993896484,2031600,52.8736839294434
2014-04-29,63,63.6699981689453,62.7099990844727,63.4300003051758,1152700,53.54052734375
2014-04-30,63.4300003051758,63.7799987792969,63.060001373291,63.5800018310547,1574500,53.6671257019043
2014-05-01,60.1800003051758,62.7400016784668,59.9199981689453,62.6500015258789,4819100,52.8821258544922
2014-05-02,62.5400009155273,65.879997253418,62.3699989318848,65.5100021362305,5733900,55.2962188720703
2014-05-05,65.0599975585938,67.3899993896484,65.0199966430664,66.1500015258789,7600300,55.8364448547363
2014-05-06,65.7900009155273,66.9199981689453,65.5899963378906,66.4000015258789,5453100,56.0474472045898
2014-05-07,66.2600021362305,67.2600021362305,66.120002746582,67.1399993896484,2506600,56.6720924377441
2014-05-08,66.9300003051758,67.879997253418,66.8300018310547,67.379997253418,1968900,56.8746643066406
2014-05-09,67.3600006103516,67.6699981689453,66.8199996948242,67.2600021362305,1928600,56.7733573913574
2014-05-12,67.370002746582,68.0999984741211,67.370002746582,67.8000030517578,1274400,57.2291831970215
2014-05-13,67.7300033569336,68.3300018310547,67.5100021362305,67.75,1453800,57.1869812011719
2014-05-14,67.629997253418,67.9400024414062,67.1600036621094,67.1999969482422,1159300,56.7227325439453
2014-05-15,67.3300018310547,67.4499969482422,66.1999969482422,66.3399963378906,1859300,55.9968070983887
2014-05-16,66.4199981689453,66.5,65.8399963378906,66.3000030517578,4270700,55.9630432128906
2014-05-19,66.2399978637695,67.0699996948242,66.0800018310547,66.879997253418,1604600,56.4526138305664
2014-05-20,66.8899993896484,66.9899978637695,66.1500015258789,66.5199966430664,3607900,56.1487312316895
2014-05-21,66.7799987792969,67.1800003051758,66.6900024414062,66.8899993896484,944200,56.4610595703125
2014-05-22,66.2799987792969,66.9499969482422,66.0400009155273,66.629997253418,1613800,56.2416000366211
2014-05-23,66.6800003051758,67.1800003051758,66.5100021362305,67,2423600,56.553897857666
2014-05-27,67.1900024414062,67.2900009155273,66.9800033569336,67.0199966430664,1699600,56.57080078125
2014-05-28,67.120002746582,67.1800003051758,66.9100036621094,66.9300003051758,1766500,56.4948120117188
2014-05-29,67.0500030517578,67.0999984741211,66.9000015258789,66.9100036621094,1259000,56.4779586791992
2014-05-30,67.0599975585938,67.7799987792969,66.870002746582,67.4199981689453,3006400,56.9084205627441
2014-06-02,67.379997253418,67.75,67.2099990844727,67.4000015258789,1296400,56.891544342041
2014-06-03,66.9400024414062,67.4700012207031,66.8199996948242,66.8600006103516,1481900,56.4357261657715
2014-06-04,66.629997253418,67.25,66.6100006103516,67.2300033569336,1232700,56.7480506896973
2014-06-05,67.2300033569336,67.7099990844727,67.0899963378906,67.1699981689453,1651800,56.6974105834961
2014-06-06,67.3099975585938,67.7300033569336,67.2399978637695,67.6600036621094,1282400,57.111011505127
2014-06-09,67.5299987792969,67.9700012207031,67.5299987792969,67.6699981689453,1130300,57.1194534301758
2014-06-10,67.7399978637695,67.9599990844727,67.5,67.6999969482422,1305000,57.1447639465332
2014-06-11,67.3399963378906,67.5,66.8499984741211,66.9300003051758,1017800,56.7546997070312
2014-06-12,66.8399963378906,67.0299987792969,66.2900009155273,66.4599990844727,1310000,56.3561553955078
2014-06-13,66.6999969482422,67.0899963378906,66.629997253418,66.7799987792969,695400,56.6275062561035
2014-06-16,66.7099990844727,67.129997253418,66.6600036621094,66.7200012207031,962000,56.5766296386719
2014-06-17,66.6100006103516,66.9100036621094,66.5299987792969,66.6399993896484,712700,56.5088043212891
2014-06-18,66.75,66.8899993896484,66.5199966430664,66.620002746582,1191100,56.4918479919434
2014-06-19,66.6100006103516,67.0699996948242,66.6100006103516,67.0599975585938,1285100,56.8649291992188
2014-06-20,67.2399978637695,67.5,66.9499969482422,67.0699996948242,2179700,56.8734245300293
2014-06-23,67.0400009155273,67.3199996948242,66.9100036621094,67.0999984741211,817200,56.8988761901855
2014-06-24,66.9400024414062,67.1900024414062,66.6999969482422,66.7300033569336,987400,56.5851020812988
2014-06-25,66.6100006103516,66.6100006103516,66.2699966430664,66.5500030517578,905100,56.4324913024902
2014-06-26,66.6800003051758,66.6800003051758,66.1600036621094,66.5599975585938,575100,56.4409713745117
2014-06-27,66.3300018310547,66.8499984741211,66.0500030517578,66.7799987792969,3307400,56.6275062561035
2014-06-30,66.8899993896484,66.9700012207031,66.5100021362305,66.5699996948242,2656500,56.4494400024414
2014-07-01,66.9000015258789,67.2699966430664,66.8399963378906,66.9599990844727,2449700,56.780158996582
2014-07-02,66.7600021362305,67.0800018310547,66.6800003051758,67.0199966430664,942500,56.8310241699219
2014-07-03,67.2200012207031,67.4800033569336,67.0599975585938,67.4100036621094,553500,57.1617240905762
2014-07-07,67.1800003051758,67.5599975585938,67.1800003051758,67.2399978637695,939700,57.0175819396973
2014-07-08,66.9700012207031,67.2099990844727,65.9800033569336,66.2699966430664,2590300,56.1950454711914
2014-07-09,66.370002746582,66.6800003051758,66.2399978637695,66.5800018310547,1173800,56.4579277038574
2014-07-10,66.0999984741211,66.5999984741211,65.9499969482422,66.4499969482422,935800,56.3476676940918
2014-07-11,66.3199996948242,66.370002746582,65.9000015258789,66,978800,55.9660835266113
2014-07-14,66.0299987792969,66.5199966430664,66.0100021362305,66.0800018310547,1079600,56.0339126586914
2014-07-15,66.2200012207031,66.4400024414062,65.0199966430664,65.4899978637695,2549600,55.5336380004883
2014-07-16,65.7099990844727,65.9800033569336,65.5699996948242,65.6699981689453,1612600,55.6862754821777
2014-07-17,65.4800033569336,65.6500015258789,64.9100036621094,64.9400024414062,1475700,55.0672454833984
2014-07-18,65.2600021362305,65.6800003051758,65.0699996948242,65.4899978637695,1842900,55.5336380004883
2014-07-21,65.4499969482422,65.879997253418,65.3000030517578,65.7399978637695,1259800,55.7456207275391
2014-07-22,65.9400024414062,66.4199981689453,65.8000030517578,66.0500030517578,1104400,56.0084953308105
2014-07-23,66.0800018310547,66.0899963378906,65.6699981689453,65.7699966430664,914100,55.771068572998
2014-07-24,66,66.0299987792969,65.5299987792969,65.6100006103516,1192700,55.6353721618652
2014-07-25,65.4400024414062,65.4499969482422,64.9199981689453,65,792100,55.1181259155273
2014-07-28,64.9599990844727,65.3600006103516,64.7799987792969,65.2099990844727,757900,55.2962036132812
2014-07-29,65.3199996948242,65.4899978637695,64.7200012207031,64.7399978637695,1141900,54.897647857666
2014-07-30,64.9899978637695,65.0699996948242,64.5800018310547,64.8300018310547,1015100,54.9739646911621
2014-07-31,64.5199966430664,64.6100006103516,63.5900001525879,63.6800003051758,1617700,53.9987907409668
2014-08-01,63.7999992370605,64.1900024414062,63.5499992370605,63.8199996948242,1130100,54.1175155639648
2014-08-04,63.7999992370605,64.3499984741211,63.5999984741211,64.1100006103516,2604200,54.3634300231934
2014-08-05,61.5200004577637,62.7599983215332,60.5400009155273,61.3899993896484,3399900,52.056941986084
2014-08-06,61.0200004577637,61.439998626709,60.5699996948242,61.2099990844727,3200700,51.9043083190918
2014-08-07,61.25,62.2999992370605,61.189998626709,61.25,2258100,51.9382362365723
2014-08-08,61.3800010681152,62.2099990844727,61.2099990844727,62.189998626709,1499600,52.7353172302246
2014-08-11,62.2400016784668,62.2999992370605,61.7099990844727,61.7299995422363,948800,52.3452529907227
2014-08-12,61.7299995422363,61.8400001525879,61.25,61.6399993896484,1229200,52.2689399719238
2014-08-13,61.8300018310547,62.310001373291,61.7099990844727,62.0299987792969,1658500,52.5996437072754
2014-08-14,62.1199989318848,62.1699981689453,61.4500007629395,61.5200004577637,1451000,52.167179107666
2014-08-15,61.8300018310547,61.8699989318848,60.689998626709,61,2979600,51.7262420654297
2014-08-18,61.310001373291,61.6199989318848,60.7900009155273,60.810001373291,4838800,51.565128326416
2014-08-19,60.8800010681152,61.6199989318848,60.8800010681152,61.3699989318848,2702000,52.0399894714355
2014-08-20,61.3199996948242,61.7999992370605,61.2599983215332,61.6399993896484,1419200,52.2689399719238
2014-08-21,61.5400009155273,61.7599983215332,61.3600006103516,61.7000007629395,1578800,52.3198204040527
2014-08-22,61.6800003051758,61.689998626709,61.2099990844727,61.2299995422363,1482100,51.9212837219238
2014-08-25,61.5200004577637,61.5999984741211,60.9900016784668,61.0200004577637,1194300,51.7431945800781
2014-08-26,61.1399993896484,61.1800003051758,60.2200012207031,60.2999992370605,2413500,51.1326560974121
2014-08-27,60.2999992370605,60.5400009155273,59.4599990844727,59.6800003051758,2108100,50.6069107055664
2014-08-28,59.4099998474121,59.5999984741211,59.2200012207031,59.3699989318848,1992900,50.3440437316895
2014-08-29,59.5400009155273,59.6300010681152,59.0299987792969,59.4000015258789,2113700,50.3694839477539
2014-09-02,59.310001373291,59.439998626709,58.8600006103516,59.0099983215332,2270900,50.0387725830078
2014-09-03,58.9700012207031,59.1800003051758,58.7400016784668,58.939998626709,2255600,49.9794120788574
2014-09-04,58.9700012207031,59.1500015258789,58.8600006103516,58.9799995422363,2950500,50.0133399963379
2014-09-05,58.9099998474121,59.1100006103516,58.6100006103516,58.8899993896484,2447700,49.9370269775391
2014-09-08,58.8800010681152,61.1300010681152,58.7299995422363,61.0200004577637,11481100,51.7431945800781
2014-09-09,60.8800010681152,61.189998626709,60.4500007629395,61.0800018310547,2577800,51.7940673828125
2014-09-10,61.0999984741211,61.4099998474121,61.0099983215332,61.2200012207031,1766900,51.9127883911133
2014-09-11,60.7400016784668,61.2400016784668,60.6800003051758,61.2200012207031,1117300,52.202709197998
2014-09-12,61.1100006103516,61.7299995422363,60.8800010681152,61.5400009155273,2069600,52.4755821228027
2014-09-15,61.5999984741211,61.5999984741211,61.189998626709,61.4199981689453,1838200,52.3732604980469
2014-09-16,61.2700004577637,61.8600006103516,61.2700004577637,61.689998626709,1476400,52.6034851074219
2014-09-17,61.7200012207031,62.0999984741211,61.6500015258789,61.9099998474121,2275200,52.7910804748535
2014-09-18,61.9599990844727,62.1500015258789,61.6300010681152,62.0400009155273,1952400,52.9019317626953
2014-09-19,62.2400016784668,62.4300003051758,61.5499992370605,61.8800010681152,2332500,52.765495300293
2014-09-22,61.689998626709,61.9300003051758,61.1500015258789,61.6800003051758,1479200,52.5949554443359
2014-09-23,61.5299987792969,61.7700004577637,61.3699989318848,61.5699996948242,1491900,52.5011596679688
2014-09-24,61.4599990844727,61.8699989318848,61.2200012207031,61.7999992370605,1765300,52.6972732543945
2014-09-25,61.7299995422363,62.4199981689453,61.4599990844727,62.2400016784668,2384200,53.0724792480469
2014-09-26,62.2700004577637,63.4500007629395,62.2599983215332,63.4199981689453,3410400,54.0786552429199
2014-09-29,62.9599990844727,63.3199996948242,62.5200004577637,63.1800003051758,2216600,53.8740158081055
2014-09-30,63.1800003051758,63.4199981689453,63,63.2799987792969,1635500,53.9592666625977
2014-10-01,63.3800010681152,63.3800010681152,62.2700004577637,62.3400001525879,3382100,53.1577377319336
2014-10-02,62.060001373291,62.2000007629395,60.8600006103516,61.0299987792969,2723200,52.040699005127
2014-10-03,61.0800018310547,61.4799995422363,60.6399993896484,61.2999992370605,1798400,52.2709274291992
2014-10-06,61.2999992370605,61.7099990844727,61.1399993896484,61.5,1399500,52.441463470459
2014-10-07,61.2299995422363,61.5400009155273,60.4700012207031,60.4700012207031,1467300,51.5631904602051
2014-10-08,60.4099998474121,61.6399993896484,60.1300010681152,61.5800018310547,1810200,52.5096778869629
2014-10-09,61.3499984741211,61.7000007629395,60.3800010681152,60.4599990844727,1427200,51.5546531677246
2014-10-10,60.3400001525879,60.560001373291,59.0299987792969,59.0499992370605,2057400,50.3523330688477
2014-10-13,59.0699996948242,59.2299995422363,58.3300018310547,58.5,2072000,49.8833389282227
2014-10-14,58.8800010681152,59.4300003051758,58.5099983215332,58.7299995422363,1719200,50.0794677734375
2014-10-15,58.2599983215332,59.4599990844727,57.7900009155273,59.3199996948242,2551700,50.5825614929199
2014-10-16,58.3499984741211,59.5,58.3499984741211,59.1800003051758,1579500,50.4631881713867
2014-10-17,59.5999984741211,60.9300003051758,59.5999984741211,60.7900009155273,2226800,51.8360443115234
2014-10-20,60.560001373291,61.2599983215332,60.3300018310547,61.25,1428800,52.2282905578613
2014-10-21,61.75,62.4599990844727,61.4199981689453,62.3899993896484,1351200,53.2003707885742
2014-10-22,62.3699989318848,62.6100006103516,61.560001373291,61.6300010681152,1451300,52.5523147583008
2014-10-23,62.310001373291,62.5,62.1199989318848,62.25,2149800,53.0810050964355
2014-10-24,62.25,62.6599998474121,62.1199989318848,62.5699996948242,1600400,53.3538627624512
2014-10-27,62.560001373291,62.9700012207031,62.1300010681152,62.7999992370605,1788000,53.5499839782715
2014-10-28,62.8400001525879,64.0599975585938,62.4799995422363,64.0599975585938,2645600,54.6244010925293
2014-10-29,64,64.5100021362305,63.7400016784668,63.939998626709,2370400,54.5220718383789
2014-10-30,63.9199981689453,64.3199996948242,62.3800010681152,64.0800018310547,2456700,54.6414489746094
2014-10-31,64.4100036621094,65.1500015258789,64.4100036621094,64.5,3633700,54.9995918273926
2014-11-03,64.5100021362305,64.9700012207031,64.0999984741211,64.6800003051758,2593200,55.153076171875
2014-11-04,64.6900024414062,66.9899978637695,64.6100006103516,66.7600021362305,4057100,56.9267082214355
2014-11-05,66.5,66.6999969482422,63.5699996948242,64.4599990844727,4288400,54.9654731750488
2014-11-06,64.4599990844727,64.4599990844727,63.2999992370605,63.4199981689453,2683600,54.0786552429199
2014-11-07,63.439998626709,64.1600036621094,62.6100006103516,64.1399993896484,3142700,54.6926116943359
2014-11-10,64.129997253418,64.4000015258789,63.7099990844727,63.939998626709,2450000,54.5220718383789
2014-11-11,63.9700012207031,64,63.4300003051758,63.5499992370605,1929200,54.1895179748535
2014-11-12,63.4199981689453,63.939998626709,63.3499984741211,63.7000007629395,1569400,54.3174324035645
2014-11-13,63.8600006103516,64.5100021362305,63.8600006103516,64.4300003051758,1655800,54.9399070739746
2014-11-14,64.379997253418,65.2699966430664,64.1100006103516,65.25,1314900,55.6391181945801
2014-11-17,65,65.4000015258789,64.9000015258789,65.4000015258789,1921300,55.7670288085938
2014-11-18,65.4000015258789,66.2300033569336,65.2699966430664,66,1394300,56.2786521911621
2014-11-19,65.9899978637695,66.1399993896484,65.6100006103516,65.9400024414062,1175200,56.2274932861328
2014-11-20,65.8600006103516,66.1100006103516,65.5800018310547,65.6600036621094,1958800,55.9887313842773
2014-11-21,66.2600021362305,66.4700012207031,65.2200012207031,65.2699966430664,2656600,55.6561698913574
2014-11-24,65.379997253418,65.9700012207031,65.2399978637695,65.8099975585938,1601000,56.1166343688965
2014-11-25,65.8000030517578,65.870002746582,65.5599975585938,65.5999984741211,1043000,55.9375648498535
2014-11-26,65.5899963378906,65.879997253418,65.5299987792969,65.5599975585938,842600,55.9034423828125
2014-11-28,65.1999969482422,66.0800018310547,65.1999969482422,65.7200012207031,728900,56.0399017333984
2014-12-01,65.5899963378906,65.7600021362305,65.4199981689453,65.4400024414062,1250300,55.8011283874512
2014-12-02,65.4400024414062,65.6900024414062,65.2699966430664,65.5100021362305,1129200,55.8608131408691
2014-12-03,65.5100021362305,65.7600021362305,65.2399978637695,65.3199996948242,1865200,55.698802947998
2014-12-04,65.4000015258789,65.6699981689453,65.0899963378906,65.1999969482422,1407200,55.5964851379395
2014-12-05,65.2900009155273,65.3399963378906,64.7300033569336,65,1495300,55.425952911377
2014-12-08,65.1100006103516,65.7900009155273,65.0400009155273,65.2699966430664,1168600,55.6561698913574
2014-12-09,64.8399963378906,65.3099975585938,64.4100036621094,65.2900009155273,767200,55.673225402832
2014-12-10,65.3199996948242,65.3199996948242,63.4799995422363,63.5200004577637,1191900,54.163932800293
2014-12-11,63.2900009155273,64.3399963378906,63.2000007629395,63.2900009155273,1506600,54.2582359313965
2014-12-12,62.9500007629395,63.2799987792969,62.310001373291,62.310001373291,2087100,53.4180870056152
