"Fecha","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
2013-11-01,119.040000915527,119.440002441406,117,118.01000213623,9344200,77.7198791503906
2013-11-04,118.589996337891,118.599998474121,117.319999694824,118.099998474121,6670300,77.779167175293
2013-11-05,117.599998474121,118.900001525879,117.069999694824,118.449996948242,6623300,78.0096740722656
2013-11-06,119.300003051758,121.410003662109,118.819999694824,121.139999389648,8373200,79.7812728881836
2013-11-07,121.599998474121,121.879997253418,119.419998168945,119.910003662109,10131200,78.9712142944336
2013-11-08,119.669998168945,121.209999084473,119.580001831055,121.190002441406,11331000,79.8142013549805
2013-11-11,121.180000305176,121.5,120.709999084473,121.080001831055,3427600,79.7417755126953
2013-11-12,121.029998779297,121.25,119.629997253418,120,6914200,79.0304870605469
2013-11-13,119.580001831055,120.150001525879,119.190002441406,120.089996337891,6212000,79.0897445678711
2013-11-14,119.580001831055,119.930000305176,119.319999694824,119.559997558594,5470900,79.4019165039062
2013-11-15,119.779998779297,120.269996643066,119.129997253418,120.059997558594,6008000,79.7339553833008
2013-11-18,120.709999084473,120.889999389648,120.069999694824,120.559997558594,4788700,80.0660171508789
2013-11-19,120.550003051758,122.379997253418,120.269996643066,122.059997558594,5891800,81.0621795654297
2013-11-20,122.160003662109,122.75,121.599998474121,122,4571300,81.022346496582
2013-11-21,122.360000610352,123.599998474121,122.360000610352,123.459999084473,4884300,81.9919281005859
2013-11-22,123.540000915527,124.190002441406,122.419998168945,124.029998779297,3887400,82.3704833984375
2013-11-25,123.769996643066,124.099998474121,123.220001220703,123.73999786377,3925300,82.1779098510742
2013-11-26,123.410003662109,123.699996948242,122.650001525879,122.779998779297,4597500,81.5403518676758
2013-11-27,122.620002746582,122.73999786377,121.639999389648,122.419998168945,3906700,81.30126953125
2013-11-29,122.830001831055,123.300003051758,122,122.440002441406,3721000,81.3145446777344
2013-12-02,122.870002746582,123.059997558594,122.050003051758,122.339996337891,5384000,81.2481307983398
2013-12-03,122.309997558594,122.900001525879,121.870002746582,122.519996643066,5410200,81.3676986694336
2013-12-04,122.099998474121,122.830001831055,121.190002441406,121.769996643066,4391800,80.8695755004883
2013-12-05,121.269996643066,122,120.709999084473,121.099998474121,4706800,80.4246139526367
2013-12-06,122.050003051758,122.360000610352,121.650001525879,122.290000915527,4179100,81.2149353027344
2013-12-09,122.269996643066,123.879997253418,122.160003662109,123.339996337891,7706500,81.912239074707
2013-12-10,123.790000915527,123.940002441406,122.699996948242,123.660003662109,5602700,82.1247787475586
2013-12-11,123.819999694824,123.889999389648,121.800003051758,122.099998474121,7309900,81.088752746582
2013-12-12,121.779998779297,122.099998474121,120.569999694824,120.98999786377,7221200,80.3515853881836
2013-12-13,120.440002441406,121.139999389648,119.379997253418,119.900001525879,5268100,79.627685546875
2013-12-16,120.459999084473,120.699996948242,119.809997558594,120.220001220703,7304500,79.840202331543
2013-12-17,120.120002746582,120.230003356934,118.25,118.73999786377,6824000,78.8573150634766
2013-12-18,119.330001831055,121.769996643066,119.209999084473,121.599998474121,8206400,80.7566909790039
2013-12-19,121.569999694824,123.400001525879,121.059997558594,123.220001220703,6540600,81.8325653076172
2013-12-20,122.819999694824,123.790000915527,122.400001525879,122.779998779297,9455200,81.5403518676758
2013-12-23,123.410003662109,123.589996337891,122.629997253418,122.800003051758,4062400,81.5536117553711
2013-12-24,122.769996643066,123.550003051758,122.699996948242,123.51000213623,1587800,82.0251388549805
2013-12-26,123.599998474121,124.98999786377,123.550003051758,124.809997558594,3415200,82.8885040283203
2013-12-27,125,125.650001525879,124.690002441406,125.230003356934,3455300,83.1674118041992
2013-12-30,124.790000915527,125.209999084473,123.900001525879,124.230003356934,4688500,82.5033111572266
2013-12-31,124.680000305176,125.169998168945,123.930000305176,124.910003662109,3475600,82.9549026489258
2014-01-02,124.459999084473,124.879997253418,123.709999084473,124.139999389648,4540300,82.4435424804688
2014-01-03,124.599998474121,124.889999389648,123.860000610352,124.349998474121,3506000,82.5830078125
2014-01-06,124.589996337891,124.800003051758,123.519996643066,124.019996643066,4252300,82.3638610839844
2014-01-07,124.419998168945,125.319999694824,123.650001525879,125.069999694824,4563300,83.061164855957
2014-01-08,124.440002441406,124.459999084473,122.75,123.290000915527,8282500,81.879020690918
2014-01-09,123.419998168945,123.419998168945,122.019996643066,123.290000915527,5643500,81.879020690918
2014-01-10,122.5,122.839996337891,120.370002746582,121.01000213623,8127500,80.364860534668
2014-01-13,120.809997558594,120.900001525879,119.01000213623,119.25,6504200,79.1960144042969
2014-01-14,119.400001525879,119.75,118.800003051758,119.569999694824,6904600,79.4085159301758
2014-01-15,119.690002441406,120.069999694824,119.050003051758,119.180000305176,5829300,79.149528503418
2014-01-16,119.110000610352,119.290000915527,118.190002441406,118.830001831055,5041100,78.9170761108398
2014-01-17,119.029998779297,120.379997253418,118.73999786377,119.290000915527,7199700,79.2225875854492
2014-01-21,120.73999786377,120.889999389648,119.51000213623,120.360000610352,5602300,79.9331893920898
2014-01-22,120.51000213623,120.76000213623,119.970001220703,120.430000305176,4977500,79.9796752929688
2014-01-23,119.839996337891,119.849998474121,118.26000213623,118.389999389648,6205800,78.6248626708984
2014-01-24,117.870002746582,118.139999389648,116.26000213623,116.290000915527,7094900,77.230224609375
2014-01-27,116.26000213623,117.25,115.879997253418,116.430000305176,6179500,77.3232040405273
2014-01-28,116.720001220703,117.029998779297,116.069999694824,116.839996337891,4303700,77.5954895019531
2014-01-29,116.139999389648,116.889999389648,115.709999084473,116,5522100,77.0376434326172
2014-01-30,116.309997558594,116.959999084473,115.180000305176,116.449996948242,5538700,77.3364868164062
2014-01-31,113.900001525879,113.900001525879,111.110000610352,111.629997253418,15523500,74.1354522705078
2014-02-03,112.349998474121,112.459999084473,110.540000915527,111.139999389648,11275300,73.8100280761719
2014-02-04,111.860000610352,112.040000915527,110.48999786377,110.830001831055,9717200,73.6041564941406
2014-02-05,111,111,109.269996643066,109.519996643066,10562900,72.7341384887695
2014-02-06,110.110000610352,111.349998474121,109.910003662109,111.269996643066,7983300,73.8963470458984
2014-02-07,111.910003662109,112.120002746582,110.389999389648,112.050003051758,7071800,74.4143829345703
2014-02-10,112.470001220703,112.470001220703,111.080001831055,111.690002441406,9251300,74.1752777099609
2014-02-11,112.029998779297,113.870002746582,111.949996948242,113.580001831055,6874700,75.4304656982422
2014-02-12,112.889999389648,112.889999389648,111.809997558594,112.029998779297,6422100,75.0619659423828
2014-02-13,111.730003356934,112.73999786377,111.180000305176,112.51000213623,5061600,75.3835678100586
2014-02-14,112.580001831055,113.830001831055,111.589996337891,113.480003356934,6776400,76.0334777832031
2014-02-18,113.860000610352,114.110000610352,112.599998474121,112.709999084473,6106600,75.5175628662109
2014-02-19,112.550003051758,115.050003051758,112.470001220703,113.599998474121,7989900,76.1138763427734
2014-02-20,113.51000213623,115.330001831055,113.099998474121,114.599998474121,8406900,76.7838973999023
2014-02-21,114.720001220703,114.73999786377,112.599998474121,112.680000305176,9221100,75.4974517822266
2014-02-24,113.370002746582,115,113.050003051758,114.150001525879,7337900,76.4824066162109
2014-02-25,114.370002746582,115.440002441406,114.23999786377,114.970001220703,5976100,77.0317993164062
2014-02-26,114.819999694824,115.860000610352,114.400001525879,115.51000213623,6113800,77.3936157226562
2014-02-27,115.660003662109,115.819999694824,114.559997558594,115.690002441406,4922600,77.5142288208008
2014-02-28,115.870002746582,116.73999786377,114.809997558594,115.330001831055,6944600,77.2730178833008
2014-03-03,114.790000915527,116.190002441406,114.26000213623,114.839996337891,6046200,76.944709777832
2014-03-04,115.889999389648,116.269996643066,115.26000213623,115.319999694824,5611500,77.2662963867188
2014-03-05,115.080001831055,115.26000213623,114.01000213623,114.430000305176,6703700,76.6699981689453
2014-03-06,114.709999084473,115.150001525879,114.349998474121,114.849998474121,5179600,76.9513931274414
2014-03-07,115.069999694824,115.949996948242,114.639999389648,115.080001831055,5055600,77.1055221557617
2014-03-10,115.449996948242,115.940002441406,114.120002746582,115.839996337891,6203000,77.6147003173828
2014-03-11,115.900001525879,116.230003356934,114.23999786377,114.51000213623,6274300,76.7235794067383
2014-03-12,114.139999389648,116.360000610352,114.129997253418,115.650001525879,6812900,77.4874114990234
2014-03-13,115.599998474121,115.75,114.120002746582,114.449996948242,5405100,76.6833953857422
2014-03-14,114.360000610352,114.900001525879,113.680000305176,114.099998474121,6280000,76.4488906860352
2014-03-17,114.26000213623,115.290000915527,114.129997253418,115.069999694824,5894500,77.0988006591797
2014-03-18,115.620002746582,116.559997558594,115.199996948242,116.23999786377,6329600,77.8827133178711
2014-03-19,115.879997253418,116.73999786377,114.660003662109,115.199996948242,5569600,77.185905456543
2014-03-20,114.849998474121,116.080001831055,114.319999694824,115.51000213623,5280600,77.3936157226562
2014-03-21,116.290000915527,118,115.580001831055,115.629997253418,14893600,77.4739990234375
2014-03-24,116,116.690002441406,115.650001525879,115.849998474121,5386900,77.6214294433594
2014-03-25,116.230003356934,117.190002441406,116.209999084473,117.089996337891,5573000,78.4522323608398
2014-03-26,117.800003051758,118.279998779297,117.360000610352,117.709999084473,5971600,78.8676528930664
2014-03-27,117.75,117.98999786377,116.830001831055,117.669998168945,5224600,78.8408660888672
2014-03-28,118.129997253418,118.550003051758,117.699996948242,118.5,5875100,79.3969497680664
2014-03-31,118.790000915527,119.620002746582,118.48999786377,118.910003662109,5482700,79.6716918945312
2014-04-01,119.150001525879,119.610000610352,118.839996337891,119,5391400,79.7319717407227
2014-04-02,118.519996643066,119.540000915527,118.519996643066,119.349998474121,4505600,79.9664611816406
2014-04-03,119.779998779297,119.790000915527,118.889999389648,119.040000915527,4446400,79.7587738037109
2014-04-04,119.75,119.75,118.589996337891,118.800003051758,5301300,79.5979690551758
2014-04-07,118.319999694824,118.819999694824,117.339996337891,117.339996337891,5241300,78.619743347168
2014-04-08,117.660003662109,118.309997558594,117.180000305176,117.800003051758,4706100,78.9279479980469
2014-04-09,117.830001831055,119.25,117.589996337891,119.099998474121,5376500,79.7989807128906
2014-04-10,117.199996948242,118.059997558594,116.550003051758,116.690002441406,8769200,78.1842346191406
2014-04-11,116.5,117.730003356934,116.5,117.029998779297,7028800,78.4120254516602
2014-04-14,117.839996337891,118.830001831055,117.339996337891,118.699996948242,6817700,79.5309524536133
2014-04-15,118.709999084473,120.309997558594,118.339996337891,120.300003051758,7681900,80.6029968261719
2014-04-16,120.900001525879,122.120002746582,120.900001525879,121.830001831055,7277000,81.6281204223633
2014-04-17,121.720001220703,123.849998474121,121.720001220703,123.680000305176,8604900,82.86767578125
2014-04-21,123.050003051758,124.400001525879,123.050003051758,124.23999786377,6351100,83.2428588867188
2014-04-22,123.870002746582,124.349998474121,123.610000610352,124,5849200,83.0820617675781
