"Fecha","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
2013-11-01,73.5599975585938,73.5599975585938,72.2099990844727,73.0899963378906,4921000,52.7135314941406
2013-11-04,73.370002746582,73.5100021362305,72.8399963378906,73.3300018310547,3604300,52.8866157531738
2013-11-05,73.0299987792969,73.2799987792969,72.5,72.5699996948242,4592500,52.3385047912598
2013-11-06,73.1900024414062,73.9700012207031,73.1100006103516,73.9000015258789,5644300,53.2977066040039
2013-11-07,73.8499984741211,73.9300003051758,72.2699966430664,72.5100021362305,5836600,52.295238494873
2013-11-08,72.4899978637695,73.7200012207031,72.370002746582,73.6900024414062,4819600,53.1462516784668
2013-11-11,73.4599990844727,73.8300018310547,73.3300018310547,73.5599975585938,2786700,53.0525054931641
2013-11-12,73.25,73.4700012207031,72.6100006103516,72.8199996948242,3125000,52.5187835693359
2013-11-13,72.7399978637695,73.3600006103516,72.5699996948242,73.3399963378906,3463600,52.8938331604004
2013-11-14,73.5800018310547,73.8000030517578,73.1999969482422,73.6800003051758,3833000,53.1390571594238
2013-11-15,73.5500030517578,73.5699996948242,72.75,73.3000030517578,5341200,52.8649864196777
2013-11-18,73.4700012207031,73.629997253418,72.1999969482422,72.3099975585938,4718300,52.150993347168
2013-11-19,72.120002746582,72.6900024414062,71.7600021362305,72.2600021362305,7124200,52.1149291992188
2013-11-20,72.4899978637695,72.9300003051758,72.0899963378906,72.25,4139300,52.1077194213867
2013-11-21,72.4700012207031,73.5999984741211,72.4000015258789,73.3399963378906,3988900,52.8938331604004
2013-11-22,73.4899978637695,74.0699996948242,73.2399978637695,74.0199966430664,3633800,53.3842506408691
2013-11-25,73.7600021362305,73.9199981689453,72.75,72.8099975585938,5294800,52.5115966796875
2013-11-26,72.8199996948242,73.5100021362305,72.4899978637695,72.9300003051758,4089800,52.5981330871582
2013-11-27,72.9400024414062,73.4000015258789,72.379997253418,72.620002746582,3301300,52.3745536804199
2013-11-29,72.6399993896484,73.5400009155273,72.5,72.8000030517578,2434300,52.5043792724609
2013-12-02,73.3899993896484,73.4899978637695,72.25,72.5699996948242,5696100,52.3385047912598
2013-12-03,72.4700012207031,73.1399993896484,72.1399993896484,72.4700012207031,5411900,52.2663688659668
2013-12-04,72.3399963378906,72.620002746582,71.120002746582,71.4100036621094,5399100,51.501895904541
2013-12-05,71.2099990844727,71.3499984741211,70.120002746582,70.8399963378906,5040400,51.0907974243164
2013-12-06,71.1800003051758,71.4800033569336,70.1999969482422,70.7699966430664,5560700,51.0403175354004
2013-12-09,70.5500030517578,70.9899978637695,70.1999969482422,70.4400024414062,4952900,50.8023147583008
2013-12-10,70.1999969482422,70.629997253418,69.8099975585938,70.3099975585938,4712300,50.7085647583008
2013-12-11,70.3099975585938,70.3300018310547,69.0500030517578,69.1100006103516,5776900,49.8430976867676
2013-12-12,69.129997253418,69.7900009155273,68.9100036621094,69.4800033569336,5714600,50.1099510192871
2013-12-13,69.5400009155273,70.1600036621094,69.2900009155273,69.4300003051758,4649000,50.0738945007324
2013-12-16,69.6999969482422,70.1399993896484,69.5199966430664,69.7900009155273,4167400,50.3335227966309
2013-12-17,69.8199996948242,69.8499984741211,69.0500030517578,69.0599975585938,4880900,49.8070449829102
2013-12-18,69.4499969482422,69.5999984741211,68.2300033569336,69.4000015258789,7959500,50.0522537231445
2013-12-19,68.9100036621094,69.379997253418,68.7200012207031,69.0800018310547,6962200,49.8214530944824
2013-12-20,69.1100006103516,70.4899978637695,69.0500030517578,69.879997253418,8311700,50.3984298706055
2013-12-23,70.0800018310547,70.75,69.4499969482422,69.5599975585938,4177400,50.1676445007324
2013-12-24,69.629997253418,69.9800033569336,69.3099975585938,69.9300003051758,1625000,50.434497833252
2013-12-26,70,70.4400024414062,69.9300003051758,70.1900024414062,2413200,50.6220092773438
2013-12-27,70.0699996948242,70.5899963378906,70.0599975585938,70.3899993896484,1965600,50.7662544250488
2013-12-30,70.4700012207031,70.6399993896484,69.870002746582,69.9100036621094,3035400,50.4200744628906
2013-12-31,69.9499969482422,70.7399978637695,69.75,70.6500015258789,3281300,50.953784942627
2014-01-02,70.2699966430664,70.9199981689453,69.5299987792969,69.7799987792969,4351800,50.3263206481934
2014-01-03,70.0800018310547,70.3499984741211,69.8300018310547,69.9599990844727,3095000,50.4561233520508
2014-01-06,70.3399963378906,70.8099975585938,70.0199966430664,70.2600021362305,4418300,50.6724967956543
2014-01-07,70.25,70.4899978637695,69.9599990844727,70.370002746582,3659500,50.751838684082
2014-01-08,70.4800033569336,70.4800033569336,69.5199966430664,69.6900024414062,6405300,50.2614097595215
2014-01-09,69.8099975585938,69.9300003051758,69.129997253418,69.4599990844727,4078900,50.0955276489258
2014-01-10,69.620002746582,69.7799987792969,68.7900009155273,68.870002746582,4799400,49.6700057983398
2014-01-13,68.6800003051758,68.75,67.4800033569336,67.7399978637695,7244000,48.8550453186035
2014-01-14,67.8300018310547,68.379997253418,67.6600036621094,68.3199996948242,4783800,49.2733421325684
2014-01-15,68.370002746582,68.6999969482422,67.8099975585938,68.0800018310547,4573700,49.1002426147461
2014-01-16,68.0500030517578,68.0699996948242,67.0899963378906,67.8300018310547,5356700,48.919921875
2014-01-17,68.0199966430664,68.2900009155273,67.5,67.5100021362305,4852000,48.6891593933105
2014-01-21,68.0800018310547,68.2699966430664,67.7099990844727,68.2600021362305,4711800,49.2300605773926
2014-01-22,68.4899978637695,68.7900009155273,68.0500030517578,68.370002746582,4100700,49.3094062805176
2014-01-23,68.0500030517578,68.5899963378906,67.5999984741211,67.8499984741211,4333500,48.9343795776367
2014-01-24,67.7699966430664,67.7699966430664,66.4000015258789,66.5699996948242,6016100,48.0112228393555
2014-01-27,66.2799987792969,66.5999984741211,65.6399993896484,65.8600006103516,5381000,47.4991645812988
2014-01-28,65.9499969482422,66.2799987792969,65.7300033569336,66.2099990844727,4338000,47.7515754699707
2014-01-29,66.1699981689453,66.2099990844727,65.3399963378906,65.8199996948242,5671600,47.4702949523926
2014-01-30,66.5999984741211,66.6500015258789,65.3199996948242,65.75,5527800,47.4198226928711
2014-01-31,65.0500030517578,65.4800033569336,64.3499984741211,64.9499969482422,10717600,46.8428497314453
2014-02-03,65.0999984741211,65.3899993896484,63.7700004577637,63.8600006103516,7768000,46.0567169189453
2014-02-04,64.0199966430664,64.0800018310547,63.4500007629395,63.7099990844727,6543700,45.9485359191895
2014-02-05,63.6800003051758,63.810001373291,62.7400016784668,63.4599990844727,6528300,45.7682418823242
2014-02-06,63.6800003051758,64.4000015258789,63.4599990844727,64.3000030517578,5546800,46.3740463256836
