"Fecha","ESS.Open","ESS.High","ESS.Low","ESS.Close","ESS.Volume","ESS.Adjusted"
2013-11-01,161.979995727539,164.179992675781,160.369995117188,163.889999389648,276100,120.637992858887
2013-11-04,164,165.440002441406,162.279998779297,164,260300,120.718894958496
2013-11-05,162.970001220703,163.720001220703,160.039993286133,160.25,260100,117.958618164062
2013-11-06,161.289993286133,161.309997558594,158.809997558594,159.600006103516,265800,117.480140686035
2013-11-07,160.080001831055,160.080001831055,156.740005493164,157.210006713867,289000,115.720909118652
2013-11-08,156.729995727539,157.580001831055,152.570007324219,154.990005493164,236200,114.086761474609
2013-11-11,155.649993896484,156.729995727539,154.850006103516,156.5,235100,115.198287963867
2013-11-12,156.5,157.039993286133,154.169998168945,156.839996337891,272000,115.448524475098
2013-11-13,155.850006103516,161.539993286133,155.75,161.410003662109,533300,118.812469482422
2013-11-14,161.889999389648,162.550003051758,159.720001220703,159.949996948242,270000,117.73779296875
2013-11-15,159.990005493164,160.160003662109,158.490005493164,159.389999389648,121200,117.325569152832
2013-11-18,159.880004882812,160.589996337891,157.380004882812,157.949996948242,196600,116.265563964844
2013-11-19,157.550003051758,158.330001831055,154.570007324219,154.960006713867,268900,114.064682006836
2013-11-20,154.960006713867,156.830001831055,152.169998168945,153.119995117188,173100,112.710273742676
2013-11-21,153.580001831055,154.600006103516,152.509994506836,154.539993286133,99000,113.755546569824
2013-11-22,154.419998168945,155.419998168945,152.149993896484,153.190002441406,186700,112.761795043945
2013-11-25,153.580001831055,153.580001831055,151.899993896484,152.490005493164,166900,112.246543884277
2013-11-26,152.490005493164,152.990005493164,151.259994506836,152.020004272461,176000,111.900581359863
2013-11-27,151.940002441406,153.419998168945,151.809997558594,153.050003051758,226900,112.658744812012
2013-11-29,153.509994506836,153.729995727539,150.860000610352,151.809997558594,78000,111.745971679688
2013-12-02,151.600006103516,154.119995117188,150.440002441406,152.279998779297,208900,112.091987609863
2013-12-03,151.539993286133,155.289993286133,151.520004272461,154.029998779297,231100,113.380104064941
2013-12-04,153.110000610352,157.190002441406,148.320007324219,150.649993896484,1289500,110.892120361328
2013-12-05,150.649993896484,154.789993286133,149.630004882812,154.220001220703,736000,113.519981384277
2013-12-06,155.869995117188,155.869995117188,153.570007324219,153.979995727539,447700,113.343330383301
2013-12-09,153.410003662109,155.509994506836,151.889999389648,154.259994506836,592900,113.549407958984
2013-12-10,154.5,154.949996948242,152.509994506836,152.630004882812,407600,112.349578857422
2013-12-11,153.020004272461,153.020004272461,148.009994506836,148.600006103516,429000,109.383163452148
2013-12-12,148.5,148.960006713867,146.160003662109,146.270004272461,366500,107.668045043945
2013-12-13,147.309997558594,148.789993286133,144.100006103516,145.009994506836,444900,106.740547180176
2013-12-16,145.339996337891,146.779998779297,144.580001831055,144.720001220703,464600,106.527099609375
2013-12-17,145.009994506836,146.479995727539,144.520004272461,145.509994506836,513400,107.108619689941
2013-12-18,145.960006713867,148.679992675781,144.009994506836,147.699996948242,538600,108.720634460449
2013-12-19,147.539993286133,147.539993286133,142.539993286133,142.779998779297,1041100,105.099082946777
2013-12-20,142.770004272461,143,140.369995117188,142.119995117188,943200,104.613250732422
2013-12-23,143.039993286133,145.949996948242,142.889999389648,144.240005493164,496100,106.173820495605
2013-12-24,143.789993286133,145.059997558594,143.630004882812,144.389999389648,129400,106.284194946289
2013-12-26,143.520004272461,146.169998168945,143.520004272461,145.289993286133,305300,106.946670532227
2013-12-27,145.330001831055,145.389999389648,144.279998779297,144.960006713867,246300,106.703773498535
2013-12-30,140.919998168945,144.059997558594,137.529998779297,143.770004272461,282300,106.718627929688
2013-12-31,144,144.429992675781,142.550003051758,143.509994506836,348300,106.525634765625
2014-01-02,141.789993286133,147.539993286133,141.789993286133,146.300003051758,725400,108.596603393555
2014-01-03,146.570007324219,148.190002441406,146.210006713867,148.190002441406,480500,109.999526977539
2014-01-06,148,149.589996337891,146.729995727539,148.970001220703,466000,110.578460693359
2014-01-07,149.460006713867,150.679992675781,148.330001831055,150.289993286133,436500,111.558288574219
2014-01-08,150.270004272461,151,148.979995727539,149.309997558594,356300,110.830871582031
2014-01-09,149.259994506836,149.889999389648,147.169998168945,149.440002441406,328600,110.927375793457
2014-01-10,149.770004272461,151.130004882812,149.770004272461,151.059997558594,270000,112.129920959473
2014-01-13,150.789993286133,152.300003051758,150.529998779297,151.369995117188,673900,112.360015869141
2014-01-14,152,152.649993896484,150.949996948242,152.580001831055,394100,113.258178710938
2014-01-15,152.990005493164,153.869995117188,152.210006713867,152.919998168945,260100,113.510536193848
2014-01-16,152.460006713867,154.100006103516,152.460006713867,153.75,449100,114.126602172852
2014-01-17,153.789993286133,154.520004272461,152.820007324219,153.210006713867,271900,113.725830078125
2014-01-21,154.380004882812,155.050003051758,153.490005493164,154.449996948242,331100,114.64624786377
2014-01-22,154.839996337891,155.779998779297,154.440002441406,155.149993896484,389700,115.165817260742
2014-01-23,154.649993896484,155.809997558594,154.110000610352,154.639999389648,392400,114.787246704102
2014-01-24,153.669998168945,154.009994506836,152.259994506836,152.580001831055,256200,113.258178710938
2014-01-27,152.809997558594,153.529998779297,151.160003662109,151.479995727539,346800,112.44165802002
2014-01-28,151.580001831055,153.949996948242,151.580001831055,153.119995117188,439700,113.658988952637
2014-01-29,152.160003662109,153.529998779297,152,152.940002441406,518800,113.525398254395
2014-01-30,154.75,156.729995727539,150.809997558594,156.369995117188,507200,116.07145690918
2014-01-31,155.520004272461,159.279998779297,155.300003051758,158.369995117188,703000,117.555992126465
2014-02-03,157.770004272461,157.770004272461,155.320007324219,156.589996337891,707100,116.234718322754
2014-02-04,157.190002441406,159.789993286133,155.889999389648,159.410003662109,887400,118.327980041504
2014-02-05,159.580001831055,162.210006713867,159.190002441406,161.169998168945,654600,119.634429931641
2014-02-06,162.210006713867,164.059997558594,161.279998779297,163.600006103516,695000,121.438186645508
2014-02-07,163.889999389648,166,163.539993286133,165.389999389648,596300,122.76685333252
2014-02-10,165.039993286133,167.039993286133,164.570007324219,166.789993286133,462000,123.806022644043
2014-02-11,166.380004882812,169.100006103516,165.800003051758,167.330001831055,409300,124.206893920898
2014-02-12,167.460006713867,168.070007324219,166.509994506836,166.679992675781,312900,123.724411010742
2014-02-13,166.470001220703,168.990005493164,165.75,166.580001831055,554900,123.650184631348
2014-02-14,166.169998168945,167.360000610352,165.860000610352,166.190002441406,266100,123.360702514648
2014-02-18,166.350006103516,166.850006103516,164.710006713867,166.539993286133,439500,123.620506286621
2014-02-19,164.75,167.860000610352,164.75,165.669998168945,530700,122.974700927734
2014-02-20,165.960006713867,167.089996337891,163.910003662109,164.220001220703,288600,121.898376464844
2014-02-21,164.229995727539,166.25,163.419998168945,165.710006713867,296000,123.004409790039
2014-02-24,165.830001831055,167.529998779297,165.130004882812,166.380004882812,432100,123.501670837402
2014-02-25,165.970001220703,167.639999389648,165.389999389648,166.910003662109,201100,123.895141601562
2014-02-26,167.729995727539,167.929992675781,165.899993896484,166.369995117188,331200,123.494293212891
2014-02-27,166.520004272461,167.020004272461,164.419998168945,165.089996337891,436400,122.54418182373
2014-02-28,165.039993286133,167.509994506836,164.960006713867,167.25,757600,124.147537231445
2014-03-03,166.919998168945,169.089996337891,166.070007324219,168.559997558594,402700,125.119895935059
2014-03-04,169.839996337891,171.830001831055,168.529998779297,171.800003051758,483800,127.524887084961
2014-03-05,170.690002441406,173.009994506836,168.490005493164,170.550003051758,859200,126.597091674805
2014-03-06,170.490005493164,171.350006103516,168.350006103516,169.309997558594,358500,125.676651000977
2014-03-07,169,169,166.410003662109,168.110000610352,426000,124.785903930664
2014-03-10,168,168.050003051758,166.009994506836,166.509994506836,251100,123.598175048828
2014-03-11,166.910003662109,167.910003662109,166.25,167.070007324219,206800,124.013946533203
2014-03-12,164.949996948242,166.179992675781,164.410003662109,165.360000610352,320700,123.640060424805
2014-03-13,165.360000610352,165.419998168945,162.839996337891,162.910003662109,387000,121.808174133301
2014-03-14,163.220001220703,165.889999389648,161.949996948242,164.919998168945,290400,123.311080932617
2014-03-17,166.070007324219,166.669998168945,164.369995117188,165.070007324219,159500,123.42325592041
2014-03-18,165.089996337891,166.279998779297,164.539993286133,165.699996948242,194500,123.894256591797
2014-03-19,166.710006713867,170.039993286133,162.490005493164,163.149993896484,646600,121.98762512207
2014-03-20,162.899993896484,165.240005493164,161.100006103516,165.059997558594,285500,123.415725708008
2014-03-21,166.139999389648,167.729995727539,164.009994506836,166.179992675781,475600,124.253189086914
2014-03-24,166.300003051758,167.139999389648,164.190002441406,166.199996948242,310200,124.268135070801
2014-03-25,166.679992675781,169.630004882812,166.669998168945,169.440002441406,398300,126.690650939941
2014-03-26,166.25,167.759994506836,164.75,165.309997558594,854600,123.602668762207
2014-03-27,167.860000610352,168.360000610352,164.449996948242,167.610000610352,1107800,125.322380065918
2014-03-28,168.429992675781,169.339996337891,167.089996337891,167.699996948242,511300,125.389678955078
2014-03-31,168.169998168945,171.699996948242,166.949996948242,170.050003051758,1024500,127.14680480957
2014-04-01,170.720001220703,174,170.050003051758,174,18953500,130.100234985352
2014-04-02,171.610000610352,174,170.259994506836,172.300003051758,2081800,128.829147338867
2014-04-03,171.800003051758,172.979995727539,167.619995117188,168.839996337891,1542900,126.242088317871
2014-04-04,170.440002441406,171.509994506836,168.039993286133,170.119995117188,1042700,127.199142456055
2014-04-07,171.630004882812,172.160003662109,168.300003051758,168.559997558594,1026300,126.032722473145
2014-04-08,169.050003051758,169.880004882812,167.240005493164,169.610000610352,593100,126.817810058594
2014-04-09,169.940002441406,169.990005493164,167.619995117188,169.020004272461,403900,126.376609802246
2014-04-10,168.889999389648,169.330001831055,166.380004882812,167.160003662109,1018400,124.98592376709
2014-04-11,166.830001831055,167.470001220703,164.820007324219,164.820007324219,566500,123.236282348633
2014-04-14,165.529998779297,166.279998779297,164.759994506836,166.029998779297,438300,124.141006469727
2014-04-15,166.229995727539,167.679992675781,165.690002441406,167.089996337891,497500,124.933639526367
2014-04-16,167.429992675781,168.779998779297,166.429992675781,168.330001831055,405900,125.860733032227
2014-04-17,167.610000610352,168.100006103516,166.559997558594,167.889999389648,336900,125.531776428223
2014-04-21,167.880004882812,169.660003662109,167.210006713867,169.619995117188,557500,126.825294494629
2014-04-22,169.199996948242,170.5,167.679992675781,170.389999389648,302200,127.400993347168
2014-04-23,170.630004882812,171.270004272461,168.610000610352,168.789993286133,552500,126.204643249512
2014-04-24,168.660003662109,170.710006713867,168.5,170.669998168945,224300,127.610359191895
2014-04-25,170.600006103516,170.729995727539,169.25,169.919998168945,355600,127.049575805664
2014-04-28,170.110000610352,173.139999389648,170.110000610352,172.889999389648,417800,129.270248413086
2014-04-29,172.929992675781,173.850006103516,171.600006103516,172.559997558594,269100,129.023529052734
2014-04-30,172.559997558594,173.259994506836,171.570007324219,173.259994506836,389100,129.546905517578
2014-05-01,173.699996948242,175.479995727539,171.949996948242,174.690002441406,415400,130.616134643555
2014-05-02,174.580001831055,176.559997558594,174.399993896484,175.850006103516,399800,131.483459472656
2014-05-05,174.240005493164,177.449996948242,174.240005493164,177.309997558594,278400,132.575088500977
2014-05-06,176.289993286133,177.5,175.449996948242,176.479995727539,458700,131.954544067383
2014-05-07,176.580001831055,179.869995117188,176.580001831055,179.610000610352,417400,134.294845581055
2014-05-08,179.119995117188,180.899993896484,178.100006103516,180.020004272461,358400,134.601333618164
2014-05-09,179.630004882812,180.970001220703,179.039993286133,180.339996337891,439100,134.84065246582
2014-05-12,180.529998779297,181.169998168945,179.179992675781,180.639999389648,629100,135.064926147461
2014-05-13,180.559997558594,181.690002441406,178.880004882812,179.270004272461,286800,134.040603637695
2014-05-14,179.529998779297,180.440002441406,178.520004272461,179.470001220703,275400,134.190093994141
2014-05-15,179.419998168945,180.070007324219,177.740005493164,179.429992675781,402600,134.160217285156
2014-05-16,179.199996948242,181.089996337891,178.300003051758,181.059997558594,362500,135.37890625
2014-05-19,180.600006103516,180.600006103516,179.009994506836,179.279998779297,366800,134.048065185547
2014-05-20,179.169998168945,180.429992675781,178.550003051758,179.190002441406,455600,133.98078918457
2014-05-21,179.639999389648,179.850006103516,178.100006103516,178.610000610352,226700,133.547134399414
2014-05-22,179.009994506836,179.699996948242,178.070007324219,178.619995117188,259400,133.554580688477
2014-05-23,178.929992675781,180.229995727539,178.779998779297,179.619995117188,172300,134.302291870117
2014-05-27,179.350006103516,180.350006103516,178.669998168945,179.570007324219,333100,134.264923095703
2014-05-28,179.75,180.029998779297,177.779998779297,178.929992675781,354800,133.786346435547
2014-05-29,179.309997558594,179.789993286133,178.880004882812,179.529998779297,189500,134.234970092773
2014-05-30,179.669998168945,181.330001831055,179.289993286133,180.960006713867,715200,135.30419921875
2014-06-02,180.770004272461,181.479995727539,180.039993286133,181.410003662109,443600,135.640670776367
2014-06-03,180.919998168945,181.539993286133,180.270004272461,180.990005493164,324100,135.326644897461
2014-06-04,180.809997558594,182.380004882812,179.929992675781,182,390800,136.081817626953
2014-06-05,181.449996948242,185.399993896484,181.229995727539,185.25,433000,138.511856079102
2014-06-06,185.990005493164,185.990005493164,183.899993896484,184.529998779297,309700,137.973495483398
2014-06-09,184.320007324219,185.389999389648,180.75,181.809997558594,360400,135.939758300781
2014-06-10,181.080001831055,182.110000610352,179.169998168945,179.479995727539,376600,134.197662353516
2014-06-11,179.360000610352,180.270004272461,178.199996948242,179.160003662109,329300,133.958358764648
