"Fecha","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
2013-11-01,81.4700012207031,81.9000015258789,78.7399978637695,79.4300003051758,7302400,79.4300003051758
2013-11-04,79.7300033569336,80.4700012207031,78.1399993896484,79.5500030517578,2533200,79.5500030517578
2013-11-05,79.5999984741211,80.5599975585938,79.1100006103516,79.7399978637695,1962700,79.7399978637695
2013-11-06,80.3399963378906,81.4199981689453,79.9000015258789,81.1999969482422,1594100,81.1999969482422
2013-11-07,81.1100006103516,81.7900009155273,80.120002746582,80.3899993896484,1618500,80.3899993896484
2013-11-08,80.370002746582,82.129997253418,80.3399963378906,82.0199966430664,1911900,82.0199966430664
2013-11-11,82.2300033569336,83.1800003051758,81.3300018310547,82.8600006103516,1577600,82.8600006103516
2013-11-12,83.5,84.870002746582,83.5,84.129997253418,1981800,84.129997253418
2013-11-13,83.8499984741211,85.3099975585938,83.8099975585938,84.6399993896484,2064400,84.6399993896484
2013-11-14,83.3199996948242,85.120002746582,82.0599975585938,84.0500030517578,2406100,84.0500030517578
2013-11-15,84.2300033569336,85.4899978637695,83.9300003051758,84.620002746582,1673500,84.620002746582
2013-11-18,84.7399978637695,85.4100036621094,83.7799987792969,83.8899993896484,1654900,83.8899993896484
2013-11-19,83.7099990844727,84,81.0500030517578,82.0199966430664,1785200,82.0199966430664
2013-11-20,82.2900009155273,83.3199996948242,81.3899993896484,81.5599975585938,906400,81.5599975585938
2013-11-21,82.0699996948242,83.1800003051758,81.5999984741211,82.9100036621094,918400,82.9100036621094
2013-11-22,83.1999969482422,83.4300003051758,81.6699981689453,82.9400024414062,1228800,82.9400024414062
2013-11-25,82.9700012207031,83.0100021362305,80.8199996948242,80.9000015258789,1401400,80.9000015258789
2013-11-26,81.2200012207031,82.6900024414062,80.7600021362305,81.8399963378906,2178000,81.8399963378906
2013-11-27,81.879997253418,82.6500015258789,81.3600006103516,82.379997253418,1276100,82.379997253418
2013-11-29,82.5599975585938,82.6800003051758,81.7799987792969,82.2600021362305,625400,82.2600021362305
2013-12-02,82.1100006103516,82.5500030517578,81.8000030517578,82.0500030517578,935300,82.0500030517578
2013-12-03,81.3600006103516,82.2699966430664,81.25,82.0800018310547,1289900,82.0800018310547
2013-12-04,81.5800018310547,83.25,81.5299987792969,82.8099975585938,2270700,82.8099975585938
2013-12-05,82.620002746582,82.8399963378906,81.4800033569336,81.5,1586300,81.5
2013-12-06,82.5599975585938,84.0400009155273,81.1999969482422,83.5899963378906,1772300,83.5899963378906
2013-12-09,83.9400024414062,85.6100006103516,83.6900024414062,85.1800003051758,1581800,85.1800003051758
2013-12-10,84.8099975585938,85.3099975585938,84.4899978637695,84.7200012207031,1162500,84.7200012207031
2013-12-11,85.5,85.5,84.1399993896484,84.2399978637695,1955500,84.2399978637695
2013-12-12,83.9199981689453,84.4300003051758,81.7099990844727,81.9899978637695,1493800,81.9899978637695
2013-12-13,82.4000015258789,82.4700012207031,81.2200012207031,81.4700012207031,982500,81.4700012207031
2013-12-16,82.4199981689453,84.1699981689453,81.7900009155273,83.4400024414062,1962000,83.4400024414062
