"Fecha","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
2013-12-20,309.450012207031,317.149993896484,308.399993896484,314.339996337891,1260700,245.483963012695
2013-12-23,318.559997558594,318.559997558594,314.380004882812,315.420013427734,460800,246.327346801758
2013-12-24,315.260009765625,316.790008544922,313.959991455078,316.200012207031,188100,246.936538696289
2013-12-26,323,323,313.049987792969,315.390014648438,340500,246.304000854492
2013-12-27,316,318.989990234375,314.209991455078,316.380004882812,284300,247.0771484375
2013-12-30,316.290008544922,316.989990234375,313.839996337891,316.079986572266,339000,246.842758178711
2013-12-31,317.420013427734,318.760009765625,314.970001220703,316.470001220703,325600,247.147415161133
2014-01-02,315.380004882812,315.380004882812,310.470001220703,312.799987792969,396500,244.281311035156
2014-01-03,311.950012207031,315.989990234375,310.420013427734,314.170013427734,442900,245.351226806641
2014-01-06,316.279998779297,317.649993896484,312.380004882812,314.070007324219,502400,245.273056030273
2014-01-07,314.119995117188,319.630004882812,314.119995117188,316.959991455078,422700,247.530029296875
2014-01-08,317.679992675781,319.339996337891,315.049987792969,316.859985351562,689100,247.451919555664
2014-01-09,317.320007324219,318.920013427734,314.010009765625,316.079986572266,472600,246.842758178711
2014-01-10,315.739990234375,319,311.369995117188,314.940002441406,517500,245.952560424805
2014-01-13,313.510009765625,315.779998779297,305.880004882812,306.470001220703,789400,239.337875366211
2014-01-14,308,311.209991455078,306.369995117188,310.519989013672,608400,242.500793457031
2014-01-15,311.429992675781,313.429992675781,309.079986572266,312.75,1043600,244.242218017578
2014-01-16,324.309997558594,326,313.480010986328,317.779998779297,1526000,248.170471191406
2014-01-17,319.850006103516,322.589996337891,315.519989013672,316.720001220703,1024100,247.342666625977
2014-01-21,318.799987792969,320.299987792969,317,318.769989013672,669200,248.943649291992
2014-01-22,319.989990234375,324.739990234375,318.720001220703,323.890014648438,1001400,252.942016601562
2014-01-23,320.529998779297,322.260009765625,315.329986572266,315.570007324219,1136500,246.44465637207
2014-01-24,313.720001220703,313.720001220703,302.899993896484,303.109985351562,1046400,236.713882446289
2014-01-27,306.609985351562,307.630004882812,299.200012207031,299.950012207031,1133700,234.246063232422
2014-01-28,301,304.200012207031,299.730010986328,303.690002441406,1063700,237.166900634766
2014-01-29,301.839996337891,302.959991455078,298.239990234375,299.209991455078,747200,233.668151855469
2014-01-30,301.429992675781,307.109985351562,301.429992675781,305.440002441406,689200,238.533493041992
2014-01-31,301,304.929992675781,296,300.470001220703,920100,234.652221679688
2014-02-03,297.049987792969,298.739990234375,284.779998779297,286.390014648438,1583700,223.656326293945
2014-02-04,286.769989013672,292.559997558594,286.279998779297,289.75,918300,226.28044128418
2014-02-05,290.850006103516,294.380004882812,286.040008544922,289.269989013672,917900,225.905502319336
2014-02-06,291.309997558594,295.640014648438,290.399993896484,294.869995117188,858300,230.278839111328
2014-02-07,297,300,295.100006103516,299.869995117188,864900,234.18359375
2014-02-10,297.820007324219,302.040008544922,296.739990234375,301.029998779297,734700,235.089508056641
2014-02-11,301,306.5,300.010009765625,305.149993896484,763800,238.307022094727
2014-02-12,304.809997558594,307.489990234375,302.179992675781,303.510009765625,659700,237.026351928711
2014-02-13,298.989990234375,305.760009765625,296.130004882812,304.540008544922,550500,237.830596923828
2014-02-14,304.480010986328,306.589996337891,302.730010986328,303.029998779297,664300,236.651397705078
2014-02-18,303.309997558594,306.760009765625,303,305.959991455078,513800,238.939575195312
2014-02-19,303.269989013672,307.940002441406,300.130004882812,300.489990234375,592500,234.667846679688
2014-02-20,300.390014648438,301.950012207031,297.5,300.519989013672,606400,234.691284179688
2014-02-21,300.600006103516,302.290008544922,298.799987792969,299,567600,233.50422668457
2014-02-24,298.950012207031,304.549987792969,298.940002441406,302.589996337891,635100,236.307830810547
2014-02-25,302.109985351562,303.799987792969,299.549987792969,300.200012207031,716100,234.441329956055
2014-02-26,300.290008544922,301.459991455078,295.880004882812,297.630004882812,681100,232.434371948242
2014-02-27,297.730010986328,306.630004882812,297.679992675781,305.809997558594,792500,238.822402954102
2014-02-28,305.769989013672,308.899993896484,303.399993896484,304.839996337891,887400,238.064910888672
2014-03-03,300.760009765625,301.609985351562,297.799987792969,300.350006103516,683400,234.55842590332
2014-03-04,304.25,308.839996337891,304.010009765625,307.220001220703,732900,239.923629760742
2014-03-05,305.739990234375,307.899993896484,305,307.079986572266,540400,241.330337524414
2014-03-06,308.799987792969,312.209991455078,307.279998779297,311.109985351562,737400,244.497451782227
2014-03-07,314.239990234375,314.239990234375,309.489990234375,310.790008544922,760300,244.246002197266
2014-03-10,310.670013427734,310.989990234375,306.630004882812,308.470001220703,809800,242.422698974609
2014-03-11,309.140014648438,310.959991455078,307.609985351562,308.790008544922,845800,242.674224853516
2014-03-12,306.070007324219,308.899993896484,304.529998779297,308.880004882812,555100,242.744918823242
2014-03-13,310.440002441406,311.25,298.670013427734,299.25,1027800,235.176879882812
2014-03-14,298.769989013672,301.089996337891,295.709991455078,295.709991455078,718100,232.394775390625
2014-03-17,298.019989013672,302.109985351562,297.619995117188,298.709991455078,746400,234.75244140625
2014-03-18,300.109985351562,301.75,299.160003662109,301.079986572266,410000,236.615020751953
2014-03-19,301.320007324219,301.600006103516,295.950012207031,298.399993896484,668400,234.508850097656
2014-03-20,296.980010986328,302.5,296.670013427734,300.989990234375,646000,236.544281005859
2014-03-21,302.679992675781,304.200012207031,299.089996337891,301.859985351562,1333100,237.22802734375
2014-03-24,301.809997558594,303.920013427734,298.609985351562,302.579986572266,882900,237.793807983398
2014-03-25,304.339996337891,307.820007324219,301.559997558594,307.600006103516,907700,241.738998413086
2014-03-26,311.579986572266,313.359985351562,308.339996337891,309.25,963100,243.035736083984
2014-03-27,309.5,310.739990234375,305.549987792969,306.5,665200,240.874557495117
2014-03-28,309.399993896484,313.920013427734,308.410003662109,310.890014648438,701500,244.324615478516
2014-03-31,314.459991455078,315.709991455078,312.790008544922,314.480010986328,652100,247.145904541016
2014-04-01,316.119995117188,317.149993896484,312.809997558594,316.890014648438,758300,249.039932250977
2014-04-02,317.010009765625,321.459991455078,315.440002441406,318.549987792969,586400,250.344421386719
2014-04-03,319.609985351562,319.609985351562,313.450012207031,314.640014648438,554500,247.271621704102
2014-04-04,319.549987792969,320.019989013672,308.239990234375,308.920013427734,875800,242.7763671875
2014-04-07,309.720001220703,310.529998779297,303.160003662109,303.890014648438,833300,238.82341003418
2014-04-08,303.570007324219,305.089996337891,300.040008544922,302.399993896484,831200,237.652420043945
2014-04-09,303.470001220703,308.850006103516,302.700012207031,308.320007324219,569900,242.304809570312
2014-04-10,309.100006103516,309.130004882812,295.950012207031,295.950012207031,875600,232.583419799805
2014-04-11,295.75,297.579986572266,292.200012207031,293.709991455078,929600,230.823043823242
2014-04-14,298.209991455078,298.989990234375,294.899993896484,298.470001220703,729100,234.563858032227
2014-04-15,299.869995117188,301.75,295,300.709991455078,633500,236.32421875
2014-04-16,301.75,310.649993896484,301.75,310.149993896484,1089800,243.743118286133
2014-04-17,312.950012207031,313.209991455078,300.75,308.380004882812,1011700,242.352081298828
2014-04-21,308.130004882812,308.320007324219,305.190002441406,305.880004882812,651400,240.387252807617
2014-04-22,306.25,310.260009765625,305.019989013672,308.269989013672,581900,242.265609741211
2014-04-23,308.010009765625,309.929992675781,305.920013427734,307.600006103516,485100,241.738998413086
2014-04-24,305.579986572266,307.589996337891,302.790008544922,303.619995117188,545100,238.611282348633
2014-04-25,302.989990234375,303.589996337891,299.179992675781,300.450012207031,394100,236.119903564453
2014-04-28,302.019989013672,303.619995117188,295.369995117188,298.5,807600,234.587432861328
2014-04-29,301.480010986328,302.579986572266,299.809997558594,300.5,492300,236.159164428711
2014-04-30,299.130004882812,302.140014648438,298,301,423000,236.552169799805
2014-05-01,299.980010986328,302.769989013672,298.010009765625,301.049987792969,588700,236.59147644043
2014-05-02,300.799987792969,304.25,298.760009765625,299,605300,234.980392456055
2014-05-05,298.25,299.549987792969,295.279998779297,298.5,509600,234.587432861328
2014-05-06,298.239990234375,299.260009765625,296.119995117188,296.309997558594,591400,232.866317749023
2014-05-07,296.790008544922,299.549987792969,295.109985351562,299,611700,234.980392456055
2014-05-08,298.399993896484,302.869995117188,298.399993896484,300.380004882812,581900,236.064956665039
2014-05-09,300.239990234375,302.670013427734,298.619995117188,302.339996337891,524400,237.605239868164
2014-05-12,297.420013427734,306.5,297.420013427734,304.579986572266,694200,239.365661621094
2014-05-13,304.989990234375,307.359985351562,302.070007324219,302.959991455078,595000,238.092407226562
2014-05-14,303.160003662109,304.059997558594,301.170013427734,301.799987792969,474900,237.180908203125
2014-05-15,301.220001220703,301.75,295.149993896484,297.019989013672,662500,233.424270629883
2014-05-16,300.799987792969,300.799987792969,294.660003662109,297.529998779297,544600,233.825057983398
2014-05-19,297.179992675781,299.670013427734,296.200012207031,299,402100,234.980392456055
2014-05-20,299,300.200012207031,295,296.429992675781,437400,232.960662841797
2014-05-21,297.410003662109,301,297.410003662109,299.899993896484,450200,235.687683105469
2014-05-22,299.130004882812,301.75,298.029998779297,300.570007324219,410600,236.214218139648
2014-05-23,300.429992675781,301.209991455078,299.220001220703,300.690002441406,358100,236.308502197266
2014-05-27,303.170013427734,305.899993896484,301.910003662109,304.630004882812,464000,239.404922485352
2014-05-28,304.769989013672,305.809997558594,301.260009765625,301.470001220703,623000,236.921524047852
2014-05-29,302.829986572266,305.230010986328,301.950012207031,304.820007324219,406400,239.554321289062
2014-05-30,304.279998779297,305.989990234375,303.320007324219,304.899993896484,365100,239.617095947266
2014-06-02,304.959991455078,306.640014648438,302.329986572266,306.029998779297,404200,240.505096435547
2014-06-03,304.869995117188,310.339996337891,304.260009765625,308.609985351562,719300,242.532852172852
2014-06-04,307.410003662109,311.100006103516,306.429992675781,310.75,558200,244.214569091797
2014-06-05,309.549987792969,310.850006103516,306.459991455078,309.929992675781,566400,245.092437744141
2014-06-06,311.739990234375,314.570007324219,310.589996337891,313.959991455078,457000,248.279251098633
2014-06-09,312.959991455078,315.75,312.540008544922,314.570007324219,401500,248.761627197266
2014-06-10,314.149993896484,315.75,312.130004882812,314.700012207031,392700,248.864456176758
2014-06-11,312.829986572266,313.980010986328,309.809997558594,311.390014648438,408200,246.24690246582
2014-06-12,311.540008544922,311.859985351562,307.239990234375,308.820007324219,519900,244.214492797852
2014-06-13,309.640014648438,311,308.089996337891,309.450012207031,340700,244.712799072266
2014-06-16,308.450012207031,309.989990234375,306.510009765625,309.380004882812,471700,244.657363891602
2014-06-17,307.690002441406,312.190002441406,305.839996337891,312.049987792969,453200,246.768814086914
2014-06-18,312.25,320.679992675781,310.450012207031,319.850006103516,935200,252.937057495117
2014-06-19,320.079986572266,321.140014648438,316.279998779297,318.799987792969,700900,252.106658935547
2014-06-20,319.579986572266,320.529998779297,316.760009765625,318.049987792969,670100,251.513656616211
2014-06-23,317.160003662109,318.929992675781,316.209991455078,317.920013427734,466700,251.410842895508
2014-06-24,316.989990234375,319.989990234375,315.160003662109,316.260009765625,584200,250.098083496094
2014-06-25,315.390014648438,318.679992675781,314.059997558594,317,514600,250.683364868164
2014-06-26,317.25,317.809997558594,312.540008544922,315.220001220703,605300,249.27571105957
2014-06-27,315,317.670013427734,313.809997558594,317.089996337891,521300,250.754501342773
2014-06-30,317.109985351562,320.640014648438,316.5,319.600006103516,503500,252.73942565918
2014-07-01,321.700012207031,324.859985351562,320.350006103516,322.380004882812,494600,254.937835693359
2014-07-02,322.700012207031,322.899993896484,319.859985351562,321.869995117188,540100,254.534408569336
2014-07-03,320.989990234375,324.5,320.589996337891,323.600006103516,276500,255.902542114258
2014-07-07,321.260009765625,322.760009765625,320.119995117188,321.179992675781,387200,253.988830566406
2014-07-08,321.019989013672,321.179992675781,317.670013427734,318.309997558594,451300,251.719284057617
2014-07-09,320.5,321.700012207031,318.920013427734,320.959991455078,345500,253.814819335938
2014-07-10,316.480010986328,317.839996337891,314.019989013672,315.899993896484,538900,249.813415527344
2014-07-11,316.100006103516,318.690002441406,314.5,317.809997558594,614800,251.323745727539
2014-07-14,319.230010986328,323.809997558594,319.049987792969,323.260009765625,650700,255.633682250977
2014-07-15,323.010009765625,326.200012207031,322.220001220703,323.739990234375,1063000,256.013275146484
2014-07-16,327.040008544922,331.899993896484,322.540008544922,325.170013427734,883300,257.144195556641
2014-07-17,322.989990234375,325.899993896484,317.309997558594,317.790008544922,761700,251.307952880859
2014-07-18,318.109985351562,321.720001220703,317.660003662109,320.859985351562,672800,253.735778808594
2014-07-21,318.070007324219,320.559997558594,317.459991455078,318.619995117188,558100,251.964324951172
2014-07-22,319.149993896484,321.390014648438,318.640014648438,319.059997558594,520400,252.312301635742
2014-07-23,319.880004882812,320,316.5,316.549987792969,688900,250.327407836914
2014-07-24,318.279998779297,319.170013427734,316.440002441406,317.359985351562,395600,250.967956542969
2014-07-25,315.670013427734,316.760009765625,313.619995117188,314.910003662109,508300,249.030487060547
2014-07-28,314.899993896484,317.579986572266,313.25,316.429992675781,558900,250.23258972168
2014-07-29,317.149993896484,319.25,314.390014648438,314.540008544922,454500,248.737945556641
2014-07-30,316.170013427734,317.149993896484,312.630004882812,314.820007324219,504000,248.959289550781
2014-07-31,311.75,311.989990234375,304.730010986328,304.730010986328,843500,240.980178833008
2014-08-01,300.700012207031,308.079986572266,300,303.450012207031,770000,239.967971801758
2014-08-04,306.489990234375,306.489990234375,303.290008544922,305.369995117188,881200,241.486343383789
2014-08-05,304.130004882812,305.640014648438,300.369995117188,301.100006103516,755400,238.109558105469
2014-08-06,299.790008544922,305.980010986328,299.339996337891,304.019989013672,668900,240.418670654297
2014-08-07,305.510009765625,307.739990234375,301.519989013672,302.970001220703,431500,239.58837890625
2014-08-08,304.440002441406,308.109985351562,302.609985351562,307.799987792969,395800,243.407913208008
2014-08-11,309.200012207031,310.779998779297,308.119995117188,308.440002441406,355700,243.914016723633
2014-08-12,307.690002441406,311.380004882812,307.609985351562,310.880004882812,554100,245.843627929688
2014-08-13,312.929992675781,314.25,311.700012207031,313,383600,247.520126342773
2014-08-14,313.320007324219,314.869995117188,312.899993896484,314.720001220703,334300,248.880355834961
2014-08-15,316.459991455078,317.149993896484,312.25,315.109985351562,588400,249.18864440918
2014-08-18,317.079986572266,319.859985351562,316.390014648438,319.730010986328,465200,252.842269897461
2014-08-19,319.519989013672,321.850006103516,318.809997558594,321.549987792969,708900,254.281387329102
2014-08-20,321.410003662109,324.959991455078,319.799987792969,324.720001220703,527400,256.788269042969
2014-08-21,324.450012207031,326.399993896484,322.959991455078,326.290008544922,516000,258.029815673828
2014-08-22,325.100006103516,327.690002441406,324.299987792969,326,457500,257.800506591797
2014-08-25,327.630004882812,333.480010986328,327.470001220703,332.959991455078,706800,263.304321289062
2014-08-26,334.109985351562,337.279998779297,333.149993896484,336.470001220703,696900,266.080139160156
2014-08-27,336.549987792969,337.649993896484,332.019989013672,333.549987792969,553600,263.771026611328
2014-08-28,330.649993896484,331.380004882812,328.079986572266,328.839996337891,555200,261.559753417969
2014-08-29,330,330.809997558594,328.570007324219,330.529998779297,492500,262.904052734375
2014-09-02,332.410003662109,332.660003662109,327.019989013672,328.820007324219,772500,261.543975830078
2014-09-03,331.579986572266,332.730010986328,329.760009765625,331.209991455078,446200,263.444885253906
2014-09-04,333.049987792969,334.950012207031,330.829986572266,331.730010986328,441100,263.858551025391
2014-09-05,331,332.760009765625,328.230010986328,332.739990234375,395100,264.661865234375
2014-09-08,331.959991455078,334.25,330.640014648438,332.410003662109,334100,264.3994140625
2014-09-09,331.410003662109,332.100006103516,327.850006103516,328.440002441406,373100,261.241760253906
2014-09-10,329.959991455078,331.339996337891,329.079986572266,329.859985351562,468800,262.37109375
2014-09-11,327.779998779297,329.5,326.809997558594,328.510009765625,505000,261.297271728516
2014-09-12,328.359985351562,329.869995117188,327.019989013672,329.070007324219,377000,261.742706298828
2014-09-15,328,328.899993896484,326.149993896484,326.950012207031,380900,260.056518554688
2014-09-16,326.290008544922,329.100006103516,323.369995117188,328.170013427734,589000,261.026916503906
2014-09-17,328.489990234375,331.859985351562,327,329.739990234375,534700,262.275695800781
2014-09-18,330.920013427734,334.200012207031,330.130004882812,333.609985351562,481700,265.353912353516
2014-09-19,335.829986572266,336,330.420013427734,331.75,804000,263.874420166016
2014-09-22,331,331,326.149993896484,327.609985351562,395100,260.581512451172
2014-09-23,326.25,328.559997558594,324.290008544922,325.059997558594,423000,258.553192138672
2014-09-24,325.519989013672,329.420013427734,325,329,399400,261.686920166016
2014-09-25,326.959991455078,328.920013427734,320.549987792969,321.519989013672,676100,255.73747253418
2014-09-26,327.5,336.880004882812,327.5,335.070007324219,1289400,266.515167236328
2014-09-29,331,333.350006103516,328.779998779297,330.649993896484,760300,262.999542236328
2014-09-30,330.25,332.329986572266,326.940002441406,328.320007324219,770900,261.146240234375
2014-10-01,327.470001220703,327.470001220703,322,323.239990234375,808300,257.105499267578
2014-10-02,321.970001220703,324.660003662109,319.119995117188,323.589996337891,476500,257.383880615234
2014-10-03,324.920013427734,328.470001220703,324.920013427734,327.079986572266,492100,260.159912109375
2014-10-06,328.489990234375,329.320007324219,324.380004882812,326.119995117188,432600,259.396301269531
2014-10-07,324.190002441406,324.190002441406,318.799987792969,318.850006103516,494400,253.613784790039
2014-10-08,318.019989013672,325.320007324219,315.010009765625,324.890014648438,818200,258.417999267578
2014-10-09,324.959991455078,324.959991455078,315.010009765625,315.209991455078,685200,250.718551635742
2014-10-10,313.390014648438,316.029998779297,308.5,308.869995117188,795700,245.675689697266
2014-10-13,309.540008544922,311.290008544922,303.730010986328,303.910003662109,578300,241.730514526367
2014-10-14,305,309.200012207031,304,306.739990234375,816700,243.981414794922
2014-10-15,305.5,313.260009765625,293.390014648438,310.369995117188,1566900,246.868713378906
2014-10-16,302.480010986328,315.739990234375,302.010009765625,310.690002441406,916800,247.123260498047
2014-10-17,314.369995117188,319.809997558594,312.380004882812,315.679992675781,698900,251.092361450195
2014-10-20,313.739990234375,315.559997558594,312,313.130004882812,782800,249.064025878906
2014-10-21,316.070007324219,320.480010986328,315.220001220703,319.160003662109,769700,253.860198974609
2014-10-22,319,320.040008544922,315.700012207031,315.880004882812,716300,251.251373291016
2014-10-23,320.459991455078,324.200012207031,319.839996337891,322.079986572266,540400,256.182891845703
2014-10-24,321.630004882812,325.359985351562,321.429992675781,324.869995117188,378200,258.402069091797
2014-10-27,323.369995117188,325.260009765625,322.070007324219,324.790008544922,426000,258.338439941406
2014-10-28,327.170013427734,329.390014648438,325.859985351562,329.380004882812,406500,261.989288330078
2014-10-29,328.950012207031,332.829986572266,326.880004882812,331.989990234375,681700,264.065338134766
2014-10-30,330.019989013672,334.309997558594,330,333.230010986328,601500,265.051635742188
2014-10-31,336.029998779297,342.220001220703,335.380004882812,341.109985351562,761400,271.319427490234
2014-11-03,342.940002441406,344,337.049987792969,338.799987792969,669800,269.481994628906
2014-11-04,338.380004882812,342.890014648438,337.440002441406,341.529998779297,753700,271.653442382812
2014-11-05,345.75,347.359985351562,343.820007324219,344.25,691900,273.816864013672
2014-11-06,345.290008544922,348.25,344.25,347.630004882812,481700,276.505340576172
2014-11-07,348.260009765625,352.549987792969,346.160003662109,351.480010986328,732300,279.567687988281
2014-11-10,351.5,351.920013427734,350.040008544922,350.700012207031,542900,278.947204589844
2014-11-11,351.559997558594,352.549987792969,350.230010986328,351.190002441406,323200,279.337036132812
2014-11-12,349.299987792969,350.980010986328,347.839996337891,349.899993896484,456700,278.310943603516
2014-11-13,350.320007324219,350.799987792969,346.100006103516,348.579986572266,395800,277.261016845703
2014-11-14,349.970001220703,350.100006103516,347.329986572266,347.709991455078,234900,276.569091796875
2014-11-17,346.380004882812,348.230010986328,345.649993896484,346.980010986328,286700,275.988372802734
2014-11-18,347.380004882812,348.709991455078,346.75,347.940002441406,379900,276.752014160156
2014-11-19,347,347.220001220703,343.200012207031,346.359985351562,325400,275.495239257812
2014-11-20,343.619995117188,348.959991455078,343.459991455078,347.540008544922,305300,276.433807373047
2014-11-21,352.619995117188,356.609985351562,351.670013427734,355.910003662109,842600,283.091400146484
2014-11-24,357.329986572266,358.649993896484,354.359985351562,355.790008544922,457600,282.995941162109
2014-11-25,356.649993896484,358.809997558594,354.510009765625,357.019989013672,544900,283.974151611328
2014-11-26,358.160003662109,358.339996337891,355.109985351562,357.609985351562,306900,284.443481445312
2014-11-28,359.260009765625,360.839996337891,357.700012207031,359.079986572266,286300,285.612731933594
2014-12-01,356.720001220703,357.739990234375,353.880004882812,355.029998779297,584500,283.917449951172
2014-12-02,356.089996337891,357.630004882812,353.570007324219,355.829986572266,571800,284.557098388672
2014-12-03,355.380004882812,357.570007324219,355.200012207031,356.890014648438,456600,285.404876708984
2014-12-04,355.410003662109,360.989990234375,354.339996337891,360.709991455078,581900,288.459686279297
2014-12-05,362.809997558594,364.959991455078,361.769989013672,364.399993896484,479400,291.410552978516
2014-12-08,361.769989013672,368.640014648438,360.589996337891,363.630004882812,489200,290.794860839844
2014-12-09,358.989990234375,363.630004882812,357.899993896484,362.739990234375,440800,290.083129882812
2014-12-10,362.649993896484,364.179992675781,356.769989013672,357.019989013672,511400,285.508728027344
2014-12-11,360.149993896484,361.410003662109,352.619995117188,353.829986572266,622200,282.957794189453
2014-12-12,354.459991455078,354.970001220703,340.799987792969,340.890014648438,761200,272.609649658203
2014-12-15,346.100006103516,347.829986572266,337.410003662109,339.429992675781,640000,271.442077636719
2014-12-16,336.760009765625,345.589996337891,334.600006103516,336.940002441406,609000,269.450805664062
2014-12-17,339.179992675781,348.980010986328,337.510009765625,348.529998779297,664000,278.719299316406
2014-12-18,355.130004882812,358.850006103516,351.529998779297,358.839996337891,579700,286.964263916016
2014-12-19,363.559997558594,366.019989013672,358.709991455078,360.149993896484,1060400,288.011901855469
2014-12-22,361.179992675781,361.350006103516,358.140014648438,361.170013427734,337900,288.82763671875
2014-12-23,363.179992675781,366.670013427734,361.130004882812,364.209991455078,600400,291.258636474609
2014-12-24,364.980010986328,366.820007324219,362.390014648438,363.670013427734,153300,290.826812744141
2014-12-26,364.239990234375,365.459991455078,363.350006103516,363.630004882812,155200,290.794860839844
2014-12-29,362.640014648438,366.600006103516,360.589996337891,363.459991455078,204900,290.658782958984
2014-12-30,363.059997558594,364.190002441406,360.5,362.079986572266,253300,289.555389404297
2014-12-31,362.339996337891,362.959991455078,356.910003662109,357.559997558594,298800,285.940643310547
2015-01-02,357.980010986328,359.890014648438,352.440002441406,356.730010986328,367000,285.27685546875
2015-01-05,353.239990234375,354.269989013672,346.600006103516,347.5,465900,277.895599365234
2015-01-06,348.700012207031,351.630004882812,338.549987792969,342.100006103516,626400,273.577301025391
2015-01-07,345.149993896484,349.980010986328,344.260009765625,349.339996337891,388300,279.367065429688
2015-01-08,352.839996337891,354.649993896484,351.589996337891,353.420013427734,480600,282.629943847656
2015-01-09,353.989990234375,354.519989013672,346.940002441406,349.230010986328,542500,279.279083251953
2015-01-12,350.209991455078,352.380004882812,344.25,346.929992675781,331500,277.439727783203
2015-01-13,349.779998779297,354.489990234375,344.899993896484,347.980010986328,406700,278.279541015625
2015-01-14,345.579986572266,347.660003662109,340.510009765625,345.75,717400,276.496154785156
2015-01-15,349.070007324219,349.579986572266,340.570007324219,342.450012207031,661800,273.857147216797
2015-01-16,342.450012207031,348.609985351562,339.100006103516,348.070007324219,916300,278.351501464844
2015-01-20,350.010009765625,351.600006103516,344.670013427734,346.589996337891,939800,277.167907714844
2015-01-21,344.630004882812,351,342.510009765625,349.5,822300,279.495025634766
2015-01-22,354,362.040008544922,348.470001220703,360.790008544922,714600,288.523681640625
2015-01-23,361.269989013672,361.720001220703,355.109985351562,355.119995117188,415000,283.989379882812
2015-01-26,354,358.450012207031,352.649993896484,357.390014648438,470000,285.8046875
2015-01-27,353.25,355,350.779998779297,351.480010986328,435800,281.078460693359
2015-01-28,353.489990234375,354.709991455078,344.769989013672,345.029998779297,562200,275.920349121094
2015-01-29,345.790008544922,348.160003662109,342.769989013672,346.940002441406,593600,277.447845458984
2015-01-30,345.089996337891,347.959991455078,340.269989013672,340.510009765625,663200,272.305725097656
2015-02-02,342.369995117188,348.100006103516,339.440002441406,347.640014648438,610100,278.007476806641
2015-02-03,348.059997558594,353.399993896484,348.059997558594,352.950012207031,655300,282.254028320312
2015-02-04,346.540008544922,354.329986572266,344.950012207031,350.779998779297,543800,280.518707275391
2015-02-05,352.339996337891,359.820007324219,352.010009765625,358.820007324219,743600,286.948181152344
2015-02-06,362.25,367.470001220703,360.149993896484,362.429992675781,653700,289.835205078125
2015-02-09,360.029998779297,362.589996337891,358.829986572266,360.869995117188,402500,288.587646484375
