"Fecha","EXC.Open","EXC.High","EXC.Low","EXC.Close","EXC.Volume","EXC.Adjusted"
2013-11-01,20.4350929260254,20.5278167724609,20.2924385070801,20.4493579864502,8358163,14.3572759628296
2013-11-04,20.4778881072998,20.4992866516113,20.1925811767578,20.392297744751,11388166,14.3172187805176
2013-11-05,20.3851642608643,20.6205425262451,20.1497859954834,20.1497859954834,10697961,14.1469507217407
2013-11-06,20.2710418701172,20.748929977417,20.1925811767578,20.6918697357178,15990511,14.5275373458862
2013-11-07,20.7132663726807,20.7845935821533,20.3209705352783,20.3708992004395,27261189,14.302188873291
2013-11-08,20.2282447814941,20.2425117492676,19.7788867950439,20.2139797210693,31235438,14.1920146942139
2013-11-11,20.1355209350586,20.6062774658203,20.1141223907471,20.5777454376221,9689222,14.4474115371704
2013-11-12,20.3637657165527,20.4850215911865,20.0142650604248,20.0927257537842,39297499,14.1068859100342
2013-11-13,19.7931537628174,20.0855922698975,19.7503566741943,20.0142650604248,9314888,14.208158493042
2013-11-14,20.0285301208496,20.1497859954834,19.8787441253662,19.9001426696777,11622019,14.1271457672119
2013-11-15,19.8644790649414,20.178316116333,19.8359489440918,20.0570602416992,8700532,14.2385358810425
2013-11-18,20.1497859954834,20.2068462371826,19.9857349395752,20,7433264,14.1980333328247
2013-11-19,19.9714698791504,20.0499286651611,19.7004280090332,19.7717552185059,8947564,14.0359992980957
2013-11-20,19.9001426696777,20.0927257537842,19.6718978881836,19.6861629486084,8488269,13.9752397537231
2013-11-21,19.7075614929199,19.9215412139893,19.6504993438721,19.7218265533447,8292269,14.0005540847778
2013-11-22,19.714693069458,19.7860202789307,19.4935817718506,19.5078468322754,6948873,13.8486490249634
2013-11-25,19.5078468322754,19.5221118927002,19.3152637481689,19.4222545623779,12290633,13.7878923416138
2013-11-26,19.4222545623779,19.4222545623779,19.2011413574219,19.2225399017334,8342881,13.646110534668
2013-11-27,19.1940097808838,19.2938652038574,19.1654777526855,19.2154064178467,7096223,13.6410484313965
2013-11-29,19.2154064178467,19.4151210784912,19.1797428131104,19.1940097808838,3782596,13.6258573532104
2013-12-02,19.2225399017334,19.3223972320557,19.0014266967773,19.1868762969971,9185764,13.6207933425903
2013-12-03,19.1012840270996,19.5577754974365,19.07275390625,19.5506420135498,10417000,13.879035949707
2013-12-04,19.4793148040771,19.7931537628174,19.4079895019531,19.7574882507324,8831058,14.0258693695068
2013-12-05,19.7432231903076,19.8359489440918,19.3437957763672,19.8359489440918,12587296,14.0815753936768
2013-12-06,19.8858776092529,20.3067054748535,19.8288154602051,20.285306930542,14811850,14.4005641937256
2013-12-09,20.2781734466553,20.3281021118164,20.0570602416992,20.3067054748535,10686465,14.4157629013062
2013-12-10,20.3067054748535,20.3138370513916,20.0427951812744,20.1141223907471,11267734,14.2790470123291
2013-12-11,20.0855922698975,20.1711845397949,19.9144077301025,19.9786014556885,12271706,14.1828393936157
2013-12-12,19.9144077301025,20.0855922698975,19.8002853393555,19.9001426696777,8958359,14.1271457672119
2013-12-13,19.8787441253662,20,19.6362342834473,19.7574882507324,7373679,14.0258693695068
2013-12-16,19.7503566741943,19.9857349395752,19.7503566741943,19.8145503997803,10430039,14.0663795471191
2013-12-17,19.8002853393555,19.8644790649414,19.6790294647217,19.7788867950439,9748807,14.0410642623901
2013-12-18,19.7717552185059,19.9429397583008,19.429386138916,19.9215412139893,12479763,14.1423330307007
2013-12-19,19.7860202789307,19.8074188232422,19.3437957763672,19.4151210784912,12568930,13.7828245162964
2013-12-20,19.4436511993408,19.7503566741943,19.3081302642822,19.4436511993408,21088744,13.8030776977539
2013-12-23,19.5078468322754,19.6576328277588,19.3223972320557,19.358060836792,10470276,13.7423162460327
2013-12-24,19.2938652038574,19.5078468322754,19.2938652038574,19.4650497436523,4217917,13.8182687759399
2013-12-26,19.5149784088135,19.5791721343994,19.3723258972168,19.3937225341797,6048228,13.767632484436
2013-12-27,19.4365196228027,19.5791721343994,19.3509273529053,19.3651924133301,7277502,13.7473793029785
2013-12-30,19.3723258972168,19.6504993438721,19.3723258972168,19.6005706787109,9315309,13.9144725799561
2013-12-31,19.643367767334,19.7432231903076,19.4579162597656,19.536376953125,8399102,13.8689098358154
2014-01-02,19.5863056182861,19.6718978881836,19.3723258972168,19.3794574737549,6984624,13.7575054168701
