"Fecha","BRK.B.Open","BRK.B.High","BRK.B.Low","BRK.B.Close","BRK.B.Volume","BRK.B.Adjusted"
2013-12-13,114.379997253418,115.029998779297,113.98999786377,114.059997558594,2982400,114.059997558594
2013-12-16,114.400001525879,114.709999084473,113.669998168945,113.959999084473,4792000,113.959999084473
2013-12-17,114.150001525879,114.180000305176,113.580001831055,113.629997253418,3699200,113.629997253418
2013-12-18,113.930000305176,116.269996643066,113.5,116.139999389648,5427100,116.139999389648
2013-12-19,115.839996337891,116.610000610352,115.660003662109,116.360000610352,3489800,116.360000610352
2013-12-20,116.23999786377,116.699996948242,115.599998474121,115.599998474121,7377000,115.599998474121
2013-12-23,116.400001525879,117.169998168945,116.220001220703,117.040000915527,3506900,117.040000915527
2013-12-24,117.269996643066,117.430000305176,117,117.430000305176,1077700,117.430000305176
2013-12-26,117.430000305176,117.98999786377,117.029998779297,117.98999786377,2036200,117.98999786377
2013-12-27,117.98999786377,118.209999084473,117.720001220703,118,1898800,118
2013-12-30,118.330001831055,118.559997558594,117.75,118.040000915527,1942600,118.040000915527
2013-12-31,118.050003051758,118.660003662109,117.809997558594,118.559997558594,2420000,118.559997558594
2014-01-02,118.339996337891,118.5,117.360000610352,117.5,3087000,117.5
2014-01-03,117.5,118,117.379997253418,117.569999694824,2694500,117.569999694824
2014-01-06,118.199996948242,118.199996948242,116.26000213623,116.279998779297,3426000,116.279998779297
2014-01-07,116.610000610352,116.949996948242,115.959999084473,116.190002441406,4062000,116.190002441406
2014-01-08,116,116.370002746582,115.25,115.339996337891,3822700,115.339996337891
2014-01-09,115.769996643066,115.930000305176,115.029998779297,115.319999694824,3339600,115.319999694824
2014-01-10,116.019996643066,116.019996643066,114.430000305176,114.970001220703,3344400,114.970001220703
2014-01-13,115.080001831055,115.279998779297,113.76000213623,114.01000213623,4742300,114.01000213623
2014-01-14,114.150001525879,114.959999084473,113.599998474121,114.959999084473,3766400,114.959999084473
2014-01-15,115.230003356934,115.849998474121,114.699996948242,115.849998474121,4513300,115.849998474121
2014-01-16,115.940002441406,116.069999694824,114.910003662109,115.23999786377,2702100,115.23999786377
2014-01-17,115.470001220703,115.580001831055,114.75,115.069999694824,4173000,115.069999694824
2014-01-21,115.319999694824,115.48999786377,114.26000213623,115.150001525879,4248600,115.150001525879
2014-01-22,115.419998168945,115.910003662109,115.059997558594,115.26000213623,2823300,115.26000213623
2014-01-23,114.819999694824,114.870002746582,113.330001831055,113.5,5138000,113.5
2014-01-24,113.059997558594,113.199996948242,111.76000213623,111.809997558594,7193300,111.809997558594
2014-01-27,111.919998168945,112.279998779297,111.129997253418,111.5,5172800,111.5
2014-01-28,111.949996948242,112.690002441406,111.849998474121,112.01000213623,4174900,112.01000213623
2014-01-29,111.410003662109,112.040000915527,111.120002746582,111.279998779297,3914000,111.279998779297
2014-01-30,111.849998474121,113.330001831055,111.379997253418,113,3787600,113
2014-01-31,111.809997558594,112.370002746582,110.849998474121,111.599998474121,5865700,111.599998474121
2014-02-03,112.110000610352,112.110000610352,108.839996337891,108.98999786377,7071000,108.98999786377
2014-02-04,109.419998168945,109.589996337891,108.599998474121,109.129997253418,5589200,109.129997253418
2014-02-05,108.940002441406,109.309997558594,108.120002746582,108.779998779297,4205900,108.779998779297
2014-02-06,109.430000305176,110.279998779297,108.940002441406,110.160003662109,3909100,110.160003662109
2014-02-07,110.610000610352,112.699996948242,110.610000610352,112.610000610352,5607600,112.610000610352
2014-02-10,112.620002746582,113,111.730003356934,112.610000610352,3118000,112.610000610352
2014-02-11,112.830001831055,113.790000915527,112.139999389648,113.610000610352,4188400,113.610000610352
2014-02-12,113.680000305176,114.160003662109,113.129997253418,113.300003051758,2907100,113.300003051758
2014-02-13,112.860000610352,114.769996643066,112.580001831055,114.699996948242,3597000,114.699996948242
2014-02-14,114.5,115.040000915527,114.220001220703,114.949996948242,3072400,114.949996948242
2014-02-18,115.160003662109,115.220001220703,114.360000610352,114.730003356934,2574800,114.730003356934
2014-02-19,114.720001220703,114.849998474121,113.26000213623,113.360000610352,3683600,113.360000610352
2014-02-20,113.330001831055,113.48999786377,112.300003051758,113.099998474121,4108200,113.099998474121
2014-02-21,113.440002441406,113.98999786377,112.970001220703,113.180000305176,3350900,113.180000305176
2014-02-24,113.25,114,113.120002746582,113.199996948242,3530100,113.199996948242
2014-02-25,113.139999389648,114.160003662109,112.569999694824,113.940002441406,3255200,113.940002441406
2014-02-26,113.860000610352,114.180000305176,113.199996948242,113.699996948242,3104000,113.699996948242
2014-02-27,113.25,114.580001831055,113.080001831055,114.580001831055,3207100,114.580001831055
2014-02-28,114.800003051758,116,114.209999084473,115.779998779297,4607400,115.779998779297
2014-03-03,116.150001525879,116.75,114.879997253418,116.059997558594,4556900,116.059997558594
2014-03-04,117.129997253418,118.589996337891,117,118.569999694824,4830400,118.569999694824
2014-03-05,118.379997253418,119.080001831055,118.139999389648,118.980003356934,3458000,118.980003356934
2014-03-06,119.169998168945,121.440002441406,119.110000610352,121.199996948242,5337700,121.199996948242
2014-03-07,121.839996337891,122.919998168945,121.400001525879,122.669998168945,4384600,122.669998168945
2014-03-10,122.580001831055,124.319999694824,122.349998474121,124.099998474121,4304500,124.099998474121
2014-03-11,124.440002441406,125,123.889999389648,124.690002441406,5479100,124.690002441406
2014-03-12,123.919998168945,125.209999084473,123.889999389648,125.169998168945,3911500,125.169998168945
2014-03-13,125.610000610352,125.910003662109,123.449996948242,123.610000610352,4714500,123.610000610352
2014-03-14,123.73999786377,124.279998779297,122.23999786377,122.51000213623,4684300,122.51000213623
2014-03-17,123.440002441406,123.949996948242,122.879997253418,123.360000610352,3363200,123.360000610352
2014-03-18,123.400001525879,123.559997558594,122.519996643066,123.279998779297,3940000,123.279998779297
2014-03-19,123.480003356934,123.690002441406,121.839996337891,122.620002746582,3210600,122.620002746582
2014-03-20,122.559997558594,124.529998779297,122.379997253418,124.440002441406,3818900,124.440002441406
2014-03-21,125.050003051758,125.889999389648,124.419998168945,125.199996948242,8904100,125.199996948242
2014-03-24,125.51000213623,125.889999389648,123.980003356934,124.319999694824,3961100,124.319999694824
2014-03-25,125.059997558594,125.089996337891,123.849998474121,124.470001220703,2938500,124.470001220703
2014-03-26,125,125.050003051758,123.01000213623,123.01000213623,3148300,123.01000213623
2014-03-27,123.290000915527,123.849998474121,122.629997253418,123.470001220703,3983300,123.470001220703
2014-03-28,123.830001831055,124.370002746582,123.029998779297,123.529998779297,3430300,123.529998779297
2014-03-31,124.25,124.970001220703,124.019996643066,124.970001220703,3711500,124.970001220703
2014-04-01,125.069999694824,125.339996337891,124.360000610352,124.879997253418,2967100,124.879997253418
2014-04-02,124.819999694824,124.930000305176,124.180000305176,124.470001220703,3299900,124.470001220703
2014-04-03,124.48999786377,124.709999084473,123.889999389648,124.309997558594,2272200,124.309997558594
2014-04-04,124.610000610352,125.360000610352,123.860000610352,123.900001525879,3264700,123.900001525879
2014-04-07,123.98999786377,124.160003662109,123.059997558594,123.120002746582,4182500,123.120002746582
2014-04-08,123.169998168945,123.73999786377,122.519996643066,123.129997253418,4413600,123.129997253418
2014-04-09,123.269996643066,124.120002746582,123.169998168945,124.01000213623,4077200,124.01000213623
2014-04-10,123.669998168945,124.690002441406,122.26000213623,122.269996643066,4102800,122.269996643066
2014-04-11,122.610000610352,122.610000610352,121.449996948242,121.699996948242,3801200,121.699996948242
2014-04-14,122.300003051758,122.800003051758,121.089996337891,122.290000915527,3396100,122.290000915527
2014-04-15,122.75,123.959999084473,122.099998474121,123.769996643066,4214500,123.769996643066
2014-04-16,124.389999389648,126.019996643066,124.25,126,4110000,126
2014-04-17,125.970001220703,127.699996948242,125.550003051758,127.180000305176,4410900,127.180000305176
2014-04-21,127.669998168945,127.730003356934,126.25,126.5,2636400,126.5
2014-04-22,126.419998168945,127.430000305176,125.059997558594,127.150001525879,4382300,127.150001525879
2014-04-23,127.48999786377,127.959999084473,126.610000610352,127.199996948242,2568900,127.199996948242
2014-04-24,127.800003051758,127.900001525879,126.610000610352,126.949996948242,2848400,126.949996948242
2014-04-25,126.76000213623,127.569999694824,126.569999694824,127.26000213623,2765700,127.26000213623
2014-04-28,128.009994506836,128.309997558594,126.160003662109,127.699996948242,3529900,127.699996948242
2014-04-29,127.870002746582,128.740005493164,127.809997558594,128.490005493164,3053100,128.490005493164
2014-04-30,128.630004882812,129.199996948242,128.309997558594,128.850006103516,4075700,128.850006103516
2014-05-01,128.809997558594,129.25,128.149993896484,129.059997558594,2655500,129.059997558594
2014-05-02,129.449996948242,129.729995727539,127.819999694824,128.089996337891,4276700,128.089996337891
2014-05-05,127.190002441406,127.190002441406,126.080001831055,126.610000610352,3486100,126.610000610352
2014-05-06,126.129997253418,126.290000915527,124.059997558594,124.669998168945,5381100,124.669998168945
2014-05-07,125.400001525879,127.529998779297,125.319999694824,127.449996948242,3301400,127.449996948242
2014-05-08,127.230003356934,127.48999786377,126.330001831055,126.669998168945,2773300,126.669998168945
2014-05-09,126.25,127.370002746582,125.849998474121,127.339996337891,2935600,127.339996337891
2014-05-12,127.870002746582,128.240005493164,126.889999389648,127.290000915527,3406900,127.290000915527
2014-05-13,127.690002441406,127.919998168945,127.059997558594,127.889999389648,2127500,127.889999389648
2014-05-14,127.800003051758,128,127.51000213623,127.529998779297,2685300,127.529998779297
2014-05-15,127.300003051758,127.440002441406,126,126.360000610352,3206100,126.360000610352
2014-05-16,126.410003662109,126.919998168945,125.660003662109,126.860000610352,2897800,126.860000610352
2014-05-19,126.769996643066,127.209999084473,126.110000610352,127.129997253418,2242400,127.129997253418
2014-05-20,126.919998168945,126.940002441406,125.699996948242,126.059997558594,2292300,126.059997558594
2014-05-21,126.5,126.940002441406,126.220001220703,126.660003662109,1917000,126.660003662109
2014-05-22,126.949996948242,127.150001525879,126.529998779297,126.980003356934,1546600,126.980003356934
2014-05-23,127.220001220703,127.319999694824,126.309997558594,126.800003051758,1807700,126.800003051758
2014-05-27,127.410003662109,127.75,127.25,127.519996643066,2251600,127.519996643066
2014-05-28,127.430000305176,127.940002441406,127.26000213623,127.459999084473,2211300,127.459999084473
2014-05-29,127.419998168945,128.199996948242,127.099998474121,128.110000610352,2028900,128.110000610352
2014-05-30,127.669998168945,128.5,127.620002746582,128.339996337891,2916700,128.339996337891
2014-06-02,128.279998779297,128.75,127.370002746582,127.879997253418,2007200,127.879997253418
2014-06-03,127.290000915527,127.680000305176,126.610000610352,126.930000305176,2445000,126.930000305176
2014-06-04,127,127.610000610352,126.790000915527,127.230003356934,1760000,127.230003356934
2014-06-05,127.559997558594,128.220001220703,127.110000610352,128.199996948242,2165000,128.199996948242
2014-06-06,128.199996948242,128.649993896484,128.080001831055,128.649993896484,2241500,128.649993896484
2014-06-09,128.330001831055,128.619995117188,127.569999694824,127.98999786377,2385200,127.98999786377
2014-06-10,127.599998474121,128.300003051758,127.580001831055,128.25,2174200,128.25
2014-06-11,127.860000610352,128.479995727539,127.860000610352,128.220001220703,2422300,128.220001220703
2014-06-12,128.460006713867,128.589996337891,126.930000305176,127.279998779297,2408700,127.279998779297
2014-06-13,127.269996643066,127.51000213623,125.5,126.540000915527,3397900,126.540000915527
2014-06-16,125.949996948242,126.339996337891,125.709999084473,126.150001525879,2545800,126.150001525879
2014-06-17,126.050003051758,126.349998474121,125.599998474121,126.029998779297,2583600,126.029998779297
2014-06-18,125.940002441406,127.349998474121,125.440002441406,127.169998168945,2925400,127.169998168945
2014-06-19,127.559997558594,127.569999694824,126.559997558594,127.25,2954200,127.25
2014-06-20,127.430000305176,128.100006103516,126.5,126.73999786377,6161300,126.73999786377
2014-06-23,126.800003051758,126.980003356934,126.300003051758,126.669998168945,2768500,126.669998168945
2014-06-24,126.349998474121,127.370002746582,126.349998474121,126.779998779297,2862500,126.779998779297
2014-06-25,126.879997253418,127.349998474121,126.48999786377,127.129997253418,2531600,127.129997253418
2014-06-26,127.199996948242,127.279998779297,126.059997558594,127.099998474121,2148300,127.099998474121
2014-06-27,126.830001831055,127.48999786377,126.629997253418,127.319999694824,3125300,127.319999694824
2014-06-30,127.110000610352,127.129997253418,126.379997253418,126.559997558594,2732800,126.559997558594
2014-07-01,126.720001220703,127.639999389648,126.660003662109,127.23999786377,2885300,127.23999786377
2014-07-02,127.080001831055,127.730003356934,126.830001831055,127.730003356934,2599700,127.730003356934
2014-07-03,127.910003662109,129.389999389648,127.809997558594,129.300003051758,2511400,129.300003051758
2014-07-07,129.149993896484,129.149993896484,128.169998168945,128.699996948242,2875600,128.699996948242
2014-07-08,128.240005493164,129.089996337891,128.169998168945,128.220001220703,3052400,128.220001220703
2014-07-09,128.490005493164,128.869995117188,128.309997558594,128.75,1923800,128.75
2014-07-10,128,128.720001220703,127.610000610352,128.449996948242,2788600,128.449996948242
2014-07-11,128.300003051758,128.720001220703,127.930000305176,128.630004882812,1819800,128.630004882812
2014-07-14,129,129.279998779297,128.679992675781,128.979995727539,1541600,128.979995727539
2014-07-15,128.679992675781,129.169998168945,128,128.490005493164,2931200,128.490005493164
2014-07-16,128.660003662109,128.75,127.879997253418,128.110000610352,2297600,128.110000610352
2014-07-17,127.919998168945,128.119995117188,126.400001525879,126.519996643066,2834500,126.519996643066
2014-07-18,126.910003662109,128.449996948242,126.879997253418,128.279998779297,3563500,128.279998779297
2014-07-21,127.919998168945,128.75,127.620002746582,128.580001831055,1787200,128.580001831055
2014-07-22,129,129,128.229995727539,128.419998168945,1786200,128.419998168945
2014-07-23,128.240005493164,128.580001831055,128.050003051758,128.130004882812,1527600,128.130004882812
2014-07-24,128.389999389648,128.679992675781,128.059997558594,128.350006103516,2241300,128.350006103516
2014-07-25,128.020004272461,128.169998168945,127.400001525879,127.550003051758,1807700,127.550003051758
2014-07-28,127.550003051758,128.449996948242,126.629997253418,128.369995117188,1966900,128.369995117188
2014-07-29,128.259994506836,128.660003662109,127.360000610352,127.360000610352,2346600,127.360000610352
2014-07-30,127.51000213623,128.419998168945,126.830001831055,127.73999786377,2066400,127.73999786377
2014-07-31,127.23999786377,127.76000213623,125.370002746582,125.430000305176,3630600,125.430000305176
2014-08-01,125,126.949996948242,122.720001220703,125.830001831055,3947900,125.830001831055
2014-08-04,128.059997558594,130.029998779297,127.080001831055,129.720001220703,4876800,129.720001220703
2014-08-05,129.699996948242,129.75,127.360000610352,127.98999786377,3370600,127.98999786377
2014-08-06,127.970001220703,129.570007324219,127.51000213623,129.110000610352,2719300,129.110000610352
2014-08-07,129.690002441406,129.880004882812,128.520004272461,128.949996948242,3443100,128.949996948242
2014-08-08,128.800003051758,130.949996948242,128.619995117188,130.899993896484,3761100,130.899993896484
2014-08-11,131.410003662109,132.800003051758,130.940002441406,131.949996948242,2782400,131.949996948242
2014-08-12,132.240005493164,133.190002441406,131.660003662109,133.059997558594,2742900,133.059997558594
2014-08-13,133.339996337891,133.429992675781,132.460006713867,133.080001831055,2850400,133.080001831055
2014-08-14,133.229995727539,135.380004882812,133.139999389648,135.300003051758,4483400,135.300003051758
2014-08-15,135.789993286133,135.800003051758,133.130004882812,134.339996337891,3940500,134.339996337891
2014-08-18,135.470001220703,135.470001220703,134.679992675781,135.029998779297,2960400,135.029998779297
2014-08-19,135.850006103516,135.850006103516,134.520004272461,134.899993896484,2284200,134.899993896484
2014-08-20,135,135.100006103516,134.449996948242,134.910003662109,2329800,134.910003662109
2014-08-21,135.240005493164,136.820007324219,135.039993286133,136.809997558594,3328000,136.809997558594
2014-08-22,136.410003662109,136.600006103516,135.559997558594,135.75,2417200,135.75
2014-08-25,136.429992675781,136.75,136.070007324219,136.229995727539,2305900,136.229995727539
2014-08-26,136.690002441406,136.75,136.119995117188,136.25,2144700,136.25
2014-08-27,136.610000610352,136.690002441406,136.009994506836,136.520004272461,1893400,136.520004272461
2014-08-28,136.279998779297,136.509994506836,135.880004882812,136.110000610352,2114000,136.110000610352
2014-08-29,136.179992675781,137.25,136.009994506836,137.25,2898100,137.25
2014-09-02,138.029998779297,138.270004272461,137.059997558594,137.960006713867,3319300,137.960006713867
2014-09-03,138.5,138.5,137.339996337891,137.729995727539,2789600,137.729995727539
2014-09-04,137.970001220703,138.550003051758,137.419998168945,137.949996948242,2563100,137.949996948242
2014-09-05,137.710006713867,138.350006103516,137.339996337891,138.070007324219,3475900,138.070007324219
2014-09-08,138.169998168945,138.899993896484,138.050003051758,138.279998779297,2536000,138.279998779297
2014-09-09,138.339996337891,138.419998168945,136.679992675781,136.889999389648,2959500,136.889999389648
2014-09-10,137.270004272461,137.949996948242,137.160003662109,137.720001220703,2037900,137.720001220703
2014-09-11,137.169998168945,137.970001220703,137,137.919998168945,2016900,137.919998168945
2014-09-12,137.919998168945,138.179992675781,136.759994506836,137.089996337891,3291300,137.089996337891
2014-09-15,137.729995727539,138.130004882812,137.009994506836,138.039993286133,2859500,138.039993286133
2014-09-16,138,138.990005493164,137.610000610352,138.690002441406,2672400,138.690002441406
2014-09-17,139.139999389648,140.179992675781,138.710006713867,139.610000610352,3833000,139.610000610352
2014-09-18,140.25,141.570007324219,139.75,141.279998779297,3870300,141.279998779297
2014-09-19,142.149993896484,142.449996948242,140.300003051758,140.559997558594,9412100,140.559997558594
2014-09-22,140.559997558594,140.729995727539,139.190002441406,139.259994506836,3422400,139.259994506836
2014-09-23,139.179992675781,139.710006713867,138.75,138.779998779297,2767600,138.779998779297
2014-09-24,138.779998779297,140.070007324219,138.679992675781,139.949996948242,2801200,139.949996948242
2014-09-25,139.889999389648,139.949996948242,136.889999389648,137.089996337891,4583500,137.089996337891
2014-09-26,137,138.970001220703,137,138.679992675781,2872100,138.679992675781
2014-09-29,137.759994506836,138.699996948242,137.559997558594,138.330001831055,2201800,138.330001831055
2014-09-30,138.479995727539,138.740005493164,137.690002441406,138.139999389648,3469400,138.139999389648
2014-10-01,138.369995117188,138.380004882812,136.190002441406,136.619995117188,3697000,136.619995117188
2014-10-02,136.610000610352,138.139999389648,136.610000610352,137.639999389648,4594800,137.639999389648
2014-10-03,138.410003662109,139.660003662109,138.160003662109,139.5,3940400,139.5
2014-10-06,140.25,140.460006713867,138.630004882812,139.160003662109,3464300,139.160003662109
2014-10-07,138.660003662109,138.839996337891,136.710006713867,136.720001220703,3286500,136.720001220703
2014-10-08,136.75,140.199996948242,136.600006103516,139.940002441406,4842200,139.940002441406
2014-10-09,140.289993286133,140.289993286133,137.070007324219,137.089996337891,6590100,137.089996337891
2014-10-10,136.899993896484,139.449996948242,136.729995727539,136.759994506836,4838800,136.759994506836
2014-10-13,136.600006103516,138.070007324219,136.309997558594,136.380004882812,4383300,136.380004882812
2014-10-14,137,138.899993896484,136.5,137.389999389648,5019600,137.389999389648
2014-10-15,136.589996337891,136.779998779297,132.029998779297,135.639999389648,8593900,135.639999389648
2014-10-16,133.029998779297,135.649993896484,132.100006103516,134.699996948242,5038100,134.699996948242
2014-10-17,136.059997558594,137.669998168945,135.520004272461,137.089996337891,5182900,137.089996337891
2014-10-20,137.070007324219,137.479995727539,136.410003662109,137.229995727539,3245500,137.229995727539
2014-10-21,138.070007324219,138.979995727539,137.350006103516,138.970001220703,4183300,138.970001220703
2014-10-22,139.339996337891,139.479995727539,137.600006103516,137.649993896484,4023100,137.649993896484
2014-10-23,139.199996948242,139.529998779297,138.389999389648,138.679992675781,3907000,138.679992675781
2014-10-24,138.649993896484,139.520004272461,138.369995117188,139.399993896484,2924400,139.399993896484
2014-10-27,139.190002441406,139.649993896484,138.940002441406,139.529998779297,2812200,139.529998779297
2014-10-28,140,140.460006713867,139.5,140.460006713867,3885900,140.460006713867
2014-10-29,140.529998779297,140.679992675781,138.949996948242,139.990005493164,3484000,139.990005493164
2014-10-30,139.410003662109,139.919998168945,138.759994506836,139.539993286133,3513800,139.539993286133
2014-10-31,140.899993896484,141.520004272461,139.360000610352,140.160003662109,5712500,140.160003662109
2014-11-03,140.880004882812,140.910003662109,139.550003051758,140.809997558594,3047900,140.809997558594
2014-11-04,141.059997558594,142.240005493164,140.880004882812,142.179992675781,3507900,142.179992675781
2014-11-05,143.210006713867,143.479995727539,141.850006103516,142.919998168945,2874200,142.919998168945
2014-11-06,143.25,143.460006713867,142.229995727539,143.289993286133,2717100,143.289993286133
2014-11-07,143.759994506836,143.990005493164,142.869995117188,143.610000610352,3235400,143.610000610352
2014-11-10,143.949996948242,145.070007324219,143.809997558594,145.050003051758,3612200,145.050003051758
2014-11-11,145.460006713867,145.690002441406,144.75,144.949996948242,2904700,144.949996948242
2014-11-12,144.919998168945,145.75,144.699996948242,145.520004272461,3015400,145.520004272461
2014-11-13,145.699996948242,146.289993286133,145.529998779297,146.289993286133,3056500,146.289993286133
2014-11-14,146.350006103516,146.479995727539,145.059997558594,145.520004272461,2704300,145.520004272461
2014-11-17,145.529998779297,145.679992675781,144.699996948242,145.369995117188,2426600,145.369995117188
2014-11-18,145.740005493164,146.399993896484,145.289993286133,145.809997558594,2636700,145.809997558594
2014-11-19,145.860000610352,146.080001831055,145.029998779297,145.649993896484,2371400,145.649993896484
2014-11-20,145.139999389648,145.75,145.039993286133,145.720001220703,2049900,145.720001220703
2014-11-21,147.009994506836,147.149993896484,146.210006713867,146.699996948242,3418700,146.699996948242
2014-11-24,147.110000610352,147.419998168945,146.699996948242,147.270004272461,3752100,147.270004272461
2014-11-25,147.5,148.009994506836,147.380004882812,147.809997558594,3749500,147.809997558594
2014-11-26,148.110000610352,148.309997558594,147.929992675781,148.190002441406,2114400,148.190002441406
2014-11-28,148.550003051758,149.490005493164,148.369995117188,148.690002441406,2282000,148.690002441406
2014-12-01,148.610000610352,149.940002441406,148.179992675781,148.520004272461,3320300,148.520004272461
2014-12-02,149.279998779297,150,148.660003662109,149.869995117188,3181400,149.869995117188
2014-12-03,150.149993896484,150.490005493164,149.509994506836,149.729995727539,3004100,149.729995727539
2014-12-04,149.960006713867,150.149993896484,149.229995727539,150.050003051758,2418500,150.050003051758
2014-12-05,150.380004882812,150.679992675781,150.100006103516,150.679992675781,2780300,150.679992675781
2014-12-08,150.880004882812,152.940002441406,150.649993896484,151.940002441406,5263600,151.940002441406
2014-12-09,151.449996948242,151.449996948242,148.910003662109,150.460006713867,4569600,150.460006713867
2014-12-10,150.360000610352,151.259994506836,148.820007324219,149.080001831055,6574400,149.080001831055
2014-12-11,149.789993286133,151.270004272461,149.5,150.130004882812,3627500,150.130004882812
2014-12-12,149.309997558594,149.889999389648,146.300003051758,146.460006713867,5208800,146.460006713867
2014-12-15,147.970001220703,148.419998168945,144.75,146.119995117188,4727900,146.119995117188
2014-12-16,145.369995117188,148.729995727539,145,145.279998779297,5020600,145.279998779297
2014-12-17,145.759994506836,148.630004882812,145.529998779297,148.449996948242,4838800,148.449996948242
2014-12-18,151.160003662109,152.740005493164,150.149993896484,152.669998168945,7867100,152.669998168945
2014-12-19,152.330001831055,152.660003662109,150.830001831055,151.559997558594,9392900,151.559997558594
2014-12-22,151.979995727539,152.550003051758,151.089996337891,151.899993896484,5938500,151.899993896484
2014-12-23,152.190002441406,152.699996948242,151.679992675781,151.75,3472800,151.75
2014-12-24,152.429992675781,152.440002441406,151.520004272461,151.539993286133,1612200,151.539993286133
2014-12-26,151.660003662109,152.130004882812,151.25,151.350006103516,1934800,151.350006103516
2014-12-29,151.020004272461,152.259994506836,151.020004272461,152.050003051758,3223400,152.050003051758
2014-12-30,151.350006103516,152.220001220703,151.190002441406,152.089996337891,2108900,152.089996337891
2014-12-31,152.199996948242,152.669998168945,150.149993896484,150.149993896484,3324800,150.149993896484
2015-01-02,151.5,151.600006103516,148.5,149.169998168945,3436400,149.169998168945
2015-01-05,148.809997558594,149,146.779998779297,147,4168800,147
2015-01-06,147.639999389648,148.529998779297,146.110000610352,146.839996337891,4116100,146.839996337891
2015-01-07,147.940002441406,149.139999389648,147.649993896484,148.880004882812,4159100,148.880004882812
2015-01-08,150.600006103516,151.369995117188,150.509994506836,151.369995117188,4282100,151.369995117188
2015-01-09,151.649993896484,151.690002441406,149.259994506836,149.470001220703,3360200,149.470001220703
2015-01-12,149.960006713867,150.119995117188,147.949996948242,148.279998779297,5919400,148.279998779297
2015-01-13,149.949996948242,150.990005493164,147.770004272461,148.630004882812,3908100,148.630004882812
2015-01-14,147.270004272461,148.369995117188,146.419998168945,147.820007324219,4802800,147.820007324219
2015-01-15,148.529998779297,148.529998779297,146.800003051758,147.580001831055,2892200,147.580001831055
2015-01-16,147.199996948242,149.259994506836,146.559997558594,149.210006713867,4313800,149.210006713867
2015-01-20,150.279998779297,150.600006103516,148.080001831055,148.630004882812,4053300,148.630004882812
2015-01-21,148.339996337891,148.429992675781,146.589996337891,147.179992675781,4660700,147.179992675781
2015-01-22,148.009994506836,150.210006713867,147.259994506836,150.149993896484,5892000,150.149993896484
2015-01-23,149.990005493164,150,149.089996337891,149.119995117188,3175800,149.119995117188
2015-01-26,149.190002441406,149.729995727539,148.160003662109,149.699996948242,2461400,149.699996948242
2015-01-27,148.25,148.800003051758,147.550003051758,147.649993896484,3220300,147.649993896484
2015-01-28,148.360000610352,148.770004272461,144.770004272461,144.779998779297,6388800,144.779998779297
