"Fecha","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
2013-11-01,71.9599990844727,72.7900009155273,71.879997253418,72.5100021362305,2892200,47.5956268310547
2013-11-04,72.6800003051758,72.7099990844727,71.6800003051758,72.4700012207031,2553300,47.5693702697754
2013-11-05,72.5599975585938,73.0199966430664,72.2799987792969,72.4499969482422,3639500,47.5562324523926
2013-11-06,72.4400024414062,73.25,72.2200012207031,73.2099990844727,2341000,48.0550880432129
2013-11-07,73.2099990844727,73.5299987792969,72.7200012207031,72.9199981689453,8123300,47.8647575378418
2013-11-08,72.6600036621094,72.6999969482422,71.0999984741211,72.4300003051758,9150600,47.5431175231934
2013-11-11,72.4499969482422,72.8899993896484,72.0199966430664,72.4499969482422,1945400,47.5562324523926
2013-11-12,72.1900024414062,72.3899993896484,71.4100036621094,71.7200012207031,11658900,47.0770683288574
2013-11-13,70.5999984741211,70.9400024414062,70.0299987792969,70.9199981689453,3678900,47.0637893676758
2013-11-14,71.120002746582,71.8600006103516,70.9599990844727,71.5100021362305,2576200,47.4553375244141
2013-11-15,71.0699996948242,71.8000030517578,71.0500030517578,71.8000030517578,2821700,47.6477699279785
2013-11-18,71.8199996948242,71.8499984741211,71.2600021362305,71.5400009155273,2422700,47.4752426147461
2013-11-19,71.5400009155273,71.6900024414062,70.8300018310547,71.120002746582,2620200,47.1965179443359
2013-11-20,71.2300033569336,71.3499984741211,70.0100021362305,70.0299987792969,2656400,46.4731636047363
2013-11-21,70.1999969482422,70.9899978637695,69.8000030517578,70.75,3432100,46.950984954834
2013-11-22,70.5699996948242,71.5599975585938,70.2099990844727,71.129997253418,3480000,47.2031555175781
2013-11-25,71.1699981689453,71.3199996948242,70.9100036621094,70.9899978637695,2196400,47.1102523803711
2013-11-26,70.9899978637695,71.0800018310547,70.5,70.5,3158800,46.785083770752
2013-11-27,70.4899978637695,70.75,69.7399978637695,70.0299987792969,2541000,46.4731636047363
2013-11-29,70.0999984741211,70.6600036621094,69.75,69.9599990844727,1478000,46.4267311096191
2013-12-02,70.129997253418,70.129997253418,69.1399993896484,69.6100006103516,2622100,46.194450378418
2013-12-03,69.4100036621094,69.9700012207031,69.0400009155273,69.75,2326700,46.2873725891113
2013-12-04,69.4199981689453,70.25,69.0899963378906,69.9199981689453,2357200,46.4001731872559
2013-12-05,69.8000030517578,69.9300003051758,69.2600021362305,69.5999984741211,1990200,46.1878128051758
2013-12-06,70,70.5400009155273,69.7099990844727,70.1900024414062,2293700,46.5793685913086
2013-12-09,70.1900024414062,70.1900024414062,69.3600006103516,69.8099975585938,2014600,46.3271751403809
2013-12-10,69.7300033569336,69.9100036621094,69.1800003051758,69.2699966430664,1732100,45.968822479248
2013-12-11,69.25,69.2699966430664,68.2900009155273,68.3300018310547,3492400,45.345027923584
2013-12-12,68.4300003051758,68.8199996948242,68.1100006103516,68.1900024414062,3530600,45.2521209716797
2013-12-13,68.4499969482422,68.6399993896484,67.9199981689453,68.1900024414062,2939600,45.2521209716797
2013-12-16,69.0999984741211,69.1900024414062,68.2600021362305,68.5100021362305,3504500,45.464469909668
2013-12-17,68.5,68.6800003051758,67.9700012207031,68.379997253418,2973500,45.3782005310059
2013-12-18,68.4000015258789,69.7900009155273,67.9199981689453,69.7300033569336,3823400,46.2740821838379
2013-12-19,69.4599990844727,69.4700012207031,68.4700012207031,69.1900024414062,3073100,45.9157447814941
2013-12-20,69.2600021362305,69.870002746582,69.0899963378906,69.5,3196400,46.1214370727539
2013-12-23,69.9300003051758,69.9300003051758,69.0500030517578,69.0500030517578,3044700,45.8228454589844
2013-12-24,68.870002746582,69.4499969482422,68.629997253418,69.2799987792969,1426400,45.9754486083984
2013-12-26,69.2600021362305,69.370002746582,68.6600036621094,68.7699966430664,2568200,45.6370086669922
2013-12-27,68.9400024414062,69.2699966430664,68.7600021362305,68.9499969482422,1947700,45.7564582824707
2013-12-30,68.8000030517578,69.2099990844727,68.8000030517578,69.1100006103516,1573900,45.8626480102539
2013-12-31,69.0999984741211,69.1999969482422,68.7600021362305,69.0100021362305,2041000,45.7962875366211
2014-01-02,69.1999969482422,69.2399978637695,68,68.1399993896484,3371000,45.2189292907715
2014-01-03,68.1900024414062,68.4000015258789,67.7099990844727,67.9199981689453,2593100,45.0729370117188
2014-01-06,68,68.1999969482422,67.6600036621094,67.9599990844727,2470000,45.099479675293
2014-01-07,68.0299987792969,68.5299987792969,68,68.4899978637695,2772200,45.4512023925781
2014-01-08,68.3300018310547,68.4000015258789,67.6399993896484,67.8499984741211,3881300,45.026481628418
2014-01-09,67.8899993896484,68.0100021362305,67.4499969482422,67.870002746582,2379900,45.0397644042969
2014-01-10,68.1900024414062,69.5,68.1399993896484,68.5899963378906,4036300,45.5175628662109
2014-01-13,68.0400009155273,68.1999969482422,67.5899963378906,67.7699966430664,3940100,44.9733963012695
2014-01-14,67.8199996948242,68,67.5299987792969,67.5699996948242,3290600,44.8406753540039
2014-01-15,67.4599990844727,67.6699981689453,67.0500030517578,67.129997253418,3473700,44.5486831665039
2014-01-16,67.25,67.5199966430664,67.0500030517578,67.3600006103516,3000100,44.7013130187988
2014-01-17,67.370002746582,67.6999969482422,67.1999969482422,67.5699996948242,3302500,44.8406753540039
2014-01-21,67.879997253418,68.5800018310547,67.7699966430664,68.5100021362305,3029700,45.464469909668
2014-01-22,68.5,68.9700012207031,68.4400024414062,68.6500015258789,2314400,45.557373046875
2014-01-23,68.3399963378906,68.7300033569336,67.9700012207031,68.5299987792969,2873700,45.4777526855469
2014-01-24,68.1699981689453,69.3300018310547,68,68.2600021362305,4705900,45.2985687255859
2014-01-27,68.3000030517578,68.9899978637695,68.2699966430664,68.7300033569336,3862100,45.610466003418
2014-01-28,68.75,68.9499969482422,68.4700012207031,68.8199996948242,2460900,45.6702079772949
2014-01-29,68.6900024414062,69.3099975585938,68.5400009155273,68.9899978637695,4436700,45.7830047607422
2014-01-30,69.1399993896484,69.9199981689453,69.1100006103516,69.8899993896484,3444400,46.3802604675293
2014-01-31,69.370002746582,70.6800003051758,69.3499984741211,70.620002746582,4776100,46.8647041320801
2014-02-03,70.6800003051758,71.75,70.0899963378906,70.4599990844727,5425300,46.7585220336914
