"Fecha","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
2013-11-01,76.0550003051758,76.5749969482422,75.7149963378906,76.3850021362305,5386800,61.3587760925293
2013-11-04,76.8550033569336,76.9700012207031,76.620002746582,76.879997253418,3977800,61.756404876709
2013-11-05,76.629997253418,76.7949981689453,76.4800033569336,76.6050033569336,4947600,61.5354995727539
2013-11-06,76.9300003051758,77.3099975585938,76.8050003051758,77.125,4430200,61.9532012939453
2013-11-07,77.3199996948242,78.1600036621094,76.7799987792969,77.0699996948242,6265200,61.9090003967285
2013-11-08,76.7649993896484,77.5500030517578,76.375,77.5199966430664,5011000,62.2704887390137
2013-11-11,77.5650024414062,78.0550003051758,77.3000030517578,77.9049987792969,3472000,62.5797538757324
2013-11-12,77.9100036621094,78.6149978637695,77.8850021362305,78.3300018310547,3968600,62.9211463928223
2013-11-13,77.7350006103516,79.1449966430664,77.7149963378906,79.0250015258789,4170000,63.479419708252
2013-11-14,79.0350036621094,79.3050003051758,78.6500015258789,79.1500015258789,5067800,63.579833984375
2013-11-15,79.1999969482422,79.7900009155273,79.0999984741211,79.745002746582,3187400,64.0577926635742
2013-11-18,79.7949981689453,79.9550018310547,79.3899993896484,79.6500015258789,3307600,63.9814643859863
2013-11-19,79.5250015258789,79.8000030517578,78.7149963378906,79.0500030517578,3448200,63.4995040893555
2013-11-20,79.3600006103516,79.7200012207031,78.8850021362305,79.2850036621094,2783400,63.6882591247559
2013-11-21,79.4550018310547,80.9250030517578,79.0250015258789,80.3899993896484,6793200,64.5759353637695
2013-11-22,80.6350021362305,81.0449981689453,80.2699966430664,81.0100021362305,3459200,65.0739669799805
2013-11-25,81.004997253418,81.4150009155273,80.8850021362305,80.9899978637695,2577800,65.057861328125
2013-11-26,81.0550003051758,81.2350006103516,80.5749969482422,80.8150024414062,2933200,64.9173126220703
2013-11-27,81.0650024414062,81.6100006103516,80.6549987792969,81.4199981689453,2938400,65.4032974243164
2013-11-29,81.2750015258789,81.5749969482422,80.7200012207031,81.0199966430664,1755200,65.3992233276367
2013-12-02,81.0599975585938,82.2399978637695,81.0599975585938,81.7649993896484,4706600,66.0005950927734
2013-12-03,81.5749969482422,81.8000030517578,80.9199981689453,81.2300033569336,3707200,65.5687789916992
2013-12-04,81.0350036621094,81.4300003051758,80.0100021362305,80.6949996948242,3007200,65.1369094848633
2013-12-05,81.375,81.7249984741211,80.8949966430664,81.1849975585938,3687600,65.5324249267578
2013-12-06,81.9499969482422,82.5699996948242,81.5400009155273,82.1699981689453,3464800,66.327507019043
2013-12-09,82.2799987792969,82.6350021362305,81.9400024414062,82.25,3552800,66.3921279907227
2013-12-10,81.8450012207031,82.4049987792969,81.1900024414062,81.379997253418,3506600,65.689826965332
2013-12-11,81.4000015258789,81.75,80.25,80.3499984741211,4240800,64.8584136962891
2013-12-12,80.25,80.9150009155273,80.0849990844727,80.4850006103516,2856600,64.9674072265625
2013-12-13,80.6650009155273,81.1650009155273,80.2300033569336,80.375,2583200,64.8786163330078
2013-12-16,80.6849975585938,81.3150024414062,80.6399993896484,80.8499984741211,3540600,65.2620391845703
2013-12-17,80.9199981689453,80.9199981689453,80.3450012207031,80.5149993896484,2981800,64.9915924072266
2013-12-18,80.8000030517578,81.8150024414062,80.0199966430664,81.7799987792969,4661000,66.0127410888672
2013-12-19,81.4850006103516,82.1600036621094,81.2050018310547,82.0950012207031,3751200,66.2669830322266
2013-12-20,82.1149978637695,82.4400024414062,81.625,81.8000030517578,6231800,66.0288619995117
2013-12-23,81.754997253418,82.5650024414062,81.5199966430664,82.4749984741211,2581400,66.5737228393555
2013-12-24,82.4300003051758,83,82.0849990844727,82.8199996948242,1538400,66.8521957397461
2013-12-26,82.1849975585938,83.3050003051758,82.1750030517578,83.2099990844727,2346200,67.1670074462891
2013-12-27,83.3249969482422,83.5,82.6500015258789,83.0250015258789,1348200,67.017692565918
2013-12-30,83.0500030517578,83.3550033569336,82.6650009155273,83.0250015258789,1840400,67.017692565918
2013-12-31,83.2050018310547,84.120002746582,83.1849975585938,84,2855200,67.8047027587891
2014-01-02,84.1999969482422,84.9100036621094,83.3199996948242,83.5550003051758,4692200,67.4455108642578
2014-01-03,83.7099990844727,84.379997253418,83.125,83.4250030517578,2411600,67.3405685424805
2014-01-06,83.5849990844727,83.8050003051758,82.4850006103516,82.5800018310547,3741200,66.6584701538086
2014-01-07,82.6900024414062,83.4449996948242,82.6100006103516,83.3099975585938,3135200,67.2477493286133
2014-01-08,83.9300003051758,84.5,83.25,83.4649963378906,4462600,67.3728332519531
2014-01-09,83.5950012207031,84.6650009155273,83.4599990844727,84.6350021362305,4533800,68.317253112793
2014-01-10,84.4199981689453,85.4400024414062,84.2850036621094,85.1900024414062,5088000,68.7652740478516
2014-01-13,85.1699981689453,85.3450012207031,83.7750015258789,84.0250015258789,4530200,67.8248825073242
2014-01-14,84.1100006103516,84.7350006103516,83.7699966430664,84.4100036621094,3145200,68.1356582641602
2014-01-15,84.4449996948242,85.6900024414062,84.4150009155273,85.0749969482422,4351800,68.6724472045898
2014-01-16,83.7850036621094,84.2149963378906,83.2799987792969,83.9800033569336,4837200,67.7885818481445
2014-01-17,83.9649963378906,84.4049987792969,83.5599975585938,83.9199981689453,4756400,67.7401428222656
2014-01-21,84.7900009155273,84.7900009155273,83.5899963378906,84.0599975585938,3098600,67.853141784668
2014-01-22,84.5400009155273,85,84.0500030517578,84.25,5254600,68.0065002441406
2014-01-23,86.1949996948242,87.4100036621094,86.0250015258789,87.0599975585938,7353200,70.2747268676758
2014-01-24,86.0749969482422,87.5,85.25,85.8199996948242,7066200,69.273796081543
2014-01-27,86.0299987792969,86.2649993896484,85.1500015258789,85.6050033569336,5458800,69.1002655029297
2014-01-28,85.7099990844727,86.9899978637695,85.6600036621094,86.4000015258789,4187200,69.7419815063477
2014-01-29,86.0800018310547,86.5899963378906,85.5950012207031,85.9749984741211,5525600,69.39892578125
2014-01-30,87.375,88.5,87.1650009155273,88.1149978637695,5357400,71.126350402832
