"Fecha","ADP.Open","ADP.High","ADP.Low","ADP.Close","ADP.Volume","ADP.Adjusted"
2014-01-09,72.8709411621094,72.8709411621094,70.7023696899414,70.790168762207,1645513,57.1863136291504
2014-01-10,71.1676940917969,71.2115859985352,70.2019348144531,70.5443344116211,1679228,56.9877166748047
2014-01-13,70.4828796386719,70.5267791748047,69.2186126708984,69.4029846191406,2377663,56.0657196044922
2014-01-14,69.6312561035156,70.2633895874023,69.3064117431641,70.1931533813477,1830487,56.7040138244629
2014-01-15,70.2370529174805,70.798942565918,69.9824447631836,70.3160705566406,2306589,56.8033103942871
2014-01-16,70.2721710205078,70.4653167724609,69.9824447631836,70.0702362060547,1196178,56.6047210693359
2014-01-17,69.8156280517578,70.5355606079102,69.7453918457031,70.2107086181641,3122113,56.7182006835938
2014-01-21,70.6057968139648,70.9394226074219,70.0702362060547,70.5179977416992,1649386,56.9664497375488
2014-01-22,70.5970153808594,70.8691864013672,70.2721710205078,70.5706787109375,1485712,57.0090026855469
2014-01-23,71.9315185546875,72.4319610595703,69.2361755371094,69.6312561035156,1633098,56.2501106262207
2014-01-24,69.1922760009766,69.201057434082,67.5680389404297,67.5768203735352,2400898,54.5904693603516
2014-01-27,67.0324859619141,68.0684814453125,67.0324859619141,67.164176940918,1976279,54.2571258544922
2014-01-28,67.0588226318359,67.7787551879883,66.9095687866211,67.6295013427734,1775929,54.6330375671387
2014-01-29,67.1115036010742,67.8138732910156,66.8832321166992,67.1905212402344,1866138,54.2784118652344
2014-01-30,67.5592651367188,68.1650543212891,67.0324859619141,67.8665466308594,1592550,54.8245124816895
2014-01-31,66.7251968383789,67.72607421875,66.6725234985352,67.2519760131836,2120362,54.3280563354492
2014-02-03,67.2607574462891,67.4100112915039,64.7848968505859,65.0395050048828,3623501,52.5407600402832
2014-02-04,68.410888671875,68.410888671875,63.1343269348145,65.803337097168,4449504,53.1577949523926
2014-02-05,67.0061492919922,67.0061492919922,63.8191413879395,64.5566253662109,3263349,52.1506843566895
2014-02-06,64.4863891601562,65.2590026855469,64.1791076660156,65.1448669433594,2685079,52.6258773803711
2014-02-07,65.3204574584961,65.8121185302734,64.9253692626953,65.7506561279297,1928783,53.1152496337891
2014-02-10,66.2686538696289,66.3827896118164,64.8200149536133,65.3643569946289,2286998,52.8031845092773
2014-02-11,65.0746307373047,65.7594375610352,64.9780502319336,65.5487289428711,2872672,52.9521293640137
2014-02-12,66.3476715087891,66.6373977661133,65.6716384887695,66.3564529418945,4587436,53.6046257019043
2014-02-13,66.0667266845703,66.9710235595703,66.0228271484375,66.9095687866211,2309323,54.051456451416
2014-02-14,66.5057067871094,67.1553955078125,66.1106262207031,66.9622497558594,1944843,54.0940170288086
2014-02-18,67.1202774047852,67.2256393432617,66.5144882202148,67.1553955078125,2041771,54.2500228881836
2014-02-19,66.7603149414062,67.5680389404297,66.6461791992188,66.8568954467773,1825931,54.0088958740234
2014-02-20,66.935905456543,67.5065841674805,66.6022796630859,67.1729583740234,1418283,54.2642250061035
2014-02-21,67.4100112915039,67.5943832397461,66.8305511474609,66.9007873535156,2227428,54.0443572998047
2014-02-24,66.9973678588867,68.0245819091797,66.9007873535156,67.4275665283203,1967281,54.4698905944824
2014-02-25,67.5856018066406,67.8050918579102,66.9710235595703,67.6119384765625,1770006,54.6188468933105
2014-02-26,67.9982452392578,68.059700012207,67.4363479614258,67.9719085693359,2613322,54.9096374511719
2014-02-27,67.7085189819336,68.3933258056641,67.6909561157227,68.2352905273438,2288137,55.1224136352539
2014-02-28,68.3757705688477,68.8937683105469,67.7787551879883,68.287971496582,2678245,55.164966583252
2014-03-03,67.6470565795898,67.7699737548828,67.0149230957031,67.3134307861328,1996325,54.3777122497559
2014-03-04,68.2177352905273,68.9376678466797,68.0948181152344,68.8762054443359,2941468,55.6401481628418
2014-03-05,68.4811248779297,68.63916015625,68.0245819091797,68.2352905273438,1894840,55.1224136352539
2014-03-06,68.3757705688477,68.6830520629883,68.1650543212891,68.5074615478516,1529221,55.3422775268555
2014-03-07,68.8762054443359,69.2976303100586,68.6040420532227,68.972785949707,1830373,55.7181777954102
2014-03-10,68.9991226196289,69.1132583618164,68.2791900634766,68.6654968261719,1932427,55.4699478149414
2014-03-11,68.7796325683594,68.8849868774414,68.1387176513672,68.3933258056641,1555760,55.2500762939453
2014-03-12,67.8402099609375,68.2791900634766,67.6031646728516,68.2089538574219,1903497,55.4427642822266
2014-03-13,68.287971496582,68.4460067749023,67.3309936523438,67.5943832397461,3153549,54.9432106018066
2014-03-14,68.077262878418,68.3143081665039,67.4363479614258,68.0860366821289,2632115,55.3428344726562
2014-03-17,68.410888671875,68.9201049804688,68.2265167236328,68.9113235473633,2947390,56.0136604309082
2014-03-18,68.8059692382812,69.3942031860352,68.7269515991211,69.3503036499023,1994275,56.3704795837402
2014-03-19,69.4293212890625,69.4293212890625,68.305534362793,68.7357330322266,1577287,55.8709297180176
2014-03-20,68.3494262695312,68.9376678466797,68.1826171875,68.7796325683594,1344020,55.9066162109375
2014-03-21,69.648811340332,69.7014923095703,68.0421447753906,68.2616348266602,5281999,55.4855766296387
2014-03-24,68.3582077026367,68.4811248779297,66.8656692504883,67.1202774047852,2233010,54.5578498840332
2014-03-25,67.3309936523438,67.9016647338867,66.9798049926758,67.3222122192383,1823197,54.7219848632812
2014-03-26,67.6909561157227,67.8226547241211,66.9007873535156,66.9007873535156,1611913,54.3794250488281
2014-03-27,66.7690963745117,67.3573303222656,66.3301162719727,67.3134307861328,2465593,54.7148513793945
2014-03-28,67.6119384765625,68.1913986206055,67.2256393432617,67.5592651367188,1505986,54.9146614074707
2014-03-31,67.72607421875,68.1474990844727,67.4100112915039,67.831428527832,1653372,55.1358833312988
2014-04-01,67.6470565795898,68.0684814453125,67.2870941162109,68.0421447753906,2012841,55.3071632385254
2014-04-02,67.9631271362305,68.3845443725586,67.831428527832,68.1913986206055,1898599,55.4284858703613
2014-04-03,68.4635620117188,68.4811248779297,67.620719909668,67.9280090332031,1351537,55.2143936157227
2014-04-04,68.2791900634766,68.287971496582,66.5232696533203,66.5671615600586,2304539,54.1082534790039
2014-04-07,66.698860168457,66.8920135498047,65.8647918701172,66.0842819213867,1949854,53.7157402038574
2014-04-08,66.2510986328125,66.6725234985352,65.9877090454102,66.3388977050781,1896093,53.9227066040039
2014-04-09,66.259880065918,66.6900787353516,65.8999099731445,66.6198425292969,1808276,54.1510581970215
2014-04-10,68.5513610839844,68.5952606201172,66.0403823852539,66.0403823852539,4243231,53.6800689697266
2014-04-11,65.5575103759766,66.1018447875977,64.6971054077148,64.7322235107422,3110040,52.616756439209
2014-04-14,65.3292388916016,65.4697113037109,64.424934387207,65.1799850463867,2255562,52.9806900024414
2014-04-15,65.2326583862305,65.9613723754883,64.7936782836914,65.9174728393555,2401923,53.580150604248
2014-04-16,66.4618072509766,66.4618072509766,65.575065612793,66.2247619628906,2195423,53.8299293518066
2014-04-17,66.0579452514648,67.1202774047852,66.0228271484375,66.9973678588867,2322877,54.4579315185547
2014-04-21,66.5232696533203,67.1115036010742,66.5232696533203,66.7778778076172,1054828,54.2795257568359
2014-04-22,66.8393325805664,67.2607574462891,66.5144882202148,67.0149230957031,1355068,54.4721984863281
2014-04-23,66.6022796630859,67.1992950439453,66.6022796630859,66.9798049926758,1582641,54.4436492919922
2014-04-24,67.4626846313477,67.620719909668,67.0061492919922,67.26953125,1744948,54.6791610717773
2014-04-25,66.935905456543,67.3222122192383,66.2862167358398,66.4266891479492,1637654,53.9940643310547
2014-04-28,66.7603149414062,67.1905212402344,65.8384552001953,66.4442520141602,2413655,54.0083389282227
2014-04-29,66.8656692504883,67.7172927856445,66.7427597045898,67.5943832397461,2152482,54.9432106018066
2014-04-30,66.7690963745117,68.7884140014648,66.7603149414062,68.4460067749023,2429487,55.635440826416
2014-05-01,68.4547882080078,68.7181777954102,67.9280090332031,68.1474990844727,1468968,55.3927803039551
2014-05-02,68.2177352905273,68.6567153930664,67.8665466308594,68.077262878418,2004640,55.3357200622559
2014-05-05,67.848991394043,68.4372253417969,67.3836669921875,68.3669891357422,1389466,55.571216583252
2014-05-06,67.9894638061523,68.1299362182617,67.5768203735352,67.6558380126953,1924113,54.9931449890137
2014-05-07,67.8226547241211,68.059700012207,67.1290588378906,68.0070266723633,2406365,55.2786102294922
2014-05-08,67.8841094970703,68.6303787231445,67.72607421875,68.3494262695312,2093026,55.556941986084
2014-05-09,68.1474990844727,68.7093963623047,68.0509185791016,68.5425796508789,1540384,55.713939666748
2014-05-12,68.4723434448242,69.4644393920898,68.4723434448242,69.2625122070312,1502797,56.2991256713867
2014-05-13,69.2712936401367,69.4644393920898,69.0079040527344,69.2888488769531,1416005,56.3205337524414
2014-05-14,69.3766479492188,69.4468841552734,68.4284439086914,68.5601425170898,1144467,55.7282104492188
2014-05-15,68.3494262695312,68.4811248779297,67.1378402709961,67.3836669921875,2406593,54.7719421386719
2014-05-16,67.5241470336914,68.3406524658203,67.1202774047852,68.3143081665039,2084142,55.5283889770508
2014-05-19,68.059700012207,68.5864791870117,67.9192276000977,68.5250244140625,1277502,55.6996612548828
2014-05-20,68.6128158569336,68.6128158569336,67.9280090332031,68.0948181152344,1880489,55.349983215332
2014-05-21,68.5425796508789,68.5425796508789,67.9719085693359,68.2352905273438,1481611,55.464168548584
2014-05-22,68.3845443725586,68.7269515991211,68.059700012207,68.5513610839844,1132166,55.7210845947266
2014-05-23,68.7620697021484,69.2537307739258,68.6040420532227,69.2273941040039,1103122,56.2705764770508
2014-05-27,69.3678665161133,69.6224746704102,69.2361755371094,69.6224746704102,1335364,56.591724395752
2014-05-28,69.9912185668945,70.0526809692383,69.1922760009766,69.2449493408203,1426142,56.2848434448242
2014-05-29,69.5171203613281,69.8595275878906,69.2712936401367,69.8507461547852,1210529,56.7772598266602
2014-05-30,70.0175552368164,70.1316909790039,69.6839294433594,69.9561004638672,2530402,56.8629035949707
2014-06-02,69.9297637939453,70.1668167114258,69.4907836914062,69.6927108764648,1116676,56.648811340332
2014-06-03,69.2888488769531,69.6927108764648,68.9552230834961,69.1044769287109,2615827,56.1706581115723
2014-06-04,68.7708511352539,69.2186126708984,68.5513610839844,69.209831237793,2659109,56.2563171386719
2014-06-05,69.1747131347656,69.2186126708984,68.4986801147461,69.0956954956055,1725813,56.1635131835938
2014-06-06,69.5083389282227,69.9473190307617,69.1834945678711,69.894645690918,1608724,56.8129386901855
2014-06-09,69.8683090209961,70.351188659668,69.8244094848633,70.2370529174805,1460084,57.0912628173828
2014-06-10,69.9912185668945,70.561897277832,69.6839294433594,69.7102737426758,2255448,56.6630897521973
2014-06-11,69.0079040527344,69.3239669799805,68.5689163208008,68.9552230834961,1827412,56.3902320861816
2014-06-12,68.5513610839844,69.0342407226562,68.4372253417969,68.7006149291992,1331947,56.1820297241211
2014-06-13,68.9552230834961,69.4205474853516,68.7006149291992,69.1922760009766,1233651,56.584098815918
2014-06-16,68.8937683105469,69.4732208251953,68.8762054443359,69.0518035888672,1170095,56.4692268371582
2014-06-17,68.9025497436523,69.201057434082,68.6654968261719,68.6742782592773,2226062,56.1605033874512
2014-06-18,68.6742782592773,69.0956954956055,68.410888671875,69.0166778564453,2551360,56.4405059814453
2014-06-19,69.2537307739258,69.2888488769531,68.7884140014648,68.8849868774414,1875591,56.3328018188477
2014-06-20,69.2361755371094,69.9385452270508,68.9201049804688,69.7541732788086,3984792,57.0436210632324
2014-06-23,69.6751556396484,69.877082824707,69.2361755371094,69.5522384643555,1049247,56.8784790039062
2014-06-24,69.4907836914062,69.9122009277344,69.2273941040039,69.4117660522461,1189572,56.7635955810547
2014-06-25,69.1483764648438,69.7453918457031,69.0166778564453,69.5785751342773,1182396,56.9000091552734
2014-06-26,69.6049194335938,69.6049194335938,69.0342407226562,69.4556655883789,1000156,56.7994995117188
2014-06-27,69.4117660522461,69.8419647216797,69.2361755371094,69.7805099487305,1553938,57.0651550292969
2014-06-30,69.4732208251953,69.7892913818359,69.201057434082,69.6049194335938,1275452,56.9215660095215
2014-07-01,69.9034271240234,70.7287063598633,69.5346832275391,70.561897277832,1871947,57.7041511535645
2014-07-02,70.2458267211914,70.5443344116211,69.894645690918,70.4301986694336,1591069,57.5964660644531
2014-07-03,70.2370529174805,70.7726058959961,70.2370529174805,70.7550506591797,883295,57.8621215820312
2014-07-07,70.3950805664062,70.6935882568359,70.3248443603516,70.6233520507812,1255292,57.7544097900391
2014-07-08,70.5531158447266,70.9394226074219,70.3424072265625,70.6496963500977,1723763,57.7759552001953
2014-07-09,70.8252868652344,70.8691864013672,70.4038619995117,70.6496963500977,1074647,57.7759552001953
2014-07-10,70.9394226074219,70.9394226074219,70.0351181030273,70.3687438964844,1085695,57.5462074279785
2014-07-11,70.4740982055664,70.5004425048828,69.9034271240234,70.351188659668,1217819,57.5318374633789
2014-07-14,70.5794525146484,70.6760330200195,70.3775253295898,70.5355606079102,913022,57.6826057434082
2014-07-15,70.5443344116211,70.8604049682617,70.1404724121094,70.5355606079102,1059612,57.6826057434082
2014-07-16,70.8077239990234,70.8340682983398,70.5179977416992,70.6760330200195,1121687,57.797492980957
2014-07-17,70.2721710205078,70.7023696899414,70.1141357421875,70.2019348144531,1214857,57.4097709655762
2014-07-18,70.6145706176758,71.255485534668,70.2546081542969,71.1413497924805,1583893,58.1780128479004
2014-07-21,70.7550506591797,71.1764678955078,70.5970153808594,71.0974502563477,1141848,58.1421318054199
2014-07-22,71.255485534668,71.8086013793945,71.1413497924805,71.712028503418,949129,58.6447334289551
2014-07-23,71.6066741943359,71.8876190185547,71.3696212768555,71.8437194824219,1188774,58.7524032592773
2014-07-24,71.6417922973633,72.4407348632812,71.6330108642578,72.3704986572266,1443796,59.1832008361816
2014-07-25,72.4495162963867,72.5373153686523,72.0280914306641,72.5285339355469,1364066,59.3124465942383
2014-07-28,72.4056167602539,72.5285339355469,71.9139633178711,72.4231796264648,1005168,59.2262802124023
2014-07-29,72.5548706054688,72.5987701416016,71.8788375854492,71.8788375854492,1505302,58.781120300293
2014-07-30,72.2827072143555,72.3968353271484,71.7383651733398,72.1246719360352,1898941,58.9821701049805
2014-07-31,72.1949081420898,72.4319610595703,71.0535583496094,71.3871841430664,1865910,58.3790626525879
2014-08-01,71.0008773803711,71.8437194824219,71.0008773803711,71.589111328125,1922290,58.5441741943359
2014-08-04,71.3959579467773,71.5539932250977,70.7550506591797,71.2993850708008,2411377,58.3072776794434
2014-08-05,71.3169479370117,71.3169479370117,70.3775253295898,70.6584701538086,1750871,57.783130645752
2014-08-06,70.6057968139648,70.8252868652344,70.3599624633789,70.5531158447266,1184218,57.6969757080078
2014-08-07,70.8340682983398,71.0886764526367,70.0702362060547,70.2985076904297,1504277,57.4887657165527
2014-08-08,70.4126434326172,71.36083984375,70.4126434326172,71.2203674316406,1463843,58.2426261901855
2014-08-11,71.2993850708008,71.7647094726562,71.255485534668,71.4135208129883,1120320,58.4005928039551
2014-08-12,71.2115859985352,71.712028503418,71.0535583496094,71.3520660400391,1165311,58.3503227233887
2014-08-13,71.7647094726562,72.0544357299805,71.2642669677734,71.9929733276367,1206315,58.8744697570801
2014-08-14,73.5557479858398,73.5557479858398,71.7208099365234,72.3353805541992,905619,59.1544799804688
2014-08-15,72.9938507080078,73.0026321411133,71.7032470703125,72.2300262451172,1885273,59.0683097839355
2014-08-18,72.5373153686523,73.1606674194336,72.4407348632812,73.0904312133789,1072369,59.7719497680664
2014-08-19,72.8797225952148,73.3538208007812,72.8270416259766,73.2484664916992,958127,59.9011917114258
2014-08-20,73.1870040893555,73.4679565429688,72.6865692138672,73.3713760375977,1227956,60.0016899108887
2014-08-21,73.3713760375977,73.8103637695312,73.1079864501953,73.6523284912109,923729,60.2314491271973
2014-08-22,73.7928009033203,73.9244918823242,73.1167678833008,73.301139831543,1041616,59.9442405700684
2014-08-25,73.4240570068359,73.6962280273438,73.1079864501953,73.4152755737305,962797,60.0375938415527
2014-08-26,73.3977203369141,73.9508361816406,73.2396850585938,73.5908660888672,1217363,60.1811714172363
2014-08-27,73.529411315918,73.7225646972656,73.2484664916992,73.4591751098633,983299,60.0734939575195
2014-08-28,72.8972778320312,73.5030746459961,72.8972778320312,73.3099212646484,947990,59.9514274597168
2014-08-29,73.7050018310547,73.7050018310547,72.7919235229492,73.2923583984375,1773309,59.9370994567871
2014-09-02,73.4679565429688,73.6962280273438,73.1079864501953,73.4767303466797,1374773,60.0878715515137
2014-09-03,73.8279190063477,73.8893737792969,73.3977203369141,73.5557479858398,1212693,60.152473449707
2014-09-04,73.4591751098633,74.1352081298828,73.4240570068359,73.5820922851562,1006534,60.173999786377
2014-09-05,73.4767303466797,74.0737457275391,73.4152755737305,74.0474090576172,1367939,60.5545463562012
2014-09-08,73.6698837280273,74.1703262329102,73.5206298828125,73.8279190063477,980223,60.3750457763672
2014-09-09,73.6172103881836,73.7928009033203,73.2660217285156,73.406494140625,1140936,60.030403137207
2014-09-10,73.1518859863281,73.4416122436523,72.8007049560547,73.406494140625,1457351,60.3770294189453
2014-09-11,73.1343307495117,73.2309036254883,72.5987701416016,73.0465316772461,1534005,60.0809783935547
2014-09-12,73.0992126464844,73.2045669555664,72.2827072143555,72.8884963989258,1924796,59.950984954834
2014-09-15,72.8182601928711,73.406494140625,72.4758529663086,73.2748031616211,1412360,60.2687454223633
2014-09-16,72.4846343994141,73.3626022338867,72.4846343994141,73.2309036254883,1582641,60.232608795166
2014-09-17,73.2835845947266,73.3187026977539,72.7041244506836,73.1782302856445,1625125,60.1892700195312
2014-09-18,73.301139831543,74.0210723876953,73.1431045532227,73.9157180786133,1835840,60.7958717346191
2014-09-19,74.2317810058594,74.3459167480469,73.3626022338867,73.6435470581055,2696355,60.5719947814941
2014-09-22,73.2396850585938,73.5469741821289,72.6690063476562,72.9499588012695,1242193,60.0015525817871
2014-09-23,72.8182601928711,72.9499588012695,72.5109786987305,72.5285339355469,1246522,59.6549110412598
2014-09-24,72.4495162963867,73.8015823364258,72.3353805541992,73.6874465942383,1355068,60.6081237792969
2014-09-25,73.406494140625,73.406494140625,72.27392578125,72.3090438842773,1730255,59.4743919372559
2014-09-26,72.2036895751953,72.6602249145508,71.8173828125,72.5109786987305,1662371,59.6404609680176
2014-09-29,72.045654296875,72.7919235229492,71.9139633178711,72.7041244506836,1688112,59.7993240356445
2014-09-30,73.1694488525391,73.2660217285156,72.607551574707,72.9411773681641,2356135,59.9943161010742
2014-10-01,73.0299987792969,73.0800018310547,71.4100036621094,71.4199981689453,3540300,58.7431449890137
2014-10-02,71.7099990844727,72.629997253418,71.5100021362305,72.5,3008000,59.6314277648926
2014-10-03,73.5599975585938,75.0400009155273,73.5500030517578,74.8499984741211,4475400,61.5643157958984
2014-10-06,74.9599990844727,75.0400009155273,74.2900009155273,74.5199966430664,2919500,61.2929039001465
2014-10-07,74.3399963378906,74.5,73.4800033569336,73.5199966430664,2233300,60.4703903198242
2014-10-08,73.5,74.9800033569336,73.2600021362305,74.7799987792969,2078800,61.5067596435547
2014-10-09,74.8000030517578,74.9499969482422,73.1600036621094,73.1900024414062,1972800,60.1989555358887
2014-10-10,73.25,73.8199996948242,72.6500015258789,72.6600036621094,2395900,59.7630310058594
2014-10-13,72.8199996948242,73.120002746582,71.9300003051758,71.9499969482422,2058700,59.1790618896484
2014-10-14,72.5599975585938,72.9800033569336,72.25,72.6399993896484,2088100,59.74658203125
2014-10-15,72,72.3399963378906,70.5,71.7799987792969,2482900,59.0392227172852
2014-10-16,70.7900009155273,72.1500015258789,70.6900024414062,71.629997253418,2179300,58.9158592224121
2014-10-17,72.5100021362305,72.9800033569336,71.5100021362305,72.6800003051758,1700400,59.7794876098633
2014-10-20,72.5400009155273,73.3899993896484,72.3499984741211,73.3499984741211,2125400,60.3305702209473
2014-10-21,73.629997253418,74.8899993896484,73.25,74.8099975585938,1565300,61.5314064025879
2014-10-22,75.0100021362305,75.1800003051758,74.5599975585938,74.6100006103516,1416100,61.3669204711914
2014-10-23,75.75,76.1999969482422,75.2200012207031,75.4400024414062,1462300,62.0495948791504
2014-10-24,75.7799987792969,76.25,75.4700012207031,76.1999969482422,1131800,62.6746826171875
2014-10-27,76.25,76.5999984741211,75.9499969482422,76.4700012207031,1103400,62.8967895507812
2014-10-28,76.9400024414062,77.3199996948242,76.2200012207031,77.2600021362305,2314800,63.5465431213379
2014-10-29,77.0899963378906,78.0999984741211,76.9300003051758,77.9199981689453,1357100,64.0893859863281
2014-10-30,77.8899993896484,79.3899993896484,77.3000030517578,78.9499969482422,2113800,64.9365768432617
2014-10-31,80.6100006103516,81.9899978637695,79.8600006103516,81.7799987792969,3712300,67.2642669677734
2014-11-03,81.5,82.4700012207031,81.4800033569336,81.7399978637695,2707500,67.2313461303711
2014-11-04,82.3499984741211,83.3600006103516,82,83.1500015258789,2508300,68.3910827636719
2014-11-05,83.7799987792969,84.379997253418,83.3300018310547,84.3000030517578,2325900,69.3369674682617
2014-11-06,84.6600036621094,85.0999984741211,84.1500015258789,84.75,2126500,69.7070922851562
2014-11-07,84.870002746582,84.9800033569336,83.6800003051758,84.379997253418,2441300,69.4027786254883
2014-11-10,84.3099975585938,85.2799987792969,84.0599975585938,85.120002746582,1611400,70.0114212036133
2014-11-11,85.0899963378906,85.3199996948242,84.6399993896484,84.9499969482422,1267100,69.8715896606445
2014-11-12,84.7699966430664,85.5400009155273,84.629997253418,85.2099990844727,1516200,70.0854568481445
2014-11-13,85.4300003051758,85.8899993896484,84.9800033569336,85.4100036621094,1451600,70.2499694824219
2014-11-14,85.4100036621094,85.5299987792969,84.4599990844727,84.75,1853100,69.7070922851562
2014-11-17,84.6999969482422,85.0800018310547,84.5400009155273,84.8399963378906,1531800,69.7811279296875
2014-11-18,84.8499984741211,85.120002746582,84.4499969482422,84.75,1807300,69.7070922851562
2014-11-19,84.7900009155273,84.7900009155273,84.0599975585938,84.2699966430664,2362400,69.3122940063477
2014-11-20,84.2799987792969,84.4199981689453,83.5999984741211,84.120002746582,2507400,69.1889190673828
2014-11-21,85.2200012207031,85.2200012207031,83.8099975585938,84.1399993896484,2692000,69.2053604125977
2014-11-24,84.5100021362305,84.9199981689453,84.4300003051758,84.7900009155273,2295400,69.7400054931641
2014-11-25,84.6900024414062,85.0699996948242,84.4899978637695,84.5199966430664,1852600,69.5179214477539
2014-11-26,84.7200012207031,84.9599990844727,84.3600006103516,84.8600006103516,1997100,69.7975769042969
2014-11-28,85.2600021362305,86.2600021362305,84.8099975585938,85.6399993896484,1267300,70.4391021728516
2014-12-01,85.1800003051758,86.5,85,86.0699996948242,2055000,70.7928009033203
2014-12-02,86.4499969482422,86.5400009155273,85.620002746582,85.8000030517578,1676100,70.5707244873047
2014-12-03,85.4899978637695,86,84.9899978637695,85.9400024414062,1875800,70.6858901977539
2014-12-04,86.0599975585938,86.4199981689453,85.7300033569336,86.0599975585938,1550900,70.7845687866211
2014-12-05,85.7900009155273,85.9199981689453,85.1100006103516,85.8199996948242,1792000,70.5871658325195
2014-12-08,85.3600006103516,86.0100021362305,85.0500030517578,85.5899963378906,1674200,70.3979949951172
