"Fecha","DFS.Open","DFS.High","DFS.Low","DFS.Close","DFS.Volume","DFS.Adjusted"
2013-11-01,51.8699989318848,52.2099990844727,51.8400001525879,52,2260800,42.0834503173828
2013-11-04,52.8300018310547,52.939998626709,52.2700004577637,52.4199981689453,2173600,42.4233589172363
2013-11-05,51.9700012207031,52.3199996948242,51.4599990844727,51.9199981689453,2420900,42.1796417236328
2013-11-06,52.2700004577637,52.7400016784668,52.0499992370605,52.6399993896484,3167300,42.7645683288574
2013-11-07,52.7599983215332,52.9199981689453,52.0400009155273,52.0400009155273,3673200,42.2771339416504
2013-11-08,52.1599998474121,52.3199996948242,51.6800003051758,52.2599983215332,3556900,42.4558563232422
2013-11-11,52.3499984741211,52.4700012207031,51.9099998474121,52.1199989318848,2726200,42.3421173095703
2013-11-12,51.8400001525879,51.9799995422363,50.7400016784668,50.9199981689453,6580400,41.3672370910645
2013-11-13,50.6300010681152,50.9799995422363,50.2200012207031,50.9199981689453,6352700,41.3672370910645
2013-11-14,51,51.75,50.9599990844727,51.7200012207031,2611000,42.0171699523926
2013-11-15,51.8499984741211,52.4000015258789,51.75,52.3899993896484,3030800,42.5614776611328
2013-11-18,52.4900016784668,52.6800003051758,51.75,51.9300003051758,2456900,42.1877822875977
2013-11-19,51.8400001525879,52.2299995422363,51.560001373291,51.689998626709,2335100,41.9927787780762
2013-11-20,51.9000015258789,52.0900001525879,51.4199981689453,51.5,1519700,41.8384323120117
2013-11-21,51.7000007629395,52.2299995422363,51.3300018310547,52.2099990844727,2479500,42.4152297973633
2013-11-22,52.3899993896484,52.5,52.0200004577637,52.4000015258789,1913900,42.5695953369141
2013-11-25,52.6399993896484,53.3800010681152,52.5,53.2200012207031,2646700,43.2357711791992
2013-11-26,53.3300018310547,53.439998626709,52.8499984741211,53.0400009155273,2815100,43.0895309448242
2013-11-27,53.2599983215332,53.4000015258789,52.7999992370605,53.2700004577637,1856900,43.2763748168945
2013-11-29,53.3800010681152,53.7000007629395,53.1699981689453,53.2999992370605,1127700,43.3007507324219
2013-12-02,53.4900016784668,53.7599983215332,52.75,52.8899993896484,2530300,42.967658996582
2013-12-03,51.9700012207031,52.6300010681152,51.6199989318848,51.810001373291,3360600,42.0902786254883
2013-12-04,51.5099983215332,52.3199996948242,51.25,52.1100006103516,2793600,42.3340034484863
2013-12-05,52.0499992370605,52.2900009155273,51.7799987792969,51.9199981689453,2709500,42.1796417236328
2013-12-06,52.4700012207031,53,52.4199981689453,52.7700004577637,2229200,42.8701705932617
2013-12-09,52.9099998474121,53.5800018310547,52.8800010681152,53.4700012207031,2783300,43.4388542175293
2013-12-10,53.3499984741211,53.4599990844727,52.9300003051758,53.2099990844727,2412800,43.2276420593262
2013-12-11,52.5499992370605,53.4599990844727,52.5499992370605,52.6800003051758,4144200,42.7970809936523
2013-12-12,52.7900009155273,53.0499992370605,52.25,52.5900001525879,2729900,42.7239532470703
2013-12-13,52.9300003051758,53.3699989318848,52.6199989318848,53.0200004577637,2671800,43.0732841491699
2013-12-16,54.2200012207031,54.2200012207031,53.1300010681152,53.7200012207031,2557500,43.6419639587402
2013-12-17,53.8699989318848,53.9000015258789,53.0699996948242,53.3499984741211,2562100,43.3413696289062
2013-12-18,53.5499992370605,54.5299987792969,52.6100006103516,54.4500007629395,3576500,44.2350120544434
2013-12-19,54.2799987792969,54.4500007629395,53.7000007629395,53.9000015258789,2045500,43.7881889343262
2013-12-20,53.939998626709,54.1100006103516,53.6800003051758,54,4133100,43.8694305419922
2013-12-23,54.3300018310547,54.3300018310547,53.7799987792969,54.0200004577637,1648300,43.8856620788574
2013-12-24,54.0400009155273,54.4599990844727,54.0099983215332,54.3600006103516,1152900,44.1618957519531
2013-12-26,54.6300010681152,54.9099998474121,54.3699989318848,54.5999984741211,2038300,44.3568572998047
2013-12-27,54.5800018310547,54.7200012207031,54.2700004577637,54.5,1072100,44.2756233215332
2013-12-30,54.5999984741211,55.1199989318848,54.5999984741211,55.0699996948242,1683700,44.7386894226074
2013-12-31,55.1500015258789,56.2000007629395,55.1500015258789,55.9500007629395,2405000,45.4535942077637
2014-01-02,55.7900009155273,56,55.1399993896484,55.3600006103516,2756600,44.9742736816406
2014-01-03,55.3400001525879,55.560001373291,54.9700012207031,55.0699996948242,1972000,44.7386894226074
2014-01-06,55.1199989318848,55.4799995422363,54.3499984741211,54.3600006103516,2169200,44.1618957519531
2014-01-07,54.6800003051758,55.0400009155273,54.4099998474121,54.7299995422363,3311800,44.4624786376953
2014-01-08,54.9500007629395,55.2299995422363,54.6699981689453,54.7599983215332,2459700,44.4868507385254
2014-01-09,55.0299987792969,55.1699981689453,54.7200012207031,55.1199989318848,2280800,44.7793083190918
2014-01-10,55.1800003051758,55.5499992370605,55.1300010681152,55.4099998474121,2393500,45.0149078369141
2014-01-13,55.3499984741211,55.5200004577637,53.5299987792969,53.6599998474121,3339800,43.5932159423828
2014-01-14,53.939998626709,54.810001373291,53.4599990844727,54.7799987792969,2600600,44.5030975341797
2014-01-15,55.0800018310547,55.1300010681152,54.5499992370605,54.8499984741211,2553900,44.5599555969238
2014-01-16,54.75,54.9599990844727,54.1100006103516,54.2700004577637,1814900,44.0887794494629
2014-01-17,54.4000015258789,54.4000015258789,53.0400009155273,53.4099998474121,4672500,43.3901176452637
2014-01-21,53.8899993896484,54.0499992370605,53.1800003051758,53.2900009155273,4044400,43.2926216125488
2014-01-22,53.4799995422363,53.8499984741211,53.2900009155273,53.6599998474121,3007800,43.5932159423828
2014-01-23,53.2200012207031,53.4199981689453,51.7799987792969,52.4000015258789,5046000,42.5695953369141
2014-01-24,54.75,55.5,53.75,53.8800010681152,8977700,43.7719383239746
2014-01-27,54.0499992370605,54.5,53.2900009155273,53.310001373291,5278600,43.3088836669922
2014-01-28,54.2000007629395,55.3400001525879,53.8800010681152,55.2900009155273,5231500,44.9174156188965
2014-01-29,54.75,55.0800018310547,53.7799987792969,53.9799995422363,3837200,43.8531799316406
2014-01-30,54.439998626709,54.7999992370605,53.8800010681152,54.7799987792969,3250800,44.5030975341797
2014-01-31,53.7700004577637,54.439998626709,53.5999984741211,53.6500015258789,3233400,43.5850791931152
2014-02-03,53.6599998474121,53.7299995422363,52.1599998474121,52.2099990844727,4658600,42.4152297973633
2014-02-04,52.25,52.5299987792969,51.8800010681152,52.2400016784668,3466700,42.6027946472168
2014-02-05,52.060001373291,52.8600006103516,51.6300010681152,52.7299995422363,2997600,43.0024108886719
2014-02-06,53.060001373291,53.9900016784668,52.7700004577637,53.9700012207031,3245500,44.0136642456055
2014-02-07,54.189998626709,55.3300018310547,54.1300010681152,55.25,4011700,45.0575294494629
2014-02-10,55.2000007629395,55.7999992370605,54.8899993896484,55.6300010681152,2410300,45.3674240112305
2014-02-11,55.5400009155273,55.939998626709,55.3899993896484,55.6800003051758,3451900,45.4081954956055
2014-02-12,55.7000007629395,55.9199981689453,55.5499992370605,55.7799987792969,2612400,45.4897499084473
2014-02-13,55.4000015258789,56.2000007629395,55.1300010681152,56.1699981689453,2282600,45.8077964782715
2014-02-14,57.1300010681152,57.2099990844727,56.5400009155273,56.9199981689453,3170500,46.4194297790527
2014-02-18,57,57.6300010681152,56.7400016784668,57.560001373291,2728100,46.9413757324219
2014-02-19,57.25,57.8199996948242,56.7900009155273,56.8499984741211,2576600,46.362361907959
2014-02-20,56.8199996948242,57.5400009155273,56.4900016784668,57.0699996948242,2620600,46.5417785644531
2014-02-21,57.1399993896484,57.4700012207031,56.6300010681152,56.7099990844727,2624100,46.2481918334961
2014-02-24,57.9099998474121,57.9099998474121,56.9500007629395,57.439998626709,2786300,46.8435134887695
2014-02-25,57.2999992370605,57.4700012207031,56.6199989318848,56.9599990844727,3476200,46.4520568847656
2014-02-26,57.2900009155273,57.5699996948242,56.4500007629395,56.7799987792969,3654700,46.3052673339844
2014-02-27,56.7999992370605,57.1300010681152,56.3199996948242,56.4799995422363,3536500,46.0606155395508
2014-02-28,56.5999984741211,57.9300003051758,56.5,57.3800010681152,3874000,46.7945785522461
2014-03-03,56.9599990844727,57.3699989318848,56.6599998474121,57.0499992370605,3102700,46.5254592895508
2014-03-04,57.7599983215332,58.2299995422363,57.5900001525879,58.1399993896484,2943800,47.4143753051758
2014-03-05,58.0699996948242,58.5200004577637,57.7700004577637,58.3400001525879,2246400,47.5774841308594
2014-03-06,58.439998626709,59.060001373291,58.3899993896484,58.7700004577637,2291800,47.9281616210938
2014-03-07,59.0800018310547,59.7000007629395,58.7999992370605,59.2799987792969,3033500,48.3440742492676
2014-03-10,59.1399993896484,59.5099983215332,58.7900009155273,59.4099998474121,2285900,48.4500923156738
2014-03-11,59.4700012207031,59.4700012207031,58.4199981689453,58.5999984741211,2736100,47.7895202636719
2014-03-12,58.4300003051758,58.7900009155273,58.1699981689453,58.5999984741211,2180600,47.7895202636719
2014-03-13,58.7799987792969,58.8300018310547,57.1599998474121,57.2799987792969,3430000,46.7130317687988
2014-03-14,57.0800018310547,57.7599983215332,56.6599998474121,57.1699981689453,2303300,46.6233177185059
2014-03-17,57.3800010681152,58.060001373291,57.2400016784668,57.6800003051758,2933600,47.039234161377
2014-03-18,57.7700004577637,58.0200004577637,57.0800018310547,57.1800003051758,2960700,46.6314811706543
2014-03-19,57.3199996948242,57.9700012207031,57,57.6699981689453,3350200,47.0310897827148
2014-03-20,57.5499992370605,58.7400016784668,57.25,58.7200012207031,2915300,47.887393951416
