"Fecha","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
2013-12-03,148.160003662109,149.220001220703,147.539993286133,148.990005493164,783800,111.19352722168
2013-12-04,148.949996948242,150.410003662109,146.570007324219,148.080001831055,715100,110.514373779297
2013-12-05,147.929992675781,148.059997558594,146.220001220703,146.949996948242,648200,109.671035766602
2013-12-06,148.25,150.259994506836,147.399993896484,149.550003051758,755500,111.611450195312
2013-12-09,149.550003051758,152.479995727539,149.289993286133,149.990005493164,835400,111.939842224121
2013-12-10,150.320007324219,155.050003051758,149.259994506836,151.600006103516,935400,113.141395568848
2013-12-11,151.199996948242,151.860000610352,147.690002441406,147.889999389648,867300,110.372566223145
2013-12-12,148.130004882812,149.130004882812,147.729995727539,148.630004882812,1036800,110.924865722656
2013-12-13,149.25,149.789993286133,147.220001220703,148.850006103516,983100,111.089057922363
2013-12-16,149.600006103516,152.259994506836,149.600006103516,149.940002441406,908400,111.902526855469
2013-12-17,150.619995117188,152.080001831055,148.850006103516,151.529998779297,872800,113.089111328125
2013-12-18,152.610000610352,156.690002441406,150.740005493164,156.149993896484,1122400,116.537109375
2013-12-19,155.919998168945,156.130004882812,152.729995727539,153.520004272461,716900,114.574325561523
2013-12-20,154.949996948242,156.570007324219,153.490005493164,155.279998779297,955800,115.887870788574
2013-12-23,156.610000610352,157.020004272461,155.440002441406,156.589996337891,535900,116.865493774414
2013-12-24,156.169998168945,157.710006713867,155.979995727539,156.940002441406,289800,117.126747131348
2013-12-26,155.830001831055,159.220001220703,155.770004272461,157.800003051758,443500,117.768569946289
2013-12-27,158.75,159.039993286133,156.169998168945,156.960006713867,341100,117.141677856445
2013-12-30,156.630004882812,157.570007324219,155.949996948242,157.039993286133,283700,117.201354980469
2013-12-31,157.070007324219,157.5,156.350006103516,156.860000610352,340500,117.067039489746
2014-01-02,156.520004272461,157.110000610352,155.110000610352,156.029998779297,407400,116.447540283203
2014-01-03,156.289993286133,158.559997558594,156.289993286133,156.899993896484,442400,117.096839904785
2014-01-06,157.369995117188,157.699996948242,154.369995117188,154.449996948242,594900,115.26838684082
2014-01-07,154.910003662109,156.160003662109,154.460006713867,154.580001831055,664400,115.365455627441
2014-01-08,155.5,157.610000610352,153.460006713867,157.600006103516,813500,117.619323730469
2014-01-09,158.050003051758,159.360000610352,156.580001831055,159.009994506836,788900,118.671607971191
2014-01-10,159.910003662109,160.009994506836,156.289993286133,156.639999389648,852600,116.90283203125
2014-01-13,156.210006713867,156.539993286133,152.789993286133,153.5,696500,114.559417724609
2014-01-14,153.559997558594,155.369995117188,153.300003051758,155.25,1097500,115.865478515625
2014-01-15,155.25,158.110000610352,155.220001220703,157.600006103516,753100,117.619323730469
2014-01-16,157.619995117188,159.259994506836,156.800003051758,159.070007324219,714600,118.71639251709
2014-01-17,157.429992675781,159.75,156.199996948242,156.839996337891,772900,117.052108764648
2014-01-21,157.279998779297,157.889999389648,151.619995117188,153.699996948242,1072500,114.708641052246
2014-01-22,153.729995727539,153.729995727539,150.160003662109,150.979995727539,1239600,112.678726196289
2014-01-23,149.509994506836,153.380004882812,149.509994506836,153.330001831055,993600,114.432556152344
2014-01-24,150.389999389648,152.259994506836,145.5,145.679992675781,1330900,108.723220825195
2014-01-27,147.600006103516,147.600006103516,141.880004882812,142.490005493164,1925800,106.342491149902
2014-01-28,142.240005493164,145.190002441406,140.729995727539,143.899993896484,1642900,107.39478302002
2014-01-29,142.789993286133,144.449996948242,140.970001220703,141.630004882812,1473000,105.700637817383
2014-01-30,146.449996948242,147,130.050003051758,132.220001220703,4738100,98.6778182983398
2014-01-31,131,136.320007324219,130.320007324219,133.300003051758,3119400,99.4838256835938
2014-02-03,133.300003051758,134.320007324219,124.389999389648,126.690002441406,3605300,94.550666809082
2014-02-04,128.279998779297,130.970001220703,127.589996337891,130.600006103516,2339300,97.4687957763672
2014-02-05,129.539993286133,130.729995727539,128.240005493164,130.380004882812,1876000,97.3045959472656
2014-02-06,130.789993286133,133.630004882812,130.520004272461,133.600006103516,1890900,99.7077102661133
2014-02-07,134.539993286133,137.270004272461,133.600006103516,136.550003051758,1958000,101.909355163574
2014-02-10,136.580001831055,138.820007324219,135.729995727539,136.589996337891,1519900,101.939231872559
2014-02-11,136.570007324219,138.539993286133,136.279998779297,137.970001220703,1507800,102.969146728516
2014-02-12,138.630004882812,139.820007324219,136.589996337891,137.929992675781,1250100,102.939300537109
2014-02-13,136.740005493164,139.089996337891,136.259994506836,138.429992675781,868300,103.312431335449
2014-02-14,138.410003662109,140.380004882812,137.619995117188,138.559997558594,1381000,103.40943145752
2014-02-18,139.059997558594,140.25,135.860000610352,136.660003662109,1432900,101.991424560547
2014-02-19,136.679992675781,137.070007324219,134.690002441406,135.110000610352,1257000,100.834632873535
2014-02-20,135.429992675781,138.259994506836,133.389999389648,138.009994506836,1314500,102.998985290527
2014-02-21,138.289993286133,139.660003662109,138.050003051758,138.800003051758,1170900,103.588554382324
2014-02-24,139.509994506836,142.089996337891,138.820007324219,140.869995117188,1219300,105.133415222168
2014-02-25,140.869995117188,142.210006713867,140.240005493164,140.729995727539,1195300,105.028945922852
2014-02-26,140.850006103516,143.619995117188,138.899993896484,142.300003051758,1190600,106.674438476562
2014-02-27,142.070007324219,145.490005493164,142,145.029998779297,1110700,108.720947265625
2014-02-28,144.740005493164,146.5,143.029998779297,144.630004882812,1284000,108.421119689941
2014-03-03,142.440002441406,144.380004882812,141.759994506836,143.139999389648,1382700,107.304145812988
2014-03-04,144.919998168945,146.789993286133,144.580001831055,145.880004882812,1108300,109.358154296875
2014-03-05,145.649993896484,148.630004882812,144.869995117188,147.779998779297,1318200,110.78247833252
2014-03-06,148.270004272461,148.869995117188,146.949996948242,147.490005493164,648900,110.56510925293
2014-03-07,148.960006713867,149.399993896484,145.720001220703,145.990005493164,903400,109.440612792969
2014-03-10,145.729995727539,145.779998779297,144.580001831055,145.699996948242,985500,109.223213195801
2014-03-11,145.949996948242,146.649993896484,143.740005493164,144.419998168945,891400,108.263656616211
2014-03-12,144.410003662109,144.429992675781,142,144.050003051758,865300,107.986274719238
2014-03-13,144.399993896484,145.300003051758,140.490005493164,141.690002441406,933500,106.217163085938
2014-03-14,141.630004882812,143.009994506836,140.800003051758,142.080001831055,1026000,106.50952911377
2014-03-17,142.5,146.369995117188,142.5,144.979995727539,985200,108.683517456055
2014-03-18,145.470001220703,146.800003051758,144.809997558594,146.330001831055,644600,109.695503234863
2014-03-19,146.960006713867,147.889999389648,144.740005493164,146.350006103516,663900,109.710487365723
2014-03-20,145.860000610352,145.910003662109,143.809997558594,144.720001220703,739400,108.48860168457
2014-03-21,145.789993286133,146.610000610352,144.479995727539,144.929992675781,1264300,108.645965576172
2014-03-24,145.869995117188,146.070007324219,141.600006103516,142.949996948242,756300,107.161735534668
2014-03-25,143.880004882812,145.809997558594,143.429992675781,145.350006103516,772100,108.960861206055
2014-03-26,146.050003051758,147.039993286133,142.520004272461,142.639999389648,677800,106.92928314209
2014-03-27,142.350006103516,144.300003051758,142.050003051758,143.080001831055,681300,107.259155273438
2014-03-28,143.779998779297,147.119995117188,143.539993286133,146.75,761200,110.010353088379
2014-03-31,147.580001831055,149.570007324219,146.830001831055,149.460006713867,909500,112.04190826416
2014-04-01,149.729995727539,154.210006713867,149.059997558594,153.300003051758,1237500,114.920524597168
2014-04-02,153.300003051758,154.360000610352,152.240005493164,153.630004882812,781600,115.167907714844
2014-04-03,154.210006713867,154.410003662109,152.149993896484,153.089996337891,835100,114.763084411621
2014-04-04,154.699996948242,156.710006713867,151.729995727539,152,1361100,113.945976257324
2014-04-07,151.639999389648,153.350006103516,145.940002441406,147.820007324219,1276900,110.812469482422
2014-04-08,147.529998779297,149.869995117188,146.029998779297,147.979995727539,982300,110.932403564453
2014-04-09,149.339996337891,151.089996337891,147.309997558594,150.080001831055,871200,112.506683349609
2014-04-10,149.690002441406,151.039993286133,147.179992675781,147.380004882812,916900,110.482627868652
2014-04-11,146.429992675781,150.830001831055,145.5,147.779998779297,1230900,110.78247833252
2014-04-14,149.059997558594,150.570007324219,146.960006713867,148.369995117188,717500,111.224761962891
2014-04-15,149.300003051758,152.369995117188,148.429992675781,151.460006713867,1120800,113.54118347168
2014-04-16,152.929992675781,154.800003051758,151.710006713867,154.759994506836,1010400,116.014984130859
2014-04-17,154.940002441406,155.649993896484,153.119995117188,153.75,785300,115.257881164551
2014-04-21,154.369995117188,154.850006103516,153,154.380004882812,597500,115.730140686035
2014-04-22,154.5,155.580001831055,153.660003662109,154.860000610352,869200,116.089942932129
2014-04-23,154.339996337891,154.389999389648,152.539993286133,153.529998779297,722400,115.092948913574
2014-04-24,154.300003051758,155.25,152.339996337891,154.660003662109,859800,115.940040588379
2014-04-25,151.330001831055,155.809997558594,149.020004272461,155.419998168945,1533600,116.509750366211
2014-04-28,155.899993896484,156.660003662109,151,154.380004882812,1414000,115.730140686035
2014-04-29,154.210006713867,154.389999389648,150.720001220703,152.259994506836,984500,114.140853881836
2014-04-30,152.169998168945,153.589996337891,151.470001220703,153.380004882812,585900,114.980499267578
2014-05-01,152.960006713867,154.970001220703,151.419998168945,152.199996948242,752500,114.095932006836
2014-05-02,152.550003051758,154.940002441406,151.389999389648,152.5,643200,114.320831298828
2014-05-05,152.009994506836,153.779998779297,151.039993286133,152.490005493164,487100,114.313301086426
2014-05-06,152.020004272461,152.880004882812,149.220001220703,149.380004882812,884700,111.981910705566
2014-05-07,149.960006713867,151.839996337891,147.660003662109,151.770004272461,872900,113.773559570312
2014-05-08,151.619995117188,152.820007324219,150.070007324219,150.960006713867,560500,113.166358947754
2014-05-09,150.589996337891,151.600006103516,149.149993896484,151.529998779297,562500,113.593643188477
2014-05-12,152.369995117188,156.279998779297,152.270004272461,155.880004882812,886600,116.854606628418
2014-05-13,155.029998779297,155.330001831055,149.830001831055,151.550003051758,1615800,113.608657836914
2014-05-14,150.720001220703,151,143.419998168945,144.529998779297,2546300,108.884979248047
2014-05-15,144.119995117188,144.220001220703,140.740005493164,144.130004882812,1800100,108.583648681641
2014-05-16,144.580001831055,146.360000610352,142.779998779297,145.979995727539,1491300,109.977401733398
2014-05-19,144.970001220703,145.820007324219,143.910003662109,145.479995727539,830900,109.600662231445
2014-05-20,145.020004272461,146.089996337891,143.470001220703,144.410003662109,573300,108.794548034668
2014-05-21,144.789993286133,145.660003662109,144.539993286133,145.410003662109,725200,109.547973632812
2014-05-22,144.940002441406,146.779998779297,144.399993896484,145.889999389648,597800,109.909591674805
2014-05-23,146.259994506836,147.520004272461,145.770004272461,147.259994506836,554700,110.941734313965
2014-05-27,147.75,147.979995727539,142.809997558594,143.710006713867,1281000,108.267227172852
2014-05-28,144,144.589996337891,142.550003051758,143.259994506836,661700,107.928192138672
2014-05-29,144.020004272461,144.919998168945,142.419998168945,143.220001220703,637000,107.898071289062
2014-05-30,143.279998779297,144.259994506836,142.509994506836,143.550003051758,1053300,108.146675109863
2014-06-02,144.179992675781,144.179992675781,142.880004882812,143.410003662109,492600,108.041198730469
2014-06-03,143.240005493164,144.570007324219,142.869995117188,143.5,747800,108.109016418457
2014-06-04,142.789993286133,143.360000610352,141.570007324219,141.589996337891,986000,106.670066833496
2014-06-05,143.050003051758,143.910003662109,141.139999389648,143.199996948242,891700,107.883003234863
2014-06-06,143.279998779297,144.309997558594,142.860000610352,144.070007324219,672100,108.538436889648
2014-06-09,144.259994506836,144.429992675781,141.770004272461,141.929992675781,981400,106.926200866699
2014-06-10,141.929992675781,143.369995117188,141.050003051758,143.350006103516,926400,107.996032714844
2014-06-11,142.190002441406,142.800003051758,140.470001220703,140.960006713867,884400,106.195449829102
2014-06-12,140.809997558594,141.350006103516,138.25,138.559997558594,1331900,104.387344360352
2014-06-13,138.440002441406,138.589996337891,136.940002441406,138.229995727539,1179800,104.13875579834
2014-06-16,138.539993286133,139.589996337891,137.050003051758,138.380004882812,756200,104.251731872559
2014-06-17,138.039993286133,138.729995727539,136.639999389648,138,932700,103.965454101562
2014-06-18,138.25,140.020004272461,137.089996337891,139.789993286133,684100,105.314010620117
2014-06-19,139.869995117188,140.380004882812,139.009994506836,139.300003051758,643700,104.944839477539
2014-06-20,140.050003051758,140.289993286133,138.630004882812,138.869995117188,997700,104.620918273926
2014-06-23,138.330001831055,140.929992675781,137.130004882812,139.330001831055,952100,104.967475891113
2014-06-24,139.350006103516,141.25,138.490005493164,138.929992675781,782400,104.666076660156
2014-06-25,138.470001220703,139.130004882812,137.210006713867,138.990005493164,964900,104.711334228516
2014-06-26,139.160003662109,139.160003662109,136.860000610352,138.110000610352,839600,104.048324584961
2014-06-27,138.119995117188,139.300003051758,137.619995117188,138.460006713867,1459400,104.311996459961
2014-06-30,138.910003662109,139.970001220703,137.660003662109,139.220001220703,775300,104.884582519531
2014-07-01,139.699996948242,142.910003662109,139.699996948242,141.869995117188,1058100,106.88102722168
2014-07-02,141.449996948242,141.910003662109,139.820007324219,140.259994506836,631000,105.668121337891
2014-07-03,140.669998168945,142.649993896484,140.270004272461,142.539993286133,405600,107.385803222656
2014-07-07,141.490005493164,142.339996337891,139.960006713867,140.160003662109,907400,105.592765808105
2014-07-08,140.029998779297,144.320007324219,139.279998779297,142.729995727539,1973200,107.528900146484
2014-07-09,142.75,143.369995117188,140.850006103516,141.110000610352,1452100,106.308448791504
2014-07-10,138.320007324219,139.710006713867,137.550003051758,139.210006713867,1655500,104.877044677734
2014-07-11,139.919998168945,144.179992675781,139.149993896484,140.759994506836,1451500,106.044761657715
2014-07-14,141.289993286133,141.330001831055,138.539993286133,139.309997558594,1043600,104.952346801758
2014-07-15,139.25,140.660003662109,138.649993896484,139.970001220703,1035000,105.449638366699
2014-07-16,140.419998168945,141.809997558594,139.25,140.600006103516,1654900,105.92423248291
2014-07-17,139.479995727539,139.929992675781,138.570007324219,138.960006713867,969500,104.688682556152
2014-07-18,140.089996337891,140.970001220703,139.399993896484,139.5,940100,105.095542907715
2014-07-21,138.649993896484,140.729995727539,138.649993896484,140.350006103516,744500,105.735893249512
2014-07-22,140.600006103516,144.089996337891,140.529998779297,143.199996948242,1536400,107.883003234863
2014-07-23,136.899993896484,145.339996337891,135.369995117188,145.240005493164,5960500,109.419876098633
2014-07-24,144.990005493164,148.800003051758,144.300003051758,146.910003662109,3281800,110.678031921387
2014-07-25,146.410003662109,149.080001831055,145.580001831055,148.889999389648,1587000,112.169700622559
2014-07-28,148.869995117188,149.240005493164,147.5,147.630004882812,1575800,111.220436096191
2014-07-29,147.630004882812,148.149993896484,145.119995117188,145.5,1536900,109.615745544434
2014-07-30,145.449996948242,146.130004882812,141.630004882812,142.789993286133,2393500,107.57413482666
2014-07-31,142.649993896484,143.839996337891,140.899993896484,142.639999389648,1902700,107.461112976074
2014-08-01,142.160003662109,145.600006103516,141.550003051758,143.509994506836,1539600,108.116554260254
2014-08-04,144.100006103516,146.679992675781,144.100006103516,145.779998779297,1233400,109.826705932617
2014-08-05,144.690002441406,146.360000610352,143.320007324219,143.889999389648,1020600,108.402824401855
2014-08-06,143.449996948242,146.860000610352,143.389999389648,145.800003051758,1104900,109.841781616211
2014-08-07,146.100006103516,146.25,142.220001220703,142.580001831055,1297100,107.415893554688
2014-08-08,143.110000610352,148.270004272461,143.080001831055,148.149993896484,1670600,111.612197875977
2014-08-11,148.429992675781,148.979995727539,147.490005493164,147.720001220703,941000,111.288238525391
2014-08-12,147.470001220703,148.270004272461,145.039993286133,145.75,774800,109.804130554199
2014-08-13,146.330001831055,146.699996948242,144.449996948242,145.660003662109,1079800,109.736328125
2014-08-14,146.149993896484,150.070007324219,146.149993896484,149.919998168945,1455100,112.945671081543
2014-08-15,150.589996337891,150.639999389648,147.089996337891,148.440002441406,698500,111.830673217773
2014-08-18,149.5,150.960006713867,149.289993286133,150.25,920800,113.194267272949
2014-08-19,151,153.369995117188,150.860000610352,152.899993896484,1358100,115.190689086914
2014-08-20,152.270004272461,154.100006103516,152.149993896484,153.699996948242,702100,115.793388366699
2014-08-21,152.610000610352,153.029998779297,150.520004272461,151.880004882812,972300,114.422256469727
2014-08-22,152,152.630004882812,151,151.860000610352,548200,114.407218933105
2014-08-25,152.699996948242,152.699996948242,150.369995117188,150.639999389648,603500,113.488067626953
2014-08-26,151.009994506836,152.070007324219,150.389999389648,151.669998168945,785200,114.264068603516
2014-08-27,151.139999389648,152.679992675781,150.509994506836,152.509994506836,838600,115.467880249023
2014-08-28,151.509994506836,153,151.119995117188,152.509994506836,742800,115.467880249023
2014-08-29,152.029998779297,153.300003051758,151.869995117188,153.020004272461,515400,115.854026794434
2014-09-02,153.5,153.839996337891,152.470001220703,153.389999389648,577200,116.134147644043
2014-09-03,153.130004882812,154.610000610352,152.880004882812,153.25,687000,116.028175354004
2014-09-04,153.380004882812,155.509994506836,152.820007324219,153.990005493164,842600,116.588432312012
2014-09-05,153.610000610352,153.699996948242,151.75,152.009994506836,1077300,115.089309692383
2014-09-08,151.330001831055,154.470001220703,151.199996948242,152.580001831055,959700,115.520904541016
2014-09-09,152.669998168945,152.669998168945,149.740005493164,151.259994506836,604000,114.521492004395
2014-09-10,151.089996337891,153.740005493164,151.089996337891,153.520004272461,770400,116.232582092285
2014-09-11,152.880004882812,153.720001220703,152.619995117188,153.369995117188,523900,116.118980407715
2014-09-12,153.350006103516,153.970001220703,151.690002441406,152.110000610352,735500,115.165069580078
2014-09-15,152.600006103516,155.190002441406,151.899993896484,153.169998168945,949100,115.967582702637
2014-09-16,152.300003051758,154.320007324219,151.75,152.600006103516,765300,115.536041259766
2014-09-17,152.820007324219,154.970001220703,152.820007324219,154.309997558594,650000,116.830665588379
2014-09-18,155.039993286133,155.089996337891,153.529998779297,153.889999389648,547100,116.512741088867
2014-09-19,154.759994506836,156.130004882812,154,155.820007324219,1096400,117.973960876465
2014-09-22,155.240005493164,155.240005493164,153.149993896484,153.610000610352,974600,116.300727844238
2014-09-23,152.679992675781,153.529998779297,152.199996948242,152.490005493164,596400,115.452735900879
2014-09-24,152.5,154.289993286133,150.639999389648,153.820007324219,1039600,116.459716796875
2014-09-25,153.070007324219,153.759994506836,150.279998779297,150.529998779297,686200,113.968772888184
2014-09-26,150.490005493164,151.279998779297,149.610000610352,150.789993286133,452500,114.165641784668
2014-09-29,149.619995117188,149.759994506836,147.960006713867,148.880004882812,811900,112.719581604004
2014-09-30,148.809997558594,149.240005493164,145,145.649993896484,1159700,110.274024963379
2014-10-01,145.320007324219,145.479995727539,141,141.550003051758,1499400,107.169883728027
2014-10-02,141.080001831055,143.320007324219,140.630004882812,143.059997558594,1133500,108.313125610352
2014-10-03,143.929992675781,144.600006103516,142.399993896484,143.100006103516,1225900,108.343414306641
2014-10-06,144.449996948242,146.190002441406,143.649993896484,143.889999389648,729300,108.941528320312
2014-10-07,143.279998779297,143.600006103516,141.539993286133,142.080001831055,1184400,107.571159362793
2014-10-08,141.869995117188,144.100006103516,139.850006103516,143.929992675781,835300,108.971794128418
2014-10-09,144.020004272461,144.610000610352,140.720001220703,141.279998779297,841600,106.965469360352
2014-10-10,141.279998779297,142.800003051758,139.970001220703,140.630004882812,1230600,106.473358154297
2014-10-13,141.710006713867,144.179992675781,140.330001831055,140.419998168945,1304600,106.314346313477
2014-10-14,141.589996337891,146.979995727539,141.029998779297,145.330001831055,1512300,110.031829833984
2014-10-15,141.619995117188,144.399993896484,140.039993286133,143.679992675781,1483700,108.782524108887
2014-10-16,141.350006103516,147.479995727539,141.350006103516,145.759994506836,944600,110.357322692871
2014-10-17,146.970001220703,150.970001220703,146.149993896484,150.039993286133,1240900,113.597808837891
2014-10-20,150.539993286133,153.539993286133,150.539993286133,153.210006713867,1118300,115.99787902832
2014-10-21,154,155.389999389648,153.070007324219,155.270004272461,743000,117.557540893555
2014-10-22,155.220001220703,157.199996948242,154.119995117188,154.389999389648,977900,116.891265869141
2014-10-23,155.169998168945,158.529998779297,155.089996337891,157.699996948242,814800,119.397331237793
2014-10-24,158,159.979995727539,157.039993286133,158.619995117188,908000,120.093864440918
2014-10-27,157.669998168945,158.100006103516,155.020004272461,157.399993896484,1115300,119.17015838623
2014-10-28,154.259994506836,170.990005493164,153.979995727539,168.059997558594,2885900,127.241035461426
2014-10-29,165.649993896484,168.830001831055,165.649993896484,168.229995727539,1270800,127.369728088379
2014-10-30,168.429992675781,171.300003051758,167.910003662109,170.550003051758,889000,129.126281738281
2014-10-31,172.369995117188,173.699996948242,171.199996948242,172.050003051758,924500,130.261947631836
2014-11-03,171.559997558594,173.270004272461,170.619995117188,172.600006103516,784500,130.67839050293
2014-11-04,172.429992675781,173.130004882812,170.690002441406,172.720001220703,749700,130.76921081543
2014-11-05,174.320007324219,174.449996948242,172.449996948242,172.850006103516,588800,130.867630004883
2014-11-06,172.350006103516,174.899993896484,172.190002441406,174.839996337891,552200,132.374298095703
2014-11-07,174.429992675781,176.619995117188,174.429992675781,175.809997558594,722800,133.10871887207
2014-11-10,175.809997558594,175.830001831055,173.5,173.789993286133,891800,131.579330444336
2014-11-11,174.289993286133,177.179992675781,174.119995117188,175,774100,132.495468139648
2014-11-12,174.220001220703,176.25,173.889999389648,175.210006713867,656900,132.654434204102
2014-11-13,175.479995727539,177.210006713867,174.470001220703,175.210006713867,501700,132.654434204102
2014-11-14,174.830001831055,175.649993896484,172.160003662109,173.270004272461,936400,131.185638427734
2014-11-17,173.360000610352,177.199996948242,173.020004272461,175.550003051758,784000,132.911880493164
2014-11-18,175.570007324219,177.940002441406,175.570007324219,177.220001220703,786600,134.176239013672
2014-11-19,176.429992675781,179.949996948242,175.729995727539,179.889999389648,1086500,136.776565551758
2014-11-20,178.350006103516,182.339996337891,178.179992675781,182.059997558594,921000,138.426544189453
2014-11-21,184.5,185.339996337891,183.160003662109,183.669998168945,983700,139.650665283203
2014-11-24,183.880004882812,185.279998779297,182.5,184.759994506836,1214600,140.479461669922
2014-11-25,184.860000610352,185.580001831055,183.830001831055,184.610000610352,864600,140.365356445312
2014-11-26,184.600006103516,184.940002441406,182.600006103516,183.539993286133,593400,139.551803588867
2014-11-28,184.240005493164,186.639999389648,183.520004272461,186.169998168945,353300,141.551498413086
2014-12-01,186.270004272461,186.839996337891,184.389999389648,185.449996948242,630600,141.004043579102
2014-12-02,185.190002441406,185.800003051758,183.679992675781,184.820007324219,655300,140.525054931641
2014-12-03,185.25,189.460006713867,185.020004272461,189.410003662109,710000,144.014984130859
2014-12-04,189.009994506836,190.220001220703,187.479995727539,188.259994506836,565200,143.140563964844
2014-12-05,188.009994506836,189.869995117188,187.139999389648,188.830001831055,582600,143.573959350586
2014-12-08,188.679992675781,189,185.779998779297,186.589996337891,524200,141.870849609375
2014-12-09,184.360000610352,187.699996948242,183.830001831055,187.429992675781,527600,142.509506225586
2014-12-10,186.350006103516,188.119995117188,183.169998168945,183.259994506836,908800,139.338928222656
2014-12-11,183.839996337891,186.559997558594,183.5,184.460006713867,483500,140.251312255859
2014-12-12,183.919998168945,185.600006103516,180.449996948242,180.639999389648,1120800,137.346832275391
2014-12-15,181.880004882812,184.889999389648,180.729995727539,183.360000610352,1206000,139.414993286133
2014-12-16,179.059997558594,181.039993286133,174.020004272461,174.429992675781,2474900,132.625152587891
2014-12-17,174.429992675781,189.720001220703,172.850006103516,188.929992675781,3197700,143.650024414062
2014-12-18,191.639999389648,192.440002441406,188.350006103516,190.520004272461,1537600,144.858963012695
2014-12-19,191.5,193.779998779297,187.990005493164,189.729995727539,1678100,144.258270263672
2014-12-22,189.389999389648,190.759994506836,187.320007324219,190.289993286133,665500,144.684112548828
2014-12-23,191.110000610352,192.179992675781,190.380004882812,191.130004882812,686600,145.322738647461
2014-12-24,192.160003662109,192.240005493164,191.050003051758,191.149993896484,254400,145.337936401367
2014-12-26,192.460006713867,194.460006713867,191.960006713867,192.449996948242,462100,146.326431274414
2014-12-29,191.490005493164,194.029998779297,191.139999389648,193.029998779297,635700,146.767456054688
2014-12-30,192.889999389648,194.990005493164,192.529998779297,193.660003662109,725600,147.246398925781
2014-12-31,194.880004882812,196.710006713867,193.429992675781,193.740005493164,508800,147.307250976562
2015-01-02,194.169998168945,196.139999389648,191.259994506836,193.009994506836,502400,146.752182006836
2015-01-05,191.330001831055,192.300003051758,188.5,189.029998779297,732200,143.726028442383
2015-01-06,190.009994506836,190.5,186.139999389648,187.470001220703,825700,142.539932250977
2015-01-07,189.389999389648,192.809997558594,188.300003051758,191.880004882812,605300,145.893020629883
2015-01-08,193.470001220703,197.369995117188,192.270004272461,196.830001831055,882100,149.656661987305
2015-01-09,197.350006103516,199.919998168945,196.289993286133,197.229995727539,881400,149.960784912109
2015-01-12,197.949996948242,200.440002441406,195.259994506836,198.960006713867,872200,151.27619934082
2015-01-13,201.080001831055,205.160003662109,194.809997558594,197.369995117188,1185700,150.06721496582
2015-01-14,195.190002441406,200.729995727539,194.800003051758,198.75,1110700,151.116516113281
2015-01-15,198.820007324219,200.720001220703,195.130004882812,195.479995727539,900600,148.630172729492
2015-01-16,194.770004272461,200.449996948242,194.350006103516,200.169998168945,612500,152.196151733398
2015-01-20,201.399993896484,201.630004882812,196.289993286133,197.880004882812,726500,150.455032348633
2015-01-21,197.699996948242,199.110000610352,196.669998168945,197.660003662109,875200,150.287734985352
2015-01-22,199.710006713867,200.839996337891,198.240005493164,199.710006713867,944000,151.846435546875
2015-01-23,200.220001220703,201.970001220703,199.309997558594,200.919998168945,379800,152.76643371582
2015-01-26,200.589996337891,203.759994506836,199.809997558594,203.070007324219,451200,154.401107788086
2015-01-27,200.490005493164,203.240005493164,199.800003051758,201.869995117188,470700,153.488739013672
2015-01-28,204.259994506836,207.149993896484,201.080001831055,201.410003662109,1154000,153.139007568359
2015-01-29,201.020004272461,204.139999389648,199.5,203.949996948242,1010900,155.070236206055
