"Fecha","MLM.Open","MLM.High","MLM.Low","MLM.Close","MLM.Volume","MLM.Adjusted"
2013-11-01,99.8499984741211,99.8499984741211,96.9000015258789,98.6100006103516,347000,90.0620422363281
2013-11-04,99,104.559997558594,99,102.75,1315300,93.8431701660156
2013-11-05,102.279998779297,102.569999694824,100.059997558594,100.180000305176,444100,91.4959716796875
2013-11-06,100.819999694824,100.819999694824,98.9899978637695,99.5299987792969,384300,90.9022827148438
2013-11-07,103.889999389648,106,100.519996643066,100.940002441406,911800,92.1900634765625
2013-11-08,100.800003051758,101.029998779297,98.9000015258789,100.699996948242,683800,91.9708633422852
2013-11-11,100.629997253418,101.099998474121,99.8899993896484,100.459999084473,251700,91.7516632080078
2013-11-12,100.019996643066,100.550003051758,98.7600021362305,99.4100036621094,387200,90.7926712036133
2013-11-13,99.1800003051758,101.209999084473,98.8199996948242,100.529998779297,498300,91.8156051635742
2013-11-14,100.849998474121,102.559997558594,99.0500030517578,102.290000915527,441900,93.4230346679688
2013-11-15,97.7300033569336,106.480003356934,96.8199996948242,102.830001831055,270300,93.9162063598633
2013-11-18,103.360000610352,103.440002441406,101,101.400001525879,285400,92.6101760864258
2013-11-19,100.809997558594,102.25,100.599998474121,101.099998474121,207900,92.3361740112305
2013-11-20,101.720001220703,101.830001831055,100,100.48999786377,153000,91.7790832519531
2013-11-21,100.26000213623,101.019996643066,100.099998474121,100.400001525879,239300,91.6968460083008
2013-11-22,100.01000213623,100.48999786377,98.3899993896484,99.2399978637695,534100,90.6374282836914
2013-11-25,99.129997253418,99.879997253418,97.9400024414062,98.0899963378906,643900,89.5870819091797
2013-11-26,97.6999969482422,99.0400009155273,97.5800018310547,98.1900024414062,392700,89.678466796875
2013-11-27,102.660003662109,102.660003662109,96.7300033569336,97.3399963378906,1839200,89.2657623291016
2013-11-29,97.3499984741211,97.3499984741211,96.2399978637695,96.5599975585938,285700,88.5504608154297
2013-12-02,96.3600006103516,98.4100036621094,96.0100021362305,97.8499984741211,500400,89.7334671020508
2013-12-03,97.4499969482422,97.9199981689453,96.0500030517578,97.25,433500,89.183219909668
2013-12-04,96.5500030517578,97.3199996948242,95.5,96.4100036621094,333000,88.4129028320312
2013-12-05,95.9000015258789,97.1999969482422,95.3899993896484,95.620002746582,429800,87.6884384155273
2013-12-06,96.7699966430664,98.1999969482422,96.7699966430664,97.2399978637695,457100,89.1740570068359
2013-12-09,97.9000015258789,98.870002746582,97.4100036621094,98.4100036621094,539800,90.2470245361328
2013-12-10,98.1800003051758,98.6800003051758,97.0500030517578,97.0699996948242,350900,89.0181503295898
2013-12-11,96.7799987792969,97.1600036621094,95.7200012207031,96.3300018310547,520900,88.3395690917969
2013-12-12,96,97.0699996948242,95.5,96.5400009155273,453900,88.5321350097656
2013-12-13,97,97.6800003051758,96.5100021362305,97,566700,88.9539947509766
2013-12-16,97.2300033569336,97.3499984741211,95.5299987792969,95.6500015258789,543700,87.7159423828125
2013-12-17,95.2600021362305,95.9300003051758,94.7399978637695,95.0500030517578,646800,87.1657257080078
2013-12-18,95.0800018310547,96.9100036621094,94.6900024414062,96.5999984741211,1074900,88.5871429443359
2013-12-19,96.5,96.8099975585938,95.9400024414062,95.9800033569336,954100,88.0186004638672
2013-12-20,96.5999984741211,96.6500015258789,95.9499969482422,96.1699981689453,799900,88.1928100585938
2013-12-23,96.9899978637695,97.25,95.879997253418,96.6900024414062,567200,88.6696929931641
2013-12-24,96.6999969482422,97.370002746582,96.4899978637695,97.2300033569336,211300,89.1648941040039
2013-12-26,97.4400024414062,98.379997253418,97.4199981689453,98.0100021362305,141300,89.8802032470703
2013-12-27,98.1500015258789,99.1600036621094,97.9700012207031,99.0599975585938,228300,90.8430862426758
2013-12-30,99.3399963378906,100.819999694824,98.8099975585938,100.169998168945,384500,91.8610153198242
2013-12-31,100.699996948242,101.290000915527,99.8099975585938,99.9400024414062,297900,91.6501159667969
2014-01-02,99.5400009155273,100.180000305176,98.7399978637695,99.5400009155273,393200,91.2832641601562
2014-01-03,99.4499969482422,100.569999694824,99.120002746582,99.379997253418,156200,91.1365585327148
2014-01-06,100.220001220703,100.220001220703,98.629997253418,98.6999969482422,285400,90.5129623413086
2014-01-07,99.3399963378906,100.790000915527,98.9300003051758,100.790000915527,461100,92.4295806884766
2014-01-08,100.949996948242,103.519996643066,100.300003051758,103.430000305176,936500,94.8506240844727
2014-01-09,103.379997253418,105.169998168945,102.080001831055,105.01000213623,721800,96.2995529174805
2014-01-10,105.150001525879,105.860000610352,104.980003356934,105.839996337891,503600,97.0607223510742
2014-01-13,106,106.819999694824,104.75,105.25,779000,96.5196533203125
2014-01-14,105.5,107.23999786377,104.389999389648,106.879997253418,550400,98.0144271850586
2014-01-15,107.110000610352,109.059997558594,106.75,108.059997558594,635300,99.096565246582
2014-01-16,107.919998168945,109.23999786377,107.919998168945,108.589996337891,417800,99.5825729370117
2014-01-17,108.75,108.940002441406,107.800003051758,108.150001525879,456000,99.1790618896484
2014-01-21,108.669998168945,109.569999694824,108.199996948242,109.470001220703,486800,100.389587402344
2014-01-22,109.660003662109,109.73999786377,108.389999389648,108.419998168945,399300,99.4267120361328
2014-01-23,107.800003051758,110.309997558594,107.800003051758,109.169998168945,535500,100.114463806152
2014-01-24,109.389999389648,115,102.26000213623,104.319999694824,2851300,95.6667861938477
2014-01-27,104.029998779297,104.779998779297,101.919998168945,102.779998779297,1157500,94.2545166015625
2014-01-28,104.980003356934,109.680000305176,104.050003051758,106.75,4498100,97.8952102661133
2014-01-29,109.709999084473,109.709999084473,104.809997558594,108,1113400,99.0415420532227
2014-01-30,108.98999786377,109.110000610352,106.120002746582,107.769996643066,1065600,98.8306121826172
2014-01-31,105.849998474121,110.220001220703,105.830001831055,109.01000213623,1272600,99.9677352905273
2014-02-03,108.400001525879,109,104.050003051758,104.419998168945,1262800,95.7584686279297
2014-02-04,105.389999389648,107.300003051758,104.5,106.129997253418,978900,97.32666015625
2014-02-05,104.959999084473,107.139999389648,104.76000213623,106.419998168945,535400,97.5925979614258
2014-02-06,106.680000305176,113.23999786377,106.680000305176,112.559997558594,1702600,103.223289489746
2014-02-07,112.940002441406,113.209999084473,111.389999389648,112.540000915527,790000,103.204956054688
