"Fecha","SEDG.Open","SEDG.High","SEDG.Low","SEDG.Close","SEDG.Volume","SEDG.Adjusted"
2015-03-26,20.0499992370605,21.8899993896484,19.4899997711182,20.7000007629395,6565700,20.7000007629395
2015-03-27,20.7999992370605,21.5900001525879,20.2900009155273,21.0699996948242,935000,21.0699996948242
2015-03-30,20.7999992370605,22.4899997711182,20.7999992370605,22.0699996948242,443300,22.0699996948242
2015-03-31,22.1100006103516,22.5,21.6100006103516,21.9300003051758,274200,21.9300003051758
2015-04-01,21.9300003051758,22.3899993896484,21.7099990844727,22.2399997711182,207200,22.2399997711182
2015-04-02,22.25,23.4300003051758,22.0779991149902,23.0699996948242,248800,23.0699996948242
2015-04-06,23.6399993896484,23.8500003814697,22.2399997711182,22.4799995422363,161800,22.4799995422363
2015-04-07,22.3799991607666,23.6599998474121,22.2099990844727,23.2099990844727,144800,23.2099990844727
2015-04-08,23.5,24.1000003814697,23.1060009002686,23.7199993133545,176300,23.7199993133545
2015-04-09,24.25,24.7399997711182,24.0030002593994,24.2800006866455,322700,24.2800006866455
2015-04-10,24.4599990844727,24.7000007629395,23.8899993896484,24.1299991607666,169100,24.1299991607666
2015-04-13,24.25,24.4799995422363,23.9300003051758,24.3299999237061,246300,24.3299999237061
2015-04-14,24.4799995422363,24.6700000762939,24.2900009155273,24.5100002288818,169300,24.5100002288818
2015-04-15,24.2600002288818,24.7000007629395,24,24.2299995422363,168000,24.2299995422363
2015-04-16,24.25,25.6700000762939,24.0200004577637,25.4500007629395,494800,25.4500007629395
2015-04-17,25.3400001525879,25.5699996948242,24.0650005340576,24.75,252700,24.75
2015-04-20,25.5300006866455,25.7800006866455,24.3299999237061,24.6149997711182,313000,24.6149997711182
2015-04-21,24.9699993133545,24.9799995422363,23.5499992370605,23.6800003051758,255500,23.6800003051758
2015-04-22,23.9200000762939,24.2399997711182,23.6100006103516,23.8099994659424,270800,23.8099994659424
2015-04-23,23.9799995422363,24.8099994659424,23.9799995422363,24.7900009155273,237800,24.7900009155273
2015-04-24,24.9400005340576,25.2399997711182,24.7999992370605,24.8899993896484,266400,24.8899993896484
2015-04-27,25.1399993896484,25.7299995422363,25.1399993896484,25.4400005340576,388000,25.4400005340576
2015-04-28,25.6000003814697,27.3099994659424,25.2900009155273,26.6000003814697,395300,26.6000003814697
2015-04-29,26.75,26.94700050354,25.5100002288818,25.7399997711182,239500,25.7399997711182
2015-04-30,26.2299995422363,26.2299995422363,24.9300003051758,25,173200,25
2015-05-01,27,27.6700000762939,26.1800003051758,26.7700004577637,382800,26.7700004577637
2015-05-04,27.5,30,27.1599998474121,28.6100006103516,649000,28.6100006103516
2015-05-05,28.6100006103516,29,26.6499996185303,27.5300006866455,295200,27.5300006866455
2015-05-06,27.5300006866455,27.7999992370605,25.8400001525879,26.0799999237061,303800,26.0799999237061
2015-05-07,26.0900001525879,26.7199993133545,25.2199993133545,26.3899993896484,636700,26.3899993896484
2015-05-08,31.8700008392334,32,29.2199993133545,31.1000003814697,1610500,31.1000003814697
2015-05-11,31.6499996185303,35.8800010681152,31.1110000610352,33.9599990844727,1226500,33.9599990844727
2015-05-12,34.2900009155273,35.6399993896484,33.2599983215332,34.1399993896484,749000,34.1399993896484
2015-05-13,34.9099998474121,35.1300010681152,32.0800018310547,32.2200012207031,750300,32.2200012207031
2015-05-14,32.6800003051758,34.4199981689453,32.6549987792969,34.2099990844727,496200,34.2099990844727
2015-05-15,34.7200012207031,37.8499984741211,34.060001373291,37.3499984741211,863300,37.3499984741211
2015-05-18,38.0900001525879,38.1300010681152,36.2799987792969,37.2299995422363,422400,37.2299995422363
2015-05-19,37.2400016784668,37.8699989318848,35.4099998474121,35.689998626709,360700,35.689998626709
2015-05-20,35.7799987792969,36.8199996948242,35.5,35.8499984741211,321700,35.8499984741211
2015-05-21,36.0099983215332,36.4000015258789,34.0800018310547,35.4199981689453,365300,35.4199981689453
2015-05-22,35.0900001525879,35.5699996948242,33.5400009155273,34.2200012207031,317600,34.2200012207031
2015-05-26,33.8400001525879,36.1599998474121,33.3499984741211,35.9799995422363,422000,35.9799995422363
2015-05-27,36.0400009155273,37.5,35.1549987792969,36.689998626709,352400,36.689998626709
2015-05-28,37.2900009155273,39.3699989318848,36.7999992370605,37.9199981689453,698700,37.9199981689453
2015-05-29,38.3400001525879,39.5400009155273,36.5699996948242,37.439998626709,649900,37.439998626709
2015-06-01,39.2900009155273,40.1500015258789,38.0169982910156,40,606500,40
2015-06-02,40,41.4199981689453,37.1800003051758,37.4500007629395,1034800,37.4500007629395
2015-06-03,37.5699996948242,38.939998626709,37.4500007629395,38.5099983215332,530600,38.5099983215332
2015-06-04,39.25,41.2000007629395,39,40.810001373291,683800,40.810001373291
2015-06-05,40.9199981689453,41.25,39.1100006103516,39.3800010681152,409200,39.3800010681152
2015-06-08,39.7299995422363,40.1599998474121,37.7099990844727,38.6699981689453,598200,38.6699981689453
2015-06-09,38.6599998474121,39.3199996948242,36.8800010681152,38.7999992370605,385300,38.7999992370605
2015-06-10,39.0099983215332,40.5,38.0499992370605,38.3499984741211,452000,38.3499984741211
2015-06-11,38.3699989318848,39.4000015258789,38.1549987792969,38.5999984741211,282900,38.5999984741211
2015-06-12,38.2200012207031,38.6290016174316,36.9010009765625,37.0999984741211,475800,37.0999984741211
2015-06-15,37.0999984741211,37.7000007629395,35.2000007629395,37.5299987792969,448900,37.5299987792969
2015-06-16,37.4000015258789,39.3800010681152,36.6199989318848,38.9099998474121,592800,38.9099998474121
2015-06-17,38.9599990844727,39.7900009155273,37.7400016784668,39.5099983215332,482300,39.5099983215332
2015-06-18,39.5099983215332,40.3800010681152,38.7099990844727,39.2000007629395,415800,39.2000007629395
2015-06-19,39.2999992370605,42.7000007629395,39.060001373291,42.2000007629395,1357200,42.2000007629395
2015-06-22,42.8600006103516,43,39.1300010681152,39.5099983215332,1270100,39.5099983215332
2015-06-23,39.3800010681152,40.0099983215332,38.2799987792969,39.4300003051758,529800,39.4300003051758
2015-06-24,39.1199989318848,40.6300010681152,39.1199989318848,39.560001373291,521200,39.560001373291
2015-06-25,39.939998626709,40.2799987792969,39,39.0200004577637,401600,39.0200004577637
2015-06-26,39,39.3600006103516,37.5499992370605,38.1800003051758,487400,38.1800003051758
2015-06-29,37.2900009155273,37.5050010681152,35.2799987792969,35.6699981689453,1201200,35.6699981689453
2015-06-30,36.0800018310547,36.7900009155273,35.7700004577637,36.3499984741211,414700,36.3499984741211
2015-07-01,36.9000015258789,38.1100006103516,36.1199989318848,36.6800003051758,462600,36.6800003051758
2015-07-02,36.9900016784668,37.7200012207031,35.7999992370605,36.0900001525879,347700,36.0900001525879
2015-07-06,35.5200004577637,35.5200004577637,32.5200004577637,32.7900009155273,1152700,32.7900009155273
2015-07-07,33,33.1969985961914,28.2600002288818,30.7199993133545,1945300,30.7199993133545
2015-07-08,30.2000007629395,30.7999992370605,27.2700004577637,27.4799995422363,1083700,27.4799995422363
