"Fecha","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
2013-11-01,125.860000610352,126.110000610352,124.330001831055,125.709999084473,703900,90.5367889404297
2013-11-04,125.769996643066,126.180000305176,125.290000915527,126.01000213623,660500,90.7528610229492
2013-11-05,125.440002441406,125.879997253418,123.779998779297,124,465600,89.3052291870117
2013-11-06,124.610000610352,125.01000213623,124.23999786377,124.419998168945,455700,89.6077117919922
2013-11-07,124.459999084473,124.470001220703,122.819999694824,122.819999694824,647200,88.4553756713867
2013-11-11,122.139999389648,123.220001220703,121.889999389648,122.389999389648,602300,88.1457061767578
2014-01-15,121.970001220703,123,121.809997558594,122.639999389648,786600,89.1289672851562
2014-01-16,123.449996948242,123.569999694824,122.449996948242,122.849998474121,892800,89.281608581543
2014-01-31,121.300003051758,124.050003051758,121.300003051758,123.5,1584800,89.7540130615234
2014-02-03,123.5,124.459999084473,123.110000610352,123.290000915527,1407900,89.6013565063477
2014-02-04,123.860000610352,125.080001831055,123.080001831055,124.959999084473,1474400,90.8150482177734
2014-02-05,124.629997253418,126.319999694824,124.23999786377,126.019996643066,1428300,91.5854110717773
2014-02-06,126.169998168945,127.099998474121,126.080001831055,126.98999786377,864600,92.2903671264648
2014-02-07,127.300003051758,128.130004882812,126.779998779297,127.809997558594,901600,92.8862838745117
2014-02-10,128.270004272461,129.779998779297,127.669998168945,129.330001831055,1070900,93.9909744262695
2014-02-11,129.020004272461,130.869995117188,128.649993896484,129.649993896484,1258100,94.2235260009766
2014-02-12,129.600006103516,129.940002441406,128.630004882812,128.860000610352,1444000,93.6494064331055
2014-02-13,128.550003051758,129.479995727539,128.240005493164,128.339996337891,996900,93.2714614868164
2014-02-14,128.399993896484,129.050003051758,128.339996337891,128.990005493164,582700,93.7439041137695
2014-02-18,128.740005493164,129.759994506836,128.5,129.5,691800,94.1144866943359
2014-02-19,129.380004882812,129.820007324219,128.110000610352,128.350006103516,673300,93.2787628173828
2014-02-20,128.770004272461,129.320007324219,127.779998779297,128.889999389648,737600,93.6711959838867
2014-02-21,128.75,129.580001831055,127.819999694824,128.660003662109,623000,93.504035949707
2014-02-24,128.770004272461,130.199996948242,128.520004272461,129.220001220703,694600,93.9110260009766
2014-02-25,128.839996337891,129.740005493164,128.619995117188,129.229995727539,766000,93.9182968139648
2014-02-26,129.910003662109,129.940002441406,128.039993286133,128.429992675781,694100,93.3368759155273
2014-02-27,128.559997558594,128.740005493164,126.949996948242,127.300003051758,723800,92.5156707763672
2014-02-28,127.610000610352,129.470001220703,127.110000610352,128.970001220703,1131000,93.7293395996094
2014-03-03,128.690002441406,129.559997558594,128.460006713867,129.009994506836,689200,93.758415222168
2014-03-04,130.240005493164,130.5,129.619995117188,130.460006713867,531100,94.8122100830078
2014-03-05,130.070007324219,130.389999389648,127.900001525879,128.839996337891,745000,93.6348495483398
2014-03-06,128.839996337891,128.949996948242,127.309997558594,127.839996337891,823200,92.9080963134766
2014-03-07,127.769996643066,128.419998168945,126.940002441406,128.220001220703,805000,93.1842651367188
2014-03-10,128.169998168945,128.410003662109,126.940002441406,127.550003051758,464800,92.6973571777344
2014-03-11,127.769996643066,128.800003051758,127.220001220703,128.630004882812,450900,93.4822463989258
2014-03-12,128.320007324219,129.190002441406,128.089996337891,129.149993896484,633400,93.8601455688477
2014-03-13,129.470001220703,129.5,127.589996337891,129.139999389648,622600,93.8528823852539
2014-03-14,129.050003051758,130.360000610352,129.050003051758,129.75,692900,94.2961959838867
2014-03-17,130,130.580001831055,129.229995727539,130.100006103516,682600,94.5505676269531
2014-03-18,129.970001220703,130.360000610352,129.399993896484,130.080001831055,795300,94.5360412597656
2014-03-19,130.160003662109,130.830001831055,127.730003356934,129.039993286133,1723000,93.7801971435547
2014-03-20,128.509994506836,129.479995727539,128.050003051758,128.710006713867,1300300,93.5403900146484
2014-03-21,129.970001220703,130.600006103516,128.660003662109,129.839996337891,1273800,94.3616180419922
2014-03-24,130.220001220703,130.399993896484,128.820007324219,129.630004882812,734500,94.2090225219727
2014-03-25,130.330001831055,131.800003051758,129.660003662109,131.570007324219,617400,95.6188888549805
2014-03-26,131.529998779297,131.529998779297,129.699996948242,130.050003051758,930200,94.5142211914062
2014-03-27,128.75,129.899993896484,128.389999389648,129.539993286133,897700,94.9908676147461
2014-03-28,130.179992675781,130.960006713867,129.75,130.130004882812,854200,95.4235305786133
2014-03-31,130.539993286133,132.169998168945,129.399993896484,131.320007324219,1184800,96.2961502075195
2014-04-01,131.320007324219,131.449996948242,130.039993286133,131.270004272461,770600,96.2594604492188
2014-04-02,131.050003051758,132.270004272461,130.470001220703,131.800003051758,727800,96.6481170654297
2014-04-03,137.690002441406,137.690002441406,131.539993286133,132.080001831055,1130600,96.8534393310547
2014-04-04,132.869995117188,134.100006103516,131.880004882812,133.429992675781,1160000,97.843391418457
2014-04-07,133.399993896484,134.940002441406,133.309997558594,133.550003051758,838000,97.9313735961914
2014-04-08,133.380004882812,133.990005493164,132.820007324219,133.820007324219,720100,98.1293716430664
2014-04-09,133.740005493164,134.360000610352,133.029998779297,133.330001831055,662000,97.7700500488281
2014-04-10,133.470001220703,134.479995727539,132.270004272461,132.820007324219,868000,97.3960800170898
2014-04-11,132.410003662109,133.309997558594,131.710006713867,132.25,999700,96.9781112670898
2014-04-14,132.949996948242,133.669998168945,132.25,133.25,578500,97.7114028930664
2014-04-15,133.149993896484,134.690002441406,132.550003051758,134.550003051758,942900,98.6646728515625
2014-04-16,134.830001831055,135.240005493164,134.210006713867,135.199996948242,946500,99.1413192749023
2014-04-17,134.630004882812,134.889999389648,132.960006713867,133.639999389648,1200900,97.9973983764648
2014-04-21,133.559997558594,134.5,133.279998779297,134.25,853000,98.444694519043
2014-04-22,134.179992675781,134.710006713867,132.770004272461,134.570007324219,565600,98.6793441772461
2014-04-23,133.800003051758,134.910003662109,133.029998779297,133.350006103516,1112500,97.7847213745117
2014-04-24,132.440002441406,135.020004272461,132.070007324219,133.940002441406,957100,98.2173614501953
2014-04-25,134.039993286133,135.449996948242,133.910003662109,135.330001831055,722100,99.2366333007812
2014-04-28,135.779998779297,137.199996948242,135.779998779297,136.839996337891,901500,100.34391784668
2014-04-29,137,137.229995727539,135.860000610352,136.539993286133,564800,100.12393951416
2014-04-30,136.539993286133,137.100006103516,135.449996948242,136.550003051758,591000,100.131271362305
2014-05-01,136.759994506836,136.979995727539,135,136.369995117188,720600,99.9992828369141
2014-05-02,135.869995117188,137.119995117188,135.389999389648,137.070007324219,835200,100.512588500977
2014-05-05,136.619995117188,138.300003051758,136.270004272461,138.240005493164,491400,101.370544433594
2014-05-06,137.259994506836,138.119995117188,137.050003051758,137.520004272461,529900,100.84253692627
2014-05-07,138.289993286133,139.720001220703,137.440002441406,139.110000610352,1047300,102.008499145508
2014-05-08,139.080001831055,140,138.619995117188,139.649993896484,679800,102.404487609863
2014-05-09,139.529998779297,139.990005493164,138.490005493164,139.330001831055,602800,102.169815063477
2014-05-12,139.399993896484,140.639999389648,139.270004272461,140.440002441406,566900,102.983757019043
2014-05-13,139.960006713867,141.289993286133,138.839996337891,139.139999389648,584000,102.030479431152
2014-05-14,139.399993896484,139.839996337891,138.630004882812,139.080001831055,413600,101.986503601074
2014-05-15,139.220001220703,140.440002441406,138.820007324219,140.229995727539,1192100,102.82975769043
2014-05-16,140.039993286133,140.699996948242,139.470001220703,140.630004882812,742800,103.123092651367
2014-05-19,140.399993896484,141,139.699996948242,140.860000610352,763300,103.29174041748
2014-05-20,140.289993286133,141.039993286133,139.660003662109,140.350006103516,753500,102.917770385742
2014-05-21,140.429992675781,141.199996948242,139.309997558594,139.830001831055,650700,102.536468505859
2014-05-22,139.690002441406,140.380004882812,139.070007324219,139.360000610352,604300,102.191825866699
2014-05-23,139.660003662109,140.130004882812,139.449996948242,140.059997558594,477700,102.705123901367
