"Fecha","NXPI.Open","NXPI.High","NXPI.Low","NXPI.Close","NXPI.Volume","NXPI.Adjusted"
2013-11-01,42.0099983215332,42.5,41.7299995422363,42.1800003051758,2302900,39.0153045654297
2013-11-04,40.9599990844727,42.7599983215332,40.939998626709,42.4799995422363,2714800,39.292797088623
2013-11-05,42.2000007629395,42.8199996948242,42.0200004577637,42.439998626709,2044000,39.2557983398438
2013-11-06,42.4099998474121,42.7700004577637,42.0200004577637,42.0900001525879,1736200,38.932056427002
2013-11-07,41.8400001525879,42.5,40.5999984741211,40.7200012207031,2691800,37.664852142334
2013-11-08,40.5999984741211,41.7099990844727,40.5099983215332,41.5900001525879,1800500,38.4695816040039
2013-11-11,41.3499984741211,41.7700004577637,41.0999984741211,41.3400001525879,1765400,38.2383308410645
2013-11-12,41.0800018310547,41.5900001525879,40.7900009155273,41.2200012207031,1037600,38.1273384094238
2013-11-13,40.9099998474121,41.689998626709,40.8199996948242,41.6800003051758,1001400,38.5528182983398
2013-11-14,42.7200012207031,42.7200012207031,41.0699996948242,41.5299987792969,1095000,38.4140739440918
2013-11-15,41.9500007629395,41.9900016784668,41.3600006103516,41.9799995422363,1204300,38.8303146362305
2013-11-18,41.810001373291,42.2200012207031,41.0699996948242,41.1699981689453,1779400,38.0810890197754
2013-11-19,40.9700012207031,41.3699989318848,40.2900009155273,40.3199996948242,1807300,37.294864654541
2013-11-20,40.4199981689453,40.7200012207031,40.1800003051758,40.4500007629395,1365000,37.4151039123535
2013-11-21,40.7400016784668,41.1100006103516,40.5200004577637,41,1550100,37.9238395690918
2013-11-22,41,41.3300018310547,40.5999984741211,41.060001373291,876500,37.9793434143066
2013-11-25,41.1500015258789,41.3300018310547,40.2400016784668,40.4500007629395,1933900,37.4151039123535
2013-11-26,41.7000007629395,42.8499984741211,40.7799987792969,42.4799995422363,3862300,39.292797088623
2013-11-27,43.189998626709,43.189998626709,41.810001373291,42,2455000,38.8488082885742
2013-11-29,41.8899993896484,42.7799987792969,41.8499984741211,42.5,948300,39.3112983703613
2013-12-02,42.4000015258789,43.1100006103516,41.9300003051758,42.7799987792969,3400300,39.5702896118164
2013-12-03,42.5999984741211,43.1500015258789,42.1500015258789,42.9300003051758,1922400,39.7090339660645
2013-12-04,42.7799987792969,43.8699989318848,42.5299987792969,43.4500007629395,2060900,40.1900177001953
2013-12-05,43.0099983215332,43.9099998474121,42.939998626709,43.8600006103516,1434600,40.5692596435547
2013-12-06,44.0099983215332,44.75,44.0099983215332,44.2299995422363,2230500,40.9114990234375
2013-12-09,44.2299995422363,44.5800018310547,43.4300003051758,43.5499992370605,2032600,40.282527923584
2013-12-10,42.6599998474121,42.9099998474121,42.310001373291,42.5,8060400,39.3112983703613
2013-12-11,42.7599983215332,42.7999992370605,41.8499984741211,41.939998626709,3364400,38.7933120727539
2013-12-12,42.0400009155273,42.2900009155273,41.6599998474121,42.1800003051758,3753500,39.0153045654297
2013-12-13,42.4300003051758,42.7099990844727,41.9300003051758,42.5099983215332,4625300,39.3205413818359
2013-12-16,42.5,43.1100006103516,42.5,42.8400001525879,2491300,39.625789642334
2013-12-17,42.9599990844727,43.7299995422363,42.9099998474121,43.4500007629395,4808000,40.1900177001953
2013-12-18,43.3800010681152,43.5200004577637,42.3800010681152,43.5200004577637,3268400,40.254768371582
2013-12-19,43.75,43.75,42.3800010681152,43.0999984741211,2433900,39.8662796020508
2013-12-20,43.0800018310547,43.8300018310547,43.0499992370605,43.5200004577637,10857500,40.254768371582
2013-12-23,44.9599990844727,45.4799995422363,43.6599998474121,45.2000007629395,2564600,41.8087310791016
2013-12-24,45.4199981689453,45.5400009155273,45.0499992370605,45.0800018310547,601700,41.6977348327637
2013-12-26,45.0699996948242,45.3499984741211,44.8899993896484,45.0999984741211,860000,41.7162208557129
2013-12-27,45.4300003051758,45.7000007629395,45.1199989318848,45.3199996948242,808400,41.9197158813477
2013-12-30,45.2999992370605,45.9700012207031,45.1699981689453,45.9500007629395,1523700,42.5024490356445
2013-12-31,46.25,46.3199996948242,45.6199989318848,45.9300003051758,1314400,42.483943939209
2014-01-02,44.7000007629395,44.7000007629395,43.6199989318848,43.9199981689453,3772700,40.6247596740723
2014-01-03,44.1100006103516,44.3400001525879,43.0800018310547,43.560001373291,3634200,40.2917633056641
2014-01-06,43.9300003051758,44,42.7700004577637,43.1199989318848,2580000,39.8847732543945
2014-01-07,43.2900009155273,43.5800018310547,42.6800003051758,42.9700012207031,3207200,39.7460403442383
2014-01-08,43.1500015258789,43.9199981689453,42.9000015258789,43.8300018310547,2239000,40.5415153503418
2014-01-09,43.9500007629395,44.2099990844727,42.9000015258789,43.060001373291,3617000,39.8292922973633
2014-01-10,43.3199996948242,43.4500007629395,42.7000007629395,43,4832200,39.7737808227539
2014-01-13,43.060001373291,43.4900016784668,42.4199981689453,42.939998626709,4311500,39.7182922363281
2014-01-14,43.2099990844727,44.2099990844727,43,44.1199989318848,6310300,40.8097496032715
2014-01-15,44.6399993896484,45.6699981689453,44.4199981689453,45.3899993896484,2820700,41.9844627380371
2014-01-16,45.5400009155273,46.060001373291,45.1199989318848,46,2142000,42.548698425293
2014-01-17,45.8499984741211,47.2000007629395,45.8499984741211,46.7200012207031,3245300,43.2146759033203
2014-01-21,47.75,47.7999992370605,46.3600006103516,46.6599998474121,2398500,43.1591758728027
2014-01-22,46.6199989318848,47.8800010681152,46.5,47.8499984741211,1876000,44.2598991394043
2014-01-23,47.3199996948242,47.9000015258789,47.0900001525879,47.8499984741211,2816100,44.2598991394043
2014-01-24,47.7900009155273,47.8499984741211,45.3800010681152,45.5800018310547,3619000,42.1602210998535
2014-01-27,45.9300003051758,46.4199981689453,45.4599990844727,46,3347300,42.548698425293
2014-01-28,46,47.1500015258789,45.6800003051758,46.689998626709,2218500,43.1869316101074
2014-01-29,46.75,47.939998626709,46.6699981689453,47.2599983215332,3643100,43.7141571044922
2014-01-30,47.7599983215332,48.3499984741211,47.4599990844727,47.8499984741211,1695900,44.2598991394043
2014-01-31,47.5,48.5499992370605,47.1399993896484,48.3499984741211,2619400,44.7223815917969
2014-02-03,48.6300010681152,48.6500015258789,45.2200012207031,45.8199996948242,3867900,42.3822059631348
2014-02-04,46.7200012207031,47.0200004577637,45.7000007629395,47,2372400,43.4736709594727
2014-02-05,46.6300010681152,47.1199989318848,46.2999992370605,47,4924500,43.4736709594727
2014-02-06,47.2599983215332,49.8800010681152,46.560001373291,49.5999984741211,6893800,45.8785972595215
2014-02-07,49.1800003051758,52.060001373291,49.1800003051758,52.0499992370605,6752900,48.1447715759277
2014-02-10,51.3800010681152,52.4500007629395,51.310001373291,52.2400016784668,4084600,48.3205184936523
2014-02-11,52.4199981689453,52.5900001525879,51.9900016784668,52.0800018310547,2586400,48.1725387573242
2014-02-12,52.0800018310547,53.1699981689453,52.0800018310547,52.6300010681152,2734100,48.6812515258789
2014-02-13,52.2000007629395,54.0699996948242,52.0999984741211,53.6199989318848,5198400,49.5969848632812
2014-02-14,55,56.2400016784668,54.1800003051758,55.5999984741211,6878500,51.4284324645996
2014-02-18,56,56.8800010681152,55.2700004577637,56.7900009155273,4098200,52.5291404724121
2014-02-19,56.9300003051758,57.3800010681152,56.5699996948242,56.7900009155273,3589000,52.5291404724121
2014-02-20,57.0999984741211,57.7999992370605,56.5800018310547,56.7400016784668,4482000,52.4828987121582
2014-02-21,57.1599998474121,57.1699981689453,55.5499992370605,56.1500015258789,3420100,51.9371604919434
2014-02-24,56.439998626709,56.7599983215332,55.5400009155273,55.5499992370605,2982300,51.3821792602539
2014-02-25,55.9199981689453,56.0999984741211,55.0699996948242,56.0200004577637,2726700,51.8169212341309
2014-02-26,56.0999984741211,56.7700004577637,55.439998626709,55.5499992370605,3704200,51.3821792602539
2014-02-27,55.75,56.7700004577637,55.439998626709,56.5999984741211,2547900,52.353401184082
2014-02-28,56.7000007629395,56.8300018310547,55.7999992370605,56.2299995422363,2293900,52.0111541748047
2014-03-03,55.7400016784668,55.9900016784668,54.9199981689453,55.9099998474121,1921500,51.7151679992676
2014-03-04,56.8600006103516,57.9300003051758,56.3899993896484,57.8400001525879,2490200,53.5003623962402
2014-03-05,57.9900016784668,58.1699981689453,56.9500007629395,57.5800018310547,2667000,53.2598724365234
2014-03-06,57.9000015258789,59.9300003051758,57.810001373291,59.9099998474121,4943600,55.4150581359863
2014-03-07,60,60.3699989318848,57.8400001525879,58.560001373291,4781000,54.1663436889648
2014-03-10,58.4799995422363,58.8800010681152,56.9500007629395,57.1399993896484,2924500,52.8528861999512
2014-03-11,58.0900001525879,58.9099998474121,56.4700012207031,56.810001373291,2913200,52.5476455688477
2014-03-12,56.5099983215332,57.7099990844727,55.9000015258789,57.5299987792969,2152800,53.2136192321777
2014-03-13,57.8499984741211,58.4000015258789,56.4300003051758,57.3499984741211,3241800,53.0471267700195
2014-03-14,57.0099983215332,58.2000007629395,57.0099983215332,57.6199989318848,2814400,53.2968711853027
2014-03-17,57.939998626709,59.3600006103516,57.939998626709,58.4099998474121,2697900,54.0275993347168
2014-03-18,58.560001373291,59.0999984741211,57.9300003051758,58.7299995422363,2657800,54.3235816955566
2014-03-19,58.9000015258789,59.2200012207031,58.3400001525879,58.8600006103516,2325900,54.4438323974609
2014-03-20,58.7400016784668,59.8499984741211,58.310001373291,59.8499984741211,2191600,55.3595581054688
2014-03-21,60.3400001525879,60.4799995422363,57.5800018310547,57.9700012207031,3589400,53.6206092834473
2014-03-24,58.189998626709,58.6300010681152,56.1300010681152,56.439998626709,3254800,52.2054100036621
2014-03-25,57.189998626709,58.0999984741211,56.5400009155273,56.9500007629395,2870200,52.6771392822266
2014-03-26,59.1199989318848,60.310001373291,57.4300003051758,58.0900001525879,5298400,53.7316093444824
2014-03-27,58.4700012207031,58.4700012207031,56.0200004577637,57.2599983215332,3208100,52.9638748168945
2014-03-28,57.8300018310547,59.0499992370605,57.310001373291,57.6599998474121,2552700,53.3338737487793
2014-03-31,58.310001373291,59.5800018310547,57.8800010681152,58.810001373291,2407400,54.3975868225098
2014-04-01,58.9900016784668,61.2799987792969,58.810001373291,60.9300003051758,4070300,56.3585166931152
2014-04-02,61.9900016784668,62.310001373291,60.689998626709,61.3400001525879,3660600,56.7377700805664
2014-04-03,62.5299987792969,63.3499984741211,61.4099998474121,61.9099998474121,4302900,57.2649917602539
