"Fecha","CB.Open","CB.High","CB.Low","CB.Close","CB.Volume","CB.Adjusted"
2013-11-01,95.4400024414062,96.0800018310547,95.0899963378906,95.8600006103516,1321700,77.5675506591797
2013-11-04,96.0800018310547,96.5699996948242,95.9599990844727,96.4800033569336,1174800,78.0692596435547
2013-11-05,96.4000015258789,96.6900024414062,95.9100036621094,96.6100006103516,845000,78.174446105957
2013-11-06,97.0100021362305,97.8099975585938,96.6600036621094,97.7799987792969,942000,79.1211776733398
2013-11-07,97.5500030517578,98,97.3000030517578,97.4000015258789,2037900,78.8136978149414
2013-11-08,97.5199966430664,98.3399963378906,97.1900024414062,98.2799987792969,1485700,79.5257415771484
2013-11-11,98.370002746582,98.9499969482422,98.2699966430664,98.5199966430664,1146300,79.7199630737305
2013-11-12,98.2099990844727,98.3600006103516,95.8600006103516,96.4100036621094,2667500,78.0125885009766
2013-11-13,96.1999969482422,97.4000015258789,96.1900024414062,97.3000030517578,1597500,78.732780456543
2013-11-14,97.5800018310547,98.370002746582,97.25,98.3000030517578,843400,79.5419464111328
2013-11-15,98.3000030517578,98.7200012207031,98.0800018310547,98.6999969482422,1019800,79.8656311035156
2013-11-18,98.75,99.4000015258789,98.2699966430664,98.4300003051758,884000,79.6471481323242
2013-11-19,98.2699966430664,98.7799987792969,98.0999984741211,98.5500030517578,1033300,79.744255065918
2013-11-20,98.9599990844727,99.0199966430664,97.5800018310547,97.8499984741211,922800,79.177848815918
2013-11-21,98.2900009155273,101.879997253418,98.1600036621094,101.529998779297,2750100,82.1555786132812
2013-11-22,101.459999084473,102.769996643066,101.150001525879,102.589996337891,1684000,83.013313293457
2013-11-25,102.910003662109,102.919998168945,102.26000213623,102.459999084473,863400,82.9081420898438
2013-11-26,102.269996643066,103.220001220703,102.019996643066,102.620002746582,1340000,83.0375900268555
2013-11-27,102.660003662109,103.559997558594,102.5,103.150001525879,1121700,83.4664535522461
2013-11-29,103.319999694824,104.069999694824,102.610000610352,102.779998779297,617000,83.1670532226562
2013-12-02,102.589996337891,102.819999694824,101.629997253418,101.790000915527,1417900,82.3659973144531
2013-12-03,101.410003662109,101.930000305176,100.569999694824,101.400001525879,1424200,82.0503768920898
2013-12-04,101.220001220703,102.279998779297,100.169998168945,101.050003051758,1001600,81.7671737670898
2013-12-05,100.639999389648,100.949996948242,99.6999969482422,100.089996337891,1080700,80.9903717041016
2013-12-06,101.080001831055,102.150001525879,101.01000213623,101.949996948242,1031100,82.4954299926758
2013-12-09,102.01000213623,102.300003051758,101.23999786377,101.599998474121,1063000,82.2122192382812
2013-12-10,101.25,101.709999084473,101.120002746582,101.25,921400,81.9290390014648
2013-12-11,101.139999389648,101.349998474121,99.6900024414062,99.9000015258789,1321900,80.8366241455078
2013-12-12,99.8300018310547,100.26000213623,99.4700012207031,99.5699996948242,1461300,80.5695724487305
