"Fecha","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
2014-01-06,23.7175006866455,23.7875003814697,23.4225006103516,23.6525001525879,1344000,21.8233051300049
2014-01-07,23.7450008392334,23.7649993896484,23.5375003814697,23.6650009155273,1262000,21.8348350524902
2014-01-08,23.6200008392334,23.9025001525879,23.4524993896484,23.8724994659424,860800,22.0262908935547
2014-01-09,23.9575004577637,24.2399997711182,23.6650009155273,23.8575000762939,1163200,22.0124568939209
2014-01-10,23.8374996185303,24.0599994659424,23.7275009155273,23.8899993896484,1226800,22.0424423217773
2014-01-13,23.7724990844727,23.8700008392334,23.5699996948242,23.6674995422363,1137600,21.83713722229
2014-01-14,23.7150001525879,24.0100002288818,23.6124992370605,24.0025005340576,634000,22.146240234375
2014-01-15,24.0699996948242,24.2099990844727,23.8775005340576,24.0224990844727,1112400,22.1646938323975
2014-01-16,23.9424991607666,24.0849990844727,23.8274993896484,24,1126800,22.1439361572266
2014-01-17,24.0300006866455,24.0300006866455,23.7399997711182,23.8449993133545,757600,22.0009212493896
2014-01-21,24.0375003814697,24.0400009155273,23.7824993133545,23.8225002288818,866800,21.9801578521729
2014-01-22,23.8125,23.8575000762939,23.3924999237061,23.5324993133545,1052800,21.7125873565674
2014-01-23,23.4074993133545,23.6700000762939,22.9750003814697,23.2000007629395,970400,21.4057998657227
2014-01-24,23.0450000762939,23.1949996948242,22.5650005340576,22.6124992370605,905200,20.8637390136719
2014-01-27,22.2924995422363,23.6049995422363,22.2374992370605,22.4150009155273,942400,20.6815128326416
2014-01-28,22.4500007629395,22.9449996948242,22.4500007629395,22.8950004577637,802800,21.1243934631348
2014-01-29,22.6200008392334,22.7600002288818,22.2150001525879,22.2299995422363,930000,20.5108222961426
2014-01-30,22.4775009155273,23.1275005340576,22.0025005340576,23.0599994659424,1141600,21.2766284942627
2014-01-31,22.6875,22.8600006103516,22.3374996185303,22.7175006866455,1096000,20.9606170654297
2014-02-03,22.7700004577637,22.8974990844727,21.7849998474121,21.8950004577637,2367600,20.2017230987549
2014-02-04,21.6224994659424,21.8199996948242,20.7574996948242,21.2700004577637,3576400,19.6250591278076
2014-02-05,21.2199993133545,21.2199993133545,20.6275005340576,20.9349994659424,2040800,19.3159599304199
2014-02-06,21,21.3374996185303,20.7049999237061,21.2000007629395,1374000,19.5604705810547
2014-02-07,21.3024997711182,21.5900001525879,21.2049999237061,21.4500007629395,1553200,19.7911357879639
2014-02-10,22.1674995422363,22.2175006866455,21.7049999237061,22.1399993896484,1622800,20.4277801513672
2014-02-11,22.3875007629395,22.5450000762939,22.2175006866455,22.2574996948242,838400,20.5361881256104
2014-02-12,22.2350006103516,22.3174991607666,21.8899993896484,21.9225006103516,931600,20.2977733612061
2014-02-13,21.75,22.2875003814697,21.7325000762939,22.2549991607666,616400,20.6056289672852
2014-02-14,22.2350006103516,22.3299999237061,22.0874996185303,22.3250007629395,469600,20.6704483032227
2014-02-18,22.4150009155273,22.9549999237061,22.2975006103516,22.8400001525879,878800,21.1472816467285
2014-02-19,22.7350006103516,23.1574993133545,22.375,22.4249992370605,1033200,20.7630290985107
2014-02-20,22.4424991607666,22.5300006866455,22.0349998474121,22.3974990844727,843200,20.7375717163086
2014-02-21,22.4050006866455,22.4050006866455,22.0849990844727,22.2224998474121,762400,20.5755443572998
2014-02-24,22.3024997711182,22.5699996948242,22.1849994659424,22.2950000762939,600800,20.6426677703857
2014-02-25,22.3824996948242,22.3824996948242,22.0650005340576,22.3474998474121,770800,20.691276550293
2014-02-26,22.4375,22.5174999237061,22.0424995422363,22.2525005340576,1511200,20.6033229827881
2014-02-27,22.2049999237061,22.2875003814697,22.0499992370605,22.2425003051758,872000,20.5940589904785
2014-02-28,22.2849998474121,22.4475002288818,21.8174991607666,22.2099990844727,2112000,20.5639743804932
2014-03-03,22.0575008392334,22.3899993896484,21.8549995422363,22.1175003051758,782800,20.4783267974854
2014-03-04,22.4249992370605,22.6124992370605,22.2275009155273,22.375,759200,20.7167434692383
2014-03-05,22.4099998474121,22.625,22.1025009155273,22.3250007629395,357200,20.6704483032227
2014-03-06,22.4050006866455,22.5400009155273,21.9974994659424,22.1674995422363,1010400,20.5246181488037
2014-03-07,22.2000007629395,22.4775009155273,21.8150005340576,22.2600002288818,1248400,20.6102600097656
2014-03-10,22.2399997711182,22.6924991607666,22.0499992370605,22.5750007629395,680800,20.9019203186035
2014-03-11,22.5625,22.7150001525879,22.2649993896484,22.4099998474121,650000,20.7491416931152
2014-03-12,22.3400001525879,22.5725002288818,22.0575008392334,22.4925003051758,515200,20.8255310058594
2014-03-13,22.5300006866455,22.5774993896484,21.6474990844727,21.7250003814697,574800,20.1149139404297
2014-03-14,21.6749992370605,21.9400005340576,21.4225006103516,21.7224998474121,469200,20.1125946044922
2014-03-17,21.8724994659424,22.3899993896484,21.7325000762939,22.2049999237061,553600,20.5593376159668
2014-03-18,22.2800006866455,22.6025009155273,22.1924991607666,22.2600002288818,561600,20.6102600097656
2014-03-19,22.3425006866455,22.3999996185303,21.9099998474121,22.0599994659424,397600,20.4250812530518
2014-03-20,22.0825004577637,22.2749996185303,21.7625007629395,21.7975006103516,402000,20.1820392608643
2014-03-21,21.8924999237061,22.0074996948242,21.5,21.5925006866455,1313200,19.9922351837158
2014-03-24,21.6049995422363,21.7350006103516,21.4624996185303,21.6450004577637,970800,20.0408458709717
2014-03-25,21.7425003051758,22.0599994659424,21.6350002288818,21.7999992370605,979200,20.1843547821045
2014-03-26,21.9500007629395,22.1100006103516,21.6100006103516,21.625,978800,20.0223217010498
2014-03-27,21.6749992370605,21.9074993133545,21.3875007629395,21.7724990844727,933200,20.1588916778564
2014-03-28,21.8349990844727,22.1200008392334,21.1299991607666,21.1550006866455,904000,19.5871620178223
2014-03-31,21.3799991607666,21.5799999237061,21.1949996948242,21.3425006866455,1146000,19.7607574462891
2014-04-01,21.4799995422363,21.6599998474121,21.2150001525879,21.5625,888800,19.9644565582275
2014-04-02,21.5750007629395,21.8425006866455,21.3575000762939,21.7824993133545,1143600,20.1681442260742
2014-04-03,21.7474994659424,21.9050006866455,21.4850006103516,21.7775001525879,1930800,20.1635265350342
2014-04-04,21.9249992370605,22.0200004577637,21.3150005340576,21.3325004577637,1973600,19.7515068054199
2014-04-07,21.2099990844727,21.3274993896484,20.9899997711182,21.2600002288818,1085200,19.6843795776367
2014-04-08,21.2950000762939,21.5375003814697,21.0874996185303,21.4274997711182,1086400,19.8394622802734
2014-04-09,21.4599990844727,21.8575000762939,21.3449993133545,21.8474998474121,1e+06,20.2283325195312
2014-04-10,21.6674995422363,21.8400001525879,21.4724998474121,21.5375003814697,1294800,19.9413070678711
2014-04-11,21.3449993133545,21.7350006103516,21.0400009155273,21.0450000762939,953600,19.4853096008301
2014-04-14,21.2325000762939,21.4074993133545,20.8950004577637,21.1800003051758,673200,19.6103096008301
2014-04-15,21.2024993896484,21.3075008392334,20.6574993133545,21.2649993896484,646400,19.689001083374
2014-04-16,21.4650001525879,21.5475006103516,21.2299995422363,21.4825000762939,645600,19.8903789520264
2014-04-17,21.3850002288818,21.5300006866455,21.3174991607666,21.4575004577637,755200,19.8672370910645
2014-04-21,21.4724998474121,21.4974994659424,21.2800006866455,21.3850002288818,598000,19.8001098632812
2014-04-22,21.3824996948242,21.7724990844727,21.3824996948242,21.5524997711182,701600,19.9552001953125
2014-04-23,21.5174999237061,21.6350002288818,21.3250007629395,21.4174995422363,698000,19.8302040100098
2014-04-24,21.4825000762939,21.4825000762939,21.0750007629395,21.3299999237061,696000,19.7491817474365
2014-04-25,21.2325000762939,21.3875007629395,20.9650001525879,20.9699993133545,994800,19.4158687591553
2014-04-28,21.2325000762939,23.1450004577637,20.9575004577637,22.7099990844727,1803600,21.026912689209
2014-04-29,22.7900009155273,23.0100002288818,22.0300006866455,22.6650009155273,976400,20.9852504730225
2014-04-30,22.7024993896484,22.875,22.2674999237061,22.3274993896484,683600,20.6727600097656
2014-05-01,22.375,22.4050006866455,22.1450004577637,22.2150001525879,887600,20.5685958862305
2014-05-02,22.2425003051758,22.25,21.9500007629395,22.1674995422363,1409200,20.5246181488037
2014-05-05,21.9825000762939,22.6875,21.8950004577637,22.6599998474121,1788000,20.9806175231934
2014-05-06,22.5550003051758,22.9050006866455,22.5125007629395,22.5550003051758,2263200,20.8833980560303
2014-05-07,22.6525001525879,22.8649997711182,22.4874992370605,22.8649997711182,981200,21.2434139251709
2014-05-08,22.7950000762939,23.1124992370605,22.5375003814697,22.5524997711182,649600,20.9530792236328
2014-05-09,22.5174999237061,22.7950000762939,22.2950000762939,22.7574996948242,508400,21.1435375213623
2014-05-12,22.9074993133545,23.2299995422363,22.7600002288818,23.1124992370605,584000,21.47336769104
2014-05-13,23.1399993896484,23.2649993896484,22.6224994659424,22.6574993133545,474000,21.0506286621094
2014-05-14,22.6749992370605,22.7875003814697,22.4874992370605,22.5900001525879,305200,20.9879150390625
2014-05-15,22.5499992370605,22.5499992370605,21.7724990844727,21.9575004577637,776400,20.400276184082
2014-05-16,21.9575004577637,22.1474990844727,21.7999992370605,22.0049991607666,332000,20.4444103240967
2014-05-19,21.9575004577637,22.2849998474121,21.9125003814697,22.1599998474121,636800,20.5884132385254
2014-05-20,22.1825008392334,22.1875,21.7474994659424,21.9650001525879,518800,20.4072437286377
2014-05-21,22,22.2124996185303,21.8125,21.9899997711182,462800,20.4304714202881
2014-05-22,21.9850006103516,22.3125,21.9549999237061,22.1375007629395,402800,20.567512512207
2014-05-23,22.125,22.1900005340576,21.9200000762939,22.0799999237061,601200,20.5140857696533
2014-05-27,22.2150001525879,22.6375007629395,22.0825004577637,22.6075000762939,813600,21.0041809082031
2014-05-28,22.6700000762939,22.7299995422363,22.4500007629395,22.5674991607666,741600,20.9670104980469
2014-05-29,22.6674995422363,22.7425003051758,22.1224994659424,22.1700000762939,782000,20.5977115631104
2014-05-30,22.1175003051758,22.1525001525879,21.7700004577637,21.9475002288818,576800,20.3909854888916
2014-06-02,22.0625,22.0674991607666,21.6299991607666,21.8349990844727,752400,20.2864665985107
2014-06-03,21.8150005340576,21.8150005340576,21.4899997711182,21.7374992370605,848400,20.195873260498
2014-06-04,21.7450008392334,21.9249992370605,21.5249996185303,21.7049999237061,620800,20.1656856536865
2014-06-05,21.7649993896484,21.8150005340576,21.5349998474121,21.7800006866455,345200,20.2353687286377
2014-06-06,21.8050003051758,22.1725006103516,21.5925006866455,21.6375007629395,471200,20.1029682159424
2014-06-09,21.6424999237061,21.8899993896484,21.5074996948242,21.6650009155273,463200,20.1285209655762
2014-06-10,21.6700000762939,21.9375,21.5825004577637,21.9225006103516,542400,20.3677597045898
2014-06-11,21.8850002288818,22.0125007629395,21.7724990844727,21.8875007629395,408400,20.3352375030518
2014-06-12,21.8700008392334,22.2024993896484,21.75,22.0774993896484,850800,20.5117721557617
2014-06-13,22.0974998474121,22.4125003814697,22.0974998474121,22.3624992370605,734400,20.7765522003174
2014-06-16,22.3649997711182,22.7175006866455,22.1499996185303,22.1800003051758,759600,20.6069984436035
2014-06-17,22.375,22.9675006866455,22.2900009155273,22.6375007629395,796800,21.0320510864258
2014-06-18,22.6849994659424,22.7250003814697,22.3899993896484,22.5774993896484,540400,20.9763050079346
2014-06-19,22.6650009155273,22.7124996185303,22.4274997711182,22.5424995422363,672000,20.9437885284424
2014-06-20,22.5925006866455,23.0174999237061,22.5699996948242,23.0074996948242,1227200,21.3758144378662
2014-06-23,22.9375,23.1700000762939,22.75,22.9449996948242,374800,21.3177452087402
2014-06-24,22.8600006103516,23.0324993133545,22.7625007629395,22.7924995422363,437200,21.1760578155518
2014-06-25,22.7350006103516,23.0400009155273,22.6474990844727,22.7749996185303,878400,21.1597995758057
2014-06-26,22.7574996948242,22.8974990844727,22.5349998474121,22.8299999237061,391200,21.2109031677246
2014-06-27,22.8250007629395,23.0524997711182,22.6800003051758,23.0400009155273,585600,21.4060134887695
2014-06-30,23.0349998474121,23.1725006103516,22.8649997711182,23.1424999237061,783200,21.5012321472168
2014-07-01,23.1700000762939,23.6574993133545,23.0925006866455,23.5550003051758,852400,21.8844814300537
2014-07-02,23.4125003814697,23.5650005340576,23.2374992370605,23.4125003814697,627200,21.7520904541016
2014-07-03,23.4974994659424,23.4974994659424,23.2399997711182,23.3225002288818,444800,21.6684722900391
2014-07-07,23.2875003814697,23.4125003814697,22.8624992370605,22.8999996185303,496800,21.2759323120117
2014-07-08,22.9125003814697,22.9125003814697,22.5874996185303,22.8024997711182,574400,21.1853466033936
2014-07-09,22.8974990844727,23.0324993133545,22.6800003051758,22.7924995422363,438000,21.1760578155518
2014-07-10,22.5074996948242,22.9225006103516,22.3099994659424,22.8174991607666,398800,21.1992816925049
2014-07-11,22.8174991607666,22.9549999237061,22.5825004577637,22.7924995422363,262400,21.1760578155518
2014-07-14,22.9825000762939,22.9825000762939,22.7075004577637,22.8250007629395,344800,21.2062492370605
2014-07-15,22.7075004577637,22.8700008392334,22.4099998474121,22.7700004577637,758400,21.1551609039307
2014-07-16,22.8799991607666,22.8999996185303,22.3250007629395,22.4150009155273,996400,20.8253231048584
2014-07-17,22.3549995422363,22.5599994659424,22.2574996948242,22.3099994659424,731200,20.7277774810791
2014-07-18,22.4099998474121,22.8075008392334,22.2924995422363,22.7900009155273,560400,21.1737384796143
2014-07-21,22.6825008392334,22.7574996948242,22.3875007629395,22.6175003051758,487600,21.0134677886963
2014-07-22,22.7199993133545,22.8649997711182,22.4150009155273,22.8099994659424,374800,21.1923198699951
2014-07-23,22.9300003051758,23.0874996185303,22.7649993896484,23.0674991607666,345200,21.4315547943115
2014-07-24,23.125,23.1949996948242,22.7999992370605,23.0074996948242,631600,21.3758144378662
2014-07-25,22.9874992370605,23.1949996948242,22.7849998474121,23.1574993133545,467600,21.5151691436768
2014-07-28,23.1525001525879,23.3875007629395,23.0799999237061,23.375,548400,21.717248916626
2014-07-29,23.3325004577637,23.6200008392334,23.2350006103516,23.4524993896484,644000,21.7892513275146
2014-07-30,23.5699996948242,23.7199993133545,23.3250007629395,23.4650001525879,360000,21.8008632659912
2014-07-31,23.2399997711182,23.4200000762939,23.0750007629395,23.3299999237061,855600,21.6754360198975
2014-08-01,23.2350006103516,23.8500003814697,23.0499992370605,23.2749996185303,1100000,21.624340057373
2014-08-04,23.3199996948242,23.3199996948242,22.8449993133545,23.2900009155273,378000,21.6382808685303
2014-08-05,23.1700000762939,23.3199996948242,22.9899997711182,23.2175006866455,579200,21.5709228515625
2014-08-06,23.1224994659424,23.3449993133545,23.0550003051758,23.2800006866455,320800,21.6289901733398
2014-08-07,23.2700004577637,23.6599998474121,23.1900005340576,23.4174995422363,490000,21.7567386627197
2014-08-08,23.5074996948242,23.6949996948242,23.2800006866455,23.5400009155273,441600,21.8705463409424
2014-08-11,23.5625,23.7875003814697,23.2975006103516,23.6749992370605,520400,21.9959754943848
2014-08-12,23.7075004577637,23.8225002288818,23.4249992370605,23.5874996185303,757600,21.9146823883057
2014-08-13,23.7024993896484,24.0324993133545,23.7024993896484,24.0074996948242,848400,22.3048915863037
2014-08-14,23.8850002288818,24.1825008392334,23.8824996948242,24.1725006103516,493600,22.4581909179688
2014-08-15,24.25,24.25,23.8349990844727,24.0475006103516,737200,22.3420543670654
2014-08-18,24.2124996185303,24.2299995422363,24.0025005340576,24.1499996185303,637200,22.4372806549072
2014-08-19,24.2024993896484,24.2875003814697,23.9724998474121,24.0625,630800,22.4279613494873
2014-08-20,24,24.0750007629395,23.7849998474121,23.8449993133545,346400,22.2252388000488
2014-08-21,23.8775005340576,23.9549999237061,23.6749992370605,23.9099998474121,515200,22.2858200073242
2014-08-22,23.9724998474121,24.1499996185303,23.8624992370605,23.9050006866455,379200,22.2811622619629
2014-08-25,24.0949993133545,24.1825008392334,23.8425006866455,23.9974994659424,426000,22.3673820495605
2014-08-26,24.1149997711182,24.2150001525879,23.8374996185303,23.8799991607666,611600,22.2578563690186
2014-08-27,23.8500003814697,24.125,23.4375,23.6175003051758,699200,22.0131912231445
2014-08-28,23.5900001525879,23.8075008392334,23.3875007629395,23.7649993896484,355200,22.1506748199463
2014-08-29,23.8724994659424,24.0275001525879,23.7700004577637,23.8799991607666,437600,22.2578563690186
2014-09-02,23.9950008392334,24.2875003814697,23.9249992370605,24.0524997711182,593600,22.4186458587646
2014-09-03,24.1525001525879,24.2224998474121,23.8024997711182,23.9050006866455,423200,22.2811622619629
2014-09-04,23.9150009155273,24.0100002288818,23.7075004577637,23.7674999237061,363200,22.153003692627
2014-09-05,23.8099994659424,23.8974990844727,23.5974998474121,23.7950000762939,434800,22.1786365509033
2014-09-08,23.8174991607666,24.1499996185303,23.7425003051758,24.1375007629395,562800,22.4978694915771
2014-09-09,24.1474990844727,24.1499996185303,23.9500007629395,24.0149993896484,396800,22.383695602417
2014-09-10,23.9775009155273,24.1499996185303,23.8400001525879,23.9200000762939,464400,22.2951412200928
2014-09-11,23.8799991607666,23.9974994659424,23.4950008392334,23.5949993133545,967200,21.9922218322754
2014-09-12,23.6375007629395,23.6375007629395,23.1100006103516,23.2099990844727,683600,21.6333770751953
2014-09-15,23.2574996948242,23.2574996948242,22.8899993896484,23.0774993896484,772800,21.5098762512207
2014-09-16,23.0849990844727,23.5475006103516,23.0300006866455,23.4974994659424,843200,21.9013442993164
2014-09-17,23.4699993133545,23.7374992370605,23.4575004577637,23.5799999237061,585600,21.9782409667969
2014-09-18,23.6574993133545,23.6825008392334,23.4249992370605,23.5275001525879,588800,21.9293117523193
2014-09-19,23.6350002288818,23.6725006103516,23.2875003814697,23.4524993896484,3484400,21.8593997955322
2014-09-22,23.4375,23.6574993133545,23.0725002288818,23.625,752800,22.0201835632324
2014-09-23,23.4925003051758,23.6299991607666,23.2625007629395,23.2900009155273,730400,21.7079448699951
2014-09-24,23.3600006103516,23.6399993896484,23.2250003814697,23.6299991607666,505200,22.0248374938965
2014-09-25,23.5,23.5,23.0900001525879,23.3600006103516,826400,21.7731838226318
2014-09-26,23.4400005340576,23.5974998474121,23.2674999237061,23.3974990844727,772800,21.8081321716309
2014-09-29,23.1599998474121,23.5400009155273,23.0249996185303,23.4449996948242,676400,21.8524112701416
2014-09-30,23.3950004577637,23.5625,23.1625003814697,23.3875007629395,744000,21.7988204956055
2014-10-01,23.3775005340576,23.4449996948242,23.0550003051758,23.2049999237061,981600,21.6287155151367
2014-10-02,23.3225002288818,23.5599994659424,23.2175006866455,23.4099998474121,852400,21.8197860717773
2014-10-03,23.5025005340576,23.9025001525879,23.3950004577637,23.5550003051758,2265200,21.9549369812012
2014-10-06,23.6124992370605,23.7275009155273,23.2024993896484,23.3075008392334,889200,21.7242469787598
2014-10-07,23.1800003051758,23.2199993133545,22.8400001525879,22.8850002288818,769200,21.3304538726807
2014-10-08,22.9274997711182,23.1574993133545,22.6825008392334,23.0874996185303,828400,21.5191917419434
2014-10-09,23.0200004577637,23.0599994659424,22.6075000762939,22.6324996948242,688400,21.0951080322266
2014-10-10,22.6075000762939,22.8024997711182,22.3099994659424,22.3349990844727,580800,20.8178100585938
2014-10-13,22.3724994659424,22.5324993133545,21.9974994659424,22.0074996948242,614800,20.5125522613525
2014-10-14,22.1100006103516,22.2175006866455,21.6625003814697,21.9424991607666,664800,20.451976776123
2014-10-15,21.6674995422363,22.2924995422363,21.5025005340576,22.1275005340576,1658400,20.6244068145752
2014-10-16,21.7574996948242,22.5774993896484,21.6299991607666,22.5025005340576,1280000,20.9739284515381
2014-10-17,22.8225002288818,22.8999996185303,22.5,22.7124996185303,1956400,21.1696662902832
2014-10-20,22.7150001525879,22.7150001525879,22.2975006103516,22.6324996948242,889600,21.0951080322266
2014-10-21,22.9150009155273,23.4750003814697,22.7450008392334,23.4624996185303,626000,21.8687191009521
2014-10-22,23.5750007629395,23.6350002288818,23.2525005340576,23.2775001525879,588800,21.6962852478027
2014-10-23,23.5275001525879,23.5524997711182,23.2049999237061,23.3099994659424,725200,21.7265777587891
2014-10-24,23.2824993133545,23.4475002288818,23.1075000762939,23.4300003051758,582400,21.8384265899658
2014-10-27,23.4174995422363,23.6725006103516,23.3875007629395,23.5799999237061,648800,21.9782409667969
2014-10-28,23.0324993133545,23.4599990844727,22.0699996948242,22.7250003814697,944400,21.1813201904297
2014-10-29,22.6650009155273,23.9724998474121,22.6224994659424,22.9099998474121,1202400,21.3537521362305
2014-10-30,22.9099998474121,23.0699996948242,22.75,22.9449996948242,598800,21.3863754272461
2014-10-31,23.3474998474121,23.3999996185303,22.6375007629395,22.7625007629395,744800,21.216272354126
2014-11-03,22.8675003051758,23.2224998474121,22.4225006103516,22.7724990844727,626800,21.2255935668945
2014-11-04,22.8024997711182,23.3875007629395,22.4249992370605,22.6725006103516,1054400,21.1323852539062
2014-11-05,22.8824996948242,22.9225006103516,22.4799995422363,22.6599998474121,867600,21.120735168457
2014-11-06,22.5825004577637,22.8724994659424,22.4874992370605,22.7924995422363,1077600,21.319507598877
2014-11-07,22.7175006866455,23.0200004577637,22.5125007629395,22.6800003051758,706000,21.2142715454102
2014-11-10,22.7700004577637,22.8325004577637,22.5725002288818,22.7749996185303,564000,21.3031311035156
2014-11-11,22.8349990844727,23.0174999237061,22.5750007629395,22.9274997711182,559200,21.4457778930664
2014-11-12,22.7975006103516,23.0375003814697,22.7150001525879,23.0049991607666,478400,21.5182609558105
2014-11-13,23.0849990844727,23.1424999237061,22.9099998474121,23.0249996185303,654400,21.5369739532471
2014-11-14,23.0599994659424,23.0599994659424,22.4874992370605,22.6599998474121,568000,21.1955604553223
2014-11-17,22.5974998474121,22.7474994659424,22.4850006103516,22.5349998474121,536800,21.0786418914795
2014-11-18,22.5,22.6924991607666,22.3050003051758,22.5900001525879,892400,21.1300830841064
2014-11-19,22.6674995422363,22.6674995422363,22.2800006866455,22.2924995422363,433200,20.8518180847168
2014-11-20,22.1550006866455,22.4449996948242,22.1550006866455,22.4400005340576,557200,20.9897804260254
2014-11-21,22.6550006866455,22.6900005340576,22.4375,22.5650005340576,490000,21.1067066192627
2014-11-24,22.6700000762939,23.1075000762939,22.6049995422363,22.9874992370605,586800,21.5018978118896
2014-11-25,23.1075000762939,23.1499996185303,22.6124992370605,22.75,559200,21.2797431945801
2014-11-26,22.7199993133545,22.9249992370605,22.5424995422363,22.8875007629395,441600,21.4083595275879
2014-11-28,22.9724998474121,23.3325004577637,22.8649997711182,22.9025001525879,333600,21.4223937988281
2014-12-01,22.9125003814697,23.0400009155273,22.5149993896484,22.5625,610000,21.1043682098389
2014-12-02,22.6175003051758,22.8325004577637,22.3824996948242,22.5275001525879,869600,21.0716285705566
2014-12-03,22.4724998474121,22.625,22.4624996185303,22.5625,1039600,21.1043682098389
2014-12-04,22.6049995422363,22.6949996948242,22.3999996185303,22.4974994659424,690000,21.0435695648193
2014-12-05,22.6075000762939,22.6075000762939,22.3199996948242,22.4524993896484,807200,21.0014724731445
2014-12-08,22.4274997711182,22.8775005340576,22.1774997711182,22.6725006103516,906800,21.20725440979
2014-12-09,22.5174999237061,22.7175006866455,22.2199993133545,22.5275001525879,898000,21.0716285705566
2014-12-10,23.1525001525879,23.1900005340576,22.4274997711182,22.6800003051758,1020000,21.2142715454102
2014-12-11,22.8174991607666,23.4050006866455,22.7950000762939,23.0349998474121,1144400,21.5463275909424
2014-12-12,23.1049995422363,23.5799999237061,22.8950004577637,23.2649993896484,990800,21.7614688873291
