"Fecha","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
2014-01-08,141.039993286133,141.380004882812,139.990005493164,140.369995117188,1632800,124.83805847168
2014-01-09,140.509994506836,141.770004272461,139.949996948242,141.509994506836,1451600,125.851928710938
2014-01-10,141.199996948242,142.740005493164,140.410003662109,142.630004882812,1714700,126.847991943359
2014-01-13,141.350006103516,142.75,140.240005493164,140.490005493164,1565200,124.944786071777
2014-01-14,140.949996948242,142.830001831055,139.729995727539,142.699996948242,2344500,126.91032409668
2014-01-15,142.779998779297,143.139999389648,141.940002441406,142.550003051758,2692200,126.776908874512
2014-01-16,141.919998168945,142.5,140.949996948242,141.809997558594,1928100,126.118774414062
2014-01-17,140.610000610352,141.869995117188,140.089996337891,140.509994506836,2293000,124.962585449219
2014-01-21,141.710006713867,142.619995117188,140.800003051758,142.149993896484,2509000,126.421104431152
2014-01-22,142.75,142.839996337891,141.630004882812,142.300003051758,1337100,126.554527282715
2014-01-23,141.610000610352,141.990005493164,139.350006103516,140.240005493164,1836300,124.722511291504
2014-01-24,139.160003662109,139.389999389648,134.570007324219,134.580001831055,3089300,119.688766479492
2014-01-27,134.690002441406,135.779998779297,131.080001831055,131.949996948242,4738700,117.349746704102
2014-01-28,131.990005493164,134.639999389648,131.990005493164,134.339996337891,3169700,119.475318908691
2014-01-29,132.830001831055,134,131.550003051758,131.850006103516,2647600,117.260833740234
2014-01-30,133.089996337891,134.830001831055,133.059997558594,133.770004272461,1935900,118.968399047852
2014-01-31,131.850006103516,134.960006713867,131.789993286133,133.320007324219,1588500,118.568161010742
2014-02-03,132.929992675781,135.059997558594,129.029998779297,129.440002441406,3184000,115.117477416992
2014-02-04,129.479995727539,130.929992675781,128.169998168945,130.419998168945,2387000,115.989074707031
2014-02-05,129.850006103516,130.919998168945,129.190002441406,129.970001220703,2009200,115.588844299316
2014-02-06,130.139999389648,131.860000610352,130.059997558594,130.839996337891,1908400,116.362564086914
2014-02-07,131.919998168945,133.070007324219,130.869995117188,131.759994506836,2390500,117.180770874023
2014-02-10,131.369995117188,132.059997558594,129.339996337891,129.880004882812,3602500,115.508804321289
2014-02-11,130.410003662109,133.779998779297,130.130004882812,133.149993896484,3256000,118.416984558105
2014-02-12,133.160003662109,133.809997558594,131.75,133,1895700,118.283569335938
2014-02-13,131.919998168945,133.339996337891,131,133.070007324219,1780700,118.34587097168
2014-02-14,132.979995727539,134.550003051758,132.869995117188,133.919998168945,1436200,119.101806640625
2014-02-18,134.320007324219,134.770004272461,132.330001831055,132.789993286133,2360500,118.096801757812
2014-02-19,132.339996337891,133.509994506836,131.009994506836,131.350006103516,2780900,116.81615447998
2014-02-20,131.690002441406,133.509994506836,131.059997558594,132.990005493164,1787000,118.274681091309
2014-02-21,133.179992675781,135.210006713867,133.110000610352,134.899993896484,1969400,119.973358154297
2014-02-24,135.089996337891,136.979995727539,134.5,134.869995117188,2243200,119.946678161621
2014-02-25,134.850006103516,134.869995117188,132.320007324219,132.839996337891,2588900,118.14128112793
2014-02-26,132.630004882812,133.970001220703,131.949996948242,132.369995117188,1588100,117.723274230957
2014-02-27,132.039993286133,133.839996337891,131.949996948242,133.550003051758,1736100,118.772743225098
2014-02-28,133.190002441406,134.429992675781,132.339996337891,133.330001831055,1904700,118.577087402344
2014-03-03,132.050003051758,134.289993286133,132.050003051758,133.380004882812,1614300,118.621536254883
2014-03-04,134.839996337891,137.649993896484,134.740005493164,137.089996337891,2250100,121.921005249023
2014-03-05,137.240005493164,137.600006103516,136.509994506836,136.910003662109,1292200,121.760948181152
2014-03-06,137.25,137.639999389648,136.190002441406,137.289993286133,1581300,122.09886932373
2014-03-07,137.919998168945,138.600006103516,136.960006713867,137.429992675781,1353800,122.357055664062
2014-03-10,137.029998779297,138.389999389648,136.809997558594,137.860000610352,1720700,122.739883422852
2014-03-11,137.740005493164,138.070007324219,136.710006713867,137.289993286133,1483500,122.232421875
2014-03-12,136.800003051758,138.139999389648,136,137.789993286133,1275600,122.677581787109
2014-03-13,138.360000610352,139.289993286133,135.880004882812,136.679992675781,2286000,121.689338684082
2014-03-14,136.380004882812,137.75,136.020004272461,136.759994506836,2629200,121.760543823242
2014-03-17,137.710006713867,138.610000610352,137.110000610352,137.580001831055,3855000,122.490653991699
2014-03-18,137.589996337891,139.190002441406,137.350006103516,138.570007324219,2578900,123.372039794922
2014-03-19,138.110000610352,141.169998168945,137.139999389648,138.380004882812,3110400,123.20287322998
2014-03-20,137.029998779297,137.729995727539,135.240005493164,136.5,3377700,121.529113769531
2014-03-21,137.509994506836,138,136.020004272461,136.789993286133,5017900,121.787300109863
2014-03-24,137.149993896484,137.199996948242,134.869995117188,134.949996948242,3206900,120.149070739746
2014-03-25,134.880004882812,135.679992675781,132.520004272461,134.160003662109,4336800,119.445747375488
2014-03-26,134.479995727539,135.309997558594,132.089996337891,132.119995117188,2870700,117.629417419434
2014-03-27,132,132.639999389648,131.300003051758,132.110000610352,3042800,117.620559692383
2014-03-28,132.440002441406,133.399993896484,132.009994506836,132.009994506836,5019100,117.53150177002
2014-03-31,132.520004272461,133.240005493164,131.869995117188,132.559997558594,4368000,118.021217346191
2014-04-01,133,134.110000610352,132.779998779297,134.110000610352,2513800,119.401184082031
2014-04-02,134.100006103516,135.199996948242,133.940002441406,134.759994506836,1747800,119.979957580566
2014-04-03,134.699996948242,136.119995117188,134.699996948242,135.300003051758,1987600,120.460678100586
2014-04-04,135.789993286133,136.600006103516,133.860000610352,134.350006103516,1586500,119.61491394043
2014-04-07,134.360000610352,135.009994506836,132.669998168945,132.979995727539,2007500,118.395149230957
2014-04-08,133.039993286133,133.399993896484,131.809997558594,132.910003662109,2016100,118.332801818848
2014-04-09,133.309997558594,134.490005493164,132.949996948242,134,1640400,119.303283691406
2014-04-10,134.080001831055,134.309997558594,131.860000610352,132.059997558594,2528300,117.576011657715
2014-04-11,130.970001220703,132.759994506836,130.679992675781,131.229995727539,1927200,116.837066650391
2014-04-14,132.110000610352,132.860000610352,131.160003662109,132,2115200,117.522605895996
2014-04-15,132.330001831055,132.990005493164,130.639999389648,132.169998168945,2518400,117.673950195312
2014-04-16,132.550003051758,134.039993286133,132.009994506836,133.75,2696500,119.080703735352
2014-04-17,133.619995117188,135.970001220703,133.619995117188,135.550003051758,2152300,120.683288574219
2014-04-21,135.610000610352,136.779998779297,135.259994506836,136.270004272461,2755300,121.32430267334
2014-04-22,136.539993286133,137.770004272461,136.520004272461,137.029998779297,2173900,122.000961303711
2014-04-23,137,137.149993896484,135.929992675781,136.330001831055,1793300,121.37769317627
2014-04-24,136.399993896484,137.089996337891,135.619995117188,136.080001831055,1926700,121.155143737793
2014-04-25,136.020004272461,136.039993286133,133.949996948242,134.210006713867,1118500,119.490242004395
2014-04-28,134.389999389648,136.020004272461,133.520004272461,134.529998779297,1812300,119.775161743164
2014-04-29,134.809997558594,135.720001220703,133.899993896484,135.470001220703,1161200,120.612014770508
2014-04-30,135.550003051758,136.809997558594,134.850006103516,136.25,1810000,121.306503295898
2014-05-01,136.360000610352,137,135.389999389648,136.240005493164,813000,121.29761505127
2014-05-02,136.110000610352,137.729995727539,136.110000610352,136.949996948242,966700,121.929702758789
2014-05-05,136.070007324219,136.460006713867,135.009994506836,135.850006103516,959100,120.950355529785
2014-05-06,135.289993286133,136.990005493164,135.050003051758,135.490005493164,1411000,120.629837036133
2014-05-07,136.210006713867,138.669998168945,136.009994506836,138.539993286133,1874300,123.345321655273
2014-05-08,135.809997558594,137.660003662109,135.800003051758,136.699996948242,2394900,121.707099914551
2014-05-09,136,137.889999389648,135.210006713867,137.520004272461,2138500,122.437225341797
2014-05-12,138.029998779297,140.339996337891,137.919998168945,140.149993896484,1726700,124.778755187988
2014-05-13,140.289993286133,140.839996337891,139.889999389648,140.139999389648,1085700,124.76985168457
2014-05-14,140,140,138.910003662109,139.330001831055,1682000,124.048713684082
2014-05-15,139.279998779297,139.339996337891,137.550003051758,138.679992675781,1260700,123.46997833252
2014-05-16,138.820007324219,139.770004272461,137.910003662109,138.229995727539,2067000,123.069358825684
2014-05-19,138.100006103516,139.220001220703,137.839996337891,139,3897200,123.754905700684
2014-05-20,139.080001831055,139.470001220703,136.970001220703,137.460006713867,1968400,122.383758544922
2014-05-21,138.300003051758,139.690002441406,138.029998779297,139.050003051758,1586000,123.799407958984
2014-05-22,138.839996337891,139.690002441406,138.339996337891,139.330001831055,1550800,124.048713684082
2014-05-23,139.720001220703,141.940002441406,139.309997558594,141.5,1198100,125.980728149414
2014-05-27,142.020004272461,142.839996337891,141.619995117188,142.240005493164,1894800,126.639541625977
2014-05-28,142.240005493164,143.979995727539,142.199996948242,143.470001220703,1491000,127.734634399414
2014-05-29,143.880004882812,144.600006103516,143.300003051758,144.529998779297,1275500,128.678359985352
2014-05-30,144.369995117188,144.850006103516,143.940002441406,144.160003662109,943200,128.348937988281
2014-06-02,144.309997558594,144.990005493164,143.720001220703,144.25,1285500,128.429061889648
2014-06-03,143.809997558594,144.649993896484,142.580001831055,142.949996948242,1351100,127.271667480469
2014-06-04,142.740005493164,143.309997558594,142.380004882812,143,1091200,127.316116333008
2014-06-05,143.470001220703,143.990005493164,142.360000610352,142.649993896484,1953400,127.004547119141
2014-06-06,142.830001831055,143.300003051758,142.279998779297,142.699996948242,2273800,127.049087524414
2014-06-09,142.690002441406,144.399993896484,142.690002441406,143.649993896484,1661900,127.894844055176
2014-06-10,142.970001220703,143.910003662109,142.809997558594,143.789993286133,1087800,128.019515991211
2014-06-11,143.070007324219,143.089996337891,141.940002441406,142.75,1016000,127.093574523926
2014-06-12,142.089996337891,142.279998779297,139.139999389648,139.210006713867,1594000,123.94189453125
2014-06-13,139.529998779297,140.699996948242,139.089996337891,140.270004272461,1266600,124.885635375977
2014-06-16,139.820007324219,140.479995727539,139.25,139.449996948242,1458400,124.155555725098
2014-06-17,139.050003051758,141.070007324219,138.300003051758,140.309997558594,1857000,125.100624084473
2014-06-18,145.350006103516,149.369995117188,145.089996337891,148.949996948242,5650700,132.804046630859
2014-06-19,147.960006713867,149.330001831055,146.830001831055,147.600006103516,3368900,131.600433349609
2014-06-20,147.839996337891,148.460006713867,147.660003662109,148.119995117188,2758700,132.064025878906
2014-06-23,148,149.679992675781,147.960006713867,148.880004882812,2654200,132.74169921875
2014-06-24,148.440002441406,151.149993896484,148.440002441406,149.679992675781,3019400,133.454940795898
2014-06-25,149.110000610352,151.889999389648,148.820007324219,151.419998168945,2022300,135.006332397461
2014-06-26,151.360000610352,151.679992675781,150.050003051758,151.5,1163000,135.077621459961
2014-06-27,151.289993286133,151.759994506836,150.759994506836,151.410003662109,1945500,134.99739074707
2014-06-30,151.399993896484,151.669998168945,150.660003662109,151.380004882812,1433000,134.970687866211
2014-07-01,152,152.839996337891,151.570007324219,152.380004882812,1445000,135.862289428711
2014-07-02,152.270004272461,153.240005493164,152.080001831055,152.270004272461,1236300,135.764175415039
2014-07-03,152.789993286133,153.740005493164,152.539993286133,153.610000610352,660800,136.958908081055
2014-07-07,152.860000610352,153.100006103516,151.380004882812,151.679992675781,1147900,135.238159179688
2014-07-08,151.369995117188,151.589996337891,149.820007324219,151.169998168945,1207200,134.783462524414
2014-07-09,151.610000610352,152.440002441406,150.809997558594,151.320007324219,822400,134.917129516602
2014-07-10,149.869995117188,150.880004882812,149.419998168945,150.259994506836,984300,133.972061157227
2014-07-11,150.149993896484,151.320007324219,149.919998168945,150.639999389648,839100,134.31086730957
2014-07-14,151.649993896484,151.910003662109,150.979995727539,151.070007324219,1149100,134.694259643555
2014-07-15,149.580001831055,152.669998168945,149.580001831055,151.899993896484,1193500,135.434341430664
2014-07-16,152.399993896484,154.5,152.25,154.380004882812,1424700,137.645477294922
2014-07-17,153.350006103516,155.309997558594,151.729995727539,151.899993896484,1811900,135.434341430664
2014-07-18,151.339996337891,153.149993896484,151.229995727539,152.869995117188,1032400,136.29914855957
2014-07-21,152.529998779297,153.309997558594,152.080001831055,152.350006103516,1030500,135.835510253906
2014-07-22,152.889999389648,153.929992675781,152.820007324219,153.289993286133,1314300,136.673583984375
2014-07-23,153.460006713867,153.889999389648,152.600006103516,152.679992675781,966600,136.129730224609
2014-07-24,153.029998779297,153.25,152.330001831055,152.5,1009900,135.969253540039
2014-07-25,152,152.410003662109,150.800003051758,150.860000610352,1269600,134.507034301758
2014-07-28,150.899993896484,151.460006713867,148.300003051758,149.529998779297,1652200,133.321212768555
2014-07-29,148.5,149.860000610352,147.039993286133,147.139999389648,1706200,131.190277099609
2014-07-30,147.360000610352,150.339996337891,147.360000610352,149.360000610352,1390600,133.169616699219
2014-07-31,148.070007324219,149.110000610352,146.639999389648,146.880004882812,1519800,130.958450317383
2014-08-01,146.630004882812,147.990005493164,145.929992675781,146.75,1709100,130.842529296875
2014-08-04,147.309997558594,149.080001831055,146.949996948242,148.830001831055,1444000,132.697067260742
2014-08-05,147.839996337891,148.550003051758,146.149993896484,146.839996337891,860700,130.922744750977
2014-08-06,145.830001831055,146.419998168945,145.080001831055,145.470001220703,1098000,129.701263427734
2014-08-07,146.960006713867,148.410003662109,145.910003662109,146.020004272461,1659200,130.191635131836
2014-08-08,146.229995727539,147.919998168945,145.619995117188,147.850006103516,825500,131.823287963867
2014-08-11,148.809997558594,149.070007324219,147.720001220703,148.279998779297,790900,132.206695556641
2014-08-12,148.320007324219,149.190002441406,148.009994506836,148.429992675781,495400,132.340393066406
2014-08-13,149,149.669998168945,148.919998168945,149.350006103516,622500,133.160736083984
2014-08-14,149.639999389648,149.720001220703,148.610000610352,149.639999389648,529000,133.419250488281
2014-08-15,150.039993286133,150.240005493164,147.5,148.720001220703,1071500,132.598999023438
2014-08-18,149.289993286133,150.449996948242,149.229995727539,150.419998168945,1066900,134.114715576172
2014-08-19,150.509994506836,150.600006103516,149.910003662109,150,1062800,133.740249633789
2014-08-20,150.160003662109,150.960006713867,149.990005493164,150.630004882812,1476600,134.301956176758
2014-08-21,151.029998779297,151.070007324219,150,150.550003051758,817400,134.230590820312
2014-08-22,150.729995727539,150.729995727539,149.039993286133,149.460006713867,1075900,133.258819580078
2014-08-25,150.130004882812,150.539993286133,149.649993896484,149.789993286133,619500,133.553039550781
2014-08-26,150,150.389999389648,149.179992675781,149.279998779297,609100,133.098342895508
2014-08-27,149.25,149.800003051758,148.949996948242,149.100006103516,696600,132.93782043457
2014-08-28,148.789993286133,149,147.029998779297,147.869995117188,1364300,131.841110229492
2014-08-29,148.399993896484,148.490005493164,147.649993896484,147.880004882812,1227400,131.850067138672
2014-09-02,148.720001220703,150.570007324219,148.369995117188,150.399993896484,1416900,134.096878051758
2014-09-03,150.479995727539,152.210006713867,150.369995117188,151.710006713867,1479300,135.264907836914
2014-09-04,152.220001220703,154.240005493164,151.690002441406,152.039993286133,1748300,135.559127807617
2014-09-05,151.550003051758,153.350006103516,150.100006103516,153.300003051758,1208100,136.682540893555
2014-09-08,152.539993286133,153.25,151.889999389648,152.399993896484,1349200,136.0576171875
2014-09-09,152.190002441406,152.399993896484,150.690002441406,151,1001600,134.807723999023
2014-09-10,150.949996948242,151.070007324219,150.009994506836,150.759994506836,993200,134.593490600586
2014-09-11,150.080001831055,152.990005493164,150.009994506836,152.529998779297,1029100,136.17366027832
2014-09-12,153.179992675781,154.089996337891,152.539993286133,153.770004272461,1564600,137.280654907227
2014-09-15,154,154.320007324219,152.009994506836,154.039993286133,1684600,137.521759033203
2014-09-16,154.809997558594,155.059997558594,153.050003051758,154.660003662109,2224400,138.075286865234
2014-09-17,159.699996948242,161.649993896484,159.199996948242,159.710006713867,4338900,142.583709716797
2014-09-18,159.800003051758,161.25,158.690002441406,158.929992675781,3393100,141.887359619141
2014-09-19,160.089996337891,160.259994506836,158.330001831055,158.330001831055,4271100,141.351699829102
2014-09-22,158.009994506836,158.850006103516,157.809997558594,157.860000610352,1621300,140.93212890625
2014-09-23,157.589996337891,159,157.460006713867,158,1357700,141.057083129883
2014-09-24,158.369995117188,159.539993286133,157.800003051758,159.309997558594,1497300,142.226593017578
2014-09-25,159.289993286133,159.520004272461,157.039993286133,157.160003662109,1132900,140.307189941406
2014-09-26,157.570007324219,160.350006103516,157.520004272461,159.779998779297,1239400,142.646209716797
2014-09-29,158.839996337891,162.520004272461,158.529998779297,162.179992675781,2055100,144.788833618164
2014-09-30,162.210006713867,163.839996337891,161.300003051758,161.449996948242,2875900,144.137115478516
2014-10-01,161,161.389999389648,157.639999389648,158.139999389648,2429500,141.182052612305
2014-10-02,158.160003662109,159.350006103516,156.699996948242,159.029998779297,1747200,141.976654052734
2014-10-03,160.830001831055,163.240005493164,160.220001220703,162.740005493164,1990300,145.288818359375
2014-10-06,163.270004272461,165.169998168945,159,159.240005493164,2687200,142.164138793945
2014-10-07,158.589996337891,159,156.029998779297,156.059997558594,1734400,139.325119018555
2014-10-08,156.179992675781,160.429992675781,155.130004882812,160.25,2137500,143.065811157227
2014-10-09,159.5,160.350006103516,156.220001220703,156.509994506836,1450800,139.72688293457
2014-10-10,156.160003662109,157.789993286133,153.490005493164,154.75,2129700,138.155548095703
2014-10-13,155.100006103516,156.770004272461,151.110000610352,151.259994506836,1992400,135.039825439453
2014-10-14,152.880004882812,155.330001831055,152.610000610352,153.720001220703,2605800,137.23600769043
2014-10-15,151.110000610352,154.449996948242,148.809997558594,153.820007324219,2644600,137.325347900391
2014-10-16,151.679992675781,154.389999389648,150.539993286133,151.929992675781,2743800,135.637939453125
2014-10-17,153.240005493164,156.649993896484,153.020004272461,156.119995117188,2613200,139.378692626953
2014-10-20,155.720001220703,156.149993896484,154.009994506836,155.869995117188,1691000,139.155456542969
2014-10-21,157.029998779297,160.929992675781,156.710006713867,159.880004882812,2670300,142.735488891602
2014-10-22,160.740005493164,161.259994506836,158.449996948242,158.470001220703,1872100,141.476699829102
2014-10-23,160.949996948242,163.479995727539,160.589996337891,162.5,2368900,145.074523925781
2014-10-24,163.100006103516,164.479995727539,162.679992675781,163.880004882812,1571100,146.306533813477
2014-10-27,163.75,165.399993896484,163.009994506836,165.220001220703,1530000,147.502883911133
2014-10-28,165.820007324219,168.270004272461,165.630004882812,168.199996948242,1579100,150.163314819336
2014-10-29,168.199996948242,168.25,163.610000610352,165.770004272461,1827400,147.993911743164
2014-10-30,165.190002441406,166.720001220703,163.910003662109,165.289993286133,1670300,147.565368652344
2014-10-31,167.990005493164,169,167.020004272461,167.399993896484,2245600,149.449066162109
2014-11-03,167.149993896484,167.619995117188,165.710006713867,167.199996948242,1550800,149.270523071289
2014-11-04,167.729995727539,168.639999389648,166.899993896484,166.960006713867,2429300,149.056304931641
2014-11-05,169,169.479995727539,167.199996948242,169.419998168945,1522700,151.252517700195
2014-11-06,169.5,171.919998168945,169.270004272461,171.699996948242,1547900,153.288009643555
2014-11-07,171.910003662109,171.910003662109,169.639999389648,171.220001220703,1238100,152.859481811523
2014-11-10,170.990005493164,171.949996948242,170.059997558594,171.740005493164,1091000,153.323715209961
2014-11-11,171.789993286133,172.880004882812,171.130004882812,172.339996337891,1383200,153.859375
2014-11-12,171.669998168945,172.130004882812,170.479995727539,171.800003051758,906100,153.37727355957
2014-11-13,172.020004272461,172.460006713867,170.460006713867,171.570007324219,1552100,153.171905517578
2014-11-14,171.139999389648,172.699996948242,170.770004272461,171.559997558594,1062200,153.162994384766
2014-11-17,171.259994506836,171.619995117188,170.619995117188,171.320007324219,848000,152.948745727539
2014-11-18,171.289993286133,172.809997558594,171.190002441406,172,1032100,153.555816650391
2014-11-19,172,172,170.279998779297,171.679992675781,893700,153.270141601562
2014-11-20,171.089996337891,172.619995117188,170.419998168945,172.5,1092100,154.002136230469
2014-11-21,175.529998779297,176.610000610352,173.869995117188,174.460006713867,2068200,155.751998901367
2014-11-24,175.339996337891,176.449996948242,175.089996337891,175.529998779297,1868600,156.707244873047
2014-11-25,175.449996948242,175.889999389648,174.399993896484,174.860000610352,1964000,156.109130859375
2014-11-26,175.25,175.490005493164,174.520004272461,175.080001831055,765800,156.305557250977
2014-11-28,178.539993286133,179.789993286133,177.5,178.179992675781,1813200,159.073089599609
2014-12-01,178.789993286133,178.970001220703,175.720001220703,177.699996948242,1989600,158.644607543945
2014-12-02,181.119995117188,182.419998168945,179.770004272461,180.389999389648,3416800,161.046112060547
2014-12-03,180.699996948242,180.699996948242,179.490005493164,180.039993286133,1695800,160.733612060547
2014-12-04,180.25,180.75,179.339996337891,180.179992675781,1431400,160.858627319336
2014-12-05,180.25,182.179992675781,180.199996948242,182.029998779297,1246300,162.510314941406
2014-12-08,182.949996948242,183.509994506836,181.259994506836,181.529998779297,1885300,162.063873291016
2014-12-09,179.789993286133,180,176.529998779297,178.770004272461,2240900,159.599853515625
2014-12-10,179.399993896484,179.600006103516,176.360000610352,176.460006713867,2079600,157.713989257812
2014-12-11,177.889999389648,178.610000610352,176.539993286133,176.880004882812,2082700,158.08935546875
2014-12-12,176.380004882812,178.5,175.339996337891,175.789993286133,1858500,157.115188598633
2014-12-15,176.820007324219,178.970001220703,174.759994506836,176.270004272461,2486000,157.544158935547
2014-12-16,176.710006713867,178.100006103516,174.259994506836,174.259994506836,2784300,155.747711181641
2014-12-17,169.789993286133,170,163.570007324219,167.779998779297,8744900,149.956085205078
2014-12-18,170.949996948242,174.380004882812,170,174.380004882812,3803000,155.854934692383
2014-12-19,174.199996948242,175.710006713867,172.360000610352,174.220001220703,3857200,155.711975097656
2014-12-22,175.240005493164,177.080001831055,174.330001831055,176.869995117188,1897700,158.080444335938
2014-12-23,177.710006713867,178.339996337891,176.080001831055,176.940002441406,999200,158.142990112305
2014-12-24,177.039993286133,177.919998168945,176.309997558594,176.419998168945,571700,157.678283691406
2014-12-26,176.580001831055,177.160003662109,175.380004882812,175.899993896484,740800,157.213470458984
2014-12-29,174.960006713867,175.940002441406,174.550003051758,175.520004272461,778800,156.873840332031
2014-12-30,174.619995117188,176.490005493164,174.110000610352,175,765900,156.409103393555
2014-12-31,175.699996948242,176.279998779297,173.509994506836,173.660003662109,854200,155.211441040039
2015-01-02,173.779998779297,174.639999389648,170.330001831055,172.449996948242,1249700,154.129989624023
2015-01-05,171.820007324219,171.929992675781,169.350006103516,169.800003051758,1726100,151.761566162109
2015-01-06,172.419998168945,173.320007324219,169.580001831055,169.789993286133,2612500,151.752593994141
2015-01-07,171.970001220703,172.339996337891,170.050003051758,171.039993286133,1835800,152.869812011719
2015-01-08,173.179992675781,175.360000610352,172.460006713867,175.039993286133,1819500,156.444839477539
2015-01-09,174.509994506836,175.229995727539,172.350006103516,172.660003662109,1396200,154.317672729492
2015-01-12,174.059997558594,175,172.490005493164,172.570007324219,1884700,154.2373046875
2015-01-13,173.929992675781,174.729995727539,170.100006103516,171.5,1736400,153.280899047852
2015-01-14,170,172.960006713867,169.009994506836,172.75,1928900,154.398132324219
2015-01-15,173.289993286133,174.460006713867,172.080001831055,173.850006103516,2218200,155.381286621094
2015-01-16,172.860000610352,176.899993896484,172.860000610352,176.759994506836,2588900,157.982131958008
2015-01-20,178.309997558594,179.470001220703,177.199996948242,179.130004882812,2596300,160.100341796875
2015-01-21,178.940002441406,180.429992675781,177.490005493164,178.690002441406,1615400,159.707061767578
2015-01-22,179.529998779297,181.490005493164,178.309997558594,181.399993896484,1537400,162.129180908203
2015-01-23,177.559997558594,180.740005493164,175.550003051758,176.009994506836,3340200,157.311782836914
2015-01-26,175.940002441406,177.940002441406,175.169998168945,176.660003662109,1393800,157.892776489258
2015-01-27,175.539993286133,175.589996337891,173.610000610352,173.880004882812,1388000,155.408111572266
2015-01-28,175.429992675781,175.619995117188,171.149993896484,171.449996948242,1220700,153.236251831055
