"Fecha","ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted"
2013-11-01,73.8899993896484,74.1600036621094,72.9199981689453,73,3300700,61.3004875183105
2013-11-04,73.0999984741211,73.2300033569336,72.5400009155273,72.7099990844727,2942700,61.056957244873
2013-11-05,72.7900009155273,73.75,72.3300018310547,73.3600006103516,2834800,61.6027908325195
2013-11-06,73.4400024414062,75.2300033569336,73.4300003051758,75.0400009155273,4268900,63.0135383605957
2013-11-07,74.370002746582,76.2799987792969,74.370002746582,75.5500030517578,4435800,63.4418106079102
2013-11-08,75.3899993896484,75.9899978637695,75.0199966430664,75.2399978637695,2909400,63.1814918518066
2013-11-11,75.1500015258789,75.7099990844727,75,75.4899978637695,1778200,63.3913993835449
2013-11-12,75.4400024414062,76.5999984741211,75.3099975585938,76.3000030517578,4196900,64.0716018676758
2013-11-13,76.2399978637695,77.5699996948242,75.5599975585938,77.4100036621094,3826800,65.0037002563477
2013-11-14,76.8099975585938,77.5800018310547,76.2799987792969,77.0599975585938,3943500,64.7097854614258
2013-11-15,77.4700012207031,78.5100021362305,77.4100036621094,78.0199966430664,6371000,65.5159225463867
2013-11-18,78.0199966430664,79.4499969482422,77.9599990844727,78.5199966430664,3836600,65.9358139038086
2013-11-19,78.6399993896484,79.2399978637695,78.4000015258789,78.4700012207031,2720600,65.8938140869141
2013-11-20,78.4700012207031,79.3000030517578,77.8600006103516,78.1600036621094,2447600,65.6335144042969
2013-11-21,78.3600006103516,78.7200012207031,77.879997253418,78.4300003051758,2201500,65.8602294921875
2013-11-22,78.4899978637695,78.5299987792969,77.6500015258789,77.8399963378906,2175200,65.3647918701172
2013-11-25,77.8199996948242,77.9599990844727,77.0500030517578,77.2099990844727,1863000,64.8357543945312
2013-11-26,77.379997253418,77.9599990844727,77.2600021362305,77.370002746582,2002800,64.9701309204102
2013-11-27,77.4100036621094,78.0100021362305,77.2099990844727,77.6100006103516,1755200,65.1716537475586
2013-11-29,77.75,78.25,77.3399963378906,77.4700012207031,1560600,65.054084777832
2013-12-02,77.4199981689453,77.6399993896484,76.1500015258789,76.3300018310547,2489300,64.096794128418
2013-12-03,76.3300018310547,77.2399978637695,76.0299987792969,77.0899963378906,2138700,64.7350006103516
2013-12-04,75.5,76.3499984741211,75.1399993896484,76.0699996948242,3550500,63.8784637451172
2013-12-05,76.1399993896484,76.2900009155273,75.629997253418,75.7900009155273,2197300,63.6433296203613
2013-12-06,75.9700012207031,76.2200012207031,75.1699981689453,75.5299987792969,3259400,63.4250106811523
2013-12-09,75.6399993896484,75.9800033569336,75.0100021362305,75.129997253418,2434400,63.089111328125
2013-12-10,75.1100006103516,75.6900024414062,74.370002746582,75.4100036621094,2350700,63.3242416381836
2013-12-11,75.5100021362305,76,74.2799987792969,74.4000015258789,3000800,62.4761047363281
2013-12-12,74.4199981689453,74.870002746582,74.0400009155273,74.0800018310547,3266300,62.207389831543
2013-12-13,74.2699966430664,74.620002746582,73.7900009155273,73.9400024414062,2841400,62.0898284912109
2013-12-16,74.0899963378906,74.8600006103516,74.0899963378906,74.620002746582,4172100,62.6608657836914
2013-12-17,74.5299987792969,74.7900009155273,73.9599990844727,74,4082900,62.1402320861816
2013-12-18,74.1500015258789,75.8000030517578,74.1500015258789,75.620002746582,6325600,63.5005950927734
2013-12-19,77.5199966430664,79.9499969482422,77.4899978637695,79.5100021362305,10933800,66.7671356201172
2013-12-20,79.7200012207031,80.9800033569336,79.5999984741211,80.5500030517578,6782700,67.6405029296875
2013-12-23,80.5100021362305,81.6999969482422,79.9800033569336,81.5500030517578,4405000,68.4801940917969
2013-12-24,80.8600006103516,81.3899993896484,80.6500015258789,81.3099975585938,1564700,68.2786636352539
2013-12-26,81.4700012207031,82.5299987792969,81.2300033569336,82.1500015258789,2399200,68.984016418457
2013-12-27,82.4599990844727,83.4499969482422,82.4300003051758,82.5100021362305,2466200,69.2863388061523
2013-12-30,81.7099990844727,82.1999969482422,80.6800003051758,82.0599975585938,2551900,68.9084625244141
2013-12-31,81.6800003051758,82.4599990844727,81.4800033569336,82.2200012207031,2113800,69.0428237915039
2014-01-02,81.5,81.9199981689453,81.0899963378906,81.129997253418,2405400,68.1274948120117
2014-01-03,81.2099990844727,81.8199996948242,81.0899963378906,81.4000015258789,1812600,68.3542404174805
2014-01-06,81.3099975585938,81.5,80.4400024414062,80.5400009155273,2312300,67.6320877075195
2014-01-07,80.8399963378906,81.9400024414062,80.6600036621094,81.5199966430664,3368400,68.4550094604492
2014-01-08,81.2900009155273,82.1999969482422,81.25,82.1500015258789,4217400,68.984016418457
2014-01-09,82.0199966430664,83.0500030517578,82,82.9499969482422,4054200,69.6558151245117
2014-01-10,82.75,83.2200012207031,82.3899993896484,83.1999969482422,4369200,69.8657531738281
2014-01-13,82.7099990844727,82.7399978637695,80.8000030517578,81.0599975585938,3941400,68.068733215332
2014-01-14,80.7799987792969,82.25,80.7099990844727,81.9499969482422,3288600,68.8160781860352
2014-01-15,82.0899963378906,84.3099975585938,81.6100006103516,84.2200012207031,4284900,70.7223129272461
2014-01-16,83.5400009155273,84.2600021362305,83.1399993896484,84.120002746582,4183500,70.6382904052734
2014-01-17,83.6399993896484,84.9000015258789,83.629997253418,84.4300003051758,3762200,70.8986282348633
2014-01-21,84.2200012207031,85.0400009155273,83.8600006103516,84.9300003051758,3031300,71.318489074707
2014-01-22,84.4599990844727,85.879997253418,84.4599990844727,85.4000015258789,3564100,71.7131652832031
2014-01-23,84.8099975585938,85.0699996948242,83.5,83.9199981689453,4147500,70.4703598022461
2014-01-24,83.2900009155273,83.3000030517578,81.1699981689453,81.1800003051758,3370800,68.1695022583008
2014-01-27,81.3399963378906,81.9000015258789,80.1800003051758,81.1500015258789,2640300,68.1443252563477
2014-01-28,81.7300033569336,81.9100036621094,80.9300003051758,81.3000030517578,2995700,68.2702560424805
2014-01-29,81.2699966430664,81.7699966430664,80.129997253418,80.3199996948242,2703500,67.4473342895508
