"Fecha","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
2013-11-01,61.5703277587891,61.9524192810059,60.8731803894043,61.1748313903809,1595917,50.4975280761719
2013-11-04,61.2418632507324,61.4094467163086,60.9469146728516,61.3625221252441,1186271,50.652458190918
2013-11-05,61.2150497436523,61.342414855957,60.6519660949707,61.221752166748,1010240,50.5362548828125
2013-11-06,61.4898872375488,61.543514251709,60.9603233337402,61.2552719116211,694727,50.5639152526855
2013-11-07,61.3357124328613,61.5301094055176,60.3570213317871,60.4508666992188,1152259,49.8999099731445
2013-11-08,60.4642753601074,61.8652763366699,60.3771324157715,61.8317604064941,1103179,51.0397834777832
2013-11-11,61.8518676757812,62.0998916625977,61.4898872375488,61.6105461120605,975183,50.8571815490723
2013-11-12,61.5301094055176,61.6507682800293,61.1681251525879,61.5904388427734,1065138,50.8405914306641
2013-11-13,61.107795715332,62.327808380127,61.107795715332,62.2942924499512,1736444,51.4215965270996
2013-11-14,62.4618759155273,62.8171539306641,62.1401138305664,62.7434158325195,822722,51.7923240661621
2013-11-15,62.8975944519043,62.9378128051758,62.441764831543,62.5423164367676,978763,51.6263275146484
2013-11-18,62.5691261291504,62.9311103820801,61.9926414489746,62.240665435791,622226,51.377311706543
2013-11-19,62.1602249145508,62.1870384216309,61.2887878417969,61.5032958984375,782742,50.7686500549316
2013-11-20,61.5301094055176,61.657470703125,60.7793312072754,60.9536170959473,612977,50.3149108886719
2013-11-21,61.221752166748,62.2875862121582,61.0474662780762,62.1870384216309,1295470,51.3330574035645
2013-11-22,62.0663757324219,62.6495704650879,61.6775817871094,62.6160507202148,703230,51.6871795654297
2013-11-25,62.6629753112793,62.9378128051758,61.5770301818848,61.5971412658691,1076326,50.846118927002
2013-11-26,61.4898872375488,61.8719787597656,61.2351608276367,61.2820854187012,1244750,50.793342590332
2013-11-27,61.5502166748047,61.6373634338379,60.6720771789551,60.7525177001953,1498354,50.3544120788574
2013-11-29,60.8061447143555,61.1212043762207,60.6318588256836,60.8262557983398,584931,50.4155197143555
2013-12-02,59.2643737792969,60.4508666992188,59.2643737792969,60.0218544006348,2652253,49.7488174438477
2013-12-03,59.7805328369141,60.5514183044434,59.7805328369141,59.9481163024902,2406108,49.687686920166
2013-12-04,59.6062431335449,60.1022911071777,59.1370086669922,59.2643737792969,2254990,49.1209754943848
2013-12-05,59.1705284118652,60.3100967407227,59.0967903137207,60.1425132751465,1712277,49.8488121032715
2013-12-06,60.8597717285156,61.4429626464844,60.6988906860352,61.4362602233887,1082592,50.9211120605469
2013-12-09,61.4764823913574,61.7043952941895,61.1144981384277,61.2351608276367,1177321,50.7544403076172
2013-12-10,61.2083473205566,61.3826332092285,60.8463668823242,60.9133987426758,1197609,50.4877510070801
2013-12-11,60.8798828125,60.9133987426758,59.9078941345215,59.9749298095703,1059618,49.7099113464355
2013-12-12,60.0352592468262,60.2966918945312,59.9213027954102,60.1022911071777,1112279,49.8154716491699
2013-12-13,60.1693267822266,60.5246047973633,59.8475646972656,60.0553703308105,926402,49.7765731811523
2013-12-16,60.3704261779785,61.6842842102051,60.2698783874512,61.4764823913574,1141667,50.9544525146484
2013-12-17,61.6842842102051,61.771427154541,61.0876884460449,61.1413116455078,1296962,50.6766586303711
2013-12-18,61.342414855957,61.6507682800293,60.1693267822266,61.6105461120605,1572943,51.0655784606934
2013-12-19,61.5368118286133,62.4953918457031,61.2016448974609,62.4551696777344,1685872,51.7656440734863
2013-12-20,62.4551696777344,63.4271583557129,62.240665435791,63.3869361877441,2066875,52.5379409790039
2013-12-23,63.7824363708496,64.0170516967773,63.5478172302246,63.5947418212891,1189703,52.7101669311523
2013-12-24,63.5545234680176,64.1578216552734,63.5478172302246,64.0036468505859,260914,53.0491027832031
2013-12-26,64.151123046875,64.6739807128906,64.1310119628906,64.4326629638672,485727,53.4046745300293
2013-12-27,64.6203536987305,64.6672821044922,64.2851867675781,64.5667266845703,480058,53.5158004760742
2013-12-30,64.5600280761719,64.7343139648438,64.4326629638672,64.6069488525391,575533,53.5491409301758
2013-12-31,64.7343139648438,65.0225601196289,64.4460678100586,64.7142028808594,628939,53.6380157470703
2014-01-02,64.7142028808594,64.8482666015625,63.6349601745605,63.8494682312012,966382,52.9212875366211
2014-01-03,63.9835357666016,64.2717819213867,63.5947418212891,63.8293571472168,1120633,52.9046325683594
2014-01-06,64.1980438232422,64.224853515625,63.2796821594238,63.4070472717285,1107803,52.5546112060547
2014-01-07,63.4070472717285,63.8293571472168,63.2327613830566,63.5210037231445,1040971,52.6490592956543
2014-01-08,63.5210037231445,63.5344123840332,62.9646263122559,63.1456184387207,1476872,52.3379173278809
2014-01-09,63.3467178344727,63.8226547241211,62.8640747070312,63.0584716796875,1510587,52.2656860351562
2014-01-10,63.0852851867676,63.480785369873,62.5222053527832,63.3064994812012,1162850,52.4712753295898
2014-01-13,63.0584716796875,63.7757339477539,62.3076972961426,62.441764831543,1200891,51.7545433044434
2014-01-14,62.7367134094238,63.9701309204102,62.5289077758789,63.9634246826172,1725703,53.0157623291016
2014-01-15,64.0706787109375,64.8013458251953,63.9768333435059,64.5935440063477,1322173,53.5380210876465
2014-01-16,64.466178894043,64.7477188110352,63.4472694396973,64.4192581176758,1878313,53.3935661315918
2014-01-17,64.2382659912109,64.3388137817383,63.6215553283691,63.7556228637695,2093131,52.8435173034668
2014-01-21,64.3120040893555,64.6069488525391,63.7154006958008,64.3656311035156,1987363,53.3491172790527
2014-01-22,64.4460678100586,64.4996948242188,64.0103530883789,64.2784805297852,1543108,53.2768936157227
2014-01-23,64.0103530883789,64.0505676269531,62.8238563537598,63.0651779174805,1395122,52.2712440490723
