"Fecha","PKG.Open","PKG.High","PKG.Low","PKG.Close","PKG.Volume","PKG.Adjusted"
2013-11-01,62.5099983215332,62.75,62,62.6100006103516,428700,46.3904800415039
2013-11-04,62.9700012207031,64.3899993896484,62.560001373291,64.2699966430664,1117900,47.6204299926758
2013-11-05,64,64.0899963378906,60.4799995422363,60.6100006103516,1319700,44.9085884094238
2013-11-06,60.8300018310547,61.6699981689453,60.7599983215332,60.9500007629395,588500,45.1605072021484
2013-11-07,61.2299995422363,61.4199981689453,58.7599983215332,58.7799987792969,1209200,43.5526733398438
2013-11-08,58.8499984741211,60.7900009155273,58.7700004577637,60.5400009155273,1138600,44.8567276000977
2013-11-11,60.6199989318848,60.8899993896484,60.3499984741211,60.6699981689453,374700,44.953052520752
2013-11-12,60.6699981689453,60.6699981689453,59.7900009155273,60.0299987792969,728900,44.4788436889648
2013-11-13,59.7599983215332,60.7799987792969,59.5299987792969,60.7599983215332,430600,45.019718170166
2013-11-14,60.75,61.060001373291,60.5499992370605,60.8800010681152,361000,45.108642578125
2013-11-15,61.1800003051758,61.2299995422363,60.3899993896484,60.8400001525879,878700,45.0790023803711
2013-11-18,61.0900001525879,61.8499984741211,60.3800010681152,61.6199989318848,873000,45.6569519042969
2013-11-19,61.6300010681152,62.189998626709,61.25,61.439998626709,700700,45.5235748291016
2013-11-20,61.5299987792969,61.7099990844727,60.7599983215332,61.060001373291,523600,45.242015838623
2013-11-21,61.310001373291,63.060001373291,61.2299995422363,62.9300003051758,878000,46.6275863647461
2013-11-22,63.1699981689453,63.1699981689453,61.8899993896484,62.6500015258789,481600,46.4201202392578
2013-11-25,62.7000007629395,63.8600006103516,60.7999992370605,60.9300003051758,997200,45.1456909179688
2013-11-26,61.0699996948242,62.0400009155273,60.9599990844727,61.7700004577637,519700,45.7680778503418
2013-11-27,62.2299995422363,62.2299995422363,61.2599983215332,61.5699996948242,445700,45.6198959350586
2013-11-29,61.6199989318848,61.7900009155273,61.2299995422363,61.2599983215332,208800,45.3902015686035
2013-12-02,61.2200012207031,62.0999984741211,60.7700004577637,61.4099998474121,529900,45.501350402832
2013-12-03,61.2299995422363,61.3600006103516,59.939998626709,60.1100006103516,1122300,44.5381202697754
2013-12-04,60.0699996948242,61.1500015258789,59.939998626709,61.0800018310547,987100,45.2568321228027
2013-12-05,60.7900009155273,61.1300010681152,59.689998626709,60.1500015258789,894200,44.567756652832
2013-12-06,61.1100006103516,61.1699981689453,60.2099990844727,61.0699996948242,654600,45.2494163513184
2013-12-09,61.25,61.3300018310547,59.7000007629395,59.8699989318848,1149700,44.3602905273438
2013-12-10,59.7099990844727,62.1399993896484,59.3400001525879,61.4300003051758,1728900,45.5161590576172
2013-12-11,61.7299995422363,61.939998626709,60.0699996948242,60.4300003051758,932500,44.775218963623
2013-12-12,60.4799995422363,60.7999992370605,60.1300010681152,60.3699989318848,528100,44.7307624816895
2013-12-13,61.5999984741211,61.7200012207031,60.4000015258789,61.4300003051758,951200,45.5161590576172
2013-12-16,61.4300003051758,62.5499992370605,61.2099990844727,62.1699981689453,958200,46.0644454956055
2013-12-17,62.1800003051758,62.189998626709,60.9300003051758,61.3899993896484,710500,45.486515045166
2013-12-18,61.9599990844727,62.8400001525879,61.1300010681152,62.8300018310547,632800,46.5534744262695
2013-12-19,62.1399993896484,62.4799995422363,61.310001373291,61.8400001525879,546400,46.1135215759277
2013-12-20,62.0200004577637,62.2599983215332,61.7599983215332,61.8899993896484,1121800,46.1508026123047
2013-12-23,62.25,62.5499992370605,61.8899993896484,62.3199996948242,780000,46.4714508056641
2013-12-24,62.2099990844727,63.1599998474121,62.1399993896484,62.9500007629395,234400,46.9412536621094
2013-12-26,63.2999992370605,63.4000015258789,62.6599998474121,63.1399993896484,469400,47.0829277038574
2013-12-27,63.1599998474121,63.439998626709,62.8899993896484,63.0299987792969,276500,47.0008926391602
2013-12-30,62.9599990844727,63.5,62.5900001525879,63.2700004577637,429000,47.1798553466797
2013-12-31,63.3699989318848,63.6500015258789,63,63.2799987792969,441000,47.1873321533203
2014-01-02,63,63.8199996948242,63,63.25,634800,47.1649551391602
2014-01-03,63.1100006103516,63.6100006103516,62.8300018310547,62.9700012207031,588100,46.9561538696289
2014-01-06,63.2000007629395,63.5,62.25,62.2999992370605,838800,46.4565315246582
2014-01-07,62.8600006103516,63.9300003051758,62.7900009155273,63.560001373291,1149500,47.3961181640625
2014-01-08,63.5299987792969,63.7200012207031,62.4199981689453,63.2999992370605,722300,47.2022399902344
2014-01-09,63.2900009155273,63.5,62.3199996948242,63.4099998474121,618600,47.2842636108398
2014-01-10,63.5,64.5999984741211,63.2099990844727,64.5899963378906,829400,48.1641693115234
2014-01-13,64.5999984741211,65.0899963378906,64.3000030517578,64.5599975585938,1363200,48.1418151855469
2014-01-14,64.5400009155273,65.5299987792969,64.3899993896484,65.4100036621094,861400,48.7756500244141
2014-01-15,65.5,65.9599990844727,65.2900009155273,65.4899978637695,707300,48.8352813720703
2014-01-16,65.5199966430664,65.5500030517578,65.1399993896484,65.3600006103516,365600,48.7383613586426
2014-01-17,65.3000030517578,65.4199981689453,64.6900024414062,64.9300003051758,516100,48.4177131652832
2014-01-21,65.5,65.7300033569336,65.1699981689453,65.620002746582,598400,48.9322280883789
2014-01-22,65.75,66.5,65.5599975585938,66.1999969482422,831800,49.3647346496582
2014-01-23,66.0199966430664,66.0699996948242,65,65.2900009155273,884700,48.6861610412598
2014-01-24,64.8499984741211,64.8499984741211,61.9599990844727,62.5,1364900,46.6056823730469
2014-01-27,62.5299987792969,63,61.6399993896484,62.1800003051758,1313000,46.3670616149902
2014-01-28,62.1500015258789,63.189998626709,62.1199989318848,63.0099983215332,723700,46.9859809875488
2014-01-29,62.5,64.9100036621094,62.2200012207031,63.8400001525879,1171900,47.6049118041992
2014-01-30,64.7900009155273,64.8499984741211,63.5900001525879,63.9799995422363,648300,47.7093048095703
2014-01-31,63.2700004577637,65.2399978637695,63.1300010681152,64.5999984741211,948400,48.1716270446777
2014-02-03,64.620002746582,65.3300018310547,61.8600006103516,62.3600006103516,2232500,46.501277923584
2014-02-04,62.9099998474121,63.3699989318848,61.7099990844727,63.0299987792969,1184900,47.0008926391602
2014-02-05,62.810001373291,63.1800003051758,61.3499984741211,62.8800010681152,1749900,46.8890495300293
2014-02-06,62.9099998474121,63.6500015258789,62.9099998474121,63.1800003051758,675600,47.1127510070801
2014-02-07,63.5400009155273,65.2799987792969,63.439998626709,65.0100021362305,1066700,48.4773597717285
2014-02-10,65.0400009155273,66.2099990844727,65.0400009155273,65.5100021362305,1617700,48.8502006530762
2014-02-11,65.620002746582,66.0599975585938,65.0100021362305,65.5500030517578,1589900,48.8800315856934
2014-02-12,70.629997253418,72.129997253418,69.6699981689453,72.0599975585938,3753700,53.7344818115234
2014-02-13,72,72.3499984741211,71.120002746582,71.3300018310547,1556700,53.1901359558105
2014-02-14,71.4000015258789,72.7900009155273,71.3600006103516,72.5899963378906,903600,54.1296844482422
2014-02-18,73.0699996948242,73.3099975585938,72.2600021362305,72.5599975585938,833700,54.1073303222656
2014-02-19,72.9199981689453,73.1399993896484,72.0100021362305,72.0599975585938,1071300,53.7344818115234
2014-02-20,72.5,72.9800033569336,71.5,72.3300018310547,844200,53.9358062744141
2014-02-21,72.5699996948242,72.8000030517578,71.6800003051758,72.2200012207031,744800,53.8538017272949
2014-02-24,72.370002746582,73.2799987792969,72.1399993896484,72.2900009155273,1070900,53.9059906005859
2014-02-25,72.5800018310547,72.8899993896484,71.8099975585938,71.9300003051758,722800,53.6375579833984
2014-02-26,72.1500015258789,72.5599975585938,71.3399963378906,71.9300003051758,794300,53.6375579833984
2014-02-27,71.9499969482422,72.4300003051758,71.7300033569336,72.2600021362305,588300,53.8836288452148
2014-02-28,72.3899993896484,73.2699966430664,72.129997253418,72.8899993896484,717500,54.3534088134766
2014-03-03,72.8899993896484,73.3899993896484,71.9100036621094,72.8600006103516,914300,54.3310432434082
2014-03-04,73.870002746582,74.5800018310547,73.4700012207031,74.2799987792969,842700,55.3899078369141
2014-03-05,74.6999969482422,74.6999969482422,73.6999969482422,74.6100006103516,809500,55.6359977722168
2014-03-06,74.8000030517578,75.0999984741211,74.0999984741211,74.1999969482422,574200,55.3302536010742
2014-03-07,74.629997253418,74.9899978637695,73.8399963378906,74.2099990844727,568700,55.3377304077148
2014-03-10,74.3199996948242,74.5,73.3199996948242,73.8499984741211,485100,55.0692825317383
2014-03-11,74.0500030517578,74.1800003051758,72.5800018310547,72.7799987792969,651800,54.2714004516602
2014-03-12,71.5899963378906,72.5199966430664,71.1100006103516,72.0800018310547,1057100,54.046443939209
2014-03-13,72.2799987792969,72.7799987792969,70.7799987792969,71.2300033569336,1074400,53.4090919494629
2014-03-14,71.0299987792969,71.4599990844727,69.9400024414062,70.8199996948242,1371500,53.1016883850098
2014-03-17,71.0400009155273,71.3300018310547,70.3199996948242,70.7099990844727,810600,53.0191955566406
2014-03-18,70.8000030517578,71.9499969482422,70.7099990844727,71.6999969482422,754600,53.7615013122559
2014-03-19,71.6900024414062,71.6900024414062,70.4000015258789,71.0400009155273,1074100,53.2666473388672
2014-03-20,70.9000015258789,72.0999984741211,70.9000015258789,72.0699996948242,1058100,54.0389251708984
2014-03-21,71.9700012207031,72.4199981689453,71.879997253418,72.1800003051758,1913400,54.121410369873
2014-03-24,72.4000015258789,73.629997253418,70.6500015258789,70.9100036621094,1264300,53.1691551208496
2014-03-25,71.3199996948242,71.8199996948242,70.3000030517578,70.7399978637695,934000,53.0416946411133
2014-03-26,70.9599990844727,71.2799987792969,68.5800018310547,68.6399993896484,1053200,51.4670944213867
2014-03-27,68.3600006103516,68.3600006103516,67.1100006103516,68.0800018310547,1620700,51.0471954345703
2014-03-28,68.3399963378906,69.2699966430664,68.0500030517578,68.9599990844727,815000,51.70703125
2014-03-31,69.4100036621094,70.5699996948242,69.0699996948242,70.370002746582,988300,52.7642784118652
2014-04-01,70.5100021362305,71.4100036621094,70.4599990844727,71.25,918500,53.4240989685059
2014-04-02,71.2300033569336,72.5400009155273,71.2300033569336,72.3300018310547,1094400,54.23388671875
2014-04-03,72.5400009155273,72.7399978637695,71.3300018310547,71.879997253418,1204800,53.8964767456055
2014-04-04,72.3499984741211,72.6900024414062,70.9700012207031,71.3099975585938,904200,53.4690742492676
2014-04-07,71.1500015258789,71.1500015258789,68.0400009155273,68.5599975585938,1061100,51.4071044921875
2014-04-08,68.3399963378906,69.1600036621094,67.5,68.4899978637695,884000,51.3546180725098
2014-04-09,68.8099975585938,69.3300018310547,68.3499984741211,69.3099975585938,628600,51.9694557189941
2014-04-10,69.3499984741211,69.4000015258789,66.6600036621094,66.8499984741211,1229400,50.1249313354492
2014-04-11,66.3300018310547,66.9199981689453,65.2600021362305,66.3099975585938,1140200,49.720027923584
2014-04-14,67.129997253418,68.1100006103516,66.6399993896484,67.5,1078800,50.6123046875
2014-04-15,67.5999984741211,68,66.0299987792969,67.5899963378906,1180100,50.6797828674316
2014-04-16,68.0699996948242,68.4000015258789,66.9100036621094,67.3600006103516,1802900,50.5073432922363
2014-04-17,67.1600036621094,67.6999969482422,66.5,67.1600036621094,1213000,50.357364654541
2014-04-21,67.5800018310547,68.4700012207031,67.2799987792969,68.2099990844727,912400,51.1446647644043
2014-04-22,68.4400024414062,68.9499969482422,67.8300018310547,68.4899978637695,879600,51.3546180725098
2014-04-23,69,69,67.1399993896484,67.4499969482422,1203400,50.5747947692871
2014-04-24,67.8199996948242,67.9300003051758,66.1500015258789,66.7900009155273,1108800,50.0799331665039
2014-04-25,66.5299987792969,66.629997253418,66.1600036621094,66.3899993896484,766400,49.7800025939941
2014-04-28,66.6800003051758,66.9300003051758,65,65.5599975585938,1060800,49.1576690673828
2014-04-29,65.5699996948242,65.8600006103516,65,65.2799987792969,1372900,48.9477272033691
2014-04-30,65.3000030517578,66.7799987792969,65.0100021362305,66.629997253418,1478300,49.9599647521973
2014-05-01,66.5,67.1399993896484,65.9800033569336,66.2600021362305,1725800,49.6825370788574
2014-05-02,66.2600021362305,66.9400024414062,66.0100021362305,66.4000015258789,961400,49.7875137329102
2014-05-05,66.3099975585938,67.4599990844727,66.2200012207031,66.7300033569336,913100,50.0349464416504
2014-05-06,66.4899978637695,66.8099975585938,66.1999969482422,66.4199981689453,629400,49.8025054931641
2014-05-07,66.7399978637695,67,65.9300003051758,66.9499969482422,724900,50.1998977661133
2014-05-08,66.8600006103516,68,66.629997253418,66.7600021362305,753700,50.057445526123
2014-05-09,66.6100006103516,67.0400009155273,66.0500030517578,66.2799987792969,945000,49.6975250244141
2014-05-12,66.5500030517578,68.120002746582,66.5,67.9700012207031,1055300,50.964714050293
2014-05-13,67.9700012207031,68.4700012207031,67.2200012207031,67.2900009155273,765300,50.4548492431641
2014-05-14,67.3600006103516,67.75,66.9300003051758,67.1399993896484,526800,50.3423652648926
2014-05-15,67.3499984741211,67.629997253418,66.1800003051758,66.7300033569336,940300,50.0349464416504
2014-05-16,66.6699981689453,67.4899978637695,66.3600006103516,67.4499969482422,889500,50.5747947692871
2014-05-19,67.2399978637695,68.3899993896484,67.0100021362305,67.6999969482422,900800,50.7622566223145
2014-05-20,67.5,67.6999969482422,67.0899963378906,67.3300018310547,935400,50.4848289489746
2014-05-21,67.6999969482422,68.0299987792969,67.3000030517578,67.5100021362305,547000,50.6197967529297
2014-05-22,67.5500030517578,67.9000015258789,67.1699981689453,67.1900024414062,705000,50.3798599243164
2014-05-23,67.3099975585938,67.5999984741211,67.0599975585938,67.5500030517578,585700,50.6497955322266
2014-05-27,67.7600021362305,68.0800018310547,67.4100036621094,67.7699966430664,744300,50.8147430419922
2014-05-28,67.8499984741211,68.1500015258789,67.3399963378906,67.9800033569336,667600,50.9722099304199
