"Fecha","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
2013-12-27,118.870002746582,119.309997558594,118.25,118.529998779297,995100,97.8513717651367
2013-12-30,118.949996948242,119.370002746582,118.569999694824,118.769996643066,812800,98.0494842529297
2013-12-31,119.190002441406,119.709999084473,118.709999084473,119.019996643066,1181700,98.2558822631836
2014-01-02,118.709999084473,119.300003051758,117.73999786377,117.809997558594,1618400,97.2570037841797
2014-01-03,118.209999084473,118.360000610352,117.129997253418,117.290000915527,1293500,96.8277130126953
2014-01-06,117.48999786377,117.75,115.889999389648,116.400001525879,2120200,96.0929946899414
2014-01-07,116.389999389648,116.559997558594,115.379997253418,115.860000610352,2292500,95.6471939086914
2014-01-08,116.040000915527,116.040000915527,113.919998168945,114.050003051758,4600000,94.1529541015625
2014-01-09,116.199996948242,119.099998474121,114.050003051758,118.51000213623,5759400,97.8348770141602
2014-01-10,118.199996948242,118.650001525879,116.660003662109,117.849998474121,2790200,97.2900314331055
2014-01-13,117.059997558594,117.529998779297,114.580001831055,114.769996643066,3164200,94.7473449707031
2014-01-14,115.199996948242,116.830001831055,115.120002746582,116.230003356934,2320600,95.9526443481445
2014-01-15,116.069999694824,116.690002441406,115.25,116.23999786377,1847500,95.9609069824219
2014-01-16,116.440002441406,116.470001220703,115.300003051758,115.559997558594,1938200,95.3995208740234
2014-01-17,115.599998474121,116.610000610352,115.430000305176,116.290000915527,2708100,96.0021667480469
2014-01-21,115.610000610352,116.110000610352,114.839996337891,114.930000305176,2110800,94.8794326782227
2014-01-22,115.01000213623,115.160003662109,113.690002441406,113.75,2501600,93.9052734375
2014-01-23,113.5,113.529998779297,112.400001525879,112.800003051758,2162300,93.1210250854492
2014-01-24,112.690002441406,112.870002746582,111.919998168945,112.129997253418,3183100,92.5679168701172
2014-01-27,112.559997558594,113.730003356934,112.029998779297,113.080001831055,3784900,93.352180480957
2014-01-28,113.529998779297,114.76000213623,113.440002441406,114.379997253418,2362100,94.4253616333008
2014-01-29,114.050003051758,114.190002441406,112.110000610352,112.230003356934,2356000,92.6504745483398
2014-01-30,112.75,113.48999786377,112.089996337891,112.730003356934,1625800,93.0632629394531
2014-01-31,111.290000915527,113.279998779297,111.129997253418,112.360000610352,2143600,92.7577896118164
2014-02-03,112.959999084473,113,110.050003051758,110.180000305176,3111900,90.9580917358398
2014-02-04,110.730003356934,111.330001831055,109.5,110.889999389648,2529600,91.5442581176758
2014-02-05,110.220001220703,110.800003051758,109.800003051758,110.51000213623,2374200,91.2305450439453
2014-02-06,113.01000213623,114.580001831055,113,114.26000213623,3738900,94.3263320922852
2014-02-07,114.080001831055,114.610000610352,113.379997253418,114.040000915527,2194100,94.1446990966797
2014-02-10,114.040000915527,114.099998474121,112.580001831055,113.849998474121,1871700,93.9878540039062
2014-02-11,113.910003662109,115.150001525879,113.5,114.98999786377,1768900,94.9289703369141
2014-02-12,114.879997253418,115.430000305176,114.300003051758,114.809997558594,1737700,95.0365753173828
2014-02-13,114.139999389648,115.930000305176,114.139999389648,115.809997558594,1583300,95.864372253418
2014-02-14,115.160003662109,116.48999786377,114.5,116.099998474121,1517900,96.1043930053711
2014-02-18,116.300003051758,116.410003662109,114.919998168945,115.360000610352,2056500,95.4918518066406
2014-02-19,115.110000610352,115.300003051758,114.269996643066,114.910003662109,1802600,95.1193618774414
2014-02-20,114.569999694824,115.550003051758,113.879997253418,115.059997558594,1837100,95.2435150146484
2014-02-21,115.400001525879,115.48999786377,112.919998168945,113.190002441406,3654300,93.6955947875977
2014-02-24,113.459999084473,114.809997558594,113.199996948242,113.940002441406,2281900,94.3164215087891
2014-02-25,114,115.889999389648,114,115.459999084473,1920800,95.5746307373047
2014-02-26,115.5,116.830001831055,115.370002746582,115.879997253418,1924500,95.9222869873047
2014-02-27,116.029998779297,116.419998168945,115.279998779297,116.220001220703,1374400,96.203742980957
2014-02-28,116.5,117.470001220703,115.889999389648,116.800003051758,2103000,96.6838455200195
2014-03-03,116.220001220703,117.069999694824,115.110000610352,115.75,1667000,95.8147048950195
2014-03-04,116.610000610352,116.910003662109,115.849998474121,116.650001525879,1808300,96.559684753418
2014-03-05,116.569999694824,116.949996948242,115.809997558594,116.470001220703,2305700,96.4106979370117
2014-03-06,113.150001525879,114.639999389648,112.269996643066,113.26000213623,8921900,93.7535095214844
2014-03-07,113.800003051758,114.01000213623,113.139999389648,113.5,2905600,93.9522018432617
2014-03-10,113.209999084473,114.589996337891,113,114.589996337891,2319100,94.8544692993164
2014-03-11,114.559997558594,114.75,113.919998168945,114.709999084473,2201800,94.9537963867188
2014-03-12,114.389999389648,115.620002746582,114.25,115.209999084473,2173400,95.3676834106445
2014-03-13,115.660003662109,115.790000915527,114.190002441406,114.410003662109,2519600,94.7054824829102
2014-03-14,114.949996948242,114.949996948242,113.330001831055,113.449996948242,2290000,93.9108123779297
2014-03-17,114.139999389648,114.459999084473,113.389999389648,113.459999084473,2189200,93.919075012207
2014-03-18,113.900001525879,114.120002746582,113.019996643066,113.849998474121,2501000,94.2419052124023
2014-03-19,113.540000915527,114.25,112.459999084473,112.849998474121,1635600,93.4141311645508
2014-03-20,112.559997558594,113.220001220703,112.129997253418,113.160003662109,1408200,93.6707611083984
2014-03-21,114.410003662109,114.580001831055,113.300003051758,113.830001831055,4442300,94.2253646850586
2014-03-24,113.98999786377,114,112.889999389648,113.370002746582,2501700,93.8445816040039
2014-03-25,113.819999694824,114.459999084473,113.790000915527,113.930000305176,2199400,94.3081436157227
2014-03-26,114.279998779297,114.470001220703,112.459999084473,112.48999786377,1905900,93.1161499023438
2014-03-27,112.5,112.940002441406,111.819999694824,112.029998779297,2039500,92.7353515625
2014-03-28,112.349998474121,112.790000915527,111.150001525879,111.660003662109,2795500,92.4290924072266
2014-03-31,111.940002441406,112.279998779297,111.569999694824,111.680000305176,2119500,92.4456481933594
2014-04-01,112.209999084473,112.550003051758,111.51000213623,111.860000610352,2566200,92.5946350097656
2014-04-02,111.900001525879,112.01000213623,110.940002441406,111.550003051758,3296800,92.3380355834961
2014-04-03,111.73999786377,112.150001525879,111.279998779297,111.699996948242,2328900,92.4621963500977
2014-04-04,111.949996948242,112,110.629997253418,110.650001525879,2716200,91.593017578125
2014-04-07,110.730003356934,111.129997253418,110.360000610352,110.790000915527,3119400,91.7089233398438
2014-04-08,110.559997558594,112.73999786377,110.379997253418,112.660003662109,3863900,93.2568588256836
2014-04-09,112.720001220703,113.139999389648,112.110000610352,113.050003051758,2899600,93.5796890258789
2014-04-10,114.120002746582,114.440002441406,111.940002441406,112.080001831055,3305100,92.776741027832
2014-04-11,111.440002441406,112.779998779297,111.400001525879,112.080001831055,3097800,92.776741027832
2014-04-14,112.48999786377,113,111.529998779297,112.559997558594,2519000,93.1740798950195
2014-04-15,112.580001831055,112.959999084473,111.449996948242,112.059997558594,2123700,92.7602005004883
2014-04-16,112.800003051758,113.639999389648,112.269996643066,113.48999786377,2455000,93.9439163208008
2014-04-17,113.519996643066,114.029998779297,113.120002746582,113.5,1659000,93.9522018432617
2014-04-21,113.51000213623,114.099998474121,113.400001525879,114.099998474121,1826800,94.4488525390625
2014-04-22,114,114.230003356934,113.51000213623,113.559997558594,2315100,94.0018463134766
2014-04-23,113.480003356934,114.98999786377,113.330001831055,114.790000915527,1991200,95.0200347900391
2014-04-24,114.900001525879,115.309997558594,114.139999389648,115.029998779297,1939300,95.2186813354492
2014-04-25,114.849998474121,115.300003051758,114.199996948242,115.01000213623,1721200,95.2021331787109
2014-04-28,115.099998474121,116.610000610352,115.099998474121,115.589996337891,3018800,95.6822509765625
2014-04-29,115.379997253418,115.949996948242,115.160003662109,115.400001525879,1580300,95.5249710083008
2014-04-30,115.040000915527,115.76000213623,114.76000213623,115.680000305176,1633800,95.7567520141602
2014-05-01,115.680000305176,116,114.940002441406,115.559997558594,1168000,95.6573944091797
2014-05-02,116.139999389648,116.139999389648,115.059997558594,115.150001525879,1321100,95.3180389404297
2014-05-05,115.059997558594,115.059997558594,113.930000305176,114.48999786377,1398000,94.7717056274414
2014-05-06,114.279998779297,114.48999786377,112.769996643066,112.830001831055,1945300,93.397590637207
2014-05-07,112.830001831055,113.089996337891,111.610000610352,111.980003356934,2950600,92.6939926147461
2014-05-08,113.080001831055,114.819999694824,112.970001220703,114.730003356934,2556900,94.970344543457
2014-05-09,114.550003051758,115.669998168945,114.300003051758,115.389999389648,1954600,95.5167007446289
2014-05-12,115.779998779297,116.910003662109,115.580001831055,116.51000213623,1940500,96.4437866210938
2014-05-13,116.319999694824,116.599998474121,116.080001831055,116.290000915527,1229400,96.2616653442383
2014-05-14,115.730003356934,116.099998474121,114.860000610352,115.129997253418,1255300,95.5932769775391
2014-05-15,114.76000213623,114.800003051758,113.620002746582,114.349998474121,1883200,94.9456253051758
2014-05-16,114.580001831055,115.819999694824,114.360000610352,115.610000610352,2145300,95.9918212890625
2014-05-19,115.089996337891,116.550003051758,114.870002746582,116.370002746582,2212800,96.6228790283203
2014-05-20,115.790000915527,116.110000610352,114.980003356934,115.129997253418,2126900,95.5932769775391
2014-05-21,115.099998474121,115.319999694824,114.160003662109,114.519996643066,1712700,95.086799621582
2014-05-22,114.529998779297,115,114.400001525879,114.730003356934,1059900,95.2611465454102
2014-05-23,115.069999694824,115.150001525879,114.51000213623,114.940002441406,1100300,95.4355316162109
2014-05-27,115,115.220001220703,113.620002746582,113.870002746582,2583900,94.5470962524414
2014-05-28,114,114.949996948242,113.959999084473,114.23999786377,2388800,94.8543090820312
2014-05-29,114.580001831055,115.190002441406,113.51000213623,114.139999389648,2976700,94.7712783813477
2014-05-30,114.610000610352,116.089996337891,114.01000213623,116.019996643066,2622400,96.3322677612305
2014-06-02,115.839996337891,116.139999389648,115.540000915527,115.680000305176,1082100,96.0499649047852
2014-06-03,115.470001220703,116,115.269996643066,115.51000213623,1127400,95.908805847168
2014-06-04,115.290000915527,116.48999786377,115.269996643066,116.309997558594,1293000,96.5730590820312
2014-06-05,117,117.940002441406,116.720001220703,117.75,2614300,97.768669128418
2014-06-06,117.690002441406,118.23999786377,117.580001831055,118.230003356934,1664800,98.1672515869141
2014-06-09,118.209999084473,118.849998474121,117.470001220703,117.779998779297,1623100,97.7935943603516
2014-06-10,117.370002746582,117.730003356934,116.900001525879,117.099998474121,1089100,97.2289657592773
2014-06-11,116.459999084473,116.940002441406,115.980003356934,116.23999786377,1117100,96.5149383544922
2014-06-12,116.129997253418,116.430000305176,115.069999694824,115.440002441406,1423400,95.8506698608398
2014-06-13,115.699996948242,115.699996948242,114.669998168945,115.300003051758,1230000,95.7344360351562
2014-06-16,115.319999694824,115.459999084473,114.949996948242,115.430000305176,1503100,95.8423919677734
2014-06-17,115.400001525879,115.790000915527,115.139999389648,115.449996948242,1505800,95.859016418457
2014-06-18,115.660003662109,116.339996337891,115.069999694824,116.269996643066,2113100,96.5398483276367
2014-06-19,116.569999694824,116.580001831055,115.779998779297,116.26000213623,1635800,96.5315170288086
2014-06-20,116.650001525879,116.650001525879,115.089996337891,115.360000610352,2958000,95.7842483520508
2014-06-23,115.199996948242,115.319999694824,114.51000213623,115.220001220703,1501600,95.6680145263672
2014-06-24,115.529998779297,116.51000213623,115.080001831055,116.309997558594,1906600,96.5730590820312
2014-06-25,116,116.449996948242,115.680000305176,116.269996643066,1188700,96.5398483276367
2014-06-26,116.23999786377,116.5,115.279998779297,115.639999389648,1252100,96.0167465209961
2014-06-27,115.629997253418,115.75,115.01000213623,115.48999786377,2477300,95.8921966552734
2014-06-30,115.620002746582,116.089996337891,115.099998474121,115.160003662109,1386600,95.6181869506836
2014-07-01,115.540000915527,115.699996948242,114.900001525879,115.440002441406,1501700,95.8506698608398
2014-07-02,115.25,115.910003662109,115.25,115.75,1122200,96.1081008911133
2014-07-03,115.860000610352,116.589996337891,115.800003051758,116.349998474121,976000,96.6062850952148
2014-07-07,116.330001831055,116.48999786377,115.879997253418,116.319999694824,1576900,96.5813293457031
2014-07-08,116.449996948242,117.650001525879,116.110000610352,117.459999084473,2584200,97.5278854370117
2014-07-09,117.209999084473,117.98999786377,117.110000610352,117.919998168945,2328100,98.2066497802734
2014-07-10,117.5,118.639999389648,117.5,118.080001831055,2266400,98.3399200439453
2014-07-11,118.129997253418,118.25,117.089996337891,118.01000213623,1684700,98.281608581543
2014-07-14,118.209999084473,118.48999786377,117.300003051758,117.360000610352,1695500,97.7402725219727
2014-07-15,118.160003662109,118.25,117.180000305176,117.819999694824,2634200,98.1233520507812
2014-07-16,118.089996337891,118.440002441406,117.660003662109,117.849998474121,1531200,98.1483688354492
2014-07-17,117.349998474121,117.540000915527,116.580001831055,116.790000915527,1433300,97.2655487060547
2014-07-18,117.319999694824,117.800003051758,116.610000610352,117.73999786377,2148600,98.0567321777344
2014-07-21,117.430000305176,117.910003662109,116.860000610352,117.040000915527,1334400,97.473747253418
2014-07-22,117.279998779297,118.040000915527,117.099998474121,117.550003051758,1769000,97.8985061645508
2014-07-23,117.410003662109,117.76000213623,117.269996643066,117.589996337891,1155200,97.9318389892578
2014-07-24,117.5,118.279998779297,117.459999084473,118.139999389648,1347700,98.3898696899414
2014-07-25,117.959999084473,118.029998779297,117.069999694824,117.550003051758,1543700,97.8985061645508
2014-07-28,117.440002441406,117.660003662109,116.809997558594,117.120002746582,1402600,97.5404052734375
2014-07-29,118.930000305176,119.599998474121,118.529998779297,118.900001525879,2544900,99.0228271484375
2014-07-30,118.790000915527,119.069999694824,117.440002441406,118.180000305176,2024900,98.4231872558594
2014-07-31,117.540000915527,118.339996337891,117.279998779297,117.540000915527,2476800,97.8901824951172
2014-08-01,117.800003051758,118.330001831055,117.459999084473,117.879997253418,2089500,98.1733245849609
2014-08-04,117.550003051758,118.379997253418,117.110000610352,118.150001525879,1683800,98.3982009887695
2014-08-05,117.5,118.199996948242,117.290000915527,118.050003051758,1798600,98.3149185180664
2014-08-06,117.949996948242,119.970001220703,117.800003051758,119.589996337891,2859800,99.5974426269531
2014-08-07,118.220001220703,119,117.470001220703,117.800003051758,2698200,98.1067047119141
2014-08-08,117.959999084473,119.400001525879,117.809997558594,119.160003662109,2319900,99.239387512207
2014-08-11,119.400001525879,119.51000213623,118.699996948242,119.180000305176,1227600,99.2560119628906
2014-08-12,118.769996643066,119.269996643066,118.550003051758,119.01000213623,1082100,99.1144180297852
2014-08-13,119,119.099998474121,118.25,118.639999389648,1449700,98.806282043457
2014-08-14,118.51000213623,119.269996643066,118.309997558594,119.26000213623,1067900,99.3226699829102
2014-08-15,119.910003662109,119.949996948242,117.779998779297,118.569999694824,2019900,98.7479782104492
2014-08-18,119,119.680000305176,118.949996948242,119.459999084473,1232900,99.4891738891602
2014-08-19,119.379997253418,120.75,119.23999786377,120.610000610352,1708900,100.44694519043
2014-08-20,120.449996948242,121.230003356934,120.089996337891,120.910003662109,1287200,100.696800231934
2014-08-21,120.790000915527,121.879997253418,120.720001220703,121.620002746582,1544300,101.288108825684
2014-08-22,121.900001525879,122.059997558594,121.150001525879,121.290000915527,1401400,101.013275146484
2014-08-25,121.790000915527,122,121.120002746582,121.389999389648,1097300,101.096549987793
2014-08-26,121.430000305176,121.589996337891,120.860000610352,121.089996337891,1385400,100.846710205078
2014-08-27,121.580001831055,121.580001831055,120.830001831055,121.23999786377,1028200,100.971611022949
2014-08-28,121.01000213623,121.25,120.699996948242,120.970001220703,799400,100.74674987793
2014-08-29,121.680000305176,121.680000305176,120.580001831055,121.080001831055,1047300,100.838386535645
2014-09-02,121,121.629997253418,120.900001525879,121.559997558594,1469900,101.238136291504
2014-09-03,121.699996948242,121.940002441406,121.110000610352,121.349998474121,1901000,101.06324005127
2014-09-04,123,125.169998168945,122.559997558594,125.150001525879,4440300,104.227981567383
2014-09-05,125.040000915527,127.029998779297,124.709999084473,127.01000213623,2910600,105.777030944824
2014-09-08,127.050003051758,127.319999694824,126.26000213623,126.599998474121,2057400,105.435562133789
2014-09-09,126.139999389648,126.48999786377,125.73999786377,126.110000610352,1500500,105.027488708496
2014-09-10,126.309997558594,126.48999786377,125.870002746582,126.169998168945,1014900,105.077461242676
2014-09-11,126.160003662109,126.529998779297,125.639999389648,125.940002441406,1511200,104.885917663574
2014-09-12,126.25,126.25,125.019996643066,125.370002746582,1598300,104.411186218262
2014-09-15,125.569999694824,126.529998779297,125.449996948242,125.709999084473,1615300,104.694366455078
2014-09-16,125.599998474121,126.790000915527,125.519996643066,126.430000305176,1684400,105.293975830078
2014-09-17,126.029998779297,126.559997558594,125.669998168945,126.01000213623,1594000,104.944206237793
2014-09-18,126.209999084473,126.800003051758,125.959999084473,126.480003356934,1401500,105.335639953613
2014-09-19,127.290000915527,127.290000915527,126.470001220703,126.5,3018500,105.352279663086
2014-09-22,126.370002746582,126.5,125.580001831055,125.830001831055,1453700,104.794296264648
2014-09-23,125.959999084473,125.98999786377,125.209999084473,125.51000213623,1563100,104.527793884277
2014-09-24,126.089996337891,127.779998779297,125.580001831055,127.620002746582,2076300,106.285034179688
2014-09-25,127.449996948242,127.550003051758,125.599998474121,125.660003662109,1819900,104.652709960938
2014-09-26,125.410003662109,125.669998168945,124.379997253418,125.540000915527,2045300,104.552757263184
2014-09-29,125.029998779297,125.599998474121,124.779998779297,125.319999694824,1171000,104.369529724121
2014-09-30,124.860000610352,125.599998474121,124.769996643066,125.319999694824,1665300,104.369529724121
2014-10-01,125.25,125.680000305176,124.449996948242,124.76000213623,1408700,103.903160095215
2014-10-02,124.98999786377,126.209999084473,124.819999694824,125.790000915527,1545800,104.760971069336
2014-10-03,126.199996948242,127.650001525879,126.01000213623,127.089996337891,1770300,105.843643188477
2014-10-06,127.559997558594,127.669998168945,125.930000305176,126.209999084473,1907500,105.110763549805
2014-10-07,125.349998474121,125.830001831055,124.75,125.269996643066,2334100,104.327941894531
2014-10-08,128.199996948242,128.949996948242,127.160003662109,128.729995727539,4262500,107.209487915039
2014-10-09,128.220001220703,130.740005493164,128.190002441406,128.410003662109,2962700,106.943000793457
2014-10-10,128.259994506836,131.410003662109,128.259994506836,128.899993896484,3353000,107.351081848145
2014-10-13,128.570007324219,128.850006103516,126.889999389648,126.970001220703,2445200,105.743721008301
2014-10-14,127.5,127.980003356934,125.269996643066,126.25,4003500,105.144081115723
2014-10-15,125.099998474121,125.699996948242,123.279998779297,124.300003051758,3784300,103.520080566406
2014-10-16,122.680000305176,123.849998474121,122.050003051758,122.949996948242,3542900,102.395774841309
2014-10-17,123.769996643066,125.75,123.180000305176,124.650001525879,3198900,103.811561584473
2014-10-20,124.830001831055,128.869995117188,124.650001525879,128.419998168945,3499800,106.951309204102
2014-10-21,128.940002441406,130.649993896484,128.169998168945,130.279998779297,2105600,108.500366210938
2014-10-22,130.559997558594,131.589996337891,130.320007324219,130.539993286133,1880000,108.716896057129
2014-10-23,131.029998779297,131.479995727539,130.350006103516,130.589996337891,1763600,108.758529663086
2014-10-24,128.580001831055,130.539993286133,128.559997558594,130.440002441406,2490300,108.633628845215
2014-10-27,129.240005493164,131.259994506836,129.240005493164,130.919998168945,1629600,109.033386230469
2014-10-28,130.970001220703,131.5,130.160003662109,131.059997558594,1439700,109.14998626709
2014-10-29,131.289993286133,132,130.929992675781,131.929992675781,1705800,109.874519348145
2014-10-30,131.5,133.309997558594,131.330001831055,133,1302100,110.765647888184
2014-10-31,134.449996948242,134.5,132.710006713867,133.369995117188,2373900,111.073791503906
2014-11-03,133.820007324219,134.289993286133,133.369995117188,134.270004272461,1947000,111.823348999023
2014-11-04,134.610000610352,136.720001220703,133.990005493164,136.550003051758,2802500,113.722198486328
2014-11-05,137.490005493164,137.809997558594,136.029998779297,136.5,2116800,113.680534362793
2014-11-06,137.389999389648,137.669998168945,136.600006103516,137.089996337891,1685900,114.171905517578
2014-11-07,137.050003051758,137.910003662109,136.520004272461,137.710006713867,1589400,114.688232421875
2014-11-10,137.850006103516,137.889999389648,135.979995727539,137.690002441406,1958000,114.671577453613
2014-11-11,137.779998779297,137.949996948242,136.660003662109,137.050003051758,1495500,114.138603210449
2014-11-12,136.699996948242,137.350006103516,136.149993896484,136.899993896484,1910200,114.309753417969
2014-11-13,137.639999389648,138.759994506836,137.339996337891,138.710006713867,2235900,115.821075439453
2014-11-14,138.929992675781,138.929992675781,138.070007324219,138.479995727539,1598600,115.629005432129
2014-11-17,137.210006713867,138.5,137.210006713867,138.470001220703,1228100,115.620674133301
2014-11-18,138.479995727539,139.339996337891,138.039993286133,139.210006713867,1574600,116.238571166992
2014-11-19,139.089996337891,140.139999389648,139.089996337891,140.009994506836,1362600,116.906539916992
2014-11-20,139.059997558594,140.009994506836,139.020004272461,139.25,1518300,116.271987915039
2014-11-21,140.800003051758,140.830001831055,139.229995727539,139.720001220703,1849200,116.664413452148
2014-11-24,139.330001831055,139.990005493164,139.190002441406,139.800003051758,1645800,116.73119354248
2014-11-25,140.100006103516,140.350006103516,138.740005493164,138.869995117188,1865800,115.954681396484
2014-11-26,139.5,140.880004882812,139.039993286133,139.75,1631900,116.689414978027
2014-11-28,141.300003051758,142.970001220703,140.309997558594,142.119995117188,1442600,118.668388366699
2014-12-01,143.320007324219,143.320007324219,141.270004272461,141.979995727539,1952100,118.551475524902
2014-12-02,142.429992675781,143.350006103516,141.759994506836,143.059997558594,1765400,119.453254699707
2014-12-03,142.979995727539,143.300003051758,141.979995727539,142.690002441406,1793900,119.144302368164
2014-12-04,143.490005493164,143.490005493164,142.020004272461,143.020004272461,1315900,119.419868469238
2014-12-05,143.179992675781,143.309997558594,141.960006713867,143.25,1198000,119.611953735352
2014-12-08,143.050003051758,143.050003051758,141.949996948242,142.330001831055,1945100,118.84375
2014-12-09,142.130004882812,143.130004882812,140.880004882812,143.039993286133,2090300,119.436561584473
2014-12-10,144.940002441406,146.820007324219,139.399993896484,140.25,4910300,117.106964111328
2014-12-11,141.089996337891,142.679992675781,140.669998168945,141.410003662109,2401300,118.075523376465
2014-12-12,139.990005493164,141.360000610352,137.830001831055,137.880004882812,3663400,115.128028869629
2014-12-15,138.649993896484,139.5,137.059997558594,138.190002441406,2451200,115.386894226074
2014-12-16,138.529998779297,139.300003051758,136.550003051758,137.309997558594,2470100,114.652076721191
2014-12-17,137.309997558594,139.619995117188,136.779998779297,139.330001831055,2428500,116.338790893555
2014-12-18,140.179992675781,141.559997558594,139.289993286133,141.559997558594,2903400,118.200820922852
2014-12-19,141.5,142.5,141.330001831055,141.770004272461,4030000,118.376182556152
2014-12-22,142.339996337891,143.270004272461,141.850006103516,143.210006713867,1776900,119.57852935791
2014-12-23,144.529998779297,144.970001220703,143.669998168945,144.149993896484,1459700,120.363418579102
2014-12-24,144.559997558594,144.869995117188,143.600006103516,143.649993896484,738700,119.945922851562
2014-12-26,143.610000610352,143.869995117188,143.080001831055,143.440002441406,1233100,119.770553588867
2014-12-29,143.350006103516,143.850006103516,142.740005493164,143.339996337891,1356400,119.68709564209
2014-12-30,143,144.089996337891,143,143.490005493164,1158800,119.812301635742
2014-12-31,143.490005493164,144.130004882812,141.690002441406,141.75,1477900,118.359428405762
2015-01-02,141.869995117188,143.149993896484,140.809997558594,141.610000610352,1471000,118.242576599121
2015-01-05,141.690002441406,142.160003662109,139.800003051758,140,1748500,116.898231506348
2015-01-06,140.610000610352,142.940002441406,139.850006103516,141.850006103516,3185200,118.442947387695
2015-01-07,142.600006103516,144.429992675781,142.360000610352,144.320007324219,2171600,120.505378723145
2015-01-08,145.559997558594,146.100006103516,144.940002441406,145.559997558594,2937700,121.540733337402
2015-01-09,144.479995727539,145.050003051758,143.220001220703,143.320007324219,1727000,119.670394897461
2015-01-12,143.580001831055,144.160003662109,142.119995117188,142.520004272461,1344800,119.002395629883
2015-01-13,142.199996948242,144.410003662109,140.389999389648,141.089996337891,2198500,117.80835723877
2015-01-14,140.009994506836,140.210006713867,138.240005493164,139.309997558594,2207900,116.322059631348
2015-01-15,139.949996948242,140.169998168945,138.619995117188,139.309997558594,1819600,116.322059631348
2015-01-16,139.039993286133,139.960006713867,138.220001220703,139.720001220703,1784800,116.664413452148
2015-01-20,140.720001220703,141.270004272461,138.360000610352,139.380004882812,1836100,116.380523681641
2015-01-21,138.850006103516,139.699996948242,138.380004882812,139.139999389648,1682000,116.180137634277
