"Fecha","TRGP.Open","TRGP.High","TRGP.Low","TRGP.Close","TRGP.Volume","TRGP.Adjusted"
2013-12-17,81.7900009155273,82.6600036621094,81.5999984741211,82.0500030517578,220500,49.2251968383789
2013-12-18,81.9100036621094,83,81.1999969482422,82.9000015258789,251000,49.7351531982422
2013-12-19,82.9300003051758,83.4599990844727,81.8199996948242,83.0100021362305,288300,49.8011512756348
2013-12-20,82.6999969482422,85.0999984741211,82.2300033569336,84.8399963378906,351900,50.8990173339844
2013-12-23,85.6600036621094,86.4199981689453,85.1699981689453,86.2699966430664,197900,51.7569541931152
2013-12-24,86.1399993896484,87.3199996948242,86.0500030517578,87.2399978637695,139900,52.3388977050781
2013-12-26,87.6900024414062,88.120002746582,86.9899978637695,87.5,188200,52.4948768615723
2013-12-27,87.9400024414062,88.6999969482422,87.4499969482422,87.8199996948242,228800,52.6868667602539
2013-12-30,87.8499984741211,89.7399978637695,87.1699981689453,88.4599990844727,382000,53.0708160400391
2013-12-31,88.8300018310547,89.1999969482422,88.1100006103516,88.1699981689453,227500,52.8968391418457
2014-01-02,88.0299987792969,88.0999984741211,86.4800033569336,86.9800033569336,289900,52.1829147338867
2014-01-03,87.370002746582,87.9100036621094,86.5299987792969,86.629997253418,245100,51.9729461669922
2014-01-06,87.0999984741211,87.1100006103516,85.6500015258789,86.4400024414062,306600,51.858959197998
2014-01-07,86.4899978637695,86.9599990844727,84.1699981689453,85.3399963378906,531500,51.1990051269531
2014-01-08,87.879997253418,91.5,86.7799987792969,89.4199981689453,860800,53.6467552185059
2014-01-09,89.8899993896484,89.8899993896484,86.6100006103516,87.4700012207031,399500,52.4768943786621
2014-01-10,87.6399993896484,89.1100006103516,87.5899963378906,87.8399963378906,447700,52.6988716125488
2014-01-13,87.5,87.8000030517578,86.4700012207031,86.8099975585938,288000,52.0809173583984
2014-01-14,86.9899978637695,88.4899978637695,86.4100036621094,88.129997253418,172400,52.872859954834
2014-01-15,88.6999969482422,89.5400009155273,88.4499969482422,88.9700012207031,227000,53.3767929077148
2014-01-16,89.0100021362305,89.3199996948242,87.4300003051758,88.9000015258789,227700,53.3347969055176
2014-01-17,88.5400009155273,89.3000030517578,87.629997253418,88.25,239400,52.9448356628418
2014-01-21,89.1399993896484,90.7699966430664,88.6600036621094,90.3499984741211,247300,54.2047157287598
2014-01-22,89.4400024414062,90.4000015258789,88.5500030517578,88.9000015258789,545300,53.3347969055176
2014-01-23,88.120002746582,89.5899963378906,87.5299987792969,89.5400009155273,212500,54.0886764526367
2014-01-24,89.1699981689453,89.4599990844727,88.0800018310547,88.129997253418,278900,53.236946105957
2014-01-27,88.4000015258789,89.1699981689453,87,87.7799987792969,248000,53.0255165100098
2014-01-28,87.7099990844727,89.8099975585938,87.4000015258789,89.3499984741211,229900,53.9738960266113
2014-01-29,88.8399963378906,90.5400009155273,87.8399963378906,89.25,299500,53.9134902954102
2014-01-30,90.1399993896484,90.9599990844727,89.2900009155273,90.0299987792969,177000,54.3846778869629
2014-01-31,89.4100036621094,91.3899993896484,89.1100006103516,90.2900009155273,210600,54.541748046875
2014-02-03,90.3000030517578,90.7200012207031,88.0199966430664,89.1999969482422,356600,53.8832969665527
2014-02-04,89.1699981689453,89.5800018310547,88.5500030517578,89.1900024414062,236900,53.877269744873
2014-02-05,88.9199981689453,89.6999969482422,87.5400009155273,89.0199966430664,301000,53.7745742797852
2014-02-06,89.3199996948242,91.7900009155273,89.3199996948242,91.2900009155273,209200,55.1458129882812
2014-02-07,91.4499969482422,93.4800033569336,91.2799987792969,92.9400024414062,242100,56.1425170898438
2014-02-10,93.0699996948242,93.6999969482422,91.4800033569336,92.0299987792969,172700,55.592830657959
2014-02-11,92.3399963378906,94.4199981689453,91.8600006103516,94,191600,56.7828521728516
2014-02-12,94.1600036621094,95.1100006103516,93.9300003051758,94.4199981689453,312800,57.036548614502
2014-02-13,94.7300033569336,98.6399993896484,93.1699981689453,96.3099975585938,328400,58.1782608032227
2014-02-14,94.5500030517578,97.0599975585938,94.25,96.5199966430664,295800,58.3050918579102
2014-02-18,97.6699981689453,98.2300033569336,96.5400009155273,97.1600036621094,414400,58.691722869873
2014-02-19,96.2099990844727,97.7900009155273,95.3199996948242,96.1100006103516,469200,58.0574378967285
2014-02-20,96,96.9100036621094,95.8000030517578,96.4800033569336,263700,58.2809562683105
2014-02-21,96.9499969482422,96.9499969482422,95.8199996948242,95.9899978637695,362500,57.9849510192871
2014-02-24,96,97.25,95.6800003051758,96.2099990844727,274900,58.117847442627
2014-02-25,96.2699966430664,96.7300033569336,95.4000015258789,96.1699981689453,309400,58.093677520752
2014-02-26,96.1699981689453,97.1399993896484,95.629997253418,97.0899963378906,246600,58.6494102478027
2014-02-27,97.0599975585938,97.5800018310547,96.6900024414062,97.4599990844727,193400,58.8729438781738
2014-02-28,97.6500015258789,98.0800018310547,96.379997253418,96.7600021362305,287800,58.450080871582
2014-03-03,96.4199981689453,97.4199981689453,96.1900024414062,96.6900024414062,255300,58.4077987670898
2014-03-04,97.8499984741211,98.6800003051758,97.6399993896484,98.5,291400,59.5011787414551
2014-03-05,98.5699996948242,99.3499984741211,98.2300033569336,98.7699966430664,191900,59.6642799377441
2014-03-06,98.7799987792969,99.1999969482422,98.2799987792969,98.6600036621094,251700,59.5978202819824
2014-03-07,99.0199966430664,99.2799987792969,98.120002746582,98.370002746582,160700,59.4226531982422
2014-03-10,98.5400009155273,98.5400009155273,97.4700012207031,97.9400024414062,372600,59.162899017334
2014-03-11,97.7699966430664,97.9499969482422,96.370002746582,97.120002746582,301100,58.6675643920898
2014-03-12,96.6600036621094,97.4800033569336,96.2200012207031,97.3000030517578,162100,58.7762832641602
2014-03-13,97.3000030517578,97.7300033569336,95.7900009155273,96.6999969482422,186200,58.4138565063477
2014-03-14,96.6999969482422,98.0400009155273,96.6999969482422,97.870002746582,230700,59.1206092834473
2014-03-17,98.1699981689453,98.379997253418,96.9700012207031,97.8899993896484,184700,59.1326751708984
2014-03-18,98.2399978637695,98.5999984741211,97.2300033569336,97.4899978637695,546600,58.8910446166992
2014-03-19,97.6399993896484,98.1999969482422,97.0999984741211,97.7300033569336,235800,59.0360527038574
2014-03-20,97.5199966430664,98.879997253418,97.1500015258789,98.6900024414062,221100,59.6159515380859
2014-03-21,99.1699981689453,99.9199981689453,98.4300003051758,98.5400009155273,509300,59.525333404541
2014-03-24,99.0800018310547,99.4700012207031,96.4599990844727,97.620002746582,216600,58.9695930480957
2014-03-25,97.9199981689453,98.4199981689453,96.7200012207031,97.0800018310547,281100,58.6433944702148
2014-03-26,97.7699966430664,98.3499984741211,97.1900024414062,97.2300033569336,184700,58.7340087890625
2014-03-27,97.2799987792969,97.9800033569336,96.5599975585938,97.5999984741211,141300,58.9575233459473
2014-03-28,97.3499984741211,98.620002746582,97.2200012207031,97.4599990844727,220800,58.8729438781738
2014-03-31,97.4599990844727,99.4599990844727,96.8899993896484,99.2600021362305,255000,59.960277557373
2014-04-01,100,104.639999389648,99.3000030517578,103.910003662109,543400,62.769229888916
2014-04-02,103.860000610352,104.680000305176,103.629997253418,104.440002441406,423000,63.0893745422363
2014-04-03,104.580001831055,104.980003356934,103.51000213623,103.959999084473,258300,62.7994041442871
2014-04-04,104.449996948242,105.959999084473,103.800003051758,103.839996337891,272700,62.726921081543
2014-04-07,103.650001525879,104.160003662109,101.220001220703,101.559997558594,274400,61.3496284484863
2014-04-08,101.419998168945,103.419998168945,101.080001831055,102.889999389648,209200,62.1530570983887
2014-04-09,103.059997558594,103.120002746582,101.480003356934,102.309997558594,252700,61.8027000427246
2014-04-10,102.639999389648,105.040000915527,102.639999389648,103.029998779297,319100,62.2376365661621
2014-04-11,102.190002441406,105.120002746582,101.599998474121,104.51000213623,331600,63.1316413879395
2014-04-14,105.410003662109,106.330001831055,103.879997253418,104.660003662109,171800,63.2222633361816
2014-04-15,104.76000213623,105.879997253418,103.5,104.980003356934,277300,63.4155693054199
2014-04-16,105.970001220703,106.769996643066,104.830001831055,106.430000305176,252400,64.2914657592773
2014-04-17,106.019996643066,107.389999389648,105.459999084473,106.769996643066,248500,64.4968643188477
2014-04-21,107.209999084473,108.849998474121,107.150001525879,108.819999694824,241800,65.7352142333984
2014-04-22,108.819999694824,109.150001525879,108.139999389648,108.940002441406,160300,65.8077087402344
2014-04-23,109,110.25,108.809997558594,109.330001831055,198900,66.0432815551758
2014-04-24,109.040000915527,109.040000915527,106.839996337891,106.98999786377,155600,65.0151062011719
2014-04-25,106.430000305176,106.440002441406,104.940002441406,105.580001831055,208200,64.1582870483398
2014-04-28,106.180000305176,107.970001220703,105.830001831055,107.26000213623,306400,65.1791687011719
2014-04-29,107.940002441406,109.349998474121,107.889999389648,108.230003356934,227700,65.7686386108398
2014-04-30,108.220001220703,108.519996643066,106.449996948242,107.98999786377,258300,65.6227722167969
2014-05-01,106.849998474121,108.110000610352,105.410003662109,106.769996643066,543200,64.8814163208008
2014-05-02,107.690002441406,108.129997253418,105.709999084473,106.400001525879,296600,64.6565856933594
2014-05-05,106.629997253418,110.400001525879,106.629997253418,110.209999084473,276700,66.9718170166016
2014-05-06,110,110.230003356934,109.01000213623,109.449996948242,269000,66.5099639892578
2014-05-07,109.970001220703,110.949996948242,108.910003662109,110.879997253418,362700,67.3789367675781
2014-05-08,110.870002746582,111.910003662109,109.26000213623,109.319999694824,274800,66.4309768676758
2014-05-09,108.879997253418,109.540000915527,107.690002441406,109.519996643066,224800,66.5524978637695
2014-05-12,109.849998474121,111.76000213623,109.669998168945,110.949996948242,221200,67.4214859008789
2014-05-13,111.169998168945,112.129997253418,111.169998168945,111.629997253418,290600,67.8347091674805
2014-05-14,111.709999084473,111.769996643066,110.519996643066,110.769996643066,189400,67.3120956420898
2014-05-15,110.48999786377,110.860000610352,108.819999694824,110.559997558594,190100,67.1845016479492
2014-05-16,110.849998474121,112.620002746582,110.050003051758,112.349998474121,326600,68.2722320556641
2014-05-19,112.199996948242,113.599998474121,111.809997558594,113.309997558594,240700,68.8556060791016
2014-05-20,112.870002746582,113.809997558594,112.730003356934,113.5,218600,68.9710693359375
2014-05-21,113.839996337891,114.910003662109,113.839996337891,114.690002441406,191400,69.6941909790039
2014-05-22,114.699996948242,115.800003051758,114.699996948242,115.419998168945,183500,70.1378021240234
2014-05-23,115.449996948242,115.779998779297,115.029998779297,115.51000213623,240100,70.1924667358398
2014-05-27,115.650001525879,116.199996948242,114.870002746582,115.480003356934,275700,70.1742630004883
2014-05-28,115.620002746582,116.120002746582,114.430000305176,114.910003662109,253700,69.8278884887695
2014-05-29,114.889999389648,115,114.050003051758,114.970001220703,206600,69.8643264770508
2014-05-30,115,115.139999389648,114.550003051758,114.959999084473,255100,69.858268737793
2014-06-02,115.019996643066,116.080001831055,114.330001831055,115.930000305176,249800,70.4477157592773
2014-06-03,116.019996643066,117.279998779297,115.160003662109,117.209999084473,230900,71.2255172729492
2014-06-04,117.059997558594,118.339996337891,116.879997253418,117.949996948242,235300,71.6752090454102
2014-06-05,118.319999694824,119.349998474121,117.699996948242,119.129997253418,191500,72.3922729492188
2014-06-06,119.470001220703,120.599998474121,119.069999694824,120.529998779297,257900,73.2430114746094
2014-06-09,120.529998779297,122.129997253418,120,120.449996948242,335400,73.1943817138672
2014-06-10,120.190002441406,120.73999786377,119.610000610352,120.620002746582,245300,73.297721862793
2014-06-11,120,120.620002746582,119.599998474121,119.680000305176,221200,72.7265014648438
2014-06-12,119.650001525879,120.160003662109,118.379997253418,119.080001831055,294500,72.3618774414062
2014-06-13,119.430000305176,120.01000213623,118.519996643066,119.430000305176,243500,72.5745620727539
2014-06-16,119.279998779297,122.040000915527,119.279998779297,122,316900,74.1362915039062
2014-06-17,122.059997558594,124.48999786377,122,123.680000305176,715300,75.1571884155273
2014-06-18,123.980003356934,125.120002746582,123.360000610352,125.050003051758,487600,75.9897003173828
2014-10-10,125.089996337891,125.699996948242,118.080001831055,121.650001525879,810200,74.300422668457
2014-10-13,123,124.900001525879,107.330001831055,109.01000213623,1724600,66.5802688598633
2014-10-14,109.51000213623,115.889999389648,104.669998168945,111.480003356934,1416600,68.0888824462891
2014-10-15,110.01000213623,115.709999084473,107.410003662109,115.269996643066,984400,70.4036865234375
2014-10-16,115.230003356934,124.050003051758,114.889999389648,120.660003662109,837600,73.6957778930664
2014-10-17,122.199996948242,127.709999084473,121.669998168945,123.410003662109,566200,75.3753967285156
2014-10-30,127.129997253418,127.879997253418,124.230003356934,125.209999084473,305300,76.9137420654297
2014-11-04,127.949996948242,127.949996948242,117.910003662109,120.51000213623,813900,74.0266189575195
2014-11-05,120.080001831055,124.410003662109,119.01000213623,119.970001220703,638100,73.6949234008789
2014-11-06,119.050003051758,119.610000610352,115.199996948242,118.419998168945,677000,72.7427825927734
2014-11-07,119,122.319999694824,119,120.160003662109,444600,73.8116226196289
2014-11-10,120.190002441406,122.099998474121,117.910003662109,118.040000915527,510700,72.5093536376953
2014-11-11,118.040000915527,120.139999389648,116.75,119.029998779297,533000,73.1175003051758
2014-11-12,118,120.650001525879,116.849998474121,118.339996337891,392700,72.6936264038086
2014-11-13,117.75,118.110000610352,113.790000915527,115.440002441406,468100,70.9122314453125
2014-11-14,115.300003051758,116.550003051758,114.169998168945,115.900001525879,257900,71.1947784423828
2014-11-17,115.5,117.349998474121,114.330001831055,116.110000610352,290700,71.3237991333008
2014-11-18,115.919998168945,119.519996643066,115.559997558594,117.76000213623,463600,72.3373718261719
2014-11-19,117.620002746582,118.709999084473,117.129997253418,118.430000305176,312100,72.7489013671875
2014-11-20,118.629997253418,122.339996337891,117.839996337891,121.48999786377,461900,74.6286163330078
2014-11-21,123.319999694824,125.220001220703,122.209999084473,122.529998779297,482700,75.2674789428711
2014-11-24,122.330001831055,122.879997253418,120.309997558594,121.389999389648,228100,74.5672073364258
2014-11-25,121.480003356934,123.300003051758,120.580001831055,122.410003662109,742000,75.193733215332
2014-11-28,121.139999389648,121.440002441406,113.690002441406,114.139999389648,437300,70.1136779785156
2014-12-01,112.5,113.98999786377,97.870002746582,100,1618500,61.4277877807617
2014-12-02,100.209999084473,105.839996337891,98.8499984741211,103.449996948242,929500,63.5470428466797
2014-12-03,103.449996948242,107.75,103.449996948242,106.309997558594,736700,65.3038711547852
2014-12-04,106,110.029998779297,105.199996948242,108.660003662109,469100,66.7474212646484
2014-12-05,108.769996643066,108.769996643066,106.720001220703,108.150001525879,413100,66.4341659545898
2014-12-08,106.430000305176,107,96.0500030517578,97.8099975585938,837400,60.0825004577637
2014-12-09,98.129997253418,99.129997253418,95.5,98.25,653700,60.3528060913086
2014-12-10,95.2799987792969,95.2799987792969,88.9199981689453,89.3499984741211,1308500,54.8857154846191
2014-12-11,88.0100021362305,94.5800018310547,88.0100021362305,93.0100021362305,1321900,57.1339797973633
2014-12-12,90.5800018310547,94.370002746582,88.9800033569336,92.5599975585938,893100,56.8575592041016
2014-12-15,93.4599990844727,94.0800018310547,89.7300033569336,90.8600006103516,860400,55.8132781982422
2014-12-16,89.4899978637695,96.4000015258789,88.9700012207031,91.2799987792969,1162200,56.0712814331055
2014-12-17,92.1900024414062,101.069999694824,90.6999969482422,100.550003051758,1347300,61.7656478881836
2014-12-18,104.050003051758,105.959999084473,98.9400024414062,101.809997558594,1110600,62.5396270751953
2014-12-19,101.730003356934,104.720001220703,100.220001220703,102.769996643066,784900,63.1293258666992
2014-12-22,101.449996948242,102.980003356934,98.7799987792969,101.629997253418,542000,62.4290580749512
2014-12-23,102.949996948242,103.709999084473,101,102.709999084473,492400,63.0924949645996
2014-12-24,101.709999084473,104.949996948242,100.839996337891,104.309997558594,191400,64.075309753418
2014-12-26,104.519996643066,104.699996948242,102.699996948242,104.209999084473,246800,64.0139083862305
2014-12-29,104.25,108.110000610352,104.110000610352,107.180000305176,497400,65.8383026123047
2014-12-30,106.480003356934,108.169998168945,105.220001220703,106.819999694824,414700,65.6171569824219
2014-12-31,105.860000610352,108.319999694824,104.069999694824,106.050003051758,472600,65.144157409668
2015-01-02,105.75,107.930000305176,105.110000610352,107.059997558594,471200,65.7645950317383
2015-01-05,104.720001220703,106,98.4899978637695,99.1900024414062,956000,60.9302177429199
2015-01-06,100.110000610352,100.73999786377,93.3399963378906,96.1100006103516,1072700,59.0382499694824
2015-01-07,97.3199996948242,97.8899993896484,93.8000030517578,95.1999969482422,745000,58.4792594909668
2015-01-08,95.879997253418,98.25,94.9700012207031,97.8899993896484,833000,60.1316680908203
2015-01-09,97.0500030517578,98.5599975585938,92.6399993896484,92.8199996948242,831500,57.0172691345215
2015-01-12,90.9199981689453,92.3199996948242,87.3399963378906,89.2699966430664,1033000,54.8365707397461
2015-01-13,89.9300003051758,90.3899993896484,85.0199966430664,85.870002746582,974600,52.748046875
2015-01-14,84.5199966430664,86.4499969482422,82.0899963378906,85.4899978637695,969400,52.5145988464355
2015-01-15,86.120002746582,88.6399993896484,84.4499969482422,86.629997253418,902800,53.2148742675781
2015-01-16,86.6100006103516,89.1500015258789,84.6500015258789,88.9400024414062,781300,54.6338577270508
2015-01-20,88.5100021362305,91.5199966430664,86.2600021362305,89.6900024414062,690300,55.0945701599121
2015-01-21,89.8499984741211,92.2099990844727,89.379997253418,92.0199966430664,515300,56.5258369445801
2015-01-22,92.4100036621094,93.7200012207031,90.129997253418,91.2399978637695,455100,56.046703338623
2015-01-23,91.0199966430664,92.8399963378906,89.5299987792969,91.120002746582,326300,55.9729957580566
2015-01-26,91.0599975585938,92.3099975585938,90.6999969482422,91.5899963378906,424600,56.2616920471191
2015-01-27,90.9100036621094,92.8099975585938,90.129997253418,92.3099975585938,509200,56.7039985656738
2015-01-28,91.7600021362305,92.4499969482422,87.2200012207031,87.4700012207031,687200,53.7308731079102
2015-01-29,86.6100006103516,86.629997253418,83.120002746582,85.4400024414062,958200,52.9530792236328
2015-01-30,84.3499984741211,87.9400024414062,83.4800033569336,86.8300018310547,663500,53.8145408630371
2015-02-02,87.2900009155273,92.25,86.9100036621094,91.6100006103516,678300,56.7770385742188
2015-02-03,92.1800003051758,97.8499984741211,91.8300018310547,96.3199996948242,869200,59.696174621582
2015-02-04,94.870002746582,94.9199981689453,90.9800033569336,92.6600036621094,674400,57.4278030395508
2015-02-05,94.1500015258789,98.2900009155273,93.4700012207031,96.6500015258789,911900,59.9006843566895
2015-02-06,95.9800033569336,97.5199966430664,93.2399978637695,94.4199981689453,627700,58.5185928344727
2015-02-09,95.0599975585938,96.9700012207031,93.620002746582,93.8199996948242,450200,58.1467361450195
2015-02-10,94.2399978637695,94.9499969482422,92.620002746582,94.3600006103516,456600,58.4814109802246
2015-02-11,93.9899978637695,94.620002746582,90.3499984741211,90.5800018310547,961600,56.1386795043945
2015-02-12,93.3099975585938,94.9100036621094,92.5299987792969,93.2399978637695,918800,57.7872734069824
2015-02-13,92.75,97.9199981689453,90.1500015258789,93.9300003051758,1017100,58.2149200439453
2015-02-17,94.8899993896484,99.7699966430664,91.6900024414062,99.0599975585938,1042100,61.3943099975586
2015-02-18,98.2900009155273,101.75,98.0599975585938,98.5999984741211,941300,61.1092338562012
2015-02-19,97.4300003051758,97.4300003051758,94.4300003051758,95.75,757700,59.3428802490234
2015-02-20,95.629997253418,96.6800003051758,95.4499969482422,96.25,702400,59.6527900695801
2015-02-23,95.9400024414062,97.6399993896484,94.7600021362305,96.879997253418,1027900,60.0432243347168
2015-02-24,97.8499984741211,97.9700012207031,95.6900024414062,96.7399978637695,922400,59.9564514160156
2015-02-25,96.7399978637695,98.4499969482422,95.8499984741211,98.2399978637695,751300,60.886116027832
2015-02-26,98.0999984741211,98.379997253418,96.0800018310547,97.5199966430664,793700,60.4398994445801
2015-02-27,97.7300033569336,99.620002746582,97.5199966430664,99.5800018310547,1009300,61.7166023254395
2015-03-02,99.3399963378906,99.4700012207031,97.7900009155273,98.8499984741211,850400,61.2641754150391
2015-03-03,99.5,99.629997253418,97.1999969482422,97.9400024414062,902600,60.7001762390137
2015-03-04,97.7300033569336,99.879997253418,97.0699996948242,99.129997253418,788700,61.4377059936523
2015-03-05,99,101.050003051758,98.1800003051758,100.540000915527,527000,62.311580657959
2015-03-06,99.3600006103516,99.870002746582,97.8899993896484,98.7799987792969,769300,61.2207984924316
2015-03-09,98.8300018310547,99.9400024414062,97.129997253418,97.2799987792969,904900,60.2911262512207
2015-03-10,95.9000015258789,97.2699966430664,95.5899963378906,96.0599975585938,633000,59.5350112915039
2015-03-11,96.3000030517578,96.6600036621094,93.7900009155273,94.4100036621094,654100,58.5124015808105
2015-03-12,91.9899978637695,92.9800033569336,90.6800003051758,91.1600036621094,2560300,56.4981536865234
2015-03-13,91.0800018310547,91.1399993896484,88.5999984741211,89.1100006103516,1104000,55.2276268005371
2015-03-16,88.3600006103516,89.1399993896484,86.5100021362305,89.0699996948242,924300,55.2028350830078
2015-03-17,88.1699981689453,90.9000015258789,88.1699981689453,89.8399963378906,592300,55.6800575256348
2015-03-18,88.9400024414062,92.5699996948242,88.3600006103516,92,841200,57.0187606811523
2015-03-19,91.3600006103516,92,89.7200012207031,90.0400009155273,425300,55.8040161132812
2015-03-20,90.5699996948242,91.870002746582,90.3300018310547,90.7200012207031,714400,56.2254486083984
2015-03-23,91.1900024414062,91.9700012207031,90.6100006103516,91.6100006103516,724200,56.7770385742188
2015-03-24,92,92.1900024414062,90.7900009155273,90.8600006103516,551000,56.3122138977051
2015-03-25,91.7600021362305,93.1900024414062,91.4700012207031,92.1600036621094,776200,57.117919921875
2015-03-26,96.4300003051758,97.3899993896484,93.4400024414062,94.5100021362305,738500,58.5743751525879
2015-03-27,94.3499984741211,96.3600006103516,93.0299987792969,94.9700012207031,958500,58.8594703674316
2015-03-30,96.2099990844727,97.8899993896484,95.4599990844727,97.1600036621094,636600,60.2167549133301
2015-03-31,95.8499984741211,97.7399978637695,95.129997253418,95.7900009155273,1050100,59.3676795959473
2015-04-01,95.629997253418,97.3499984741211,94.5899963378906,94.9899978637695,625000,58.8718757629395
2015-04-02,95.120002746582,95.6800003051758,93.2399978637695,94.8499984741211,563000,58.785099029541
2015-04-06,95.3399963378906,98.0899963378906,94.7699966430664,97.6399993896484,602200,60.5142555236816
2015-04-07,97.6900024414062,99.2399978637695,96.9800033569336,98.75,849800,61.2022094726562
2015-04-08,98.6600036621094,99,96.9000015258789,97.9599990844727,779200,60.7125816345215
2015-04-09,98.4899978637695,100.959999084473,97.3000030517578,100.580001831055,618900,62.3363838195801
2015-04-10,100.360000610352,101.370002746582,99.3199996948242,100.559997558594,574100,62.3239784240723
2015-04-13,100.73999786377,101.379997253418,98.8199996948242,99.4499969482422,580400,61.6360282897949
2015-04-14,98.9599990844727,102.940002441406,98.8199996948242,102.319999694824,911200,63.4147758483887
2015-04-15,103.300003051758,108.129997253418,102.059997558594,106.959999084473,1220300,66.2905120849609
2015-04-16,107,107,104.180000305176,105.360000610352,831400,65.2988662719727
2015-04-17,105.169998168945,105.449996948242,103.449996948242,104.290000915527,609700,64.6357040405273
2015-04-20,105.190002441406,106.839996337891,104.599998474121,105.26000213623,480200,65.2368927001953
2015-04-21,105.319999694824,106.069999694824,103.25,104.610000610352,483500,64.8340454101562
2015-04-22,104.410003662109,106.440002441406,103.730003356934,105.440002441406,645500,65.3484497070312
2015-04-23,105.580001831055,107.889999389648,105.110000610352,107.220001220703,517500,66.4516372680664
2015-04-24,107.129997253418,107.889999389648,106.169998168945,106.839996337891,522100,66.2161102294922
2015-04-27,107.440002441406,108.629997253418,106.349998474121,106.680000305176,437500,66.1169738769531
2015-04-28,107.180000305176,107.629997253418,105.019996643066,105.830001831055,433600,65.5901565551758
2015-04-29,105.319999694824,107.110000610352,104.669998168945,106.699996948242,565900,66.1293640136719
2015-04-30,105.849998474121,106.580001831055,104.169998168945,104.970001220703,532700,65.5672073364258
2015-05-01,105.599998474121,106,103.769996643066,105.01000213623,479000,65.5921936035156
2015-05-04,105.48999786377,105.930000305176,103.23999786377,105.589996337891,685700,65.9544677734375
2015-05-05,105.559997558594,107.360000610352,103.879997253418,104.25,733400,65.1174621582031
2015-05-06,103.889999389648,104.800003051758,100.949996948242,101.830001831055,758500,63.6058692932129
2015-05-07,101.339996337891,102.099998474121,99.1699981689453,101.900001525879,594400,63.6495971679688
2015-05-08,102.860000610352,104.519996643066,101.360000610352,103.309997558594,483200,64.5303268432617
2015-05-11,103.330001831055,103.430000305176,100.699996948242,101.720001220703,558900,63.5371627807617
2015-05-12,101.930000305176,101.98999786377,100.029998779297,100.610000610352,796300,62.8438186645508
2015-05-13,101.919998168945,103.580001831055,100.160003662109,101.599998474121,558600,63.4621925354004
