"Fecha","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
2013-11-01,70.9000015258789,71.5,70.6999969482422,71.120002746582,914300,62.2655601501465
2013-11-04,70.4599990844727,71.6999969482422,70.4599990844727,70.9899978637695,1032700,62.1517486572266
2013-11-05,70.6999969482422,71.2099990844727,70.0500030517578,70.7600021362305,966500,61.9503707885742
2013-11-06,70.9499969482422,71.9599990844727,70.5500030517578,71.3899993896484,952300,62.501953125
2013-11-07,71.5599975585938,71.9400024414062,69.9199981689453,70.0400009155273,870300,61.3200263977051
2013-11-08,70.0599975585938,71.5800018310547,70.0299987792969,71.370002746582,886000,62.4844284057617
2013-11-11,71.5,71.9400024414062,70.9499969482422,71.7799987792969,529300,62.8433876037598
2013-11-12,71.4000015258789,72.8600006103516,71.1399993896484,72.3399963378906,726600,63.3336639404297
2013-11-13,71.9700012207031,73.5100021362305,71.879997253418,73.5,1086500,64.349250793457
2013-11-14,73.3300018310547,73.870002746582,72.75,73.3499984741211,620700,64.3316955566406
2013-11-15,73.4599990844727,74.0999984741211,73.0100021362305,74.0899963378906,546900,64.9807205200195
2013-11-18,74.4499969482422,74.5999984741211,72.7300033569336,72.9700012207031,576900,63.9984359741211
2013-11-19,73.0800018310547,73.5299987792969,71.4800033569336,71.5199966430664,842600,62.7267074584961
2013-11-20,71.7099990844727,72.2900009155273,70.9599990844727,71.3099975585938,567800,62.5425186157227
2013-11-21,71.8199996948242,72.6600036621094,71.2200012207031,72.6399993896484,518100,63.7090072631836
2013-11-22,72.2099990844727,73.2699966430664,72.2099990844727,73.1900024414062,522200,64.1913681030273
2013-11-25,73.5800018310547,73.9700012207031,73.0800018310547,73.5,601000,64.4632720947266
2013-11-26,73.4000015258789,74.5,73.3600006103516,74.3499984741211,771400,65.2087554931641
2013-11-27,74.2600021362305,74.2900009155273,73.5699996948242,74.0400009155273,389200,64.9368743896484
2013-11-29,74.3300018310547,74.5500030517578,73.1699981689453,73.2099990844727,331400,64.2089233398438
2013-12-02,73.25,74.4700012207031,72.5699996948242,73.6900024414062,521000,64.6299133300781
2013-12-03,73.4000015258789,73.7600021362305,72.3099975585938,73.3899993896484,1380600,64.3667831420898
2013-12-04,73.0400009155273,73.3499984741211,71.629997253418,72.7200012207031,833300,63.7791633605957
2013-12-05,72.5800018310547,72.8600006103516,71.7200012207031,72.6500015258789,937300,63.7177658081055
2013-12-06,72.7399978637695,73.3899993896484,72,72.7600021362305,1018400,63.8142852783203
2013-12-09,72.7699966430664,73.3199996948242,72.3000030517578,72.5,799900,63.5862159729004
2013-12-10,72.0100021362305,72.629997253418,71.4499969482422,71.7399978637695,1066300,62.9196472167969
2013-12-11,71.6800003051758,72.4400024414062,71.2799987792969,71.4499969482422,878200,62.6653099060059
2013-12-12,71.25,71.7399978637695,70.879997253418,71.3600006103516,705800,62.5863800048828
2013-12-13,71.3600006103516,72.629997253418,71.2900009155273,72.0299987792969,866200,63.1740112304688
2013-12-16,73.0299987792969,73.9599990844727,72.5100021362305,73.5899963378906,1394500,64.5421981811523
2013-12-17,73.5,73.9800033569336,73.0199966430664,73.370002746582,1331900,64.3492431640625
2013-12-18,73.7799987792969,74.8000030517578,72.8300018310547,74.7200012207031,1335200,65.5332794189453
2013-12-19,74.2600021362305,74.879997253418,73.3399963378906,74.0699996948242,945300,64.9631958007812
2013-12-20,74.1800003051758,75.5,74.0800018310547,74.9199981689453,6624100,65.7086868286133
2013-12-23,77,77,75.5999984741211,75.9499969482422,1353300,66.6120376586914
2013-12-24,76,76.4000015258789,75.3499984741211,76.0800018310547,390900,66.72607421875
2013-12-26,76.2799987792969,76.9100036621094,76.1100006103516,76.120002746582,450100,66.7611312866211
2013-12-27,76.0899963378906,76.3300018310547,74.7300033569336,75.5400009155273,727200,66.2524490356445
2013-12-30,74.9300003051758,76.4700012207031,74.9300003051758,76.2300033569336,640400,66.8576431274414
2013-12-31,76.7200012207031,78.1699981689453,76.6600036621094,77.5800018310547,1444400,68.0416488647461
2014-01-02,77.5999984741211,77.7200012207031,76.129997253418,76.8000030517578,855300,67.3575210571289
2014-01-03,76.5599975585938,76.870002746582,76.0899963378906,76.4800033569336,743700,67.0768966674805
2014-01-06,77,77.3899993896484,75.3499984741211,75.4599990844727,675600,66.1822967529297
2014-01-07,75.9000015258789,76.6100006103516,75.6399993896484,75.9300003051758,733500,66.5945281982422
2014-01-08,76.5299987792969,76.6399993896484,75.379997253418,76.3499984741211,780100,66.9628753662109
2014-01-09,76.6699981689453,76.9400024414062,76.0800018310547,76.6999969482422,589300,67.2698364257812
2014-01-10,76.9700012207031,77.1999969482422,76.2799987792969,76.5800018310547,582200,67.1645812988281
2014-01-13,76.620002746582,76.8099975585938,73.0899963378906,73.4000015258789,1452400,64.3755722045898
2014-01-14,73.4700012207031,74.5999984741211,72.6100006103516,74.3499984741211,982100,65.2087554931641
2014-01-15,74.4000015258789,75.5299987792969,74.1900024414062,75.1800003051758,762300,65.9367141723633
2014-01-16,75.0699996948242,75.4700012207031,73.7099990844727,74.3099975585938,852700,65.1736907958984
2014-01-17,75.5999984741211,75.7300033569336,73.8399963378906,74.1699981689453,2061000,65.0509033203125
2014-01-21,74.3899993896484,74.9100036621094,72.7900009155273,72.9100036621094,2668200,63.9457969665527
2014-01-22,73.0999984741211,73.5299987792969,71.379997253418,73.1600036621094,2519500,64.1650924682617
2014-01-23,72.3499984741211,73.2900009155273,71.1999969482422,71.870002746582,30011000,63.0336799621582
2014-01-24,71.2699966430664,71.5800018310547,70.1100006103516,70.1800003051758,2576600,61.5514678955078
2014-01-27,70.620002746582,70.9199981689453,70.120002746582,70.4599990844727,1641700,61.7970390319824
2014-01-28,70.4100036621094,70.9499969482422,70.25,70.6800003051758,1306200,61.9899864196777
2014-01-29,70.75,70.8600006103516,68.7200012207031,69,2386300,60.516529083252
2014-01-30,65.120002746582,68.1600036621094,64.629997253418,67.4599990844727,5139700,59.1658706665039
2014-01-31,65.9300003051758,66.8899993896484,65.870002746582,66.5100021362305,2098300,58.3326835632324
2014-02-03,66.2600021362305,66.3300018310547,63.0299987792969,63.4199981689453,2282900,55.6225929260254
2014-02-04,63.7700004577637,64.1500015258789,63.3199996948242,63.5499992370605,1608700,55.7366065979004
2014-02-05,62.9099998474121,63.8699989318848,62.060001373291,63.7400016784668,1627300,55.9032669067383
2014-02-06,63.9300003051758,65.1999969482422,63.7700004577637,65.0999984741211,1627100,57.0960235595703
2014-02-07,65.2200012207031,66.6500015258789,65.0199966430664,66.5199966430664,1648600,58.3414497375488
2014-02-10,66.5999984741211,66.75,65.7699966430664,66.0199966430664,948300,57.9029350280762
2014-02-11,65.9599990844727,66.4400024414062,65.5800018310547,65.6699981689453,1272800,57.5959587097168
2014-02-12,65.5,66.1500015258789,65.5,66,998100,57.8853912353516
2014-02-13,65.6100006103516,66.7600021362305,65.3199996948242,66.1800003051758,1148400,58.0432662963867
2014-02-14,64.129997253418,66.2200012207031,64.0699996948242,65.6999969482422,1265800,57.6222763061523
2014-02-18,65.6699981689453,66.629997253418,65.4199981689453,66.5299987792969,1230800,58.350212097168
2014-02-19,66.2699966430664,66.7300033569336,65.5299987792969,65.620002746582,1232700,57.5521240234375
2014-02-20,65.7799987792969,66,65.0199966430664,65.7699966430664,1313400,57.7981719970703
2014-02-21,65.9100036621094,66.7399978637695,65.2300033569336,66.4000015258789,1190700,58.3518104553223
2014-02-24,66.4100036621094,67.4899978637695,66.0500030517578,66.7699966430664,916400,58.6769599914551
2014-02-25,67.9899978637695,69.5999984741211,67.870002746582,69.1999969482422,1915900,60.8124160766602
2014-02-26,69.3600006103516,70.9300003051758,68.7799987792969,70.4599990844727,1799200,61.9197044372559
2014-02-27,70.9599990844727,70.9599990844727,69.7900009155273,70.3199996948242,1013600,61.7966537475586
2014-02-28,70.3199996948242,71.2799987792969,70.0699996948242,70.5599975585938,944800,62.0075836181641
2014-03-03,69.9300003051758,70.2900009155273,69,70.1500015258789,1037300,61.6472778320312
2014-03-04,70.9599990844727,72.2099990844727,70.9599990844727,71.7399978637695,1301200,63.0445442199707
2014-03-05,71.4400024414062,72.4899978637695,71.4400024414062,71.7399978637695,851100,63.0445442199707
2014-03-06,72.0999984741211,72.7099990844727,71.25,72.2900009155273,702200,63.5278930664062
2014-03-07,72.5899963378906,72.9899978637695,72.0100021362305,72.7200012207031,802700,63.9057731628418
2014-03-10,72.6800003051758,72.870002746582,72.0899963378906,72.5500030517578,880100,63.7563972473145
2014-03-11,72.7099990844727,72.8499984741211,72.0500030517578,72.120002746582,937300,63.3784942626953
2014-03-12,71.8399963378906,72.120002746582,71.4199981689453,72.0899963378906,621700,63.3521270751953
