"Fecha","SBNY.Open","SBNY.High","SBNY.Low","SBNY.Close","SBNY.Volume","SBNY.Adjusted"
2013-12-05,102.930000305176,104.580001831055,102.73999786377,104.5,201358,96.8794403076172
2013-12-06,105.059997558594,105.900001525879,104.73999786377,105,202705,97.3429718017578
2013-12-09,104.919998168945,105.889999389648,104.090103149414,104.73999786377,258758,97.1019515991211
2013-12-10,104.400001525879,105.76000213623,103.449996948242,103.5,152268,95.9523849487305
2013-12-11,103.669998168945,103.930000305176,101.959999084473,102.080001831055,206665,94.6359252929688
2013-12-12,101.779998779297,105.087501525879,101.300003051758,105.01000213623,452614,97.3522644042969
2013-12-13,105.040000915527,105.38200378418,103.620002746582,104.26000213623,206852,96.6569519042969
2013-12-16,104.919998168945,105.639999389648,103.860000610352,105.190002441406,282497,97.5191192626953
2013-12-17,105.400001525879,105.804000854492,103.699996948242,104.400001525879,219022,96.7867584228516
2013-12-18,104.680000305176,106.860000610352,104.040000915527,106.709999084473,267867,98.9282913208008
2013-12-19,106.279998779297,107.26000213623,105.620002746582,105.830001831055,243178,98.1124649047852
2013-12-20,106.339996337891,107.98999786377,105.724998474121,107.870002746582,588139,100.003684997559
2013-12-23,108.430000305176,109.269996643066,106.800003051758,108.370002746582,224680,100.467247009277
2013-12-24,108.160003662109,110.400001525879,107.639999389648,107.910003662109,145891,100.040786743164
2013-12-26,108.269996643066,109.98999786377,107.699996948242,107.870002746582,189499,100.003684997559
2013-12-27,107.48999786377,108.698303222656,107.339996337891,107.639999389648,178437,99.7904663085938
2013-12-30,107.569999694824,107.830001831055,106.819999694824,107.069999694824,246412,99.2620391845703
2013-12-31,107.419998168945,107.970001220703,106.970001220703,107.419998168945,135448,99.5865020751953
2014-01-02,106.980003356934,107.26000213623,105.879997253418,106.029998779297,188840,98.2978668212891
2014-01-03,106.470001220703,107.25,105.400001525879,106.050003051758,148268,98.3164367675781
2014-01-06,106.050003051758,107,105.669998168945,106.040000915527,297061,98.3071746826172
2014-01-07,106.709999084473,108.660003662109,105.480003356934,107.830001831055,322274,99.9666290283203
2014-01-08,108.180000305176,108.97200012207,107.360000610352,108.769996643066,234808,100.838073730469
2014-01-09,109.01000213623,110,108.050003051758,109.870002746582,253811,101.857856750488
2014-01-10,109.980003356934,110,109.069999694824,109.970001220703,218973,101.950569152832
2014-01-13,109.5,109.88500213623,108.209999084473,108.639999389648,158877,100.717544555664
2014-01-14,109.26000213623,110,108.099998474121,109.730003356934,143733,101.728065490723
2014-01-15,110,111.559997558594,109.309997558594,110.120002746582,252885,102.089622497559
2014-01-16,110,110.290000915527,109.120002746582,109.860000610352,193776,101.848579406738
2014-01-17,109.860000610352,110.410003662109,109.440002441406,110.099998474121,235867,102.071067810059
2014-01-21,116.629997253418,125.955001831055,115,125.080001831055,1480640,115.958686828613
2014-01-22,127.879997253418,129.830001831055,125.550003051758,128.699996948242,928283,119.314712524414
2014-01-23,128.389999389648,128.5,125.48999786377,126.419998168945,634632,117.200965881348
2014-01-24,125.730003356934,126.084999084473,123.110000610352,123.980003356934,422172,114.938896179199
2014-01-27,125.25,125.328002929688,121.940002441406,123.01000213623,422065,114.039642333984
2014-01-28,123.400001525879,124.349998474121,122.050003051758,122.319999694824,306639,113.399948120117
2014-01-29,121.059997558594,123.300003051758,120.309997558594,121.330001831055,341817,112.482147216797
2014-01-30,122.01000213623,122.459999084473,120.785003662109,121.75,229419,112.871536254883
2014-01-31,120.019996643066,122.269996643066,119.669998168945,122.059997558594,376409,113.158912658691
2014-02-03,122.330001831055,123.110000610352,116.830001831055,117.209999084473,684970,108.66259765625
2014-02-04,118.110000610352,121.169998168945,116.300003051758,120.330001831055,538740,111.555061340332
2014-02-05,120.290000915527,121.470001220703,118.959999084473,120.349998474121,332424,111.573616027832
2014-02-06,120.529998779297,120.830001831055,119.430000305176,120.410003662109,230621,111.629234313965
2014-02-07,120.809997558594,121.809997558594,119.839996337891,121.569999694824,237333,112.704658508301
2014-02-10,121.790000915527,122.620002746582,120.599998474121,122.110000610352,279448,113.205268859863
2014-02-11,121.98999786377,123.220001220703,121.290000915527,122.680000305176,229285,113.733695983887
2014-02-12,123.099998474121,124.769996643066,121.75,123.269996643066,215701,114.280670166016
2014-02-13,122.419998168945,124.379997253418,121.169998168945,123.900001525879,201393,114.86474609375
2014-02-14,123.51000213623,124.599998474121,122.360000610352,124.300003051758,132876,115.235572814941
2014-02-18,124.069999694824,125.790000915527,123.782501220703,125.089996337891,224484,115.96794128418
2014-02-19,124.669998168945,125.045997619629,121.169998168945,121.800003051758,431216,112.917861938477
2014-02-20,122.430000305176,123.550003051758,121.264999389648,122.580001831055,250692,113.641006469727
2014-02-21,122.569999694824,123.410003662109,121.870002746582,123.269996643066,198420,114.280670166016
2014-02-24,123.26000213623,126.449996948242,123.26000213623,125.849998474121,297197,116.672538757324
2014-02-25,126.190002441406,126.370002746582,125.279998779297,126.089996337891,227338,116.89501953125
2014-02-26,126.610000610352,129.679992675781,126.199996948242,129.470001220703,463747,120.028549194336
2014-02-27,129.300003051758,129.339996337891,127.230003356934,128.839996337891,167830,119.444488525391
2014-02-28,129.289993286133,131.470001220703,128.860000610352,130.929992675781,298944,121.382049560547
2014-03-03,130.059997558594,131.357299804688,128.529998779297,130.399993896484,283244,120.890724182129
2014-03-04,131.309997558594,133.090301513672,130.309997558594,131,382632,121.446968078613
2014-03-05,131.330001831055,132.419998168945,128.25,128.520004272461,357172,119.147819519043
2014-03-06,128.649993896484,129.839996337891,127.949996948242,128.270004272461,331320,118.916053771973
2014-03-07,128.970001220703,130.489898681641,128.259994506836,129.229995727539,394297,119.806037902832
2014-03-10,130.050003051758,130.339996337891,128.600006103516,129.399993896484,279852,119.963645935059
2014-03-11,129.630004882812,129.835006713867,126.930000305176,128.199996948242,300941,118.851165771484
2014-03-12,127.48999786377,128.729995727539,126.48999786377,128.220001220703,182886,118.869697570801
2014-03-13,128.660003662109,129.050003051758,126.540000915527,127.080001831055,186538,117.812843322754
2014-03-14,126.830001831055,128.550003051758,125.889999389648,127.449996948242,201149,118.155853271484
2014-03-17,127.830001831055,129.389999389648,127.360000610352,128.729995727539,158661,119.342491149902
2014-03-18,128.940002441406,130.179992675781,128.009994506836,129.679992675781,203022,120.223243713379
2014-03-19,129.929992675781,131.25,128.460006713867,129.690002441406,285632,120.232498168945
2014-03-20,127.819999694824,131.220001220703,127.490097045898,130.259994506836,345790,120.760932922363
2014-03-21,130.539993286133,131.589996337891,127.833999633789,128.080001831055,770203,118.739906311035
2014-03-24,128.240005493164,129.869995117188,126.569999694824,127.959999084473,306257,118.62866973877
2014-03-25,128.479995727539,128.951995849609,125.059997558594,126.48999786377,793484,117.265853881836
2014-03-26,127.339996337891,127.629997253418,124.440002441406,124.550003051758,281230,115.467346191406
2014-03-27,124.48999786377,124.550003051758,121.169998168945,122.379997253418,373371,113.455574035645
2014-03-28,122.940002441406,124.059997558594,121.110000610352,122.455001831055,307470,113.525115966797
2014-03-31,123.389999389648,125.949996948242,122.080001831055,125.589996337891,416425,116.43147277832
2014-04-01,126.410003662109,129.5,125.096000671387,129.289993286133,334727,119.861656188965
2014-04-02,129.470001220703,130.860000610352,126.452003479004,126.970001220703,504258,117.710838317871
2014-04-03,127.819999694824,127.870002746582,126.139999389648,127.400001525879,288205,118.109489440918
2014-04-04,127.620002746582,127.680000305176,123.769996643066,125.029998779297,404613,115.912330627441
2014-04-07,125.370002746582,125.720001220703,123.769996643066,124.959999084473,385926,115.847434997559
2014-04-08,125.139999389648,125.669998168945,123.660003662109,124.800003051758,252861,115.699111938477
2014-04-09,124.98999786377,125.5,123.910003662109,124.730003356934,265474,115.63419342041
2014-04-10,124.76000213623,125.419998168945,121.900100708008,122,477022,113.103286743164
2014-04-11,121.589996337891,122.959999084473,119.790000915527,121.25,371511,112.407981872559
2014-04-14,122.220001220703,122.599998474121,120.569999694824,121.709999084473,221110,112.834434509277
2014-04-15,121.830001831055,123.699996948242,120.76000213623,122.900001525879,358625,113.937652587891
2014-04-16,123.580001831055,124.552398681641,121.769996643066,124.23999786377,196786,115.179946899414
2014-04-17,123.970001220703,125.48999786377,122.25,124.900001525879,203671,115.791801452637
2014-04-21,125,125.90650177002,123.629997253418,124.669998168945,348347,115.578567504883
2014-04-22,124.279998779297,124.279998779297,118.889999389648,122.940002441406,801375,113.974754333496
2014-04-23,123,124.06600189209,121.507301330566,123.279998779297,330111,114.289947509766
2014-04-24,123.650001525879,124.5,119.610000610352,119.839996337891,435244,111.100791931152
2014-04-25,119.160003662109,119.819999694824,115.714996337891,116.120002746582,473603,107.652076721191
2014-04-28,116.75,118.73999786377,115.050003051758,117.139999389648,521839,108.597709655762
2014-04-29,117.349998474121,118.300003051758,116.781997680664,118.029998779297,291170,109.422790527344
2014-04-30,117.73999786377,119.249000549316,117.180000305176,118.819999694824,263110,110.155174255371
2014-05-01,119.379997253418,121.599998474121,118.319999694824,121.480003356934,429030,112.621200561523
2014-05-02,121.76000213623,123.48999786377,121.269996643066,122.209999084473,333701,113.297973632812
2014-05-05,121.809997558594,122.550003051758,119.580001831055,119.970001220703,322685,111.221313476562
2014-05-06,119.519996643066,119.519996643066,115.669998168945,116.23999786377,552425,107.763328552246
2014-05-07,116.5,117.379997253418,115.101997375488,117.069999694824,270878,108.532791137695
2014-05-08,116.639999389648,118.080001831055,116.220001220703,116.379997253418,161496,107.893112182617
2014-05-09,116.51000213623,118.339996337891,115.199996948242,118.209999084473,281289,109.58967590332
2014-05-12,118.790000915527,119.599998474121,117.529998779297,119.089996337891,253738,110.405479431152
2014-05-13,119.230003356934,119.5,115.889999389648,115.970001220703,274837,107.513038635254
2014-05-14,115.629997253418,115.735000610352,112.370002746582,113.559997558594,619747,105.278755187988
2014-05-15,113.370002746582,113.370002746582,110.690002441406,112.059997558594,558468,103.888145446777
2014-05-16,112.370002746582,112.680000305176,110.980003356934,111.569999694824,355512,103.433868408203
2014-05-19,111.139999389648,112.910003662109,110.290000915527,111.839996337891,496550,103.684181213379
2014-05-20,111.410003662109,111.599998474121,110.220001220703,111.069999694824,380365,102.970344543457
2014-05-21,111.540000915527,113.860000610352,111.540000915527,112.580001831055,440092,104.370216369629
2014-05-22,112.400001525879,113.809997558594,111.830001831055,113.01000213623,330502,104.76887512207
2014-05-23,113.160003662109,113.790000915527,112.810096740723,113.709999084473,232967,105.417823791504
2014-05-27,114.48999786377,114.779998779297,113.809997558594,114.769996643066,223425,106.400527954102
2014-05-28,114.620002746582,114.967498779297,113.220001220703,114.050003051758,411015,105.733039855957
2014-05-29,115.019996643066,115.900001525879,113.709999084473,115.779998779297,310409,107.336875915527
2014-05-30,115.900001525879,116.389999389648,115.01000213623,115.819999694824,283359,107.37393951416
2014-06-02,115.930000305176,117.5,115.410003662109,117.430000305176,243479,108.866546630859
2014-06-03,116.839996337891,119.800003051758,115.88500213623,119.230003356934,322671,110.535278320312
2014-06-04,119.230003356934,120.599998474121,118.5,119.940002441406,205078,111.193511962891
2014-06-05,120.440002441406,121.709899902344,119.449996948242,121.290000915527,135420,112.44506072998
2014-06-06,121.73999786377,123.330001831055,121.120002746582,123.279998779297,218554,114.289947509766
2014-06-09,123.23999786377,125.349998474121,123.000099182129,124.569999694824,282574,115.485870361328
2014-06-10,122.059997558594,122.75,121.580001831055,122.199996948242,1025593,113.288703918457
2014-06-11,121.569999694824,122.400001525879,120.690002441406,121.300003051758,317399,112.45433807373
2014-06-12,120.879997253418,122.459999084473,120.089996337891,120.519996643066,295591,111.73120880127
2014-06-13,121,121.769996643066,119.370002746582,119.629997253418,240820,110.906120300293
2014-06-16,119.040000915527,120.900001525879,118.269996643066,120.830001831055,277332,112.018600463867
2014-06-17,120.569999694824,123.25,120.569999694824,122.940002441406,371145,113.974754333496
2014-06-18,123.199996948242,123.569999694824,121.51000213623,122.660003662109,297756,113.715179443359
2014-06-19,123.279998779297,123.279998779297,121.559997558594,122.120002746582,203804,113.214530944824
2014-06-20,122.230003356934,123.23999786377,121.819999694824,122.910003662109,823103,113.946937561035
2014-06-23,123,123.839996337891,122.129997253418,122.5,345399,113.566802978516
2014-06-24,122.639999389648,124.660003662109,121.809997558594,123.120002746582,376119,114.141593933105
2014-06-25,122.830001831055,124.400001525879,121.330001831055,123.949996948242,299482,114.911079406738
2014-06-26,124.300003051758,126.025001525879,122.529998779297,125.629997253418,472319,116.468574523926
2014-06-27,125.040000915527,127.440002441406,124.860000610352,125.870002746582,1591247,116.691070556641
2014-06-30,125.980003356934,126.529998779297,124.815002441406,126.180000305176,523738,116.978446960449
2014-07-01,125.959999084473,128.460006713867,125.959999084473,126.669998168945,472922,117.432739257812
2014-07-02,126.230003356934,126.654998779297,124.51000213623,124.889999389648,307800,115.78254699707
2014-07-03,125.449996948242,126.849998474121,125.449996948242,126.360000610352,282445,117.145347595215
2014-07-07,126.470001220703,127.139999389648,125.669998168945,126.139999389648,472996,116.941383361816
2014-07-08,126.160003662109,127.169998168945,123.370002746582,123.449996948242,269860,114.447540283203
2014-07-09,124.110000610352,124.639999389648,123.349998474121,123.440002441406,227449,114.438270568848
2014-07-10,121.860000610352,123.470001220703,121.51000213623,122.419998168945,283893,113.492630004883
2014-07-11,122.620002746582,122.949996948242,121.529998779297,122.360000610352,202765,113.437026977539
2014-07-14,126.440002441406,126.98999786377,122.459999084473,122.930000305176,317911,113.965461730957
2014-07-15,123.51000213623,124.610000610352,123.220001220703,123.980003356934,391046,114.938896179199
2014-07-16,124.400001525879,124.870002746582,120.660003662109,121.559997558594,499013,112.695373535156
2014-07-17,121.199996948242,121.839996337891,120.440002441406,121.019996643066,515337,112.194755554199
2014-07-18,121.300003051758,122.580001831055,120.769996643066,121.120002746582,294952,112.28742980957
2014-07-21,121,121.879997253418,120.639999389648,121.129997253418,561350,112.296722412109
2014-07-22,121.73999786377,125.199996948242,116.23999786377,116.959999084473,876254,108.430839538574
2014-07-23,118.040000915527,118.370002746582,116.300003051758,116.379997253418,445234,107.893112182617
2014-07-24,116.779998779297,119.514999389648,116.309997558594,119.110000610352,345406,110.424057006836
2014-07-25,118.75,119.680000305176,117.110000610352,117.730003356934,239211,109.144668579102
2014-07-28,117.51000213623,117.51000213623,116.019996643066,116.309997558594,271633,107.828224182129
2014-07-29,116.629997253418,117.529998779297,115.850997924805,116.360000610352,288623,107.874580383301
2014-07-30,116.5,117.849998474121,115.970001220703,116.269996643066,365050,107.791137695312
2014-07-31,115.650001525879,116.5,113.959999084473,114.389999389648,500358,106.048225402832
2014-08-01,115.650001525879,117.599998474121,112.839996337891,114,438123,105.686668395996
2014-08-04,114.519996643066,116.496002197266,113.379997253418,114.209999084473,303864,105.881355285645
2014-08-05,114,114.949996948242,112.565002441406,112.819999694824,302704,104.592727661133
2014-08-06,112.569999694824,114.400001525879,112.569999694824,113.410003662109,264640,105.139701843262
2014-08-07,113.550003051758,114.75,112.169998168945,112.589996337891,154794,104.379493713379
2014-08-08,112.610000610352,114.449996948242,112.610000610352,114.01000213623,293247,105.69596862793
2014-08-11,114.51000213623,115,113.349998474121,114.190002441406,193184,105.862831115723
2014-08-12,113.589996337891,115.199996948242,113.589996337891,114.069999694824,232132,105.751564025879
2014-08-13,114.25,115.73999786377,114.190002441406,114.480003356934,115566,106.13166809082
2014-08-14,114.470001220703,114.830001831055,113.620002746582,114.029998779297,218790,105.714469909668
2014-08-15,114.680000305176,115.180000305176,113,114.059997558594,245839,105.742294311523
2014-08-18,114.660003662109,116,114.629997253418,115.919998168945,227238,107.466659545898
2014-08-19,115.930000305176,116.870002746582,115.650001525879,115.949996948242,204220,107.49446105957
2014-08-20,115.980003356934,116.896003723145,115.339996337891,116.629997253418,254644,108.124885559082
2014-08-21,116.940002441406,118.800003051758,116,118.559997558594,265284,109.914161682129
2014-08-22,118.319999694824,119.290000915527,117.48999786377,118.379997253418,252822,109.747268676758
2014-08-25,119.110000610352,119.300003051758,118.410003662109,119.160003662109,253106,110.47038269043
2014-08-26,119.430000305176,120.089996337891,118.290000915527,119.690002441406,193560,110.96174621582
2014-08-27,119.76000213623,119.76000213623,118.349998474121,118.599998474121,130257,109.951232910156
2014-08-28,118.410003662109,118.459999084473,117.324996948242,117.51000213623,212298,108.940711975098
2014-08-29,117.529998779297,118.800003051758,116.910003662109,118.459999084473,157788,109.821449279785
2014-09-02,118.610000610352,120.550003051758,118.610000610352,119.949996948242,323056,111.202781677246
2014-09-03,120.660003662109,120.660003662109,119.75,120.360000610352,193750,111.582885742188
2014-09-04,120.449996948242,121.48999786377,119.330001831055,119.680000305176,199423,110.952484130859
2014-09-05,118.559997558594,118.75,115.800003051758,116.040000915527,616660,107.577911376953
2014-09-08,116.01000213623,116.449996948242,115.089996337891,115.809997558594,496844,107.364677429199
2014-09-09,115.860000610352,115.870002746582,114.230003356934,114.970001220703,325066,106.585945129395
2014-09-10,115.379997253418,116.819999694824,114.290000915527,116.339996337891,358328,107.856033325195
2014-09-11,116.110000610352,116.910003662109,115.389999389648,116.870002746582,343903,108.347373962402
2014-09-12,116.889999389648,118.449996948242,116.660003662109,117.559997558594,424020,108.98706817627
2014-09-15,117.775001525879,118.48999786377,116.919998168945,117.349998474121,266275,108.792381286621
2014-09-16,117.440002441406,118.040000915527,115.849998474121,115.870002746582,366286,107.420310974121
2014-09-17,116.110000610352,116.883003234863,114.712501525879,115.559997558594,317662,107.132919311523
2014-09-18,116.919998168945,118.5,115.169998168945,118.430000305176,643989,109.79362487793
2014-09-19,118.279998779297,120.040000915527,117.430000305176,117.580001831055,670142,109.005599975586
2014-09-22,117.379997253418,117.629997253418,115.959999084473,115.98999786377,184398,107.531547546387
2014-09-23,115.26000213623,115.860000610352,114.180000305176,114.23999786377,218656,105.9091796875
2014-09-24,113.390098571777,115.01000213623,113.389999389648,114.430000305176,222126,106.085319519043
2014-09-25,113.522499084473,114.73999786377,112.139999389648,112.220001220703,297632,104.036468505859
2014-09-26,113.160003662109,113.830001831055,112.264999389648,113.720001220703,297786,105.42707824707
2014-09-29,112.51000213623,113.209999084473,111.639999389648,113.160003662109,246006,104.907936096191
2014-09-30,113.029998779297,113.389999389648,111.839996337891,112.059997558594,566223,103.888145446777
2014-10-01,112.400001525879,113.169998168945,111.230003356934,112,499767,103.832534790039
2014-10-02,111.5,113.550003051758,111.379997253418,112.98999786377,305003,104.750328063965
2014-10-03,114.209999084473,114.339996337891,113.389999389648,113.419998168945,195255,105.148971557617
2014-10-06,113.809997558594,114.300003051758,112.279998779297,112.360000610352,192556,104.16626739502
2014-10-07,110.674003601074,112.209999084473,110.01000213623,110.040000915527,293128,102.01545715332
2014-10-08,110.01000213623,112.360000610352,109.940002441406,112.220001220703,349158,104.036468505859
2014-10-09,111.01000213623,112.160003662109,108.610000610352,108.769996643066,390637,100.838073730469
2014-10-10,109.069999694824,109.98999786377,107.699996948242,107.75,318846,99.892463684082
2014-10-13,107.51000213623,108.580001831055,106.959999084473,107.279998779297,385775,99.4567108154297
2014-10-14,107.699996948242,108.690002441406,106.559997558594,106.730003356934,401605,98.9468460083008
2014-10-15,105.930000305176,106.150001525879,103.120002746582,103.699996948242,732695,96.1377944946289
2014-10-16,101.900001525879,106.440002441406,101.870002746582,106.160003662109,696859,98.4184188842773
2014-10-17,106.709999084473,108.169998168945,106.480003356934,107,338051,99.1971282958984
2014-10-20,106.300003051758,107.279998779297,106.220001220703,107,482935,99.1971282958984
2014-10-21,108,117.25,108,116.730003356934,997736,108.217597961426
2014-10-22,117.559997558594,119.199996948242,115.720001220703,116.790000915527,433509,108.273223876953
2014-10-23,118.605003356934,118.605003356934,116.540000915527,116.75,305661,108.236137390137
2014-10-24,118.012496948242,118.012496948242,115.980003356934,116.5,221413,108.004371643066
2014-10-27,115.019996643066,117.360000610352,115.019996643066,117.23999786377,328290,108.690391540527
2014-10-28,117.23999786377,119.830001831055,116.870002746582,119.680000305176,272734,110.952484130859
2014-10-29,119.73999786377,120.819999694824,118.5,120.580001831055,286163,111.786842346191
2014-10-30,118.63500213623,120.5,118.51000213623,119.900001525879,203211,111.156433105469
2014-10-31,121.110000610352,122.099998474121,119.889999389648,121.129997253418,249804,112.296722412109
2014-11-03,121.580001831055,123.98999786377,121.550003051758,122.019996643066,420644,113.121841430664
2014-11-04,121.930000305176,122.279998779297,120.620002746582,122.089996337891,273446,113.186721801758
2014-11-05,119.019996643066,123.559997558594,119.019996643066,122.430000305176,194650,113.501922607422
2014-11-06,123.425003051758,123.440002441406,122.029998779297,123.199996948242,247304,114.215774536133
2014-11-07,123.199996948242,123.709999084473,122.267997741699,123.690002441406,276529,114.670059204102
2014-11-10,123.519996643066,124.839996337891,121.550003051758,124.529998779297,309944,115.448768615723
2014-11-11,124.849998474121,125.160003662109,124.040000915527,124.180000305176,202585,115.124305725098
2014-11-12,122.879997253418,125.480003356934,122.879997253418,125.360000610352,156645,116.218276977539
2014-11-13,125.040000915527,126.050003051758,122.730003356934,123.51000213623,314477,114.503173828125
2014-11-14,123.519996643066,124.599998474121,121.75,122.319999694824,219393,113.399948120117
2014-11-17,120.944999694824,122.220001220703,120.819999694824,121.709999084473,354308,112.834434509277
2014-11-18,122.01000213623,122.610000610352,121.349998474121,121.5,256671,112.639747619629
2014-11-19,121.300003051758,121.889999389648,120.099998474121,121.699996948242,225771,112.825180053711
2014-11-20,120.839996337891,122.580001831055,120.839996337891,122.455001831055,264751,113.525115966797
2014-11-21,123.980003356934,123.980003356934,119.839996337891,120.309997558594,271089,111.536529541016
2014-11-24,121.110000610352,123.599998474121,120.330001831055,123.449996948242,347232,114.447540283203
2014-11-25,124.480003356934,124.480003356934,122.209999084473,123.940002441406,331990,114.901809692383
2014-11-26,123.949996948242,124.209999084473,122.910003662109,123.389999389648,142759,114.391914367676
2014-11-28,123.610000610352,123.610000610352,120.930000305176,121.269996643066,103069,112.426513671875
2014-12-01,120.029998779297,120.730003356934,119.120002746582,119.75,523243,111.017349243164
2014-12-02,119.970001220703,122.220001220703,119.589996337891,121.98999786377,432747,113.094009399414
2014-12-03,121.76000213623,123.860000610352,121.76000213623,123.360000610352,375450,114.364105224609
2014-12-04,122.480003356934,123.01000213623,121.599998474121,122.209999084473,320008,113.297973632812
2014-12-05,123.339996337891,126.620002746582,122.900001525879,126,423707,116.811592102051
2014-12-08,126.819999694824,126.819999694824,124.290000915527,125.559997558594,275736,116.403678894043
2014-12-09,124.055000305176,125.559997558594,122.440002441406,125.279998779297,299663,116.144104003906
2014-12-10,123.169998168945,125.150001525879,120.930000305176,121.040000915527,372070,112.213287353516
2014-12-11,122.480003356934,123.069999694824,120.327003479004,120.709999084473,286607,111.907356262207
2014-12-12,121.050003051758,121.050003051758,118.620002746582,118.889999389648,321376,110.220077514648
2014-12-15,120.75,120.966796875,117.709999084473,118.25,376658,109.626747131348
2014-12-16,117.569999694824,120.569999694824,117.069999694824,119.589996337891,537823,110.869033813477
2014-12-17,119.589996337891,121.860000610352,119.449996948242,121.150001525879,415910,112.315284729004
2014-12-18,122.849998474121,124.120002746582,121.370101928711,123.589996337891,331617,114.577339172363
2014-12-19,122.919998168945,124.639999389648,122.779998779297,123.660003662109,518200,114.642242431641
2014-12-22,124.709999084473,125.410003662109,123.669998168945,124.639999389648,224437,115.550758361816
2014-12-23,126.169998168945,126.910003662109,125.099998474121,126.730003356934,192244,117.48836517334
2014-12-24,126.610000610352,127.220001220703,125.580001831055,126.180000305176,87298,116.978446960449
2014-12-26,125.930000305176,127.51000213623,125.339996337891,126.480003356934,131872,117.256576538086
2014-12-29,125.879997253418,128.380004882812,125.879997253418,126.849998474121,183999,117.599601745605
2014-12-30,125.998901367188,127.930000305176,125.375,126.830001831055,181073,117.581062316895
2014-12-31,127.370002746582,127.660003662109,125.849998474121,125.959999084473,266271,116.774520874023
2015-01-02,126.194999694824,126.849998474121,123.830001831055,125.25,195993,116.116302490234
2015-01-05,124.059997558594,124.529998779297,121.660003662109,121.809997558594,186540,112.927131652832
2015-01-06,122.110000610352,122.370002746582,119.050003051758,120.360000610352,282630,111.582885742188
2015-01-07,123.050003051758,123.050003051758,120.110000610352,120.970001220703,288542,112.148376464844
2015-01-08,122.069999694824,124.150001525879,121.699996948242,124.080001831055,169435,115.031593322754
2015-01-09,123.111000061035,123.910003662109,120.25,120.339996337891,175022,111.564338684082
2015-01-12,121.550003051758,121.730003356934,118.775001525879,119.73999786377,320818,111.008087158203
2015-01-13,120.639999389648,121.949996948242,118,119.480003356934,289333,110.767059326172
2015-01-14,117.680000305176,117.919998168945,114,116.910003662109,430779,108.384483337402
2015-01-15,117.160003662109,118.26000213623,114.930000305176,114.980003356934,213220,106.595199584961
2015-01-16,115.819999694824,116.819999694824,113.980003356934,116.669998168945,215859,108.161972045898
2015-01-20,118.860000610352,118.860000610352,114.855003356934,116.959999084473,311861,108.430839538574
2015-01-21,116.680000305176,117.888999938965,116.285003662109,117.75,291665,109.163223266602
2015-01-22,120.870002746582,124.684997558594,118.779998779297,124.449996948242,491640,115.374603271484
2015-01-23,123.25,125.449996948242,121.5,121.720001220703,250105,112.843704223633
2015-01-26,120.449996948242,123.069999694824,118.889999389648,122.720001220703,274964,113.770782470703
2015-01-27,120.690002441406,121.370002746582,120.349998474121,120.410003662109,274297,111.629234313965
2015-01-28,120.459999084473,121.230003356934,117,117.370002746582,319296,108.810920715332
2015-01-29,118.330001831055,119.209999084473,116.665000915527,118.970001220703,205311,110.294242858887
2015-01-30,118.169998168945,119.48999786377,116.889999389648,117.129997253418,259855,108.588401794434
2015-02-02,118.120002746582,120.470001220703,117.010101318359,120.319999694824,316130,111.545822143555
