"Fecha","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
2013-11-01,103.422821044922,103.825500488281,102.847557067871,103.55704498291,1594121,74.8535079956055
2013-11-04,103.595397949219,104.391181945801,103.106422424316,104.362419128418,1292277,75.4356536865234
2013-11-05,104.065200805664,104.544586181641,103.595397949219,104.324066162109,1039767,75.4079055786133
2013-11-06,104.467880249023,105.196548461914,103.873443603516,105.110260009766,1290504,75.9762115478516
2013-11-07,105.139022827148,105.158195495605,103.288589477539,103.432403564453,1648149,74.7634048461914
2013-11-08,103.432403564453,103.643333435059,102.32022857666,103.576225280762,1732632,74.8673629760742
2013-11-11,103.576225280762,104.266540527344,103.384468078613,103.50910949707,952468,74.8188400268555
2013-11-12,103.441993713379,103.930969238281,103.039306640625,103.748802185059,1270374,74.9921035766602
2013-11-13,103.298179626465,104.362419128418,103.135185241699,104.352828979492,1223230,75.4287109375
2013-11-14,104.602111816406,105.378715515137,104.362419128418,105.186958312988,1340464,76.0316467285156
2013-11-15,106.941513061523,107.075744628906,103.81591796875,104.755516052246,3462760,75.7197570800781
2013-11-18,104.506233215332,104.928092956543,103.154365539551,103.547462463379,2644944,74.846565246582
2013-11-19,103.298179626465,103.691276550293,102.962608337402,103.432403564453,2055753,74.7634048461914
2013-11-20,103.394058227539,104.381591796875,103.135185241699,103.374877929688,1313971,74.7218246459961
2013-11-21,103.595397949219,104.055610656738,103.269416809082,103.470756530762,4902622,74.7911148071289
2013-11-22,103.298179626465,104.784278869629,103.298179626465,104.506233215332,6736528,75.5395965576172
2013-11-25,104.496643066406,104.860977172852,103.700866699219,103.892616271973,1075437,75.096076965332
2013-11-26,103.96932220459,104.400764465332,103.672096252441,103.672096252441,1770075,74.9366683959961
2013-11-27,103.758392333984,103.921379089355,103.077659606934,103.758392333984,1262239,74.9990310668945
2013-11-29,103.787155151367,105.023971557617,103.681686401367,104.659637451172,1545205,75.6504669189453
2013-12-02,104.372001647949,104.889739990234,102.62703704834,102.73250579834,2423098,74.2575073242188
2013-12-03,102.195587158203,102.339408874512,101.160118103027,102.090126037598,3130356,73.7931671142578
2013-12-04,100.671142578125,100.795783996582,99.7507171630859,99.9041213989258,2809842,72.7666244506836
2013-12-05,99.7411346435547,100,99.1562805175781,99.6164932250977,2164121,72.5571365356445
2013-12-06,100.431449890137,101.246406555176,100.412269592285,101.227226257324,1930280,73.7303085327148
2013-12-09,101.486099243164,101.850433349609,101.03547668457,101.466918945312,1345261,73.9048919677734
2013-12-10,101.073829650879,101.150527954102,100.268455505371,100.584854125977,1690181,73.262451171875
2013-12-11,100.824546813965,101.792907714844,100.642379760742,101.03547668457,1721263,73.5906677246094
2013-12-12,100.786193847656,100.920425415039,99.4630889892578,99.5493774414062,1616963,72.5082397460938
2013-12-13,99.7315444946289,100.038352966309,99.0987548828125,99.6356658935547,1031840,72.5710754394531
2013-12-16,100.086288452148,100.565673828125,99.5685501098633,99.7411346435547,1505362,72.6479110717773
2013-12-17,99.5014343261719,99.7027816772461,98.3029708862305,98.5139007568359,1846006,71.7540283203125
2013-12-18,98.9932861328125,100.843719482422,98.4755477905273,100.805366516113,1855810,73.4230728149414
2013-12-19,100.028762817383,100.747840881348,99.7507171630859,100.076698303223,1619362,72.8923034667969
2013-12-20,100.35474395752,101.255989074707,99.875358581543,100.843719482422,2106547,73.4509811401367
2013-12-23,100.949188232422,101.045059204102,100.124641418457,100.230102539062,1124876,73.004035949707
2013-12-24,100.383506774902,100.843719482422,100.143814086914,100.469795227051,403432,73.1786270141602
2013-12-26,100.479385375977,100.795783996582,100.10546875,100.661552429199,670649,73.3183135986328
2013-12-27,100.88207244873,101.43815612793,100.671142578125,100.767021179199,698080,73.3951263427734
2013-12-30,100.767021179199,101.601150512695,100.623199462891,101.562797546387,1049675,73.9747467041016
2013-12-31,101.371047973633,101.380630493164,99.8657684326172,100.15340423584,1377803,72.9481811523438
2014-01-02,100.019172668457,100.30680847168,99.2521591186523,99.558967590332,1494515,72.5152130126953
2014-01-03,100.009590148926,100.594436645508,99.6644287109375,100.04793548584,1402001,72.8713684082031
2014-01-06,100.46021270752,100.968360900879,99.7986602783203,100.057525634766,1647419,72.8783493041992
2014-01-07,99.0987548828125,100.536911010742,98.5714263916016,99.6931915283203,1755369,72.6129989624023
2014-01-08,99.5973129272461,99.6069030761719,98.8111190795898,99.0220489501953,1933722,72.1241455078125
2014-01-09,99.2329788208008,99.8082427978516,99.0508117675781,99.453498840332,1513706,72.4384078979492
2014-01-10,99.7603073120117,100.546501159668,99.6164932250977,100.536911010742,1755160,73.2275009155273
2014-01-13,100.086288452148,101.227226257324,99.9137115478516,100.412269592285,1956459,73.1367263793945
2014-01-14,100.421859741211,101.332695007324,100.124641418457,101.08341217041,2056379,73.6255645751953
2014-01-15,101.112174987793,101.332695007324,100.383506774902,101.03547668457,1525805,73.5906677246094
2014-01-16,100.843719482422,101.69702911377,100.220520019531,101.677848815918,1350372,74.0585479736328
2014-01-17,102.080535888672,102.099708557129,101.093002319336,101.112174987793,2863035,73.6465301513672
2014-01-21,101.49568939209,102.444869995117,100.997123718262,102.042182922363,2058048,74.3239059448242
2014-01-22,101.965484619141,102.416107177734,101.553215026855,101.639503479004,1702802,74.0306167602539
2014-01-23,101.169700622559,101.840843200684,100.795783996582,101.073829650879,2381795,73.6185989379883
2014-01-24,103.66251373291,105.867691040039,102.348991394043,102.972198486328,3493007,75.0013046264648
2014-01-27,103.384468078613,103.729629516602,102.454460144043,103.020133972168,2097682,75.0362167358398
2014-01-28,103.020133972168,104.285713195801,102.818794250488,104.17066192627,1956877,75.8741989135742
2014-01-29,102.991371154785,103.374877929688,101.677848815918,102.598274230957,2861679,74.7289505004883
2014-01-30,103.154365539551,104.285713195801,103.048896789551,103.930969238281,2396188,75.6996459960938
2014-01-31,102.837966918945,105.234901428223,102.147651672363,104.860977172852,3294316,76.3770141601562
2014-02-03,104.506233215332,105.043144226074,100.958770751953,101.140937805176,2788773,73.6674652099609
2014-02-04,101.764144897461,102.109298706055,100.604026794434,101.208053588867,2598426,73.7163467407227
2014-02-05,100.862892150879,101.687438964844,100.632789611816,101.246406555176,1839226,73.7442779541016
2014-02-06,101.69702911377,101.975074768066,101.208053588867,101.965484619141,1791457,74.2680358886719
2014-02-07,102.138061523438,102.82837677002,102.099708557129,102.492805480957,1613730,74.6521148681641
2014-02-10,102.492805480957,103.202301025391,102.090126037598,103.173538208008,1897321,75.1479339599609
2014-02-11,103.173538208008,104.439117431641,102.73250579834,104.113136291504,1778315,75.8322982788086
2014-02-12,104.189834594727,104.333656311035,102.67497253418,103.50910949707,1855497,75.3923721313477
2014-02-13,103.202301025391,104.362419128418,103.000961303711,104.266540527344,1504945,75.9440460205078
2014-02-14,104.247360229492,105.886863708496,103.835090637207,105.695106506348,1547395,76.9845733642578
2014-02-18,105.455413818359,105.589645385742,104.343238830566,105.20613861084,1619570,76.6284255981445
2014-02-19,104.918502807617,105.465003967285,104.189834594727,104.295303344727,1704262,75.9650115966797
2014-02-20,104.621284484863,106.116966247559,104.506233215332,105.436241149902,1852994,76.7960357666016
2014-02-21,105.790985107422,106.701820373535,105.234901428223,105.321189880371,1716778,76.7121963500977
2014-02-24,105.82933807373,106.653884887695,105.493766784668,105.618408203125,1912966,76.9286956787109
2014-02-25,105.72386932373,106.174499511719,105.349952697754,105.455413818359,1385313,76.8099975585938
2014-02-26,105.656761169434,105.944389343262,104.055610656738,104.084373474121,1806163,75.8113708496094
2014-02-27,103.96932220459,104.880149841309,103.576225280762,104.410354614258,1868952,76.0487976074219
2014-02-28,104.506233215332,106.308723449707,104.362419128418,105.800575256348,2044489,77.0613784790039
2014-03-03,105.148612976074,105.148612976074,104.065200805664,104.544586181641,1472507,76.1465682983398
2014-03-04,105.273246765137,106.605941772461,105.052734375,106.28955078125,1828796,77.4175415039062
2014-03-05,104.151489257812,105.177375793457,103.854263305664,104.161071777344,1545413,76.4464721679688
2014-03-06,104.429527282715,105.349952697754,104.266540527344,104.880149841309,1770180,76.9742279052734
2014-03-07,105.378715515137,105.455413818359,103.825500488281,104.458290100098,1806893,76.6646041870117
2014-03-10,104.477470397949,105.139022827148,104.314476013184,104.669219970703,1218015,76.8194198608398
2014-03-11,104.602111816406,104.937683105469,104.228187561035,104.554168701172,1334727,76.734992980957
2014-03-12,104.189834594727,105.388305664062,103.86385345459,105.225311279297,2252984,77.2275619506836
2014-03-13,105.436241149902,106.28955078125,104.496643066406,104.582931518555,2102688,76.7560806274414
2014-03-14,104.113136291504,105.330780029297,104.036430358887,105.139022827148,1682672,77.1642074584961
2014-03-17,105.503356933594,106.634704589844,105.273246765137,106.471717834473,1504736,78.1423034667969
2014-03-18,106.558006286621,106.59635925293,105.704696655273,106.232025146484,1375821,77.966423034668
2014-03-19,106.174499511719,106.960693359375,104.995208740234,105.330780029297,1460304,77.3049545288086
2014-03-20,105.330780029297,105.848510742188,104.841804504395,105.244483947754,1421713,77.2416152954102
2014-03-21,105.906036376953,107.104507446289,105.570472717285,105.618408203125,2408600,77.5160522460938
2014-03-24,105.953979492188,106.989456176758,105.819747924805,106.097793579102,1662959,77.8679046630859
2014-03-25,106.078620910645,106.711410522461,105.675933837891,106.001914978027,2073901,77.7975387573242
2014-03-26,106.040267944336,106.711410522461,105.82933807373,106.078620910645,1987854,77.8538055419922
2014-03-27,106.299133300781,106.615531921387,105.110260009766,105.119850158691,2156090,77.150146484375
2014-03-28,105.896453857422,105.896453857422,104.880149841309,105.292427062988,1907125,77.2768173217773
2014-03-31,105.810165405273,105.915626525879,105.062316894531,105.704696655273,2109780,77.5793914794922
2014-04-01,105.25407409668,105.599235534668,104.084373474121,105.081497192383,2113640,77.1219940185547
2014-04-02,105.637580871582,105.838928222656,104.602111816406,104.985618591309,2011321,77.0516204833984
2014-04-03,105.417068481445,105.810165405273,105.033554077148,105.225311279297,1610809,77.2275619506836
2014-04-04,105.618408203125,106.529243469238,105.071907043457,105.244483947754,1863632,77.2416152954102
2014-04-07,105.25407409668,106.615531921387,105.014381408691,105.570472717285,2241303,77.4808883666992
2014-04-08,105.417068481445,106.366249084473,105.282836914062,106.174499511719,1898156,77.924186706543
2014-04-09,106.433364868164,107.315437316895,106.155319213867,106.64429473877,2358745,78.2689743041992
2014-04-10,106.711410522461,108.120803833008,106.49089050293,106.49089050293,2635140,78.1563949584961
2014-04-11,106.375839233398,107.027801513672,105.158195495605,105.225311279297,2176324,77.2275619506836
2014-04-14,105.618408203125,106.040267944336,105.349952697754,105.810165405273,1672138,77.6567687988281
2014-04-15,106.164909362793,106.385429382324,105.599235534668,105.992332458496,2250377,77.7904891967773
2014-04-16,106.634704589844,107.909873962402,106.529243469238,107.775650024414,1944882,79.0992965698242
2014-04-17,107.468841552734,108.427612304688,107.190795898438,107.900291442871,3012810,79.1907653808594
2014-04-21,104.534996032715,107.861938476562,104.506233215332,106.366249084473,2935211,78.0648956298828
2014-04-22,106.64429473877,106.701820373535,103.566635131836,103.930969238281,4678689,76.2776031494141
2014-04-23,104.065200805664,104.534996032715,103.624160766602,104.228187561035,2451050,76.4957427978516
2014-04-24,104.324066162109,105.052734375,104.093963623047,104.534996032715,1952392,76.7209091186523
2014-04-25,104.563758850098,104.985618591309,104.285713195801,104.736335754395,1910776,76.8686828613281
2014-04-28,105.148612976074,106.893577575684,104.995208740234,106.64429473877,2943450,78.2689743041992
2014-04-29,106.529243469238,107.5263671875,106.356666564941,106.529243469238,1941649,78.1845626831055
2014-04-30,106.529243469238,107.852348327637,106.452537536621,107.622245788574,2106443,78.9867401123047
2014-05-01,107.200386047363,107.47843170166,106.040267944336,106.64429473877,1818679,78.2689743041992
2014-05-02,106.423774719238,106.903167724609,106.174499511719,106.452537536621,1322524,78.1282348632812
2014-05-05,105.867691040039,106.164909362793,105.608818054199,105.685523986816,1253269,77.5653228759766
2014-05-06,105.685523986816,106.116966247559,105.273246765137,105.330780029297,1546248,77.3049545288086
2014-05-07,105.810165405273,106.740173339844,105.570472717285,106.375839233398,1694458,78.0719375610352
2014-05-08,106.069030761719,106.567596435547,105.944389343262,106.145736694336,1316579,77.9030685424805
2014-05-09,106.155319213867,106.49089050293,106.069030761719,106.241607666016,1338065,77.9734344482422
2014-05-12,106.423774719238,106.558006286621,105.474594116211,105.656761169434,1523510,77.5441818237305
2014-05-13,106.03067779541,106.74976348877,105.82933807373,106.692230224609,1237728,78.3041610717773
2014-05-14,106.59635925293,107.162033081055,106.308723449707,106.44295501709,919509,78.121208190918
2014-05-15,106.28955078125,106.797698974609,105.953979492188,106.174499511719,1252747,77.924186706543
2014-05-16,105.733459472656,106.721000671387,105.580055236816,106.481300354004,1275589,78.1493606567383
2014-05-19,105.426651000977,105.743049621582,104.717163085938,105.196548461914,2122818,77.2064361572266
2014-05-20,105.062316894531,105.915626525879,105.014381408691,105.043144226074,1385730,77.0938568115234
2014-05-21,105.20613861084,105.647171020508,104.832214355469,105.484176635742,1129152,77.4175186157227
2014-05-22,105.378715515137,105.819747924805,105.186958312988,105.589645385742,927227,77.4949188232422
2014-05-23,105.560882568359,106.232025146484,105.493766784668,106.164909362793,873200,77.9171447753906
2014-05-27,106.327903747559,106.44295501709,105.925216674805,106.001914978027,1302186,77.7975387573242
2014-05-28,106.212844848633,106.347076416016,105.704696655273,105.98274230957,1053534,77.7834396362305
2014-05-29,106.33748626709,106.74976348877,106.021095275879,106.673057556152,1036742,78.2900848388672
2014-05-30,106.49089050293,107.861938476562,106.49089050293,107.718124389648,1618840,79.0570831298828
2014-06-02,107.708534240723,107.737297058105,107.209968566895,107.459251403809,959143,78.8670883178711
2014-06-03,107.296264648438,107.603065490723,106.481300354004,106.519653320312,1246385,78.1774826049805
2014-06-04,105.810165405273,106.855224609375,105.474594116211,106.768936157227,1629166,78.9574279785156
2014-06-05,106.826461791992,106.960693359375,106.107383728027,106.519653320312,1287584,78.7730712890625
2014-06-06,106.721000671387,107.353790283203,106.44295501709,107.056564331055,1178590,79.1701278686523
2014-06-09,106.951103210449,107.622245788574,106.586769104004,107.363372802734,1157104,79.3970260620117
2014-06-10,107.056564331055,107.440078735352,106.711410522461,106.931930541992,1000446,79.0779571533203
2014-06-11,106.701820373535,106.970275878906,106.241607666016,106.510070800781,847750,78.7659912109375
2014-06-12,106.193672180176,106.33748626709,105.139022827148,105.589645385742,1236789,78.0853042602539
2014-06-13,105.627998352051,106.423774719238,105.311599731445,106.097793579102,1073769,78.4611129760742
2014-06-16,105.838928222656,106.807289123535,105.580055236816,106.366249084473,1121642,78.6596145629883
2014-06-17,106.270370483398,106.816871643066,105.838928222656,106.519653320312,1022557,78.7730712890625
