"Fecha","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted"
2013-12-17,3.7574999332428,3.78749990463257,3.72499990463257,3.77749991416931,27410400,3.56414246559143
2013-12-18,3.78500008583069,3.83750009536743,3.73749995231628,3.82999992370605,42623200,3.61367607116699
2013-12-19,3.82500004768372,3.84999990463257,3.79999995231628,3.84500002861023,25854400,3.62782907485962
2013-12-20,3.85249996185303,3.92499995231628,3.84249997138977,3.92249989509583,38208000,3.70095181465149
2013-12-23,3.9449999332428,3.97749996185303,3.91249990463257,3.9449999332428,16856800,3.72218108177185
2013-12-24,3.96749997138977,3.96749997138977,3.91499996185303,3.95499992370605,7960000,3.73161578178406
2013-12-26,3.97000002861023,3.98250007629395,3.90750002861023,3.91750001907349,16892000,3.69623446464539
2013-12-27,3.9375,3.94749999046326,3.91499996185303,3.94000005722046,21097600,3.71746349334717
2013-12-30,3.94250011444092,3.99499988555908,3.9375,3.9925000667572,24818000,3.76699805259705
2013-12-31,4,4.02500009536743,3.97499990463257,4.00500011444092,23577600,3.77879238128662
2014-01-02,3.98000001907349,3.99499988555908,3.9300000667572,3.96499991416931,26009200,3.74105215072632
2014-01-03,3.97250008583069,3.98000001907349,3.90499997138977,3.91750001907349,25933200,3.69623446464539
2014-01-06,3.95749998092651,4,3.92000007629395,3.97000002861023,40949200,3.74576926231384
2014-01-07,4.01000022888184,4.05000019073486,3.98250007629395,4.03499984741211,33328800,3.80709743499756
2014-01-08,4.05000019073486,4.1100001335144,4.03499984741211,4.09000015258789,30819200,3.8589916229248
2014-01-09,4.02750015258789,4.03499984741211,3.92499995231628,3.9375,29217200,3.71510410308838
2014-01-10,3.95000004768372,3.97749996185303,3.89750003814697,3.93249988555908,21849200,3.71038699150085
2014-01-13,3.93249988555908,3.95749998092651,3.83249998092651,3.83999991416931,24333200,3.62311148643494
2014-01-14,3.85999989509583,3.96749997138977,3.84249997138977,3.96000003814697,24182800,3.73633408546448
2014-01-15,3.97749996185303,4.01749992370605,3.96000003814697,4.00250005722046,17504400,3.77643370628357
2014-01-16,4.00250005722046,4.02250003814697,3.98499989509583,4.0149998664856,22065200,3.78822684288025
2014-01-17,4.0149998664856,4.0625,3.97250008583069,3.99749994277954,34040000,3.77171635627747
2014-01-21,4.00250005722046,4.03749990463257,3.97000002861023,4.01249980926514,24607600,3.78586840629578
2014-01-22,4.01999998092651,4.02500009536743,3.96000003814697,4.00750017166138,33794000,3.78115105628967
2014-01-23,3.99499988555908,4.03749990463257,3.96250009536743,3.9925000667572,18502800,3.76699805259705
2014-01-24,3.96000003814697,3.97499990463257,3.89000010490417,3.89000010490417,24669600,3.6702868938446
2014-01-27,3.89000010490417,3.9449999332428,3.84249997138977,3.86500000953674,23381200,3.64669990539551
2014-01-28,3.85750007629395,3.90499997138977,3.84249997138977,3.90249991416931,16799600,3.68208169937134
2014-01-29,3.88750004768372,3.91000008583069,3.86249995231628,3.86500000953674,16294400,3.64669990539551
2014-01-30,3.88750004768372,3.9375,3.875,3.9300000667572,20289600,3.70802855491638
2014-01-31,3.875,3.94749999046326,3.87249994277954,3.92499995231628,33534800,3.70331025123596
2014-02-03,3.95250010490417,3.95749998092651,3.85750007629395,3.87249994277954,43172800,3.65377712249756
2014-02-04,3.86999988555908,3.90249991416931,3.84999990463257,3.89499998092651,28069200,3.67500519752502
2014-02-05,3.8675000667572,3.88000011444092,3.82999992370605,3.85999989509583,21467600,3.64198231697083
2014-02-06,3.86500000953674,3.92000007629395,3.85999989509583,3.91000008583069,16838000,3.68915820121765
2014-02-07,3.92000007629395,3.97250008583069,3.88499999046326,3.96749997138977,15724800,3.74341058731079
2014-02-10,3.96250009536743,4.03249979019165,3.96000003814697,3.98000001907349,32437200,3.75520372390747
2014-02-11,4.00250005722046,4.07250022888184,3.98250007629395,4.0625,23538400,3.83304381370544
2014-02-12,4.07499980926514,4.23750019073486,4.07499980926514,4.20749998092651,74452800,3.96985387802124
2014-02-13,4.3125,4.36499977111816,4.23750019073486,4.34000015258789,90283600,4.09487247467041
2014-02-14,4.30000019073486,4.48750019073486,4.2975001335144,4.47749996185303,81753600,4.22460508346558
2014-02-18,4.48000001907349,4.49499988555908,4.4375,4.47499990463257,42898800,4.22224807739258
2014-02-19,4.47499990463257,4.57499980926514,4.45499992370605,4.53499984741211,45034000,4.27885770797729
2014-02-20,4.54500007629395,4.70499992370605,4.53749990463257,4.69500017166138,39808800,4.42982006072998
2014-02-21,4.6875,4.74749994277954,4.63000011444092,4.65999984741211,45105200,4.39679574966431
2014-02-24,4.65000009536743,4.76249980926514,4.60750007629395,4.72749996185303,40311200,4.46048355102539
2014-02-25,4.69999980926514,4.71999979019165,4.63500022888184,4.68499994277954,24218400,4.44034433364868
2014-02-26,4.67500019073486,4.74499988555908,4.66249990463257,4.67749977111816,36088400,4.43323612213135
2014-02-27,4.67749977111816,4.72499990463257,4.61250019073486,4.625,38884800,4.38347864151001
2014-02-28,4.59999990463257,4.64499998092651,4.52750015258789,4.59499979019165,32169200,4.35504341125488
2014-03-03,4.49249982833862,4.57250022888184,4.4524998664856,4.57250022888184,37594800,4.33372068405151
2014-03-04,4.59499979019165,4.65000009536743,4.58750009536743,4.61999988555908,26034400,4.37873888015747
2014-03-05,4.61499977111816,4.66249990463257,4.59499979019165,4.65999984741211,24147200,4.41664981842041
2014-03-06,4.66750001907349,4.69250011444092,4.58750009536743,4.59499979019165,29014400,4.35504341125488
2014-03-07,4.61499977111816,4.62249994277954,4.55499982833862,4.59000015258789,26845200,4.35030364990234
2014-03-10,4.57499980926514,4.59499979019165,4.50250005722046,4.52250003814697,30088800,4.28632926940918
2014-03-11,4.54500007629395,4.60750007629395,4.53000020980835,4.56750011444092,29722000,4.32898139953613
2014-03-12,4.54500007629395,4.60750007629395,4.52750015258789,4.57999992370605,23942800,4.3408260345459
2014-03-13,4.59000015258789,4.60750007629395,4.41249990463257,4.43499994277954,38517200,4.20339918136597
2014-03-14,4.3899998664856,4.49499988555908,4.3899998664856,4.45499992370605,46004800,4.22235584259033
2014-03-17,4.46750020980835,4.5,4.44999980926514,4.45499992370605,29965600,4.22235584259033
2014-03-18,4.47249984741211,4.59000015258789,4.4524998664856,4.55999994277954,29390400,4.32187080383301
2014-03-19,4.59499979019165,4.72749996185303,4.58249998092651,4.6399998664856,36616800,4.39769506454468
2014-03-20,4.61499977111816,4.68249988555908,4.59499979019165,4.64249992370605,19180000,4.40006351470947
2014-03-21,4.68249988555908,4.71999979019165,4.6100001335144,4.63500022888184,56611600,4.3929557800293
2014-03-24,4.63749980926514,4.67500019073486,4.54500007629395,4.61250019073486,30609600,4.37163019180298
2014-03-25,4.66249990463257,4.66750001907349,4.5774998664856,4.61250019073486,30442400,4.37163019180298
2014-03-26,4.65500020980835,4.74249982833862,4.46750020980835,4.50750017166138,55775600,4.27211141586304
2014-03-27,4.49749994277954,4.53499984741211,4.39750003814697,4.44750022888184,54072800,4.21524572372437
2014-03-28,4.44000005722046,4.50250005722046,4.42749977111816,4.47499990463257,39882000,4.24131107330322
2014-03-31,4.48250007629395,4.52250003814697,4.4524998664856,4.47749996185303,27340400,4.24368000030518
2014-04-01,4.61999988555908,4.71750020980835,4.56500005722046,4.66249990463257,65627200,4.41901731491089
2014-04-02,4.66249990463257,4.6725001335144,4.61250019073486,4.63250017166138,23994800,4.39058589935303
2014-04-03,4.64249992370605,4.79500007629395,4.6399998664856,4.68249988555908,59954800,4.43797492980957
2014-04-04,4.70749998092651,4.7350001335144,4.51749992370605,4.53749990463257,36803200,4.30054616928101
2014-04-07,4.53999996185303,4.6399998664856,4.5149998664856,4.55249977111816,42857600,4.31476306915283
2014-04-08,4.55249977111816,4.72749996185303,4.54500007629395,4.71500015258789,47069200,4.46877670288086
2014-04-09,4.73750019073486,4.77750015258789,4.6725001335144,4.71000003814697,42196800,4.46403694152832
2014-04-10,4.69000005722046,4.75500011444092,4.57999992370605,4.59499979019165,37274800,4.35504341125488
2014-04-11,4.55999994277954,4.63000011444092,4.46999979019165,4.53000020980835,35311200,4.29343795776367
2014-04-14,4.55999994277954,4.59749984741211,4.53000020980835,4.57999992370605,29018400,4.3408260345459
2014-04-15,4.58500003814697,4.63749980926514,4.53999996185303,4.61250019073486,30463600,4.37163019180298
2014-04-16,4.63500022888184,4.6399998664856,4.56500005722046,4.62249994277954,23513600,4.3811092376709
2014-04-17,4.60500001907349,4.68249988555908,4.59499979019165,4.6399998664856,15353200,4.39769506454468
2014-04-21,4.64249992370605,4.69000005722046,4.61250019073486,4.67749977111816,11700400,4.43323612213135
2014-04-22,4.68499994277954,4.74749994277954,4.65999984741211,4.71750020980835,25512000,4.47114753723145
2014-04-23,4.72499990463257,4.78499984741211,4.71750020980835,4.77250003814697,26158000,4.52327585220337
2014-04-24,4.80499982833862,4.86499977111816,4.80499982833862,4.81500005722046,39149200,4.56355476379395
2014-04-25,4.80499982833862,4.84999990463257,4.6725001335144,4.68249988555908,31360000,4.43797492980957
2014-04-28,4.71999979019165,4.74499988555908,4.60500001907349,4.66249990463257,22678800,4.41901731491089
2014-04-29,4.67999982833862,4.69000005722046,4.61999988555908,4.6725001335144,17130000,4.42849731445312
2014-04-30,4.66499996185303,4.67000007629395,4.60750007629395,4.61749982833862,30574000,4.3763689994812
2014-05-01,4.6875,4.69750022888184,4.60500001907349,4.64249992370605,19810400,4.40006351470947
2014-05-02,4.66499996185303,4.66499996185303,4.57999992370605,4.60750007629395,15637600,4.36689043045044
2014-05-05,4.60249996185303,4.69250011444092,4.59749984741211,4.65749979019165,23926000,4.41427850723267
2014-05-06,4.7024998664856,4.74249982833862,4.55000019073486,4.5625,41618800,4.32424163818359
2014-05-07,4.5625,4.60500001907349,4.51749992370605,4.56750011444092,29390000,4.32898139953613
2014-05-08,4.55000019073486,4.69750022888184,4.52750015258789,4.625,43272800,4.38347864151001
2014-05-09,4.4850001335144,4.52750015258789,4.42749977111816,4.51249980926514,53953200,4.27685022354126
2014-05-12,4.52250003814697,4.65500020980835,4.51999998092651,4.64499998092651,29985600,4.40243339538574
2014-05-13,4.58249998092651,4.65749979019165,4.55499982833862,4.57000017166138,22110400,4.33134984970093
2014-05-14,4.57250022888184,4.59000015258789,4.52250003814697,4.52500009536743,21432000,4.28870058059692
2014-05-15,4.5149998664856,4.53999996185303,4.45499992370605,4.5,32589600,4.26500606536865
2014-05-16,4.46500015258789,4.52250003814697,4.46500015258789,4.48999977111816,28396000,4.25552892684937
2014-05-19,4.53749990463257,4.65999984741211,4.51749992370605,4.63500022888184,36007600,4.3929557800293
2014-05-20,4.61499977111816,4.62750005722046,4.53749990463257,4.55999994277954,25620000,4.34177732467651
2014-05-21,4.5774998664856,4.61749982833862,4.53249979019165,4.55999994277954,21671200,4.34177732467651
2014-05-22,4.55000019073486,4.60500001907349,4.55000019073486,4.57999992370605,13036400,4.36081886291504
2014-05-23,4.60500001907349,4.64499998092651,4.5774998664856,4.62249994277954,18265600,4.40128660202026
2014-05-27,4.65000009536743,4.70499992370605,4.63500022888184,4.70499992370605,20968000,4.4798378944397
2014-05-28,4.72249984741211,4.77500009536743,4.67749977111816,4.74499988555908,22467600,4.51792478561401
2014-05-29,4.74249982833862,4.78249979019165,4.72749996185303,4.73750019073486,17188400,4.51078319549561
2014-05-30,4.73750019073486,4.76249980926514,4.71250009536743,4.75,23912800,4.52268409729004
2014-06-02,4.7649998664856,4.79500007629395,4.69500017166138,4.7350001335144,18150000,4.50840425491333
2014-06-03,4.74499988555908,4.75,4.65250015258789,4.71500015258789,24321200,4.48935985565186
2014-06-04,4.7024998664856,4.75500011444092,4.69999980926514,4.71999979019165,16123600,4.49411916732788
2014-06-05,4.72749996185303,4.75500011444092,4.69999980926514,4.73999977111816,18869600,4.5131630897522
2014-06-06,4.76249980926514,4.80000019073486,4.74499988555908,4.75750017166138,16105200,4.52982664108276
2014-06-09,4.75250005722046,4.80749988555908,4.71999979019165,4.76249980926514,24745600,4.53458595275879
2014-06-10,4.74499988555908,4.80999994277954,4.72499990463257,4.78749990463257,21760800,4.55839014053345
2014-06-11,4.76999998092651,4.86250019073486,4.76999998092651,4.84999990463257,26622800,4.61789894104004
2014-06-12,4.84999990463257,4.90250015258789,4.80749988555908,4.88000011444092,33714800,4.64646339416504
2014-06-13,4.92999982833862,4.93249988555908,4.83750009536743,4.88500022888184,22785200,4.65122413635254
2014-06-16,4.86250019073486,4.90250015258789,4.8274998664856,4.86999988555908,19862000,4.63694095611572
2014-06-17,4.875,4.9225001335144,4.84999990463257,4.90250015258789,15760800,4.66788721084595
2014-06-18,4.8899998664856,4.92000007629395,4.84499979019165,4.89750003814697,21553600,4.66312694549561
2014-06-19,4.80749988555908,4.83249998092651,4.75,4.78499984741211,47459200,4.55600833892822
2014-06-20,4.7975001335144,4.81500005722046,4.69500017166138,4.73250007629395,35314800,4.50602197647095
2014-06-23,4.67000007629395,4.67999982833862,4.61499977111816,4.67749977111816,41420000,4.45365524291992
2014-06-24,4.67000007629395,4.70749998092651,4.58500003814697,4.60500001907349,27578000,4.38462257385254
2014-06-25,4.61749982833862,4.65500020980835,4.57499980926514,4.65250015258789,21542000,4.42985057830811
2014-06-26,4.65250015258789,4.65500020980835,4.57499980926514,4.59000015258789,25690800,4.37034130096436
2014-06-27,4.58500003814697,4.62249994277954,4.55749988555908,4.59499979019165,30282000,4.37510204315186
2014-06-30,4.5774998664856,4.64750003814697,4.5774998664856,4.63500022888184,18051200,4.41318798065186
2014-07-01,4.63000011444092,4.71500015258789,4.61499977111816,4.6875,32118000,4.46317577362061
2014-07-02,4.67000007629395,4.69000005722046,4.64249992370605,4.67000007629395,17928400,4.4465126991272
2014-07-03,4.62750005722046,4.72499990463257,4.62750005722046,4.71250009536743,13689200,4.48697900772095
2014-07-07,4.71999979019165,4.72249984741211,4.66750001907349,4.67500019073486,12749600,4.45127439498901
2014-07-08,4.66249990463257,4.68249988555908,4.59250020980835,4.63749980926514,22194000,4.41556882858276
2014-07-09,4.67749977111816,4.7975001335144,4.64249992370605,4.77750015258789,38766800,4.54887008666992
2014-07-10,4.6875,4.77250003814697,4.65000009536743,4.75250005722046,26630800,4.52506494522095
2014-07-11,4.75750017166138,4.77750015258789,4.73999977111816,4.76249980926514,19118800,4.53458595275879
2014-07-14,4.78249979019165,4.83500003814697,4.7649998664856,4.82250022888184,27263600,4.59171581268311
2014-07-15,4.82999992370605,4.85500001907349,4.7975001335144,4.84250020980835,39544000,4.61075830459595
2014-07-16,4.86250019073486,4.90000009536743,4.80999994277954,4.83750009536743,31972800,4.60599851608276
2014-07-17,4.78249979019165,4.875,4.78249979019165,4.82499980926514,32483200,4.59409618377686
2014-07-18,4.72499990463257,4.76249980926514,4.60249996185303,4.6100001335144,56781600,4.3893837928772
2014-07-21,4.59250020980835,4.67000007629395,4.59250020980835,4.63749980926514,24336400,4.41556882858276
2014-07-22,4.6725001335144,4.69750022888184,4.60750007629395,4.61749982833862,29881600,4.39652442932129
2014-07-23,4.61999988555908,4.62249994277954,4.5149998664856,4.51999998092651,29735200,4.30369234085083
2014-07-24,4.54500007629395,4.55749988555908,4.49499988555908,4.52750015258789,25457600,4.31083250045776
2014-07-25,4.51249980926514,4.52250003814697,4.44000005722046,4.44750022888184,26613200,4.23466110229492
2014-07-28,4.46750020980835,4.46750020980835,4.35500001907349,4.42999982833862,33035200,4.21799850463867
2014-07-29,4.43249988555908,4.50500011444092,4.42999982833862,4.44500017166138,21797200,4.23228120803833
2014-07-30,4.47249984741211,4.53249979019165,4.46000003814697,4.51999998092651,24618400,4.30369234085083
2014-07-31,4.46500015258789,4.5,4.36749982833862,4.375,40188000,4.16562938690186
2014-08-01,4.375,4.44750022888184,4.3600001335144,4.4225001335144,21988400,4.21085691452026
2014-08-04,4.41750001907349,4.45499992370605,4.3899998664856,4.41249990463257,24172400,4.20133543014526
2014-08-05,4.40000009536743,4.48000001907349,4.36250019073486,4.41499996185303,29813600,4.20371723175049
2014-08-06,4.38500022888184,4.46500015258789,4.35249996185303,4.40999984741211,22345600,4.19895601272583
2014-08-07,4.44750022888184,4.48750019073486,4.33500003814697,4.36499977111816,40769600,4.15610885620117
2014-08-08,4.55499982833862,4.77500009536743,4.55499982833862,4.75,89434800,4.52268409729004
2014-08-11,4.75500011444092,4.77500009536743,4.71250009536743,4.72499990463257,34462400,4.49887990951538
2014-08-12,4.72249984741211,4.75,4.6725001335144,4.72499990463257,29615200,4.49887990951538
2014-08-13,4.73250007629395,4.79250001907349,4.7024998664856,4.75250005722046,25659600,4.52506494522095
2014-08-14,4.76999998092651,4.76999998092651,4.67999982833862,4.69999980926514,25599200,4.4750771522522
2014-08-15,4.71500015258789,4.78749990463257,4.67000007629395,4.76000022888184,36979600,4.53220653533936
2014-08-18,4.78000020980835,4.82999992370605,4.73250007629395,4.82499980926514,28407600,4.59409618377686
2014-08-19,4.80499982833862,4.86749982833862,4.78749990463257,4.84250020980835,24826000,4.6311559677124
2014-08-20,4.82499980926514,4.84749984741211,4.80000019073486,4.8125,22146800,4.60246324539185
2014-08-21,4.80000019073486,4.82499980926514,4.76000022888184,4.76749992370605,27279600,4.5594277381897
2014-08-22,4.76249980926514,4.80999994277954,4.73250007629395,4.76999998092651,25122400,4.56181955337524
2014-08-25,4.78999996185303,4.82250022888184,4.76749992370605,4.77750015258789,15338000,4.56899213790894
2014-08-26,4.78999996185303,4.87249994277954,4.77250003814697,4.86250019073486,26963600,4.65028095245361
2014-08-27,4.83249998092651,4.86999988555908,4.80000019073486,4.80749988555908,18297200,4.59768295288086
2014-08-28,4.7975001335144,4.85750007629395,4.78249979019165,4.84749984741211,17970400,4.63593673706055
2014-08-29,4.86499977111816,4.87249994277954,4.8125,4.86250019073486,20793200,4.65028095245361
2014-09-02,4.875,4.875,4.82999992370605,4.875,19263600,4.66223573684692
2014-09-03,4.90000009536743,4.9375,4.86749982833862,4.92000007629395,25945600,4.7052698135376
2014-09-04,4.91249990463257,5.03749990463257,4.90999984741211,5.00750017166138,49183200,4.78895139694214
2014-09-05,5.00250005722046,5.02500009536743,4.96000003814697,4.99249982833862,25379200,4.77460622787476
2014-09-08,4.98750019073486,4.99749994277954,4.92749977111816,4.94750022888184,31928800,4.73157262802124
2014-09-09,4.92500019073486,4.95749998092651,4.88000011444092,4.88500022888184,19858800,4.67179870605469
2014-09-10,4.91249990463257,4.92000007629395,4.85750007629395,4.90250015258789,17237600,4.68853521347046
2014-09-11,4.86749982833862,4.88500022888184,4.80000019073486,4.85249996185303,25072000,4.64071798324585
2014-09-12,4.88250017166138,4.88250017166138,4.77500009536743,4.78000020980835,26253600,4.57138395309448
2014-09-15,4.79500007629395,4.80249977111816,4.69500017166138,4.71500015258789,29415200,4.5092191696167
2014-09-16,4.7024998664856,4.80999994277954,4.6875,4.78499984741211,21993600,4.57616424560547
2014-09-17,4.77250003814697,4.83249998092651,4.75,4.78749990463257,17358400,4.57855415344238
2014-09-18,4.81750011444092,4.86499977111816,4.80249977111816,4.8600001335144,21960400,4.64789152145386
2014-09-19,4.875,4.88000011444092,4.76249980926514,4.76999998092651,60131600,4.56181955337524
2014-09-22,4.86749982833862,4.86749982833862,4.71750020980835,4.72249984741211,22146400,4.51639080047607
2014-09-23,4.69750022888184,4.75500011444092,4.67999982833862,4.7024998664856,19614400,4.49726486206055
2014-09-24,4.69999980926514,4.74499988555908,4.69500017166138,4.73000001907349,15959200,4.52356481552124
2014-09-25,4.72499990463257,4.73750019073486,4.61749982833862,4.62750005722046,29844000,4.42553806304932
2014-09-26,4.64249992370605,4.6725001335144,4.62249994277954,4.63749980926514,24118800,4.43510103225708
2014-09-29,4.59999990463257,4.66249990463257,4.55499982833862,4.63000011444092,20854000,4.42792940139771
2014-09-30,4.6100001335144,4.64499998092651,4.55749988555908,4.61250019073486,27720400,4.41119432449341
2014-10-01,4.61999988555908,4.65250015258789,4.55499982833862,4.56750011444092,35097600,4.36815690994263
2014-10-02,4.55999994277954,4.58249998092651,4.44250011444092,4.5475001335144,28899600,4.34902954101562
2014-10-03,4.57499980926514,4.63749980926514,4.55749988555908,4.55749988555908,23914000,4.35859251022339
2014-10-06,4.57499980926514,4.61250019073486,4.5,4.53000020980835,19903200,4.33229207992554
2014-10-07,4.51000022888184,4.55499982833862,4.47749996185303,4.48250007629395,30189600,4.28686618804932
2014-10-08,4.47749996185303,4.58750009536743,4.44250011444092,4.56500005722046,26017200,4.36576557159424
2014-10-09,4.54500007629395,4.55000019073486,4.44000005722046,4.47749996185303,30695600,4.2820839881897
2014-10-10,4.44250011444092,4.45749998092651,4.21000003814697,4.21250009536743,69137600,4.02864933013916
2014-10-13,4.23999977111816,4.32499980926514,4.19250011444092,4.19750022888184,39762800,4.01430511474609
2014-10-14,4.25500011444092,4.41249990463257,4.23000001907349,4.29500007629395,37662000,4.1075496673584
2014-10-15,4.23250007629395,4.38250017166138,4.20499992370605,4.3600001335144,40442800,4.16971349716187
2014-10-16,4.28249979019165,4.41249990463257,4.27250003814697,4.36250019073486,35111600,4.17210388183594
2014-10-17,4.41499996185303,4.46500015258789,4.33750009536743,4.35500001907349,29071600,4.1649317741394
2014-10-20,4.35500001907349,4.43249988555908,4.32499980926514,4.39249992370605,20033600,4.20079469680786
2014-10-21,4.42500019073486,4.58500003814697,4.41249990463257,4.57999992370605,35109200,4.38011121749878
2014-10-22,4.57250022888184,4.58750009536743,4.47249984741211,4.47249984741211,23951200,4.27730226516724
2014-10-23,4.55000019073486,4.60500001907349,4.51749992370605,4.57250022888184,21447600,4.37293910980225
2014-10-24,4.59999990463257,4.64750003814697,4.57250022888184,4.61999988555908,21015600,4.41836452484131
2014-10-27,4.61749982833862,4.6399998664856,4.56750011444092,4.62249994277954,14509200,4.42075777053833
2014-10-28,4.6100001335144,4.73750019073486,4.60500001907349,4.73250007629395,19258000,4.52595567703247
2014-10-29,4.71250009536743,4.73999977111816,4.65999984741211,4.7024998664856,16834000,4.49726486206055
2014-10-30,4.69000005722046,4.71000003814697,4.61250019073486,4.6725001335144,17026000,4.46857404708862
2014-10-31,4.78000020980835,4.88749980926514,4.75500011444092,4.88500022888184,25631600,4.67179870605469
2014-11-03,4.99749994277954,5.0149998664856,4.94250011444092,4.96750020980835,30873200,4.75069904327393
2014-11-04,5,5.05000019073486,4.91750001907349,5.03249979019165,36019600,4.81286096572876
2014-11-05,5.0625,5.06500005722046,4.99499988555908,5.03249979019165,33565200,4.81286096572876
2014-11-06,5.04250001907349,5.0625,4.96500015258789,5.05499982833862,39408800,4.83437824249268
2014-11-07,5.11250019073486,5.1725001335144,4.89750003814697,4.94750022888184,45080000,4.73157262802124
2014-11-10,4.94250011444092,5.03749990463257,4.92999982833862,5.00500011444092,29338800,4.78656196594238
2014-11-11,4.97499990463257,5.00250005722046,4.90250015258789,4.94500017166138,21299200,4.72918081283569
2014-11-12,4.92749977111816,4.94000005722046,4.84499979019165,4.91249990463257,20458400,4.69810056686401
2014-11-13,4.92999982833862,4.9375,4.84749984741211,4.88749980926514,22532800,4.67419052124023
2014-11-14,4.89249992370605,4.94750022888184,4.84499979019165,4.94750022888184,16024800,4.73157262802124
2014-11-17,4.92500019073486,4.97749996185303,4.89249992370605,4.92500019073486,15873200,4.71005392074585
2014-11-18,4.92749977111816,5.05499982833862,4.91499996185303,5.04250001907349,20777200,4.82242631912231
2014-11-19,5.02500009536743,5.03999996185303,4.94999980926514,5.00250005722046,24030000,4.80441808700562
2014-11-20,4.96750020980835,5.09000015258789,4.9524998664856,5.08500003814697,22096800,4.88365173339844
2014-11-21,5.13000011444092,5.13749980926514,5.07000017166138,5.11250019073486,19897600,4.91006231307983
2014-11-24,5.125,5.16750001907349,5.10500001907349,5.14499998092651,13600400,4.94127511978149
2014-11-25,5.13500022888184,5.17999982833862,5.125,5.14249992370605,19024000,4.93887424468994
2014-11-26,5.11250019073486,5.2350001335144,5.1100001335144,5.23000001907349,21926400,5.02290964126587
2014-11-28,5.24749994277954,5.27250003814697,5.19999980926514,5.24249982833862,12483200,5.03491401672363
2014-12-01,5.21999979019165,5.25,5.13749980926514,5.14499998092651,19006000,4.94127511978149
2014-12-02,5.1399998664856,5.17500019073486,5.09250020980835,5.15250015258789,24595200,4.94847917556763
2014-12-03,5.17749977111816,5.28749990463257,5.16249990463257,5.28499984741211,28442400,5.07573223114014
2014-12-04,5.27750015258789,5.2975001335144,5.2024998664856,5.23750019073486,18533200,5.030113697052
2014-12-05,5.23999977111816,5.29500007629395,5.23750019073486,5.26749992370605,16568000,5.05892562866211
