"Fecha","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
2014-04-15,167.520004272461,168.479995727539,164.339996337891,168.309997558594,1248100,155.957748413086
2014-04-16,169.729995727539,170.960006713867,168.339996337891,170,1368300,157.523712158203
2014-04-17,169.490005493164,172.259994506836,169.050003051758,170.979995727539,1603800,158.431747436523
2014-04-21,170.490005493164,172.419998168945,169.940002441406,171.949996948242,741300,159.330551147461
2014-04-22,172.199996948242,173.369995117188,170.940002441406,171,1054700,158.450271606445
2014-04-23,171.240005493164,171.690002441406,170.160003662109,170.630004882812,1207200,158.107482910156
2014-04-24,171.419998168945,172.300003051758,170.330001831055,170.460006713867,853100,157.949981689453
2014-04-25,170.470001220703,170.809997558594,167.619995117188,167.850006103516,1030800,155.531433105469
2014-04-28,167.639999389648,170.419998168945,166.300003051758,167.449996948242,1840600,155.160797119141
2014-04-29,167.529998779297,169.529998779297,166.949996948242,168.470001220703,1088400,156.106033325195
2014-04-30,168.369995117188,169.25,167.559997558594,169.190002441406,1294300,156.773162841797
2014-05-01,166.970001220703,170,164.580001831055,168.199996948242,2813200,155.855804443359
2014-05-02,168.5,169.270004272461,166.660003662109,167.009994506836,1647900,154.753112792969
2014-05-05,165.830001831055,169.100006103516,165.399993896484,168.710006713867,1168200,156.328399658203
2014-05-06,167.970001220703,168.440002441406,166.809997558594,166.839996337891,975600,154.595611572266
2014-05-07,166.550003051758,167.850006103516,165.679992675781,166.419998168945,1216300,154.206451416016
2014-05-08,166.789993286133,167.509994506836,165.529998779297,166.720001220703,1343600,154.484390258789
2014-05-09,165.960006713867,171.029998779297,165.770004272461,171,2004100,158.450271606445
2014-05-12,172.029998779297,174.300003051758,171.710006713867,174.229995727539,1608000,161.443267822266
2014-05-13,180,181,177.570007324219,180,3302900,166.789825439453
2014-05-14,178.25,179.75,177.339996337891,178.199996948242,1579400,165.121871948242
2014-05-15,177.399993896484,178.070007324219,176.270004272461,177.570007324219,1593200,164.538146972656
2014-05-16,176.509994506836,178.350006103516,175.830001831055,178.210006713867,1040400,165.131164550781
2014-05-19,177.800003051758,181.240005493164,177.729995727539,180.679992675781,1573500,167.419876098633
2014-05-20,180.539993286133,181.259994506836,178.880004882812,179.839996337891,912800,166.641510009766
2014-05-21,180.259994506836,183.679992675781,180.229995727539,183.270004272461,1303900,169.81982421875
2014-05-22,183.570007324219,185.410003662109,182.949996948242,183.589996337891,1321100,170.116333007812
2014-05-23,184.119995117188,184.410003662109,182.75,183.75,1826500,170.264587402344
2014-05-27,183.259994506836,184.139999389648,182.619995117188,183.369995117188,1247100,169.912475585938
2014-05-28,182.5,184.380004882812,181.089996337891,182.720001220703,1100700,169.310150146484
2014-05-29,183.110000610352,188.770004272461,182.619995117188,188.570007324219,1844100,174.730865478516
2014-05-30,188.440002441406,189.740005493164,187.399993896484,189.639999389648,1273000,175.722305297852
2014-06-02,189.839996337891,190.259994506836,188.809997558594,189.830001831055,1085000,175.898361206055
2014-06-03,190,192.029998779297,189.149993896484,191.630004882812,1795500,177.566299438477
2014-06-04,191.130004882812,191.5,188.539993286133,189.75,1290500,175.824234008789
2014-06-05,190.279998779297,190.589996337891,188.520004272461,188.660003662109,1230900,175.03564453125
2014-06-06,189.5,189.649993896484,188.100006103516,188.729995727539,1262300,175.100601196289
2014-06-09,188.570007324219,189.449996948242,186.630004882812,186.690002441406,865700,173.207855224609
2014-06-10,185.960006713867,187.080001831055,184.529998779297,185.589996337891,1085400,172.187347412109
2014-06-11,184.990005493164,187.479995727539,184.020004272461,187.160003662109,1131100,173.643951416016
2014-06-12,186.279998779297,186.830001831055,182.330001831055,183.270004272461,1249800,170.034896850586
2014-06-13,183.339996337891,184.050003051758,182.009994506836,182.610000610352,863700,169.422607421875
2014-06-16,182.720001220703,183.470001220703,181.740005493164,182.550003051758,948100,169.36686706543
2014-06-17,181.789993286133,185.039993286133,181.279998779297,184.660003662109,1030600,171.324478149414
2014-06-18,184.550003051758,185.699996948242,182.479995727539,185.25,1002000,171.871932983398
2014-06-19,185.960006713867,186.880004882812,183.979995727539,185.289993286133,9e+05,171.908996582031
2014-06-20,185.460006713867,186.479995727539,184,185.490005493164,1399900,172.09455871582
2014-06-23,184.830001831055,186.679992675781,184.100006103516,186.199996948242,925000,172.753280639648
2014-06-24,181.699996948242,186.710006713867,181.699996948242,184.429992675781,934400,171.111083984375
2014-06-25,184.490005493164,187.970001220703,183.389999389648,187.350006103516,971500,173.820205688477
2014-06-26,187.479995727539,188.949996948242,187.410003662109,188.089996337891,1031400,174.506774902344
2014-06-27,188.220001220703,189.259994506836,187.869995117188,188.919998168945,1036400,175.27685546875
2014-06-30,189,189.050003051758,185.770004272461,186.210006713867,1342900,172.762603759766
2014-07-01,186.5,190.149993896484,185.929992675781,189.460006713867,1448000,175.777908325195
2014-07-02,189,190.710006713867,188.830001831055,189.440002441406,922900,175.759353637695
2014-07-03,189.410003662109,190.240005493164,188.460006713867,190,486100,176.278900146484
2014-07-07,189.929992675781,190.729995727539,188.839996337891,189.610000610352,893500,175.917037963867
2014-07-08,189.110000610352,189.990005493164,185.660003662109,188,1199600,174.423248291016
2014-07-09,188.339996337891,190.009994506836,187.279998779297,189.699996948242,1070700,176.000549316406
2014-07-10,188.190002441406,189.830001831055,187.25,188.990005493164,842300,175.341796875
2014-07-11,188.990005493164,189.279998779297,187.570007324219,188.970001220703,494900,175.323181152344
2014-07-14,190,190.660003662109,188.919998168945,190.410003662109,745800,176.659240722656
2014-07-15,189.960006713867,190.350006103516,188.009994506836,188.770004272461,958800,175.1376953125
2014-07-16,189.600006103516,189.600006103516,187.179992675781,188.419998168945,817700,174.812973022461
2014-07-17,188.279998779297,190.490005493164,188.020004272461,188.710006713867,1127600,175.08203125
2014-07-18,188.919998168945,191.520004272461,188.199996948242,191.449996948242,1372500,177.624160766602
2014-07-21,191.229995727539,191.229995727539,188.050003051758,188.449996948242,1021700,174.840789794922
2014-07-22,188.770004272461,191.050003051758,188.699996948242,190.800003051758,681200,177.021087646484
2014-07-23,190.699996948242,191.470001220703,189.779998779297,190.679992675781,652500,176.909774780273
2014-07-24,193.520004272461,194.800003051758,191.660003662109,193.580001831055,1446600,179.600372314453
2014-07-25,193.199996948242,195.199996948242,191.490005493164,191.800003051758,632200,177.948867797852
2014-07-28,191.820007324219,191.990005493164,189.770004272461,191.419998168945,609400,177.596282958984
2014-07-29,191.660003662109,192.610000610352,190.539993286133,191.089996337891,741600,177.290191650391
2014-07-30,191.570007324219,192.389999389648,190.380004882812,191.25,1093900,177.438552856445
2014-07-31,193.149993896484,195.889999389648,191.470001220703,191.860000610352,2543300,178.004547119141
2014-08-01,193.009994506836,195.529998779297,190.240005493164,195.429992675781,2218300,181.316711425781
2014-08-04,196.039993286133,196.440002441406,191.699996948242,193.669998168945,1339900,179.683822631836
2014-08-05,192.100006103516,193.5,190.990005493164,191.809997558594,1080900,177.958145141602
2014-08-06,191.070007324219,192.979995727539,189.820007324219,190.440002441406,1022700,176.687103271484
2014-08-07,190.75,190.970001220703,185.839996337891,186.580001831055,1437200,173.105865478516
2014-08-08,186.860000610352,189.979995727539,186.330001831055,189.830001831055,964100,176.12109375
2014-08-11,190.119995117188,192.559997558594,190.110000610352,191.289993286133,9e+05,177.475708007812
2014-08-12,190.020004272461,191.259994506836,187.880004882812,188.169998168945,1264200,174.581008911133
2014-08-13,189.529998779297,190.580001831055,188.820007324219,189.75,824200,176.046905517578
2014-08-14,190.419998168945,192.309997558594,190.419998168945,192.139999389648,810000,178.264312744141
2014-08-15,192.740005493164,193.490005493164,189.779998779297,191.149993896484,855400,177.345840454102
2014-08-18,191.580001831055,192.550003051758,190.690002441406,192.119995117188,591200,178.245727539062
2014-08-19,192.179992675781,194.580001831055,192.039993286133,194.190002441406,722900,180.166275024414
2014-08-20,193.699996948242,194.5,193,193.589996337891,481800,179.609588623047
2014-08-21,193.860000610352,194.419998168945,192.949996948242,193.449996948242,693800,179.479705810547
2014-08-22,193.559997558594,193.940002441406,191.630004882812,192,963400,178.134429931641
2014-08-25,193.110000610352,194.699996948242,192.070007324219,193.910003662109,697100,179.906509399414
2014-08-26,193.809997558594,194.25,193.009994506836,193.770004272461,564600,179.776626586914
2014-08-27,194.110000610352,194.110000610352,191.419998168945,192.039993286133,622900,178.171569824219
2014-08-28,191.330001831055,193.380004882812,191.330001831055,193.050003051758,590500,179.332748413086
2014-08-29,193.990005493164,195.110000610352,192.970001220703,195.029998779297,807300,181.172058105469
2014-09-02,195,195.320007324219,193.020004272461,195.309997558594,839300,181.43212890625
2014-09-03,196.880004882812,197.130004882812,194.279998779297,194.979995727539,619300,181.125595092773
2014-09-04,195.399993896484,197,194.830001831055,195.660003662109,988600,181.757247924805
2014-09-05,195.550003051758,198.339996337891,195.119995117188,198.339996337891,997100,184.246871948242
2014-09-08,198.399993896484,200,198.25,199.630004882812,864100,185.445175170898
2014-09-09,199.600006103516,199.979995727539,196.279998779297,196.490005493164,903500,182.5283203125
2014-09-10,197.240005493164,197.240005493164,195.179992675781,195.529998779297,699000,181.636505126953
2014-09-11,195.149993896484,195.550003051758,193.020004272461,193.669998168945,1034400,179.908676147461
2014-09-12,194,194.380004882812,191.949996948242,192.460006713867,1113000,178.784652709961
2014-09-15,193.100006103516,193.240005493164,191.009994506836,191.779998779297,636900,178.152938842773
2014-09-16,191.479995727539,195.460006713867,190.300003051758,195.300003051758,1047100,181.422836303711
2014-09-17,195.300003051758,196.179992675781,193.949996948242,195.539993286133,723800,181.645767211914
2014-09-18,195.610000610352,197,195.009994506836,196,562600,182.07307434082
2014-09-19,197.339996337891,197.600006103516,195.679992675781,195.789993286133,991700,181.878021240234
2014-09-22,194.839996337891,195.300003051758,193.25,194.309997558594,631900,180.503143310547
2014-09-23,196.050003051758,196.050003051758,193.210006713867,194.690002441406,850900,180.856216430664
2014-09-24,195.100006103516,197.460006713867,194.660003662109,197.289993286133,1032600,183.271453857422
2014-09-25,196.520004272461,196.75,193.550003051758,194.009994506836,625200,180.224487304688
2014-09-26,194.160003662109,195.320007324219,193.160003662109,194.800003051758,640800,180.95832824707
2014-09-29,193.910003662109,196.839996337891,193.619995117188,196.520004272461,1024200,182.55615234375
2014-09-30,196.5,197.339996337891,194.350006103516,194.669998168945,812200,180.837615966797
2014-10-01,194.919998168945,194.990005493164,191.949996948242,192.570007324219,734800,178.886779785156
2014-10-02,192.789993286133,196.220001220703,192.410003662109,194.850006103516,954400,181.004821777344
2014-10-03,196.330001831055,200.919998168945,195.520004272461,199.600006103516,1231100,185.41731262207
2014-10-06,200.050003051758,200.300003051758,196.029998779297,196.619995117188,1069600,182.649063110352
2014-10-07,195.050003051758,195.979995727539,193.619995117188,193.660003662109,767900,179.899368286133
2014-10-08,194.880004882812,199.820007324219,194.350006103516,199.729995727539,1128100,185.538070678711
2014-10-09,199.589996337891,199.970001220703,195.759994506836,195.820007324219,1235000,181.905883789062
2014-10-10,195.919998168945,198.240005493164,193.949996948242,193.970001220703,1401400,180.187347412109
2014-10-13,194.020004272461,194.020004272461,189.610000610352,189.669998168945,1191200,176.192932128906
2014-10-14,189.990005493164,190.970001220703,185.889999389648,188.619995117188,1369000,175.217498779297
2014-10-15,186.410003662109,187.089996337891,178.279998779297,185.020004272461,2306400,171.873245239258
2014-10-16,181.660003662109,187.389999389648,181.559997558594,185.320007324219,1616400,172.151977539062
2014-10-17,188.130004882812,192.289993286133,187.509994506836,191.229995727539,1290700,177.642044067383
2014-10-20,190.309997558594,193.259994506836,190.309997558594,193.089996337891,917900,179.369903564453
2014-10-21,194.75,198.050003051758,194.75,196.929992675781,1405100,182.936996459961
2014-10-22,197.399993896484,197.889999389648,195.369995117188,195.570007324219,793300,181.673690795898
2014-10-23,198.149993896484,199.929992675781,197.300003051758,198.75,984900,184.627731323242
2014-10-24,198.600006103516,201.350006103516,198.029998779297,200.830001831055,775400,186.559951782227
2014-10-27,201.410003662109,203.360000610352,200.830001831055,202.699996948242,1576000,188.297012329102
2014-10-28,202.509994506836,204.830001831055,198.759994506836,201.199996948242,2016600,186.903579711914
2014-10-29,196.029998779297,201.830001831055,195,198.449996948242,2307400,184.349044799805
2014-10-30,198.690002441406,204.289993286133,197.820007324219,203.479995727539,1262900,189.021636962891
2014-10-31,206.589996337891,206.910003662109,203.190002441406,203.410003662109,1446000,188.956604003906
2014-11-03,204,204.949996948242,202.679992675781,203.389999389648,848300,188.938049316406
2014-11-04,203.449996948242,204.529998779297,201.649993896484,203.350006103516,697700,188.900863647461
2014-11-05,204.979995727539,205.949996948242,200.490005493164,201.600006103516,1182400,187.275207519531
2014-11-06,202.089996337891,203.169998168945,200.449996948242,202.660003662109,669000,188.259872436523
2014-11-07,202.050003051758,202.169998168945,198.190002441406,199.320007324219,931700,185.157196044922
2014-11-10,199.960006713867,201.699996948242,198.160003662109,201.279998779297,712100,186.977951049805
2014-11-11,201.330001831055,203.149993896484,200.160003662109,203.119995117188,895400,188.68717956543
2014-11-12,202.350006103516,203.759994506836,201.460006713867,203.130004882812,894900,188.696472167969
2014-11-13,202.669998168945,205,202.669998168945,204.820007324219,867400,190.26643371582
2014-11-14,204.139999389648,205.320007324219,203.160003662109,205.25,995200,190.665832519531
2014-11-17,204.050003051758,205.839996337891,203.300003051758,204.380004882812,901200,189.857650756836
2014-11-18,204.380004882812,208,203.529998779297,207.990005493164,1297300,193.211135864258
2014-11-19,207.029998779297,208,204.929992675781,206.270004272461,899400,191.613418579102
2014-11-20,204.720001220703,207.149993896484,203.639999389648,205,854300,190.433639526367
2014-11-21,206.429992675781,207.820007324219,204.089996337891,205.169998168945,768500,190.591506958008
2014-11-24,205.570007324219,209.839996337891,205.559997558594,209.720001220703,1198400,194.81819152832
2014-11-25,209.380004882812,209.449996948242,207.690002441406,208.940002441406,779500,194.093643188477
2014-11-26,208.940002441406,209.300003051758,207.050003051758,208.240005493164,714200,193.665832519531
2014-11-28,208.380004882812,211.25,208.279998779297,210.759994506836,490000,196.00944519043
2014-12-01,210.360000610352,210.360000610352,207.740005493164,208.800003051758,855500,194.186676025391
2014-12-02,208.539993286133,211.330001831055,208.5,210.710006713867,954100,195.962966918945
2014-12-03,210.610000610352,211.919998168945,209.789993286133,211.5,711400,196.697692871094
2014-12-04,211.729995727539,212.75,209.899993896484,211.820007324219,597600,196.995300292969
2014-12-05,212,212.899993896484,210.899993896484,212.630004882812,557000,197.748611450195
2014-12-08,212.720001220703,214.369995117188,211.470001220703,212.779998779297,1007400,197.888092041016
2014-12-09,210.070007324219,212.779998779297,208.360000610352,210.289993286133,1645900,195.572326660156
2014-12-10,210.759994506836,211.389999389648,207.929992675781,208.119995117188,908400,193.554260253906
2014-12-11,209.440002441406,212.110000610352,209.009994506836,209.589996337891,730200,194.921310424805
2014-12-12,208.850006103516,209.580001831055,205.300003051758,205.330001831055,840600,190.959487915039
2014-12-15,205.800003051758,208.110000610352,204.800003051758,206.399993896484,957100,191.95458984375
2014-12-16,205.410003662109,208.100006103516,201.309997558594,201.419998168945,1248200,187.323104858398
2014-12-17,202.240005493164,206.429992675781,202.009994506836,205.279998779297,1058900,190.913040161133
2014-12-18,207.75,211.970001220703,207.080001831055,211.970001220703,1062600,197.134811401367
2014-12-19,213.130004882812,214.25,209.669998168945,211.119995117188,1533700,196.344284057617
2014-12-22,211.470001220703,213.190002441406,210.320007324219,211.600006103516,714700,196.790664672852
2014-12-23,211.779998779297,212.800003051758,208.75,209.210006713867,997300,194.567993164062
2014-12-24,209.440002441406,210.820007324219,208.839996337891,209.789993286133,325900,195.107376098633
2014-12-26,210,211.479995727539,209.910003662109,210.149993896484,336600,195.442123413086
2014-12-29,209.210006713867,211.199996948242,209.169998168945,210.179992675781,476900,195.470077514648
2014-12-30,210.300003051758,211.380004882812,209.440002441406,209.610000610352,669200,194.939926147461
2014-12-31,210.529998779297,211.350006103516,207.389999389648,207.580001831055,684200,193.052047729492
2015-01-02,209.059997558594,209.929992675781,205.720001220703,207.199996948242,787500,192.698608398438
2015-01-05,206.350006103516,210.229995727539,206.050003051758,208.899993896484,1260800,194.279647827148
2015-01-06,209,212,206.830001831055,208.419998168945,1195400,193.833251953125
2015-01-07,210.210006713867,215.190002441406,209.449996948242,214.75,1163200,199.720199584961
2015-01-08,216.199996948242,218.050003051758,215.009994506836,217.199996948242,1665200,201.998748779297
2015-01-09,217.479995727539,218.139999389648,216.259994506836,216.669998168945,741000,201.505813598633
2015-01-12,217.75,217.929992675781,213.850006103516,214.660003662109,720800,199.636459350586
2015-01-13,217.179992675781,218.240005493164,213,214.649993896484,900100,199.627212524414
2015-01-14,213.139999389648,215.320007324219,212.5,213.529998779297,730200,198.585601806641
2015-01-15,213.630004882812,214.309997558594,211.210006713867,211.300003051758,973300,196.511672973633
2015-01-16,210.520004272461,214.229995727539,209.119995117188,213.979995727539,921900,199.004150390625
2015-01-20,216.059997558594,216.059997558594,212.139999389648,214.869995117188,862000,199.831832885742
2015-01-21,213.759994506836,216.169998168945,213.440002441406,215.229995727539,751400,200.166641235352
2015-01-22,215,219,213.190002441406,218.889999389648,942600,203.570510864258
2015-01-23,218.860000610352,219.679992675781,217.470001220703,217.669998168945,613900,202.435836791992
2015-01-26,217.110000610352,219.050003051758,215.759994506836,218.940002441406,690300,203.617004394531
2015-01-27,217.649993896484,219.070007324219,215.699996948242,217.710006713867,749100,202.473098754883
2015-01-28,219.059997558594,222.929992675781,217.610000610352,217.940002441406,1910500,202.686965942383
2015-01-29,217.550003051758,219.75,216.350006103516,219.529998779297,1112600,204.16569519043
2015-01-30,218.649993896484,219.139999389648,212.220001220703,212.649993896484,1352300,197.767166137695
2015-02-02,212.830001831055,214.899993896484,210.630004882812,214.830001831055,1069900,199.794647216797
2015-02-03,215.25,216.110000610352,209,213.130004882812,1707300,198.213653564453
