"Fecha","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
2013-11-01,156.289993286133,159.570007324219,156,159.440002441406,2274100,147.320388793945
2013-11-04,159.419998168945,159.789993286133,158.5,159.720001220703,1239400,147.579116821289
2013-11-05,159.610000610352,159.710006713867,158.419998168945,158.919998168945,1223900,146.839920043945
2013-11-06,158.970001220703,158.990005493164,154.020004272461,156.460006713867,2556300,144.566925048828
2013-11-07,157.479995727539,158,155.800003051758,156.289993286133,1374200,144.409820556641
2013-11-08,156.050003051758,158.630004882812,155.910003662109,158.559997558594,1331900,146.507232666016
2013-11-11,158.800003051758,159.5,157.779998779297,158.899993896484,983300,146.82145690918
2013-11-12,158.449996948242,159.669998168945,156.850006103516,157.889999389648,1469100,145.888198852539
2013-11-13,157.309997558594,157.899993896484,156.460006713867,157.889999389648,1331700,145.888198852539
2013-11-14,157.869995117188,159.770004272461,155.919998168945,159.460006713867,2013400,147.338851928711
2013-11-15,159.649993896484,160.610000610352,159.029998779297,160.149993896484,1105500,147.97639465332
2013-11-18,161.339996337891,161.600006103516,158.580001831055,158.779998779297,1192900,146.710556030273
2013-11-19,159,159.679992675781,157.380004882812,159.210006713867,916900,147.107864379883
2013-11-20,159.669998168945,159.929992675781,157.830001831055,158.389999389648,978400,146.350158691406
2013-11-21,159.210006713867,161.169998168945,158.389999389648,160.899993896484,1007700,148.669403076172
2013-11-22,160.899993896484,164,160.429992675781,163.610000610352,1703300,151.173416137695
2013-11-25,163.949996948242,166.050003051758,163.610000610352,165.139999389648,1916700,152.587097167969
2013-11-26,164.970001220703,165.389999389648,163.580001831055,164.350006103516,1581500,151.857177734375
2013-11-27,165.100006103516,165.589996337891,163.770004272461,165.5,908900,153.143417358398
2013-11-29,165.729995727539,166.570007324219,165.25,165.889999389648,703200,153.504241943359
2013-12-02,165.889999389648,166.25,164.179992675781,164.669998168945,978100,152.375335693359
2013-12-03,163.100006103516,164.779998779297,162.570007324219,163.869995117188,1361100,151.63508605957
2013-12-04,163.520004272461,165.179992675781,161.970001220703,162.740005493164,1200300,150.589416503906
2013-12-05,162.559997558594,163.199996948242,159.779998779297,159.979995727539,1866200,148.035491943359
2013-12-06,161.639999389648,163.080001831055,160.720001220703,162.809997558594,1599400,150.654174804688
2013-12-09,163.429992675781,164.630004882812,162.850006103516,163.029998779297,1175000,150.857772827148
2013-12-10,159.860000610352,161.669998168945,157,159.940002441406,4266900,147.998519897461
2013-12-11,157.320007324219,160.690002441406,157.320007324219,158.339996337891,2154200,146.517929077148
2013-12-12,157.639999389648,158.460006713867,156,156.75,1539200,145.046661376953
2013-12-13,157.559997558594,157.960006713867,156.029998779297,157.389999389648,1210600,145.638885498047
2013-12-16,157.929992675781,158.460006713867,157.110000610352,157.460006713867,725300,145.703674316406
2013-12-17,157.630004882812,158.759994506836,156.820007324219,158.419998168945,1507200,146.591949462891
2013-12-18,159.580001831055,161.059997558594,156.809997558594,161.029998779297,1107600,149.007110595703
2013-12-19,160.080001831055,160.679992675781,158.5,160.589996337891,1302700,148.599975585938
2013-12-20,160.820007324219,162.649993896484,160.639999389648,161.5,1489200,149.442016601562
2013-12-23,161.520004272461,161.940002441406,158.309997558594,160.399993896484,937800,148.42414855957
2013-12-24,160.839996337891,160.839996337891,159.259994506836,160.270004272461,355100,148.303848266602
2013-12-26,160.509994506836,161.619995117188,160.130004882812,161.369995117188,549900,149.321762084961
2013-12-27,161.710006713867,161.990005493164,160.149993896484,160.979995727539,440600,148.960815429688
2013-12-30,160.949996948242,161.279998779297,159.979995727539,160.690002441406,536700,148.692474365234
2013-12-31,161.339996337891,162.029998779297,160.589996337891,161.399993896484,685800,149.349533081055
2014-01-02,160.850006103516,160.990005493164,159.449996948242,160.160003662109,847000,148.202087402344
2014-01-03,160.25,162.100006103516,160.110000610352,160.710006713867,2156200,148.710983276367
2014-01-06,166.110000610352,166.539993286133,159.910003662109,160.259994506836,2017900,148.294631958008
2014-01-07,160.740005493164,163.339996337891,160.070007324219,161.830001831055,2215400,149.747375488281
2014-01-08,166,173.080001831055,165.600006103516,169.809997558594,5450100,157.131591796875
2014-01-09,175.440002441406,177,174.199996948242,175.330001831055,3846400,162.239456176758
2014-01-10,175.630004882812,175.860000610352,174.320007324219,175.440002441406,1180800,162.341262817383
2014-01-13,175.029998779297,175.369995117188,160.210006713867,167.139999389648,6215100,154.66096496582
2014-01-14,167.5,169,164.360000610352,167.470001220703,4454600,154.96630859375
2014-01-15,167.610000610352,168.130004882812,165.809997558594,167.320007324219,3290400,154.827499389648
2014-01-16,167.449996948242,169.080001831055,167.25,168.559997558594,1392200,155.974868774414
2014-01-17,168.869995117188,169.080001831055,167.25,168.119995117188,1683900,155.567779541016
2014-01-21,168.710006713867,170,167.600006103516,168.550003051758,1488900,155.96565246582
2014-01-22,168.600006103516,170.389999389648,167.289993286133,169.679992675781,1263000,157.011306762695
2014-01-23,174.139999389648,174.300003051758,170.899993896484,172.369995117188,3465300,159.500442504883
2014-01-24,176.169998168945,177.5,172.529998779297,173.720001220703,4559200,160.749664306641
2014-01-27,173.380004882812,175.240005493164,171.770004272461,172.979995727539,2539500,160.064910888672
2014-01-28,172.529998779297,175.649993896484,172.5,175.259994506836,1689400,162.174667358398
2014-01-29,173.619995117188,175,172.690002441406,173.279998779297,1672400,160.342483520508
2014-01-30,175.630004882812,177.479995727539,175.059997558594,177.229995727539,2401300,163.997573852539
2014-01-31,176,177,173.649993896484,174.410003662109,2700000,161.388122558594
2014-02-03,174.690002441406,174.880004882812,169.910003662109,171,2129000,158.232666015625
2014-02-04,171,171.25,168.809997558594,169.440002441406,1633100,156.78923034668
2014-02-05,168.589996337891,169.199996948242,167.020004272461,168.619995117188,1320200,156.030456542969
2014-02-06,169.050003051758,173.080001831055,168.020004272461,172.399993896484,2078200,159.528198242188
2014-02-07,172.25,175,171.860000610352,174.990005493164,1435800,161.924835205078
2014-02-10,174.520004272461,174.990005493164,171.880004882812,172.770004272461,1775900,159.870590209961
2014-02-11,172.490005493164,175.259994506836,171.559997558594,175.050003051758,1617900,161.980377197266
2014-02-12,174.610000610352,176.369995117188,173.740005493164,174.949996948242,1073200,161.887802124023
2014-02-13,174.5,175.850006103516,174.070007324219,175.669998168945,1094300,162.554092407227
2014-02-14,175.660003662109,176.330001831055,175.009994506836,175.600006103516,1013900,162.489303588867
2014-02-18,176.710006713867,179,175.729995727539,177.479995727539,1649700,164.228927612305
2014-02-19,178,179.399993896484,176.350006103516,177.660003662109,1671600,164.395462036133
2014-02-20,177.440002441406,178.610000610352,176,177.580001831055,1225900,164.32145690918
2014-02-21,177.630004882812,178.330001831055,176.169998168945,176.350006103516,2244200,163.183288574219
2014-02-24,176.449996948242,178.110000610352,176.289993286133,176.320007324219,2109300,163.155548095703
2014-02-25,176.460006713867,177.970001220703,176.309997558594,176.729995727539,1234400,163.534957885742
2014-02-26,176.679992675781,177.279998779297,174.300003051758,174.779998779297,1013800,161.730484008789
2014-02-27,174.779998779297,175.110000610352,173.470001220703,174.429992675781,1587500,161.628616333008
2014-02-28,174.75,178.360000610352,174.169998168945,177.050003051758,1683400,164.056335449219
2014-03-03,175.339996337891,176.979995727539,174.919998168945,176.050003051758,1097300,163.129730224609
2014-03-04,178.020004272461,181.369995117188,177.729995727539,180.800003051758,1688100,167.53108215332
2014-03-05,181.720001220703,182.539993286133,179.600006103516,181.960006713867,1342300,168.605941772461
2014-03-06,182.289993286133,184.050003051758,181.610000610352,182.580001831055,1479500,169.180465698242
2014-03-07,182.979995727539,183.509994506836,181.429992675781,182.399993896484,1191600,169.013641357422
2014-03-10,182.350006103516,182.570007324219,179.149993896484,180.5,1492300,167.253173828125
2014-03-11,180.990005493164,183.5,180.600006103516,182.369995117188,1092800,168.985885620117
2014-03-12,182.270004272461,183.720001220703,180.490005493164,183.649993896484,987600,170.171936035156
2014-03-13,184.089996337891,185.929992675781,183.279998779297,183.649993896484,1170800,170.171936035156
2014-03-14,183.059997558594,183.880004882812,180.440002441406,180.809997558594,1359900,167.54035949707
2014-03-17,181.220001220703,183.119995117188,180.800003051758,181.919998168945,771000,168.568908691406
2014-03-18,181.889999389648,183.440002441406,181.190002441406,183.169998168945,828300,169.727157592773
2014-03-19,182.869995117188,183.630004882812,180.949996948242,181.910003662109,954300,168.559631347656
2014-03-20,181.899993896484,185.679992675781,181.839996337891,185.350006103516,1327400,171.747131347656
2014-03-21,186.929992675781,188.020004272461,180.75,180.850006103516,1784500,167.577453613281
2014-03-24,181.139999389648,181.509994506836,176.559997558594,177.539993286133,1448100,164.510345458984
2014-03-25,177.720001220703,178.929992675781,174.509994506836,176.470001220703,1631800,163.518890380859
2014-03-26,177.509994506836,178.25,173.839996337891,173.839996337891,1448900,161.081893920898
2014-03-27,173.289993286133,174.690002441406,171.589996337891,173.100006103516,1391500,160.396194458008
2014-03-28,173.490005493164,175.720001220703,173.259994506836,175.419998168945,1124900,162.545928955078
2014-03-31,176.589996337891,177.960006713867,175.970001220703,176.570007324219,1010300,163.611480712891
2014-04-01,177.259994506836,178.210006713867,174.259994506836,176.039993286133,1163700,163.120452880859
2014-04-02,176.179992675781,176.830001831055,174.619995117188,175.75,1243900,162.85173034668
2014-04-03,175.679992675781,176.309997558594,173.320007324219,173.75,1356900,160.998504638672
2014-04-04,174.110000610352,175.5,170.770004272461,170.869995117188,1520800,158.329849243164
2014-04-07,171.639999389648,172.330001831055,165.330001831055,167.589996337891,2246400,155.290542602539
2014-04-08,168.160003662109,169.990005493164,167.339996337891,168.710006713867,1762800,156.328399658203
2014-04-09,168.600006103516,173.029998779297,167.800003051758,172.970001220703,1359900,160.275726318359
2014-04-10,173.050003051758,173.210006713867,166.720001220703,167.470001220703,1773300,155.17936706543
2014-04-11,165.990005493164,167.649993896484,162.899993896484,164.679992675781,1753900,152.594131469727
2014-04-14,165.800003051758,168.649993896484,165.25,167.470001220703,1417200,155.17936706543
