"Fecha","APTV.Open","APTV.High","APTV.Low","APTV.Close","APTV.Volume","APTV.Adjusted"
2013-11-01,47.9463539123535,48.2648773193359,47.4518013000488,48.2062034606934,1702053,44.5274505615234
2013-11-04,48.2564964294434,48.6504592895508,47.9882659912109,48.6169319152832,2235563,44.9068374633789
2013-11-05,45.6244773864746,46.7309303283691,44.7611045837402,46.1106452941895,4818169,42.5918197631836
2013-11-06,46.9237213134766,47.5020942687988,46.1022644042969,46.8231353759766,3075673,43.2499351501465
2013-11-07,46.8734283447266,46.9991607666016,45.1215438842773,45.2808036804199,3615983,41.8252906799316
2013-11-08,45.2808036804199,46.5046081542969,45.2808036804199,46.4543151855469,2224229,42.9092636108398
2013-11-11,46.2028503417969,46.3872604370117,45.6160926818848,45.9346199035645,1738440,42.4292144775391
2013-11-12,45.8843231201172,46.2950553894043,45.7418251037598,46.2447624206543,2524388,42.715690612793
2013-11-13,45.8507957458496,46.8315162658691,45.8256492614746,46.8315162658691,1735696,43.3913726806641
2013-11-14,46.7979888916016,47.8457679748535,46.7812232971191,47.7367973327637,1774110,44.2301559448242
2013-11-15,48.0637054443359,48.7007522583008,47.8290023803711,48.6839904785156,2853179,45.1077728271484
2013-11-18,48.725902557373,48.8935470581055,48.1139984130859,48.3403205871582,1956401,44.7893524169922
2013-11-19,48.4409065246582,49.027660369873,46.9488677978516,47.0997505187988,4264021,43.6399078369141
2013-11-20,47.4937133789062,48.0301742553711,47.1835708618164,47.6948852539062,3429756,44.1913261413574
2013-11-21,47.8290023803711,48.7845764160156,47.7787094116211,48.4995803833008,1486478,44.9369087219238
2013-11-22,48.5834045410156,48.6504592895508,48.1307640075684,48.5163459777832,1292973,44.9524421691895
2013-11-25,48.826488494873,48.9689865112305,48.2397308349609,48.3319358825684,1394140,44.7815818786621
2013-11-26,48.5331115722656,48.6672248840332,48.0888519287109,48.3654632568359,1978829,44.8126411437988
2013-11-27,48.6672248840332,48.8935470581055,48.4576683044434,48.6420783996582,830209,45.0689468383789
2013-11-29,48.9941329956055,49.4216270446777,48.6504592895508,49.077953338623,824721,45.4728012084961
2013-12-02,48.9438400268555,49.3378028869629,48.2900238037109,48.4409065246582,1134185,44.8825492858887
2013-12-03,48.0553245544434,48.3487014770508,47.5691528320312,47.9631195068359,2000900,44.4398536682129
2013-12-04,47.6529769897461,48.4073753356934,47.5188598632812,48.1726722717285,2202994,44.6340103149414
2013-12-05,47.9966468811035,48.8432502746582,47.9966468811035,48.1810569763184,2163983,44.6417808532715
2013-12-06,48.927074432373,49.2455978393555,48.4995803833008,48.9857482910156,2141316,45.3873672485352
2013-12-09,49.1701583862305,49.7317695617676,48.7175178527832,48.8181076049805,1884582,45.2320289611816
2013-12-10,48.6001663208008,49.6060333251953,48.3067893981934,49.5557403564453,2543834,45.9154815673828
2013-12-11,49.2288360595703,49.4803009033203,48.1391448974609,48.3235549926758,1802981,44.7738037109375
2013-12-12,48.1978225708008,48.7342834472656,48.1894378662109,48.5079612731934,835339,44.9446792602539
2013-12-13,48.776195526123,49.3964805603027,48.6588439941406,49.1198654174805,1760749,45.5116271972656
2013-12-16,49.3378028869629,50.05029296875,49.3378028869629,49.9832344055176,1511173,46.3115730285645
2013-12-17,49.9077949523926,50.5196990966797,49.7401504516602,50.1341171264648,2263121,46.4513664245605
2013-12-18,50.125732421875,50.4694061279297,49.2288360595703,50.4023475646973,2902688,46.6998977661133
2013-12-19,50.3772010803223,50.4694061279297,49.3545684814453,49.4300079345703,1609238,45.7989921569824
2013-12-20,49.5473594665527,49.6227989196777,48.8684005737305,48.9103088378906,3555617,45.3174743652344
2013-12-23,49.4048614501953,49.9580879211426,49.2204513549805,49.823974609375,1638466,46.1640129089355
2013-12-24,50.0167655944824,50.4526405334473,49.9664726257324,50.2849960327148,743836,46.591178894043
2013-12-26,50.4694061279297,50.6454315185547,50.226318359375,50.3352890014648,1128936,46.6377716064453
2013-12-27,50.4694061279297,50.5616073608398,49.974853515625,50.15087890625,629665,46.4669075012207
2013-12-30,50.0419120788574,50.4274940490723,49.9413223266602,50.1592636108398,795970,46.474681854248
2013-12-31,50.226318359375,50.4694061279297,50.0083808898926,50.4023475646973,837486,46.6998977661133
2014-01-02,49.9916191101074,50.2933769226074,49.4132423400879,49.8072090148926,891171,46.1484756469727
2014-01-03,49.9077949523926,50.1927909851074,49.5138320922852,49.6814765930176,1063917,46.0319900512695
2014-01-06,50.1341171264648,50.176025390625,49.3294219970703,49.6898574829102,1564620,46.0397491455078
2014-01-07,50.075439453125,50.7627830505371,49.8072090148926,50.5783729553223,3674679,46.8629951477051
2014-01-08,50.6705780029297,51.2070426940918,50.4694061279297,50.9304275512695,3478788,47.1891899108887
2014-01-09,50.9807205200195,51.2824821472168,50.3269081115723,50.8130760192871,2162313,47.0804595947266
2014-01-10,51.1148376464844,51.6261520385742,51.0561599731445,51.5255661010742,2205738,47.7406120300293
2014-01-13,51.248950958252,51.8021774291992,50.2766151428223,50.4610214233398,1592774,46.7542686462402
2014-01-14,51.0310134887695,52.0033531188965,50.2430839538574,51.9530601501465,2787802,48.1367034912109
2014-01-15,52.1458511352539,52.7912826538086,51.5339469909668,52.3134956359863,3619323,48.4706649780273
2014-01-16,52.1542320251465,52.4224624633789,51.7770347595215,52.1542320251465,1348806,48.3230934143066
2014-01-17,52.2212905883789,52.6655502319336,52.1290855407715,52.5565795898438,3238279,48.6958961486816
2014-01-21,52.8751068115234,53.0930442810059,52.5146675109863,52.808048248291,3877369,48.9288902282715
2014-01-22,52.9170150756836,53.1601028442383,52.5146675109863,53.0176048278809,2567813,49.1230545043945
2014-01-23,52.5984916687012,52.7493705749512,51.8524742126465,52.2212905883789,2185457,48.3852272033691
