"Fecha","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
2013-11-01,96.5199966430664,97.5,96.5199966430664,97.2399978637695,5127300,74.485481262207
2013-11-04,97.2600021362305,97.5,96.8300018310547,97.3099975585938,5023900,74.5390701293945
2013-11-05,97.379997253418,97.75,97.0199966430664,97.4100036621094,4338200,74.6156692504883
2013-11-06,97.6600036621094,98.1900024414062,97.4700012207031,97.9000015258789,4365900,74.9909896850586
2013-11-07,97.9599990844727,98.0899963378906,96.7799987792969,97.1999969482422,4921000,74.4548187255859
2013-11-08,97.1699981689453,97.3000030517578,96.3199996948242,97.0100021362305,5052400,74.3092803955078
2013-11-11,96.8300018310547,97.4899978637695,96.8000030517578,97.0899963378906,2573800,74.3705596923828
2013-11-12,97.0699996948242,97.7600021362305,96.8499984741211,97.6600036621094,3845000,74.8071746826172
2013-11-13,97.4700012207031,98.120002746582,97.3099975585938,98.1100006103516,4164800,75.1518630981445
2013-11-14,98.1800003051758,98.6999969482422,97.1800003051758,97.5599975585938,6594200,74.7305679321289
2013-11-15,97.4499969482422,97.7099990844727,96.4000015258789,96.9199981689453,7096800,74.240348815918
2013-11-18,96.9000015258789,97.7900009155273,96.9000015258789,97.6500015258789,4966700,74.7995223999023
2013-11-19,97.5199966430664,98.2900009155273,97.3600006103516,97.9800033569336,3836600,75.0522918701172
2013-11-20,97.5699996948242,98.0500030517578,97.1800003051758,97.5400009155273,3815100,74.7152481079102
2013-11-21,97.8000030517578,98.0899963378906,97.5899963378906,97.6999969482422,12884800,74.8378143310547
2013-11-22,97.8399963378906,98.5100021362305,97.370002746582,98.2699966430664,16495500,75.2744140625
2013-11-25,98.75,99.2699966430664,98.6500015258789,98.9199981689453,20420800,75.7723236083984
2013-11-26,98.8000030517578,99.0899963378906,98.1500015258789,98.1999969482422,5517400,75.2207794189453
2013-11-27,97.620002746582,97.6600036621094,96.9499969482422,97.0599975585938,3501500,74.9659194946289
2013-11-29,97.25,97.5999984741211,97.0800018310547,97.370002746582,2920300,75.2053527832031
2013-12-02,97.2900009155273,97.2900009155273,96.3300018310547,96.5100021362305,4810000,74.5411148071289
2013-12-03,96.75,96.75,96.0699996948242,96.379997253418,4851900,74.4407272338867
2013-12-04,95.6600036621094,96.129997253418,95.3600006103516,95.7099990844727,4951300,73.9232406616211
2013-12-05,95.370002746582,95.8199996948242,95.1999969482422,95.4300003051758,5076500,73.7069549560547
2013-12-06,95.9400024414062,96.9499969482422,95.9000015258789,96.8000030517578,5811200,74.76513671875
2013-12-09,96.129997253418,96.5,95.4499969482422,95.7200012207031,5056100,73.9309692382812
2013-12-10,95.6900024414062,95.6999969482422,95.0699996948242,95.4300003051758,4190600,73.7069549560547
2013-12-11,95.5100021362305,95.7200012207031,95.1699981689453,95.2600021362305,5194500,73.5756683349609
2013-12-12,95.4000015258789,95.6800003051758,94.0400009155273,94.0999984741211,5719900,72.6797103881836
2013-12-13,94.1900024414062,94.620002746582,94.0500030517578,94.4400024414062,3277500,72.9423217773438
2013-12-16,94.9700012207031,95.7799987792969,94.9000015258789,95.4499969482422,4868100,73.7224044799805
2013-12-17,95.4400024414062,95.5800018310547,94.2699966430664,94.379997253418,4460300,72.89599609375
2013-12-18,94.6600036621094,95.9499969482422,94.5699996948242,95.9300003051758,5526800,74.0931701660156
2013-12-19,95.879997253418,96.3000030517578,94.9300003051758,95.1399993896484,5476500,73.4829940795898
2013-12-20,95.4599990844727,96.5100021362305,95.3399963378906,96.5100021362305,8039500,74.5411148071289
2013-12-23,96.7200012207031,96.9499969482422,96.0500030517578,96.3000030517578,3296300,74.3789215087891
2013-12-24,96.1399993896484,96.75,96.1399993896484,96.5400009155273,1155900,74.5643005371094
2013-12-26,96.7699966430664,96.9100036621094,96.629997253418,96.8399963378906,1978300,74.7960052490234
2013-12-27,96.870002746582,97.2799987792969,96.8000030517578,96.9100036621094,1987100,74.8500823974609
2013-12-30,96.879997253418,97.1500015258789,96.7900009155273,97.0100021362305,2293000,74.9273071289062
2013-12-31,96.9499969482422,97.0800018310547,96.629997253418,97.0299987792969,2560900,74.9427719116211
2014-01-02,96.8099975585938,97.0299987792969,96.2600021362305,96.4100036621094,2925800,74.4638671875
2014-01-03,96.9000015258789,97.0299987792969,96.5,96.5400009155273,2965300,74.5643005371094
2014-01-06,96.620002746582,96.620002746582,95.5199966430664,95.8499984741211,5022700,74.031379699707
2014-01-07,96.379997253418,97.0800018310547,96.129997253418,96.379997253418,4881800,74.4407272338867
2014-01-08,95.5500030517578,95.7099990844727,95,95.4100036621094,7669800,73.691535949707
2014-01-09,96.2399978637695,96.3499984741211,95.25,95.4599990844727,7709000,73.7301559448242
2014-01-10,95.8300018310547,96.2200012207031,95.6399993896484,95.8000030517578,5512200,73.9927597045898
2014-01-13,95.8300018310547,95.8300018310547,94.5899963378906,94.8300018310547,5753200,73.243537902832
2014-01-14,94.8099975585938,95.4000015258789,94.8000030517578,95.2200012207031,3842200,73.5447845458984
2014-01-15,95.4899978637695,95.6699981689453,95.1500015258789,95.4599990844727,3560600,73.7301559448242
2014-01-16,95.4000015258789,96.3000030517578,95.1900024414062,96.0599975585938,5058000,74.1935501098633
2014-01-17,96.0199966430664,96.129997253418,94.7699966430664,94.9300003051758,5975300,73.3207855224609
2014-01-21,95.3600006103516,95.9599990844727,95.0100021362305,95.0800018310547,6462700,73.436653137207
2014-01-22,95.0699996948242,95.3199996948242,94.6900024414062,94.879997253418,4976400,73.2821731567383
2014-01-23,94.5500030517578,95.9499969482422,94.5,95.3199996948242,7146000,73.6220092773438
2014-01-24,94.7300033569336,95.9599990844727,94.3899993896484,94.4300003051758,6944800,72.9345932006836
2014-01-27,94.2900009155273,94.6800003051758,93.9199981689453,94.0699996948242,6607600,72.6565551757812
2014-01-28,94.3300018310547,94.6399993896484,94.0999984741211,94.1800003051758,3682800,72.7415161132812
2014-01-29,93.9599990844727,94.3000030517578,92.870002746582,93.1500015258789,8013500,71.9459533691406
2014-01-30,93.3899993896484,94,92.9300003051758,93.8000030517578,4987400,72.4479904174805
2014-01-31,93.0500030517578,94.5500030517578,92.9499969482422,94.1699981689453,5972500,72.7338104248047
2014-02-03,94.5400009155273,94.7399978637695,92.9100036621094,93.0199966430664,6904700,71.8455963134766
2014-02-04,92.8600006103516,93.4700012207031,92.5899963378906,93.0899963378906,6300400,71.8996276855469
2014-02-05,92.8000030517578,93.8399963378906,92.2200012207031,93.5800018310547,4958900,72.2781143188477
2014-02-06,93.870002746582,95.1900024414062,93.6900024414062,94.9400024414062,5356900,73.3285064697266
2014-02-07,95.0899963378906,95.9499969482422,94.620002746582,95.9199981689453,6591200,74.0854110717773
2014-02-10,95.75,95.9300003051758,94.5199966430664,94.8600006103516,6968200,73.2667083740234
2014-02-11,95.0599975585938,95.8399963378906,94.8300018310547,95.3399963378906,5343500,73.6374435424805
2014-02-12,95.4400024414062,95.6699981689453,94.7900009155273,94.8899993896484,4268900,73.2898941040039
2014-02-13,94.6900024414062,95.5800018310547,94.5,95.4599990844727,3617900,73.7301559448242
2014-02-14,95.3000030517578,95.9700012207031,95.1100006103516,95.7799987792969,3532900,73.9773025512695
2014-02-18,96.0299987792969,96.5699996948242,95.5400009155273,96.0199966430664,5454200,74.1626663208008
