"Fecha","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
2013-11-01,25.6984252929688,25.8032836914062,25.5318012237549,25.5801181793213,51524405,25.5801181793213
2013-11-04,25.6912021636963,25.7128715515137,25.4553375244141,25.5569553375244,45722740,25.5569553375244
2013-11-05,25.4134941101074,25.694938659668,25.340518951416,25.4426345825195,47433127,25.4426345825195
2013-11-06,25.5442543029785,25.579122543335,25.2894592285156,25.4732704162598,36652871,25.4732704162598
2013-11-07,25.469783782959,25.5026607513428,25.0969314575195,25.1046524047852,67435822,25.1046524047852
2013-11-08,25.1245765686035,25.3674163818359,25.1183490753174,25.3058967590332,51825529,25.3058967590332
2013-11-11,25.1435050964355,25.3034076690674,25.1058979034424,25.1704044342041,44670812,25.1704044342041
2013-11-12,25.098424911499,25.3440036773682,25.031177520752,25.200044631958,48906630,25.200044631958
2013-11-13,25.074764251709,25.7248268127441,25.0685367584229,25.7153625488281,63412799,25.7153625488281
2013-11-14,25.7514762878418,25.8966827392578,25.6625595092773,25.7841053009033,46842923,25.7841053009033
2013-11-15,25.7751388549805,25.8530960083008,25.661563873291,25.7425117492676,51243355,25.7425117492676
2013-11-18,25.7970561981201,26.1205940246582,25.6349143981934,25.6924476623535,70651832,25.6924476623535
2013-11-19,25.696683883667,25.7721500396729,25.4807415008545,25.5342903137207,45433661,25.5342903137207
2013-11-20,25.6525974273682,25.7375297546387,25.4137420654297,25.4623107910156,38692487,25.4623107910156
2013-11-21,25.579122543335,25.8608169555664,25.5542163848877,25.7552127838135,43835693,25.7552127838135
2013-11-22,25.7390232086182,25.8075160980225,25.6344165802002,25.7009162902832,50356042,25.7009162902832
2013-11-25,25.8321743011475,26.2314281463623,25.7788734436035,26.0506057739258,64761837,26.0506057739258
2013-11-26,26.1171073913574,26.4384021759033,25.9761352539062,26.3614406585693,91794785,26.3614406585693
2013-11-27,26.451602935791,26.6002960205078,26.4010429382324,26.4785022735596,45112461,26.4785022735596
2013-11-29,26.4548416137695,26.5659236907959,26.3873443603516,26.3908309936523,47890836,26.3908309936523
2013-12-02,26.4884643554688,26.5592002868652,26.1709041595459,26.263557434082,55133884,26.263557434082
2013-12-03,26.1756362915039,26.4867210388184,26.1275672912598,26.2331714630127,67295297,26.2331714630127
2013-12-04,26.1860980987549,26.500171661377,26.1519756317139,26.355712890625,47842656,26.355712890625
2013-12-05,26.3313045501709,26.3925743103027,26.1791248321533,26.3347911834717,45517975,26.3347911834717
2013-12-06,26.6448783874512,26.6501083374023,26.4030342102051,26.6468715667725,57366220,26.6468715667725
2013-12-09,26.6747665405273,26.9567108154297,26.600793838501,26.8528480529785,59526286,26.8528480529785
2013-12-10,26.8032855987549,27.2057762145996,26.7908306121826,27.0152397155762,74433955,27.0152397155762
2013-12-11,27.0834846496582,27.1811180114746,26.7788753509521,26.8316783905029,68728650,26.8316783905029
2013-12-12,26.8884658813477,26.9724006652832,26.6252021789551,26.649112701416,64099363,26.649112701416
