"Fecha","MKTX.Open","MKTX.High","MKTX.Low","MKTX.Close","MKTX.Volume","MKTX.Adjusted"
2013-11-01,64.9700012207031,66.0699996948242,64.5400009155273,65.0500030517578,190400,60.0444183349609
2013-11-04,62.0200004577637,65.9000015258789,62.0200004577637,65.6500015258789,165700,60.5982246398926
2013-11-05,65.379997253418,66.5,64.8399963378906,65.8600006103516,240000,60.9126777648926
2013-11-06,66.3300018310547,66.9499969482422,65.7099990844727,65.9199981689453,111300,60.9681739807129
2013-11-07,66.2799987792969,66.5199966430664,64.7300033569336,65.4700012207031,158600,60.5519752502441
2013-11-08,65.4599990844727,66.3199996948242,65.2200012207031,65.9700012207031,253100,61.0144424438477
2013-11-11,66.0500030517578,66.870002746582,65.7699966430664,66.2900009155273,257300,61.3103828430176
2013-11-12,66.0100021362305,66.6900024414062,65.8300018310547,66.3099975585938,165700,61.3288879394531
2013-11-13,66.0899963378906,67.6999969482422,65.8600006103516,67.4000015258789,181700,62.3369903564453
2013-11-14,67.5599975585938,68.5199966430664,67.5199966430664,67.6399993896484,139800,62.5589790344238
2013-11-15,67.5400009155273,68.2600021362305,67.5,68.1600036621094,109400,63.0399208068848
2013-11-18,68.629997253418,69.6699981689453,68.4899978637695,68.9800033569336,222000,63.7983207702637
2013-11-19,68.9300003051758,69.6100006103516,67.4400024414062,67.6800003051758,161500,62.5959815979004
2013-11-20,67.8000030517578,68.8099975585938,67.4100036621094,68.1999969482422,132000,63.0769081115723
2013-11-21,68.7200012207031,70.620002746582,68.1999969482422,70.5999984741211,229400,65.2966232299805
2013-11-22,70.4499969482422,71.1500015258789,70.0500030517578,70.3499984741211,169400,65.0654144287109
2013-11-25,70.3600006103516,70.8499984741211,67.7900009155273,68.0500030517578,377300,62.9381828308105
2013-11-26,67.9300003051758,68.629997253418,67.629997253418,68.0199966430664,241800,62.9104156494141
2013-11-27,68.0800018310547,68.9300003051758,67.6600036621094,68.6500015258789,105500,63.4931106567383
2013-11-29,69.0999984741211,70.4400024414062,68.9499969482422,70.370002746582,130400,65.0839157104492
2013-12-02,70.5299987792969,71.620002746582,69.2099990844727,69.2699966430664,216700,64.0665435791016
2013-12-03,68.9800033569336,69.4899978637695,67.3499984741211,67.7099990844727,137900,62.6237144470215
2013-12-04,67,67,62.6100006103516,64.9199981689453,455400,60.0433006286621
2013-12-05,64.7300033569336,65.4499969482422,63.9599990844727,64.4499969482422,158100,59.6085891723633
2013-12-06,65.2900009155273,67.1500015258789,64.6800003051758,66.6500015258789,207900,61.6433486938477
2013-12-09,66.9100036621094,67.0699996948242,65.6699981689453,65.7699966430664,180000,60.8294448852539
2013-12-10,65.3499984741211,65.7399978637695,64.1900024414062,64.6500015258789,224500,59.7935943603516
2013-12-11,64.5699996948242,64.9899978637695,63.4700012207031,63.6300010681152,170000,58.8502082824707
2013-12-12,63.6800003051758,65.4599990844727,63.5400009155273,64.9599990844727,231100,60.0802993774414
2013-12-13,65.2799987792969,65.7900009155273,64.4300003051758,64.5599975585938,133700,59.7103500366211
2013-12-16,64.7300033569336,65.3099975585938,64.3099975585938,64.5199966430664,138000,59.6733551025391
2013-12-17,64.4300003051758,64.620002746582,63.4799995422363,63.9199981689453,123400,59.1184158325195
2013-12-18,64.1600036621094,64.2799987792969,62.5900001525879,64.1100006103516,220900,59.2941551208496
2013-12-19,63.6599998474121,64.0899963378906,62.9799995422363,63.4300003051758,126100,58.6652221679688
2013-12-20,63.939998626709,66.0899963378906,62.7999992370605,65.7300033569336,401100,60.7924652099609
2013-12-23,65.9199981689453,66.7099990844727,65.4199981689453,66.25,168200,61.273380279541
2013-12-24,66.120002746582,66.5599975585938,65.3300018310547,65.5800018310547,68800,60.653736114502
2013-12-26,65.8099975585938,66.9199981689453,65.6500015258789,66.6100006103516,162800,61.6063461303711
2013-12-27,66.8899993896484,66.8899993896484,66.0699996948242,66.6399993896484,149500,61.634105682373
2013-12-30,66.5,66.5,65.0999984741211,66.0100021362305,146000,61.0514297485352
2013-12-31,66.1800003051758,67.7300033569336,66.1800003051758,66.9300003051758,167200,61.9023094177246
2014-01-02,66.4400024414062,66.7699966430664,65.3099975585938,65.4000015258789,148400,60.4872360229492
2014-01-03,65.4899978637695,67.4400024414062,65.4899978637695,67.1600036621094,135100,62.1150436401367
2014-01-06,67.4899978637695,67.5699996948242,64.8899993896484,65.1100006103516,196100,60.2190399169922
2014-01-07,65.1699981689453,66.25,65.1699981689453,65.7300033569336,153400,60.7924652099609
2014-01-08,65.8499984741211,66.25,64.2600021362305,64.3300018310547,187300,59.4976119995117
2014-01-09,64.620002746582,65.1699981689453,63,63.4099998474121,191500,58.646728515625
2014-01-10,63.4000015258789,64.0100021362305,62.6500015258789,63.8400001525879,145100,59.0444450378418
2014-01-13,63.9000015258789,64.2799987792969,61.2400016784668,62.4500007629395,169100,57.758846282959
2014-01-14,62.5800018310547,64.2200012207031,62.4500007629395,63.4900016784668,176900,58.7207298278809
2014-01-15,63.5999984741211,64.1399993896484,62.7400016784668,63.0699996948242,99600,58.3322715759277
2014-01-16,63.0800018310547,63.5699996948242,62.5099983215332,62.9799995422363,108700,58.2490234375
2014-01-17,63.0800018310547,63.4599990844727,61.7099990844727,61.9199981689453,236900,57.2686500549316
2014-01-21,62.5699996948242,63.75,62.5299987792969,63.3199996948242,126200,58.5634994506836
2014-01-22,63.5999984741211,63.9799995422363,62.5699996948242,62.810001373291,156900,58.0918121337891
2014-01-23,62.3600006103516,62.7599983215332,60.9700012207031,62.1399993896484,243200,57.4721374511719
2014-01-24,61.5699996948242,62.939998626709,60.5499992370605,61.189998626709,181500,56.5934944152832
2014-01-27,61.2099990844727,61.8699989318848,59.689998626709,59.7700004577637,123700,55.2801666259766
2014-01-28,59.6800003051758,61.7200012207031,59.3499984741211,61.5400009155273,221600,56.9172096252441
2014-01-29,60.8699989318848,61.9300003051758,57.9500007629395,60.2400016784668,239400,55.7148666381836
2014-01-30,60.939998626709,64.5100021362305,60.2299995422363,63.310001373291,310600,58.5542449951172
2014-01-31,61.9900016784668,64.0100021362305,61.9900016784668,62.7400016784668,283100,58.0270729064941
2014-02-03,62.7000007629395,63.7000007629395,60.2299995422363,60.6399993896484,231200,56.0848236083984
2014-02-04,60.810001373291,63.1300010681152,60.2900009155273,61.8300018310547,244300,57.1854133605957
2014-02-05,61.4599990844727,62.2799987792969,61.1599998474121,61.4700012207031,339900,56.8524780273438
