"Fecha","POOL.Open","POOL.High","POOL.Low","POOL.Close","POOL.Volume","POOL.Adjusted"
2013-11-01,54.2900009155273,54.7799987792969,53.9099998474121,54.1500015258789,268200,48.2726287841797
2013-11-04,54.6100006103516,55.0999984741211,54.2400016784668,54.9500007629395,312000,48.9857940673828
2013-11-05,54.6100006103516,55.2299995422363,54.439998626709,54.5200004577637,207200,48.6024780273438
2013-11-06,54.9500007629395,54.9500007629395,54.1599998474121,54.310001373291,140300,48.4152679443359
2013-11-07,54.5400009155273,54.810001373291,52.7999992370605,53.0900001525879,271400,47.3276748657227
2013-11-08,52.9199981689453,53.7900009155273,52.9199981689453,53.7000007629395,404500,48.0434036254883
2013-11-11,53.75,54.3199996948242,53.3499984741211,54.1300010681152,155300,48.4281196594238
2013-11-12,54,54.4000015258789,53.5,54.2000007629395,221100,48.4907417297363
2013-11-13,53.9700012207031,54.5499992370605,53.3800010681152,54.5200004577637,208400,48.777042388916
2013-11-14,54.5099983215332,54.560001373291,53.7900009155273,54.0999984741211,199100,48.4012680053711
2013-11-15,54.0099983215332,54.6300010681152,53.5099983215332,54.6199989318848,271200,48.8665046691895
2013-11-18,54.6699981689453,55,54.2700004577637,54.4500007629395,192400,48.714412689209
2013-11-19,54.5699996948242,54.9900016784668,54.2000007629395,54.5499992370605,110800,48.8038711547852
2013-11-20,54.7400016784668,54.9199981689453,54.4500007629395,54.5499992370605,127900,48.8038711547852
2013-11-21,54.8300018310547,55.2900009155273,54.5800018310547,55.060001373291,110400,49.2601470947266
2013-11-22,55.1800003051758,55.5,54.7900009155273,55.4300003051758,101600,49.5911750793457
2013-11-25,55.4300003051758,55.7400016784668,55.2799987792969,55.5099983215332,138500,49.6627502441406
2013-11-26,55.5,56.6599998474121,55.310001373291,55.9799995422363,205700,50.0832443237305
2013-11-27,56,56.6199989318848,55.8499984741211,56.4599990844727,179500,50.5126800537109
2013-11-29,56.7299995422363,56.9700012207031,55.9599990844727,56.0400009155273,74000,50.1369323730469
2013-12-02,56.1100006103516,56.1300010681152,55.0299987792969,55.2200012207031,237200,49.4033050537109
2013-12-03,54.9900016784668,55.310001373291,54.3899993896484,54.9900016784668,179200,49.1975402832031
2013-12-04,54.8400001525879,55.4900016784668,54.2599983215332,54.7999992370605,140500,49.0275344848633
2013-12-05,54.7299995422363,55.2099990844727,54.4000015258789,54.939998626709,104500,49.1527862548828
2013-12-06,55.6199989318848,55.689998626709,54.6199989318848,55.5200004577637,240600,49.671688079834
2013-12-09,55.5400009155273,56.2400016784668,55.310001373291,56.189998626709,167700,50.2711143493652
2013-12-10,56.189998626709,56.7299995422363,55.9700012207031,56.0400009155273,166800,50.1369323730469
2013-12-11,56.2200012207031,56.2200012207031,55.4900016784668,55.8300018310547,199400,49.9490394592285
2013-12-12,55.8800010681152,56.0299987792969,55.5099983215332,55.9099998474121,169600,50.0205993652344
2013-12-13,56.1100006103516,56.4599990844727,55.6699981689453,56.0400009155273,225100,50.1369323730469
2013-12-16,56.1399993896484,56.6599998474121,55.8400001525879,56.4900016784668,169400,50.5395088195801
2013-12-17,56.2400016784668,56.4000015258789,55.939998626709,56.2900009155273,139800,50.3605842590332
2013-12-18,56.3800010681152,57.5,55.9599990844727,57.439998626709,135600,51.3894386291504
2013-12-19,57.2000007629395,57.6500015258789,56.0200004577637,56.0299987792969,165700,50.1279716491699
2013-12-20,56.2900009155273,57.4000015258789,55.8499984741211,57.0999984741211,463000,51.0852470397949
2013-12-23,57.3499984741211,57.5299987792969,57,57.5200004577637,163700,51.4610137939453
2013-12-24,57.5,58.3400001525879,57.5,58.0200004577637,88200,51.9083518981934
2013-12-26,58.2299995422363,58.439998626709,57.9500007629395,58.060001373291,213100,51.9441299438477
2013-12-27,58.2599983215332,58.5999984741211,57.5299987792969,58.0099983215332,174500,51.8993835449219
2013-12-30,57.9000015258789,58.060001373291,57.5499992370605,57.9799995422363,152700,51.8725624084473
2013-12-31,58.0200004577637,58.2900009155273,57.810001373291,58.1399993896484,172900,52.0157012939453
2014-01-02,57.7799987792969,58.1399993896484,56.75,57.3600006103516,168100,51.3178749084473
2014-01-03,57.3600006103516,57.7700004577637,56.9599990844727,57.3400001525879,118900,51.2999839782715
2014-01-06,57.2999992370605,57.7700004577637,56.439998626709,56.5699996948242,157800,50.6110992431641
2014-01-07,56.689998626709,56.9799995422363,56.2799987792969,56.8600006103516,128900,50.8705368041992
2014-01-08,56.75,56.8600006103516,56.0499992370605,56.7000007629395,214200,50.7273864746094
