"Fecha","PAYC.Open","PAYC.High","PAYC.Low","PAYC.Close","PAYC.Volume","PAYC.Adjusted"
2014-06-16,14.5699996948242,14.6099996566772,14.246000289917,14.4399995803833,106800,14.40159034729
2014-06-17,14.3400001525879,14.3760004043579,13.4499998092651,14,98200,13.962760925293
2014-06-18,13.789999961853,14.3900003433228,13.7200002670288,14.1700000762939,78400,14.1323089599609
2014-06-19,14.1300001144409,14.3000001907349,14.1199998855591,14.289999961853,55100,14.251989364624
2014-06-20,14.3599996566772,14.710000038147,14.1199998855591,14.1199998855591,186900,14.0824422836304
2014-06-23,14.1999998092651,14.6499996185303,14.0900001525879,14.6400003433228,58600,14.6010589599609
2014-06-24,14.5600004196167,15,14.5,14.6999998092651,130300,14.6608982086182
2014-06-25,14.6499996185303,14.7399997711182,14.1700000762939,14.7200002670288,59200,14.6808462142944
2014-06-26,14.6800003051758,15.1599998474121,14.5600004196167,14.7200002670288,91900,14.6808462142944
2014-06-27,14.8400001525879,15.2200002670288,13.9799995422363,13.9799995422363,767300,13.942813873291
2014-06-30,14.2700004577637,14.6599998474121,13.9099998474121,14.5900001525879,169500,14.5511913299561
2014-07-01,14.6199998855591,14.7370004653931,14.1599998474121,14.6000003814697,56100,14.561164855957
2014-07-02,14.539999961853,14.5699996948242,14.1999998092651,14.25,52400,14.2120962142944
2014-07-03,14.2700004577637,14.7200002670288,14.2700004577637,14.6800003051758,23300,14.6409521102905
2014-07-07,14.5500001907349,14.664999961853,14.0100002288818,14.0200004577637,65800,13.9827079772949
2014-07-08,14,14.1300001144409,13.3800001144409,13.4300003051758,113900,13.3942775726318
2014-07-09,13.4399995803833,13.6090002059937,13.2799997329712,13.4200000762939,53600,13.3843040466309
2014-07-10,13.25,13.4399995803833,13.25,13.3000001907349,83600,13.2646236419678
2014-07-11,13.25,13.3299999237061,13.0200004577637,13.0299997329712,62700,12.9953413009644
2014-07-14,13.0500001907349,13.75,13.0200004577637,13.289999961853,130100,13.2546501159668
2014-07-15,13.2299995422363,13.25,12.6400003433228,12.9700002670288,87000,12.9355010986328
2014-07-16,13,13.0550003051758,12.8000001907349,12.8500003814697,91300,12.8158206939697
2014-07-17,12.789999961853,13.039999961853,12.3199996948242,12.4099998474121,79200,12.376989364624
2014-07-18,12.3400001525879,12.6199998855591,12.2819995880127,12.4799995422363,24100,12.4468040466309
2014-07-21,12.4499998092651,12.8699998855591,12.2799997329712,12.7799997329712,37800,12.7460060119629
2014-07-22,12.8699998855591,12.8699998855591,12.5500001907349,12.6199998855591,19900,12.5864315032959
2014-07-23,12.6899995803833,12.9799995422363,12.5930004119873,12.8400001525879,17700,12.8058462142944
2014-07-24,12.9200000762939,13.1199998855591,12.9200000762939,13,95700,12.9654207229614
2014-07-25,13.2299995422363,13.460000038147,12.9099998474121,13,142500,12.9654207229614
2014-07-28,12.9499998092651,13.039999961853,12.75,12.960000038147,54000,12.9255275726318
2014-07-29,13.0600004196167,13.0939998626709,12.789999961853,12.8800001144409,34700,12.8457403182983
2014-07-30,13.0959997177124,13.0959997177124,12.83899974823,13,56500,12.9654207229614
2014-07-31,12.9099998474121,13.0019998550415,12.6499996185303,12.7799997329712,41600,12.7460060119629
2014-08-01,12.8400001525879,12.9020004272461,12.3500003814697,12.6499996185303,61400,12.6163511276245
2014-08-04,12.7700004577637,12.7700004577637,12.5,12.6899995803833,48900,12.6562452316284
2014-08-05,12.6099996566772,12.6499996185303,12.4799995422363,12.4899997711182,54100,12.4567775726318
2014-08-06,13.0699996948242,14.0799999237061,12.8999996185303,13.8299999237061,208300,13.793212890625
2014-08-07,13.9399995803833,14.0200004577637,13.75,13.8199996948242,54000,13.783239364624
2014-08-08,13.8599996566772,13.9659996032715,13.2600002288818,13.5799999237061,114200,13.5438785552979
2014-08-11,13.6999998092651,13.9200000762939,13.6499996185303,13.9099998474121,41400,13.8730001449585
2014-08-12,13.831000328064,13.9799995422363,13.8100004196167,13.8900003433228,40900,13.8530530929565
2014-08-13,13.9799995422363,14.7799997329712,13.9200000762939,14.75,378500,14.710765838623
2014-08-14,14.8299999237061,15.6599998474121,14.8299999237061,15.2600002288818,135400,15.2194089889526
2014-08-15,15.460000038147,17.0799999237061,15.2600002288818,16.8400001525879,133400,16.7952079772949
2014-08-18,17,17,16.0599994659424,16.4500007629395,191200,16.4062442779541
2014-08-19,16.5,16.5,16.1200008392334,16.1900005340576,47800,16.146936416626
2014-08-20,16.1100006103516,16.3299999237061,15.4200000762939,15.7700004577637,105300,15.7280530929565
2014-08-21,15.6800003051758,16.6499996185303,15.5100002288818,16.5400009155273,64100,16.4960060119629
2014-08-22,16.5900001525879,17.6900005340576,16.3700008392334,17.4500007629395,451400,17.4035835266113
2014-08-25,17.5499992370605,17.5499992370605,16.8400001525879,17.25,74200,17.2041149139404
2014-08-26,17.2600002288818,18.0599994659424,17.1599998474121,18.0499992370605,158200,18.0019874572754
2014-08-27,18.3400001525879,18.3400001525879,17.7900009155273,17.9799995422363,97500,17.9321746826172
2014-08-28,17.8700008392334,18.0200004577637,17.5300006866455,17.8799991607666,49500,17.8324394226074
2014-08-29,17.8600006103516,18.1000003814697,17.6100006103516,17.9200000762939,84100,17.87233543396
2014-09-02,18.1399993896484,18.3199996948242,17.9300003051758,18.0799999237061,135900,18.0319080352783
2014-09-03,18.2199993133545,18.2199993133545,17.1100006103516,17.3500003814697,451700,17.3038501739502
2014-09-04,17.5,17.5699996948242,16.2099990844727,16.6499996185303,335700,16.6057109832764
2014-09-05,16.4799995422363,16.5799999237061,16.0400009155273,16.4300003051758,118800,16.3862972259521
2014-09-08,16.3799991607666,16.5799999237061,15.9899997711182,16.3899993896484,134000,16.3464031219482
2014-09-09,16.3899993896484,16.3899993896484,15.8100004196167,16.1100006103516,147300,16.0671482086182
2014-09-10,16.1599998474121,16.4500007629395,15.8599996566772,16.3600006103516,85500,16.3164844512939
2014-09-11,16.2199993133545,17.0319995880127,16.0599994659424,16.7000007629395,174600,16.6555786132812
2014-09-12,16.7999992370605,18.0300006866455,16.7999992370605,17.7399997711182,278600,17.6928119659424
2014-09-15,17.8299999237061,17.9200000762939,16.5,17.1599998474121,196000,17.1143569946289
2014-09-16,17.1599998474121,18.1299991607666,16.8500003814697,17.8899993896484,252500,17.8424129486084
2014-09-17,17.9799995422363,18.0400009155273,17.5300006866455,17.7299995422363,95200,17.6828384399414
2014-09-18,17.7999992370605,18.1900005340576,17.0300006866455,18.0499992370605,188800,18.0019874572754
2014-09-19,18.0799999237061,19.238000869751,17.4599990844727,18.9899997711182,561600,18.9394874572754
2014-09-22,18.8500003814697,19.1429996490479,17.5400009155273,18.2800006866455,398800,18.2313766479492
2014-09-23,18.2900009155273,18.7700004577637,17.8999996185303,18.2999992370605,307900,18.2513217926025
2014-09-24,18.5,18.5900001525879,17.6700000762939,18.4200000762939,187200,18.3710041046143
2014-09-25,18.3099994659424,18.3099994659424,16.8199996948242,16.9899997711182,109500,16.9448070526123
2014-09-26,17,17.5100002288818,17,17.2199993133545,68900,17.1741943359375
2014-09-29,17.1000003814697,17.2199993133545,16.7999992370605,16.9099998474121,150400,16.8650188446045
2014-09-30,16.9500007629395,17.0300006866455,16.3099994659424,16.5599994659424,188700,16.5159511566162
2014-10-01,16.2099990844727,16.6200008392334,16,16.1000003814697,149200,16.0571746826172
2014-10-02,16.0200004577637,16.3309993743896,15.7399997711182,16.2999992370605,140900,16.2566432952881
2014-10-03,16.4799995422363,16.8299999237061,16.3999996185303,16.5699996948242,91600,16.5259246826172
2014-10-06,16.6299991607666,16.6399993896484,16.0100002288818,16.1499996185303,62600,16.1070404052734
2014-10-07,16,16.1100006103516,15.4700002670288,15.7600002288818,171600,15.7180795669556
2014-10-08,15.6999998092651,15.9300003051758,15.58899974823,15.6800003051758,112400,15.6382923126221
2014-10-09,15.6400003433228,15.6800003051758,14.3199996948242,14.8800001144409,238400,14.8404207229614
2014-10-10,14.75,15.5900001525879,14.6800003051758,14.8800001144409,194500,14.8404207229614
2014-10-13,14.9499998092651,15.2150001525879,14.789999961853,14.9799995422363,283900,14.9401531219482
2014-10-14,15.0799999237061,15.3999996185303,14.8699998855591,15.039999961853,216400,14.9999942779541
2014-10-15,15.0500001907349,16.3500003814697,14.8500003814697,16.2600002288818,258200,16.2167491912842
2014-10-16,16.0499992370605,16.7900009155273,16,16.7600002288818,100600,16.7154197692871
2014-10-17,17.0200004577637,17.0200004577637,16.3899993896484,16.4300003051758,48600,16.3862972259521
2014-10-20,16.3299999237061,16.4400005340576,16.1700000762939,16.3400001525879,37100,16.296537399292
2014-10-21,16.2199993133545,16.8199996948242,16.2199993133545,16.6700000762939,118400,16.6256580352783
2014-10-22,16.6700000762939,16.7350006103516,16.3799991607666,16.4799995422363,71400,16.4361629486084
2014-10-23,16.5499992370605,16.8899993896484,16.3799991607666,16.5300006866455,68700,16.4860324859619
2014-10-24,16.6000003814697,16.6499996185303,16.3199996948242,16.5100002288818,39600,16.46608543396
2014-10-27,16.4699993133545,16.7999992370605,16.3400001525879,16.5699996948242,46900,16.5259246826172
2014-10-28,16.6000003814697,17.3199996948242,16.6000003814697,16.9099998474121,97700,16.8650188446045
2014-10-29,16.9500007629395,17.1299991607666,16.6809997558594,16.7700004577637,65900,16.7253932952881
2014-10-30,16.7900009155273,17.4699993133545,16.7399997711182,17.4300003051758,94200,17.383638381958
2014-10-31,17.7999992370605,17.8799991607666,17.5400009155273,17.75,55600,17.7027854919434
2014-11-03,17.8199996948242,17.9179992675781,17.6000003814697,17.6800003051758,49800,17.6329727172852
2014-11-04,17.6800003051758,18.0799999237061,17.5799999237061,17.7299995422363,145500,17.6828384399414
2014-11-05,18.6200008392334,22.1100006103516,18.6200008392334,21.1499996185303,677800,21.0937423706055
2014-11-06,21.2600002288818,22.4899997711182,21,21.5900001525879,253000,21.5325717926025
2014-11-07,21.5200004577637,21.6499996185303,21.0900001525879,21.4200000762939,133300,21.3630237579346
2014-11-10,21.4400005340576,22.0799999237061,21.1599998474121,22.0699996948242,222700,22.0112934112549
2014-11-11,22.2199993133545,23.3700008392334,22.1800003051758,22.5,248600,22.4401512145996
2014-11-12,22.1900005340576,22.7770004272461,22.1299991607666,22.3500003814697,94000,22.2905502319336
2014-11-13,22.3500003814697,23.3299999237061,22.2210006713867,22.6000003814697,92100,22.5398845672607
2014-11-14,22.7299995422363,23.7800006866455,22.3099994659424,23.6900005340576,174500,23.6269855499268
2014-11-17,23.8400001525879,25.4599990844727,23.5499992370605,24.8500003814697,421000,24.7839012145996
2014-11-18,25.1000003814697,25.1000003814697,24.7099990844727,24.8400001525879,246300,24.7739276885986
2014-11-19,24.9599990844727,26.3299999237061,24.6100006103516,25.6900005340576,154300,25.6216659545898
2014-11-20,25.6499996185303,26.2900009155273,25.5400009155273,26.1000003814697,121800,26.0305767059326
2014-11-21,26.5599994659424,27.7199993133545,26.0699996948242,26.9300003051758,202200,26.8583679199219
2014-11-24,27.1700000762939,28.4099998474121,27.1700000762939,27.4699993133545,250700,27.3969306945801
2014-11-25,27.5799999237061,27.7900009155273,26.5,27.6800003051758,320600,27.6063747406006
2014-11-26,27.9400005340576,28.7299995422363,27.5429992675781,28.2900009155273,188900,28.214750289917
2014-11-28,28.4500007629395,29.4200000762939,28.3099994659424,28.75,114500,28.673526763916
2014-12-01,28.8299999237061,29.1310005187988,28,28.3799991607666,115700,28.3045101165771
2014-12-02,28.8600006103516,29.2600002288818,26.9300003051758,27.6000003814697,296400,27.5265865325928
2014-12-03,26.8099994659424,27,25.7600002288818,26.9200000762939,226700,26.8483943939209
2014-12-04,26.8099994659424,27.9599990844727,26.1100006103516,27.2700004577637,131100,27.1974639892578
2014-12-05,27.1100006103516,27.5900001525879,27.1100006103516,27.3299999237061,63000,27.257303237915
2014-12-08,27.3500003814697,27.5100002288818,26.2900009155273,26.4200000762939,86500,26.349723815918
2014-12-09,26,27.4400005340576,25.25,27.3899993896484,113500,27.3171443939209
2014-12-10,27.2399997711182,27.4500007629395,26.1700000762939,26.5900001525879,72700,26.5192737579346
2014-12-11,26.5,27.2099990844727,25.3899993896484,25.6399993896484,109000,25.571798324585
2014-12-12,25.1900005340576,25.3689994812012,23.7999992370605,24.4599990844727,149400,24.3949375152588
2014-12-15,24.4400005340576,24.75,23.4799995422363,24.2399997711182,111900,24.1755218505859
2014-12-16,23.9899997711182,26.8799991607666,23.8799991607666,26.5900001525879,173900,26.5192737579346
2014-12-17,26.6299991607666,27.3990001678467,26.1100006103516,27.3099994659424,107600,27.2373561859131
2014-12-18,27.5,28.1399993896484,26.8700008392334,27.5799999237061,128000,27.5066394805908
2014-12-19,27.5799999237061,27.5799999237061,27.0699996948242,27.2099990844727,79100,27.1376209259033
2014-12-22,27.3500003814697,28.8400001525879,27.1800003051758,28.4300003051758,101500,28.354377746582
2014-12-23,28.5,28.5,26.75,27.3700008392334,69100,27.2971992492676
2014-12-24,27.2099990844727,27.2099990844727,26.0100002288818,26.4899997711182,57300,26.4195384979248
2014-12-26,26.5799999237061,27.1100006103516,26.3299999237061,26.6800003051758,105000,26.6090316772461
2014-12-29,26.6000003814697,26.8099994659424,25.5900001525879,26.2399997711182,63200,26.170202255249
2014-12-30,26.1000003814697,26.5900001525879,25.8400001525879,26.0699996948242,37800,26.0006561279297
2014-12-31,26.1800003051758,26.9799995422363,26,26.3299999237061,61900,26.2599639892578
2015-01-02,26.2900009155273,26.4699993133545,25.6200008392334,26.0599994659424,87500,25.9906826019287
2015-01-05,25.9500007629395,25.9500007629395,25.0799999237061,25.1800003051758,58700,25.1130237579346
2015-01-06,25.2800006866455,25.5499992370605,24.2999992370605,24.5599994659424,89900,24.4946708679199
2015-01-07,24.6200008392334,25.4799995422363,24.5,25.3400001525879,77300,25.2725963592529
2015-01-08,25.8099994659424,27,25.6700000762939,26.4200000762939,173200,26.349723815918
2015-01-09,26.7199993133545,26.9500007629395,25.1800003051758,25.4300003051758,111800,25.3623580932617
2015-01-12,24.8500003814697,25.2700004577637,24.0699996948242,24.6800003051758,239000,24.6143531799316
2015-01-13,24.5200004577637,24.6900005340576,23.1599998474121,23.6100006103516,431500,23.5471992492676
2015-01-14,23.1499996185303,24.3689994812012,22.7600002288818,23.1800003051758,544600,23.1183433532715
2015-01-15,23.9200000762939,24.5,23.25,23.6100006103516,2855700,23.5471992492676
2015-01-16,23.5,23.8980007171631,23.0599994659424,23.4899997711182,254600,23.4275169372559
2015-01-20,23.5,23.5949993133545,22.5799999237061,23.2399997711182,215800,23.1781826019287
2015-01-21,23.8899993896484,25.8400001525879,23.3999996185303,25.2600002288818,429600,25.1928100585938
2015-01-22,25.3500003814697,26.3799991607666,24.5699996948242,26.2800006866455,415700,26.2100982666016
2015-01-23,26.1200008392334,28.2299995422363,26.1200008392334,27.0400009155273,697600,26.9680767059326
2015-01-26,27.2199993133545,28.1299991607666,26.6000003814697,27.4099998474121,506500,27.3370914459229
2015-01-27,27.3600006103516,28.7199993133545,26.7800006866455,28.1200008392334,588500,28.0452041625977
2015-01-28,28.4699993133545,30.2000007629395,27.8099994659424,28.7600002288818,1546200,28.683500289917
2015-01-29,28.9400005340576,29.3700008392334,26.2399997711182,27.3999996185303,797900,27.3271179199219
2015-01-30,27.2700004577637,27.7800006866455,25.1299991607666,26.1700000762939,851900,26.1003894805908
2015-02-02,26.0699996948242,27.1000003814697,25.2800006866455,26.0900001525879,567600,26.0206031799316
2015-02-03,26.1000003814697,27.8099994659424,26,27.5799999237061,463200,27.5066394805908
2015-02-04,27.2099990844727,27.9400005340576,26.8299999237061,27.0799999237061,197600,27.0079689025879
2015-02-05,27.0900001525879,28.4099998474121,27.0900001525879,28,465800,27.9255218505859
2015-02-06,28.0100002288818,28.6000003814697,27.4200000762939,28.0499992370605,280100,27.9753875732422
2015-02-09,27.7900009155273,30.3199996948242,27.6599998474121,29.7600002288818,1272000,29.6808414459229
2015-02-10,30.2999992370605,32.3899993896484,28.4099998474121,31.7000007629395,1183000,31.6156806945801
2015-02-11,34.1300010681152,34.7000007629395,28.8099994659424,31.4500007629395,1902600,31.3663463592529
2015-02-12,31.7999992370605,33.7000007629395,31.0499992370605,33.0800018310547,777000,32.9920120239258
2015-02-13,32.7799987792969,34.0699996948242,31.7299995422363,32.3699989318848,468500,32.2838973999023
2015-02-17,32.3699989318848,33.9799995422363,31.4300003051758,33.560001373291,683300,33.4707336425781
2015-02-18,33.5999984741211,33.685001373291,32.2000007629395,32.6300010681152,376200,32.5432052612305
2015-02-19,32.5999984741211,35.1209983825684,32.5999984741211,33.3899993896484,713500,33.3011856079102
2015-02-20,33.2000007629395,34.0299987792969,32.7999992370605,33.7700004577637,337500,33.68017578125
2015-02-23,33.7799987792969,34.060001373291,32.2000007629395,32.9099998474121,418300,32.8224639892578
2015-02-24,33.0099983215332,33.6199989318848,32.3899993896484,33.189998626709,345800,33.1017150878906
2015-02-25,33.0499992370605,33.2900009155273,32.3199996948242,32.939998626709,239000,32.8523788452148
2015-02-26,32.9799995422363,33.0900001525879,32.1399993896484,32.8400001525879,440500,32.7526473999023
2015-02-27,32.7200012207031,33.9500007629395,31.5620002746582,31.8799991607666,729200,31.7952003479004
2015-03-02,31.8600006103516,32.5400009155273,31.2390003204346,31.8700008392334,420200,31.785228729248
2015-03-03,31.8099994659424,32.8800010681152,31.6299991607666,31.9200000762939,489700,31.8350944519043
2015-03-04,32,32.2599983215332,31.5799999237061,31.6399993896484,287900,31.5558395385742
2015-03-05,31.5900001525879,32.7900009155273,31.4099998474121,32.3499984741211,265300,32.2639503479004
2015-03-06,32.0999984741211,33.75,31.9699993133545,32.1599998474121,601300,32.0744590759277
2015-03-09,31.8799991607666,31.8799991607666,29.1399993896484,30.6499996185303,952800,30.568473815918
2015-03-10,30.2099990844727,31.1700000762939,29.7700004577637,30.8799991607666,629900,30.7978610992432
2015-03-11,30.7199993133545,31.8899993896484,30.5599994659424,31.4899997711182,539600,31.4062385559082
2015-03-12,31.6399993896484,31.9799995422363,31.5,31.8700008392334,213000,31.785228729248
2015-03-13,31.8299999237061,31.9799995422363,31.2600002288818,31.3999996185303,364700,31.316478729248
2015-03-16,31.7399997711182,32.0999984741211,31.4500007629395,31.9500007629395,428800,31.8650169372559
2015-03-17,32.1399993896484,33.4700012207031,31.8700008392334,32.6699981689453,744000,32.5830993652344
2015-03-18,32.7099990844727,34.6500015258789,32.6300010681152,34.2200012207031,551000,34.128978729248
2015-03-19,34.560001373291,35.8639984130859,34.4099998474121,35.1100006103516,537100,35.0166130065918
2015-03-20,35.3400001525879,35.7299995422363,33.7000007629395,33.7700004577637,957500,33.68017578125
2015-03-23,33.7700004577637,34.0960006713867,32.5499992370605,33.189998626709,408700,33.1017150878906
2015-03-24,32.75,33.060001373291,31.5599994659424,31.6200008392334,512800,31.5358943939209
2015-03-25,31.6200008392334,31.8959999084473,30.2999992370605,30.4699993133545,352700,30.3889503479004
2015-03-26,30.2299995422363,32.2099990844727,29.5200004577637,31.8299999237061,379400,31.7453327178955
2015-03-27,31.7700004577637,32.0559997558594,31.3600006103516,31.8400001525879,207000,31.7553081512451
2015-03-30,32.0099983215332,32.4799995422363,32.0099983215332,32.0900001525879,174300,32.0046424865723
2015-03-31,31.8099994659424,32.3899993896484,31.7600002288818,32.060001373291,255900,31.9747219085693
2015-04-01,32.1199989318848,32.1199989318848,31.0799999237061,31.6599998474121,185000,31.5757865905762
2015-04-02,31.75,32.1199989318848,31.2999992370605,31.5,156500,31.4162120819092
2015-04-06,31.3999996185303,32.3250007629395,31.3299999237061,31.9699993133545,162600,31.8849620819092
2015-04-07,32.060001373291,32.75,31.9599990844727,32.3600006103516,220200,32.27392578125
2015-04-08,32.4900016784668,32.8800010681152,32.060001373291,32.2799987792969,129000,32.1941337585449
2015-04-09,32.0999984741211,32.2849998474121,31.1800003051758,31.9699993133545,249400,31.8849620819092
2015-04-10,32,32.2569999694824,31.5499992370605,31.7700004577637,178700,31.6854953765869
2015-04-13,31.7900009155273,31.9599990844727,31.3999996185303,31.4699993133545,141900,31.3862915039062
2015-04-14,31.5300006866455,31.6900005340576,30.0900001525879,30.4899997711182,267800,30.4088973999023
2015-04-15,30.7399997711182,31.2199993133545,30.5200004577637,31.1000003814697,158300,31.017276763916
2015-04-16,30.8999996185303,31.1700000762939,30.5200004577637,30.8199996948242,158400,30.7380199432373
2015-04-17,30.4300003051758,30.6200008392334,29.3600006103516,30.1100006103516,305900,30.0299110412598
2015-04-20,30.5400009155273,32.5999984741211,30.2000007629395,32.2000007629395,378000,32.1143493652344
2015-04-21,32.6199989318848,33.3300018310547,32.4000015258789,33.1100006103516,299400,33.0219306945801
2015-04-22,33.4199981689453,33.9799995422363,32.8300018310547,32.9500007629395,293500,32.8623580932617
2015-04-23,33.0800018310547,33.3600006103516,32.5400009155273,33.0499992370605,166900,32.962085723877
2015-04-24,33.3300018310547,33.3300018310547,32.3199996948242,32.9099998474121,157900,32.8224639892578
2015-04-27,33.3899993896484,33.5900001525879,32.1500015258789,32.2099990844727,247900,32.1243209838867
2015-04-28,32.25,33.4799995422363,31.6000003814697,32.9099998474121,230300,32.8224639892578
2015-04-29,32.7999992370605,33.1599998474121,32.0999984741211,32.3800010681152,161600,32.293872833252
2015-04-30,32.3199996948242,32.6399993896484,31.2099990844727,31.6100006103516,188200,31.5259189605713
2015-05-01,31.9200000762939,32.5299987792969,31.0650005340576,31.9300003051758,273000,31.8450679779053
2015-05-04,32.060001373291,33.439998626709,32.0400009155273,32.9599990844727,525400,32.8723258972168
2015-05-05,32.7400016784668,32.7400016784668,30.8400001525879,31.3299999237061,319800,31.2466640472412
2015-05-06,31.2999992370605,33.9900016784668,30.8500003814697,33.0499992370605,835400,32.962085723877
2015-05-07,33.560001373291,35.5800018310547,31.5300006866455,35.3300018310547,2059300,35.236026763916
2015-05-08,35.7200012207031,37.7000007629395,35,35.7000007629395,1439700,35.6050415039062
2015-05-11,36.060001373291,38.4090003967285,35.9799995422363,38.2900009155273,867600,38.1881523132324
2015-05-12,38.4099998474121,39.2099990844727,37.1199989318848,38.9500007629395,549800,38.8463973999023
2015-05-13,39.0099983215332,39.6599998474121,37.9500007629395,38.1500015258789,382400,38.048526763916
2015-05-14,38.6300010681152,39.75,38.0299987792969,39.2400016784668,435500,39.1356239318848
2015-05-15,36.6399993896484,36.6500015258789,35.0320014953613,35.2900009155273,3555100,35.1961326599121
2015-05-18,35.4700012207031,35.8559989929199,35.3300018310547,35.3499984741211,894900,35.2559700012207
2015-05-19,35.5200004577637,35.8429985046387,34.5499992370605,35.6699981689453,759300,35.5751190185547
2015-05-20,35.5999984741211,36.2999992370605,35.3899993896484,35.7999992370605,680300,35.7047729492188
2015-05-21,35.8600006103516,36.6599998474121,35.8600006103516,36.2099990844727,529900,36.1136856079102
2015-05-22,36.2400016784668,36.4500007629395,35.5800018310547,35.6699981689453,570100,35.5751190185547
2015-05-26,35.6800003051758,35.7200012207031,34.2799987792969,35.1699981689453,620300,35.0764465332031
2015-05-27,35.2200012207031,35.3569984436035,34.6279983520508,35.189998626709,436700,35.0963935852051
2015-05-28,35.2200012207031,35.3499984741211,34.1599998474121,34.7099990844727,369500,34.6176719665527
2015-05-29,34.6300010681152,34.9900016784668,33.8499984741211,34.7599983215332,662900,34.6675415039062
2015-06-01,34.9900016784668,35.560001373291,34.1800003051758,34.75,638700,34.6575660705566
2015-06-02,34.5,36.2299995422363,34.2700004577637,35.3800010681152,683300,35.2858924865723
2015-06-03,35.3800010681152,35.5400009155273,34.7999992370605,35.3300018310547,338300,35.236026763916
2015-06-04,35,36,34.9169998168945,35.2299995422363,317200,35.136287689209
