"Fecha","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
2013-11-01,64.4700012207031,64.8300018310547,63.2900009155273,64.129997253418,2746900,44.9765548706055
2013-11-04,64.2799987792969,64.5400009155273,63.3899993896484,64.4400024414062,2728600,45.1939697265625
2013-11-05,64.25,64.8099975585938,63.6199989318848,64.2699966430664,3184100,45.0747413635254
2013-11-06,64.75,65.5599975585938,64.1500015258789,64.3600006103516,2979500,45.1378707885742
2013-11-07,64.2799987792969,64.8600006103516,63.6199989318848,63.8400001525879,3084200,44.7731628417969
2013-11-08,63.9199981689453,65.3899993896484,63.6599998474121,65.3600006103516,3252600,45.8391952514648
2013-11-11,65.1500015258789,65.5800018310547,64.7900009155273,65.4899978637695,2437700,45.9303550720215
2013-11-12,64.9300003051758,66.2300033569336,64.8300018310547,65.4100036621094,3229900,46.1490898132324
2013-11-13,65.2799987792969,66.0599975585938,64.5299987792969,66.0500030517578,3427000,46.6006202697754
2013-11-14,66.2399978637695,68.3600006103516,66.2300033569336,67.5599975585938,4088500,47.6659774780273
2013-11-15,67.3000030517578,67.620002746582,66.5199966430664,67.0999984741211,4106300,47.3414421081543
2013-11-18,67.620002746582,68.0500030517578,67.0500030517578,67.2099990844727,2723300,47.4190406799316
2013-11-19,67.1399993896484,68.5400009155273,66.9199981689453,67.7699966430664,3246100,47.8141288757324
2013-11-20,68.2200012207031,68.3899993896484,66.8000030517578,67.0299987792969,2923500,47.2920532226562
2013-11-21,67.0599975585938,67.6399993896484,65.8399963378906,67.5,2933400,47.6236419677734
2013-11-22,67.8499984741211,68.8000030517578,67.5400009155273,68.4800033569336,3108000,48.3150672912598
2013-11-25,68.4800033569336,69.3499984741211,68.129997253418,68.6399993896484,2808300,48.4279556274414
2013-11-26,68.7900009155273,69.2300033569336,68.129997253418,68.75,3094400,48.5055656433105
2013-11-27,68.5999984741211,71,68.4000015258789,70.120002746582,4526400,49.4721412658691
2013-11-29,70.0299987792969,70.7200012207031,69.4100036621094,69.6100006103516,1688100,49.1123237609863
2013-12-02,70,71.75,69.6699981689453,71.3600006103516,3900900,50.3470230102539
2013-12-03,71.0599975585938,71.2699966430664,69.5400009155273,70.5999984741211,4299300,49.8108215332031
2013-12-04,69.6999969482422,70.4800033569336,68.3300018310547,69.5899963378906,5377100,49.0982131958008
2013-12-05,69.8199996948242,70.5,69.1699981689453,69.7300033569336,3978800,49.1969947814941
2013-12-06,70.3300018310547,72.5,70,71.2399978637695,5174200,50.2623443603516
2013-12-09,72.3000030517578,73.1699981689453,71.6999969482422,71.8300018310547,4297300,50.6786155700684
2013-12-10,71.25,72.4400024414062,69.5400009155273,71.6100006103516,4233700,50.5233917236328
2013-12-11,71.6399993896484,71.6900024414062,70.2900009155273,70.8499984741211,3890300,49.9872016906738
2013-12-12,70.8000030517578,71.6900024414062,70.4400024414062,71.2200012207031,2773000,50.2482414245605
2013-12-13,71.25,72.0199966430664,70.5699996948242,71.5999984741211,2711400,50.5163383483887
2013-12-16,71.6800003051758,73.2600021362305,71.5299987792969,72.6100006103516,2741600,51.2289390563965
2013-12-17,72.6100006103516,73.2699966430664,72.25,72.5999984741211,2438200,51.2218933105469
2013-12-18,72.5599975585938,74.120002746582,72.2099990844727,73.9800033569336,3960900,52.1955146789551
2013-12-19,73.5500030517578,74.3899993896484,72.6999969482422,72.9199981689453,3505000,51.4476432800293
2013-12-20,73.1999969482422,74.5299987792969,73.0500030517578,74.0299987792969,4906800,52.230785369873
2013-12-23,74.5,75.3899993896484,74.2799987792969,74.4100036621094,2556800,52.498908996582
2013-12-24,74.7399978637695,74.9700012207031,74.2900009155273,74.7399978637695,1065000,52.7317276000977
2013-12-26,75,75.2900009155273,74.6800003051758,75.120002746582,1187000,52.9998359680176
2013-12-27,75.1399993896484,75.1800003051758,74.1900024414062,74.75,1688800,52.7387771606445
2013-12-30,75.0100021362305,75.5999984741211,74.6900024414062,74.7200012207031,2252200,52.7176208496094
2013-12-31,75.2699966430664,77.2900009155273,75.1800003051758,77.129997253418,2993900,54.4179611206055
2014-01-02,77.1699981689453,77.3199996948242,76.3600006103516,76.4499969482422,2846700,53.9381866455078
2014-01-03,76.3600006103516,76.9899978637695,76.1500015258789,76.2900009155273,1958200,53.825309753418
2014-01-06,76.5100021362305,77.4899978637695,76.4000015258789,77.0100021362305,2815600,54.3332939147949
2014-01-07,77.0699996948242,77.8300018310547,76.6699981689453,77.0199966430664,4005700,54.3403472900391
2014-01-08,77.25,77.4100036621094,76.1500015258789,76.870002746582,4492200,54.2345161437988
2014-01-09,77.0100021362305,78.25,76.879997253418,78.129997253418,4187400,55.1234931945801
2014-01-10,78.3899993896484,79,77.2399978637695,78,3019900,55.0317611694336
2014-01-13,78.1999969482422,78.1999969482422,75.4899978637695,75.8099975585938,3046300,53.486644744873
2014-01-14,76.1500015258789,76.7099990844727,75.8000030517578,76.4899978637695,3359100,53.9664077758789
2014-01-15,76.5,76.5299987792969,74.75,75.5400009155273,3697800,53.2961540222168
2014-01-16,75.3099975585938,75.7300033569336,74.6699981689453,75.3899993896484,3231900,53.1903305053711
2014-01-17,74.870002746582,76.620002746582,74.8499984741211,76.0199966430664,3901600,53.6348190307617
2014-01-21,76.0299987792969,77.4000015258789,76.0299987792969,76.9000015258789,2792000,54.255672454834
2014-01-22,77.3000030517578,77.5999984741211,76.0899963378906,77.0999984741211,2748300,54.3967895507812
2014-01-23,77.5199966430664,78.0999984741211,76.0400009155273,77.1999969482422,4105600,54.4673500061035
2014-01-24,76.2200012207031,76.3499984741211,73.5999984741211,74.4400024414062,4712700,52.5200691223145
2014-01-27,74.5699996948242,75.6999969482422,73.7799987792969,74.9000015258789,3408300,52.8446044921875
2014-01-28,73.9199981689453,75.4599990844727,73.9199981689453,75.0800018310547,2792000,52.9716033935547
2014-01-29,74.0299987792969,76.9000015258789,70.8099975585938,74.1800003051758,5942000,52.3366279602051
2014-01-30,74.4400024414062,74.9700012207031,73.370002746582,73.5599975585938,4595300,51.8991813659668
2014-01-31,73.0999984741211,74.5800018310547,72.75,73.0899963378906,5799800,51.5675849914551
2014-02-03,73.120002746582,73.5800018310547,71.1399993896484,71.3600006103516,5620300,50.3470230102539
2014-02-04,71.5100021362305,71.75,68.7799987792969,71.1399993896484,4647500,50.1917839050293
2014-02-05,70.75,71.5500030517578,69.1100006103516,70.6699981689453,6071000,49.8601989746094
2014-02-06,71.3000030517578,73.620002746582,70.8899993896484,73.3000030517578,5388900,51.7157516479492
2014-02-07,73.6999969482422,74.4300003051758,72.9100036621094,74.2799987792969,3310400,52.4071846008301
2014-02-10,74.3499984741211,74.6900024414062,72.0299987792969,72.2699966430664,3743600,50.9890365600586
2014-02-11,72.3000030517578,74.2600021362305,72.2399978637695,74.0899963378906,3711500,52.2731246948242
2014-02-12,74.1699981689453,74.5999984741211,73.3600006103516,73.6399993896484,3045200,51.955638885498
2014-02-13,72.75,74.9199981689453,72.629997253418,74.6500015258789,3234400,52.9486427307129
2014-02-14,74.4700012207031,75.9800033569336,74.2600021362305,75.9300003051758,2408700,53.8565216064453
2014-02-18,76.2099990844727,76.9899978637695,75.2699966430664,75.379997253418,2813700,53.4664192199707
2014-02-19,75.2200012207031,76.9499969482422,75.0199966430664,75.2699966430664,3700300,53.3884048461914
2014-02-20,75.0199966430664,75.7600021362305,74.75,75.2900009155273,3164800,53.4025802612305
